,ALODC FP Equity_DX_SI_QTY,ALODC FP Equity_DX_SHORT_INTEREST_VALUE,ALODC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALODC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALODC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALODC FP Equity_DX_SI_MV,ALODC FP Equity_DX_DSS,ALODC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALODC FP Equity_DX_SUPPLY_SI_QTY,ALODC FP Equity_DX_BROKER_SI_QTY,ALODC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALODC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALODC FP Equity_DX_BROKER_SI_MV_INC_x,ALODC FP Equity_DX_BROKER_SI_QTY_ADD,ALODC FP Equity_DX_SUPPLY_SI_MV_DEC,ALODC FP Equity_DX_BROKER_SI_QTY_INC,ALODC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALODC FP Equity_DX_BROKER_SI_MV_INC_y,ALODC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALODC FP Equity_DX_BROKER_SI_MV_ADD,ALODC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALODC FP Equity_DX_BROKER_SI_QTY_DEC,ALODC FP Equity_DX_SUPPLY_SI_MV,ALODC FP Equity_DX_BROKER_SI_MV_DEC,ALODC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALODC FP Equity_DX_UTILIZATION_QUANTITY,ALODC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALODC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALODC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALODC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALODC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALODC FP Equity_DX_BROKER_SI_CON_RATIO,ALODC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALODC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALODC FP Equity_PX_LAST
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1264045.23,1.27,0.0,,0.0,,0.0,4.77
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1237545.33,1.26,0.0,,0.0,,0.0,4.67
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1240195.32,1.24,0.0,,0.0,,0.0,4.68
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1240195.32,1.24,0.0,,0.0,,0.0,4.68
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1269345.21,1.24,0.0,,0.0,,0.0,4.79
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1271995.2,1.27,0.0,,0.0,,0.0,4.8
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1271995.2,1.27,0.0,,0.0,,0.0,4.8
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1277295.18,1.27,0.0,,0.0,,0.0,4.82
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1303795.08,1.28,0.0,,0.0,,0.0,4.92
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1383294.78,1.28,0.0,,0.0,,0.0,5.22
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1372694.82,1.38,0.0,,0.0,,0.0,5.18
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1372694.82,1.37,0.0,,0.0,,0.0,5.18
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1430994.6,1.37,0.0,,0.0,,0.0,5.4
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1510494.3,1.43,0.0,,0.0,,0.0,5.7
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1462794.48,1.43,0.0,,0.0,,0.0,5.52
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1430994.6,1.43,0.0,,0.0,,0.0,5.4
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1430994.6,1.44,0.0,,0.0,,0.0,5.4
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1425694.62,1.44,0.0,,0.0,,0.0,5.38
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1425694.62,1.43,0.0,,0.0,,0.0,5.38
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1420394.64,1.44,0.0,,0.0,,0.0,5.36
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1409794.68,1.41,0.0,,0.0,,0.0,5.32
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1383294.78,1.41,0.0,,0.0,,0.0,5.22
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1340894.94,1.41,0.0,,0.0,,0.0,5.06
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1258745.25,1.41,0.0,,0.0,,0.0,4.75
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1250795.28,1.4,0.0,,0.0,,0.0,4.72
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1237545.33,1.4,0.0,,0.0,,0.0,4.67
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1226945.37,1.39,0.0,,0.0,,0.0,4.63
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1226945.37,1.39,0.0,,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1224295.38,1.39,0.0,,0.0,,0.0,4.62
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1234895.34,1.39,0.0,,0.0,,0.0,4.66
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1237545.33,1.23,0.0,,0.0,,0.0,4.67
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1279945.17,1.24,0.0,,0.0,,0.0,4.83
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1279945.17,1.28,0.0,,0.0,,0.0,4.83
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1271995.2,1.28,0.0,,0.0,,0.0,4.8
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1271995.2,1.27,0.0,,0.0,,0.0,4.8
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1282595.16,1.27,0.0,,0.0,,0.0,4.84
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1277295.18,1.28,0.0,,0.0,,0.0,4.82
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1277295.18,1.28,0.0,,0.0,,0.0,4.82
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1285245.15,1.28,0.0,,0.0,,0.0,4.85
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1362094.86,1.29,0.0,,0.0,,0.0,5.14
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1351494.9,1.36,0.0,,0.0,,0.0,5.1
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1367394.84,1.35,0.0,,0.0,,0.0,5.16
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1383294.78,1.35,0.0,,0.0,,0.0,5.22
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1367394.84,1.38,0.0,,0.0,,0.0,5.16
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1367394.84,1.37,0.0,,0.0,,0.0,5.16
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1377994.8,1.37,0.0,,0.0,,0.0,5.2
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1393894.74,1.38,0.0,,0.0,,0.0,5.26
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1399194.72,1.37,0.0,,0.0,,0.0,5.28
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1399194.72,1.4,0.0,,0.0,,0.0,5.28
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1393894.74,1.4,0.0,,0.0,,0.0,5.26
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1269345.21,1.39,0.0,,0.0,,0.0,4.79
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1282595.16,1.27,0.0,,0.0,,0.0,4.84
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1277295.18,1.27,0.0,,0.0,,0.0,4.82
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1269345.21,1.28,0.0,,0.0,,0.0,4.79
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1229595.36,1.27,0.0,,0.0,,0.0,4.64
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1253445.27,1.23,0.0,,0.0,,0.0,4.73
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1250795.28,1.23,0.0,,0.0,,0.0,4.72
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1293195.12,1.23,0.0,,0.0,,0.0,4.88
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1298495.1,1.23,0.0,,0.0,,0.0,4.9
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1322345.01,1.3,0.0,,0.0,,0.0,4.99
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1317045.03,1.3,0.0,,0.0,,0.0,4.97
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1306445.07,1.32,0.0,,0.0,,0.0,4.93
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1306445.07,1.32,0.0,,0.0,,0.0,4.93
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1298495.1,1.31,0.0,,0.0,,0.0,4.9
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1295845.11,1.3,0.0,,0.0,,0.0,4.89
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1287895.14,1.3,0.0,,0.0,,0.0,4.86
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1285245.15,1.3,0.0,,0.0,,0.0,4.85
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1298495.1,1.29,0.0,,0.0,,0.0,4.9
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1301145.09,1.3,0.0,,0.0,,0.0,4.91
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1303795.08,1.3,0.0,,0.0,,0.0,4.92
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1303795.08,1.3,0.0,,0.0,,0.0,4.92
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1306445.07,1.3,0.0,,0.0,,0.0,4.93
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1306445.07,1.31,0.0,,0.0,,0.0,4.93
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1309095.06,1.31,0.0,,0.0,,0.0,4.94
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1309095.06,1.31,0.0,,0.0,,0.0,4.94
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1295845.11,1.31,0.0,,0.0,,0.0,4.89
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1295845.11,1.3,0.0,,0.0,,0.0,4.89
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1245495.3,1.3,0.0,,0.0,,0.0,4.7
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1203095.46,1.25,0.0,,0.0,,0.0,4.54
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1152745.65,1.2,0.0,,0.0,,0.0,4.35
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1150095.66,1.15,0.0,,0.0,,0.0,4.34
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1041446.07,1.15,0.0,,0.0,,0.0,3.93
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1057346.01,1.04,0.0,,0.0,,0.0,3.99
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1086495.9,1.04,0.0,,0.0,,0.0,4.1
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1083845.91,1.09,0.0,,0.0,,0.0,4.09
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1059996.0,1.08,0.0,,0.0,,0.0,4.0
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1038796.08,1.06,0.0,,0.0,,0.0,3.92
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1041446.07,1.04,0.0,,0.0,,0.0,3.93
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1049396.04,1.04,0.0,,0.0,,0.0,3.96
2023-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1046746.05,1.05,0.0,,0.0,,0.0,3.95
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1033496.1,1.05,0.0,,0.0,,0.0,3.9
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1022896.14,1.03,0.0,,0.0,,0.0,3.86
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1012296.18,1.02,0.0,,0.0,,0.0,3.82
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,264999.0,1012296.18,1.01,0.0,,0.0,,0.0,3.82
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,260999.0,999626.17,1.0,0.0,,0.0,,0.0,3.83
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,255240.0,931626.0,0.98,0.0,,0.0,,0.0,3.65
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,254012.0,894122.24,0.93,0.0,,0.0,,0.0,3.52
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,251990.0,894564.5,0.89,0.0,,0.0,,0.0,3.55
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,251990.0,899604.3,0.89,0.0,,0.0,,0.0,3.57
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,251358.0,904888.8,0.9,0.0,,0.0,,0.0,3.6
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,251358.0,892320.9,0.9,0.0,,0.0,,0.0,3.55
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,248564.0,882402.2,0.88,0.0,,0.0,,0.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,248564.0,882402.2,0.88,0.0,,0.0,,0.0,
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,248564.0,877430.92,0.88,0.0,,0.0,,0.0,3.53
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,248195.0,868682.5,0.88,0.0,,0.0,,0.0,3.5
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247563.0,866470.5,0.87,0.0,,0.0,,0.0,3.5
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247563.0,849141.09,0.87,0.0,,0.0,,0.0,3.43
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,247563.0,854092.35,0.85,0.0,,0.0,,0.0,3.45
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,839996.5,0.83,0.0,,0.0,,0.0,3.5
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,844796.48,0.84,0.0,,0.0,,0.0,3.52
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,851996.45,0.84,0.0,,0.0,,0.0,3.55
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,851996.45,0.85,0.0,,0.0,,0.0,3.55
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,880796.33,0.85,0.0,,0.0,,0.0,3.67
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,883196.32,0.88,0.0,,0.0,,0.0,3.68
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,909596.21,0.88,0.0,,0.0,,0.0,3.79
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,914396.19,0.91,0.0,,0.0,,0.0,3.81
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1175995.1,0.91,0.0,,0.0,,0.0,4.9
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1175995.1,0.91,0.0,,0.0,,0.0,
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1100395.15,1.18,0.0,,0.0,,0.0,4.62
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1125595.31,1.11,0.0,,0.0,,0.0,4.69
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1130395.29,1.13,0.0,,0.0,,0.0,4.71
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1132795.28,1.13,0.0,,0.0,,0.0,4.72
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,239999.0,1137595.26,1.13,0.0,,0.0,,0.0,4.74
