,GGOV FP Equity_DX_SI_QTY,GGOV FP Equity_DX_SHORT_INTEREST_VALUE,GGOV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GGOV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GGOV FP Equity_DX_SI_MV,GGOV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GGOV FP Equity_DX_SUPPLY_SI_QTY,GGOV FP Equity_DX_BROKER_SI_QTY,GGOV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GGOV FP Equity_DX_SUPPLY_SI_QTY_INC_x,GGOV FP Equity_DX_BROKER_SI_QTY_ADD,GGOV FP Equity_DX_SUPPLY_SI_MV_DEC,GGOV FP Equity_DX_SUPPLY_SI_QTY_DEC,GGOV FP Equity_DX_SUPPLY_SI_QTY_INC_y,GGOV FP Equity_DX_BROKER_SI_MV_ADD,GGOV FP Equity_DX_SUPPLY_SI_QTY_ADD,GGOV FP Equity_DX_SUPPLY_SI_MV,GGOV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GGOV FP Equity_DX_UTILIZATION_QUANTITY,GGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GGOV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GGOV FP Equity_DX_ACTIVE_UTILIZATION_MV,GGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GGOV FP Equity_DX_BROKER_SI_CON_RATIO,GGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GGOV FP Equity_DX_DEMAND_SUPPLY_RATIO,GGOV FP Equity_PX_LAST
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.653
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.421
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.996
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.33
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.259
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.362
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.379
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.611
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.898
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.984
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.045
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.128
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.019
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.05
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.074
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.031
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.234
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.303
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.189
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.333
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.054
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.687
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.342
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.498
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.363
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.256
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.114
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.004
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.856
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.943
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.091
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.207
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.155
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.844
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.857
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.84
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.173
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.033
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.93
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.926
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.951
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.743
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.82
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.694
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.77
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.951
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.14
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.021
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.985
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.931
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.048
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.004
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.129
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.222
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.257
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.219
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.187
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.109
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.809
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.105
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.963
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.842
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.965
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.962
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.878
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.931
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.599
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.812
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.603
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.572
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.528
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.546
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.648
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.58
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.454
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.225
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.198
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.532
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.768
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.662
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.768
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.793
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.602
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.706
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.468
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.573
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.534
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1894.1,0.0,0.0,,0.0,,0.0,52.614
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1898.96,0.0,0.0,,0.0,,0.0,52.749
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1899.29,0.0,0.0,,0.0,,0.0,52.758
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1903.32,0.0,0.0,,0.0,,0.0,52.87
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1906.81,0.0,0.0,,0.0,,0.0,52.967
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1922.18,0.0,0.0,,0.0,,0.0,53.394
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1927.84,0.0,0.0,,0.0,,0.0,53.551
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1936.69,0.0,0.0,,0.0,,0.0,53.797
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1933.67,0.0,0.0,,0.0,,0.0,53.713
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1939.61,0.0,0.0,,0.0,,0.0,53.878
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1944.86,0.0,0.0,,0.0,,0.0,54.024
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1941.08,0.0,0.0,,0.0,,0.0,53.919
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1938.78,0.0,0.0,,0.0,,0.0,53.855
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1934.14,0.0,0.0,,0.0,,0.0,53.726
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1931.94,0.0,0.0,,0.0,,0.0,53.665
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1932.66,0.0,0.0,,0.0,,0.0,53.685
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1942.2,0.0,0.0,,0.0,,0.0,53.95
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1950.98,0.0,0.0,,0.0,,0.0,54.194
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1948.97,0.0,0.0,,0.0,,0.0,54.138
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1948.07,0.0,0.0,,0.0,,0.0,54.113
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1955.81,0.0,0.0,,0.0,,0.0,54.328
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1959.34,0.0,0.0,,0.0,,0.0,54.426
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,36.0,1959.52,0.0,0.0,,0.0,,0.0,54.431
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,40.0,2186.16,0.0,0.0,,0.0,,0.0,54.654
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,44.0,2399.94,0.0,0.0,,0.0,,0.0,54.544
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,44.0,2402.58,0.0,0.0,,0.0,,0.0,54.604
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,44.0,2399.63,0.0,0.0,,0.0,,0.0,54.537
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,44.0,2410.58,0.0,0.0,,0.0,,0.0,54.786
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,48.0,2636.35,0.0,0.0,,0.0,,0.0,54.924
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,48.0,2626.37,0.0,0.0,,0.0,,0.0,54.716
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,48.0,2623.44,0.0,0.0,,0.0,,0.0,54.655
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,48.0,2636.88,0.0,0.0,,0.0,,0.0,54.935
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,52.0,2832.44,0.0,0.0,,0.0,,0.0,54.47
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,52.0,2843.83,0.0,0.0,,0.0,,0.0,54.689
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,56.0,3072.16,0.0,0.0,,0.0,,0.0,54.86
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,60.0,3287.88,0.0,0.0,,0.0,,0.0,54.798
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,60.0,3296.94,0.0,0.0,,0.0,,0.0,54.949
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,64.0,3548.29,0.0,0.0,,0.0,,0.0,55.442
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3755.64,0.0,0.0,,0.0,,0.0,55.23
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3744.49,0.0,0.0,,0.0,,0.0,55.066
2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3866.96,0.0,0.0,,0.0,,0.0,56.867
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3703.14,0.0,0.0,,0.0,,0.0,54.458
2020-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3683.97,0.0,0.0,,0.0,,0.0,54.176
2020-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3697.5,0.0,0.0,,0.0,,0.0,54.375
2020-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3665.34,0.0,0.0,,0.0,,0.0,53.902
2020-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3707.56,0.0,0.0,,0.0,,0.0,54.523
2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3741.29,0.0,0.0,,0.0,,0.0,55.019
2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3742.99,0.0,0.0,,0.0,,0.0,55.044
2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3732.38,0.0,0.0,,0.0,,0.0,54.888
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,68.0,3697.36,0.0,0.0,,0.0,,0.0,54.373
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,72.0,3937.03,0.0,0.0,,0.0,,0.0,54.681
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,72.0,3950.93,0.0,0.0,,0.0,,0.0,54.874
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,72.0,3940.7,0.0,0.0,,0.0,,0.0,54.732
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,72.0,3991.03,0.0,0.0,,0.0,,0.0,55.431
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,72.0,3978.29,0.0,0.0,,0.0,,0.0,55.254
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,76.0,4235.63,0.0,0.0,,0.0,,0.0,55.732
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,76.0,4250.15,0.0,0.0,,0.0,,0.0,55.923
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,78.0,4346.63,0.0,0.0,,0.0,,0.0,55.726
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,78.0,4313.71,0.0,0.0,,0.0,,0.0,55.304
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,78.0,4309.97,0.0,0.0,,0.0,,0.0,55.256
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,78.0,4306.54,0.0,0.0,,0.0,,0.0,55.212
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,78.0,4306.54,0.0,0.0,,0.0,,0.0,
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,78.0,4306.54,0.0,0.0,,0.0,,0.0,
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,78.0,4304.2,0.0,0.0,,0.0,,0.0,55.182
2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,78.0,4338.05,0.0,0.0,,0.0,,0.0,55.616
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246080.0,13749966.08,13.69,0.0,,0.0,,0.0,55.876
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246080.0,13724865.92,13.76,0.0,,0.0,,0.0,55.774
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246080.0,13682048.0,13.71,0.0,,0.0,,0.0,55.6
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246080.0,13712561.92,13.7,0.0,,0.0,,0.0,55.724
2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246080.0,13749227.84,13.72,0.0,,0.0,,0.0,55.873
2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246083.0,13762930.02,13.7,0.0,,0.0,,0.0,55.928
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246085.0,13803153.74,13.81,0.0,,0.0,,0.0,56.091
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246087.0,13779887.65,13.81,0.0,,0.0,,0.0,55.996
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246087.0,13808679.83,13.76,0.0,,0.0,,0.0,56.113
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246087.0,13816800.7,13.84,0.0,,0.0,,0.0,56.146
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246087.0,13764384.17,13.84,0.0,,0.0,,0.0,55.933
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246087.0,13764384.17,13.76,0.0,,0.0,,0.0,
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246087.0,13732638.95,13.78,0.0,,0.0,,0.0,55.804
2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246016.0,13786736.64,13.73,0.0,,0.0,,0.0,56.04
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246020.0,13776627.96,13.77,0.0,,0.0,,0.0,55.998
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246020.0,13805412.3,13.8,0.0,,0.0,,0.0,56.115
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246020.0,13764326.96,13.79,0.0,,0.0,,0.0,55.948
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246020.0,13749565.76,13.77,0.0,,0.0,,0.0,55.888
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246020.0,13749565.76,13.75,0.0,,0.0,,0.0,
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246020.0,13738494.86,13.74,0.0,,0.0,,0.0,55.843
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246020.0,13795571.5,13.77,0.0,,0.0,,0.0,56.075
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,246020.0,13760390.64,13.81,0.0,,0.0,,0.0,55.932
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,201523.0,11201051.39,11.27,0.0,,0.0,,0.0,55.582
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,201526.0,11157890.04,11.27,0.0,,0.0,,0.0,55.367
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,201526.0,11157890.04,11.16,0.0,,0.0,,0.0,
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,201526.0,11179251.8,11.15,0.0,,0.0,,0.0,55.473
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,201526.0,11225199.73,11.19,0.0,,0.0,,0.0,55.701
2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,201526.0,11218750.89,11.23,0.0,,0.0,,0.0,55.669
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,201526.0,11141566.44,11.23,0.0,,0.0,,0.0,55.286
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,201526.0,11150635.11,11.16,0.0,,0.0,,0.0,55.331
2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,201526.0,11105896.33,11.14,0.0,,0.0,,0.0,55.109
2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,201517.0,11060865.1,11.11,0.0,,0.0,,0.0,54.888
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,17.0,933.2,0.0,0.0,,0.0,,0.0,54.894
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,17.0,928.93,0.0,0.0,,0.0,,0.0,54.643
2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,11.0,599.04,0.0,0.0,,0.0,,0.0,54.458
2020-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,8.0,430.38,0.0,0.0,,0.0,,0.0,53.798
2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,8.0,428.98,0.0,0.0,,0.0,,0.0,53.623
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.845
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.85
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.031
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.184
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.551
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.513
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.565
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.582
