,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_x,MC FP Equity_y,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity,MC FP Equity
2022-07-21,5669609.0,3590563379.7,2.18,13.44,1.12,3555.17,1.0,2415495495.3,5133238.0,3814141.0,3250879625.4,,,106478.0,17.95,,6361.0,,31.85,27733.0,56010.0,,,17.95,106478.0,3.96,17338.0,68719.0,3223.81,40.91,,,5.68,5.68,85301040.0,54021148632.0,,53418.63,5.69,19.36,0.1302,19.96,0.0627
2022-07-22,5352106.0,3396981678.2,2.07,12.9,1.06,3391.09,1.0,2232375725.8,4658236.0,3517214.0,2956582389.2,,,26691.0,7.87,,,,310.34,9186.0,502202.0,,,7.87,26691.0,,509.0,306113.0,2955.76,171.76,,,5.16,5.16,85652736.0,54363791539.2,,54194.53,5.17,16.98,0.1253,20.97,0.0593
2022-07-25,5320479.0,3391273314.6,2.05,13.08,1.05,3373.28,1.0,2224118064.0,4686762.0,3489360.0,2987342098.8,,,115007.0,15.14,,,,54.12,20676.0,89481.0,,,15.14,115007.0,,3000.0,48530.0,2977.55,27.07,,,5.19,5.19,85620768.0,54574677523.2,,54391.14,5.19,17.15,0.1249,20.95,0.0589
2022-07-26,5277559.0,3299529886.8,2.04,13.4,1.05,3354.73,1.0,2171383370.4,4530325.0,3473102.0,2832359190.0,,,49586.0,39.79,,,,95.58,67236.0,171122.0,,,39.79,49586.0,,11487.0,83494.0,2903.22,46.49,29.57,,5.03,5.03,85457272.0,53427886454.4,46388.0,54571.75,5.05,16.58,0.1259,21.81,0.0586
2022-07-27,5501377.0,3498875772.0,2.12,14.05,1.09,3464.42,1.0,2250895584.0,4656554.0,3539144.0,2961568344.0,,,306097.0,134.0,,,,136.12,209962.0,208613.0,,,134.0,306097.0,,28745.0,143920.0,2899.06,94.27,,,5.17,5.17,85372160.0,54296693760.0,,53340.04,5.15,16.74,0.1438,26.53,0.0611
2022-07-28,5497426.0,3644243695.4,2.12,14.09,1.09,3539.21,1.0,2328193628.6,4681367.0,3512134.0,3103278184.3,,,100509.0,57.91,,1598.0,,42.7,74699.0,115538.0,,,57.91,100509.0,1.06,39842.0,103307.0,2996.34,45.21,,,5.21,5.21,85170936.0,56459813474.4,,54284.15,5.23,15.07,0.1379,26.27,0.0612
2022-07-29,5467838.0,3690790650.0,2.11,13.93,1.08,3618.31,1.0,2368089000.0,4685690.0,3508280.0,3162840750.0,,,45691.0,49.33,,30800.0,,55.89,35512.0,107006.0,,,49.33,45691.0,20.01,65638.0,70166.0,3096.91,12.89,,,5.21,5.21,85209944.0,57516712200.0,,56449.56,5.2,14.68,0.1379,26.87,0.0608
2022-08-01,5967812.0,4107644999.6,2.3,15.53,1.18,4011.01,1.0,2708035818.9,5118474.0,3934383.0,3523045654.2,,,239469.0,344.73,,,,39.48,451060.0,64000.0,,,344.73,239469.0,,257315.0,24957.0,3450.34,16.16,,,5.69,5.69,84897768.0,58435133714.4,,57257.02,5.68,15.47,0.136,25.79,0.0663
2022-08-02,6337756.0,4303336324.0,2.45,16.48,1.26,4333.03,1.0,2891010213.0,5473463.0,4257747.0,3716481377.0,,,165910.0,263.12,,,,58.44,341404.0,94694.0,,,263.12,165910.0,,283773.0,18040.0,3772.55,0.0,,,6.07,6.07,84770912.0,57559449248.0,,58447.37,6.06,16.62,0.1334,25.0,0.0702
2022-08-03,6792364.0,4656844758.4,2.62,17.66,1.35,4612.17,1.0,3116011549.6,5680325.0,4544941.0,3894430820.0,,,142816.0,178.92,,145.0,,26.86,287049.0,30654.0,,,178.92,142816.0,0.1,94700.0,,3865.53,,,,6.29,6.29,84621512.0,58016508627.2,,57597.43,6.29,16.1,0.1332,25.32,0.0752
2022-08-04,7115723.0,4931196039.0,2.75,18.54,1.41,4867.04,1.0,3214732059.0,5856260.0,4638863.0,4058388180.0,,46388.0,195281.0,155.55,32.15,,,152.35,213467.0,228288.0,,46388.0,155.55,195281.0,,168334.0,119545.0,4005.57,74.72,3.9,,6.51,6.51,84116608.0,58292809344.0,5780.0,57460.68,6.52,16.0,0.1311,24.58,0.0791
2022-08-05,6880014.0,4693545550.8,2.66,18.14,1.36,4730.63,1.0,3063303126.0,5745635.0,4490330.0,3919672197.0,,,52724.0,48.3,,,,255.1,40996.0,361874.0,,,48.3,52724.0,,198525.0,189529.0,3960.65,132.82,,,6.41,6.41,83898752.0,57235728614.4,,58035.69,6.39,17.17,0.1273,24.89,0.0767
2022-08-08,7147696.0,4925477313.6,2.76,18.96,1.42,4876.18,1.0,3344527555.2,6009713.0,4853472.0,4141293228.3,,,440946.0,262.73,,,,149.4,405005.0,203519.0,,,262.73,440946.0,,26651.0,41863.0,4097.91,31.14,,,6.7,6.7,83661960.0,57651456636.0,,57044.48,6.7,20.93,0.1334,23.43,0.0797
2022-08-09,7370854.0,5008495293.0,2.85,19.87,1.46,5051.83,1.0,3421279782.0,6119165.0,5034996.0,4157972617.5,,,113776.0,120.75,,20741.0,,60.24,161639.0,90744.0,,,120.75,113776.0,14.28,86420.0,856.0,4201.58,5.1,,,6.83,6.83,83490504.0,56731797468.0,,57397.28,6.82,20.36,0.1392,25.65,0.0823
2022-08-10,7220885.0,4982410650.0,2.79,19.88,1.43,4913.98,1.0,3482954400.0,5937064.0,5047760.0,4096574160.0,,,85259.0,58.06,,,,237.65,91492.0,336876.0,,,58.06,85259.0,,69516.0,78728.0,4028.81,69.56,,,6.62,6.62,83745416.0,57784337040.0,,56765.77,6.63,20.16,0.1336,23.82,0.0805
2022-08-11,6980881.0,4841939061.6,2.7,19.21,1.38,4812.5,1.0,3392000167.2,5663761.0,4890427.0,3928384629.6,,250.0,100661.0,15.61,0.17,,,258.43,7018.0,381756.0,,250.0,15.61,100661.0,,7542.0,164351.0,3902.3,83.34,,,6.29,6.29,84336584.0,58495854662.4,,58319.04,6.27,20.67,0.1392,24.96,0.0776
2022-08-12,6902602.0,4793857089.0,2.67,19.49,1.37,4786.56,1.0,3303162843.0,5570835.0,4756174.0,3868944907.5,,,15110.0,19.4,,,,95.2,27011.0,144725.0,,,19.4,15110.0,,36689.0,161264.0,3863.59,96.02,,,6.19,6.19,84398208.0,58614555456.0,,58786.89,6.17,19.94,0.1352,24.24,0.0767
2022-08-15,6846659.0,4789237970.5,2.64,19.22,1.36,4768.71,1.0,3285564091.0,5704326.0,4697018.0,3990176037.0,,,133918.0,104.21,,636.0,,67.67,138432.0,97976.0,,,104.21,133918.0,0.47,97549.0,198224.0,3971.13,131.86,,,6.34,6.34,84285208.0,58957502996.0,,58863.46,6.32,21.88,0.1388,24.11,0.0761
2022-08-16,6695921.0,4679779186.9,2.59,18.88,1.33,4675.21,1.0,3228792896.9,5480458.0,4619821.0,3830292096.2,,,43837.0,16.22,,,,204.47,15571.0,287785.0,,,16.22,43837.0,,20080.0,92768.0,3825.6,63.05,,,6.12,6.12,84020136.0,58721673050.4,,58833.38,6.11,21.97,0.1393,24.69,0.0748
2022-08-17,6686251.0,4683050200.4,2.58,19.19,1.32,4660.27,1.0,3179855222.4,5571020.0,4540056.0,3901942408.0,,,148302.0,22.95,,,,66.96,38641.0,95430.0,,,22.95,148302.0,,37690.0,118406.0,3881.5,83.31,,,6.19,6.19,84388576.0,59105758630.4,,59017.52,6.17,22.46,0.1387,24.52,0.0743
2022-08-18,6723027.0,4752507786.3,2.6,19.56,1.33,4708.75,1.0,3207599043.3,5528609.0,4537557.0,3908173702.1,,,86778.0,46.47,,,,90.83,59793.0,133931.0,,,46.47,86778.0,,4742.0,62292.0,3868.79,33.23,,,6.15,6.15,84431096.0,59684341762.4,,59458.15,6.11,22.36,0.1441,25.92,0.0747
2022-08-19,6634101.0,4632592728.3,2.56,19.78,1.31,4665.71,1.0,3126365214.7,5426100.0,4477109.0,3789045630.0,,,34107.0,65.14,,17615.0,,151.32,85829.0,215766.0,,,65.14,34107.0,13.14,79150.0,163892.0,3815.47,108.65,,,6.03,6.03,84502144.0,59007847155.2,,59826.09,6.0,22.29,0.1483,27.07,0.0738
2022-08-22,6763814.0,4616979436.4,2.61,19.92,1.34,4703.42,1.0,3145138886.2,5266381.0,4607587.0,3594831670.6,,,20246.0,177.74,,178.0,,133.05,270544.0,185511.0,,,177.74,20246.0,0.13,5546.0,140244.0,3663.11,113.1,,,5.82,5.82,85205784.0,58161468158.4,,59519.77,5.8,21.19,0.1614,30.47,0.0748
2022-08-23,6632904.0,4509048139.2,2.56,19.23,1.31,4530.72,1.0,3007809090.0,5395923.0,4424550.0,3668148455.4,,,81546.0,67.58,,61800.0,,22.54,108649.0,26115.0,,,67.58,81546.0,42.18,74111.0,353486.0,3675.11,287.06,,,6.0,6.0,84541688.0,57471439502.4,,57666.48,5.99,21.04,0.1402,26.33,0.0738
2022-08-24,6513935.0,4473770558.0,2.52,18.96,1.29,4445.22,1.0,3017934499.6,5312765.0,4394197.0,3648807002.0,,,61624.0,44.94,,,,142.6,67284.0,209686.0,,,44.94,61624.0,,64904.0,97637.0,3611.57,71.81,,,5.89,5.89,84858456.0,58280787580.8,,57841.11,5.88,21.09,0.1363,25.38,0.0722
2022-08-25,6495216.0,4466760043.2,2.52,19.14,1.29,4458.78,1.0,3012130813.9,5326788.0,4380007.0,3663232107.6,,,61044.0,50.68,,12800.0,,56.3,70046.0,88156.0,,,50.68,61044.0,8.79,41135.0,97036.0,3650.36,56.01,,,5.91,5.91,84786896.0,58307948379.2,,58302.06,5.89,20.89,0.1303,24.24,0.0721
2022-08-26,6604614.0,4418486766.0,2.57,19.74,1.31,4518.56,1.0,2907140838.0,5468616.0,4345502.0,3658504104.0,,,214090.0,3.36,,,,56.05,17968.0,80376.0,,,3.36,214090.0,,8114.0,52473.0,3732.55,26.61,,,6.06,6.06,84730032.0,56684391408.0,,58088.25,6.04,20.6,0.1303,24.57,0.0732
2022-08-29,6424620.0,4258880598.0,2.5,19.27,1.28,4281.57,1.0,2755548023.2,5442733.0,4156808.0,3607987705.7,,,91785.0,7.49,,,,107.48,32109.0,147960.0,,,7.49,91785.0,,30292.0,220803.0,3620.12,208.6,,,6.04,6.04,84743024.0,56176150609.6,,56676.74,6.0,18.27,0.127,25.19,0.0712
2022-08-30,6623610.0,4383505098.0,2.57,19.71,1.32,4378.54,1.0,2818104555.6,5511358.0,4258242.0,3647416724.4,,,315220.0,193.33,,,,342.9,314571.0,505468.0,,,193.33,315220.0,,258873.0,213137.0,3634.05,143.63,,,6.12,6.12,84582352.0,55976600553.6,,55983.82,6.1,20.71,0.1429,27.19,0.0735
2022-08-31,6522956.0,4223614010.0,2.53,19.52,1.3,4291.07,1.0,2695890855.0,5382121.0,4163538.0,3484923347.5,,,67942.0,27.7,,9550.0,,144.51,44550.0,217743.0,,,27.7,67942.0,6.6,20564.0,148804.0,3528.8,110.14,,,5.97,5.97,84753232.0,54877717720.0,,55686.96,5.96,20.46,0.1455,28.08,0.0724
2022-09-01,6444103.0,4077828378.4,2.5,19.05,1.28,4175.85,1.0,2642038716.8,5263991.0,4175156.0,3331053504.8,,,54170.0,38.93,,,,148.42,101221.0,213895.0,,,38.93,54170.0,,41595.0,89603.0,3393.83,67.78,,,5.86,5.86,84631784.0,53554992915.2,,54809.11,5.83,21.49,0.1503,28.3,0.0717
2022-09-02,6540255.0,4215848373.0,2.54,18.99,1.3,4189.12,1.0,2725219252.8,5284066.0,4227768.0,3406108943.6,,,280205.0,75.62,,,,228.73,112237.0,312590.0,,,75.62,280205.0,,52460.0,59625.0,3336.3,51.61,,,5.87,5.87,84674352.0,54581087299.2,,53785.44,5.84,21.32,0.1476,27.72,0.0727
2022-09-05,6475047.0,4111654845.0,2.51,18.87,1.29,4173.59,1.0,2652633760.0,5256745.0,4177376.0,3338033075.0,,,112731.0,24.82,,,,123.01,43506.0,208063.0,,,24.82,112731.0,,68011.0,93898.0,3366.06,57.73,,,5.85,5.85,84663008.0,53761010080.0,,54623.07,5.8,21.5,0.1523,28.42,0.072
2022-09-06,6496445.0,4145381554.5,2.52,18.82,1.29,4154.32,1.0,2673649847.7,5239692.0,4190017.0,3343447465.2,,,216225.0,108.4,,600.0,,198.46,170971.0,321105.0,,,108.4,216225.0,0.38,87827.0,158930.0,3332.59,116.36,,,5.83,5.83,84598144.0,53982075686.4,,53829.6,5.83,20.78,0.1487,28.15,0.0723
2022-09-07,6533022.0,4190280310.8,2.54,19.15,1.3,4178.05,1.0,2694117959.4,5310571.0,4200371.0,3406200239.4,,,183049.0,70.52,,,,87.09,113497.0,135571.0,,,70.52,183049.0,,23401.0,103143.0,3375.88,64.74,,,5.91,5.91,84505176.0,54201619886.4,,53727.27,5.91,21.16,0.1481,27.9,0.0727
2022-09-08,6517122.0,4193768007.0,2.53,19.47,1.29,4183.44,1.0,2716415559.0,5300595.0,4221314.0,3410932882.5,,,82595.0,13.15,,26396.0,,62.83,18650.0,99771.0,,,13.15,82595.0,16.93,7200.0,24103.0,3385.76,10.05,,,5.92,5.92,84271720.0,54228851820.0,,53969.35,5.9,21.18,0.1488,28.1,0.0728
2022-09-09,6482197.0,4228337103.1,2.52,19.9,1.29,4179.15,1.0,2721638907.9,5287483.0,4172373.0,3449025160.9,,,67431.0,29.75,,,,51.65,41796.0,80699.0,,,29.75,67431.0,,156.0,90737.0,3399.42,51.58,,,5.89,5.89,84542432.0,55147028393.6,,54312.11,5.89,21.16,0.1517,28.63,0.0722
2022-09-12,6411998.0,4224865482.2,2.49,20.39,1.27,4181.49,1.0,2738705989.8,5260512.0,4156482.0,3466151356.8,,,108314.0,78.61,,11000.0,,93.5,85288.0,151211.0,,,78.61,108314.0,7.25,15926.0,112179.0,3425.28,72.01,,,5.86,5.86,84529056.0,55696194998.4,,55034.95,5.86,21.72,0.1555,28.87,0.0714
2022-09-13,6714685.0,4370588466.5,2.61,21.5,1.33,4436.26,1.0,2881497198.7,5594127.0,4426943.0,3641217264.3,,,452135.0,270.77,,,,152.54,361649.0,239053.0,,,270.77,452135.0,,120533.0,91188.0,3689.83,55.74,,,6.23,6.23,84238784.0,54831024505.6,,55780.11,6.2,22.12,0.15,27.55,0.0747
2022-09-14,6756527.0,4420119963.4,2.62,21.74,1.34,4420.62,1.0,2819567327.4,5653070.0,4309947.0,3698238394.0,,,281358.0,32.19,,,,233.46,79844.0,340866.0,,,32.19,281358.0,,158069.0,196840.0,3685.27,132.21,25.79,,6.3,6.3,84106464.0,55022448748.8,39618.0,54903.57,6.29,22.44,0.1496,27.18,0.0753
2022-09-15,6462497.0,4145045575.8,2.51,20.82,1.28,4218.52,1.0,2620461507.6,5491912.0,4085534.0,3522512356.8,,,24802.0,80.24,,,,186.19,129495.0,286135.0,,,80.24,24802.0,,100175.0,353908.0,3574.19,236.68,,,6.22,6.22,82758160.0,53081083824.0,,53921.11,6.22,23.77,0.1564,27.35,0.0732
2022-09-16,6788986.0,4341556547.0,2.64,21.79,1.35,4359.36,1.0,2780711630.5,5589814.0,4348259.0,3574686053.0,,,236951.0,161.53,,,,146.67,308422.0,213623.0,,,161.53,236951.0,,74574.0,45697.0,3573.3,33.18,,,6.34,6.34,82627608.0,52840355316.0,,52912.08,6.33,23.46,0.1556,27.55,0.077
2022-09-19,6935182.0,4445451662.0,2.69,20.73,1.38,4454.82,1.0,2979403255.0,5613112.0,4648055.0,3598004792.0,,,88683.0,225.58,,,,153.8,353085.0,244208.0,,,225.58,88683.0,,178823.0,53289.0,3585.42,32.3,,,6.37,6.37,82494848.0,52879197568.0,,52806.78,6.36,22.71,0.145,25.57,0.0787
2022-09-20,6912349.0,4382429266.0,2.68,20.48,1.37,4449.62,1.0,2904892266.0,5693415.0,4581849.0,3609625110.0,,,16352.0,148.02,,8000.0,,140.83,234361.0,222585.0,,,148.02,16352.0,5.07,286536.0,308567.0,3646.32,191.54,,,6.46,6.46,82393856.0,52237704704.0,,52833.75,6.46,22.6,0.1331,23.13,0.0785
2022-09-21,6283456.0,4044032281.6,2.44,18.52,1.25,4033.84,1.0,2656130764.0,5475516.0,4126990.0,3524042097.6,,,98584.0,32.5,,,,207.89,42395.0,319576.0,,,32.5,98584.0,,3093.0,497254.0,3499.72,331.01,,,6.22,6.22,82531520.0,53117286272.0,,52807.99,6.22,20.25,0.1251,22.51,0.0714
2022-09-22,6272201.0,3919498404.9,2.44,18.49,1.25,4040.25,1.0,2569516311.6,5390684.0,4111884.0,3368638431.6,,,54237.0,47.83,,,,89.81,68664.0,144478.0,,,47.83,54237.0,,5409.0,83770.0,3455.6,51.77,,,6.13,6.13,82520048.0,51566777995.2,,52966.05,6.12,20.55,0.126,22.57,0.0713
2022-09-23,6314857.0,3809121742.4,2.45,18.35,1.25,3961.63,1.0,2437955249.6,5457933.0,4041703.0,3292225185.6,,,122249.0,25.4,,,,111.07,62041.0,161814.0,,,25.4,122249.0,,106814.0,132222.0,3395.38,125.82,,,6.22,6.22,82355200.0,49676656640.0,,51493.82,6.19,21.81,0.1323,23.1,0.0719
2022-09-26,6260483.0,3798861084.4,2.43,17.77,1.24,3838.08,1.0,2413718117.6,5387490.0,3977782.0,3269128932.0,,,35066.0,28.78,,756.0,,76.08,61149.0,107204.0,,,28.78,35066.0,0.51,1695.0,125826.0,3256.23,100.13,,,6.13,6.13,82548512.0,50090437081.6,,50102.1,6.1,21.5,0.1274,22.02,0.0712
2022-09-27,6407669.0,3871513609.8,2.49,17.82,1.27,3943.45,1.0,2433531506.4,5533975.0,4027692.0,3343627695.0,,,211082.0,83.83,,,,91.06,129590.0,152472.0,,,83.83,211082.0,,87902.0,79680.0,3363.17,48.38,0.02,,6.3,6.3,82327096.0,49742031403.2,27.0,50081.09,6.29,20.67,0.1204,21.19,0.0729
2022-09-28,6529953.0,4004167179.6,2.54,17.89,1.3,3998.77,1.0,2454068097.6,5456715.0,4002068.0,3346057638.0,,,162822.0,115.69,,,,162.12,187518.0,259614.0,,,115.69,162822.0,,27865.0,213142.0,3300.32,144.99,5.03,,6.21,6.21,82410552.0,50534150486.4,8333.0,49638.7,6.23,19.62,0.131,25.16,0.0743
2022-09-29,6373530.0,3875106240.0,2.48,17.21,1.27,3964.92,1.0,2392450816.0,5328834.0,3934952.0,3239931072.0,,,119085.0,43.95,,,,153.91,56291.0,264308.0,,,43.95,119085.0,,17342.0,123407.0,3264.8,46.97,,,6.06,6.06,82652424.0,50252673792.0,,50163.7,6.11,19.99,0.1402,27.09,0.0724
2022-09-30,6062393.0,3700484687.2,2.35,16.09,1.2,3746.87,1.0,2307463989.6,5083551.0,3780249.0,3102999530.4,,,36571.0,48.75,,,,234.59,80345.0,388762.0,,,48.75,36571.0,,106908.0,235048.0,3116.2,169.6,,,5.77,5.77,82996024.0,50660773049.6,,50404.02,5.82,21.13,0.1417,26.51,0.0688
2022-10-03,6000078.0,3648047424.0,2.33,15.89,1.19,3718.22,1.0,2273896288.0,4982080.0,3739961.0,3029104640.0,,,165892.0,50.74,,,,191.56,77955.0,319605.0,,,50.74,165892.0,,52242.0,118243.0,3061.07,70.0,,,5.65,5.65,83246888.0,50614107904.0,,50685.29,5.7,21.46,0.1323,24.11,0.068
2022-10-04,6165172.0,3987633249.6,2.39,16.39,1.23,3817.15,1.0,2544574586.4,5053548.0,3934098.0,3268634846.4,,,111368.0,239.4,,,,48.57,394695.0,73235.0,,,239.4,111368.0,,33335.0,200558.0,3099.84,107.75,,,5.73,5.73,83161040.0,53788560672.0,,50642.52,5.77,20.55,0.121,20.93,0.0699
2022-10-05,6321220.0,4028513506.0,2.46,16.41,1.26,4088.82,1.0,2607875573.7,5012009.0,4092069.0,3194153335.7,,,107877.0,179.05,,39141.0,,115.52,209669.0,230043.0,,,179.05,107877.0,25.32,80627.0,90839.0,3238.27,0.0,,,5.7,5.7,82969624.0,52876541375.2,,53732.64,5.68,20.23,0.1197,21.37,0.0718
2022-10-06,6169564.0,3918290096.4,2.4,15.79,1.23,3954.62,1.0,2623392327.6,4997474.0,4130676.0,3173895737.4,,,216399.0,87.33,,,,278.88,175290.0,417055.0,,,87.33,216399.0,,186121.0,136683.0,3189.23,80.1,,,5.67,5.67,83212320.0,52848144432.0,,53148.36,5.66,21.47,0.1287,22.29,0.0699
2022-10-07,5955020.0,3681393364.0,2.31,15.23,1.18,3796.19,1.0,2494571767.6,4855451.0,4035218.0,3001639808.2,,,28200.0,68.45,,,,146.17,111762.0,226829.0,,,68.45,28200.0,,56606.0,207220.0,3079.76,141.55,,,5.51,5.51,83222992.0,51448453654.4,,52875.43,5.5,21.6,0.1337,23.14,0.0676
2022-10-10,5866805.0,3581684452.5,2.28,15.03,1.17,3672.06,1.0,2401244851.5,4623345.0,3933243.0,2822552122.5,,,63950.0,42.5,,,,222.65,114486.0,333212.0,,,42.5,63950.0,,37156.0,216461.0,2861.42,145.96,,,5.24,5.24,83571848.0,51020613204.0,,51749.49,5.24,23.48,0.1474,24.35,0.0665
2022-10-11,5573013.0,3402324436.5,2.16,14.34,1.11,3434.84,1.0,2343685080.0,4311294.0,3838960.0,2632044987.0,,,49036.0,4.43,,,,239.97,9114.0,371387.0,,,4.43,49036.0,,15467.0,103397.0,2626.59,91.42,3.2,,4.89,4.89,83768152.0,51140456796.0,5167.0,51141.34,4.89,22.85,0.1475,24.15,0.0633
2022-10-12,5585971.0,3473915364.9,2.17,14.3,1.11,3455.86,1.0,2434157645.4,4351501.0,3914066.0,2706198471.9,,,130682.0,39.61,,66952.0,,68.1,49739.0,110640.0,,,39.61,130682.0,41.57,20165.0,41585.0,2664.87,26.74,,,4.94,4.94,83686616.0,52044706490.4,,51235.45,4.94,22.06,0.1431,24.18,0.0634
2022-10-13,5576387.0,3443418972.5,2.17,14.24,1.11,3497.59,1.0,2513686272.5,4484791.0,4070747.0,2769358442.5,,,225789.0,248.37,,,,196.22,369395.0,328465.0,,,248.37,225789.0,,235966.0,212714.0,2784.15,122.4,,,5.07,5.07,83971600.0,51852463000.0,,51952.42,5.09,15.77,0.1546,30.62,0.063
2022-10-14,5712203.0,3571269315.6,2.22,14.57,1.14,3583.85,1.0,2477614458.0,4779801.0,3962915.0,2988331585.2,,,233407.0,14.47,,,,34.36,15985.0,56157.0,,,14.47,233407.0,,117760.0,123817.0,2977.17,86.24,,,5.4,5.4,83762416.0,52368262483.2,,51793.57,5.44,18.89,0.1583,29.69,0.0645
2022-10-17,8697179.0,5546191048.3,3.38,21.92,1.73,5477.6,1.0,2484960025.8,6482176.0,3896754.0,4133683635.2,,1952.0,491183.0,111.26,1.24,,,96.2,171629.0,160190.0,,1952.0,111.26,491183.0,,1369430.0,237790.0,4065.19,143.84,,,7.32,7.32,82130176.0,52374413235.2,,51280.71,7.35,26.88,0.1861,29.58,0.0981
2022-10-18,9074607.0,5772357512.7,3.52,22.88,1.8,5798.6,1.0,2691159719.8,6635499.0,4230718.0,4220840913.9,,,323939.0,243.89,,13000.0,,143.25,336093.0,239977.0,,,243.89,323939.0,8.27,69361.0,15129.0,4229.61,6.5,,,7.49,7.49,81988632.0,52152968815.2,,52169.0,7.5,26.32,0.1732,27.23,0.1024
2022-10-19,7609966.0,4756228750.0,2.96,19.17,1.51,4863.62,1.0,2604093750.0,6762312.0,4166550.0,4226445000.0,,,255350.0,114.26,,6000.0,,82.58,174881.0,131353.0,,,114.26,255350.0,3.82,2895.0,245049.0,4300.41,155.58,0.05,,7.63,7.63,81909992.0,51193745000.0,79.0,52166.07,7.62,23.7,0.1712,29.76,0.0858
2022-10-20,7412736.0,4699674624.0,2.88,18.63,1.47,4688.3,1.0,2537542522.0,6639133.0,4002433.0,4209210322.0,,,158449.0,31.7,,,,212.79,60435.0,315572.0,,,31.7,158449.0,,33944.0,224552.0,4179.8,163.04,,,7.48,7.48,82116424.0,52061812816.0,,51413.59,7.52,22.69,0.1726,30.6,0.0835
2022-10-21,7530213.0,4755329509.5,2.92,18.77,1.5,4795.21,1.0,2644881138.0,6716033.0,4188252.0,4241174839.5,,,133554.0,142.55,,,,72.04,202514.0,118660.0,,,142.55,133554.0,,69498.0,16695.0,4253.73,11.45,4.68,,7.58,7.58,81895000.0,51716692500.0,7492.0,51825.2,7.59,23.37,0.1702,29.8,0.085
2022-10-24,7527231.0,4786566192.9,2.92,18.65,1.5,4786.08,1.0,2644359626.8,6697210.0,4158452.0,4258755839.0,,5167.0,66256.0,49.12,3.25,,,96.93,73362.0,150653.0,,5167.0,49.12,66256.0,,60407.0,103162.0,4238.23,73.7,,,7.56,7.56,81908696.0,52085739786.4,,51593.08,7.59,22.67,0.1677,29.83,0.085
2022-10-25,9120975.0,6001601550.0,3.54,22.55,1.81,5871.12,1.0,2704362234.0,6704851.0,4109973.0,4411791958.0,,,182932.0,31.11,,127101.0,,141.1,42012.0,228438.0,,,31.11,182932.0,80.82,53147.0,217592.0,4302.35,114.01,,,7.58,7.58,81700768.0,53759105344.0,,52012.7,7.64,26.31,0.1728,27.64,0.1032
2022-10-26,9429582.0,6251812866.0,3.66,23.27,1.87,6215.63,1.0,2718809184.0,6860800.0,4100768.0,4548710400.0,,,84940.0,69.18,,,,58.36,80674.0,112357.0,,,69.18,84940.0,,183366.0,89879.0,4508.82,11.19,,,7.77,7.77,81401904.0,53969462352.0,,53302.93,7.8,27.23,0.1824,28.78,0.1068
2022-10-27,9510537.0,6233205949.8,3.69,23.34,1.89,6348.53,1.0,2733390267.2,6863386.0,4170568.0,4498263184.4,,,61081.0,66.35,,5732.0,,107.44,67068.0,171089.0,,,66.35,61081.0,3.79,112594.0,3000.0,4576.12,0.0,,,7.76,7.76,81571744.0,53462121017.6,,54180.04,7.79,27.57,0.1829,28.68,0.1075
2022-10-28,9367196.0,6082120362.8,3.64,22.84,1.86,6174.1,1.0,2633562098.6,6799894.0,4056002.0,4415171174.2,,,86442.0,6.03,,,,107.84,20203.0,154901.0,,,6.03,86442.0,,13943.0,134769.0,4470.54,109.85,6.02,,7.74,7.74,81087976.0,52650422816.8,8976.0,53135.14,7.76,27.63,0.1824,28.35,0.1066
2022-10-31,9367127.0,5985594153.0,3.64,24.29,1.86,6109.24,1.0,2594124018.0,6782104.0,4059662.0,4333764456.0,,,37142.0,30.68,,,,67.37,62588.0,96410.0,,,30.68,37142.0,,41478.0,58928.0,4414.95,40.97,,,7.72,7.72,81053704.0,51793316856.0,,52639.13,7.74,27.51,0.1826,28.27,0.1066
2022-11-01,9046506.0,5887466104.8,3.51,23.44,1.8,5844.0,1.0,2504318098.8,6584547.0,3848061.0,4285223187.6,,,46306.0,3.25,,1000.0,,170.42,5976.0,251519.0,,,3.25,46306.0,0.64,7656.0,218577.0,4238.12,173.06,,,7.51,7.51,81115064.0,52789683651.2,,51969.93,7.54,25.76,0.1823,29.59,0.1032
2022-11-02,9061630.0,5769539821.0,3.52,23.64,1.8,5908.63,1.0,2375009426.2,6621019.0,3730186.0,4215602797.3,,,120952.0,15.66,,,,148.75,28483.0,245262.0,,,15.66,120952.0,,160782.0,146358.0,4308.4,96.05,,,7.58,7.58,80759648.0,51419667881.6,,52533.0,7.58,25.86,0.1873,30.6,0.1037
