,EVAE FP Equity_DX_SI_QTY,EVAE FP Equity_DX_SHORT_INTEREST_VALUE,EVAE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EVAE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EVAE FP Equity_DX_SI_MV,EVAE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EVAE FP Equity_DX_SUPPLY_SI_QTY,EVAE FP Equity_DX_BROKER_SI_QTY,EVAE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EVAE FP Equity_DX_BROKER_SI_MV_NEW_x,EVAE FP Equity_DX_SUPPLY_SI_QTY_INC_x,EVAE FP Equity_DX_BROKER_SI_MV_INC_x,EVAE FP Equity_DX_BROKER_SI_QTY_ADD,EVAE FP Equity_DX_BROKER_SI_QTY_NEW,EVAE FP Equity_DX_SUPPLY_SI_MV_DEC,EVAE FP Equity_DX_BROKER_SI_QTY_INC,EVAE FP Equity_DX_SUPPLY_SI_QTY_DEC,EVAE FP Equity_DX_BROKER_SI_MV_NEW_y,EVAE FP Equity_DX_BROKER_SI_MV_INC_y,EVAE FP Equity_DX_SUPPLY_SI_QTY_INC_y,EVAE FP Equity_DX_BROKER_SI_MV_ADD,EVAE FP Equity_DX_SUPPLY_SI_QTY_ADD,EVAE FP Equity_DX_BROKER_SI_QTY_DEC,EVAE FP Equity_DX_SUPPLY_SI_MV,EVAE FP Equity_DX_BROKER_SI_MV_DEC,EVAE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EVAE FP Equity_DX_UTILIZATION_QUANTITY,EVAE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EVAE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EVAE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EVAE FP Equity_DX_ACTIVE_UTILIZATION_MV,EVAE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EVAE FP Equity_DX_BROKER_SI_CON_RATIO,EVAE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EVAE FP Equity_DX_DEMAND_SUPPLY_RATIO,EVAE FP Equity_PX_LAST
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.76
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.48
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.32
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.26
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1
2022-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.2
2022-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.92
2022-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.3
2022-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.1
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.18
2022-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.18
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.54
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.66
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.52
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.12
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.7
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.4
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.42
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.7
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.58
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.36
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.52
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.56
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.9
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.16
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.58
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.72
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.5
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.38
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.08
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.06
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.98
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.12
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.56
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.94
2022-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.14
2022-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.28
2022-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.5
2022-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.48
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.24
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.08
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.52
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.28
2023-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.02
2023-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.56
2023-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.28
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.52
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.22
2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.52
2023-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.66
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.68
2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.86
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.04
2023-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.12
2023-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.02
2023-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1
2023-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.48
2023-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.28
2023-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.94
2023-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4
2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.44
2023-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.38
2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.94
2023-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.52
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.64
2023-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.24
2023-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.04
2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.9
2023-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0
2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.52
2023-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.16
2023-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.54
2023-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.34
2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.48
2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.28
2023-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.62
2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5
2023-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.62
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.28
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.1
2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.34
2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.36
2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.68
2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.38
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.6
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.24
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.74
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.4
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.9
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.04
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.04
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.12
2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.42
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.04
2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.06
2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.7
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.24
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.28
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.66
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.58
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.74
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.02
2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.02
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.58
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.14
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.08
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.28
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.98
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.74
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.66
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.08
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.4
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.84
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.02
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.14
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.24
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.22
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.42
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.68
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.1
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.96
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.22
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.12
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.22
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.82
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.72
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.66
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.16
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.6
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.32
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.64
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.02
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.92
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.68
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.26
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.32
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.28
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.16
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.86
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.92
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.1
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.88
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.74
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.62
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.3
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.5
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.5
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.94
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.62
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.74
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.7
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.94
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.18
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.66
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.5
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.78
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.62
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.64
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.42
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.52
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.68
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.62
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.64
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.24
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.7
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.26
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.18
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.54
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.94
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.08
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.34
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.64
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.76
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.98
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.92
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.72
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.74
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.52
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.94
2023-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.68
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.8
2023-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.44
2023-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.66
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.26
2023-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.1
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.36
2023-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.64
2023-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.2
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.28
2023-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.54
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.2
2023-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.22
2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.14
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.28
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.2
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.48
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.02
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.78
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.38
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.58
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.3
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.4
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.6
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.02
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.18
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.06
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.72
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.9
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.72
2023-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.46
2023-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.8
2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.48
2023-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.8
2023-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.96
2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.38
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.18
2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.9
2023-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.2
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.38
2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.88
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.24
2023-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.72
2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.64
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.84
2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.38
2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.54
2023-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.34
2023-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.68
2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.5
2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.3
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.24
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.46
2023-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.86
2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.8
2023-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.58
2023-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.88
2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.42
2023-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.7
2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.02
2023-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.46
2023-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.28
2023-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.32
2023-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.52
2023-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.3
2023-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.92
2023-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.36
2023-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.2
2023-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.98
2023-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.78
2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.98
2023-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.38
2023-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.1
2023-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.78
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.12
2023-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.96
2023-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.22
2023-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.22
2023-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0
2023-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.08
2023-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.4
2023-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.48
2023-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.98
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.1
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.24
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.12
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.88
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.86
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.9
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.98
