,SRIC5 FP Equity_DX_SI_QTY,SRIC5 FP Equity_DX_SHORT_INTEREST_VALUE,SRIC5 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRIC5 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRIC5 FP Equity_DX_SI_MV,SRIC5 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRIC5 FP Equity_DX_SUPPLY_SI_QTY,SRIC5 FP Equity_DX_BROKER_SI_QTY,SRIC5 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRIC5 FP Equity_DX_BROKER_SI_MV_INC_x,SRIC5 FP Equity_DX_BROKER_SI_QTY_ADD,SRIC5 FP Equity_DX_SUPPLY_SI_MV_DEC,SRIC5 FP Equity_DX_BROKER_SI_QTY_INC,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_DEC,SRIC5 FP Equity_DX_BROKER_SI_MV_INC_y,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRIC5 FP Equity_DX_BROKER_SI_MV_ADD,SRIC5 FP Equity_DX_SUPPLY_SI_QTY_ADD,SRIC5 FP Equity_DX_BROKER_SI_QTY_DEC,SRIC5 FP Equity_DX_SUPPLY_SI_MV,SRIC5 FP Equity_DX_BROKER_SI_MV_DEC,SRIC5 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRIC5 FP Equity_DX_UTILIZATION_QUANTITY,SRIC5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRIC5 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRIC5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRIC5 FP Equity_DX_ACTIVE_UTILIZATION_MV,SRIC5 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SRIC5 FP Equity_DX_BROKER_SI_CON_RATIO,SRIC5 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRIC5 FP Equity_DX_DEMAND_SUPPLY_RATIO,SRIC5 FP Equity_PX_LAST
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6144
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6701
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6623
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6261
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.645
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6354
2022-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6386
2022-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6579
2022-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7621
2022-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7286
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7257
2022-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7369
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7533
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7415
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7609
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7697
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7846
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7918
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8164
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7811
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7875
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8339
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8091
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.873
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.859
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.868
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8693
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8964
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8953
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8272
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8464
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8576
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8662
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7886
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.755
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7694
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7462
2022-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7481
2022-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7636
2022-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7356
2022-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7132
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.721
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7205
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.747
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7563
2023-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7438
2023-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7651
2023-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7793
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7749
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8011
2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7865
2023-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7958
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8481
2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8295
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8426
2023-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8849
2023-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8844
2023-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8722
2023-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8433
2023-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8572
2023-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8417
2023-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8866
2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8794
2023-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8595
2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8322
2023-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8426
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8605
2023-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.946
2023-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.936
2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9038
2023-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9056
2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8781
2023-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9028
2023-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8726
2023-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8472
2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8518
2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8104
2023-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8157
2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8113
2023-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8329
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7803
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7728
2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7932
2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8013
2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.774
2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7207
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7085
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6902
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7074
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7109
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6958
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6823
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7593
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7947
2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7188
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7818
2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7467
2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7519
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7635
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7956
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7583
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8194
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7587
2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7702
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7864
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7684
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8203
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8225
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8493
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.825
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8521
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8175
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8041
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8318
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8366
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8255
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8099
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7195
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7261
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7253
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7213
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7378
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.731
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7361
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7144
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7563
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7849
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8051
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7815
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7799
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7723
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7638
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.808
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7706
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7647
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7459
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7275
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7113
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7349
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7193
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7212
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7099
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7036
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6963
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7178
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7483
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7713
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7882
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7726
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7487
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7624
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7378
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7503
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7586
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7717
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7509
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.748
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7145
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7316
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7144
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7352
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7232
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6959
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7308
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7456
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7201
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7386
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7149
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7292
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7119
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7248
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7229
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6682
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6883
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6965
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7422
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7748
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7643
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7612
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.802
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7938
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7761
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.787
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8032
2023-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7999
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7809
2023-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8065
2023-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8169
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8198
2023-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8053
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8128
2023-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8068
2023-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8131
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8194
2023-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8345
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8252
2023-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8212
2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7905
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7871
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7698
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7821
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7592
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7785
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7557
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7656
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8116
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8125
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7958
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.804
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8158
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8041
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8329
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8228
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8101
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8067
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7821
2023-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7957
2023-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8127
2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8087
2023-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8028
2023-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7946
2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8259
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8099
2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7932
2023-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7813
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7992
2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7813
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7872
2023-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7799
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7779
2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7671
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7288
2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7834
2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7659
2023-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7535
2023-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7429
2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7588
2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7606
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7886
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.795
2023-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7979
2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7828
2023-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7894
2023-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7804
2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7505
2023-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7377
2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7266
2023-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7468
2023-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7531
2023-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7797
2023-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7703
2023-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7823
2023-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7946
2023-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8051
2023-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8258
2023-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.847
2023-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8661
2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.887
2023-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8575
2023-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.866
2023-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8787
2023-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.885
2023-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8608
2023-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8619
2023-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9126
2023-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9103
2023-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9261
2023-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9232
2023-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9122
2023-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9267
2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9214
2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9111
2023-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9087
2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9384
2023-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9655
2023-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0015
2023-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0049
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.059
2023-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0607
2023-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0868
2023-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0964
2023-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0981
2023-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0744
2023-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0756
2023-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0791
2023-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.103
2023-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1598
2023-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1886
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1692
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1859
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2043
