,ALSGD FP Equity_DX_SI_QTY,ALSGD FP Equity_DX_SHORT_INTEREST_VALUE,ALSGD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSGD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSGD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSGD FP Equity_DX_SI_MV,ALSGD FP Equity_DX_DSS,ALSGD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSGD FP Equity_DX_SUPPLY_SI_QTY,ALSGD FP Equity_DX_BROKER_SI_QTY,ALSGD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSGD FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSGD FP Equity_DX_BROKER_SI_MV_INC_x,ALSGD FP Equity_DX_BROKER_SI_QTY_ADD,ALSGD FP Equity_DX_SUPPLY_SI_MV_DEC,ALSGD FP Equity_DX_BROKER_SI_QTY_INC,ALSGD FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSGD FP Equity_DX_BROKER_SI_MV_INC_y,ALSGD FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSGD FP Equity_DX_BROKER_SI_MV_ADD,ALSGD FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSGD FP Equity_DX_BROKER_SI_QTY_DEC,ALSGD FP Equity_DX_SUPPLY_SI_MV,ALSGD FP Equity_DX_BROKER_SI_MV_DEC,ALSGD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSGD FP Equity_DX_UTILIZATION_QUANTITY,ALSGD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSGD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSGD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSGD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSGD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSGD FP Equity_DX_BROKER_SI_CON_RATIO,ALSGD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSGD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSGD FP Equity_PX_LAST
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.311
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.298
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.291
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.287
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.266
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.297
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.291
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.254
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.254
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.324
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1895
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1695
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1745
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1705
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1895
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1865
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1865
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.194
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1855
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1895
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1845
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.197
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1925
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1925
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1915
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1945
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.199
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1945
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1975
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1945
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1965
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.199
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1805
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1785
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1705
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1795
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1745
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1765
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177
