,MTA FP Equity_DX_SI_QTY,MTA FP Equity_DX_SHORT_INTEREST_VALUE,MTA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTA FP Equity_DX_SI_MV,MTA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTA FP Equity_DX_SUPPLY_SI_QTY,MTA FP Equity_DX_BROKER_SI_QTY,MTA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTA FP Equity_DX_BROKER_SI_MV_NEW_x,MTA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTA FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTA FP Equity_DX_BROKER_SI_MV_INC_x,MTA FP Equity_DX_SUPPLY_SI_MV_NEW,MTA FP Equity_DX_BROKER_SI_QTY_ADD,MTA FP Equity_DX_BROKER_SI_QTY_NEW,MTA FP Equity_DX_SUPPLY_SI_MV_DEC,MTA FP Equity_DX_BROKER_SI_QTY_INC,MTA FP Equity_DX_SUPPLY_SI_QTY_DEC,MTA FP Equity_DX_BROKER_SI_MV_NEW_y,MTA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTA FP Equity_DX_BROKER_SI_MV_INC_y,MTA FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTA FP Equity_DX_BROKER_SI_MV_ADD,MTA FP Equity_DX_SUPPLY_SI_QTY_ADD,MTA FP Equity_DX_BROKER_SI_QTY_DEC,MTA FP Equity_DX_SUPPLY_SI_MV,MTA FP Equity_DX_BROKER_SI_MV_DEC,MTA FP Equity_DX_SUPPLY_SI_MV_RMV,MTA FP Equity_DX_BROKER_SI_MV_RMV,MTA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTA FP Equity_DX_UTILIZATION_QUANTITY,MTA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTA FP Equity_DX_ACTIVE_UTILIZATION_MV,MTA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTA FP Equity_DX_BROKER_SI_CON_RATIO,MTA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTA FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-12-22,23400.0,2757222.0,18.39,0.22,2.76,2651175.0,10200.0,22500.0,1201866.0,,,,1.1,,9300.0,,,9300.0,,,,1.1,,1.1,9300.0,,1.2,,,,1.03,1.02,979733.0,115441939.39,,115.5,1.03,39.76,0.521,60.24,0.0233
2022-12-23,42300.0,4979133.0,35.16,0.4,4.99,4166934.0,16200.0,35400.0,1906902.0,,,,1.53,,,,0.11,12900.0,900.0,,,1.53,,,6900.0,,1.91,,,,1.63,1.61,979733.0,115324371.43,,115.56,1.63,45.77,0.5036,54.23,0.0421
2022-12-26,42300.0,4979133.0,37.57,0.4,4.98,4166934.0,16200.0,35400.0,1906902.0,,,,,,,,,,,,,,,,,,1.91,,,,1.63,1.61,979733.0,115324371.43,,115.36,1.63,45.76,0.5036,54.24,0.0421
2022-12-27,42300.0,4972365.0,37.57,0.4,4.98,4161270.0,16200.0,35400.0,1904310.0,,,,,,,,,,,,,,,,,,1.91,,,,1.63,1.62,979733.0,115167614.15,,115.36,1.63,45.73,0.5036,54.27,0.0422
2022-12-28,39300.0,4623252.0,36.05,0.37,4.61,2717484.0,16200.0,23100.0,1905768.0,,,,,,,,,,,,,,,,,12300.0,1.9,1.46,,,1.63,1.62,979733.0,115255790.12,,114.97,1.63,49.99,0.5,50.01,0.0392
2022-12-29,6900.0,811371.0,6.45,0.07,0.81,811371.0,0.0,6900.0,0.0,,,,,,,,1.89,,16200.0,,,,,,,16200.0,0.0,1.89,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0069
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6900.0,0.0,0.81,,,0.0,0.0,1002896.0,117800164.16,,117.53,0.0,,0.0,,0.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1002896.0,117900453.76,,117.53,0.0,,0.0,,0.0
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1002896.0,118010772.32,,117.63,0.0,,0.0,,0.0
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1002896.0,118151177.76,,117.66,0.0,,0.0,,0.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1002896.0,118060917.12,,117.78,0.0,,0.0,,0.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1007411.0,118703238.13,,118.37,0.0,,0.0,,0.0
2023-01-09,1800.0,212256.0,1.58,0.02,0.21,106128.0,900.0,900.0,106128.0,,,,,,900.0,,,,,,,,,0.11,900.0,,0.11,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0018
2023-01-10,8000.0,942560.0,5.94,0.08,0.94,942560.0,0.0,8000.0,0.0,,,,0.84,,,,0.11,7100.0,900.0,,,0.84,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2023-01-11,8000.0,942880.0,6.22,0.08,0.94,942880.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2023-01-12,8000.0,944720.0,6.25,0.08,0.94,944720.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2023-01-13,8000.0,943840.0,6.22,0.08,0.95,943840.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2023-01-16,9400.0,1109952.0,7.45,0.09,1.11,1027296.0,700.0,8700.0,82656.0,,,,0.08,,,,,700.0,,,,0.08,,,700.0,,0.08,,,,100.0,0.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0093
2023-01-17,9400.0,1112490.0,6.81,0.09,1.11,1029645.0,700.0,8700.0,82845.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0093
2023-01-18,9400.0,1112960.0,6.07,0.09,1.11,1030080.0,700.0,8700.0,82880.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0093
2023-01-19,9500.0,1123185.0,5.17,0.09,1.13,1123185.0,0.0,9500.0,0.0,,,,0.1,,,,0.08,800.0,700.0,,,0.1,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0094
2023-01-20,6000.0,708420.0,3.15,0.05,0.71,708420.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,,,3500.0,0.0,0.41,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.006
2023-01-23,16600.0,1959132.0,8.05,0.15,1.96,1333626.0,5300.0,11300.0,625506.0,,,,0.63,,,,,5300.0,,,,0.63,,,5300.0,,0.63,,,,100.0,0.53,0.0,0.0,,0.0,100.0,27.1,0.6048,72.9,0.0165
2023-01-24,16600.0,1962120.0,7.8,0.15,1.96,1335660.0,5300.0,11300.0,626460.0,,,,,,,,,,,,,,,,,,0.63,,,,100.0,0.53,0.0,0.0,,0.0,100.0,27.13,0.6046,72.87,0.0165
2023-01-25,23500.0,2775585.0,11.92,0.21,2.78,2244090.0,4500.0,19000.0,531495.0,,,,0.92,,,,0.09,7700.0,800.0,,,0.92,,,,,0.53,,,,100.0,0.45,0.0,0.0,,0.0,100.0,19.15,0.6903,80.85,0.0233
2023-01-26,17500.0,2066400.0,8.6,0.16,2.07,1535040.0,4500.0,13000.0,531360.0,,,,,,,,,,,,,,,,,6000.0,0.53,0.72,,,100.0,0.45,0.0,0.0,,0.0,100.0,25.7,0.6181,74.3,0.0174
2023-01-27,17500.0,2064825.0,9.04,0.16,2.07,1533870.0,4500.0,13000.0,530955.0,,,,,,,,,,,,,,,,,,0.53,,,,100.0,0.45,0.0,0.0,,0.0,100.0,25.7,0.6181,74.3,0.0174
2023-01-30,13000.0,1531660.0,6.74,0.12,1.53,1531660.0,0.0,13000.0,0.0,,,,,,,,0.53,,4500.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.69,1.0,100.0,0.0129
2023-01-31,8500.0,1002575.0,4.35,0.08,1.0,1002575.0,0.0,8500.0,0.0,,,,,,,,,,,,,,,,,4500.0,0.0,0.53,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0084
2023-02-01,4000.0,471600.0,2.2,0.04,0.48,471600.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,,,4500.0,0.0,0.52,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.004
2023-02-02,5600.0,662256.0,1.44,0.05,0.66,567648.0,800.0,4800.0,94608.0,,,,0.09,,,,,800.0,,,,0.09,,,800.0,,0.09,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056
2023-02-03,3400.0,401778.0,0.86,0.03,0.4,307242.0,800.0,2600.0,94536.0,,,,,,,,,,,,,,,,,2200.0,0.09,0.26,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2023-02-06,9800.0,1157478.0,2.44,0.09,1.16,1157478.0,0.0,9800.0,0.0,,,,0.85,,,,0.1,7200.0,800.0,,,0.85,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0097
2023-02-07,9800.0,1156400.0,2.4,0.09,1.15,1156400.0,0.0,9800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0097
2023-02-08,9800.0,1154734.0,2.39,0.09,1.16,1154734.0,0.0,9800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0097
2023-02-09,9800.0,1155910.0,2.26,0.09,1.15,1155910.0,0.0,9800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0097
2023-02-10,8000.0,942800.0,1.79,0.08,0.94,942800.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,1800.0,0.0,0.22,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2023-02-13,8000.0,942560.0,1.78,0.08,0.94,942560.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2023-02-14,9800.0,1153166.0,2.2,0.09,1.16,1047263.0,900.0,8900.0,105903.0,,,,0.11,,,,,900.0,,,,0.11,,,900.0,,0.11,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0097
2023-02-15,9800.0,1151500.0,2.19,0.1,1.16,1045750.0,900.0,8900.0,105750.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0097
2023-02-16,7000.0,823060.0,1.55,0.07,0.82,823060.0,0.0,7000.0,0.0,,,,,,,,0.11,,900.0,,,,,,,1900.0,0.0,0.23,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.007
2023-02-17,44200.0,5200130.0,9.66,0.45,5.21,5106010.0,18600.0,43400.0,2188290.0,,,,2.19,,17800.0,,,18600.0,,,,2.19,,2.1,18600.0,,2.19,,,,1.88,1.85,971233.0,114265562.45,,114.41,1.88,40.29,0.5189,59.71,0.0439
2023-02-20,42600.0,5005926.0,9.17,0.43,5.01,5005926.0,17800.0,42600.0,2091678.0,,,,,,,,0.09,,800.0,,,,,,,800.0,2.09,0.1,,,1.8,1.77,971233.0,114129589.83,,114.25,1.8,41.76,0.5136,58.24,0.0423
2023-02-21,42600.0,4999110.0,9.26,0.43,5.0,4999110.0,17800.0,42600.0,2088830.0,,,,,,,,,,,,,,,,,,2.09,,,,1.8,1.77,971233.0,113974192.55,,114.01,1.8,41.74,0.5136,58.26,0.0423
2023-02-22,42600.0,5005074.0,9.24,0.43,4.99,5005074.0,17800.0,42600.0,2091322.0,,,,,,,,,,,,,,,,,,2.08,,,,1.8,1.77,971233.0,114110165.17,,113.72,1.8,41.78,0.5135,58.22,0.0423
2023-02-23,35600.0,4185492.0,7.74,0.36,4.19,2092746.0,17800.0,17800.0,2092746.0,,,,,,,,,,,,,,,,,24800.0,2.09,2.91,,,1.8,1.77,971233.0,114187863.81,,114.23,1.8,50.0,0.5,50.0,0.0354
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.1,,17800.0,,,,,,,17800.0,0.0,2.1,,,0.0,0.0,1007032.0,118175205.2,,118.07,0.0,,0.0,,0.0
2023-02-27,200.0,23460.0,0.04,0.0,0.02,11730.0,100.0,100.0,11730.0,,,,,,100.0,,,,,,,,,0.01,100.0,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0002
2023-02-28,2000.0,234420.0,0.45,0.02,0.23,117210.0,1000.0,1000.0,117210.0,,,900.0,0.11,,,,,900.0,,,,0.11,900.0,,,,0.12,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2023-03-01,3100.0,362483.0,0.73,0.03,0.36,257246.0,900.0,2200.0,105237.0,,,,0.14,,,,0.01,1200.0,100.0,,,0.14,,,,,0.11,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031
2023-03-02,3100.0,362452.0,0.52,0.03,0.36,257224.0,900.0,2200.0,105228.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,0.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0031
2023-03-03,3700.0,433048.0,0.63,0.04,0.43,433048.0,0.0,3700.0,0.0,,,,0.18,,,,0.1,1500.0,900.0,,,0.18,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037
2023-03-06,3700.0,432567.0,0.63,0.04,0.43,432567.0,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037
2023-03-07,3700.0,432234.0,0.64,0.04,0.43,432234.0,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0037
2023-03-08,2400.0,280440.0,0.41,0.02,0.28,280440.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,1300.0,0.0,0.15,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024
2023-03-09,2400.0,280944.0,0.42,0.02,0.28,280944.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0024
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2400.0,0.0,0.28,,,0.0,0.0,996863.0,117031716.2,,116.16,0.0,,0.0,,0.0
2023-03-13,2000.0,236220.0,0.32,0.02,0.23,118110.0,1000.0,1000.0,118110.0,,,,,,1000.0,,,,,,,,,0.12,1000.0,,0.12,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2023-03-14,2000.0,235400.0,0.29,0.02,0.24,117700.0,1000.0,1000.0,117700.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.12,,1000.0,,,,,,,1000.0,0.0,0.12,,,0.0,0.0,996863.0,118307700.84,,117.28,0.0,,0.0,,0.0
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,996863.0,118048516.46,,118.22,0.0,,0.0,,0.0
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,993053.0,117895252.16,,117.21,0.0,,0.0,,0.0
2023-03-20,1000.0,118910.0,0.2,0.01,0.12,59455.0,500.0,500.0,59455.0,,,,,,500.0,,,,,,,,,0.06,500.0,,0.06,,,,100.0,0.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.001
2023-03-21,1900.0,225074.0,0.38,0.02,0.23,165844.0,500.0,1400.0,59230.0,,,,0.11,,,,,900.0,,,,0.11,,,,,0.06,,,,100.0,0.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0019
2023-03-22,1400.0,165550.0,0.28,0.01,0.17,106425.0,500.0,900.0,59125.0,,,,,,,,,,,,,,,,,500.0,0.06,0.06,,,100.0,0.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0014
2023-03-23,900.0,106749.0,0.19,0.01,0.11,106749.0,0.0,900.0,0.0,,,,,,,,0.06,,500.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2023-03-24,3300.0,392271.0,0.68,0.03,0.39,249627.0,1200.0,2100.0,142644.0,,,,0.14,,,,,1200.0,,,,0.14,,,1200.0,,0.14,,,,100.0,0.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033
2023-03-27,5300.0,628739.0,1.06,0.05,0.63,628739.0,0.0,5300.0,0.0,,,,0.38,,,,0.14,3200.0,1200.0,,,0.38,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0053
2023-03-28,4400.0,521576.0,0.88,0.04,0.52,521576.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,900.0,0.0,0.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0044
2023-03-29,4400.0,520960.0,0.87,0.04,0.52,520960.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0044
2023-03-30,4400.0,519948.0,0.88,0.04,0.52,519948.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0044
2023-03-31,4400.0,520916.0,0.88,0.04,0.52,520916.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0044
2023-04-03,4400.0,521268.0,0.86,0.04,0.52,521268.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0044
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4400.0,0.0,0.52,,,0.0,0.0,996418.0,118095461.36,,117.81,0.0,,0.0,,0.0
2023-04-05,2200.0,261162.0,0.32,0.02,0.26,130581.0,1100.0,1100.0,130581.0,,,,,,1100.0,,,,,,,,,0.13,1100.0,,0.13,,,,100.0,0.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022
2023-04-06,10400.0,1234688.0,1.47,0.1,1.23,736064.0,4200.0,6200.0,498624.0,,,400.0,0.61,,,,,5100.0,,,,0.61,400.0,,2700.0,,0.5,,,,38.4,0.42,6737.0,799816.64,,0.8,38.4,25.96,0.6156,74.04,0.0104
2023-04-07,10400.0,1234688.0,1.46,0.1,1.23,736064.0,4200.0,6200.0,498624.0,,,,,,,,,,,,,,,,,,0.5,,,,38.4,0.42,6737.0,799816.64,,0.8,38.4,25.96,0.6156,74.04,0.0104
2023-04-10,10400.0,1234688.0,1.46,0.1,1.24,736064.0,4200.0,6200.0,498624.0,,,,,,,,,,,,,,,,,,0.5,,,,38.4,0.42,6737.0,799816.64,,0.8,38.4,25.96,0.6156,74.04,0.0104
2023-04-11,10400.0,1231256.0,1.46,0.1,1.24,734018.0,4200.0,6200.0,497238.0,,,,,,,,,,,,,,,,,,0.5,,,,38.4,0.42,6737.0,797593.43,,0.8,38.43,25.9,0.6162,74.1,0.0104
2023-04-12,10400.0,1229800.0,1.45,0.1,1.23,733150.0,4200.0,6200.0,496650.0,,,,,,,,,,,,,,,,,,0.5,,,,38.4,0.42,6737.0,796650.25,,0.8,38.41,25.94,0.6158,74.06,0.0104
2023-04-13,6200.0,733088.0,0.85,0.06,0.73,733088.0,0.0,6200.0,0.0,,,,,,,,0.49,,4200.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.35,1.0,100.0,0.0062
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6200.0,0.0,0.74,,,0.0,0.0,998218.0,117859599.26,,117.86,0.0,,0.0,,0.0
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,997118.0,117729722.26,,117.55,0.0,,0.0,,0.0
2023-04-18,400.0,47196.0,0.07,0.0,0.05,23598.0,200.0,200.0,23598.0,,,,,,200.0,,,,,,,,,0.02,200.0,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004
2023-04-19,1300.0,153309.0,0.23,0.01,0.15,129723.0,200.0,1100.0,23586.0,,,,0.11,,,,,900.0,,,,0.11,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0013
2023-04-20,900.0,106272.0,0.15,0.01,0.11,106272.0,0.0,900.0,0.0,,,,,,,,0.02,,200.0,,,,,,,200.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2023-04-21,900.0,106137.0,0.15,0.01,0.11,106137.0,0.0,900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2023-04-24,900.0,106173.0,0.15,0.01,0.11,106173.0,0.0,900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2023-04-25,900.0,106308.0,0.16,0.01,0.11,106308.0,0.0,900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,900.0,0.0,0.11,,,0.0,0.0,993918.0,117590438.58,,117.08,0.0,,0.0,,0.0
2023-04-27,2200.0,260018.0,0.43,0.02,0.26,130009.0,1100.0,1100.0,130009.0,,,,,,1100.0,,,,,,,,,0.13,1100.0,,0.13,,,,100.0,0.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022
2023-04-28,8600.0,1019014.0,1.68,0.08,1.02,509507.0,4300.0,4300.0,509507.0,,,,0.38,,,,,3200.0,,,,0.38,,,3200.0,,0.51,,,,40.81,0.43,6237.0,739022.13,,0.74,40.79,37.26,0.5324,62.74,0.0086
2023-05-01,8600.0,1019014.0,1.74,0.08,1.02,509507.0,4300.0,4300.0,509507.0,,,,,,,,,,,,,,,,,,0.51,,,,40.81,0.43,6237.0,739022.13,,0.74,40.79,37.22,0.5327,62.78,0.0086
2023-05-02,6400.0,758528.0,1.29,0.06,0.76,379264.0,3200.0,3200.0,379264.0,,,,,,,,0.13,,1100.0,,,,,,,1100.0,0.38,0.13,,,33.91,0.32,6237.0,739209.24,,0.74,33.91,49.99,0.5,50.01,0.0064
2023-05-03,6400.0,758912.0,1.26,0.06,0.76,379456.0,3200.0,3200.0,379456.0,,,,,,,,,,,,,,,,,,0.38,,,,33.91,0.32,6237.0,739583.46,,0.74,33.91,50.0,0.5,50.0,0.0064
2023-05-04,6400.0,759680.0,1.26,0.06,0.76,379840.0,3200.0,3200.0,379840.0,,,,,,,,,,,,,,,,,,0.38,,,,33.91,0.32,6237.0,740331.9,,0.74,33.91,49.95,0.5,50.05,0.0064
2023-05-05,3400.0,403750.0,0.67,0.03,0.4,380000.0,200.0,3200.0,23750.0,,,,,,,,0.36,,3000.0,,,,,,,,0.02,,,,2.12,0.02,9237.0,1096893.75,,1.1,2.12,5.88,0.8893,94.12,0.0034
2023-05-08,200.0,23734.0,0.04,0.0,0.02,23734.0,0.0,200.0,0.0,,,,,,,,0.02,,200.0,,,,,,,3000.0,0.0,0.36,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.97,1.0,100.0,0.0002
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,200.0,0.0,0.02,,,0.0,0.0,992492.0,117659926.6,,117.55,0.0,,0.0,,0.0
2023-05-10,2200.0,261162.0,0.44,0.02,0.26,130581.0,1100.0,1100.0,130581.0,,,,,,1100.0,,,,,,,,,0.13,1100.0,,0.13,,,,100.0,0.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.13,,1100.0,,,,,,,1100.0,0.0,0.13,,,0.0,0.0,992492.0,118027148.64,,117.36,0.0,,0.0,,0.0
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,992492.0,117858425.0,,117.68,0.0,,0.0,,0.0
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,992492.0,117828650.24,,117.46,0.0,,0.0,,0.0
2023-05-16,2600.0,308386.0,0.52,0.02,0.31,154193.0,1300.0,1300.0,154193.0,,,,,,1300.0,,,,,,,,,0.15,1300.0,,0.15,,,,100.0,0.13,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0026
2023-05-17,6200.0,734824.0,1.23,0.06,0.74,734824.0,0.0,6200.0,0.0,,,,0.58,,,,0.15,4900.0,1300.0,,,0.58,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0065
2023-05-18,6200.0,734080.0,1.26,0.06,0.74,734080.0,0.0,6200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0065
2023-05-19,6200.0,734576.0,2.03,0.06,0.73,734576.0,0.0,6200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0065
2023-05-22,8200.0,970388.0,2.67,0.08,0.97,852048.0,1000.0,7200.0,118340.0,,,,0.12,,,,,1000.0,,,,0.12,,,1000.0,,0.12,,,,100.0,0.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0086
