,STU FP Equity_DX_SI_QTY,STU FP Equity_DX_SHORT_INTEREST_VALUE,STU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STU FP Equity_DX_SI_MV,STU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STU FP Equity_DX_SUPPLY_SI_QTY,STU FP Equity_DX_BROKER_SI_QTY,STU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STU FP Equity_DX_BROKER_SI_MV_NEW_x,STU FP Equity_DX_SUPPLY_SI_QTY_INC_x,STU FP Equity_DX_BROKER_SI_MV_INC_x,STU FP Equity_DX_BROKER_SI_QTY_ADD,STU FP Equity_DX_BROKER_SI_QTY_NEW,STU FP Equity_DX_SUPPLY_SI_MV_DEC,STU FP Equity_DX_BROKER_SI_QTY_INC,STU FP Equity_DX_SUPPLY_SI_QTY_DEC,STU FP Equity_DX_BROKER_SI_MV_NEW_y,STU FP Equity_DX_BROKER_SI_MV_INC_y,STU FP Equity_DX_SUPPLY_SI_QTY_INC_y,STU FP Equity_DX_BROKER_SI_MV_ADD,STU FP Equity_DX_SUPPLY_SI_QTY_ADD,STU FP Equity_DX_BROKER_SI_QTY_DEC,STU FP Equity_DX_SUPPLY_SI_MV,STU FP Equity_DX_BROKER_SI_MV_DEC,STU FP Equity_DX_BROKER_SI_MV_RMV,STU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STU FP Equity_DX_UTILIZATION_QUANTITY,STU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STU FP Equity_DX_ACTIVE_UTILIZATION_MV,STU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STU FP Equity_DX_BROKER_SI_CON_RATIO,STU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STU FP Equity_DX_DEMAND_SUPPLY_RATIO,STU FP Equity_PX_LAST
2021-11-01,13100.0,1992248.0,10.47,0.52,1.98,1231848.0,5700.0,8100.0,866856.0,,,0.1,,,,700.0,,,0.1,,,700.0,,0.86,,,44.05,41.73,7241.0,1101211.28,1.09,44.05,23.67,0.6386,76.33,0.9591,152.08
2021-11-02,14600.0,2218324.0,11.49,0.58,2.22,1458624.0,7200.0,9600.0,1093968.0,,1500.0,0.23,,,,1500.0,,,0.23,1500.0,,,,1.09,,,49.86,47.5,7241.0,1100197.54,1.1,49.86,31.53,0.5682,68.47,0.9632,151.94
2021-11-03,14600.0,2203140.0,11.54,0.58,2.22,1448640.0,7200.0,9600.0,1086480.0,,,,,,,,,,,,,,,1.1,,,49.86,47.5,7241.0,1092666.9,1.1,49.86,31.51,0.5684,68.49,0.9632,150.9
2021-11-04,14600.0,2212776.0,12.1,0.58,2.2,1454976.0,7200.0,9600.0,1091232.0,,,,,,,,,,,,,,,1.09,,,100.0,47.5,0.0,0.0,0.0,100.0,31.53,0.5682,68.47,0.9632,151.56
2021-11-05,15300.0,2309382.0,14.18,0.6,2.32,1554682.0,7900.0,10300.0,1192426.0,,700.0,0.11,,,,700.0,,,0.11,700.0,,,,1.2,,,100.0,49.82,0.0,0.0,0.0,100.0,34.64,0.5472,65.36,0.9648,150.94
2021-11-08,15300.0,2299284.0,13.42,0.6,2.31,1547884.0,7900.0,10300.0,1187212.0,,,,,,,,,,,,,,,1.19,,,100.0,49.82,0.0,0.0,0.0,100.0,34.64,0.5472,65.36,0.9648,150.28
2021-11-09,15300.0,2286126.0,14.41,0.6,2.3,1539026.0,7900.0,10300.0,1180418.0,,,,,,,,,,,,,,,1.19,,,100.0,48.94,0.0,0.0,0.0,100.0,34.65,0.5471,65.35,0.9478,149.42
2021-11-10,15300.0,2309688.0,15.48,0.6,2.28,1554888.0,7900.0,10300.0,1192584.0,,,,,,,,,,,,,,,1.18,,,100.0,48.94,0.0,0.0,0.0,100.0,34.64,0.5472,65.36,0.9478,150.96
2021-11-11,5000.0,754000.0,5.02,0.2,0.75,0.0,5000.0,0.0,754000.0,,,,,,0.43,,2900.0,,,,,,10300.0,0.75,1.54,,100.0,39.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.3987,150.8
2021-11-12,3900.0,587964.0,3.85,0.15,0.59,587964.0,0.0,3900.0,0.0,,,,3900.0,,0.75,,5000.0,,,,0.59,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.311,150.76
2021-11-15,3900.0,592722.0,3.8,0.15,0.59,592722.0,0.0,3900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.311,151.98
2021-11-16,3900.0,591318.0,3.97,0.15,0.59,591318.0,0.0,3900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.311,151.62
2021-11-17,10300.0,1562716.0,12.56,0.4,1.56,1562716.0,2900.0,10300.0,439988.0,,,0.97,,,,6400.0,,,0.97,,,2900.0,,0.44,,,100.0,15.81,0.0,0.0,0.0,100.0,,1.0,100.0,0.5616,151.72
2021-11-18,10300.0,1556948.0,12.75,0.4,1.56,1556948.0,2900.0,10300.0,438364.0,,,,,,,,,,,,,,,0.44,,,100.0,15.81,0.0,0.0,0.0,100.0,,1.0,100.0,0.5616,151.16
2021-11-19,10300.0,1544382.0,12.35,0.4,1.56,1544382.0,2900.0,10300.0,434826.0,,,,,,,,,,,,,,,0.44,,,100.0,15.81,0.0,0.0,0.0,100.0,,1.0,100.0,0.5616,149.94
2021-11-22,10300.0,1541910.0,12.76,0.4,1.54,1541910.0,2900.0,10300.0,434130.0,,,,,,,,,,,,,,,0.43,,,100.0,15.81,0.0,0.0,0.0,100.0,,1.0,100.0,0.5616,149.7
2021-11-23,2900.0,432506.0,3.68,0.11,0.43,432506.0,0.0,2900.0,0.0,,,,,,0.43,,2900.0,,,,,,7400.0,0.0,1.11,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2312,149.14
2021-11-24,2900.0,436682.0,3.79,0.11,0.43,436682.0,0.0,2900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2312,150.58
2021-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2900.0,0.0,0.43,,0.0,0.0,12542.0,1921434.4,1.89,0.0,,0.0,,0.0,153.2
2021-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12542.0,1872269.76,1.92,0.0,,0.0,,0.0,149.28
2021-11-29,2200.0,329780.0,3.3,0.09,0.33,164890.0,1100.0,1100.0,164890.0,,,,1100.0,,,,,,,,0.16,1100.0,,0.16,,,100.0,7.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.1492,149.9
2021-11-30,2900.0,432332.0,3.96,0.11,0.44,268344.0,1800.0,1800.0,268344.0,,700.0,,700.0,,,,,,,700.0,0.11,,,0.27,,,100.0,11.15,0.0,0.0,0.0,100.0,24.13,0.6338,75.87,0.1797,149.08
2021-12-01,2500.0,376700.0,3.66,0.1,0.37,376700.0,2500.0,2500.0,376700.0,,700.0,0.1,,,,700.0,,,0.1,700.0,,,,0.37,,,100.0,14.84,0.0,0.0,0.0,100.0,44.03,0.5071,55.97,0.1484,150.68
2021-12-02,3500.0,516320.0,5.14,0.14,0.53,516320.0,2500.0,3500.0,368800.0,,,0.15,,,,1000.0,,,0.15,,,,,0.38,,,100.0,15.39,0.0,0.0,0.0,100.0,31.42,0.569,68.58,0.2155,147.52
2021-12-03,3500.0,517860.0,5.12,0.14,0.52,517860.0,2500.0,3500.0,369900.0,,,,,,,,,,,,,,,0.37,,,100.0,15.39,0.0,0.0,0.0,100.0,31.45,0.5688,68.55,0.2155,147.96
2021-12-06,2800.0,423696.0,4.11,0.11,0.41,423696.0,1800.0,2800.0,272376.0,,,,,,0.1,,700.0,,,,,,700.0,0.27,0.1,,100.0,12.46,0.0,0.0,0.0,100.0,39.31,0.5229,60.69,0.1939,151.32
2021-12-07,2800.0,427616.0,4.32,0.11,0.42,427616.0,1800.0,2800.0,274896.0,,,,,,,,,,,,,,,0.27,,,100.0,11.66,0.0,0.0,0.0,100.0,39.27,0.523,60.73,0.1813,152.72
2021-12-08,3400.0,517412.0,5.57,0.13,0.52,517412.0,2400.0,3400.0,365232.0,,600.0,0.1,,,,600.0,,,0.1,600.0,,,,0.37,,,100.0,14.96,0.0,0.0,0.0,100.0,32.35,0.5623,67.65,0.2119,152.18
2021-12-09,3400.0,519112.0,5.51,0.13,0.52,519112.0,2400.0,3400.0,366432.0,,,,,,,,,,,,,,,0.37,,,100.0,14.96,0.0,0.0,0.0,100.0,32.34,0.5624,67.66,0.2119,152.68
2021-12-10,3400.0,516188.0,5.8,0.13,0.52,516188.0,2400.0,3400.0,364368.0,,,,,,,,,,,,,,,0.37,,,100.0,15.96,0.0,0.0,0.0,100.0,32.36,0.5623,67.64,0.226,151.82
2021-12-13,5000.0,758200.0,8.35,0.19,0.76,561068.0,2400.0,3700.0,363936.0,,,0.04,,,,300.0,,,0.04,,,,,0.36,,,100.0,14.96,0.0,0.0,0.0,100.0,22.01,0.6567,77.99,0.3117,151.64
2021-12-14,3700.0,558330.0,6.9,0.14,0.56,558330.0,1100.0,3700.0,165990.0,,,,,,0.2,,1300.0,,,,,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,29.67,0.5827,70.33,0.251,150.9
2021-12-15,13100.0,1995654.0,24.33,0.51,1.98,1995654.0,1100.0,13100.0,167574.0,1.82,,,,12000.0,,,,1.82,,,,,,0.17,,0.4,100.0,7.46,0.0,0.0,0.0,100.0,8.39,0.8462,91.61,0.8886,152.34
2021-12-16,13100.0,1996702.0,22.54,0.5,2.0,1996702.0,1100.0,13100.0,167662.0,,,,,,,,,,,,,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,8.4,0.846,91.6,0.8886,152.42
2021-12-17,1100.0,167816.0,1.81,0.04,0.17,167816.0,1100.0,1100.0,167816.0,,,,,,,,,,,,,,12000.0,0.17,1.84,,100.0,7.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.0746,152.56
2021-12-20,2200.0,334444.0,3.73,0.08,0.34,167222.0,1100.0,1100.0,167222.0,,,,,,,,,,,,,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.1492,152.02
2021-12-21,2200.0,340340.0,3.84,0.08,0.34,170170.0,1100.0,1100.0,170170.0,,,,,,,,,,,,,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.1492,154.7
2021-12-22,2200.0,340912.0,3.89,0.08,0.34,170456.0,1100.0,1100.0,170456.0,,,,,,,,,,,,,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.1492,154.96
2021-12-23,2200.0,342364.0,4.0,0.08,0.34,171182.0,1100.0,1100.0,171182.0,,,,,,,,,,,,,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.1492,155.62
2021-12-24,4400.0,685520.0,8.44,0.17,0.68,342760.0,2200.0,2200.0,342760.0,,1100.0,,1100.0,,,,,,,1100.0,0.17,,,0.34,,,100.0,13.89,0.0,0.0,0.0,100.0,49.94,0.5,50.06,0.2777,155.8
2021-12-27,4400.0,682792.0,8.83,0.17,0.69,341396.0,2200.0,2200.0,341396.0,,,,,,,,,,,,,,,0.34,,,100.0,13.89,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2777,155.18
2021-12-28,3300.0,518364.0,6.82,0.13,0.51,345576.0,1100.0,2200.0,172788.0,,,,,,0.17,,1100.0,,,,,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,33.4,0.5551,66.6,0.2239,157.08
2021-12-29,2200.0,346192.0,4.55,0.08,0.35,173096.0,1100.0,1100.0,173096.0,,,,,,,,,,,,,,1100.0,0.17,0.17,,100.0,7.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.1492,157.36
2021-12-30,13500.0,2126520.0,27.55,0.52,2.13,1953248.0,1100.0,12400.0,173272.0,,,,11300.0,,,,,,,,1.78,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,16.3,0.7272,83.7,0.9156,157.52
2021-12-31,13500.0,2123820.0,25.43,0.52,2.12,1950768.0,1100.0,12400.0,173052.0,,,,,,,,,,,,,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,16.32,0.7269,83.68,0.9156,157.32
2022-01-03,13500.0,2142450.0,28.21,0.52,2.13,1967880.0,1100.0,12400.0,174570.0,,,,,,,,,,,,,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,16.31,0.727,83.69,0.9156,158.7
2022-01-04,22100.0,3501082.0,44.93,0.85,3.51,3120874.0,2400.0,19700.0,380208.0,,1300.0,1.18,,,,7300.0,,,1.18,1300.0,,,,0.38,,,100.0,14.96,0.0,0.0,0.0,100.0,9.94,0.821,90.06,1.3774,158.42
2022-01-05,22100.0,3453346.0,42.83,0.85,3.5,3078322.0,2400.0,19700.0,375024.0,,,,,,,,,,,,,,,0.38,,,100.0,14.96,0.0,0.0,0.0,100.0,9.94,0.821,90.06,1.3774,156.26
2022-01-06,19500.0,3000660.0,37.61,0.75,3.05,2831392.0,1100.0,18400.0,169268.0,,,,,,0.21,,1300.0,,,,,,1300.0,0.17,0.25,,100.0,7.46,0.0,0.0,0.0,100.0,11.26,0.8002,88.74,1.3225,153.88
2022-01-07,19500.0,2992860.0,34.1,0.75,3.0,2824032.0,1100.0,18400.0,168828.0,,,,,,,,,,,,,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,11.29,0.7997,88.71,1.3225,153.48
2022-01-10,19500.0,2982720.0,35.19,0.75,2.99,2814464.0,1100.0,18400.0,168256.0,,,,,,,,,,,,,,,0.17,,,100.0,7.46,0.0,0.0,0.0,100.0,11.29,0.7996,88.71,1.3225,152.96
2022-01-11,19900.0,3054650.0,41.21,0.77,3.04,2993250.0,400.0,19500.0,61400.0,,,0.16,,,0.11,1100.0,700.0,,0.16,,,,,0.06,,,100.0,3.0,0.0,0.0,0.0,100.0,5.55,0.8952,94.45,1.4912,153.5
2022-01-12,18800.0,2887304.0,34.77,0.72,2.89,2825872.0,400.0,18400.0,61432.0,,,,,,,,,,,,,,1100.0,0.06,0.17,,100.0,3.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.4088,153.58
2022-01-13,18800.0,2901592.0,35.42,0.72,2.89,2839856.0,400.0,18400.0,61736.0,,,,,,,,,,,,,,,0.06,,,100.0,3.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.4088,154.34
2022-01-14,26400.0,4056096.0,47.24,1.02,4.08,3994640.0,400.0,26000.0,61456.0,,,1.18,,,,7600.0,,,1.18,,,,,0.06,,,100.0,3.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.9783,153.64
2022-01-17,28400.0,4384960.0,48.08,1.08,4.37,4014400.0,2400.0,26000.0,370560.0,,2000.0,,,,,,,,,2000.0,,,,0.37,,,100.0,13.84,0.0,0.0,0.0,100.0,,1.0,100.0,1.6374,154.4
2022-01-18,28400.0,4359400.0,47.68,1.08,4.39,3991000.0,2400.0,26000.0,368400.0,,,,,,,,,,,,,,,0.37,,,100.0,13.84,0.0,0.0,0.0,100.0,,1.0,100.0,1.6374,153.5
2022-01-19,27700.0,4249734.0,46.77,1.05,4.26,3881526.0,2400.0,25300.0,368208.0,,,,,,,,,,,,,,700.0,0.37,0.13,,100.0,13.84,0.0,0.0,0.0,100.0,,1.0,100.0,1.597,153.42
2022-01-20,9600.0,1498368.0,14.99,0.37,1.47,1186208.0,2000.0,7600.0,312160.0,,,,,,0.06,,400.0,,,,,,17700.0,0.31,2.73,,100.0,12.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.5802,156.08
2022-01-21,12000.0,1842000.0,17.63,0.45,1.87,1535000.0,2000.0,10000.0,307000.0,,,0.4,,,,2400.0,,,0.4,,,,,0.31,,,100.0,12.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.7253,153.5
2022-01-24,2400.0,362064.0,2.95,0.09,0.37,362064.0,0.0,2400.0,0.0,,,,,,0.31,,2000.0,,,,,,7600.0,0.0,1.19,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1913,150.86
2022-01-25,2400.0,361344.0,1.72,0.09,0.36,361344.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1913,150.56
2022-01-26,2400.0,365808.0,1.67,0.09,0.36,365808.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1913,152.42
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2400.0,0.0,0.37,,0.0,0.0,12545.0,1947234.9,1.91,0.0,,0.0,,0.0,155.22
2022-01-28,10400.0,1599104.0,7.61,0.39,1.62,1599104.0,0.0,10400.0,0.0,,,,10400.0,,,,,,,,1.62,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.829,153.76
2022-01-31,10400.0,1602224.0,8.03,0.39,1.61,1602224.0,0.0,10400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.829,154.06
2022-02-01,10400.0,1610752.0,8.03,0.39,1.61,1610752.0,0.0,10400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.829,154.88
2022-02-02,10400.0,1622192.0,8.14,0.39,1.61,1622192.0,0.0,10400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.829,155.98
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10400.0,0.0,1.59,,0.0,0.0,12545.0,1930926.4,1.96,0.0,,0.0,,0.0,153.92
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1899062.1,1.93,0.0,,0.0,,0.0,151.38
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1880746.4,1.9,0.0,,0.0,,0.0,149.92
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1874975.7,1.88,0.0,,0.0,,0.0,149.46
2022-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1898560.3,1.87,0.0,,0.0,,0.0,151.34
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1898309.4,1.89,0.0,,0.0,,0.0,151.32
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1886517.1,1.89,0.0,,0.0,,0.0,150.38
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1848631.2,1.89,0.0,,0.0,,0.0,147.36
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1874473.9,1.85,0.0,,0.0,,0.0,149.42
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1878990.1,1.87,0.0,,0.0,,0.0,149.78
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1891033.3,1.88,0.0,,0.0,,0.0,150.74
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1884008.1,1.89,0.0,,0.0,,0.0,150.18
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1853147.4,1.88,0.0,,0.0,,0.0,147.72
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1851140.2,1.85,0.0,,0.0,,0.0,147.56
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1854151.0,1.85,0.0,,0.0,,0.0,147.8
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1837089.8,1.86,0.0,,0.0,,0.0,146.44
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1922646.7,1.84,0.0,,0.0,,0.0,153.26
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1960783.5,1.93,0.0,,0.0,,0.0,156.3
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1881499.1,1.96,0.0,,0.0,,0.0,149.98
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1848129.4,1.88,0.0,,0.0,,0.0,147.32
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12545.0,1785404.4,1.85,0.0,,0.0,,0.0,142.32
2022-03-04,3900.0,547794.0,3.34,0.18,0.56,547794.0,0.0,3900.0,0.0,,,,3900.0,,,,,,,,0.56,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3109,140.46
2022-03-07,9100.0,1278914.0,8.67,0.42,1.28,983780.0,2100.0,7000.0,295134.0,,,0.42,,,,3100.0,,,0.42,,,2100.0,,0.29,,,100.0,14.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.6214,140.54
2022-03-08,10600.0,1510288.0,22.3,0.49,1.49,1211080.0,2100.0,8500.0,299208.0,,,0.22,,,,1500.0,,,0.22,,,,,0.29,,,100.0,14.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.7238,142.48
2022-03-09,27600.0,4106880.0,64.95,1.28,3.93,3794400.0,2100.0,25500.0,312480.0,,,2.46,,,,17000.0,,,2.46,,,,,0.3,,,100.0,14.34,0.0,0.0,0.0,100.0,,1.0,100.0,1.8846,148.8
2022-03-10,18500.0,2697300.0,43.42,0.86,2.74,2697300.0,0.0,18500.0,0.0,,,,,,0.3,,2100.0,,,,,,7000.0,0.0,0.92,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.4747,145.8
2022-03-11,18500.0,2701370.0,39.58,0.86,2.69,2701370.0,0.0,18500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.4747,146.02
2022-03-14,20100.0,2950278.0,42.87,0.93,2.93,2950278.0,0.0,20100.0,0.0,,,0.25,,,,1600.0,,,0.25,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.6022,146.78
2022-03-15,21600.0,3195072.0,46.11,1.0,3.17,3135904.0,400.0,21200.0,59168.0,,,0.18,,,,1100.0,,,0.18,,,400.0,,0.06,,,100.0,3.09,0.0,0.0,0.0,100.0,,1.0,100.0,1.6686,147.92
2022-03-16,22900.0,3364010.0,49.21,1.07,3.41,3305250.0,400.0,22500.0,58760.0,,,0.25,,,,1300.0,,,0.25,,,,,0.06,,,100.0,3.09,0.0,0.0,0.0,100.0,,1.0,100.0,1.769,146.9
2022-03-17,22900.0,3396986.0,48.29,1.07,3.35,3337650.0,400.0,22500.0,59336.0,,,,,,,,,,,,,,,0.06,,,100.0,3.09,0.0,0.0,0.0,100.0,,1.0,100.0,1.769,148.34
2022-03-18,25700.0,3819534.0,61.18,1.2,3.81,3552018.0,1800.0,23900.0,267516.0,,1400.0,0.23,,,,1400.0,,,0.23,1400.0,,,,0.27,,,100.0,12.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.7916,148.62
2022-03-21,24900.0,3685200.0,54.93,1.16,3.69,3478000.0,1400.0,23500.0,207200.0,,,,,,0.06,,400.0,,,,,,400.0,0.21,0.07,,100.0,10.04,0.0,0.0,0.0,100.0,,1.0,100.0,1.7856,148.0
2022-03-22,24200.0,3610640.0,51.91,1.13,3.58,3401760.0,1400.0,22800.0,208880.0,,,,,,,,,,,,,,700.0,0.21,0.11,,100.0,10.04,0.0,0.0,0.0,100.0,,1.0,100.0,1.7354,149.2
2022-03-23,24200.0,3519648.0,53.16,1.13,3.6,3316032.0,1400.0,22800.0,203616.0,,,,,,,,,,,,,,,0.21,,,100.0,10.04,0.0,0.0,0.0,100.0,,1.0,100.0,1.7354,145.44
2022-03-24,23500.0,3424420.0,52.03,1.09,3.42,3220412.0,1400.0,22100.0,204008.0,,,,,,,,,,,,,,700.0,0.21,0.18,,100.0,10.04,0.0,0.0,0.0,100.0,,1.0,100.0,1.6852,145.72
2022-03-25,22800.0,3336096.0,46.57,1.06,3.33,3131248.0,1400.0,21400.0,204848.0,,,,,,,,,,,,,,700.0,0.21,0.09,,100.0,10.04,0.0,0.0,0.0,100.0,,1.0,100.0,1.635,146.32
2022-03-28,21400.0,3168912.0,40.81,1.0,3.13,3168912.0,0.0,21400.0,0.0,,,,,,0.21,,1400.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.7059,148.08
2022-03-29,19800.0,2970792.0,34.03,0.92,2.94,2970792.0,0.0,19800.0,0.0,,,,,,,,,,,,,,1600.0,0.0,0.17,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.5783,150.04
2022-03-30,19800.0,2995740.0,33.82,0.92,2.99,2995740.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.5783,151.3
2022-03-31,19800.0,3010788.0,32.72,0.92,2.98,3010788.0,0.0,19800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.5783,152.06
2022-04-01,17000.0,2582980.0,28.46,0.79,2.59,2582980.0,0.0,17000.0,0.0,,,,,,,,,,,,,,2800.0,0.0,0.4,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3551,151.94
2022-04-04,20200.0,3082520.0,33.75,0.94,3.07,3082520.0,0.0,20200.0,0.0,,,0.46,,,,3200.0,,,0.46,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.6102,152.6
