,CFI FP Equity_DX_SI_QTY,CFI FP Equity_DX_SHORT_INTEREST_VALUE,CFI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CFI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CFI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CFI FP Equity_DX_SI_MV,CFI FP Equity_DX_DSS,CFI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CFI FP Equity_DX_SUPPLY_SI_QTY,CFI FP Equity_DX_BROKER_SI_QTY,CFI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CFI FP Equity_DX_BROKER_SI_QTY_ADD,CFI FP Equity_DX_SUPPLY_SI_MV_DEC,CFI FP Equity_DX_SUPPLY_SI_QTY_DEC,CFI FP Equity_DX_BROKER_SI_MV_ADD,CFI FP Equity_DX_SUPPLY_SI_QTY_ADD,CFI FP Equity_DX_BROKER_SI_QTY_DEC,CFI FP Equity_DX_SUPPLY_SI_MV,CFI FP Equity_DX_BROKER_SI_MV_DEC,CFI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CFI FP Equity_DX_UTILIZATION_QUANTITY,CFI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CFI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CFI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CFI FP Equity_DX_ACTIVE_UTILIZATION_MV,CFI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CFI FP Equity_DX_BROKER_SI_CON_RATIO,CFI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CFI FP Equity_DX_DEMAND_SUPPLY_RATIO,CFI FP Equity_PX_LAST
2000-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5
2000-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
2000-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
2000-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75
2000-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75
2000-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1
2000-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2000-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
2000-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1
2000-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1
2000-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1
2000-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2000-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2000-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2000-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2000-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
2000-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
2000-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2000-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9
2000-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2000-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
2000-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2000-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2000-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8
2000-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8
2000-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4
2000-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3
2000-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
2000-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
2000-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
2000-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
2000-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
2000-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3
2000-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5
2000-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5
2000-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5
2000-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
2000-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
2000-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
2000-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5
2000-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.05
2000-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.05
2000-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
2000-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
2000-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7
2000-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0
2000-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
2000-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2000-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8
2000-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4
2000-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
2000-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
2000-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7
2000-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2000-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
2000-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
2000-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
2000-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5
2000-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5
2000-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
2000-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2000-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2000-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1
2000-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2000-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9
2000-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.65
2000-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9
2000-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2000-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2000-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7
2000-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2000-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2000-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2000-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2000-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0
2000-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
2000-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2000-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2
2000-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2000-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.45
2000-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.95
2000-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7
2000-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2
2000-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.45
2000-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.75
2000-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9
2000-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.85
2000-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2
2000-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1
2000-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.15
2000-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2000-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7
2000-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5
2000-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.95
2000-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
2000-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2000-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1
2000-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.2
2000-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.95
2000-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5
2000-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9
2000-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9
2000-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.25
2000-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9
2000-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.85
2000-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
2000-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.65
2000-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1
2000-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9
2000-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9
2000-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5
2000-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3
2001-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.75
2001-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2001-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.55
2001-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.55
2001-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.55
2001-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3
2001-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5
2001-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2001-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.55
2001-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5
2001-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2001-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2001-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9
2001-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2001-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2001-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2001-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7
2001-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0
2001-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6
2001-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7
2001-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8
2001-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6
2001-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6
2001-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0
2001-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6
2001-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2001-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
2001-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
2001-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
2001-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2001-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.65
2001-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.65
2001-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5
2001-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5
2001-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.65
2001-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.75
2001-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3
2001-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9
2001-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9
2001-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9
2001-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7
2001-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.05
2001-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
2001-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8
2001-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.5
2001-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8
2001-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
2001-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.95
2001-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.35
2001-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
2001-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1
2001-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5
2001-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4
2001-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6
2001-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2001-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9
2001-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5
2001-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5
2001-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1
2001-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1
2001-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7
2001-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8
2001-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3
2001-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3
2001-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.75
2001-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7
2001-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1
2001-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2001-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.35
2001-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.35
2001-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.35
2001-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.35
2001-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7
2001-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7
2001-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.35
2001-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
2001-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.35
2001-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1
2001-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2001-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
2001-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2
2001-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.55
2001-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5
2001-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3
2001-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
2001-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
2001-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1
2001-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1
2001-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1
2001-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2001-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2001-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0
2001-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0
2002-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1
2002-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5
2002-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.35
2002-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9
2002-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1
2002-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5
2002-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9
2002-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5
2002-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8
2002-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8
2002-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8
2002-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8
2002-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8
2002-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8
2002-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9
2002-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9
2002-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9
2002-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5
2002-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5
2002-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5
2002-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
2002-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2002-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.05
2002-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.55
2002-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
2002-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.05
2002-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
2002-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
2002-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.95
2002-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
2002-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
2002-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0
2002-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8
2002-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8
2002-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8
2002-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2002-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2002-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
2002-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0
2002-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7
2002-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2002-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2002-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5
2002-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2002-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5
2002-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5
2002-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5
2002-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2002-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.25
2002-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2002-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2002-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7
2002-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.75
2002-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8
2002-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2002-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0
2002-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.45
2002-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.75
2003-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2003-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5
2003-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.75
2003-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.75
2003-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75
2003-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.85
2003-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0
