,ALCAB FP Equity_DX_SI_QTY,ALCAB FP Equity_DX_SHORT_INTEREST_VALUE,ALCAB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCAB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCAB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCAB FP Equity_DX_SI_MV,ALCAB FP Equity_DX_DSS,ALCAB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCAB FP Equity_DX_SUPPLY_SI_QTY,ALCAB FP Equity_DX_BROKER_SI_QTY,ALCAB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCAB FP Equity_DX_BROKER_SI_QTY_ADD,ALCAB FP Equity_DX_BROKER_SI_MV_ADD,ALCAB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCAB FP Equity_DX_BROKER_SI_QTY_DEC,ALCAB FP Equity_DX_SUPPLY_SI_MV,ALCAB FP Equity_DX_BROKER_SI_MV_DEC,ALCAB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCAB FP Equity_DX_UTILIZATION_QUANTITY,ALCAB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCAB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCAB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCAB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCAB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCAB FP Equity_DX_BROKER_SI_CON_RATIO,ALCAB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCAB FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCAB FP Equity_PX_LAST
2025-07-24,300.0,10.32,0.01,0.0,0.01,0.0,0.0,6.88,100.0,200.0,3.44,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,24.35,0.6316,75.65,2.1429,0.0344
2025-07-25,300.0,9.18,0.01,0.0,0.01,0.0,0.0,6.12,100.0,200.0,3.06,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,22.68,0.6492,77.32,2.1429,0.0306
2025-07-28,300.0,9.24,0.01,0.0,0.01,0.0,0.0,6.16,100.0,200.0,3.08,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,23.34,0.6421,76.66,2.1429,0.0308
2025-07-29,300.0,10.08,0.01,0.0,0.01,0.0,0.0,6.72,100.0,200.0,3.36,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,25.02,0.6248,74.98,2.1429,0.0336
2025-07-30,300.0,10.62,0.01,0.0,0.01,0.0,0.0,7.08,100.0,200.0,3.54,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,24.51,0.63,75.49,2.1429,0.0354
2025-07-31,300.0,9.66,0.01,0.0,0.01,0.0,0.0,6.44,100.0,200.0,3.22,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,23.42,0.6413,76.58,2.1429,0.0322
2025-08-01,300.0,9.0,0.01,0.0,0.01,0.0,0.0,6.0,100.0,200.0,3.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,22.71,0.6489,77.29,2.1429,0.03
2025-08-04,300.0,9.0,0.01,0.0,0.01,0.0,0.0,6.0,100.0,200.0,3.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,23.09,0.6448,76.91,2.1429,0.03
2025-08-05,300.0,8.94,0.01,0.0,0.01,0.0,0.0,5.96,100.0,200.0,2.98,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,23.09,0.6448,76.91,2.1429,0.0298
2025-08-06,300.0,9.0,0.01,0.0,0.01,0.0,0.0,6.0,100.0,200.0,3.0,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,23.13,0.6444,76.87,2.1429,0.03
2025-08-07,300.0,8.76,0.01,0.0,0.01,0.0,0.0,5.84,100.0,200.0,2.92,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,22.62,0.65,77.38,2.1429,0.0292
2025-08-08,300.0,9.42,0.01,0.0,0.01,0.0,0.0,6.28,100.0,200.0,3.14,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,24.06,0.6346,75.94,2.1429,0.0314
2025-08-11,300.0,10.8,0.01,0.0,0.01,0.0,0.0,7.2,100.0,200.0,3.6,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,26.22,0.6131,73.78,2.1429,0.036
2025-08-12,300.0,11.16,0.01,0.0,0.01,0.0,0.0,7.44,100.0,200.0,3.72,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,26.0,0.6152,74.0,2.1429,0.0372
2025-08-13,300.0,26.7,0.0,0.0,0.0,0.0,0.0,17.8,100.0,200.0,8.9,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,45.39,0.5043,54.61,2.1429,0.089
2025-08-14,300.0,35.1,0.0,0.0,0.0,0.0,0.0,23.4,100.0,200.0,11.7,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,42.41,0.5115,57.59,2.1429,0.117
2025-08-15,300.0,30.3,0.0,0.0,0.0,0.0,0.0,20.2,100.0,200.0,10.1,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,29.63,0.583,70.37,2.1429,0.101
2025-08-18,300.0,32.7,0.0,0.0,0.0,0.0,0.0,21.8,100.0,200.0,10.9,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,34.48,0.5482,65.52,2.1429,0.109
2025-08-19,300.0,30.6,0.0,0.0,0.0,0.0,0.0,20.4,100.0,200.0,10.2,,,,,0.0,,100.0,6.94,0.0,0.0,0.0,100.0,31.34,0.5697,68.66,0.2083,0.102
2025-08-20,300.0,30.3,0.0,0.0,0.0,0.0,0.0,20.2,100.0,200.0,10.1,,,,,0.0,,100.0,6.94,0.0,0.0,0.0,100.0,32.57,0.5608,67.43,0.2083,0.101
2025-08-21,300.0,25.5,0.0,0.0,0.0,0.0,0.0,17.0,100.0,200.0,8.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,29.1,0.5874,70.9,2.1429,0.085
2025-08-22,300.0,19.5,0.0,0.0,0.0,0.0,0.0,13.0,100.0,200.0,6.5,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,27.16,0.6043,72.84,2.1429,0.065
2025-08-25,300.0,10.56,0.0,0.0,0.0,0.0,0.0,7.04,100.0,200.0,3.52,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,32.78,0.5593,67.22,2.1429,0.0352
2025-08-26,300.0,12.24,0.0,0.0,0.0,0.0,0.0,8.16,100.0,200.0,4.08,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,36.11,0.5386,63.89,2.1429,0.0408
2025-08-27,300.0,14.04,0.0,0.0,0.0,0.0,0.0,9.36,100.0,200.0,4.68,,,,,0.0,,100.0,0.44,0.0,0.0,0.0,100.0,35.89,0.5398,64.11,0.0132,0.0468
2025-08-28,300.0,11.34,0.0,0.0,0.0,0.0,0.0,7.56,100.0,200.0,3.78,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,28.27,0.5944,71.73,2.1429,0.0378
2025-08-29,300.0,10.62,0.0,0.0,0.0,0.0,0.0,7.08,100.0,200.0,3.54,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,31.36,0.5695,68.64,2.1429,0.0354
