,ALUNT FP Equity_DX_SI_QTY,ALUNT FP Equity_DX_SHORT_INTEREST_VALUE,ALUNT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALUNT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALUNT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALUNT FP Equity_DX_SI_MV,ALUNT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALUNT FP Equity_DX_SUPPLY_SI_QTY,ALUNT FP Equity_DX_BROKER_SI_QTY,ALUNT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALUNT FP Equity_DX_SUPPLY_SI_MV,ALUNT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALUNT FP Equity_DX_UTILIZATION_QUANTITY,ALUNT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALUNT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALUNT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALUNT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALUNT FP Equity_DX_BROKER_SI_CON_RATIO,ALUNT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALUNT FP Equity_PX_LAST
2023-12-18,,,,,,,,,,,,,,,,,,,,1.95
2023-12-19,,,,,,,,,,,,,,,,,,,,1.94
2023-12-20,,,,,,,,,,,,,,,,,,,,1.94
2023-12-21,,,,,,,,,,,,,,,,,,,,1.94
2023-12-22,,,,,,,,,,,,,,,,,,,,1.93
2023-12-27,,,,,,,,,,,,,,,,,,,,1.94
2023-12-28,,,,,,,,,,,,,,,,,,,,1.93
2023-12-29,,,,,,,,,,,,,,,,,,,,1.93
2024-01-02,,,,,,,,,,,,,,,,,,,,1.93
2024-01-03,,,,,,,,,,,,,,,,,,,,1.93
2024-01-04,,,,,,,,,,,,,,,,,,,,1.93
2024-01-05,,,,,,,,,,,,,,,,,,,,1.93
2024-01-08,,,,,,,,,,,,,,,,,,,,1.93
2024-01-09,,,,,,,,,,,,,,,,,,,,1.9
2024-01-10,,,,,,,,,,,,,,,,,,,,1.94
2024-01-11,,,,,,,,,,,,,,,,,,,,1.93
2024-01-12,,,,,,,,,,,,,,,,,,,,1.93
2024-01-15,,,,,,,,,,,,,,,,,,,,1.94
2024-01-16,,,,,,,,,,,,,,,,,,,,1.93
2024-01-17,,,,,,,,,,,,,,,,,,,,1.85
2024-01-18,,,,,,,,,,,,,,,,,,,,1.86
2024-01-19,,,,,,,,,,,,,,,,,,,,1.86
2024-01-22,,,,,,,,,,,,,,,,,,,,1.94
2024-01-23,,,,,,,,,,,,,,,,,,,,1.93
2024-01-24,,,,,,,,,,,,,,,,,,,,1.93
2024-01-25,,,,,,,,,,,,,,,,,,,,1.93
2024-01-26,,,,,,,,,,,,,,,,,,,,1.93
2024-01-29,,,,,,,,,,,,,,,,,,,,1.93
2024-01-30,,,,,,,,,,,,,,,,,,,,1.93
2024-01-31,,,,,,,,,,,,,,,,,,,,1.93
2024-02-01,,,,,,,,,,,,,,,,,,,,1.8
2024-02-02,,,,,,,,,,,,,,,,,,,,1.94
2024-02-05,,,,,,,,,,,,,,,,,,,,1.9
2024-02-06,,,,,,,,,,,,,,,,,,,,1.89
2024-02-07,,,,,,,,,,,,,,,,,,,,1.89
2024-02-08,,,,,,,,,,,,,,,,,,,,1.89
2024-02-09,,,,,,,,,,,,,,,,,,,,1.89
2024-02-12,,,,,,,,,,,,,,,,,,,,1.89
2024-02-13,,,,,,,,,,,,,,,,,,,,1.9
2024-02-14,,,,,,,,,,,,,,,,,,,,1.75
2024-02-15,,,,,,,,,,,,,,,,,,,,1.76
2024-02-16,,,,,,,,,,,,,,,,,,,,1.76
2024-02-19,,,,,,,,,,,,,,,,,,,,1.76
2024-02-20,,,,,,,,,,,,,,,,,,,,1.76
2024-02-21,,,,,,,,,,,,,,,,,,,,1.7
2024-02-22,,,,,,,,,,,,,,,,,,,,1.69
2024-02-23,,,,,,,,,,,,,,,,,,,,1.69
2024-02-26,,,,,,,,,,,,,,,,,,,,1.69
2024-02-27,,,,,,,,,,,,,,,,,,,,1.69
2024-02-28,,,,,,,,,,,,,,,,,,,,1.69
2024-02-29,,,,,,,,,,,,,,,,,,,,1.69
2024-03-01,,,,,,,,,,,,,,,,,,,,1.7
2024-03-04,,,,,,,,,,,,,,,,,,,,1.67
2024-03-05,,,,,,,,,,,,,,,,,,,,1.66
2024-03-06,,,,,,,,,,,,,,,,,,,,1.66
2024-03-07,,,,,,,,,,,,,,,,,,,,1.59
2024-03-08,,,,,,,,,,,,,,,,,,,,1.54
2024-03-11,,,,,,,,,,,,,,,,,,,,1.53
2024-03-12,,,,,,,,,,,,,,,,,,,,1.6
2024-03-13,,,,,,,,,,,,,,,,,,,,1.6
2024-03-14,,,,,,,,,,,,,,,,,,,,1.67
2024-03-15,,,,,,,,,,,,,,,,,,,,1.65
2024-03-18,,,,,,,,,,,,,,,,,,,,1.64
2024-03-19,,,,,,,,,,,,,,,,,,,,1.61
2024-03-20,,,,,,,,,,,,,,,,,,,,1.61
2024-03-21,,,,,,,,,,,,,,,,,,,,1.58
2024-03-22,,,,,,,,,,,,,,,,,,,,1.58
2024-03-25,,,,,,,,,,,,,,,,,,,,1.58
2024-03-26,,,,,,,,,,,,,,,,,,,,1.58
2024-03-27,,,,,,,,,,,,,,,,,,,,1.58
2024-03-28,,,,,,,,,,,,,,,,,,,,1.58
2024-04-02,,,,,,,,,,,,,,,,,,,,1.59
2024-04-03,,,,,,,,,,,,,,,,,,,,1.6
2024-04-04,,,,,,,,,,,,,,,,,,,,1.56
2024-04-05,,,,,,,,,,,,,,,,,,,,1.47
2024-04-08,,,,,,,,,,,,,,,,,,,,1.52
2024-04-09,,,,,,,,,,,,,,,,,,,,1.53
2024-04-10,,,,,,,,,,,,,,,,,,,,1.52
2024-04-11,,,,,,,,,,,,,,,,,,,,1.6
2024-04-12,,,,,,,,,,,,,,,,,,,,1.62
2024-04-15,,,,,,,,,,,,,,,,,,,,1.46
2024-04-16,,,,,,,,,,,,,,,,,,,,1.47
2024-04-17,,,,,,,,,,,,,,,,,,,,1.52
2024-04-18,,,,,,,,,,,,,,,,,,,,1.52
2024-04-19,,,,,,,,,,,,,,,,,,,,1.52
2024-04-22,,,,,,,,,,,,,,,,,,,,1.56
2024-04-23,,,,,,,,,,,,,,,,,,,,1.57
2024-04-24,,,,,,,,,,,,,,,,,,,,1.8
2024-04-25,,,,,,,,,,,,,,,,,,,,1.36
2024-04-26,,,,,,,,,,,,,,,,,,,,1.69
2024-04-29,,,,,,,,,,,,,,,,,,,,1.68
2024-04-30,,,,,,,,,,,,,,,,,,,,1.6
2024-05-02,,,,,,,,,,,,,,,,,,,,1.59
2024-05-03,,,,,,,,,,,,,,,,,,,,1.6
2024-05-06,,,,,,,,,,,,,,,,,,,,1.52
2024-05-07,,,,,,,,,,,,,,,,,,,,1.49
2024-05-08,,,,,,,,,,,,,,,,,,,,1.46
2024-05-09,,,,,,,,,,,,,,,,,,,,1.42
2024-05-10,,,,,,,,,,,,,,,,,,,,1.42
2024-05-13,,,,,,,,,,,,,,,,,,,,1.41
2024-05-14,,,,,,,,,,,,,,,,,,,,1.35
2024-05-15,,,,,,,,,,,,,,,,,,,,1.37
2024-05-16,,,,,,,,,,,,,,,,,,,,1.43
2024-05-17,,,,,,,,,,,,,,,,,,,,1.43
2024-05-20,,,,,,,,,,,,,,,,,,,,1.43
2024-05-21,,,,,,,,,,,,,,,,,,,,1.43
2024-05-22,,,,,,,,,,,,,,,,,,,,1.43
2024-05-23,,,,,,,,,,,,,,,,,,,,1.44
2024-05-24,,,,,,,,,,,,,,,,,,,,1.44
2024-05-27,,,,,,,,,,,,,,,,,,,,1.43
2024-05-28,,,,,,,,,,,,,,,,,,,,1.43
2024-05-29,,,,,,,,,,,,,,,,,,,,1.43
2024-05-30,,,,,,,,,,,,,,,,,,,,1.36
2024-05-31,,,,,,,,,,,,,,,,,,,,1.29
2024-06-03,,,,,,,,,,,,,,,,,,,,1.47
2024-06-04,,,,,,,,,,,,,,,,,,,,1.46
2024-06-05,,,,,,,,,,,,,,,,,,,,1.51
2024-06-06,,,,,,,,,,,,,,,,,,,,1.5
2024-06-07,,,,,,,,,,,,,,,,,,,,1.49
2024-06-10,,,,,,,,,,,,,,,,,,,,1.48
2024-06-11,,,,,,,,,,,,,,,,,,,,1.4
2024-06-12,,,,,,,,,,,,,,,,,,,,1.38
2024-06-13,,,,,,,,,,,,,,,,,,,,1.37
2024-06-14,,,,,,,,,,,,,,,,,,,,1.24
2024-06-17,,,,,,,,,,,,,,,,,,,,1.24
2024-06-18,,,,,,,,,,,,,,,,,,,,1.19
2024-06-19,,,,,,,,,,,,,,,,,,,,1.1
2024-06-20,,,,,,,,,,,,,,,,,,,,1.12
2024-06-21,,,,,,,,,,,,,,,,,,,,1.11
2024-06-24,,,,,,,,,,,,,,,,,,,,1.04
2024-06-25,,,,,,,,,,,,,,,,,,,,0.895
2024-06-26,,,,,,,,,,,,,,,,,,,,1.0
2024-06-27,,,,,,,,,,,,,,,,,,,,1.0
2024-06-28,,,,,,,,,,,,,,,,,,,,0.995
2024-07-01,,,,,,,,,,,,,,,,,,,,1.0
2024-07-02,,,,,,,,,,,,,,,,,,,,1.0
2024-07-03,,,,,,,,,,,,,,,,,,,,1.1
2024-07-04,,,,,,,,,,,,,,,,,,,,1.1
2024-07-05,,,,,,,,,,,,,,,,,,,,1.12
2024-07-08,,,,,,,,,,,,,,,,,,,,1.12
2024-07-09,,,,,,,,,,,,,,,,,,,,1.12
2024-07-10,,,,,,,,,,,,,,,,,,,,1.12
2024-07-11,,,,,,,,,,,,,,,,,,,,1.12
2024-07-12,,,,,,,,,,,,,,,,,,,,1.12
2024-07-15,,,,,,,,,,,,,,,,,,,,1.12
2024-07-16,,,,,,,,,,,,,,,,,,,,1.12
2024-07-17,,,,,,,,,,,,,,,,,,,,1.12
2024-07-18,,,,,,,,,,,,,,,,,,,,1.12
2024-07-19,,,,,,,,,,,,,,,,,,,,1.12
2024-07-22,,,,,,,,,,,,,,,,,,,,1.12
2024-07-23,,,,,,,,,,,,,,,,,,,,1.12
2024-07-24,,,,,,,,,,,,,,,,,,,,1.12
2024-07-25,,,,,,,,,,,,,,,,,,,,1.12
2024-07-26,,,,,,,,,,,,,,,,,,,,1.12
2024-07-29,,,,,,,,,,,,,,,,,,,,1.12
2024-07-30,,,,,,,,,,,,,,,,,,,,1.12
2024-07-31,,,,,,,,,,,,,,,,,,,,1.12
2024-08-01,,,,,,,,,,,,,,,,,,,,1.1
2024-08-02,,,,,,,,,,,,,,,,,,,,1.1
2024-08-05,,,,,,,,,,,,,,,,,,,,1.1
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,110.0,0.0,0.0,0.0,0.0,1.1
2024-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,110.0,0.0,0.0,0.0,0.0,1.1
2024-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,122.0,0.0,0.0,0.0,0.0,1.22
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,121.0,0.0,0.0,0.0,0.0,1.21
2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,120.0,0.0,0.0,0.0,0.0,1.2
2024-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,120.0,0.0,0.0,0.0,0.0,1.2
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,120.0,0.0,0.0,0.0,0.0,1.2
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,120.0,0.0,0.0,0.0,0.0,1.2
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,124.0,0.0,0.0,0.0,0.0,1.24
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,125.0,0.0,0.0,0.0,0.0,1.25
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,125.0,0.0,0.0,0.0,0.0,1.25
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,125.0,0.0,0.0,0.0,0.0,1.25
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,124.0,0.0,0.0,0.0,0.0,1.24
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,124.0,0.0,0.0,0.0,0.0,1.24
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,125.0,0.0,0.0,0.0,0.0,1.25
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,128.0,0.0,0.0,0.0,0.0,1.28
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,128.0,0.0,0.0,0.0,0.0,1.28
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,128.0,0.0,0.0,0.0,0.0,1.28
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,128.0,0.0,0.0,0.0,0.0,1.28
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,113.0,0.0,0.0,0.0,0.0,1.13
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,101.0,0.0,0.0,0.0,0.0,1.01
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0
2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.0,0.0,0.0,0.0,0.0,0.9
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,91.0,0.0,0.0,0.0,0.0,0.91
2024-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,99.5,0.0,0.0,0.0,0.0,0.995
2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,102.0,0.0,0.0,0.0,0.0,1.02
2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,101.0,0.0,0.0,0.0,0.0,1.01
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,101.0,0.0,0.0,0.0,0.0,1.01
2024-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,110.0,0.0,0.0,0.0,0.0,1.1
2024-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,110.0,0.0,0.0,0.0,0.0,1.1
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,120.0,0.0,0.0,0.0,0.0,1.2
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,123.0,0.0,0.0,0.0,0.0,1.23
2024-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,133.0,0.0,0.0,0.0,0.0,1.33
2024-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,142.0,0.0,0.0,0.0,0.0,1.42
2024-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,143.0,0.0,0.0,0.0,0.0,1.43
2024-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,144.0,0.0,0.0,0.0,0.0,1.44
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,144.0,0.0,0.0,0.0,0.0,1.44
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0,0.0,0.0,0.0,0.0,1.5
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,169.0,0.0,0.0,0.0,0.0,1.69
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,160.0,0.0,0.0,0.0,0.0,1.6
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,169.0,0.0,0.0,0.0,0.0,1.69
2024-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,168.0,0.0,0.0,0.0,0.0,1.68
2024-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,164.0,0.0,0.0,0.0,0.0,1.64
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,164.0,0.0,0.0,0.0,0.0,1.64
2024-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,155.0,0.0,0.0,0.0,0.0,1.55
2024-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,153.0,0.0,0.0,0.0,0.0,1.53
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0,0.0,0.0,0.0,0.0,1.5
2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0,0.0,0.0,0.0,0.0,1.5
2024-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0,0.0,0.0,0.0,0.0,1.5
2024-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,155.0,0.0,0.0,0.0,0.0,1.55
2024-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,154.0,0.0,0.0,0.0,0.0,1.54
2024-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,147.0,0.0,0.0,0.0,0.0,1.47
2024-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,148.0,0.0,0.0,0.0,0.0,1.48
2024-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,152.0,0.0,0.0,0.0,0.0,1.52
2024-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,153.0,0.0,0.0,0.0,0.0,1.53
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,154.0,0.0,0.0,0.0,0.0,1.54
2024-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,153.0,0.0,0.0,0.0,0.0,1.53
2024-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,154.0,0.0,0.0,0.0,0.0,1.54
2024-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,154.0,0.0,0.0,0.0,0.0,1.54
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,152.0,0.0,0.0,0.0,0.0,1.52
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,153.0,0.0,0.0,0.0,0.0,1.53
2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,153.0,0.0,0.0,0.0,0.0,1.53
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,119.0,0.0,0.0,0.0,0.0,1.19
2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,130.0,0.0,0.0,0.0,0.0,1.3
2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,130.0,0.0,0.0,0.0,0.0,1.3
2024-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,130.0,0.0,0.0,0.0,0.0,1.3
2024-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,130.0,0.0,0.0,0.0,0.0,1.3
2024-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,134.0,0.0,0.0,0.0,0.0,1.34
2024-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,149.0,0.0,0.0,0.0,0.0,1.49
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,170.0,0.0,0.0,0.0,0.0,1.7
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,169.0,0.0,0.0,0.0,0.0,1.69
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,169.0,0.0,0.0,0.0,0.0,1.69
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,169.0,0.0,0.0,0.0,0.0,1.69
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0,0.0,0.0,0.0,0.0,1.5
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,178.0,0.0,0.0,0.0,0.0,1.78
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,163.0,0.0,0.0,0.0,0.0,1.63
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,165.0,0.0,0.0,0.0,0.0,1.65
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0,0.0,0.0,0.0,0.0,1.5
