,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_x,DG FP Equity_y,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity,DG FP Equity
2024-03-05,836824.0,98494184.8,0.15,1.27,0.14,98.05,0.0,64533144.5,412062.0,548285.0,48499697.4,,,,4.51,,,,7.39,39000.0,63000.0,,,4.51,,,,,48.32,,,,0.26,0.26,157787680.0,18571609936.0,,18508.58,0.26,16.04,0.2827,47.81,0.0053
2024-03-06,852430.0,99904796.0,0.15,1.29,0.14,100.26,0.0,73371067.6,437890.0,626033.0,51320708.0,,,,8.01,,12562.0,,4.5,66186.0,38500.0,,,8.01,,1.47,64328.0,1000.0,51.57,0.12,,,0.28,0.28,156890432.0,18387558630.4,,18427.6,0.28,15.76,0.3015,50.1,0.0054
2024-03-07,897102.0,106647485.76,0.16,1.37,0.15,105.62,0.0,69628610.4,433920.0,585705.0,51584409.6,,,85000.0,2.6,,,,10.47,24000.0,88970.0,,,2.6,85000.0,,,64328.0,51.39,7.57,,,0.28,0.28,156243712.0,18574252482.56,,18351.19,0.28,14.89,0.3048,50.01,0.0057
2024-03-08,905042.0,107283678.68,0.16,1.37,0.15,107.88,0.0,71318998.3,425920.0,601645.0,50488556.8,,,,2.54,,940.0,,0.83,15000.0,8000.0,,,2.54,,0.11,,,51.14,,,,0.27,0.27,156421760.0,18542235430.4,,18568.38,0.27,14.79,0.3148,51.33,0.0058
2024-03-11,921830.0,109365911.2,0.16,1.41,0.16,109.65,0.0,66816980.24,481162.0,563191.0,57085059.68,,,,,,17966.0,,,,,,,,,2.14,55242.0,56420.0,57.58,6.85,,,0.31,0.31,154112384.0,18283893237.76,,18285.53,0.31,14.51,0.2615,45.16,0.006
2024-03-12,873963.0,104071514.04,0.16,1.38,0.15,103.98,0.0,62951522.92,522261.0,528649.0,62190839.88,,,24317.0,4.41,,,,1.66,37458.0,14000.0,,,4.41,24317.0,,30782.0,72000.0,62.46,8.5,,,0.34,0.34,154230480.0,18365765558.4,,18306.58,0.34,15.32,0.2244,39.55,0.0056
2024-03-13,1110181.0,132977480.18,0.2,1.75,0.19,132.62,0.0,90245246.5,478279.0,753425.0,57288258.62,,,,31.25,,,,5.18,259700.0,43982.0,,,31.25,,,,34924.0,57.38,4.11,,,0.31,0.31,154024432.0,18449046464.96,,18344.49,0.31,22.69,0.1946,31.98,0.0072
2024-03-14,2102835.0,246031695.0,0.37,3.37,0.36,250.89,0.0,151056243.0,972457.0,1291079.0,113777469.0,,,,69.6,,37276.0,,10.62,580378.0,85000.0,,,69.6,,4.44,579178.0,80000.0,116.46,9.33,,,0.63,0.63,153586704.0,17969644368.0,,18291.29,0.63,13.17,0.3344,54.01,0.0136
2024-03-15,2123979.0,248505543.0,0.38,3.36,0.36,249.0,0.0,159973866.0,948168.0,1367298.0,110935656.0,,,,22.48,,494.0,,9.09,188248.0,77056.0,,,22.48,,0.06,52767.0,112523.0,110.9,14.01,,,0.66,0.66,143183264.0,16752441888.0,,16744.09,0.66,11.79,0.3231,53.06,0.0147
2024-03-18,1942644.0,227483612.4,0.34,2.86,0.33,227.47,0.0,169960228.1,697857.0,1451411.0,81719054.7,,,15631.0,1.84,,300000.0,,31.4,15631.0,268794.0,,,1.84,15631.0,35.13,2852.0,231518.0,81.66,27.03,,,0.49,0.49,141633440.0,16585275824.0,,16585.18,0.49,15.46,0.1878,34.35,0.0136
2024-03-19,1175124.0,137677527.84,0.21,1.75,0.2,137.57,0.0,117085134.76,275763.0,999361.0,32308393.08,,,12147.0,,,,,50.81,,434241.0,,,,12147.0,,,452050.0,32.3,53.04,,,0.19,0.19,141753264.0,16607812410.24,,16610.48,0.19,21.39,0.1712,25.58,0.0083
2024-03-20,1092536.0,127477100.48,0.19,1.62,0.19,127.66,0.0,106969073.64,275763.0,916773.0,32176026.84,,,,,,,,,,,,,,,,,82588.0,32.31,9.65,,,0.19,0.19,141838608.0,16549728781.44,,16560.14,0.19,22.96,0.1785,27.46,0.0077
2024-03-21,853215.0,99621383.4,0.15,1.27,0.14,99.61,0.0,79099295.52,275763.0,677452.0,32198087.88,,,,,,,,,,,,,,,,,239321.0,32.18,28.03,,,0.19,0.19,141673680.0,16541818876.8,,16530.61,0.19,29.45,0.253,35.23,0.006
2024-03-22,2426205.0,282313213.8,0.43,3.7,0.41,283.02,0.0,170428070.32,1061543.0,1464662.0,123521143.48,,,,,,787210.0,,0.17,,1430.0,,,,,91.85,787210.0,,123.95,,,,0.75,0.75,140661040.0,16367318614.4,,16427.21,0.75,12.33,0.4527,64.93,0.0171
2024-03-25,2949294.0,342000132.24,0.52,4.49,0.5,343.31,0.0,166955729.2,1609524.0,1439770.0,186640403.04,,,5563.0,,,,,1.76,,14999.0,,,,5563.0,,557417.0,24892.0,187.34,2.92,,,1.14,1.14,139695360.0,16199073945.6,,16235.44,1.14,10.13,0.5469,72.53,0.0209
2024-03-26,3587903.0,425022989.38,0.64,5.44,0.61,418.05,0.0,248649435.36,1588887.0,2099016.0,188219554.02,,,,65.53,,93400.0,,2.87,565846.0,24642.0,,,65.53,,10.83,4005.0,,184.25,,,,1.13,1.13,139406080.0,16514044236.8,,16258.58,1.12,8.5,0.5793,75.11,0.0254
2024-03-27,4017273.0,482313796.38,0.71,6.04,0.68,472.25,0.0,298926948.78,1627592.0,2489813.0,195408695.52,,,,44.76,,132.0,,6.45,390665.0,56212.0,,,44.76,,0.02,94917.0,,192.81,,,,1.16,1.16,138325728.0,16607386903.68,,16437.38,1.16,7.63,0.6168,77.76,0.0287
2024-03-28,4015421.0,476871397.96,0.71,5.99,0.68,478.14,0.0,295776411.64,1625740.0,2490539.0,193072882.4,,,,,,858.0,,0.28,,2710.0,,,,,0.11,858.0,132.0,195.07,0.02,,,1.18,1.18,136126384.0,16166369363.84,,16309.9,1.18,7.45,0.6214,78.08,0.0292
2024-03-29,4015421.0,476871397.96,0.71,5.91,0.68,475.71,0.0,295776411.64,1625740.0,2490539.0,193072882.4,,,,,,,,,,,,,,,,,,193.06,,,,1.19,1.19,135135232.0,16048660152.32,,16045.51,1.19,7.49,0.6209,78.05,0.0294
2024-04-01,4055421.0,481621797.96,0.72,5.97,0.69,481.52,0.0,300526811.64,1625740.0,2530539.0,193072882.4,,,,5.64,,,,,40000.0,,,,5.64,,,,,193.21,,,,1.17,1.17,137221600.0,16296437216.0,,16322.47,1.17,7.4,0.6247,78.31,0.0292
2024-04-02,3936732.0,461581827.0,0.7,5.8,0.67,466.51,0.0,308714325.5,1491111.0,2632958.0,174832764.75,,,,10.53,,14000.0,,26.55,88419.0,223538.0,,,10.53,,1.66,88909.0,,177.1,,,,1.07,1.07,138061520.0,16187713220.0,,16324.49,1.07,7.54,0.5782,75.21,0.0282
2024-04-03,3455586.0,408623044.5,0.61,5.09,0.59,405.68,0.0,263574283.5,1327486.0,2228958.0,156975219.5,,,,,,,,20.25,,163625.0,,,,,,,404000.0,155.65,50.37,,,0.95,0.95,138751136.0,16407321832.0,,16262.48,0.95,8.75,0.6034,76.69,0.0247
2024-04-04,4310488.0,501094230.0,0.77,6.27,0.73,511.55,0.0,348121785.0,1878513.0,2994596.0,218377136.25,,,912226.0,,,919045.0,,90.32,,772837.0,,,,912226.0,107.75,411638.0,153407.0,226.09,17.08,,,1.34,1.34,138667120.0,16120052700.0,,16316.94,1.37,39.41,0.3278,40.36,0.0307
2024-04-05,3154850.0,361072582.5,0.56,4.55,0.54,370.63,0.0,243227652.15,1611298.0,2125187.0,184413056.1,,,24000.0,,,5014.0,,37.64,,318030.0,,,,24000.0,0.59,26815.0,874423.0,192.39,105.32,,,1.13,1.13,141101728.0,16149092769.6,,16357.51,1.16,18.42,0.3397,53.66,0.0221
2024-04-08,2580388.0,299195988.6,0.46,3.63,0.44,301.15,0.0,179806563.75,1606284.0,1550725.0,186248629.8,,,,1.55,,,,0.58,14000.0,5014.0,,,1.55,,,,588462.0,188.45,68.42,,,1.12,1.12,141895120.0,16452739164.0,,16278.32,1.14,11.55,0.4504,65.03,0.018
2024-04-09,850859.0,97465898.45,0.15,1.18,0.14,97.94,0.0,82026964.0,607502.0,716080.0,69589354.1,,,,,,,,118.46,,998782.0,,,,,,,834645.0,70.42,95.53,,,0.42,0.42,143230336.0,16407034988.8,,16555.02,0.42,29.26,0.251,35.11,0.0059
2024-04-10,1068193.0,120598989.7,0.19,1.47,0.18,122.3,0.0,105382440.6,561137.0,933414.0,63352367.3,,,,,,231334.0,,33.82,,291699.0,,,,,27.1,245334.0,14000.0,64.63,1.6,,,0.39,0.39,144595312.0,16324810724.8,,16569.71,0.39,23.09,0.2053,27.71,0.0074
2024-04-11,800919.0,90303617.25,0.14,1.07,0.14,90.74,0.0,75107285.0,269000.0,666140.0,30329750.0,,,,,,,,33.8,,292137.0,,,,,,,267274.0,30.38,31.22,,,0.17,0.17,155305088.0,17510648672.0,,17552.27,0.17,31.09,0.2805,37.3,0.0051
2024-04-12,803919.0,90883042.95,0.14,1.08,0.14,91.11,0.0,75646277.0,269000.0,669140.0,30410450.0,,,,,,3000.0,,,,,,,,,0.34,,,30.34,,,,0.17,0.17,156156864.0,17653533475.2,,17661.78,0.17,31.04,0.2785,37.13,0.0051
2024-04-15,1986549.0,224579364.45,0.35,2.64,0.34,224.96,0.0,58688777.0,1481409.0,519140.0,167473287.45,,,98800.0,11.31,,,,0.06,100000.0,490.0,,,11.31,98800.0,,1114099.0,250000.0,167.55,28.26,,,0.95,0.95,155169520.0,17541914236.0,,17554.66,0.95,20.84,0.2122,35.18,0.0127
2024-04-16,8722046.0,976433049.7,1.55,11.97,1.48,985.15,1.0,169933383.0,7218106.0,1517940.0,808066966.7,,,65000.0,,,1098800.0,,20.55,,181803.0,,,,65000.0,124.22,5853500.0,100000.0,815.46,11.68,,,4.62,4.62,149075760.0,16689031332.0,,16829.11,4.62,22.96,0.367,53.72,0.0558
2024-04-17,10568034.0,1186790218.2,1.88,14.22,1.79,1209.27,1.0,694444670.5,7064199.0,6183835.0,793309547.7,,,802.0,,,4680000.0,,17.98,,154709.0,,,,802.0,551.5,,14105.0,789.33,1.6,,,4.52,4.52,149167472.0,16751507105.6,,16701.44,4.51,18.48,0.4589,64.05,0.0676
2024-04-18,10399633.0,1180878327.15,1.85,13.63,1.76,1198.97,1.0,681722292.45,7185286.0,6003719.0,815889225.3,,,9303.0,1.69,,104832.0,,0.08,15052.0,2832.0,,,1.69,9303.0,11.77,114616.0,300000.0,808.91,33.69,,,4.59,4.59,149453184.0,16970409043.2,,16837.02,4.58,18.75,0.4726,65.04,0.0664
2024-04-19,10348613.0,1173015283.55,1.84,13.42,1.76,1192.39,1.0,682448498.65,7131266.0,6020719.0,808329001.1,,,,0.47,,14000.0,,7.66,3000.0,68020.0,,,0.47,,1.75,14000.0,,809.33,,,,4.55,4.55,149485712.0,16944205455.2,,16973.5,4.55,19.04,0.4728,65.06,0.0661
2024-04-22,10199547.0,1122970230.27,1.81,13.03,1.73,1164.62,1.0,653286779.01,6985200.0,5933576.0,769070592.3,,,39820.0,,,,,21.14,,185886.0,,,,39820.0,,,87143.0,791.69,9.9,,,4.46,4.46,149753392.0,16487850009.15,,16995.48,4.45,19.46,0.4951,66.56,0.0651
2024-04-23,10477286.0,1168217389.0,1.86,13.3,1.78,1201.45,1.0,641195579.5,7445882.0,5750633.0,830215843.0,,,49868.0,,,,,,,,,,,49868.0,,410814.0,182943.0,841.65,11.22,,,4.75,4.75,149326864.0,16649945336.0,,16862.86,4.75,18.86,0.4993,66.8,0.0668
2024-04-24,10527443.0,1174336266.65,1.87,13.15,1.79,1195.59,1.0,670486111.15,7480182.0,6010633.0,834414302.1,,,52576.0,29.7,,,,4.17,260000.0,32576.0,,,29.7,52576.0,,14300.0,,834.25,,,,4.78,4.78,149154704.0,16638207231.2,,16646.11,4.77,18.66,0.4951,66.54,0.0672
2024-04-25,10541443.0,1161139946.45,1.87,12.8,1.79,1192.54,1.0,663613324.95,7480182.0,6024633.0,823942047.3,,,,1.56,,,,,14000.0,,,,1.56,,,,,831.43,,,,4.77,4.77,149402256.0,16456658498.4,,16608.99,4.77,18.68,0.4942,66.49,0.0672
2024-04-26,11053084.0,1227997632.4,1.96,13.03,1.87,1243.18,1.0,698664237.7,7743706.0,6288607.0,860325736.6,,,2142.0,,,263974.0,,2.0,,16342.0,,,,2142.0,29.12,277724.0,,855.19,,,,4.93,4.93,149277648.0,16584746692.8,,16529.92,4.92,17.75,0.4517,63.43,0.0704
2024-04-29,10783835.0,1192692151.0,1.91,12.57,1.83,1218.29,1.0,724275381.2,7214462.0,6548602.0,797919497.2,,,14000.0,32.99,,,,93.6,293189.0,843856.0,,,32.99,14000.0,,300612.0,33194.0,800.98,3.59,,,4.59,4.59,149959680.0,16585540608.0,,16646.65,4.59,18.23,0.4674,64.93,0.0686
2024-04-30,4918274.0,542239708.5,0.87,5.79,0.83,563.57,0.0,521734090.5,4734079.0,4732282.0,521932209.75,,,,16.52,,,,286.35,152441.0,2581015.0,,,16.52,,,100632.0,1968761.0,524.12,222.94,,,3.01,3.01,152286304.0,16789565016.0,,16874.73,3.01,12.32,0.6798,81.49,0.0313
2024-05-01,4918274.0,542239708.5,0.87,5.96,0.83,554.76,0.0,521734090.5,4734079.0,4732282.0,521932209.75,,,,,,,,,,,,,,,,93441.0,,522.03,,,,3.02,3.02,152208416.0,16780977864.0,,16788.38,3.02,12.46,0.6764,81.26,0.0313
2024-05-02,5325388.0,586325218.8,0.95,6.45,0.9,597.35,0.0,353509740.6,3906592.0,3210806.0,430115779.2,,,267525.0,,,400000.0,,175.13,,1588476.0,,,,267525.0,44.04,493464.0,1921476.0,430.72,213.58,,,2.5,2.5,152334096.0,16771983969.6,,16783.53,2.5,21.31,0.4777,65.16,0.0341
2024-05-03,3165015.0,350841912.75,0.56,3.76,0.54,359.9,0.0,334838498.25,2732665.0,3020645.0,302915915.25,,,,33.84,,443600.0,,178.78,274601.0,1617527.0,,,33.84,,48.84,443600.0,908362.0,299.86,103.56,,,1.75,1.75,153544448.0,17020402060.8,,16914.88,1.74,14.21,0.3865,58.3,0.0203
2024-05-06,1658189.0,184556435.7,0.29,1.97,0.28,188.25,0.0,172613945.7,1105548.0,1550889.0,123047492.4,,,4054.0,,,,,178.42,,1631171.0,,,,4054.0,,,1469756.0,122.83,168.12,,,0.71,0.71,155075904.0,17259948115.2,,17212.63,0.71,27.3,0.2394,29.34,0.0106
2024-05-07,2144620.0,241269750.0,0.38,2.56,0.36,242.13,0.0,228992400.0,1649147.0,2035488.0,185529037.5,,,553100.0,16.19,,600600.0,,22.4,145508.0,202509.0,,,16.19,553100.0,66.85,193008.0,261509.0,183.62,30.05,,,1.06,1.06,154495936.0,17380792800.0,,17256.11,1.05,21.41,0.3133,48.0,0.0137
2024-05-08,1948480.0,221931872.0,0.35,2.31,0.33,219.6,0.0,216768557.2,1453007.0,1903148.0,165497497.3,,,,21.83,,,,80.85,184860.0,723200.0,,,21.83,,,527060.0,317200.0,163.12,37.62,,,0.93,0.93,154750784.0,17626114297.6,,17466.8,0.93,23.62,0.3668,51.72,0.0125
2024-05-09,1790102.0,206040740.2,0.32,2.1,0.3,204.14,0.0,200823027.0,1282679.0,1744770.0,147636352.9,,,150272.0,17.75,,12000.0,,35.21,150272.0,320600.0,,,17.75,150272.0,1.37,,320650.0,145.54,35.12,,,0.82,0.82,154292592.0,17759077339.2,,17562.96,0.82,34.1,0.3214,39.21,0.0115
2024-05-10,1623358.0,187660184.8,0.29,1.9,0.28,187.05,0.0,182419805.6,1114010.0,1578026.0,128779556.0,,,,10.13,,,,18.56,79431.0,168669.0,,,10.13,,,,246175.0,128.22,27.67,,,0.72,0.72,154440336.0,17853302841.6,,17736.43,0.72,28.1,0.3214,42.51,0.0104
2024-05-13,1774305.0,205464519.0,0.31,2.04,0.3,205.18,0.0,200215073.4,1264957.0,1728973.0,146482020.6,,,,17.87,,,,5.37,150947.0,46800.0,,,17.87,,,197747.0,,146.18,,,,0.81,0.81,154569952.0,17899200441.6,,17820.99,0.81,30.06,0.3275,43.08,0.0114
2024-05-14,1918711.0,222378604.9,0.34,2.22,0.33,222.27,0.0,217124626.1,1347363.0,1873379.0,156159371.7,,,102606.0,19.27,,,,2.21,164606.0,20200.0,,,19.27,102606.0,,,20200.0,156.07,2.23,,,0.86,0.86,154557632.0,17913229548.8,,17850.01,0.87,26.75,0.3208,45.14,0.0123
2024-05-15,2000168.0,233219588.8,0.36,2.35,0.34,232.23,0.0,227933877.6,1445163.0,1954836.0,168506005.8,,,,11.36,,,,,97800.0,,,,11.36,,,97800.0,16343.0,167.52,1.72,,,0.93,0.93,154448432.0,18008687171.2,,17848.8,0.93,29.71,0.3114,42.46,0.0128
2024-05-16,2281570.0,264662120.0,0.4,2.7,0.39,265.93,0.0,259403608.0,1477013.0,2236238.0,171333508.0,,,48850.0,,,402323.0,,1.98,,17000.0,,,,48850.0,46.91,,120921.0,172.4,13.22,,,0.95,0.95,154256784.0,17893786944.0,,17907.38,0.95,25.35,0.2381,33.28,0.0147
2024-05-17,3494836.0,402080881.8,0.62,4.17,0.59,406.34,0.0,315839286.75,1379566.0,2745235.0,158719068.3,,,,46.43,,311579.0,,30.2,402323.0,256971.0,,,46.43,,37.06,159524.0,204905.0,160.09,24.42,,,0.89,0.89,152859776.0,17586517228.8,,17652.72,0.9,22.97,0.2345,38.08,0.0227
2024-05-20,2900139.0,334966054.5,0.51,3.46,0.49,335.39,0.0,261085902.0,1284384.0,2260484.0,148346352.0,,,,15.74,,,,37.05,140384.0,316782.0,,,15.74,,,221600.0,625135.0,148.28,73.37,,,0.83,0.83,153662736.0,17748046008.0,,17679.85,0.83,20.97,0.237,38.8,0.0187
2024-05-21,3268064.0,377788198.4,0.58,4.03,0.55,378.87,0.0,291360320.8,1453991.0,2520418.0,168081359.6,,,106318.0,30.45,,,,0.14,261118.0,1184.0,,,30.45,106318.0,,64473.0,1184.0,168.27,0.07,,,0.94,0.94,153571680.0,17752886208.0,,17712.51,0.94,20.55,0.2453,40.91,0.0211
2024-05-22,5871661.0,676415347.2,1.04,7.34,1.0,680.35,1.0,444438950.4,2914993.0,3857977.0,335807193.6,,,295390.0,170.33,,,,1.89,1467373.0,16345.0,,,170.33,295390.0,,1181957.0,129814.0,337.98,15.66,,,1.88,1.88,152059024.0,17517199564.8,,17544.54,1.89,25.32,0.2682,41.4,0.0379
2024-05-23,3852049.0,441637417.85,0.68,4.86,0.65,444.03,0.0,331015645.6,1918338.0,2887184.0,219937451.7,,,44200.0,11.29,,24322.0,,122.41,101700.0,1052355.0,,,11.29,44200.0,2.8,11500.0,1096815.0,221.35,127.88,,,1.24,1.24,153037280.0,17545724152.0,,17585.64,1.24,24.28,0.2308,36.96,0.0249
2024-05-24,4210440.0,480621726.0,0.75,5.4,0.71,483.15,0.0,400821173.25,2108092.0,3511355.0,240638701.8,,,235400.0,95.05,,,,32.27,830300.0,275053.0,,,95.05,235400.0,,240907.0,206129.0,241.27,23.94,1.33,,1.36,1.36,152390784.0,17395407993.6,11500.0,17430.01,1.37,32.12,0.2999,41.91,0.0273
2024-05-27,4180675.0,482658928.75,0.74,5.4,0.71,478.92,0.0,418882039.75,2061327.0,3628255.0,237980202.15,,,,12.68,,,,19.45,116900.0,168965.0,,,12.68,,,122200.0,,235.38,,,,1.33,1.33,152454240.0,17600842008.0,,17420.19,1.33,28.88,0.3032,44.48,0.0271
2024-05-28,4681434.0,536024193.0,0.83,6.14,0.79,538.83,0.0,486266729.5,1900570.0,4246871.0,217615265.0,,,6733.0,,,1129936.0,,25.14,,223176.0,,,,6733.0,129.15,55686.0,511320.0,219.42,57.27,,,1.23,1.23,152595264.0,17472157728.0,,17540.13,1.24,22.03,0.2351,39.24,0.0303
2024-05-29,3656763.0,413762733.45,0.65,4.74,0.62,416.98,0.0,361588136.95,984217.0,3195653.0,111364153.55,,,,,,,,125.34,,1082953.0,,,,,,166600.0,1051218.0,112.98,123.15,,,0.64,0.64,153493776.0,17367820754.4,,17533.79,0.64,24.11,0.1757,26.5,0.0237
2024-05-30,4227818.0,484085161.0,0.75,5.51,0.72,478.89,0.0,396960279.0,1284023.0,3466902.0,147020633.5,,,,48.02,,11000.0,,3.25,424666.0,27000.0,,,48.02,,1.24,326806.0,164417.0,145.13,19.15,,,0.83,0.83,153091760.0,17529006520.0,,17350.26,0.83,21.0,0.1467,22.8,0.0274
2024-05-31,6419740.0,734739243.0,1.14,8.5,1.09,733.55,1.0,478103658.9,3021938.0,4177402.0,345860804.1,,,49111.0,122.46,,,,41.81,1064268.0,370990.0,,,122.46,49111.0,,2059794.0,353768.0,345.85,38.83,,,1.96,1.96,151112944.0,17294876440.8,,17292.88,1.96,14.87,0.2864,48.22,0.0417
2024-06-03,5539091.0,636441555.9,0.98,7.05,0.94,634.13,0.0,392969490.0,2951091.0,3420100.0,339080355.9,,,154124.0,23.53,,,,33.46,206624.0,292258.0,,,23.53,154124.0,,67287.0,963926.0,337.26,108.92,,,1.91,1.91,151444976.0,17401027742.4,,17322.58,1.91,14.77,0.4128,61.33,0.0359
2024-06-04,4900829.0,556244091.5,0.87,6.29,0.83,562.73,0.0,384826403.5,2350809.0,3390541.0,266816821.5,,,27109.0,5.45,,273617.0,,102.74,47000.0,901008.0,,,5.45,27109.0,31.51,273617.0,350176.0,270.33,39.68,,,1.52,1.52,151948992.0,17246210592.0,,17399.39,1.53,14.42,0.3967,60.2,0.0318
2024-06-05,5059885.0,575814913.0,0.9,6.45,0.86,574.76,0.0,442573548.6,1979438.0,3889047.0,225260044.4,,,89627.0,12.08,,501427.0,,53.65,117200.0,460998.0,,,12.08,89627.0,57.16,,120121.0,224.82,13.83,,,1.29,1.29,151829456.0,17278192092.8,,17259.0,1.29,15.69,0.3147,51.73,0.0329
2024-06-06,3785570.0,430419309.0,0.67,4.85,0.64,430.76,0.0,314981177.1,1670487.0,2770283.0,189934371.9,,,,,,,,35.08,,308951.0,,,,,,,1118764.0,189.99,126.5,,,1.09,1.09,152035376.0,17286422251.2,,17290.71,1.09,16.94,0.2618,44.6,0.0246
2024-06-07,2019335.0,223641351.25,0.36,2.63,0.34,226.99,0.0,209689509.25,687376.0,1893359.0,76126892.0,,,,5.78,,,,111.63,51000.0,983111.0,,,5.78,,,,927924.0,78.6,105.66,,,0.44,0.44,154134608.0,17070407836.0,,17446.12,0.45,24.41,0.1954,27.42,0.013
2024-06-10,1484635.0,155589748.0,0.26,1.95,0.25,162.22,0.0,142387463.2,612676.0,1358659.0,64208444.8,,,,3.8,,,,9.1,40000.0,74700.0,,,3.8,,,,574700.0,68.05,65.29,,,0.4,0.4,153900816.0,16128805516.8,,16825.39,0.4,25.91,0.2218,32.27,0.0096
2024-06-11,1547640.0,155924730.0,0.27,1.89,0.26,160.58,0.0,143563108.0,720596.0,1424944.0,72600047.0,,,,8.47,,,,0.7,122100.0,6280.0,,,8.47,,,114200.0,55815.0,75.54,6.35,,,0.47,0.47,153335472.0,15448548804.0,,15907.52,0.47,25.17,0.2534,38.3,0.01
2024-06-12,1726470.0,177999057.0,0.3,1.92,0.29,174.71,0.0,144176380.3,762475.0,1398413.0,78611172.5,,,,,,240469.0,,21.0,,195840.0,,,,,24.2,237719.0,267000.0,76.43,30.34,,,0.5,0.5,153071680.0,15781690208.0,,15478.11,0.49,24.21,0.2076,27.11,0.0112
2024-06-13,1440788.0,144655115.2,0.25,1.57,0.24,147.73,0.0,121506288.8,591284.0,1210222.0,59364913.6,,,,0.1,,,,16.7,1000.0,171191.0,,,0.1,,,,189191.0,61.33,17.39,,,0.38,0.38,153141584.0,15375415033.6,,15737.65,0.39,24.16,0.1965,27.26,0.0094
2024-06-14,1675262.0,164410212.68,0.29,1.78,0.28,168.73,0.0,136198299.44,775803.0,1387796.0,76137306.42,,,13744.0,35.48,,,,14.26,344474.0,135300.0,,,35.48,13744.0,,306075.0,166900.0,78.08,18.08,,,0.51,0.51,152399248.0,14956462198.72,,15238.18,0.51,23.59,0.2534,40.46,0.0109
2024-06-17,1140914.0,112151846.2,0.2,1.15,0.19,113.46,0.0,101018781.4,458120.0,1027658.0,45033196.0,,,,0.05,,,,32.82,500.0,317683.0,,,0.05,,,,360638.0,44.84,37.03,,,0.3,0.3,152750592.0,15015383193.6,,14972.29,0.3,21.57,0.2146,35.34,0.0074
2024-06-18,1035022.0,104019711.0,0.18,1.01,0.17,102.64,0.0,89946193.5,404299.0,894987.0,40632049.5,,,,1.22,,,,7.9,26779.0,80600.0,,,1.22,,,26779.0,159450.0,39.73,15.65,,,0.26,0.26,153303104.0,15406961952.0,,15143.52,0.26,27.72,0.2697,40.03,0.0067
2024-06-19,965300.0,96916120.0,0.17,0.93,0.16,96.72,0.0,82856606.0,293977.0,825265.0,29515290.8,,,,15.98,,,,22.65,161242.0,230964.0,,,15.98,,,120642.0,230964.0,29.54,22.59,,,0.19,0.19,153264160.0,15387721664.0,,15376.01,0.19,17.5,0.2422,42.49,0.0063
2024-06-20,1462630.0,149773312.0,0.26,1.4,0.25,146.88,0.0,141288857.6,831286.0,1379774.0,85123686.4,,,,59.88,,,,5.84,594288.0,58199.0,,,59.88,,,595508.0,39779.0,83.46,4.0,,,0.54,0.54,152943808.0,15661445939.2,,15454.81,0.54,27.79,0.2724,40.56,0.0095
2024-06-21,1347781.0,137204105.8,0.24,1.26,0.23,137.76,0.0,128769365.0,716437.0,1264925.0,72933286.6,,,,,,,,11.52,,114849.0,,,,,,,114849.0,73.25,11.41,,,0.46,0.46,153391664.0,15615271395.2,,15691.43,0.46,30.07,0.3062,44.14,0.0087
2024-06-24,1647676.0,169545860.4,0.29,1.47,0.28,168.98,0.0,144852844.5,1015029.0,1407705.0,104446484.1,,,700.0,20.64,,1303.0,,5.81,198158.0,56681.0,,,20.64,700.0,0.13,354573.0,56681.0,103.12,5.78,,,0.66,0.66,153114976.0,15755531030.4,,15599.9,0.66,24.71,0.3141,48.33,0.0107
2024-06-25,1965812.0,199529918.0,0.35,1.73,0.33,203.18,0.0,174631562.0,1642678.0,1720508.0,166731817.0,,,284300.0,29.3,,193349.0,,,284300.0,,,,29.3,284300.0,21.34,343349.0,164846.0,169.22,16.78,,,1.06,1.06,152706320.0,15499691480.0,,15664.71,1.07,20.23,0.3556,54.68,0.0127
2024-06-26,3725684.0,376852936.6,0.66,3.25,0.63,378.03,0.0,270740214.15,2509079.0,2676621.0,253793340.85,,,976374.0,22.63,,935874.0,,34.44,222997.0,334273.0,,,22.63,976374.0,94.99,224300.0,202758.0,254.89,22.14,,,1.62,1.62,151922144.0,15366924865.6,,15415.85,1.63,30.56,0.3807,52.29,0.0241
2024-06-27,3195252.0,316010422.8,0.57,2.76,0.54,322.64,0.0,213378925.8,1833980.0,2157522.0,181380622.0,,,,,,,,68.91,,675099.0,,,,,,,519099.0,185.33,52.88,,,1.19,1.19,152818368.0,15113736595.2,,15357.87,1.19,24.46,0.4488,61.11,0.0207
