,S30 FP Equity_DX_SI_QTY,S30 FP Equity_DX_SHORT_INTEREST_VALUE,S30 FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,S30 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,S30 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,S30 FP Equity_DX_SI_MV,S30 FP Equity_DX_DSS,S30 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,S30 FP Equity_DX_SUPPLY_SI_QTY,S30 FP Equity_DX_BROKER_SI_QTY,S30 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,S30 FP Equity_DX_BROKER_SI_MV_NEW_x,S30 FP Equity_DX_SUPPLY_SI_QTY_NEW_x,S30 FP Equity_DX_SUPPLY_SI_QTY_INC_x,S30 FP Equity_DX_BROKER_SI_MV_INC_x,S30 FP Equity_DX_SUPPLY_SI_MV_NEW,S30 FP Equity_DX_BROKER_SI_QTY_ADD,S30 FP Equity_DX_BROKER_SI_QTY_NEW,S30 FP Equity_DX_SUPPLY_SI_MV_DEC,S30 FP Equity_DX_BROKER_SI_QTY_INC,S30 FP Equity_DX_SUPPLY_SI_QTY_DEC,S30 FP Equity_DX_BROKER_SI_MV_NEW_y,S30 FP Equity_DX_SUPPLY_SI_QTY_NEW_y,S30 FP Equity_DX_BROKER_SI_MV_INC_y,S30 FP Equity_DX_SUPPLY_SI_QTY_INC_y,S30 FP Equity_DX_BROKER_SI_MV_ADD,S30 FP Equity_DX_SUPPLY_SI_QTY_ADD,S30 FP Equity_DX_BROKER_SI_QTY_DEC,S30 FP Equity_DX_SUPPLY_SI_MV,S30 FP Equity_DX_BROKER_SI_MV_DEC,S30 FP Equity_DX_SUPPLY_SI_MV_RMV,S30 FP Equity_DX_BROKER_SI_MV_RMV,S30 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,S30 FP Equity_DX_UTILIZATION_QUANTITY,S30 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,S30 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,S30 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,S30 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,S30 FP Equity_DX_ACTIVE_UTILIZATION_MV,S30 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,S30 FP Equity_DX_BROKER_SI_CON_RATIO,S30 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,S30 FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2005.0,39318.05,,0.04,0.0,,0.0,,0.0
2015-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2005.0,38856.9,,0.04,0.0,,0.0,,0.0
2015-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2005.0,37152.65,,0.04,0.0,,0.0,,0.0
2015-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,97632.0,,0.1,0.0,,0.0,,0.0
2015-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,103001.76,,0.1,0.0,,0.0,,0.0
2015-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,102513.6,,0.1,0.0,,0.0,,0.0
2015-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,102784.8,,0.1,0.0,,0.0,,0.0
2015-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,102405.12,,0.1,0.0,,0.0,,0.0
2015-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,104900.16,,0.1,0.0,,0.0,,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,103056.0,,0.1,0.0,,0.0,,0.0
2015-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,103001.76,,0.1,0.0,,0.0,,0.0
2015-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,105225.6,,0.11,0.0,,0.0,,0.0
2015-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,106852.8,,0.11,0.0,,0.0,,0.0
2015-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,106798.56,,0.11,0.0,,0.0,,0.0
2015-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,106907.04,,0.11,0.0,,0.0,,0.0
2015-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,107124.0,,0.11,0.0,,0.0,,0.0
2015-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,107178.24,,0.11,0.0,,0.0,,0.0
2015-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,106418.88,,0.11,0.0,,0.0,,0.0
2015-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,106852.8,,0.11,0.0,,0.0,,0.0
2015-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,105659.52,,0.11,0.0,,0.0,,0.0
2015-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,105768.0,,0.11,0.0,,0.0,,0.0
2015-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,106852.8,,0.11,0.0,,0.0,,0.0
2015-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,106093.44,,0.11,0.0,,0.0,,0.0
2015-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,106798.56,,0.11,0.0,,0.0,,0.0
2015-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,106744.32,,0.11,0.0,,0.0,,0.0
2015-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,107503.68,,0.11,0.0,,0.0,,0.0
2015-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,107124.0,,0.11,0.0,,0.0,,0.0
2015-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,106852.8,,0.11,0.0,,0.0,,0.0
2015-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,112927.68,,0.11,0.0,,0.0,,0.0
2015-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,112548.0,,0.11,0.0,,0.0,,0.0
2015-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,110920.8,,0.11,0.0,,0.0,,0.0
2015-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,109890.24,,0.11,0.0,,0.0,,0.0
2015-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,110052.96,,0.11,0.0,,0.0,,0.0
2015-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,109347.84,,0.11,0.0,,0.0,,0.0
2015-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,109130.88,,0.11,0.0,,0.0,,0.0
2015-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,108913.92,,0.11,0.0,,0.0,,0.0
2015-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,108208.8,,0.11,0.0,,0.0,,0.0
2015-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,103381.44,,0.1,0.0,,0.0,,0.0
2015-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,101700.0,,0.1,0.0,,0.0,,0.0
2015-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,100832.16,,0.1,0.0,,0.0,,0.0
2015-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,102567.84,,0.1,0.0,,0.0,,0.0
2015-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,99259.2,,0.1,0.0,,0.0,,0.0
2015-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,98988.0,,0.1,0.0,,0.0,,0.0
2015-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,98608.32,,0.1,0.0,,0.0,,0.0
2015-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,5424.0,100832.16,,0.1,0.0,,0.0,,0.0
2015-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4359.0,80336.37,,0.08,0.0,,0.0,,0.0
2015-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4359.0,79769.7,,0.08,0.0,,0.0,,0.0
2015-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4359.0,80162.01,,0.08,0.0,,0.0,,0.0
2015-11-25,10000.0,189000.0,0.2,1.01,0.1,0.19,0.0,189000.0,0.0,10000.0,0.0,,,,,,10000.0,,,,,,,,,0.19,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2941
2015-11-26,10000.0,192000.0,0.2,1.0,0.1,0.19,0.0,192000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2941
2015-11-27,10000.0,192100.0,0.2,0.98,0.1,0.19,0.0,192100.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2941
2015-11-30,10000.0,192900.0,0.2,0.98,0.1,0.19,0.0,192900.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2941
2015-12-01,10000.0,192000.0,0.2,0.97,0.1,0.19,0.0,192000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.5259
2015-12-02,10000.0,191000.0,0.2,0.97,0.1,0.19,0.0,191000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.5259
2015-12-03,10000.0,192000.0,0.2,1.06,0.1,0.19,0.0,192000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.5259
2015-12-04,10000.0,190000.0,0.2,1.06,0.1,0.19,0.0,190000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.5259
2015-12-07,10000.0,183000.0,0.2,1.11,0.1,0.18,0.0,183000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.9248
2015-12-08,10000.0,184000.0,0.2,1.13,0.1,0.18,0.0,184000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.9248
2015-12-09,10000.0,186600.0,0.2,1.24,0.1,0.19,0.0,186600.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.9248
2015-12-10,10000.0,183100.0,0.2,1.34,0.1,0.18,0.0,183100.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.9248
2015-12-11,10000.0,187000.0,0.2,1.36,0.1,0.19,0.0,187000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.9248
2015-12-14,10000.0,183000.0,0.2,1.35,0.1,0.18,0.0,183000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.9248
2015-12-15,10000.0,184000.0,0.2,1.34,0.1,0.18,0.0,184000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.9248
2015-12-16,10000.0,186000.0,0.2,1.36,0.1,0.19,0.0,186000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2015-12-17,10000.0,190000.0,0.2,1.4,0.1,0.19,0.0,190000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2015-12-18,10000.0,189400.0,0.2,1.4,0.1,0.19,0.0,189400.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2015-12-21,10000.0,191000.0,0.2,1.39,0.1,0.19,0.0,191000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2015-12-22,10000.0,193000.0,0.2,1.44,0.1,0.19,0.0,193000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2015-12-23,10000.0,194300.0,0.2,1.81,0.1,0.19,0.0,194300.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2015-12-24,10000.0,191000.0,0.2,1.9,0.1,0.19,0.0,191000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2015-12-25,10000.0,191000.0,0.2,2.12,0.1,0.19,0.0,191000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2015-12-28,10000.0,192800.0,0.2,2.12,0.1,0.19,0.0,192800.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2015-12-29,10000.0,197500.0,0.2,2.08,0.1,0.2,0.0,197500.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2015-12-30,10000.0,197500.0,0.2,2.12,0.1,0.2,0.0,197500.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2015-12-31,10000.0,200000.0,0.2,2.24,0.1,0.2,0.0,200000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2016-01-01,10000.0,200000.0,0.2,2.16,0.1,0.2,0.0,200000.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2016-01-04,10000.0,197200.0,0.2,2.16,0.1,0.2,0.0,197200.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0617
2016-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,0.2,,,0.0,0.0,9419.0,190734.75,,0.19,0.0,,0.0,,0.0
2016-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9419.0,186213.63,,0.19,0.0,,0.0,,0.0
2016-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9419.0,182257.65,,0.18,0.0,,0.0,,0.0
2016-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9419.0,185460.11,,0.19,0.0,,0.0,,0.0
2016-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9419.0,185554.3,,0.19,0.0,,0.0,,0.0
2016-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9419.0,188191.62,,0.19,0.0,,0.0,,0.0
2016-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9919.0,198280.81,,0.2,0.0,,0.0,,0.0
2016-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9919.0,192825.36,,0.19,0.0,,0.0,,0.0
2016-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9919.0,191039.94,,0.19,0.0,,0.0,,0.0
2016-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9919.0,182013.65,,0.18,0.0,,0.0,,0.0
2016-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9919.0,183005.55,,0.18,0.0,,0.0,,0.0
2016-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9919.0,173582.5,,0.17,0.0,,0.0,,0.0
2016-01-21,5000.0,87550.0,0.1,0.62,0.05,0.09,0.0,87550.0,0.0,5000.0,0.0,,,,,,5000.0,,,,,,,,,0.09,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-01-22,5000.0,90150.0,0.1,0.61,0.05,0.09,0.0,90150.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-01-25,5000.0,91250.0,0.1,0.56,0.05,0.09,0.0,91250.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-01-26,5000.0,95000.0,0.1,0.57,0.05,0.1,0.0,95000.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-01-27,5000.0,99700.0,0.1,0.56,0.05,0.1,0.0,99700.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-01-28,5000.0,99550.0,0.1,0.49,0.05,0.1,0.0,99550.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-01-29,5000.0,99500.0,0.1,0.48,0.05,0.1,0.0,99500.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-01,5000.0,99700.0,0.1,0.47,0.05,0.1,0.0,99700.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-02,5000.0,99400.0,0.1,0.46,0.05,0.1,0.0,99400.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-03,5000.0,100000.0,0.1,0.45,0.05,0.1,0.0,100000.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-04,5000.0,99800.0,0.1,0.45,0.05,0.1,0.0,99800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-05,5000.0,99500.0,0.1,0.44,0.05,0.1,0.0,99500.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-08,5000.0,93350.0,0.1,0.44,0.05,0.09,0.0,93350.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-09,5000.0,88000.0,0.1,0.43,0.05,0.09,0.0,88000.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-10,5000.0,93200.0,0.1,0.42,0.05,0.09,0.0,93200.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-11,5000.0,90200.0,0.1,0.4,0.05,0.09,0.0,90200.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-12,5000.0,88500.0,0.1,0.4,0.05,0.09,0.0,88500.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-15,5000.0,91250.0,0.1,0.37,0.05,0.09,0.0,91250.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-16,5000.0,96900.0,0.1,0.36,0.05,0.09,0.0,96900.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-17,5000.0,97100.0,0.1,0.39,0.05,0.1,0.0,97100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-18,5000.0,95250.0,0.1,0.42,0.05,0.1,0.0,95250.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-19,5000.0,94250.0,0.1,0.42,0.05,0.09,0.0,94250.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
2016-02-22,5000.0,95800.0,0.1,0.42,0.05,0.1,0.0,95800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.5041
