,MEMS FP Equity_DX_SI_QTY,MEMS FP Equity_DX_SHORT_INTEREST_VALUE,MEMS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MEMS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MEMS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MEMS FP Equity_DX_SI_MV,MEMS FP Equity_DX_DSS,MEMS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MEMS FP Equity_DX_SUPPLY_SI_QTY,MEMS FP Equity_DX_BROKER_SI_QTY,MEMS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MEMS FP Equity_DX_BROKER_SI_MV_NEW_x,MEMS FP Equity_DX_SUPPLY_SI_QTY_INC_x,MEMS FP Equity_DX_BROKER_SI_MV_INC_x,MEMS FP Equity_DX_BROKER_SI_QTY_ADD,MEMS FP Equity_DX_BROKER_SI_QTY_NEW,MEMS FP Equity_DX_SUPPLY_SI_MV_DEC,MEMS FP Equity_DX_BROKER_SI_QTY_INC,MEMS FP Equity_DX_SUPPLY_SI_QTY_DEC,MEMS FP Equity_DX_BROKER_SI_MV_NEW_y,MEMS FP Equity_DX_BROKER_SI_MV_INC_y,MEMS FP Equity_DX_SUPPLY_SI_QTY_INC_y,MEMS FP Equity_DX_BROKER_SI_MV_ADD,MEMS FP Equity_DX_SUPPLY_SI_QTY_ADD,MEMS FP Equity_DX_BROKER_SI_QTY_DEC,MEMS FP Equity_DX_SUPPLY_SI_MV,MEMS FP Equity_DX_BROKER_SI_MV_DEC,MEMS FP Equity_DX_BROKER_SI_MV_RMV,MEMS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MEMS FP Equity_DX_UTILIZATION_QUANTITY,MEMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MEMS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MEMS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MEMS FP Equity_DX_ACTIVE_UTILIZATION_MV,MEMS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MEMS FP Equity_DX_BROKER_SI_CON_RATIO,MEMS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MEMS FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-02-07,57664.0,84477.76,0.85,5.77,0.77,0.08,0.0,47424.98,32372.0,32372.0,47424.98,,,,,,,,,,,,,,,0.05,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-08,57664.0,80729.6,0.85,5.92,0.77,0.08,0.0,45320.8,32372.0,32372.0,45320.8,,,,,,,,,,,,,,,0.05,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-09,57664.0,81306.24,0.85,5.9,0.77,0.08,0.0,45644.52,32372.0,32372.0,45644.52,,,,,,,,,,,,,,,0.05,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-10,57664.0,83036.16,0.85,5.99,0.77,0.08,0.0,46615.68,32372.0,32372.0,46615.68,,,,,,,,,,,,,,,0.05,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-11,57664.0,81017.92,0.85,6.02,0.77,0.08,0.0,45482.66,32372.0,32372.0,45482.66,,,,,,,,,,,,,,,0.05,,,100.0,100.0,0.0,0.0,0.0,100.0,12.36,0.7834,87.64,1.7813
2022-02-14,57664.0,80441.28,0.85,5.82,0.77,0.08,0.0,45158.94,32372.0,32372.0,45158.94,,,,,,,,,,,,,,,0.05,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-15,57664.0,80441.28,0.85,5.78,0.77,0.08,0.0,45158.94,32372.0,32372.0,45158.94,,,,,,,,,,,,,,,0.05,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-16,57664.0,79288.0,0.85,5.8,0.77,0.08,0.0,44511.5,32372.0,32372.0,44511.5,,,,,,,,,,,,,,,0.05,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-17,57664.0,78423.04,0.85,6.18,0.77,0.08,0.0,44025.92,32372.0,32372.0,44025.92,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-18,57664.0,77269.76,0.85,6.19,0.77,0.08,0.0,43378.48,32372.0,32372.0,43378.48,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,12.21,0.7856,87.79,1.7813
2022-02-21,57664.0,75539.84,0.85,6.16,0.77,0.08,0.0,42407.32,32372.0,32372.0,42407.32,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-22,57664.0,74674.88,0.85,6.03,0.77,0.08,0.0,41921.74,32372.0,32372.0,41921.74,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-23,57664.0,75828.16,0.85,6.12,0.77,0.07,0.0,42569.18,32372.0,32372.0,42569.18,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-24,57664.0,71215.04,0.85,6.15,0.77,0.08,0.0,39979.42,32372.0,32372.0,39979.42,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-02-25,57664.0,71503.36,0.85,5.95,0.77,0.07,0.0,40141.28,32372.0,32372.0,40141.28,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.96,0.7894,88.04,1.7813
2022-02-28,57664.0,69485.12,0.85,6.32,0.77,0.07,0.0,39008.26,32372.0,32372.0,39008.26,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-03-01,57664.0,76116.48,0.85,6.37,0.77,0.07,0.0,42731.04,32372.0,32372.0,42731.04,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-03-02,57664.0,74963.2,0.85,5.8,0.77,0.08,0.0,42083.6,32372.0,32372.0,42083.6,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,12.28,0.7846,87.72,1.7813
2022-03-03,61664.0,77388.32,0.91,6.82,0.82,0.08,0.0,43136.86,34372.0,34372.0,43136.86,,2000.0,,2000.0,,,,,,,2000.0,0.0,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6882,82.03,1.794
2022-03-04,61664.0,71838.56,0.91,7.37,0.82,0.08,0.0,40043.38,34372.0,34372.0,40043.38,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.28,0.6908,82.22,1.794
2022-03-07,61664.0,67830.4,0.91,7.29,0.82,0.07,0.0,37809.2,34372.0,34372.0,37809.2,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6882,82.03,1.794
2022-03-08,61664.0,73380.16,0.91,6.88,0.82,0.07,0.0,40902.68,34372.0,34372.0,40902.68,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6882,82.03,1.794
2022-03-09,61664.0,71838.56,0.91,7.18,0.82,0.07,0.0,40043.38,34372.0,34372.0,40043.38,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6882,82.03,1.794
2022-03-10,61664.0,73380.16,0.91,7.31,0.82,0.07,0.0,40902.68,34372.0,34372.0,40902.68,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6882,82.03,1.794
2022-03-11,59664.0,71895.12,0.88,7.05,0.8,0.07,0.0,39008.26,34372.0,32372.0,41418.26,,,,,,,,,,,,,,2000.0,0.04,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.97,0.7331,84.71,1.7358
2022-03-14,59664.0,73685.04,0.88,7.36,0.8,0.07,0.0,41214.42,33372.0,33372.0,41214.42,,,,1000.0,,0.0,,1000.0,,,,0.0,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.87,0.734,84.78,1.7878
2022-03-15,61664.0,74613.44,0.91,7.63,0.82,0.08,0.0,41590.12,34372.0,34372.0,41590.12,,1000.0,0.0,,,,1000.0,,,0.0,1000.0,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-03-16,61664.0,78621.6,0.91,7.73,0.82,0.07,0.0,43824.3,34372.0,34372.0,43824.3,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-03-17,61664.0,78313.28,0.91,9.5,0.82,0.08,0.0,43652.44,34372.0,34372.0,43652.44,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-03-18,61664.0,77388.32,0.91,9.82,0.82,0.08,0.0,43136.86,34372.0,34372.0,43136.86,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-03-21,61664.0,76771.68,0.91,9.71,0.82,0.08,0.0,42793.14,34372.0,34372.0,42793.14,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-03-22,61664.0,79854.88,0.91,9.91,0.82,0.08,0.0,44511.74,34372.0,34372.0,44511.74,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-03-23,61664.0,78621.6,0.91,9.73,0.82,0.08,0.0,43824.3,34372.0,34372.0,43824.3,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.69,0.6876,81.84,1.794
2022-03-24,63664.0,85309.76,0.94,9.86,0.85,0.08,0.0,48738.48,34372.0,36372.0,46058.48,,,0.0,,,,2000.0,,,0.0,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.25,0.6505,79.3,1.8522
2022-03-25,63664.0,81171.6,0.94,10.0,0.85,0.08,0.0,46374.3,34372.0,36372.0,43824.3,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6468,79.03,1.8522
2022-03-28,65664.0,84378.24,0.97,10.83,0.88,0.08,0.0,46738.02,36372.0,36372.0,46738.02,,2000.0,,,,,,,,,2000.0,,,,0.05,,,100.0,100.0,0.0,0.0,0.0,100.0,12.18,0.6199,77.03,1.8053
2022-03-29,65664.0,84378.24,0.97,11.17,0.88,0.08,0.0,46738.02,36372.0,36372.0,46738.02,,,,,,,,,,,,,,,0.05,,,100.0,100.0,0.0,0.0,0.0,100.0,12.18,0.6199,77.03,1.8053
2022-03-30,63664.0,79580.0,0.94,10.87,0.85,0.08,0.0,42965.0,36372.0,34372.0,45465.0,,,,,,,,,,,,,,2000.0,0.05,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,11.13,0.6535,79.52,1.7504
2022-03-31,61664.0,76463.36,0.91,10.48,0.82,0.08,0.0,42621.28,34372.0,34372.0,42621.28,,,,,,0.0,,2000.0,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-01,61664.0,75846.72,0.91,10.54,0.82,0.08,0.0,42277.56,34372.0,34372.0,42277.56,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.44,0.6908,82.07,1.794
2022-04-04,61664.0,74921.76,0.91,10.6,0.82,0.08,0.0,41761.98,34372.0,34372.0,41761.98,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.36,0.6918,82.14,1.794
2022-04-05,61664.0,74921.76,0.91,10.85,0.82,0.07,0.0,41761.98,34372.0,34372.0,41761.98,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-06,61664.0,74305.12,0.91,10.96,0.82,0.07,0.0,41418.26,34372.0,34372.0,41418.26,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-07,61664.0,74613.44,0.91,10.87,0.82,0.07,0.0,41590.12,34372.0,34372.0,41590.12,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-08,61664.0,79546.56,0.91,11.68,0.82,0.07,0.0,44339.88,34372.0,34372.0,44339.88,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.52,0.6898,81.99,1.794
2022-04-11,61664.0,79546.56,0.91,11.5,0.82,0.08,0.0,44339.88,34372.0,34372.0,44339.88,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-12,61664.0,77388.32,0.91,11.84,0.82,0.08,0.0,43136.86,34372.0,34372.0,43136.86,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-13,61664.0,76155.04,0.91,14.1,0.82,0.08,0.0,42449.42,34372.0,34372.0,42449.42,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-14,61664.0,75538.4,0.91,14.24,0.82,0.08,0.0,42105.7,34372.0,34372.0,42105.7,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.39,0.6915,82.12,1.794
2022-04-15,61664.0,75538.4,0.91,14.26,0.82,0.08,0.0,42105.7,34372.0,34372.0,42105.7,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.35,0.692,82.15,1.794
2022-04-18,61664.0,75538.4,0.91,14.26,0.82,0.08,0.0,42105.7,34372.0,34372.0,42105.7,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.45,0.6908,82.06,1.794
2022-04-19,61664.0,71530.24,0.91,14.26,0.82,0.08,0.0,39871.52,34372.0,34372.0,39871.52,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-20,61664.0,72146.88,0.91,13.78,0.82,0.07,0.0,40215.24,34372.0,34372.0,40215.24,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-21,61664.0,72455.2,0.91,16.67,0.82,0.07,0.0,40387.1,34372.0,34372.0,40387.1,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-22,61664.0,72146.88,0.91,15.42,0.82,0.07,0.0,40215.24,34372.0,34372.0,40215.24,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.56,0.6893,81.96,1.794
2022-04-25,61664.0,72455.2,0.91,16.57,0.82,0.07,0.0,40387.1,34372.0,34372.0,40387.1,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-26,61664.0,75230.08,0.91,16.83,0.82,0.07,0.0,41933.84,34372.0,34372.0,41933.84,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-27,61664.0,73380.16,0.91,16.64,0.82,0.08,0.0,40902.68,34372.0,34372.0,40902.68,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-28,61664.0,74921.76,0.91,16.86,0.82,0.07,0.0,41761.98,34372.0,34372.0,41761.98,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-04-29,61664.0,72455.2,0.91,16.9,0.82,0.07,0.0,40387.1,34372.0,34372.0,40387.1,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.56,0.6893,81.96,1.794
2022-05-02,61664.0,72146.88,0.91,16.74,0.82,0.07,0.0,40215.24,34372.0,34372.0,40215.24,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.43,0.691,82.08,1.794
2022-05-03,61664.0,74613.44,0.91,16.79,0.82,0.07,0.0,41590.12,34372.0,34372.0,41590.12,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6901,82.02,1.794
2022-05-04,61664.0,73996.8,0.91,17.42,0.82,0.07,0.0,41246.4,34372.0,34372.0,41246.4,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-05,61664.0,75230.08,0.91,17.78,0.82,0.07,0.0,41933.84,34372.0,34372.0,41933.84,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.51,0.6899,82.0,1.794
2022-05-06,61664.0,73071.84,0.91,18.69,0.82,0.07,0.0,40730.82,34372.0,34372.0,40730.82,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.61,0.6886,81.91,1.794
2022-05-09,61664.0,71530.24,0.91,19.33,0.82,0.07,0.0,39871.52,34372.0,34372.0,39871.52,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-10,61664.0,68138.72,0.91,19.43,0.82,0.07,0.0,37981.06,34372.0,34372.0,37981.06,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-11,61664.0,69372.0,0.91,19.99,0.82,0.07,0.0,38668.5,34372.0,34372.0,38668.5,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-12,61664.0,70913.6,0.91,20.39,0.82,0.07,0.0,39527.8,34372.0,34372.0,39527.8,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.53,0.6897,81.99,1.794
2022-05-13,61664.0,71221.92,0.91,22.82,0.82,0.07,0.0,39699.66,34372.0,34372.0,39699.66,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.63,0.6884,81.89,1.794
2022-05-16,61664.0,69063.68,0.91,24.02,0.82,0.07,0.0,38496.64,34372.0,34372.0,38496.64,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.64,0.6883,81.89,1.794
2022-05-17,61664.0,71530.24,0.91,23.03,0.82,0.07,0.0,39871.52,34372.0,34372.0,39871.52,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-18,61664.0,74305.12,0.91,20.03,0.82,0.07,0.0,41418.26,34372.0,34372.0,41418.26,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-19,61664.0,71838.56,0.91,20.09,0.82,0.07,0.0,40043.38,34372.0,34372.0,40043.38,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-20,61664.0,71221.92,0.91,19.64,0.82,0.07,0.0,39699.66,34372.0,34372.0,39699.66,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.29,0.6928,82.21,1.794
2022-05-23,61664.0,71221.92,0.91,19.53,0.82,0.07,0.0,39699.66,34372.0,34372.0,39699.66,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-24,61664.0,68755.36,0.91,19.5,0.82,0.07,0.0,38324.78,34372.0,34372.0,38324.78,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-25,61664.0,69680.32,0.91,19.81,0.82,0.07,0.0,38840.36,34372.0,34372.0,38840.36,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-26,61664.0,69372.0,0.91,19.74,0.82,0.07,0.0,38668.5,34372.0,34372.0,38668.5,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-27,61664.0,69680.32,0.91,20.23,0.82,0.07,0.0,38840.36,34372.0,34372.0,38840.36,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.45,0.6907,82.06,1.794
2022-05-30,61664.0,70296.96,0.91,17.59,0.82,0.07,0.0,39184.08,34372.0,34372.0,39184.08,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-05-31,61664.0,68447.04,0.91,17.91,0.82,0.07,0.0,38152.92,34372.0,34372.0,38152.92,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-01,61664.0,70605.28,0.91,19.78,0.82,0.07,0.0,39355.94,34372.0,34372.0,39355.94,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.35,0.692,82.15,1.794
2022-06-02,61664.0,73688.48,0.91,20.57,0.82,0.07,0.0,41074.54,34372.0,34372.0,41074.54,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.49,0.6902,82.02,1.794
2022-06-03,61664.0,75230.08,0.91,23.03,0.82,0.07,0.0,41933.84,34372.0,34372.0,41933.84,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.7,0.6874,81.83,1.794
2022-06-06,61664.0,74613.44,0.91,22.51,0.82,0.08,0.0,41590.12,34372.0,34372.0,41590.12,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-07,61664.0,72455.2,0.91,22.37,0.82,0.07,0.0,40387.1,34372.0,34372.0,40387.1,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-08,61664.0,74921.76,0.91,22.22,0.82,0.07,0.0,41761.98,34372.0,34372.0,41761.98,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-09,61664.0,73996.8,0.91,23.75,0.82,0.07,0.0,41246.4,34372.0,34372.0,41246.4,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-10,61664.0,72146.88,0.91,22.61,0.82,0.07,0.0,40215.24,34372.0,34372.0,40215.24,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.45,0.6908,82.07,1.794
2022-06-13,61664.0,70296.96,0.91,21.93,0.82,0.07,0.0,39184.08,34372.0,34372.0,39184.08,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.6,0.6876,81.84,1.794
2022-06-14,61664.0,69063.68,0.91,21.16,0.82,0.07,0.0,38496.64,34372.0,34372.0,38496.64,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-15,61664.0,68755.36,0.91,20.79,0.82,0.07,0.0,38324.78,34372.0,34372.0,38324.78,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-16,61664.0,67830.4,0.91,19.05,0.82,0.07,0.0,37809.2,34372.0,34372.0,37809.2,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.44,0.6909,82.07,1.794
2022-06-17,61664.0,66905.44,0.91,19.38,0.82,0.07,0.0,37293.62,34372.0,34372.0,37293.62,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.4,0.6914,82.11,1.794
2022-06-20,61664.0,67830.4,0.91,19.48,0.82,0.07,0.0,37809.2,34372.0,34372.0,37809.2,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-21,61664.0,67522.08,0.91,19.68,0.82,0.07,0.0,37637.34,34372.0,34372.0,37637.34,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-22,61664.0,66597.12,0.91,14.04,0.82,0.07,0.0,37121.76,34372.0,34372.0,37121.76,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-23,61664.0,65672.16,0.91,14.01,0.82,0.07,0.0,36606.18,34372.0,34372.0,36606.18,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-24,61664.0,65672.16,0.91,13.41,0.82,0.07,0.0,36606.18,34372.0,34372.0,36606.18,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.42,0.6911,82.09,1.794
2022-06-27,61664.0,65055.52,0.91,13.42,0.82,0.07,0.0,36262.46,34372.0,34372.0,36262.46,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-28,61664.0,65363.84,0.91,12.75,0.82,0.07,0.0,36434.32,34372.0,34372.0,36434.32,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
2022-06-29,61664.0,66597.12,0.91,14.23,0.82,0.07,0.0,37121.76,34372.0,34372.0,37121.76,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.49,0.6901,82.02,1.794
2022-06-30,61664.0,65363.84,0.91,14.41,0.82,0.07,0.0,36434.32,34372.0,34372.0,36434.32,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.59,0.689,81.94,1.794
2022-07-01,61664.0,64747.2,0.91,14.62,0.82,0.07,0.0,36090.6,34372.0,34372.0,36090.6,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.5,0.6901,82.02,1.794
2022-07-04,61664.0,65363.84,0.91,14.35,0.82,0.07,0.0,36434.32,34372.0,34372.0,36434.32,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.44,0.6908,82.07,1.794
2022-07-05,61664.0,64747.2,0.91,14.37,0.82,0.07,0.0,36090.6,34372.0,34372.0,36090.6,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6904,82.04,1.794
2022-07-06,61664.0,64747.2,0.91,15.03,0.82,0.06,0.0,36090.6,34372.0,34372.0,36090.6,,,,,,,,,,,,,,,0.04,,,100.0,100.0,0.0,0.0,0.0,100.0,11.48,0.6903,82.03,1.794
