,EGOV FP Equity_DX_SI_QTY,EGOV FP Equity_DX_SHORT_INTEREST_VALUE,EGOV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EGOV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EGOV FP Equity_DX_SI_MV,EGOV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EGOV FP Equity_DX_SUPPLY_SI_QTY,EGOV FP Equity_DX_BROKER_SI_QTY,EGOV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EGOV FP Equity_DX_BROKER_SI_MV_NEW_x,EGOV FP Equity_DX_SUPPLY_SI_QTY_INC_x,EGOV FP Equity_DX_BROKER_SI_MV_INC_x,EGOV FP Equity_DX_BROKER_SI_QTY_ADD,EGOV FP Equity_DX_BROKER_SI_QTY_NEW,EGOV FP Equity_DX_SUPPLY_SI_MV_DEC,EGOV FP Equity_DX_BROKER_SI_QTY_INC,EGOV FP Equity_DX_SUPPLY_SI_QTY_DEC,EGOV FP Equity_DX_BROKER_SI_MV_NEW_y,EGOV FP Equity_DX_BROKER_SI_MV_INC_y,EGOV FP Equity_DX_SUPPLY_SI_QTY_INC_y,EGOV FP Equity_DX_BROKER_SI_MV_ADD,EGOV FP Equity_DX_SUPPLY_SI_QTY_ADD,EGOV FP Equity_DX_BROKER_SI_QTY_DEC,EGOV FP Equity_DX_SUPPLY_SI_MV,EGOV FP Equity_DX_BROKER_SI_MV_DEC,EGOV FP Equity_DX_BROKER_SI_MV_RMV,EGOV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EGOV FP Equity_DX_UTILIZATION_QUANTITY,EGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EGOV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EGOV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EGOV FP Equity_DX_ACTIVE_UTILIZATION_MV,EGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EGOV FP Equity_DX_BROKER_SI_CON_RATIO,EGOV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EGOV FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-11-30,18356.0,1049063.76,7.61,0.14,1.05,1049063.76,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3714.82,0.0,0.0,,1.0,100.0,282.4
2020-12-01,18356.0,1045521.05,6.84,0.14,1.05,1045521.05,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3702.27,0.0,0.0,,1.0,100.0,282.4
2020-12-02,18356.0,1045025.44,6.75,0.14,1.05,1045025.44,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3700.52,0.0,0.0,,1.0,100.0,282.4
2020-12-03,18356.0,1048274.45,7.06,0.14,1.05,1048274.45,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3712.02,0.0,0.0,,1.0,100.0,282.4
2020-12-04,18356.0,1047338.29,5.62,0.14,1.05,1047338.29,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3708.71,0.0,0.0,,1.0,100.0,282.4
2020-12-07,18356.0,1050220.18,5.82,0.14,1.05,1050220.18,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3718.91,0.0,0.0,,1.0,100.0,282.4
2020-12-08,18356.0,1052276.06,5.85,0.14,1.05,1052276.06,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3726.19,0.0,0.0,,1.0,100.0,282.4
2020-12-09,18356.0,1052367.84,5.86,0.14,1.05,1052367.84,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3726.52,0.0,0.0,,1.0,100.0,282.4
2020-12-10,18356.0,1052349.48,5.87,0.14,1.05,1052349.48,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3726.45,0.0,0.0,,1.0,100.0,282.4
2020-12-11,18356.0,1054937.68,6.23,0.14,1.05,1054937.68,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3735.62,0.0,0.0,,1.0,100.0,282.4
2020-12-14,18356.0,1054313.57,6.2,0.14,1.05,1054313.57,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3733.41,0.0,0.0,,1.0,100.0,282.4
2020-12-15,18356.0,1054864.25,5.31,0.14,1.05,1054864.25,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3735.36,0.0,0.0,,1.0,100.0,282.4
2020-12-16,18356.0,1051082.92,5.12,0.13,1.05,1051082.92,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3721.97,0.0,0.0,,1.0,100.0,282.4
2020-12-17,18356.0,1051688.66,5.34,0.13,1.05,1051688.66,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3724.11,0.0,0.0,,1.0,100.0,282.4
2020-12-18,18356.0,1050752.51,5.34,0.13,1.05,1050752.51,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3720.8,0.0,0.0,,1.0,100.0,282.4
2020-12-21,18356.0,1051413.32,5.44,0.13,1.05,1051413.32,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3723.14,0.0,0.0,,1.0,100.0,282.4
2020-12-22,18356.0,1052331.12,5.38,0.13,1.05,1052331.12,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3726.39,0.0,0.0,,1.0,100.0,282.4
2020-12-23,18356.0,1048347.87,5.39,0.13,1.05,1048347.87,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3712.28,0.0,0.0,,1.0,100.0,282.4
2020-12-24,18356.0,1049210.6,5.8,0.13,1.05,1049210.6,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3715.34,0.0,0.0,,1.0,100.0,282.4
2020-12-25,18356.0,1049210.6,5.81,0.13,1.05,1049210.6,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3715.34,0.0,0.0,,1.0,100.0,282.4
2020-12-28,18356.0,1050881.0,5.81,0.13,1.05,1050881.0,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3721.25,0.0,0.0,,1.0,100.0,282.4
2020-12-29,18356.0,1051394.97,5.57,0.13,1.05,1051394.97,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3723.07,0.0,0.0,,1.0,100.0,282.4
2020-12-30,18356.0,1050954.42,5.7,0.13,1.05,1050954.42,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3721.51,0.0,0.0,,1.0,100.0,282.4
2020-12-31,18356.0,1051633.6,5.71,0.13,1.05,1051633.6,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65.0,3723.92,0.0,0.0,,1.0,100.0,282.4
2021-01-01,18356.0,1051633.6,6.13,0.13,1.05,1051633.6,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3322.88,0.0,0.0,,1.0,100.0,316.4828
2021-01-04,18356.0,1052955.23,6.13,0.13,1.05,1052955.23,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3327.05,0.0,0.0,,1.0,100.0,316.4828
2021-01-05,18356.0,1051229.76,6.1,0.13,1.05,1051229.76,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3321.6,0.0,0.0,,1.0,100.0,316.4828
2021-01-06,18356.0,1049302.38,6.13,0.13,1.05,1049302.38,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3315.51,0.0,0.0,,1.0,100.0,316.4828
2021-01-07,18356.0,1049265.67,6.34,0.13,1.05,1049265.67,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3315.4,0.0,0.0,,1.0,100.0,316.4828
2021-01-08,18356.0,1050477.17,6.17,0.13,1.05,1050477.17,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3319.22,0.0,0.0,,1.0,100.0,316.4828
2021-01-11,18356.0,1047852.26,6.16,0.13,1.05,1047852.26,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3310.93,0.0,0.0,,1.0,100.0,316.4828
2021-01-12,18356.0,1043593.67,6.32,0.13,1.05,1043593.67,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3297.47,0.0,0.0,,1.0,100.0,316.4828
2021-01-13,18356.0,1048311.16,6.27,0.13,1.05,1048311.16,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3312.38,0.0,0.0,,1.0,100.0,316.4828
2021-01-14,18356.0,1048788.42,6.89,0.13,1.05,1048788.42,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3313.89,0.0,0.0,,1.0,100.0,316.4828
2021-01-15,18356.0,1048182.67,6.81,0.13,1.05,1048182.67,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3311.97,0.0,0.0,,1.0,100.0,316.4828
2021-01-18,18356.0,1046824.32,8.25,0.13,1.05,1046824.32,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3307.68,0.0,0.0,,1.0,100.0,316.4828
2021-01-19,18356.0,1047062.95,10.86,0.13,1.05,1047062.95,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3308.44,0.0,0.0,,1.0,100.0,316.4828
2021-01-20,18356.0,1046952.82,9.44,0.12,1.05,1046952.82,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3308.09,0.0,0.0,,1.0,100.0,316.4828
2021-01-21,18356.0,1043061.34,6.82,0.12,1.04,1043061.34,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3295.79,0.0,0.0,,1.0,100.0,316.4828
2021-01-22,18356.0,1042877.78,6.83,0.12,1.04,1042877.78,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3295.21,0.0,0.0,,1.0,100.0,316.4828
2021-01-25,18356.0,1046640.76,6.81,0.12,1.05,1046640.76,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3307.1,0.0,0.0,,1.0,100.0,316.4828
2021-01-26,18356.0,1046218.58,6.03,0.12,1.05,1046218.58,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3305.77,0.0,0.0,,1.0,100.0,316.4828
2021-01-27,18356.0,1046659.12,6.06,0.12,1.05,1046659.12,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3307.16,0.0,0.0,,1.0,100.0,316.4828
2021-01-28,18356.0,1046236.93,6.99,0.12,1.05,1046236.93,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3305.83,0.0,0.0,,1.0,100.0,316.4828
2021-01-29,18356.0,1045557.76,7.34,0.12,1.05,1045557.76,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3303.68,0.0,0.0,,1.0,100.0,316.4828
2021-02-01,18356.0,1044639.96,6.95,0.12,1.04,1044639.96,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3300.78,0.0,0.0,,1.0,100.0,316.4828
2021-02-02,18356.0,1042804.36,6.99,0.12,1.04,1042804.36,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3294.98,0.0,0.0,,1.0,100.0,316.4828
2021-02-03,18356.0,1039665.48,6.97,0.12,1.04,1039665.48,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3285.06,0.0,0.0,,1.0,100.0,316.4828
2021-02-04,18356.0,1042547.38,7.08,0.12,1.04,1042547.38,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3294.17,0.0,0.0,,1.0,100.0,316.4828
2021-02-05,18356.0,1041537.8,6.84,0.12,1.04,1041537.8,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3290.98,0.0,0.0,,1.0,100.0,316.4828
2021-02-08,18356.0,1041703.0,6.84,0.12,1.04,1041703.0,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3291.5,0.0,0.0,,1.0,100.0,316.4828
2021-02-09,18356.0,1041721.36,6.75,0.12,1.04,1041721.36,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3291.56,0.0,0.0,,1.0,100.0,316.4828
2021-02-10,18356.0,1040968.76,7.11,0.12,1.04,1040968.76,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3289.18,0.0,0.0,,1.0,100.0,316.4828
2021-02-11,18356.0,1042749.29,7.08,0.12,1.04,1042749.29,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3294.81,0.0,0.0,,1.0,100.0,316.4828
2021-02-12,18356.0,1039720.55,7.06,0.12,1.04,1039720.55,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3285.24,0.0,0.0,,1.0,100.0,316.4828
2021-02-15,18356.0,1036031.0,7.05,0.12,1.04,1036031.0,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3273.58,0.0,0.0,,1.0,100.0,316.4828
2021-02-16,18356.0,1033809.92,7.08,0.12,1.03,1033809.92,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3266.56,0.0,0.0,,1.0,100.0,316.4828
2021-02-17,18356.0,1033479.51,7.06,0.12,1.03,1033479.51,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3265.52,0.0,0.0,,1.0,100.0,316.4828
2021-02-18,18356.0,1028872.16,7.05,0.12,1.03,1028872.16,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3250.96,0.0,0.0,,1.0,100.0,316.4828
2021-02-19,18356.0,1028560.1,6.22,0.12,1.03,1028560.1,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3249.97,0.0,0.0,,1.0,100.0,316.4828
2021-02-22,18356.0,1031680.62,6.23,0.12,1.03,1031680.62,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3259.83,0.0,0.0,,1.0,100.0,316.4828
2021-02-23,18356.0,1028339.83,6.26,0.12,1.03,1028339.83,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3249.28,0.0,0.0,,1.0,100.0,316.4828
2021-02-24,18356.0,1025843.42,6.69,0.12,1.03,1025843.42,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3241.39,0.0,0.0,,1.0,100.0,316.4828
2021-02-25,18356.0,1019143.48,6.58,0.12,1.08,1019143.48,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3220.22,0.0,0.0,,1.0,100.0,316.4828
2021-02-26,18356.0,1023769.19,6.74,0.12,1.02,1023769.19,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3234.83,0.0,0.0,,1.0,100.0,316.4828
2021-03-01,18356.0,1030303.92,6.78,0.12,1.03,1030303.92,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3255.48,0.0,0.0,,1.0,100.0,316.4828
2021-03-02,18356.0,1030671.04,6.91,0.12,1.03,1030671.04,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3256.64,0.0,0.0,,1.0,100.0,316.4828
2021-03-03,18356.0,1025347.8,7.72,0.12,1.02,1025347.8,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3239.82,0.0,0.0,,1.0,100.0,316.4828
2021-03-04,18356.0,1026063.69,10.02,0.12,1.02,1026063.69,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3242.08,0.0,0.0,,1.0,100.0,316.4828
2021-03-05,18356.0,1025219.31,10.05,0.12,1.03,1025219.31,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3239.42,0.0,0.0,,1.0,100.0,316.4828
2021-03-08,18356.0,1024686.99,8.92,0.12,1.02,1024686.99,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3237.73,0.0,0.0,,1.0,100.0,316.4828
2021-03-09,18356.0,1027054.91,11.07,0.12,1.03,1027054.91,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3245.22,0.0,0.0,,1.0,100.0,316.4828
2021-03-10,18356.0,1027660.66,10.2,0.12,1.03,1027660.66,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3247.13,0.0,0.0,,1.0,100.0,316.4828
2021-03-11,18356.0,1030854.6,10.81,0.12,1.03,1030854.6,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3257.22,0.0,0.0,,1.0,100.0,316.4828
2021-03-12,18356.0,1027642.3,10.82,0.12,1.03,1027642.3,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3247.07,0.0,0.0,,1.0,100.0,316.4828
2021-03-15,18356.0,1030157.08,11.83,0.12,1.03,1030157.08,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3255.02,0.0,0.0,,1.0,100.0,316.4828
2021-03-16,18356.0,1029110.78,11.84,0.12,1.03,1029110.78,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3251.71,0.0,0.0,,1.0,100.0,316.4828
2021-03-17,18356.0,1024521.78,11.33,0.12,1.03,1024521.78,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3237.21,0.0,0.0,,1.0,100.0,316.4828
2021-03-18,18356.0,1023291.93,10.63,0.12,1.02,1023291.93,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3233.33,0.0,0.0,,1.0,100.0,316.4828
2021-03-19,18356.0,1025200.96,11.02,0.12,1.03,1025200.96,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3239.36,0.0,0.0,,1.0,100.0,316.4828
2021-03-22,18356.0,1026082.04,11.08,0.12,1.03,1026082.04,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3242.14,0.0,0.0,,1.0,100.0,316.4828
2021-03-23,18356.0,1029184.21,11.23,0.12,1.03,1029184.21,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3251.94,0.0,0.0,,1.0,100.0,316.4828
2021-03-24,18356.0,1030212.14,11.2,0.12,1.03,1030212.14,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3255.19,0.0,0.0,,1.0,100.0,316.4828
2021-03-25,18356.0,1032378.15,8.12,0.12,1.03,1032378.15,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3262.04,0.0,0.0,,1.0,100.0,316.4828
2021-03-26,18356.0,1029845.02,8.17,0.12,1.03,1029845.02,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3254.03,0.0,0.0,,1.0,100.0,316.4828
2021-03-29,18356.0,1026963.13,8.2,0.12,1.03,1026963.13,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3244.93,0.0,0.0,,1.0,100.0,316.4828
2021-03-30,18356.0,1024173.02,7.97,0.12,1.02,1024173.02,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3236.11,0.0,0.0,,1.0,100.0,316.4828
2021-03-31,18356.0,1025531.36,8.02,0.12,1.02,1025531.36,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3240.4,0.0,0.0,,1.0,100.0,316.4828
2021-04-01,18356.0,1027899.29,8.03,0.12,1.03,1027899.29,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3247.88,0.0,0.0,,1.0,100.0,316.4828
2021-04-02,18356.0,1027899.29,10.09,0.12,1.03,1027899.29,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3247.88,0.0,0.0,,1.0,100.0,316.4828
2021-04-05,18356.0,1027899.29,10.09,0.12,1.03,1027899.29,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3247.88,0.0,0.0,,1.0,100.0,316.4828
2021-04-06,18356.0,1025714.92,10.09,0.12,1.03,1025714.92,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3240.98,0.0,0.0,,1.0,100.0,316.4828
2021-04-07,18356.0,1025751.64,10.05,0.12,1.02,1025751.64,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3241.1,0.0,0.0,,1.0,100.0,316.4828
2021-04-08,18356.0,1027091.62,10.01,0.12,1.03,1027091.62,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3245.33,0.0,0.0,,1.0,100.0,316.4828
2021-04-09,18356.0,1023512.2,10.01,0.12,1.02,1023512.2,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3234.02,0.0,0.0,,1.0,100.0,316.4828
2021-04-12,18356.0,1022447.56,10.11,0.12,1.02,1022447.56,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3230.66,0.0,0.0,,1.0,100.0,316.4828
2021-04-13,18356.0,1022355.78,10.08,0.12,1.02,1022355.78,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3230.37,0.0,0.0,,1.0,100.0,316.4828
2021-04-14,18356.0,1020299.9,10.2,0.12,1.02,1020299.9,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3223.87,0.0,0.0,,1.0,100.0,316.4828
2021-04-15,18356.0,1023145.08,10.07,0.12,1.02,1023145.08,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3232.86,0.0,0.0,,1.0,100.0,316.4828
2021-04-16,18356.0,1021566.47,10.12,0.12,1.02,1021566.47,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3227.87,0.0,0.0,,1.0,100.0,316.4828
2021-04-19,18356.0,1019528.95,11.37,0.12,1.02,1019528.95,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3221.44,0.0,0.0,,1.0,100.0,316.4828
2021-04-20,18356.0,1020777.16,10.87,0.12,1.02,1020777.16,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3225.38,0.0,0.0,,1.0,100.0,316.4828
2021-04-21,18356.0,1021768.38,12.6,0.12,1.02,1021768.38,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3228.51,0.0,0.0,,1.0,100.0,316.4828
2021-04-22,18356.0,1021584.82,12.56,0.12,1.02,1021584.82,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3227.93,0.0,0.0,,1.0,100.0,316.4828
2021-04-23,18356.0,1021180.99,13.94,0.12,1.02,1021180.99,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3226.66,0.0,0.0,,1.0,100.0,316.4828
2021-04-26,18356.0,1020501.82,13.35,0.12,1.02,1020501.82,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3224.51,0.0,0.0,,1.0,100.0,316.4828
2021-04-27,18356.0,1019804.29,13.28,0.12,1.02,1019804.29,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3222.31,0.0,0.0,,1.0,100.0,316.4828
2021-04-28,18356.0,1018390.88,13.24,0.12,1.02,1018390.88,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3217.84,0.0,0.0,,1.0,100.0,316.4828
2021-04-29,18356.0,1014995.02,13.09,0.12,1.02,1014995.02,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3207.11,0.0,0.0,,1.0,100.0,316.4828
2021-04-30,18356.0,1014829.82,13.86,0.12,1.01,1014829.82,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3206.59,0.0,0.0,,1.0,100.0,316.4828
2021-05-03,18356.0,1015655.84,15.0,0.12,1.02,1015655.84,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3209.2,0.0,0.0,,1.0,100.0,316.4828
2021-05-04,18356.0,1018244.03,15.37,0.12,1.02,1018244.03,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3217.38,0.0,0.0,,1.0,100.0,316.4828
2021-05-05,18356.0,1016426.79,15.41,0.12,1.02,1016426.79,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3211.63,0.0,0.0,,1.0,100.0,316.4828
2021-05-06,18356.0,1015710.9,15.55,0.12,1.02,1015710.9,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3209.37,0.0,0.0,,1.0,100.0,316.4828
2021-05-07,18356.0,1013398.05,15.28,0.12,1.01,1013398.05,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3202.06,0.0,0.0,,1.0,100.0,316.4828
2021-05-10,18356.0,1013856.95,26.01,0.12,1.01,1013856.95,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3203.51,0.0,0.0,,1.0,100.0,316.4828
2021-05-11,18356.0,1010350.95,25.82,0.12,1.01,1010350.95,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3192.44,0.0,0.0,,1.0,100.0,316.4828
2021-05-12,18356.0,1007120.3,25.73,0.12,1.01,1007120.3,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3182.23,0.0,0.0,,1.0,100.0,316.4828
2021-05-13,18356.0,1005945.51,26.81,0.12,1.01,1005945.51,0.0,18356.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,58.0,3178.52,0.0,0.0,,1.0,100.0,316.4828
