,ALGID FP Equity_DX_SI_QTY,ALGID FP Equity_DX_SHORT_INTEREST_VALUE,ALGID FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGID FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGID FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGID FP Equity_DX_SI_MV,ALGID FP Equity_DX_DSS,ALGID FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGID FP Equity_DX_SUPPLY_SI_QTY,ALGID FP Equity_DX_BROKER_SI_QTY,ALGID FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGID FP Equity_DX_BROKER_SI_MV_NEW_x,ALGID FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALGID FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGID FP Equity_DX_BROKER_SI_MV_INC_x,ALGID FP Equity_DX_SUPPLY_SI_MV_NEW,ALGID FP Equity_DX_BROKER_SI_QTY_ADD,ALGID FP Equity_DX_BROKER_SI_QTY_NEW,ALGID FP Equity_DX_SUPPLY_SI_MV_DEC,ALGID FP Equity_DX_BROKER_SI_QTY_INC,ALGID FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGID FP Equity_DX_BROKER_SI_MV_NEW_y,ALGID FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALGID FP Equity_DX_BROKER_SI_MV_INC_y,ALGID FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGID FP Equity_DX_BROKER_SI_MV_ADD,ALGID FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGID FP Equity_DX_BROKER_SI_QTY_DEC,ALGID FP Equity_DX_SUPPLY_SI_MV,ALGID FP Equity_DX_BROKER_SI_MV_DEC,ALGID FP Equity_DX_SUPPLY_SI_MV_RMV,ALGID FP Equity_DX_BROKER_SI_MV_RMV,ALGID FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGID FP Equity_DX_UTILIZATION_QUANTITY,ALGID FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGID FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGID FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALGID FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGID FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGID FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALGID FP Equity_DX_BROKER_SI_CON_RATIO,ALGID FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGID FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2006-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.04,0.0,,0.0,,0.0
2006-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.04,0.0,,0.0,,0.0
2006-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.04,0.0,,0.0,,0.0
2006-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.04,0.0,,0.0,,0.0
2006-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.04,0.0,,0.0,,0.0
2006-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.04,0.0,,0.0,,0.0
2006-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.04,0.0,,0.0,,0.0
2006-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,0.0,,0.0,,0.0
2006-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-06-14,30.0,793.2,0.0,0.02,0.0,0.0,0.0,793.2,0.0,30.0,0.0,,,,,,30.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,294.0,7773.36,,0.0,0.0,,1.0,100.0,0.102
2006-06-21,100.0,2790.0,0.01,0.08,0.01,0.0,0.0,2790.0,0.0,100.0,0.0,,,,0.0,,,,,70.0,,,,0.0,,,,,0.0,,,,0.0,0.0,300.0,8370.0,,0.0,0.0,,1.0,100.0,0.3333
2006-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-08-03,15000.0,300000.0,2.19,13.9,1.5,0.35,,300000.0,0.0,15000.0,0.0,,,,,,15000.0,,,,,,,,,0.35,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-04,15000.0,307500.0,2.19,12.12,1.5,0.35,,307500.0,0.0,15000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-07,16000.0,334560.0,2.33,8.76,1.6,0.37,,334560.0,0.0,16000.0,0.0,,,,0.02,,,,,1000.0,,,,0.02,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-08,16000.0,336000.0,2.33,7.67,1.6,0.37,,336000.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-08-09,17500.0,362075.0,2.55,7.78,1.75,0.4,,362075.0,0.0,17500.0,0.0,,,,,,1500.0,,,,,,,,,0.03,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.79,0.8563,92.21,0.0
2006-08-10,17500.0,360675.0,2.55,7.65,1.75,0.4,,360675.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.79,0.8563,92.21,0.0
2006-08-11,20600.0,411382.0,3.0,8.94,2.06,0.46,,411382.0,0.0,20600.0,0.0,,,,0.01,,2700.0,,,400.0,,,,0.01,,0.06,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.11,0.6814,81.4,0.0
2006-08-14,20600.0,409322.0,3.0,8.7,2.06,0.46,,409322.0,0.0,20600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,11.96,0.6838,81.57,0.0
2006-08-15,21650.0,429103.0,3.15,8.84,2.16,0.48,,429103.0,0.0,21650.0,0.0,,,,0.02,,,,,1050.0,,,,0.02,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.84,0.6761,80.98,0.0
2006-08-16,21650.0,432567.0,3.15,8.51,2.16,0.48,,432567.0,0.0,21650.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.82,0.6757,80.96,0.0
2006-08-17,21650.0,432350.5,3.15,8.25,2.16,0.48,,432350.5,0.0,21650.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.87,0.6751,80.91,0.0
2006-08-18,21650.0,454650.0,3.15,8.38,2.16,0.48,,454650.0,0.0,21650.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.83,0.6712,80.65,0.0
2006-08-21,21650.0,442742.5,2.23,7.66,1.68,0.48,,442742.5,0.0,21650.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.11,0.67,80.55,0.0
2006-08-22,21100.0,419890.0,2.17,7.21,1.64,0.47,,419890.0,0.0,21100.0,0.0,,,,,,,,,,,,,,,,,550.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.47,0.6654,80.2,0.0
2006-08-23,17500.0,354375.0,1.8,4.96,1.36,0.4,,354375.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,3600.0,0.0,0.07,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.64,0.8589,92.36,0.0
2006-08-24,17500.0,354900.0,1.8,4.9,1.36,0.4,,354900.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.65,0.8587,92.35,0.0
2006-08-25,17500.0,383775.0,1.8,4.82,1.36,0.4,,383775.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.22,0.8491,91.78,0.0
2006-08-28,17500.0,383075.0,1.8,4.3,1.36,0.4,,383075.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.21,0.8493,91.79,0.0
2006-08-29,17500.0,382375.0,1.8,4.26,1.36,0.4,,382375.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.2,0.8495,91.8,0.0
2006-08-30,17500.0,436275.0,1.8,4.17,1.36,0.4,,436275.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.24,0.8322,90.76,0.0
2006-08-31,17500.0,420000.0,1.8,4.05,1.36,0.4,,420000.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.93,0.8374,91.07,0.0
2006-09-01,17500.0,420000.0,1.8,3.94,1.36,0.4,,420000.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.93,0.8374,91.07,0.0
2006-09-04,17500.0,420000.0,1.8,3.87,1.36,0.4,,420000.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.93,0.8374,91.07,0.0
2006-09-05,17500.0,416150.0,1.8,3.87,1.36,0.4,,416150.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.86,0.8386,91.14,0.0
2006-09-06,17500.0,407575.0,1.8,3.86,1.36,0.4,,407575.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.69,0.8413,91.31,0.0
2006-09-07,17500.0,397250.0,1.8,3.83,1.36,0.4,,397250.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.49,0.8447,91.51,0.0
2006-09-08,17500.0,409325.0,1.8,3.85,1.36,0.4,,409325.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.72,0.8408,91.28,0.0
2006-09-11,17500.0,408450.0,1.8,3.86,1.36,0.4,,408450.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.71,0.841,91.29,0.0
2006-09-12,17500.0,434000.0,1.8,3.86,1.36,0.4,,434000.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.2,0.8329,90.8,0.0
2006-09-13,17500.0,430150.0,1.36,3.74,1.36,0.4,,430150.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.13,0.8341,90.87,0.0
2006-09-14,17500.0,437500.0,1.36,3.74,1.36,0.4,,437500.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.13,0.8341,90.87,0.0
2006-09-15,17500.0,436625.0,1.36,3.66,1.36,0.4,,436625.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.25,0.8321,90.75,0.0
2006-09-18,17500.0,432250.0,1.36,4.14,1.36,0.4,,432250.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.17,0.8335,90.83,0.0
2006-09-19,17500.0,462000.0,1.36,4.38,1.36,0.41,1.0,462000.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,531.0,14018.4,,0.01,0.0,9.74,0.8242,90.26,32.9567
2006-09-20,17500.0,472500.0,1.36,4.14,1.36,0.41,1.0,472500.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,567.0,15309.0,,0.01,0.0,9.93,0.821,90.07,30.8642
2006-09-21,17500.0,477750.0,1.36,4.06,1.36,0.41,1.0,477750.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,579.0,15806.7,,0.01,0.0,10.03,0.8195,89.97,30.2245
2006-09-22,17500.0,473375.0,1.36,3.97,1.36,0.41,1.0,473375.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,586.0,15851.3,,0.01,0.0,9.95,0.8208,90.05,29.8635
2006-09-25,17500.0,463750.0,1.36,3.86,1.36,0.41,1.0,463750.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,582.0,15423.0,,0.01,0.0,9.77,0.8237,90.23,30.0687
2006-09-26,17500.0,460250.0,1.36,3.86,1.36,0.41,1.0,460250.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,570.0,14991.0,,0.01,0.0,9.7,0.8248,90.3,30.7018
2006-09-27,1500.0,39585.0,0.12,0.33,0.12,0.04,0.0,39585.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,16000.0,0.0,0.37,,,0.0,0.0,498.0,13142.22,,0.01,0.0,,1.0,100.0,3.012
2006-09-28,1500.0,38850.0,0.12,0.33,0.12,0.04,0.0,38850.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,509.0,13183.1,,0.01,0.0,,1.0,100.0,2.947
2006-09-29,1500.0,38055.0,0.12,0.32,0.12,0.04,0.0,38055.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,510.0,12938.7,,0.01,0.0,,1.0,100.0,2.9412
2006-10-02,1500.0,38535.0,0.12,0.34,0.12,0.04,0.0,38535.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,495.0,12716.55,,0.01,0.0,,1.0,100.0,3.0303
2006-10-03,1500.0,38025.0,0.12,0.34,0.12,0.04,0.0,38025.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,507.0,12852.45,,0.01,0.0,,1.0,100.0,2.9586
2006-10-04,1500.0,37920.0,0.12,0.4,0.12,0.04,0.0,37920.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,501.0,12665.28,,0.01,0.0,,1.0,100.0,2.994
2006-10-05,1500.0,37875.0,0.12,0.41,0.12,0.04,0.0,37875.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,501.0,12650.25,,0.01,0.0,,1.0,100.0,2.994
2006-10-06,1500.0,37500.0,0.12,0.41,0.12,0.04,0.0,37500.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,505.0,12625.0,,0.01,0.0,,1.0,100.0,2.9703
2006-10-09,1500.0,37500.0,0.12,0.47,0.12,0.04,0.0,37500.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,500.0,12500.0,,0.01,0.0,,1.0,100.0,3.0
2006-10-10,1500.0,37500.0,0.12,0.48,0.12,0.04,0.0,37500.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,25000.0,,0.03,0.0,,1.0,100.0,1.5
2006-10-11,1500.0,37425.0,0.12,0.49,0.12,0.04,0.0,37425.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1002.0,24999.9,,0.03,0.0,,1.0,100.0,1.497
2006-10-12,1500.0,37425.0,0.12,0.53,0.12,0.04,0.0,37425.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1000.0,24950.0,,0.02,0.0,,1.0,100.0,1.5
2006-10-13,1500.0,39750.0,0.12,0.56,0.12,0.04,0.0,39750.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,942.0,24963.0,,0.02,0.0,,1.0,100.0,1.5924
2006-10-16,1500.0,40395.0,0.12,0.47,0.12,0.04,0.0,40395.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,984.0,26499.12,,0.03,0.0,,1.0,100.0,1.5244
2006-10-17,1500.0,40200.0,0.12,0.46,0.12,0.04,0.0,40200.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1005.0,26934.0,,0.03,0.0,,1.0,100.0,1.4925
2006-10-18,1500.0,40170.0,0.12,0.45,0.12,0.04,0.0,40170.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.9993
2006-10-19,1500.0,39915.0,0.14,0.45,0.12,0.04,0.0,39915.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.9934
2006-10-20,1500.0,40050.0,0.14,0.45,0.12,0.04,0.0,40050.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0033
2006-10-23,1500.0,40470.0,0.14,0.43,0.12,0.04,0.0,40470.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.0108
