,ALPUL FP Equity_DX_SI_QTY,ALPUL FP Equity_DX_SHORT_INTEREST_VALUE,ALPUL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPUL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPUL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPUL FP Equity_DX_SI_MV,ALPUL FP Equity_DX_DSS,ALPUL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPUL FP Equity_DX_SUPPLY_SI_QTY,ALPUL FP Equity_DX_BROKER_SI_QTY,ALPUL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPUL FP Equity_DX_BROKER_SI_MV_NEW_x,ALPUL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALPUL FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALPUL FP Equity_DX_BROKER_SI_MV_INC_x,ALPUL FP Equity_DX_SUPPLY_SI_MV_NEW,ALPUL FP Equity_DX_BROKER_SI_QTY_ADD,ALPUL FP Equity_DX_BROKER_SI_QTY_NEW,ALPUL FP Equity_DX_SUPPLY_SI_MV_DEC,ALPUL FP Equity_DX_BROKER_SI_QTY_INC,ALPUL FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPUL FP Equity_DX_BROKER_SI_MV_NEW_y,ALPUL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALPUL FP Equity_DX_BROKER_SI_MV_INC_y,ALPUL FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALPUL FP Equity_DX_BROKER_SI_MV_ADD,ALPUL FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPUL FP Equity_DX_BROKER_SI_QTY_DEC,ALPUL FP Equity_DX_SUPPLY_SI_MV,ALPUL FP Equity_DX_BROKER_SI_MV_DEC,ALPUL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPUL FP Equity_DX_UTILIZATION_QUANTITY,ALPUL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPUL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPUL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPUL FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPUL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALPUL FP Equity_DX_BROKER_SI_CON_RATIO,ALPUL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPUL FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-03-23,43048.0,1653043.2,1.59,9.19,0.82,1.67,0.0,868915.2,23048.0,22628.0,885043.2,,,,,,,,,,,,,,,,,2.0,0.89,0.0,40.01,19.7,34551.0,1326758.4,1.33,40.18,46.47,0.4339,46.47,0.3679
2018-03-26,43048.0,1670262.4,1.59,7.89,0.82,1.66,0.0,877966.4,23048.0,22628.0,894262.4,,,,,,,,,,,,,,,,,,0.89,,40.01,19.7,34551.0,1340578.8,1.34,39.8,46.24,0.4341,46.72,0.3679
2018-03-27,43048.0,1756358.4,1.59,7.48,0.82,1.67,0.0,923222.4,22048.0,22628.0,899558.4,,,,,,,,0.03,,1000.0,,,,,,,,0.86,,38.28,18.82,35551.0,1450480.8,1.45,37.21,46.45,0.4336,46.45,0.3674
2018-03-28,42048.0,1665100.8,1.55,7.26,0.8,1.72,0.0,856468.8,22048.0,21628.0,873100.8,,,,,,,,,,,,,,,,,1000.0,0.9,0.04,38.28,15.81,35551.0,1407819.6,1.41,38.92,47.58,0.4543,47.58,0.3016
2018-03-29,41628.0,1660957.2,1.54,7.84,0.8,1.65,0.0,862957.2,21628.0,21628.0,862957.2,,,,,,,,0.02,,420.0,,,,,,,,0.86,,100.0,15.51,0.0,0.0,0.0,100.0,48.04,0.4632,48.04,0.2986
2018-03-30,41628.0,1660957.2,1.54,8.13,0.8,1.65,0.0,862957.2,21628.0,21628.0,862957.2,,,,,,,,,,,,,,,,,,0.86,,100.0,15.52,0.0,0.0,0.0,100.0,48.03,0.4629,48.03,0.2988
2018-04-02,41628.0,1660957.2,1.54,8.13,0.8,1.66,0.0,862957.2,21628.0,21628.0,862957.2,,,,,,,,,,,,,,,,,,0.86,,100.0,15.52,0.0,0.0,0.0,100.0,47.9,0.4631,48.18,0.2988
2018-04-03,41628.0,1602678.0,1.54,8.13,0.8,1.66,0.0,832678.0,21628.0,21628.0,832678.0,,,,,,,,,,,,,,,,,,0.86,,100.0,15.52,0.0,0.0,0.0,100.0,47.98,0.4631,48.1,0.2988
2018-04-04,41628.0,1623492.0,1.54,8.29,0.8,1.63,0.0,843492.0,21628.0,21628.0,843492.0,,,,,,,,,,,,,,,,,,0.86,,100.0,15.52,0.0,0.0,0.0,100.0,47.26,0.4639,48.89,0.2988
2018-04-05,41628.0,1615166.4,1.54,8.64,0.8,1.64,0.0,839166.4,21628.0,21628.0,839166.4,,,,,,,,,,,,,,,,,,0.86,,100.0,15.53,0.0,0.0,0.0,100.0,47.59,0.4636,48.54,0.299
2018-04-06,41628.0,1598515.2,1.54,8.66,0.8,1.64,0.0,830515.2,21628.0,21628.0,830515.2,,,,,,,,,,,,,,,,,,0.86,,100.0,15.53,0.0,0.0,0.0,100.0,47.41,0.4637,48.73,0.299
2018-04-09,41628.0,1606840.8,1.54,8.64,0.8,1.6,0.0,834840.8,21628.0,21628.0,834840.8,,,,,,,,,,,,,,,,,,0.83,,100.0,15.56,0.0,0.0,0.0,100.0,47.92,0.4633,48.17,0.2994
2018-04-10,41628.0,1615166.4,1.54,8.6,0.8,1.61,0.0,839166.4,21628.0,21628.0,839166.4,,,,,,,,,,,,,,,,,,0.83,,100.0,15.56,0.0,0.0,0.0,100.0,47.8,0.4632,48.29,0.2994
2018-04-11,41628.0,1248840.0,1.54,8.56,0.8,1.44,0.0,648840.0,21628.0,21628.0,648840.0,,,,,,,,,,,,,,,,,,0.82,,100.0,15.56,0.0,0.0,0.0,100.0,41.69,0.4665,53.92,0.2994
2018-04-12,41628.0,1211374.8,1.54,4.14,0.8,1.23,0.0,629374.8,24594.0,21628.0,715685.4,,,2966.0,,,,,,,,,,,2966.0,,,,0.73,,42.7,17.32,33005.0,960445.5,0.96,43.31,47.28,0.4628,48.75,0.2932
2018-04-13,44594.0,1337820.0,1.65,3.59,0.85,1.32,0.0,737820.0,24594.0,24594.0,737820.0,,,,0.08,,,,,2966.0,,,,0.08,,,,,0.72,,42.7,16.64,33005.0,990150.0,0.99,42.1,44.24,0.414,45.6,0.3017
2018-04-16,44594.0,1324441.8,1.65,3.09,0.85,1.33,0.0,730441.8,24594.0,24594.0,730441.8,,,,,,,,,,,,,,,,,,0.74,,42.7,23.53,33005.0,980248.5,0.98,42.9,44.6,0.4126,45.05,0.4267
2018-04-17,44594.0,1324441.8,1.65,2.93,0.85,1.32,0.0,730441.8,24594.0,24594.0,730441.8,,,,,,,,,,,,,,,,,,0.73,,42.7,32.81,33005.0,980248.5,0.98,42.7,44.85,0.4129,44.85,0.595
2018-04-18,4594.0,136441.8,0.17,0.29,0.09,0.14,0.0,136441.8,4594.0,4594.0,136441.8,,,,,,,,0.59,,20000.0,,,,,,,20000.0,0.14,0.59,12.22,6.13,33005.0,980248.5,0.98,12.22,,1.0,100.0,0.0613
2018-04-19,9488.0,288435.2,0.35,0.56,0.18,0.29,0.0,139657.6,4894.0,4594.0,148777.6,,,,,,,,,,,,,,,,300.0,,0.15,,6.5,6.5,70397.0,2140068.8,2.12,6.57,3.2,0.9381,96.8,0.126
2018-04-20,24894.0,769224.6,0.92,1.41,0.48,0.77,0.0,769224.6,24776.0,24894.0,765578.4,,,19882.0,,,20300.0,,,,,,,,19882.0,0.63,,,0.77,,48.54,48.54,26264.0,811557.6,0.81,48.7,18.21,0.6829,80.6,0.4877
2018-04-23,24776.0,763100.8,0.92,1.35,0.47,0.76,0.0,763100.8,24776.0,24776.0,763100.8,,,,,,,,,,,,,,,,,118.0,0.76,0.0,48.54,48.54,26264.0,808931.2,0.81,48.51,18.11,0.6838,80.67,0.4854
2018-04-24,24776.0,743280.0,0.92,1.33,0.47,0.75,0.0,743280.0,24776.0,24776.0,743280.0,,,,,,,,,,,,,,,,,,0.74,,48.36,48.36,26452.0,793560.0,0.8,48.1,18.45,0.6792,80.31,0.4836
2018-04-25,25776.0,770702.4,0.95,1.34,0.49,0.77,0.0,770702.4,24776.0,25776.0,740802.4,,,,0.03,,,,,1000.0,,,,0.03,,,,,0.74,,100.0,48.36,0.0,0.0,0.0,100.0,17.37,0.6315,77.37,0.5032
2018-04-26,25776.0,773280.0,0.95,1.33,0.49,0.77,0.0,773280.0,24326.0,25776.0,729780.0,,,,,,,,0.01,,450.0,,,,,,,,0.73,,100.0,47.57,0.0,0.0,0.0,100.0,17.28,0.6329,77.48,0.504
2018-04-27,25326.0,787638.6,0.94,1.3,0.48,0.78,0.0,787638.6,24110.0,25326.0,749821.0,,,,,,,,0.0,,216.0,,,,,,,450.0,0.75,0.01,100.0,47.04,0.0,0.0,0.0,100.0,15.42,0.6571,79.42,0.4942
2018-04-30,25110.0,753300.0,0.93,1.26,0.48,0.76,0.0,753300.0,24110.0,25110.0,723300.0,,,,,,,,,,,,,,,,,216.0,0.75,0.0,100.0,47.04,0.0,0.0,0.0,100.0,15.58,0.6497,78.89,0.4899
2018-05-01,25110.0,753300.0,0.93,1.25,0.48,0.76,0.0,753300.0,24110.0,25110.0,723300.0,,,,,,,,,,,,,,,,,,0.72,,100.0,46.92,0.0,0.0,0.0,100.0,15.14,0.6573,79.47,0.4886
2018-05-02,24492.0,747006.0,0.9,1.22,0.47,0.75,0.0,747006.0,24110.0,24492.0,735355.0,,,,,,,,,,,,,,,,,618.0,0.74,0.02,100.0,46.92,0.0,0.0,0.0,100.0,12.83,0.6874,81.73,0.4766
2018-05-03,24196.0,742817.2,0.89,1.11,0.46,0.74,0.0,742817.2,23005.0,24196.0,706253.5,,,,,,,,0.03,,1105.0,,,,,,,296.0,0.71,0.01,100.0,43.92,0.0,0.0,0.0,100.0,11.88,0.6993,82.59,0.462
2018-05-04,24005.0,748956.0,0.89,1.11,0.46,0.75,0.0,748956.0,22713.0,24005.0,708645.6,,,,,,,,0.0,,292.0,,,,,,,191.0,0.71,0.01,100.0,43.08,0.0,0.0,0.0,100.0,11.1,0.711,83.41,0.4553
2018-05-07,23713.0,739845.6,0.88,1.07,0.45,0.74,0.0,739845.6,22713.0,23713.0,708645.6,,,,,,,,,,,,,,,,,292.0,0.71,0.01,100.0,43.08,0.0,0.0,0.0,100.0,10.17,0.7234,84.26,0.4498
2018-05-08,23713.0,746959.5,0.88,1.05,0.45,0.75,0.0,746959.5,22678.0,23713.0,714357.0,,,,,,,,0.0,,35.0,,,,,,,,0.71,,100.0,42.78,0.0,0.0,0.0,100.0,10.08,0.725,84.37,0.4473
2018-05-09,23678.0,752960.4,0.87,1.04,0.45,0.75,0.0,752960.4,22570.0,23678.0,717726.0,,,,,,,,0.0,,108.0,,,,,,,35.0,0.72,0.0,100.0,42.52,0.0,0.0,0.0,100.0,9.96,0.7274,84.53,0.4461
2018-05-10,23570.0,766025.0,0.87,1.07,0.45,0.76,0.0,766025.0,22488.0,23570.0,730860.0,,,,,,,,0.0,,82.0,,,,,,,108.0,0.73,0.0,100.0,42.34,0.0,0.0,0.0,100.0,9.46,0.7369,85.15,0.4438
2018-05-11,23488.0,772755.2,0.87,1.08,0.45,0.77,0.0,772755.2,22488.0,23488.0,739855.2,,,,,,,,,,,,,,,,,82.0,0.74,0.0,100.0,44.97,0.0,0.0,0.0,100.0,9.23,0.7411,85.42,0.4697
2018-05-14,23488.0,768057.6,0.87,1.1,0.45,0.77,0.0,768057.6,22488.0,23488.0,735357.6,,,,,,,,,,,,,,,,,,0.74,,100.0,46.22,0.0,0.0,0.0,100.0,9.38,0.7383,85.24,0.4828
2018-05-15,23488.0,664710.4,0.87,1.09,0.45,0.68,0.0,664710.4,22335.0,23488.0,632080.5,,,,,,,,0.1,,153.0,,,,,,,,0.63,,100.0,45.91,0.0,0.0,0.0,100.0,10.54,0.7097,83.36,0.4828
2018-05-16,45670.0,1214822.0,1.69,2.03,0.87,1.26,0.0,620711.0,22335.0,23335.0,594111.0,,,,,,,,,,,,,,,,,153.0,0.63,0.01,100.0,45.91,0.0,0.0,0.0,100.0,9.12,0.7655,86.93,0.9387
2018-05-17,45670.0,1141750.0,1.69,1.97,0.87,1.19,0.0,583375.0,22335.0,23335.0,558375.0,,,,,,,,0.05,,657.0,,,,,,,,0.6,,100.0,46.94,0.0,0.0,0.0,100.0,9.14,0.7694,87.16,0.9599
2018-05-18,22678.0,578289.0,0.84,0.95,0.43,0.58,0.0,578289.0,21678.0,22678.0,552789.0,,,,,,,,,,,,,,,,,657.0,0.55,0.02,100.0,42.96,0.0,0.0,0.0,100.0,5.96,0.7849,88.2,0.4494
2018-05-21,41830.0,1158691.0,1.55,1.63,0.8,1.16,0.0,579345.5,20915.0,20915.0,579345.5,,,,,,,,0.0,,763.0,,,,,,,1763.0,0.58,0.04,100.0,41.45,0.0,0.0,0.0,100.0,4.21,0.9194,95.79,0.829
2018-05-22,41830.0,1192155.0,1.55,1.57,0.8,1.19,0.0,596077.5,20915.0,20915.0,596077.5,,,,,,,,,,,,,,,,,,0.6,,100.0,40.61,0.0,0.0,0.0,100.0,4.32,0.9174,95.68,0.8122
2018-05-23,20915.0,591894.5,0.77,0.77,0.4,0.59,0.0,591894.5,20915.0,20915.0,591894.5,,,,,,,,,,,,,,,,,,0.59,,100.0,40.61,0.0,0.0,0.0,100.0,4.4,0.9158,95.6,0.4061
2018-05-24,20915.0,585620.0,0.77,0.72,0.4,0.59,0.0,585620.0,20915.0,20915.0,585620.0,,,,,,,,,,,,,,,,,,0.59,,100.0,39.94,0.0,0.0,0.0,100.0,4.42,0.9155,95.58,0.3994
2018-05-25,20915.0,579345.5,0.77,0.88,0.4,0.58,0.0,579345.5,20915.0,20915.0,579345.5,,,,,,,,,,,,,,,,,,0.58,,100.0,38.75,0.0,0.0,0.0,100.0,4.42,0.9155,95.58,0.3875
2018-05-28,41830.0,1192155.0,1.55,1.93,0.8,1.19,0.0,596077.5,20915.0,20915.0,596077.5,,,,,,,,,,,,,,,,,,0.6,,100.0,38.9,0.0,0.0,0.0,100.0,4.32,0.9174,95.68,0.7779
2018-05-29,20915.0,589803.0,0.77,1.07,0.4,0.59,0.0,589803.0,20915.0,20915.0,589803.0,,,,,,,,,,,,,,,,,,0.59,,100.0,38.9,0.0,0.0,0.0,100.0,4.42,0.9155,95.58,0.389
2018-05-30,20915.0,568888.0,0.77,1.11,0.4,0.57,0.0,568888.0,20915.0,20915.0,568888.0,,,,,,,,,,,,,,,,,,0.57,,100.0,39.16,0.0,0.0,0.0,100.0,4.53,0.9135,95.47,0.3916
2018-05-31,41830.0,1141959.0,1.55,2.16,0.8,1.14,0.0,570979.5,20915.0,20915.0,570979.5,,,,,,,,,,,,,,,,,,0.57,,100.0,39.24,0.0,0.0,0.0,100.0,4.37,0.9165,95.63,0.7847
2018-06-01,30665.0,873952.5,1.13,1.68,0.59,0.87,0.0,873952.5,20915.0,30665.0,596077.5,,,,,,9750.0,,,,,,,,,0.28,,,0.6,,100.0,39.48,0.0,0.0,0.0,100.0,31.84,0.5286,65.29,0.5789
2018-06-04,33041.0,981317.7,1.22,1.88,0.63,0.98,0.0,981317.7,20915.0,33041.0,621175.5,,,,,,2376.0,,,,,,,,,0.07,,,0.62,,39.62,39.62,31878.0,946776.6,0.94,39.83,29.72,0.4622,60.69,0.6259
2018-06-05,33041.0,974709.5,1.22,1.98,0.63,0.97,0.0,974709.5,28041.0,33041.0,827209.5,,,4750.0,,,,,,,,,,,4750.0,,2376.0,,0.83,,53.12,53.12,24752.0,730184.0,0.73,53.07,29.41,0.4592,60.55,0.6259
2018-06-06,28041.0,824405.4,1.04,1.7,0.54,0.82,0.0,824405.4,28041.0,28041.0,824405.4,,,,,,,,,,,,,,,,,5000.0,0.82,0.15,53.12,53.12,24752.0,727708.8,0.73,53.09,16.93,0.5453,71.3,0.5312
2018-06-07,28041.0,824405.4,1.04,1.76,0.54,0.82,0.0,824405.4,28041.0,28041.0,824405.4,,,,,,,,,,,,,,,,,,0.82,,53.28,53.28,24586.0,722828.4,0.72,53.28,16.97,0.5453,71.29,0.5328
2018-06-08,28041.0,813189.0,1.04,1.78,0.54,0.81,0.0,813189.0,28041.0,28041.0,813189.0,,,,,,,,,,,,,,,,,,0.81,,100.0,53.24,0.0,0.0,0.0,100.0,16.88,0.5444,71.24,0.5324
2018-06-11,57082.0,1729584.6,2.11,3.65,1.09,1.73,1.0,849642.3,29041.0,28041.0,879942.3,,,1000.0,,,,,,,,,,,1000.0,,,,0.88,,100.0,55.14,0.0,0.0,0.0,100.0,16.68,0.5293,70.25,1.0837
2018-06-12,57082.0,1798083.0,2.11,3.72,1.09,1.79,1.0,883291.5,29041.0,28041.0,914791.5,,,,,,,,,,,,,,,,,,0.91,,100.0,55.14,0.0,0.0,0.0,100.0,16.71,0.5288,70.21,1.0837
2018-06-13,28526.0,927095.0,1.05,1.87,0.55,0.92,0.0,894595.0,28126.0,27526.0,914095.0,,,,,,,,0.0,,915.0,,,,,,,515.0,0.91,0.02,100.0,53.4,0.0,0.0,0.0,100.0,16.66,0.5308,70.36,0.5416
2018-06-14,28526.0,904274.2,1.05,2.05,0.55,0.91,0.0,872574.2,28126.0,27526.0,891594.2,,,,,,,,,,,,,,,,,,0.89,,100.0,53.95,0.0,0.0,0.0,100.0,16.81,0.5237,69.78,0.5471
2018-06-15,28126.0,877531.2,1.04,2.0,0.54,0.88,0.0,846331.2,28126.0,27126.0,877531.2,,,,,,,,,,,,,,,,,400.0,0.88,0.01,100.0,54.46,0.0,0.0,0.0,100.0,16.84,0.5416,71.03,0.5446
2018-06-18,28126.0,863468.2,1.04,2.06,0.54,0.86,0.0,832768.2,28126.0,27126.0,863468.2,,,,,,,,,,,,,,,,,,0.86,,100.0,55.57,0.0,0.0,0.0,100.0,16.86,0.5414,71.02,0.5557
2018-06-19,55252.0,1685186.0,2.04,4.08,1.06,1.69,1.0,827343.0,28126.0,27126.0,857843.0,,,,,,,,,,,,,,,,,,0.86,,55.57,55.57,22485.0,685792.5,0.69,55.54,17.16,0.5614,72.4,1.0917
2018-06-20,27126.0,813780.0,1.0,1.99,0.52,0.82,0.0,813780.0,27126.0,27126.0,813780.0,,,,,,,,0.04,,1000.0,,,,,,,,0.81,,100.0,53.6,0.0,0.0,0.0,100.0,17.49,0.5804,73.62,0.536
2018-06-21,54252.0,1622134.8,2.0,3.95,1.04,1.62,1.0,811067.4,27126.0,27126.0,811067.4,,,,,,,,,,,,,,,,,,0.81,,54.21,54.21,22914.0,685128.6,0.69,54.19,17.47,0.5822,73.76,1.0842
2018-06-22,54252.0,1557032.4,2.0,3.97,1.04,1.59,1.0,778516.2,27126.0,27126.0,778516.2,,,,,,,,,,,,,,,,,,0.81,,54.21,54.21,22914.0,657631.8,0.68,54.26,17.47,0.5803,73.61,1.0842
2018-06-25,54252.0,1567882.8,2.0,3.98,1.04,1.57,1.0,783941.4,27126.0,27126.0,783941.4,,,,,,,,,,,,,,,,,,0.78,,55.38,55.38,21858.0,631696.2,0.63,55.4,17.51,0.5823,73.76,1.1075
2018-06-26,27126.0,770378.4,1.0,2.05,0.52,0.77,0.0,770378.4,27126.0,27126.0,770378.4,,,,,,,,,,,,,,,,,,0.77,,100.0,55.57,0.0,0.0,0.0,100.0,17.51,0.5801,73.59,0.5557
2018-06-27,54252.0,1562457.6,2.0,4.38,1.04,1.56,1.0,781228.8,27126.0,27126.0,781228.8,,,,,,,,,,,,,,,,,,0.78,,55.57,55.57,21692.0,624729.6,0.62,55.61,17.57,0.5821,73.73,1.1113
2018-06-28,27126.0,762240.6,1.0,2.31,0.52,0.76,0.0,762240.6,27126.0,27126.0,762240.6,,,,,,,,,,,,,,,,,,0.76,,100.0,55.6,0.0,0.0,0.0,100.0,17.49,0.5796,73.55,0.556
2018-06-29,27126.0,756815.4,1.0,2.45,0.52,0.76,0.0,756815.4,27126.0,27126.0,756815.4,,,,,,,,,,,,,,,,,,0.76,,100.0,56.42,0.0,0.0,0.0,100.0,17.46,0.5818,73.72,0.5642
2018-07-02,27126.0,751390.2,1.0,2.93,0.52,0.75,0.0,751390.2,27126.0,27126.0,751390.2,,,,,,,,,,,,,,,,,,0.75,,100.0,56.55,0.0,0.0,0.0,100.0,17.49,0.5814,73.69,0.5655
2018-07-03,27126.0,751390.2,1.0,3.33,0.52,0.75,0.0,751390.2,27126.0,27126.0,751390.2,,,,,,,,,,,,,,,,,,0.75,,100.0,56.55,0.0,0.0,0.0,100.0,17.52,0.5818,73.72,0.5655
2018-07-04,54252.0,1513630.8,2.0,7.08,1.04,1.51,1.0,756815.4,27126.0,27126.0,756815.4,,,,,,,,,,,,,,,,,,0.76,,56.55,56.55,20842.0,581491.8,0.58,56.57,17.5,0.5824,73.77,1.131
2018-07-05,27126.0,740539.8,1.0,4.69,0.52,0.74,0.0,740539.8,27126.0,27126.0,740539.8,,,,,,,,,,,,,,,,,,0.74,,100.0,56.78,0.0,0.0,0.0,100.0,17.5,0.5798,73.57,0.5678
2018-07-06,27126.0,707988.6,1.0,4.64,0.52,0.71,0.0,707988.6,27126.0,27126.0,707988.6,,,,,,,,,,,,,,,,,,0.71,,100.0,56.75,0.0,0.0,0.0,100.0,17.4,0.5784,73.47,0.5675
2018-07-09,54252.0,1329174.0,2.0,9.14,1.04,1.38,1.0,664587.0,27126.0,27126.0,664587.0,,,,,,,,,,,,,,,,,,0.71,,56.75,56.75,20672.0,506464.0,0.54,56.77,17.48,0.579,73.51,1.135
2018-07-10,54252.0,1356300.0,2.0,8.85,1.04,1.35,1.0,678150.0,27126.0,27126.0,678150.0,,,,,,,,,,,,,,,,,,0.68,,56.66,56.66,20753.0,518825.0,0.52,56.7,17.5,0.5831,73.82,1.1331
2018-07-11,27126.0,656449.2,1.0,4.43,0.52,0.66,0.0,656449.2,27126.0,27126.0,656449.2,,,,,,,,,,,,,,,,,,0.66,,100.0,56.66,0.0,0.0,0.0,100.0,17.49,0.5788,73.49,0.5666
2018-07-12,27126.0,645598.8,1.0,5.33,0.52,0.65,0.0,645598.8,27126.0,27126.0,645598.8,,,,,,,,,,,,,,,,,,0.65,,100.0,56.73,0.0,0.0,0.0,100.0,17.46,0.5807,73.64,0.5673
2018-07-13,54252.0,1394276.4,2.0,10.85,1.04,1.39,1.0,697138.2,27126.0,27126.0,697138.2,,,,,,,,,,,,,,,,,,0.7,,56.92,56.92,20533.0,527698.1,0.52,57.07,17.53,0.5856,74.01,1.1383
2018-07-16,27126.0,678150.0,1.0,5.35,0.52,0.68,0.0,678150.0,27126.0,27126.0,678150.0,,,,,,,,,,,,,,,,,,0.68,,100.0,56.92,0.0,0.0,0.0,100.0,17.47,0.5795,73.55,0.5692
2018-07-17,54252.0,1388851.2,2.0,10.78,1.04,1.39,1.0,694425.6,27126.0,27126.0,694425.6,,,,,,,,,,,,,,,,,,0.69,,56.92,56.92,20533.0,525644.8,0.52,56.97,17.56,0.5827,73.78,1.1383
2018-07-18,54252.0,1437678.0,2.0,10.56,1.04,1.44,1.0,718839.0,27126.0,27126.0,718839.0,,,,,,,,,,,,,,,,,,0.72,,57.08,57.08,20397.0,540520.5,0.54,57.15,17.52,0.5836,73.86,1.1416
2018-07-19,27126.0,713413.8,1.0,5.29,0.52,0.71,0.0,713413.8,27126.0,27126.0,713413.8,,,,,,,,,,,,,,,,,,0.71,,100.0,57.1,0.0,0.0,0.0,100.0,17.44,0.5818,73.73,0.571
2018-07-20,54252.0,1426827.6,2.0,10.73,1.04,1.43,1.0,713413.8,27126.0,27126.0,713413.8,,,,,,,,,,,,,,,,,,0.71,,57.15,57.15,20338.0,534889.4,0.53,57.15,17.47,0.5823,73.76,1.143
2018-07-23,54252.0,1443103.2,2.0,11.02,1.04,1.44,1.0,721551.6,27126.0,27126.0,721551.6,,,,,,,,,,,,,,,,,,0.72,,57.18,57.18,20311.0,540272.6,0.54,57.2,17.53,0.5823,73.75,1.1437
2018-07-24,54252.0,1459378.8,2.0,11.49,1.04,1.45,1.0,729689.4,27126.0,27126.0,729689.4,,,,,,,,,,,,,,,,,,0.73,,57.16,57.16,20331.0,546903.9,0.55,57.18,17.58,0.5814,73.68,1.1432
2018-07-25,54252.0,1464804.0,2.0,11.53,1.04,1.46,1.0,732402.0,27126.0,27126.0,732402.0,,,,,,,,,,,,,,,,,,0.73,,57.16,57.16,20331.0,548937.0,0.55,57.17,17.49,0.5823,73.76,1.1432
2018-07-26,27126.0,729689.4,1.0,6.27,0.52,0.73,0.0,729689.4,27126.0,27126.0,729689.4,,,,,,,,,,,,,,,,,,0.73,,100.0,57.07,0.0,0.0,0.0,100.0,17.59,0.5808,73.63,0.5707
2018-07-27,27126.0,724264.2,1.0,6.64,0.52,0.72,0.0,724264.2,27126.0,27126.0,724264.2,,,,,,,,,,,,,,,,,,0.72,,100.0,57.12,0.0,0.0,0.0,100.0,17.47,0.5816,73.71,0.5712
2018-07-30,54252.0,1453953.6,2.0,13.38,1.04,1.45,1.0,726976.8,27126.0,27126.0,726976.8,,,,,,,,,,,,,,,,,,0.73,,57.12,57.12,20367.0,545835.6,0.55,57.12,17.5,0.5823,73.76,1.1423
2018-07-31,27126.0,694425.6,1.0,7.47,0.52,0.7,0.0,694425.6,27126.0,27126.0,694425.6,,,,,,,,,,,,,,,,,,0.69,,100.0,56.26,0.0,0.0,0.0,100.0,17.49,0.5774,73.38,0.5626
2018-08-01,54252.0,1405126.8,2.0,15.64,1.04,1.4,1.0,702563.4,27126.0,27126.0,702563.4,,,,,,,,,,,,,,,,,,0.7,,55.82,55.82,21466.0,555969.4,0.56,55.85,17.53,0.5823,73.76,1.1165
2018-08-02,27126.0,683575.2,1.0,8.2,0.52,0.69,0.0,683575.2,27126.0,27126.0,683575.2,,,,,,,,,,,,,,,,,,0.68,,100.0,55.77,0.0,0.0,0.0,100.0,17.5,0.5793,73.52,0.5577
2018-08-03,24750.0,636075.0,0.87,7.41,0.47,0.64,0.0,636075.0,24750.0,24750.0,636075.0,,,,,,,,0.06,,2376.0,,,,,,,2376.0,0.64,0.06,100.0,49.92,0.0,0.0,0.0,100.0,19.22,0.6894,80.78,0.4992
2018-08-06,49500.0,1222650.0,1.73,14.87,0.95,1.22,0.0,611325.0,24750.0,24750.0,611325.0,,,,,,,,,,,,,,,,,,0.61,,100.0,50.04,0.0,0.0,0.0,100.0,19.19,0.6899,80.81,1.0008
2018-08-07,24750.0,613800.0,0.87,7.3,0.47,0.61,0.0,613800.0,24750.0,24750.0,613800.0,,,,,,,,,,,,,,,,,,0.61,,100.0,50.04,0.0,0.0,0.0,100.0,19.2,0.6897,80.8,0.5004
2018-08-08,49500.0,1237500.0,1.73,14.67,0.95,1.24,0.0,618750.0,24750.0,24750.0,618750.0,,,,,,,,,,,,,,,,,,0.62,,100.0,50.04,0.0,0.0,0.0,100.0,19.17,0.6901,80.83,1.0008
2018-08-09,24750.0,621225.0,0.87,7.51,0.47,0.62,0.0,621225.0,24750.0,24750.0,621225.0,,,,,,,,,,,,,,,,,,0.62,,100.0,50.27,0.0,0.0,0.0,100.0,19.27,0.6888,80.73,0.5027
2018-08-10,24750.0,623700.0,0.87,7.58,0.47,0.62,0.0,623700.0,24750.0,24750.0,623700.0,,,,,,,,,,,,,,,,,,0.62,,100.0,50.37,0.0,0.0,0.0,100.0,19.26,0.6889,80.74,0.5037
