,NACON FP Equity_DX_SI_QTY,NACON FP Equity_DX_SHORT_INTEREST_VALUE,NACON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,NACON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NACON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NACON FP Equity_DX_SI_MV,NACON FP Equity_DX_DSS,NACON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NACON FP Equity_DX_SUPPLY_SI_QTY,NACON FP Equity_DX_BROKER_SI_QTY,NACON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NACON FP Equity_DX_BROKER_SI_MV_NEW_x,NACON FP Equity_DX_SUPPLY_SI_QTY_INC_x,NACON FP Equity_DX_BROKER_SI_MV_INC_x,NACON FP Equity_DX_BROKER_SI_QTY_ADD,NACON FP Equity_DX_BROKER_SI_QTY_NEW,NACON FP Equity_DX_SUPPLY_SI_MV_DEC,NACON FP Equity_DX_BROKER_SI_QTY_INC,NACON FP Equity_DX_SUPPLY_SI_QTY_DEC,NACON FP Equity_DX_BROKER_SI_MV_NEW_y,NACON FP Equity_DX_BROKER_SI_MV_INC_y,NACON FP Equity_DX_SUPPLY_SI_QTY_INC_y,NACON FP Equity_DX_BROKER_SI_MV_ADD,NACON FP Equity_DX_SUPPLY_SI_QTY_ADD,NACON FP Equity_DX_BROKER_SI_QTY_DEC,NACON FP Equity_DX_SUPPLY_SI_MV,NACON FP Equity_DX_BROKER_SI_MV_DEC,NACON FP Equity_DX_BROKER_SI_MV_RMV,NACON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NACON FP Equity_DX_UTILIZATION_QUANTITY,NACON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NACON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NACON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NACON FP Equity_DX_ACTIVE_UTILIZATION_MV,NACON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NACON FP Equity_DX_BROKER_SI_CON_RATIO,NACON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NACON FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-10-06,1134174.0,5273909.1,5.35,13.84,1.31,5.39,1.0,4661327.4,916455.0,1002436.0,4261515.75,,6615.0,0.03,,,,6615.0,,,0.03,6615.0,,,,4.28,,,100.0,90.71,0.0,0.0,0.0,100.0,28.69,0.2424,32.21,1.1226
2021-10-07,1109010.0,5212347.0,5.23,13.95,1.29,5.24,1.0,4595420.3,895267.0,977749.0,4207754.9,,,,,,0.09,,21188.0,,,,,,24687.0,4.18,0.13,,100.0,88.54,0.0,0.0,0.0,100.0,29.42,0.239,30.62,1.0967
2021-10-08,4659423.0,23203926.54,21.99,58.55,5.4,34.8,2.0,22550246.76,889743.0,4528162.0,4430920.14,,2952.0,,3555937.0,,0.0,,8476.0,,,2952.0,29.51,,5524.0,4.28,0.01,,100.0,88.56,0.0,0.0,0.0,100.0,4.43,0.733,85.31,4.6377
2021-10-11,4676568.0,24645513.36,22.07,50.34,5.42,35.02,2.0,23953767.89,906888.0,4545307.0,4779299.76,,17145.0,0.08,,,,17145.0,,,0.08,17145.0,,,,4.63,,,100.0,90.29,0.0,0.0,0.0,100.0,4.53,0.7246,84.81,4.6559
2021-10-12,1120393.0,6262996.87,5.29,11.62,1.3,6.02,1.0,5530578.3,910923.0,989370.0,5092059.57,,,,,,0.0,,238.0,,,,,4273.0,3555937.0,4.91,29.51,,100.0,90.3,0.0,0.0,0.0,100.0,29.29,0.2311,29.64,1.1107
2021-10-13,1125816.0,6079406.4,5.31,10.84,1.3,6.34,1.0,5374458.0,910446.0,995270.0,4916408.4,,,0.12,,,0.0,5900.0,477.0,,0.12,,,,,5.01,,,100.0,90.33,0.0,0.0,0.0,100.0,28.93,0.2328,30.35,1.117
2021-10-14,1228449.0,6977590.32,5.8,11.72,1.42,6.74,1.0,6236089.04,912272.0,1097903.0,5181704.96,,5681.0,0.5,,,0.03,102633.0,3855.0,,0.5,5681.0,,,,5.02,,,100.0,90.48,0.0,0.0,0.0,100.0,26.67,0.245,35.55,1.2184
2021-10-15,1113436.0,6346585.2,5.25,10.34,1.29,6.41,1.0,5835956.4,873484.0,1023852.0,4978858.8,,,,,,0.21,,40962.0,,,,,2174.0,74051.0,4.97,0.3,,100.0,86.13,0.0,0.0,0.0,100.0,28.23,0.2336,31.57,1.0979
2021-10-18,1156807.0,6385574.64,5.46,9.99,1.34,6.64,1.0,5831548.8,908168.0,1056440.0,5013087.36,,36687.0,0.17,,,0.01,32588.0,2003.0,,0.17,36687.0,,,,5.11,,,100.0,91.71,0.0,0.0,0.0,100.0,29.44,0.2371,31.42,1.1682
2021-10-19,1144404.0,6317110.08,5.4,9.68,1.33,6.39,1.0,5763084.24,897342.0,1044037.0,4953327.84,,,0.03,,,0.06,4973.0,10826.0,,0.03,,,,17376.0,4.95,0.17,,100.0,85.55,0.0,0.0,0.0,100.0,30.02,0.2394,31.18,1.091
2021-10-20,1166753.0,6405473.97,5.51,9.76,1.35,6.51,1.0,5799559.14,898144.0,1056386.0,4930810.56,,,0.07,,,0.06,12349.0,9198.0,,0.07,,,10000.0,,4.95,,,100.0,82.24,0.0,0.0,0.0,100.0,29.39,0.2308,30.63,1.0683
2021-10-21,1204616.0,6432649.44,5.68,10.07,1.4,6.68,1.0,5809717.08,914425.0,1087962.0,4883029.5,,29264.0,0.15,,,0.07,31576.0,12983.0,,0.15,29264.0,,,,4.97,,,100.0,84.05,0.0,0.0,0.0,100.0,29.14,0.2207,29.62,1.1072
2021-10-22,1231150.0,6475849.0,5.81,10.27,1.43,6.65,1.0,5791123.24,927437.0,1100974.0,4878318.62,,13522.0,0.02,,,0.02,13522.0,510.0,,0.02,13522.0,,,510.0,4.92,0.01,,100.0,85.22,0.0,0.0,0.0,100.0,28.94,0.2226,30.33,1.1313
2021-10-25,1256360.0,6796907.6,5.93,10.21,1.46,6.72,1.0,5966331.94,934270.0,1102834.0,5054400.7,,23863.0,0.1,,,0.06,23350.0,17030.0,,0.1,23863.0,,,21490.0,4.97,0.12,,100.0,85.83,0.0,0.0,0.0,100.0,28.56,0.2255,31.45,1.1542
2021-10-26,1193432.0,5967160.0,5.63,9.6,1.38,6.5,1.0,5284880.0,909154.0,1056976.0,4545770.0,,395.0,,,,0.21,,25511.0,,,395.0,,,45858.0,4.78,0.2,,100.0,83.6,0.0,0.0,0.0,100.0,29.47,0.234,31.2,1.0974
2021-10-27,1219581.0,6110100.81,5.75,8.87,1.41,6.17,1.0,5426456.25,932725.0,1083125.0,4672952.25,,23571.0,0.0,12800.0,,,13349.0,,,0.0,23571.0,0.06,,,4.66,,,100.0,85.68,0.0,0.0,0.0,100.0,29.21,0.231,31.41,1.1203
2021-10-28,1239981.0,6001508.04,5.85,8.82,1.44,6.24,1.0,5252973.0,950925.0,1085325.0,4602477.0,,22000.0,0.03,,,0.02,6000.0,3800.0,,0.03,22000.0,,,3800.0,4.69,0.03,,100.0,87.39,0.0,0.0,0.0,100.0,28.63,0.2211,30.31,1.1395
2021-10-29,1237428.0,5970590.1,5.84,8.7,1.43,6.12,1.0,5232963.4,940822.0,1084552.0,4539466.15,,,0.06,,,0.05,12800.0,10103.0,,0.06,,,,13573.0,4.56,0.1,,100.0,86.44,0.0,0.0,0.0,100.0,28.8,0.2208,30.01,1.1369
2021-11-01,1239098.0,6009625.3,5.85,8.4,1.44,6.05,1.0,5258476.7,942822.0,1084222.0,4572686.7,,2000.0,,,,,,,,,2000.0,,,330.0,4.55,0.01,,100.0,86.62,0.0,0.0,0.0,100.0,28.79,0.2201,29.94,1.1384
2021-11-02,1297750.0,6358975.0,6.12,8.98,1.5,6.39,1.0,5409448.1,993062.0,1103969.0,4866003.8,,33249.0,0.13,,,0.0,19747.0,2268.0,,0.13,33249.0,,19259.0,,4.84,,,100.0,91.23,0.0,0.0,0.0,100.0,28.6,0.2112,29.05,1.1923
2021-11-03,1303442.0,6751829.56,6.15,8.87,1.51,6.49,1.0,5720170.4,998443.0,1104280.0,5171934.74,,,0.01,,,,311.0,,,0.01,,,5381.0,,4.99,,,100.0,92.0,0.0,0.0,0.0,100.0,28.75,0.2099,28.8,1.2011
2021-11-04,1323242.0,6748534.2,6.24,8.84,1.53,6.94,1.0,5699530.5,1006743.0,1117555.0,5134389.3,,1775.0,0.25,,,,13275.0,,,0.25,1775.0,,6525.0,,5.19,,,100.0,92.77,0.0,0.0,0.0,100.0,28.2,0.2096,29.37,1.2194
2021-11-05,1430685.0,7511096.25,6.75,9.62,1.66,7.4,1.0,6397413.75,1018186.0,1218555.0,5345476.5,,443.0,0.51,1000.0,,,100000.0,,,0.51,443.0,0.01,11000.0,,5.24,,,100.0,93.33,0.0,0.0,0.0,100.0,26.99,0.2216,33.39,1.3114
2021-11-08,1427685.0,7409685.15,6.74,9.56,1.65,7.55,1.0,6308730.45,1018186.0,1215555.0,5284385.34,,,,,,,,,,,,,,3000.0,5.31,0.0,,100.0,93.35,0.0,0.0,0.0,100.0,27.22,0.2201,32.89,1.3089
2021-11-09,1426916.0,7519847.32,6.73,9.61,1.65,7.51,1.0,6401922.22,1017417.0,1214786.0,5361787.59,,238.0,,238.0,,0.01,,1007.0,,,238.0,0.0,,1007.0,5.31,0.01,,100.0,93.28,0.0,0.0,0.0,100.0,27.11,0.221,33.13,1.3082
2021-11-10,1426780.0,7547666.2,6.73,9.39,1.65,7.66,1.0,6420171.47,1018274.0,1213643.0,5386669.46,,1244.0,0.05,,,0.0,1007.0,387.0,,0.05,1244.0,,,2150.0,5.39,0.0,,100.0,93.36,0.0,0.0,0.0,100.0,27.37,0.2219,33.03,1.3081
2021-11-11,1420221.0,7399351.41,6.7,9.36,1.65,7.62,1.0,6288907.64,1006577.0,1207084.0,5244266.17,,,0.03,,,0.08,5138.0,11697.0,,0.03,,,,11697.0,5.31,0.06,,100.0,92.3,0.0,0.0,0.0,100.0,27.7,0.2238,33.0,1.3024
2021-11-12,1415475.0,7473708.0,6.68,9.39,1.64,7.5,1.0,6365003.04,1003405.0,1205493.0,5297978.4,,2625.0,0.02,,,0.03,5000.0,5797.0,,0.02,2625.0,,,6591.0,5.26,0.08,,100.0,94.91,0.0,0.0,0.0,100.0,27.31,0.2243,33.3,1.3389
2021-11-15,1363332.0,7280192.88,6.43,9.08,1.58,7.32,1.0,6161254.62,951162.0,1153793.0,5079205.08,,,0.0,,,0.25,100.0,52243.0,,0.0,,,,51800.0,5.06,0.21,,100.0,90.15,0.0,0.0,0.0,100.0,28.31,0.217,30.93,1.2922
2021-11-16,1291794.0,7130702.88,6.1,8.65,1.5,7.02,1.0,6007531.92,910332.0,1088321.0,5025032.64,,,0.39,,,0.23,70000.0,42830.0,,0.39,,,2000.0,135472.0,4.93,0.67,,100.0,86.27,0.0,0.0,0.0,100.0,23.56,0.1979,28.88,1.2242
2021-11-17,1269694.0,7046801.7,5.99,8.62,1.47,7.11,1.0,5917526.55,907829.0,1066221.0,5038450.95,,,,,,0.01,,2503.0,,,,,,22100.0,5.02,0.06,,100.0,86.4,0.0,0.0,0.0,100.0,24.04,0.1961,27.88,1.2084
2021-11-18,1202702.0,6699050.14,5.67,8.18,1.39,6.73,1.0,5634857.08,869252.0,1011644.0,4841733.64,,1460.0,,,,0.22,,40037.0,,,1460.0,,,54577.0,4.82,0.31,,100.0,83.03,0.0,0.0,0.0,100.0,25.38,0.1905,26.03,1.1488
2021-11-19,1198537.0,6532026.65,5.66,8.05,1.39,6.76,1.0,5490760.55,865087.0,1007479.0,4714724.15,,,,,,0.02,,4165.0,,,,,,4165.0,4.8,0.01,,100.0,82.77,0.0,0.0,0.0,100.0,25.33,0.1906,26.22,1.1467
2021-11-22,1185566.0,6461334.7,5.59,8.73,1.37,6.59,1.0,5449629.4,852542.0,999932.0,4646353.9,,100.0,0.0,,,0.07,100.0,12645.0,,0.0,100.0,,,7647.0,4.66,0.08,,100.0,85.85,0.0,0.0,0.0,100.0,25.92,0.1938,26.15,1.1939
2021-11-23,1212834.0,6294608.46,5.72,9.22,1.41,6.65,1.0,5342881.83,810858.0,1029457.0,4208353.02,,4191.0,0.38,,,0.25,70000.0,45875.0,,0.38,4191.0,,,40475.0,4.34,0.3,,100.0,80.35,0.0,0.0,0.0,100.0,24.83,0.1898,25.29,1.2019
2021-11-24,1180110.0,6101168.7,5.57,9.28,1.37,6.24,1.0,5224662.41,793889.0,1010573.0,4104406.13,,,,3760.0,,0.11,,16969.0,,,,0.02,,22644.0,4.12,0.19,,100.0,81.9,0.0,0.0,0.0,100.0,23.43,0.1862,25.78,1.2174
2021-11-25,1156543.0,6094981.61,5.46,9.32,1.34,6.1,1.0,5201521.62,781980.0,987006.0,4121034.6,,,,,,0.06,,11909.0,,,,,,23567.0,4.07,0.13,,100.0,80.67,0.0,0.0,0.0,100.0,24.1,0.1939,26.27,1.1932
2021-11-26,1144133.0,6201200.86,5.4,9.27,1.33,6.08,1.0,5282310.32,741849.0,974596.0,4020821.58,,,0.02,,,0.19,2000.0,40131.0,,0.02,,,,14410.0,3.94,0.08,,100.0,78.2,0.0,0.0,0.0,100.0,24.53,0.1931,26.68,1.206
2021-11-29,1104190.0,5752829.9,5.21,9.37,1.28,6.01,1.0,4925398.54,678370.0,945374.0,3534307.7,,3000.0,0.17,,,0.32,28300.0,66479.0,,0.17,3000.0,,,57522.0,3.61,0.25,,100.0,71.69,0.0,0.0,0.0,100.0,25.1,0.1881,26.22,1.1669
2021-11-30,1108447.0,5043433.85,5.23,8.76,1.28,5.76,1.0,4381481.65,679759.0,962963.0,3092903.45,,,0.07,,,0.07,17589.0,13332.0,,0.07,,,14721.0,,3.34,,,100.0,76.65,0.0,0.0,0.0,100.0,24.35,0.1868,26.44,1.2498
2021-12-01,1064401.0,5194276.88,5.02,6.29,1.23,5.0,1.0,4614381.6,649040.0,945570.0,3167315.2,,253.0,0.0,,,0.19,762.0,30972.0,,0.0,253.0,,,18155.0,3.06,0.35,,100.0,77.71,0.0,0.0,0.0,100.0,26.2,0.2014,27.56,1.2744
2021-12-02,933969.0,4342955.85,4.41,5.31,1.08,4.59,1.0,3850437.15,479549.0,828051.0,2229902.85,,,,40000.0,,0.76,,169491.0,,,,0.2,,157519.0,2.28,0.66,,100.0,69.26,0.0,0.0,0.0,100.0,22.0,0.182,29.68,1.3489
2021-12-03,957075.0,4570033.13,4.52,5.43,1.11,4.52,1.0,4049949.68,522655.0,848157.0,2495677.63,,40000.0,0.07,,,0.05,24060.0,9894.0,,0.07,40000.0,,13000.0,3954.0,2.47,0.02,,100.0,85.27,0.0,0.0,0.0,100.0,23.94,0.1855,29.41,1.5614
2021-12-06,958185.0,4637615.4,4.52,5.55,1.11,4.63,1.0,4110452.28,520265.0,849267.0,2518082.6,,,0.05,,,0.01,5000.0,2390.0,,0.05,,,,3890.0,2.5,0.0,,100.0,85.34,0.0,0.0,0.0,100.0,24.51,0.1852,28.87,1.5717
2021-12-07,902603.0,4549119.12,4.26,5.19,1.05,4.42,1.0,4090882.32,502267.0,811683.0,2531425.68,,5000.0,0.07,,,0.11,15000.0,22998.0,,0.07,5000.0,,,52584.0,2.49,0.24,,100.0,86.56,0.0,0.0,0.0,100.0,26.28,0.1842,27.74,1.5556
2021-12-08,928507.0,4600752.18,4.38,5.69,1.08,4.68,1.0,4150243.59,492267.0,837587.0,2439182.99,,,0.15,,,0.05,25904.0,10000.0,,0.15,,,,,2.45,,,100.0,82.34,0.0,0.0,0.0,100.0,25.6,0.1887,29.46,1.5532
2021-12-09,1035747.0,5178735.0,4.89,6.52,1.2,5.18,1.0,4524135.0,532267.0,904827.0,2661335.0,,40000.0,0.34,,,,71000.0,,,0.34,40000.0,,,3760.0,2.65,0.02,,100.0,81.75,0.0,0.0,0.0,100.0,26.53,0.19,28.9,1.5908
2021-12-10,1055747.0,5384309.7,4.98,6.63,1.22,5.3,1.0,4716617.7,532267.0,924827.0,2714561.7,,,0.1,,,,20000.0,,,0.1,,,,,2.69,,,100.0,81.76,0.0,0.0,0.0,100.0,26.02,0.1882,29.26,1.6218
2021-12-13,1015911.0,5333532.75,4.79,6.6,1.18,5.21,1.0,4635729.0,534262.0,882996.0,2804875.5,,1995.0,,,,,,,,,1995.0,,,41831.0,2.76,0.18,,100.0,82.07,0.0,0.0,0.0,100.0,24.04,0.1882,30.58,1.5606
2021-12-14,1023811.0,5395483.97,4.83,6.61,1.19,5.39,1.0,4642321.92,561607.0,880896.0,2959668.89,,27345.0,,,,,,,,,27345.0,,,2100.0,2.96,0.01,,100.0,85.05,0.0,0.0,0.0,100.0,23.11,0.1855,30.46,1.5504
2021-12-15,907099.0,4698772.82,4.28,6.0,1.05,4.8,1.0,3969351.12,533603.0,766284.0,2764063.54,0.01,,0.1,,1000.0,0.15,17345.0,28004.0,0.01,0.1,,,,131957.0,2.77,0.68,0.01,100.0,81.32,0.0,0.0,0.0,100.0,16.78,0.1849,34.33,1.3825
2021-12-16,780535.0,3988533.85,3.68,5.25,0.9,4.05,0.0,3272035.2,426453.0,640320.0,2179174.83,,,,,,0.57,,107150.0,,,,,,125964.0,2.19,0.7,,100.0,67.3,0.0,0.0,0.0,100.0,16.37,0.1727,30.91,1.2317
2021-12-17,709596.0,3689899.2,3.35,4.78,0.82,3.67,0.0,2939762.8,391796.0,565339.0,2037339.2,,20500.0,0.14,,,0.27,27000.0,55157.0,,0.14,20500.0,,,101981.0,2.02,0.53,,100.0,61.83,0.0,0.0,0.0,100.0,18.94,0.1738,31.53,1.1198
2021-12-20,762404.0,3964500.8,3.6,5.19,0.88,3.99,0.0,2761964.4,461451.0,531147.0,2399545.2,,69655.0,,,,,,,,,69655.0,,,34192.0,2.4,0.16,,100.0,72.82,0.0,0.0,0.0,100.0,18.39,0.1639,30.16,1.2031
2021-12-21,747248.0,3833382.24,3.53,5.05,0.87,3.9,0.0,2701114.29,467520.0,526533.0,2398377.6,,56649.0,,,,0.26,,50580.0,,,56649.0,,,4614.0,2.41,0.03,,100.0,71.38,0.0,0.0,0.0,100.0,18.53,0.1637,30.14,1.1409
2021-12-22,733136.0,3775650.4,3.46,5.21,0.85,3.78,0.0,2638968.15,430694.0,512421.0,2218074.1,,,,,,0.18,,36826.0,,,,,,14112.0,2.21,0.1,,100.0,72.32,0.0,0.0,0.0,100.0,18.9,0.1657,30.2,1.2311
2021-12-23,715390.0,3684258.5,3.38,5.11,0.83,3.71,0.0,2503584.95,452548.0,486133.0,2330622.2,,25373.0,0.03,,,0.02,4823.0,3519.0,,0.03,25373.0,,,31111.0,2.33,0.16,,100.0,75.99,0.0,0.0,0.0,100.0,19.6,0.1797,32.12,1.2013
2021-12-24,745456.0,3816734.72,3.52,5.35,0.86,3.86,0.0,2615900.16,482614.0,510918.0,2470983.68,,46281.0,0.13,,,0.09,24785.0,16215.0,,0.13,46281.0,,,,2.48,,,100.0,73.82,0.0,0.0,0.0,100.0,17.05,0.1909,35.32,1.1403
2021-12-27,714534.0,3744158.16,3.37,5.17,0.83,3.7,0.0,2599019.04,480578.0,495996.0,2518228.72,,15733.0,,,,0.09,,17769.0,,,15733.0,,,14922.0,2.5,0.08,,100.0,74.21,0.0,0.0,0.0,100.0,17.35,0.1943,35.47,1.1034
2021-12-28,724259.0,3947211.55,3.42,5.26,0.84,3.83,0.0,2599235.8,498649.0,476924.0,2717637.05,,28797.0,,,,0.0,,10726.0,,,28797.0,,,19072.0,2.68,0.07,,100.0,76.75,0.0,0.0,0.0,100.0,17.87,0.1985,36.26,1.1148
2021-12-29,732985.0,3972778.7,3.46,5.34,0.85,4.02,0.0,2578023.0,489462.0,475650.0,2652884.04,,10000.0,0.06,,,0.11,10000.0,19187.0,,0.06,10000.0,,,11274.0,2.66,0.01,,100.0,75.34,0.0,0.0,0.0,100.0,17.96,0.1881,34.69,1.1282
2021-12-30,715388.0,3855941.32,3.38,5.24,0.83,3.92,0.0,2522805.67,480865.0,468053.0,2591862.35,,1403.0,0.02,,,0.06,3403.0,10000.0,,0.02,1403.0,,,11000.0,2.6,0.06,,100.0,74.02,0.0,0.0,0.0,100.0,16.82,0.1966,36.23,1.1011
2021-12-31,711739.0,3793568.87,3.36,5.28,0.82,3.86,0.0,2475273.32,477216.0,464404.0,2543561.28,,,,,,0.03,,3649.0,,,,,,3649.0,2.55,0.03,,100.0,73.45,0.0,0.0,0.0,100.0,16.98,0.1946,35.82,1.0955
2022-01-03,711739.0,3878977.55,3.36,5.36,0.82,3.85,0.0,2531001.8,477216.0,464404.0,2600827.2,,,,,,,,,,,,,,,2.58,,,100.0,73.43,0.0,0.0,0.0,100.0,16.82,0.1939,35.73,1.0952
2022-01-04,673185.0,3635199.0,3.18,5.1,0.78,3.7,0.0,2299590.0,477216.0,425850.0,2576966.4,,,,,,,,,,,,,,38554.0,2.59,0.21,,100.0,73.43,0.0,0.0,0.0,100.0,18.05,0.212,38.17,1.0359
2022-01-05,633185.0,3349548.65,2.99,4.89,0.73,3.44,0.0,2146946.5,418662.0,405850.0,2214721.98,,,,,,0.35,,58554.0,,,,,,20000.0,2.24,0.11,,100.0,64.42,0.0,0.0,0.0,100.0,18.7,0.2254,39.54,0.9743
2022-01-06,4182378.0,21999308.28,19.73,32.51,4.85,32.86,1.0,20803526.18,415918.0,3955043.0,2187728.68,,,,3555937.0,,0.02,,2744.0,,,,29.51,,6744.0,2.19,0.07,,100.0,64.0,0.0,0.0,0.0,100.0,3.67,0.8244,90.69,6.4358
2022-01-07,4187605.0,22571190.95,19.76,33.41,4.85,32.87,1.0,21345855.3,433145.0,3960270.0,2334651.55,,20860.0,0.11,,,0.0,20860.0,3633.0,,0.11,20860.0,,,15633.0,2.31,0.1,,100.0,66.48,0.0,0.0,0.0,100.0,3.38,0.8238,90.66,6.4271
2022-01-10,4165886.0,22662419.84,19.66,33.69,4.83,32.83,1.0,21425717.44,415426.0,3938551.0,2259917.44,,,0.05,,,0.09,3141.0,17719.0,,0.05,,,,24860.0,2.25,0.12,,100.0,63.76,0.0,0.0,0.0,100.0,3.52,0.8259,90.78,6.3937
2022-01-11,4151492.0,22791691.08,19.59,36.5,4.81,32.78,1.0,21636435.87,399032.0,3941063.0,2190685.68,,512.0,0.03,,,0.08,2512.0,16906.0,,0.03,512.0,,,,2.18,,,100.0,60.87,0.0,0.0,0.0,100.0,3.57,0.8262,90.79,6.3326
2022-01-12,4124079.0,23094842.4,19.46,58.71,4.78,32.65,1.0,21974932.0,381728.0,3924095.0,2137676.8,,900.0,0.01,,,0.08,721.0,18204.0,,0.01,900.0,,,17689.0,2.12,0.1,,100.0,58.07,0.0,0.0,0.0,100.0,3.61,0.8299,90.99,6.2735
2022-01-13,4124079.0,22682434.5,19.46,63.52,4.78,32.71,1.0,21582522.5,381728.0,3924095.0,2099504.0,,,,,,,,,,,,,,,2.12,,,100.0,57.77,0.0,0.0,0.0,100.0,3.68,0.8275,90.86,6.2413
2022-01-14,4151188.0,22997581.52,19.59,63.7,4.81,32.83,1.0,21914301.0,397282.0,3955650.0,2200942.28,,20000.0,0.17,,,0.03,31555.0,4446.0,,0.17,20000.0,,,,2.2,,,100.0,60.12,0.0,0.0,0.0,100.0,3.84,0.8198,90.43,6.2823
2022-01-17,4162694.0,23519221.1,19.64,65.29,4.82,32.91,1.0,22244931.4,414076.0,3937156.0,2339529.4,,30000.0,,,,0.06,,13206.0,,,30000.0,,,18494.0,2.32,0.1,,100.0,62.71,0.0,0.0,0.0,100.0,3.63,0.824,90.67,6.304
2022-01-18,4168248.0,24634345.68,19.67,69.37,4.83,33.03,1.0,23183216.1,421630.0,3922710.0,2491833.3,,20000.0,,,,0.05,,12446.0,,,20000.0,,,14446.0,2.44,0.08,,100.0,63.63,0.0,0.0,0.0,100.0,3.7,0.8187,90.37,6.2906
2022-01-19,4151659.0,25366636.49,19.59,68.95,4.81,33.08,1.0,23967086.0,417041.0,3922600.0,2548120.51,,27942.0,0.05,,,0.15,421.0,32531.0,,0.05,27942.0,,,531.0,2.52,0.0,,100.0,62.94,0.0,0.0,0.0,100.0,3.85,0.8173,90.29,6.2656
2022-01-20,4155677.0,25058732.31,19.61,65.58,4.82,33.2,1.0,23771098.17,421059.0,3942139.0,2538985.77,,7273.0,0.15,4354.0,,0.02,16636.0,3255.0,,0.15,7273.0,0.03,,1451.0,2.56,0.01,,100.0,63.42,0.0,0.0,0.0,100.0,4.29,0.8121,89.98,6.2591
2022-01-21,4152479.0,24499626.1,19.59,66.19,4.81,33.12,1.0,23239751.9,417861.0,3938941.0,2465379.9,,,,,,0.05,,3198.0,,,,,,3198.0,2.49,0.04,,100.0,62.66,0.0,0.0,0.0,100.0,4.21,0.8155,90.18,6.2271
2022-01-24,4165074.0,24324032.16,19.65,66.33,4.83,33.14,1.0,23076970.24,430456.0,3951536.0,2513863.04,,12640.0,0.05,,,0.0,12595.0,45.0,,0.05,12640.0,,,,2.52,,,100.0,64.55,0.0,0.0,0.0,100.0,4.37,0.8144,90.11,6.246
2022-01-25,4135615.0,23076731.7,19.51,61.76,4.79,32.91,1.0,21885189.66,400997.0,3922077.0,2237563.26,,,,,,0.23,,29459.0,,,,,,29459.0,2.28,0.19,,100.0,60.13,0.0,0.0,0.0,100.0,3.88,0.8254,90.74,6.2018
2022-01-26,4150293.0,22660599.78,19.58,57.18,4.81,32.86,1.0,21494682.3,395675.0,3936755.0,2160385.5,,7840.0,0.11,,,0.09,20000.0,13162.0,,0.11,7840.0,,,5322.0,2.19,0.08,,100.0,59.61,0.0,0.0,0.0,100.0,3.63,0.8268,90.83,6.2529
2022-01-27,624883.0,3374368.2,2.95,8.63,0.72,3.45,0.0,2056417.2,426202.0,380818.0,2301490.8,,30527.0,,,,,,,,,30527.0,,,3555937.0,2.31,29.51,,100.0,64.21,0.0,0.0,0.0,100.0,17.54,0.2122,37.36,0.9415
2022-01-28,651025.0,3496004.25,3.07,9.02,0.75,3.54,0.0,2024275.2,472344.0,376960.0,2536487.28,,46142.0,,,,,,,,,46142.0,,,3858.0,2.54,0.02,,100.0,71.16,0.0,0.0,0.0,100.0,22.0,0.2129,35.53,0.9808
2022-01-31,651025.0,3430901.75,3.07,9.14,0.75,3.49,0.0,1986579.2,472344.0,376960.0,2489252.88,,,,,,,,,,,,,,,2.5,,,100.0,71.17,0.0,0.0,0.0,100.0,21.86,0.2133,35.63,0.981
2022-02-01,663265.0,3535202.45,3.13,9.39,0.77,3.52,0.0,2009196.8,484584.0,376960.0,2582832.72,,5000.0,,,,,,,,,5000.0,,7240.0,,2.57,,,100.0,73.02,0.0,0.0,0.0,100.0,23.05,0.2123,34.72,0.9994
2022-02-02,656603.0,3532524.14,3.1,9.27,0.76,3.52,0.0,1949163.24,466354.0,362298.0,2508984.52,,8000.0,0.06,,,0.12,11568.0,26230.0,,0.06,8000.0,,,26230.0,2.5,0.13,,100.0,70.07,0.0,0.0,0.0,100.0,23.36,0.2107,33.62,0.9866
2022-02-03,667675.0,3471910.0,3.15,9.3,0.77,3.57,0.0,1883949.6,477426.0,362298.0,2482615.2,,11072.0,,,,,,,,,11072.0,,,,2.51,,,100.0,66.84,0.0,0.0,0.0,100.0,22.42,0.2095,33.55,0.9348
2022-02-04,744026.0,3764771.56,3.51,10.25,0.86,3.87,0.0,2045722.58,513719.0,404293.0,2599418.14,,33656.0,0.15,7865.0,,,34130.0,,,0.15,33656.0,0.04,2637.0,,2.63,,,68.44,68.44,236903.0,1198729.18,1.21,68.4,20.93,0.2121,35.67,0.9912
