,ECN FP Equity_DX_SI_QTY,ECN FP Equity_DX_SHORT_INTEREST_VALUE,ECN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ECN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ECN FP Equity_DX_SI_MV,ECN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ECN FP Equity_DX_SUPPLY_SI_QTY,ECN FP Equity_DX_BROKER_SI_QTY,ECN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ECN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ECN FP Equity_DX_BROKER_SI_MV_INC_x,ECN FP Equity_DX_BROKER_SI_QTY_ADD,ECN FP Equity_DX_SUPPLY_SI_MV_DEC,ECN FP Equity_DX_BROKER_SI_QTY_INC,ECN FP Equity_DX_SUPPLY_SI_QTY_DEC,ECN FP Equity_DX_BROKER_SI_MV_INC_y,ECN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ECN FP Equity_DX_BROKER_SI_MV_ADD,ECN FP Equity_DX_SUPPLY_SI_QTY_ADD,ECN FP Equity_DX_BROKER_SI_QTY_DEC,ECN FP Equity_DX_SUPPLY_SI_MV,ECN FP Equity_DX_BROKER_SI_MV_DEC,ECN FP Equity_DX_BROKER_SI_MV_RMV,ECN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ECN FP Equity_DX_UTILIZATION_QUANTITY,ECN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ECN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ECN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ECN FP Equity_DX_ACTIVE_UTILIZATION_MV,ECN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ECN FP Equity_DX_BROKER_SI_CON_RATIO,ECN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ECN FP Equity_DX_DEMAND_SUPPLY_RATIO,ECN FP Equity_PX_LAST
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.35,,1700.0,,,,,3400.0,0.0,0.7,,0.0,0.0,33815.0,6903332.25,6.97,0.0,,0.0,,0.0,204.15
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6820485.5,6.85,0.0,,0.0,,0.0,201.7
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6796815.0,6.76,0.0,,0.0,,0.0,201.0
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6725127.2,6.74,0.0,,0.0,,0.0,198.88
2022-09-01,600.0,117156.0,0.31,0.02,0.12,58578.0,300.0,300.0,58578.0,,,300.0,,,,,,0.06,300.0,,0.06,,,100.0,0.88,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,195.26
2022-09-02,600.0,119064.0,0.31,0.02,0.12,59532.0,300.0,300.0,59532.0,,,,,,,,,,,,0.06,,,100.0,0.88,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,198.44
2022-09-05,600.0,118176.0,0.29,0.02,0.12,59088.0,300.0,300.0,59088.0,,,,,,,,,,,,0.06,,,100.0,0.88,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,196.96
2022-09-06,600.0,118356.0,0.3,0.02,0.12,59178.0,300.0,300.0,59178.0,,,,,,,,,,,,0.06,,,100.0,0.88,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,197.26
2022-09-07,600.0,118128.0,0.31,0.02,0.12,59064.0,300.0,300.0,59064.0,,,,,,,,,,,,0.06,,,100.0,0.88,0.0,0.0,0.0,100.0,,1.0,100.0,0.0176,196.88
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.06,,300.0,,,,,300.0,0.0,0.06,,0.0,0.0,33815.0,6691988.5,6.63,0.0,,0.0,,0.0,197.9
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6793433.5,6.62,0.0,,0.0,,0.0,200.9
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6908404.5,6.71,0.0,,0.0,,0.0,204.3
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6801887.25,6.81,0.0,,0.0,,0.0,201.15
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6721069.4,6.75,0.0,,0.0,,0.0,198.76
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6683196.6,6.69,0.0,,0.0,,0.0,197.64
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6560786.3,6.64,0.0,,0.0,,0.0,194.02
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6548612.9,6.54,0.0,,0.0,,0.0,193.66
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6490451.1,6.48,0.0,,0.0,,0.0,191.94
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,33815.0,6551994.4,6.43,0.0,,0.0,,0.0,193.76
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34012.0,6450715.92,6.52,0.0,,0.0,,0.0,189.66
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34012.0,6349360.16,6.42,0.0,,0.0,,0.0,186.68
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34012.0,6345278.72,6.31,0.0,,0.0,,0.0,186.56
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34012.0,6317388.88,6.29,0.0,,0.0,,0.0,185.74
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34012.0,6348679.92,6.29,0.0,,0.0,,0.0,186.66
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34012.0,6255487.04,6.32,0.0,,0.0,,0.0,183.92
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34012.0,6333714.64,6.34,0.0,,0.0,,0.0,186.22
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34012.0,6355482.32,6.28,0.0,,0.0,,0.0,186.86
2022-10-04,14600.0,2817508.0,5.71,0.42,2.73,1929800.0,4600.0,10000.0,887708.0,,,10000.0,,,,,,1.87,4600.0,,0.86,,,100.0,10.45,0.0,0.0,0.0,100.0,36.99,0.5339,63.01,0.3317,192.98
2022-10-05,14600.0,2792980.0,5.58,0.42,2.82,1913000.0,4600.0,10000.0,879980.0,,,,,,,,,,,,0.89,,,100.0,11.91,0.0,0.0,0.0,100.0,36.99,0.5339,63.01,0.3781,191.3
2022-10-06,13800.0,2623104.0,6.03,0.4,2.64,1748736.0,4600.0,9200.0,874368.0,,,,,,,,,,,800.0,0.88,0.17,,100.0,12.17,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.365,190.08
2022-10-07,9200.0,1723160.0,3.94,0.27,1.75,861580.0,4600.0,4600.0,861580.0,,,,,,,,,,,4600.0,0.87,0.88,,100.0,11.91,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2383,187.3
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.88,,4600.0,,,,,4600.0,0.0,0.88,,0.0,0.0,29422.0,5505444.64,5.49,0.0,,0.0,,0.0,187.12
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34022.0,6340339.92,6.28,0.0,,0.0,,0.0,186.36
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34028.0,6328527.44,6.31,0.0,,0.0,,0.0,185.98
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34028.0,6356430.4,6.29,0.0,,0.0,,0.0,186.8
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34028.0,6399986.24,6.31,0.0,,0.0,,0.0,188.08
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34028.0,6512278.64,6.35,0.0,,0.0,,0.0,191.38
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34028.0,6541542.72,6.46,0.0,,0.0,,0.0,192.24
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34028.0,6506834.16,6.5,0.0,,0.0,,0.0,191.22
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34028.0,6510236.96,6.45,0.0,,0.0,,0.0,191.32
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34028.0,6474167.28,6.48,0.0,,0.0,,0.0,190.26
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34039.0,6556592.18,6.43,0.0,,0.0,,0.0,192.62
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34104.0,6688476.48,6.53,0.0,,0.0,,0.0,196.12
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34106.0,6714107.16,6.64,0.0,,0.0,,0.0,196.86
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34106.0,6678636.92,6.66,0.0,,0.0,,0.0,195.82
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34106.0,6699782.64,6.65,0.0,,0.0,,0.0,196.44
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34106.0,6718882.0,6.65,0.0,,0.0,,0.0,197.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34106.0,6738663.48,6.67,0.0,,0.0,,0.0,197.58
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34108.0,6740422.96,6.64,0.0,,0.0,,0.0,197.62
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34108.0,6674253.44,6.7,0.0,,0.0,,0.0,195.68
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34108.0,6784763.36,6.65,0.0,,0.0,,0.0,198.92
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34108.0,6790902.8,6.73,0.0,,0.0,,0.0,199.1
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34085.0,6866423.25,6.72,0.0,,0.0,,0.0,201.45
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34085.0,6859606.25,6.8,0.0,,0.0,,0.0,201.25
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34085.0,7082863.0,6.85,0.0,,0.0,,0.0,207.8
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34085.0,7064116.25,7.04,0.0,,0.0,,0.0,207.25
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34090.0,7083902.0,7.01,0.0,,0.0,,0.0,207.8
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34090.0,7092424.5,7.01,0.0,,0.0,,0.0,208.05
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34090.0,7042994.0,7.04,0.0,,0.0,,0.0,206.6
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34090.0,7031062.5,7.0,0.0,,0.0,,0.0,206.25
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34090.0,7094129.0,6.97,0.0,,0.0,,0.0,208.1
2022-11-21,53400.0,11181960.0,60.37,1.59,11.13,7454640.0,17800.0,35600.0,3727320.0,,,35600.0,,,,,,7.42,17800.0,,3.71,,,100.0,25.54,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.7663,209.4
2022-11-22,53400.0,11216670.0,59.58,1.59,11.19,7477780.0,17800.0,35600.0,3738890.0,,,,,,,,,,,,3.73,,,100.0,34.3,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0291,210.05
2022-11-23,53400.0,11288760.0,59.33,1.59,11.25,7525840.0,17800.0,35600.0,3762920.0,,,,,,,,,,,,3.75,,,100.0,34.3,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0291,211.4
2022-11-24,53400.0,11326140.0,58.42,1.59,11.29,7550760.0,17800.0,35600.0,3775380.0,,,,,,,,,,,,3.76,,,100.0,34.3,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0291,212.1
2022-11-25,53400.0,11328810.0,57.77,1.58,11.33,7552540.0,17800.0,35600.0,3776270.0,,,,,,,,,,,,3.78,,,100.0,34.3,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0291,212.15
2022-11-28,53400.0,11278080.0,60.25,1.58,11.3,7518720.0,17800.0,35600.0,3759360.0,,,,,,,,,,,,3.77,,,100.0,34.3,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0291,211.2
2022-11-29,53400.0,11230020.0,60.95,1.58,11.27,7486680.0,17800.0,35600.0,3743340.0,,,,,,,,,,,,3.76,,,100.0,34.3,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0291,210.3
2022-11-30,44400.0,9419460.0,44.39,1.31,9.42,6279640.0,14800.0,29600.0,3139820.0,,,,0.62,,3000.0,,,,,6000.0,3.14,1.25,,100.0,30.27,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.9082,212.15
2022-12-01,44400.0,9523800.0,43.95,1.31,9.43,6349200.0,14800.0,29600.0,3174600.0,,,,,,,,,,,,3.14,,,100.0,32.25,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.9675,214.5
2022-12-02,44400.0,9517140.0,43.16,1.31,9.54,6344760.0,14800.0,29600.0,3172380.0,,,,,,,,,,,,3.18,,,100.0,32.25,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.9675,214.35
2022-12-05,44400.0,9461640.0,44.0,1.31,9.52,6307760.0,14800.0,29600.0,3153880.0,,,,,,,,,,,,3.17,,,100.0,23.24,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.6971,213.1
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.18,,14800.0,,,,,29600.0,0.0,6.35,,0.0,0.0,19290.0,4085622.0,4.05,0.0,,0.0,,0.0,211.8
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34090.0,7191285.5,7.16,0.0,,0.0,,0.0,210.95
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34090.0,7177649.5,7.15,0.0,,0.0,,0.0,210.55
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34090.0,7235602.5,7.12,0.0,,0.0,,0.0,212.25
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34090.0,7203217.0,7.18,0.0,,0.0,,0.0,211.3
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34090.0,7288442.0,7.16,0.0,,0.0,,0.0,213.8
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,34090.0,7308896.0,7.25,0.0,,0.0,,0.0,214.4
2022-12-15,31500.0,6533100.0,29.51,0.93,6.77,4355400.0,10500.0,21000.0,2177700.0,,,21000.0,,,,,,4.51,10500.0,,2.26,,,100.0,19.06,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.5718,207.4
2022-12-16,31523.0,6473248.05,21.81,0.93,6.53,4312350.0,10523.0,21000.0,2160898.05,23.0,,,,,,,23.0,,,,2.18,,,100.0,23.59,0.0,0.0,0.0,100.0,33.31,0.5547,66.62,0.7066,205.35
2022-12-19,31523.0,6465367.3,19.65,0.93,6.46,4307100.0,10523.0,21000.0,2158267.3,,,,,,,,,,,,2.16,,,100.0,23.59,0.0,0.0,0.0,100.0,33.31,0.5547,66.62,0.7066,205.1
2022-12-20,31523.0,6443301.2,19.11,0.93,6.47,4292400.0,10523.0,21000.0,2150901.2,,,,,,,,,,,,2.16,,,100.0,23.59,0.0,0.0,0.0,100.0,33.31,0.5547,66.62,0.7066,204.4
2022-12-21,123.0,25504.05,0.07,0.0,0.03,0.0,123.0,0.0,25504.05,,,,2.14,,10400.0,,,,,21000.0,0.03,4.32,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,207.35
2022-12-22,123.0,25301.1,0.07,0.0,0.03,0.0,123.0,0.0,25301.1,,,,,,,,,,,,0.03,,,100.0,0.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.0021,205.7
2022-12-23,100.0,20550.0,0.05,0.0,0.02,0.0,100.0,0.0,20550.0,,,,0.0,,23.0,,,,,,0.02,,,100.0,0.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0024,205.5
2022-12-26,100.0,20550.0,0.05,0.0,0.02,0.0,100.0,0.0,20550.0,,,,,,,,,,,,0.02,,,100.0,0.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0024,
2022-12-27,6100.0,1258125.0,3.31,0.19,1.27,618750.0,3100.0,3000.0,639375.0,1500.0,,3000.0,,,,,1500.0,0.62,1500.0,,0.65,,,7.14,7.05,40310.0,8313937.5,8.26,7.33,48.59,0.4843,49.8,0.1388,206.25
2022-12-28,6100.0,1255380.0,3.33,0.19,1.27,617400.0,3100.0,3000.0,637980.0,,,,,,,,,,,,0.65,,,7.35,7.26,39057.0,8037930.6,8.03,7.53,48.59,0.4843,49.79,0.1429,205.8
2022-12-29,6100.0,1265140.0,3.35,0.19,1.27,622200.0,3100.0,3000.0,642940.0,,,,,,,,,,,,0.65,,,6.36,6.29,45657.0,9469261.8,9.36,6.53,48.49,0.4843,49.89,0.1238,207.4
2022-12-30,27500.0,5621000.0,15.17,0.86,5.77,2289280.0,16300.0,11200.0,3331720.0,13200.0,1.71,,,8200.0,,1.71,13200.0,,,,3.45,,,29.45,29.16,39057.0,7983250.8,8.02,30.07,22.26,0.4349,59.42,0.492,204.4
2023-01-02,27500.0,5692500.0,15.04,0.86,5.71,2318400.0,16300.0,11200.0,3374100.0,,,,,,,,,,,,3.42,,,39.99,39.48,24457.0,5062599.0,4.92,40.99,22.22,0.4356,59.5,0.666,207.0
2023-01-03,32500.0,6795750.0,17.56,1.02,6.86,3387420.0,16300.0,16200.0,3408330.0,,,5000.0,,,,,,1.09,,,3.46,,,31.93,31.6,34757.0,7267688.7,7.13,32.67,30.92,0.3814,50.08,0.63,209.1
2023-01-04,41800.0,8911760.0,22.71,1.31,8.87,4946240.0,18600.0,23200.0,3965520.0,2300.0,1.5,,,7000.0,,1.5,2300.0,,,,3.97,,,33.3,32.98,37257.0,7943192.4,7.7,34.03,25.44,0.3748,50.18,0.7413,213.2
2023-01-05,42700.0,9058805.0,23.1,1.33,9.21,5091600.0,18700.0,24000.0,3967205.0,1600.0,0.35,,0.32,1600.0,1500.0,0.35,1600.0,,,800.0,4.05,0.14,,35.51,35.16,33957.0,7203977.55,7.17,36.07,32.38,0.3519,43.69,0.8028,212.15
2023-01-06,39400.0,8471000.0,20.58,1.23,8.49,4300000.0,19400.0,20000.0,4171000.0,700.0,,,,,,,700.0,,,4000.0,4.19,0.84,,37.92,37.53,31757.0,6827755.0,6.67,38.62,25.62,0.3696,49.14,0.7622,215.0
2023-01-09,35400.0,7655250.0,19.16,1.1,7.71,4325000.0,15400.0,20000.0,3330250.0,,,,0.8,,4000.0,,,,,,3.36,,,32.66,32.29,31757.0,6867451.25,6.65,33.58,28.55,0.406,54.46,0.7421,216.25
2023-01-10,27300.0,5868135.0,13.46,0.85,5.77,3439200.0,11300.0,16000.0,2428935.0,,,,1.11,,4100.0,,,,,4000.0,2.25,0.85,,23.27,23.01,37257.0,8008392.15,8.27,21.4,38.44,0.3509,39.05,0.556,214.95
2023-01-11,18900.0,4081455.0,9.06,0.59,4.12,2720970.0,6300.0,12600.0,1360485.0,,,,0.89,,5000.0,,,,,3400.0,1.36,0.74,,100.0,13.67,0.0,0.0,0.0,100.0,32.9,0.4132,53.52,0.41,215.95
2023-01-12,10000.0,2166000.0,5.13,0.31,2.16,1083000.0,5000.0,5000.0,1083000.0,,,,0.26,,1300.0,,,,,7600.0,1.08,1.66,,100.0,11.66,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.2331,216.6
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.08,,5000.0,,,,,5000.0,0.0,1.08,,0.0,0.0,46100.0,10054410.0,9.99,0.0,,0.0,,0.0,218.1
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,25900.0,5685050.0,5.6,0.0,,0.0,,0.0,219.5
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,41400.0,9118350.0,9.04,0.0,,0.0,,0.0,220.25
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,41130.0,9071221.5,8.99,0.0,,0.0,,0.0,220.55
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,41130.0,8929323.0,9.02,0.0,,0.0,,0.0,217.1
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,41137.0,8945240.65,8.88,0.0,,0.0,,0.0,217.45
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,41137.0,8978150.25,8.89,0.0,,0.0,,0.0,218.25
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,41137.0,8955524.9,8.91,0.0,,0.0,,0.0,217.7
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,41137.0,8945240.65,8.95,0.0,,0.0,,0.0,217.45
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,41137.0,8953468.05,8.9,0.0,,0.0,,0.0,217.65
2023-01-27,10800.0,2353860.0,5.37,0.34,2.38,1176930.0,5400.0,5400.0,1176930.0,,,5400.0,,,,,,1.18,5400.0,,1.21,,,11.75,11.6,40557.0,8839398.15,8.8,12.05,49.39,0.5001,50.61,0.2321,217.95
2023-01-30,10800.0,2358180.0,6.21,0.34,2.38,1179090.0,5400.0,5400.0,1179090.0,,,,,,,,,,,,1.21,,,12.48,12.32,37857.0,8266075.95,8.22,12.81,49.36,0.5001,50.64,0.2464,218.35
2023-01-31,4800.0,1047120.0,3.03,0.15,1.08,305410.0,3400.0,1400.0,741710.0,,,,0.44,,2000.0,,,,,4000.0,0.77,0.87,,8.24,8.13,37857.0,8258504.55,8.19,8.59,28.43,0.5931,71.57,0.1147,218.15
2023-02-01,4000.0,870800.0,2.62,0.12,0.89,435400.0,2000.0,2000.0,435400.0,600.0,0.13,,0.45,600.0,2000.0,0.13,600.0,,,,0.45,,,4.78,4.71,39857.0,8676868.9,8.76,4.86,35.56,0.5417,64.44,0.0943,217.7
2023-02-02,4000.0,884400.0,2.81,0.12,0.88,442200.0,2000.0,2000.0,442200.0,,,,,,,,,,,,0.44,,,4.78,4.71,39857.0,8812382.7,8.67,4.86,35.56,0.5417,64.44,0.0943,221.1
2023-02-03,8800.0,1959760.0,6.22,0.27,1.95,1158040.0,3600.0,5200.0,801720.0,1600.0,0.71,,,3200.0,,0.71,1600.0,,,,0.8,,,8.36,8.25,39457.0,8787073.9,8.69,8.44,34.35,0.549,65.65,0.2017,222.7
2023-02-06,8800.0,1945680.0,4.7,0.27,1.97,1149720.0,3600.0,5200.0,795960.0,,,,,,,,,,,,0.81,,,8.28,8.17,39857.0,8812382.7,8.9,8.34,34.31,0.5492,65.69,0.1998,221.1
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.81,,3600.0,,,,,5200.0,0.0,1.15,,0.0,0.0,44037.0,9751993.65,9.68,0.0,,0.0,,0.0,221.45
