,ALENT FP Equity_DX_SI_QTY,ALENT FP Equity_DX_SHORT_INTEREST_VALUE,ALENT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALENT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALENT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALENT FP Equity_DX_SI_MV,ALENT FP Equity_DX_DSS,ALENT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALENT FP Equity_DX_SUPPLY_SI_QTY,ALENT FP Equity_DX_BROKER_SI_QTY,ALENT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALENT FP Equity_DX_BROKER_SI_MV_NEW_x,ALENT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALENT FP Equity_DX_BROKER_SI_MV_INC_x,ALENT FP Equity_DX_BROKER_SI_QTY_ADD,ALENT FP Equity_DX_BROKER_SI_QTY_NEW,ALENT FP Equity_DX_SUPPLY_SI_MV_DEC,ALENT FP Equity_DX_BROKER_SI_QTY_INC,ALENT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALENT FP Equity_DX_BROKER_SI_MV_NEW_y,ALENT FP Equity_DX_BROKER_SI_MV_INC_y,ALENT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALENT FP Equity_DX_BROKER_SI_MV_ADD,ALENT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALENT FP Equity_DX_BROKER_SI_QTY_DEC,ALENT FP Equity_DX_SUPPLY_SI_MV,ALENT FP Equity_DX_BROKER_SI_MV_DEC,ALENT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALENT FP Equity_DX_UTILIZATION_QUANTITY,ALENT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALENT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALENT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALENT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALENT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALENT FP Equity_DX_BROKER_SI_CON_RATIO,ALENT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALENT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALENT FP Equity_PX_LAST
2024-03-08,4034.0,3186.86,0.12,0.48,0.11,0.0,0.0,2580.93,3267.0,3267.0,2580.93,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.89,0.5247,61.11,0.7674,0.79
2024-03-11,4034.0,3227.2,0.12,0.59,0.11,0.0,0.0,2613.6,3267.0,3267.0,2613.6,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.8
2024-03-12,4034.0,3170.72,0.12,0.6,0.11,0.0,0.0,2567.86,3267.0,3267.0,2567.86,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.48,0.5265,61.52,0.7674,0.786
2024-03-13,4034.0,3170.72,0.12,0.6,0.11,0.0,0.0,2567.86,3267.0,3267.0,2567.86,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.786
2024-03-14,4034.0,3154.59,0.12,0.6,0.11,0.0,0.0,2554.79,3267.0,3267.0,2554.79,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.782
2024-03-15,4034.0,3146.52,0.12,0.57,0.11,0.0,0.0,2548.26,3267.0,3267.0,2548.26,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.78
2024-03-18,4034.0,3146.52,0.12,0.6,0.11,0.0,0.0,2548.26,3267.0,3267.0,2548.26,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.78
2024-03-19,4034.0,3106.18,0.12,0.62,0.11,0.0,0.0,2515.59,3267.0,3267.0,2515.59,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.77
2024-03-20,4034.0,3146.52,0.12,0.64,0.11,0.0,0.0,2548.26,3267.0,3267.0,2548.26,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.78
2024-03-21,4034.0,3106.18,0.12,0.63,0.11,0.0,0.0,2515.59,3267.0,3267.0,2515.59,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.77
2024-03-22,4034.0,3106.18,0.12,1.04,0.11,0.0,0.0,2515.59,3267.0,3267.0,2515.59,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.77
2024-03-25,4034.0,3146.52,0.12,1.2,0.11,0.0,0.0,2548.26,3267.0,3267.0,2548.26,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.78
2024-03-26,4034.0,3106.18,0.12,1.25,0.11,0.0,0.0,2515.59,3267.0,3267.0,2515.59,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.77
2024-03-27,4034.0,3106.18,0.12,1.22,0.11,0.0,0.0,2515.59,3267.0,3267.0,2515.59,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.77
2024-03-28,4034.0,3106.18,0.12,1.25,0.11,0.0,0.0,2515.59,3267.0,3267.0,2515.59,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.77
2024-03-29,4034.0,3106.18,0.12,1.26,0.11,0.0,0.0,2515.59,3267.0,3267.0,2515.59,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,
2024-04-01,4034.0,3106.18,0.12,1.26,0.11,0.0,0.0,2515.59,3267.0,3267.0,2515.59,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,
2024-04-02,4034.0,2783.46,0.12,1.26,0.11,0.0,0.0,2254.23,3267.0,3267.0,2254.23,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.69
2024-04-03,4034.0,2694.71,0.12,1.14,0.11,0.0,0.0,2182.36,3267.0,3267.0,2182.36,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.668
2024-04-04,4034.0,2662.44,0.12,1.1,0.11,0.0,0.0,2156.22,3267.0,3267.0,2156.22,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.66
2024-04-05,4034.0,2460.74,0.12,1.11,0.11,0.0,0.0,1992.87,3267.0,3267.0,1992.87,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.61
2024-04-08,4034.0,2501.08,0.12,1.07,0.11,0.0,0.0,2025.54,3267.0,3267.0,2025.54,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.62
2024-04-09,4034.0,2420.4,0.12,1.0,0.11,0.0,0.0,1960.2,3267.0,3267.0,1960.2,,,,,,,,,,,,,,,0.0,,100.0,62.15,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7674,0.6
2024-04-10,4034.0,2460.74,0.12,0.94,0.11,0.0,0.0,1992.87,3267.0,3267.0,1992.87,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.61
2024-04-11,4034.0,2420.4,0.12,0.92,0.11,0.0,0.0,1960.2,3267.0,3267.0,1960.2,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.6
2024-04-12,4034.0,2501.08,0.12,0.98,0.11,0.0,0.0,2025.54,3267.0,3267.0,2025.54,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.62
2024-04-15,4034.0,2460.74,0.12,1.0,0.11,0.0,0.0,1992.87,3267.0,3267.0,1992.87,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.61
2024-04-16,4034.0,2380.06,0.12,1.01,0.11,0.0,0.0,1927.53,3267.0,3267.0,1927.53,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.59
2024-04-17,4034.0,2501.08,0.12,0.85,0.11,0.0,0.0,2025.54,3267.0,3267.0,2025.54,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.62
2024-04-18,4034.0,2436.54,0.12,0.86,0.11,0.0,0.0,1973.27,3267.0,3267.0,1973.27,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.604
2024-04-19,4034.0,2339.72,0.12,0.87,0.11,0.0,0.0,1894.86,3267.0,3267.0,1894.86,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.58
2024-04-22,4034.0,2380.06,0.12,0.88,0.11,0.0,0.0,1927.53,3267.0,3267.0,1927.53,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.59
2024-04-23,4034.0,2380.06,0.12,0.9,0.11,0.0,0.0,1927.53,3267.0,3267.0,1927.53,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.59
2024-04-24,4034.0,2501.08,0.12,0.91,0.11,0.0,0.0,2025.54,3267.0,3267.0,2025.54,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.62
2024-04-25,4034.0,2823.8,0.12,0.66,0.11,0.0,0.0,2286.9,3267.0,3267.0,2286.9,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.7
2024-04-26,4034.0,2549.49,0.12,0.55,0.11,0.0,0.0,2064.74,3267.0,3267.0,2064.74,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.632
2024-04-29,4034.0,2823.8,0.12,0.53,0.11,0.0,0.0,2286.9,3267.0,3267.0,2286.9,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.7
2024-04-30,4034.0,2702.78,0.12,0.52,0.11,0.0,0.0,2188.89,3267.0,3267.0,2188.89,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.67
2024-05-01,4034.0,2702.78,0.12,0.5,0.11,0.0,0.0,2188.89,3267.0,3267.0,2188.89,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,
2024-05-02,4034.0,2743.12,0.12,0.5,0.11,0.0,0.0,2221.56,3267.0,3267.0,2221.56,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.68
2024-05-03,4034.0,2630.17,0.12,0.51,0.11,0.0,0.0,2130.08,3267.0,3267.0,2130.08,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.652
2024-05-06,4034.0,2622.1,0.12,0.5,0.11,0.0,0.0,2123.55,3267.0,3267.0,2123.55,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.65
2024-05-07,4034.0,2630.17,0.12,0.51,0.11,0.0,0.0,2130.08,3267.0,3267.0,2130.08,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.652
2024-05-08,4034.0,2581.76,0.12,0.51,0.11,0.0,0.0,2090.88,3267.0,3267.0,2090.88,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.64
2024-05-09,4034.0,2622.1,0.12,0.49,0.11,0.0,0.0,2123.55,3267.0,3267.0,2123.55,,,,,,,,,,,,,,,0.0,,100.0,62.16,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.7675,0.65
2024-05-10,3267.0,2058.21,0.09,0.4,0.09,0.0,0.0,2058.21,2500.0,3267.0,1575.0,,,,,,0.0,,767.0,,,,,,,0.0,,100.0,47.56,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,0.6216,0.63
2024-05-13,3267.0,2123.55,0.09,0.4,0.09,0.0,0.0,2123.55,2500.0,3267.0,1625.0,,,,,,,,,,,,,,,0.0,,100.0,56.1,0.0,0.0,0.0,100.0,39.23,0.5232,60.77,0.7332,0.65
2024-05-14,4600.0,3026.8,0.13,0.56,0.13,0.0,0.0,2171.4,3300.0,3300.0,2171.4,,800.0,0.0,,,,33.0,,,0.0,800.0,,,,0.0,,100.0,62.79,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8752,0.658
2024-05-15,4600.0,2852.0,0.13,0.56,0.13,0.0,0.0,2046.0,3300.0,3300.0,2046.0,,,,,,,,,,,,,,,0.0,,100.0,62.79,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8752,0.62
2024-05-16,4600.0,2852.0,0.13,0.6,0.13,0.0,0.0,2046.0,3300.0,3300.0,2046.0,,,,,,,,,,,,,,,0.0,,100.0,62.79,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8752,0.62
2024-05-17,4600.0,2769.2,0.13,0.6,0.13,0.0,0.0,1986.6,3300.0,3300.0,1986.6,,,,,,,,,,,,,,,0.0,,100.0,62.79,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8752,0.602
2024-05-20,4600.0,2769.2,0.13,0.59,0.13,0.0,0.0,1986.6,3300.0,3300.0,1986.6,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.602
2024-05-21,4600.0,2806.0,0.13,0.6,0.13,0.0,0.0,2013.0,3300.0,3300.0,2013.0,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.61
2024-05-22,4600.0,2806.0,0.13,0.62,0.13,0.0,0.0,2013.0,3300.0,3300.0,2013.0,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.61
2024-05-23,4600.0,2806.0,0.13,0.65,0.13,0.0,0.0,2013.0,3300.0,3300.0,2013.0,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.61
2024-05-24,4600.0,2806.0,0.13,0.65,0.13,0.0,0.0,2013.0,3300.0,3300.0,2013.0,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.61
2024-05-27,4600.0,2723.2,0.13,0.65,0.13,0.0,0.0,1953.6,3300.0,3300.0,1953.6,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.592
2024-05-28,4600.0,2714.0,0.13,0.65,0.13,0.0,0.0,1947.0,3300.0,3300.0,1947.0,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.59
2024-05-29,4600.0,2796.8,0.13,0.65,0.13,0.0,0.0,2006.4,3300.0,3300.0,2006.4,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.608
2024-05-30,4600.0,2714.0,0.13,0.73,0.13,0.0,0.0,1947.0,3300.0,3300.0,1947.0,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.59
2024-05-31,4600.0,2760.0,0.13,0.74,0.13,0.0,0.0,1980.0,3300.0,3300.0,1980.0,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.12,0.5095,56.88,0.9692,0.6
2024-06-03,4600.0,2714.0,0.13,0.73,0.13,0.0,0.0,1947.0,3300.0,3300.0,1947.0,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.59
2024-06-04,4600.0,2622.0,0.13,0.74,0.13,0.0,0.0,1881.0,3300.0,3300.0,1881.0,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.57
2024-06-05,4600.0,2668.0,0.13,0.73,0.13,0.0,0.0,1914.0,3300.0,3300.0,1914.0,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.58
2024-06-06,4600.0,2530.0,0.13,0.72,0.13,0.0,0.0,1815.0,3300.0,3300.0,1815.0,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.55
2024-06-07,4600.0,2714.0,0.13,1.01,0.13,0.0,0.0,1947.0,3300.0,3300.0,1947.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.59
2024-06-10,4600.0,2714.0,0.13,1.35,0.13,0.0,0.0,1947.0,3300.0,3300.0,1947.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.59
2024-06-11,4600.0,2668.0,0.13,1.47,0.13,0.0,0.0,1914.0,3300.0,3300.0,1914.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.58
2024-06-12,4600.0,2622.0,0.13,1.77,0.13,0.0,0.0,1881.0,3300.0,3300.0,1881.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.57
2024-06-13,4600.0,2714.0,0.13,2.0,0.13,0.0,0.0,1947.0,3300.0,3300.0,1947.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.59
2024-06-14,4600.0,2410.4,0.13,2.0,0.13,0.0,0.0,1729.2,3300.0,3300.0,1729.2,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.524
2024-06-17,4600.0,2318.4,0.13,0.99,0.13,0.0,0.0,1663.2,3300.0,3300.0,1663.2,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,41.99,0.5128,58.01,0.8727,0.504
2024-06-18,4600.0,2346.0,0.13,0.94,0.13,0.0,0.0,1683.0,3300.0,3300.0,1683.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.51
2024-06-19,4600.0,2410.4,0.13,0.93,0.13,0.0,0.0,1729.2,3300.0,3300.0,1729.2,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.524
2024-06-20,4600.0,2438.0,0.13,0.98,0.13,0.0,0.0,1749.0,3300.0,3300.0,1749.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.53
2024-06-21,4600.0,2622.0,0.13,0.98,0.13,0.0,0.0,1881.0,3300.0,3300.0,1881.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.57
2024-06-24,4600.0,2300.0,0.13,0.93,0.13,0.0,0.0,1650.0,3300.0,3300.0,1650.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.5
2024-06-25,4600.0,2346.0,0.13,0.87,0.13,0.0,0.0,1683.0,3300.0,3300.0,1683.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.51
2024-06-26,4600.0,2346.0,0.13,0.87,0.13,0.0,0.0,1683.0,3300.0,3300.0,1683.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.51
2024-06-27,4600.0,2346.0,0.13,0.88,0.13,0.0,0.0,1683.0,3300.0,3300.0,1683.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.51
2024-06-28,4600.0,2309.2,0.13,0.95,0.13,0.0,0.0,1656.6,3300.0,3300.0,1656.6,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.502
2024-07-01,4600.0,2392.0,0.13,0.94,0.13,0.0,0.0,1716.0,3300.0,3300.0,1716.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.52
2024-07-02,4600.0,2392.0,0.13,0.94,0.13,0.0,0.0,1716.0,3300.0,3300.0,1716.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.52
2024-07-03,4600.0,2392.0,0.13,0.95,0.13,0.0,0.0,1716.0,3300.0,3300.0,1716.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.52
2024-07-04,4600.0,2438.0,0.13,0.95,0.13,0.0,0.0,1749.0,3300.0,3300.0,1749.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.53
2024-07-05,4600.0,2438.0,0.13,0.95,0.13,0.0,0.0,1749.0,3300.0,3300.0,1749.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.53
2024-07-08,4600.0,2401.2,0.13,0.95,0.13,0.0,0.0,1722.6,3300.0,3300.0,1722.6,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.522
2024-07-09,4600.0,2520.8,0.13,0.96,0.13,0.0,0.0,1808.4,3300.0,3300.0,1808.4,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.548
2024-07-10,4600.0,2484.0,0.13,0.95,0.13,0.0,0.0,1782.0,3300.0,3300.0,1782.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.54
2024-07-11,4600.0,3450.0,0.13,0.98,0.13,0.0,0.0,2475.0,3300.0,3300.0,2475.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.75
2024-07-12,4600.0,2603.6,0.13,0.67,0.13,0.0,0.0,1867.8,3300.0,3300.0,1867.8,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.566
2024-07-15,4600.0,3312.0,0.13,0.61,0.13,0.0,0.0,2376.0,3300.0,3300.0,2376.0,,,,,,,,,,,,,,,0.0,,100.0,62.61,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.8727,0.72
2024-07-16,4600.0,3072.8,0.13,0.56,0.13,0.0,0.0,2204.4,3300.0,3300.0,2204.4,,,,,,,,,,,,,,,0.0,,100.0,69.53,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9692,0.668
2024-07-17,4600.0,2944.0,0.13,0.55,0.13,0.0,0.0,2112.0,3300.0,3300.0,2112.0,,,,,,,,,,,,,,,0.0,,100.0,68.95,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.9611,0.64
2024-07-18,4600.0,2898.0,0.13,0.53,0.13,0.0,0.0,2079.0,3300.0,3300.0,2079.0,,,,,,,,,,,,,,,0.0,,100.0,68.95,0.0,0.0,0.0,100.0,43.15,0.5094,56.85,0.9611,0.63
2024-07-19,4600.0,2852.0,0.13,0.54,0.13,0.0,0.0,2046.0,3300.0,3300.0,2046.0,,,,,,,,,,,,,,,0.0,,100.0,68.95,0.0,0.0,0.0,100.0,43.03,0.5097,56.97,0.9611,0.62
2024-07-22,4534.0,2720.4,0.13,0.53,0.13,0.0,0.0,1960.2,3267.0,3267.0,1960.2,,,,,,0.0,,33.0,,,,,,33.0,0.0,0.0,100.0,68.74,0.0,0.0,0.0,100.0,44.19,0.5068,55.81,0.9539,0.6
2024-07-23,4467.0,2680.2,0.13,0.51,0.13,0.0,0.0,1960.2,3200.0,3267.0,1920.0,,,,,,0.0,,67.0,,,,,,,0.0,,100.0,68.29,0.0,0.0,0.0,100.0,43.99,0.5072,56.01,0.9533,0.6
2024-07-24,4467.0,2787.41,0.13,0.51,0.13,0.0,0.0,2038.61,3200.0,3267.0,1996.8,,,,,,,,,,,,,,,0.0,,100.0,68.29,0.0,0.0,0.0,100.0,44.77,0.5055,55.23,0.9533,0.624
2024-07-25,4467.0,2894.62,0.13,0.51,0.13,0.0,0.0,2117.02,3200.0,3267.0,2073.6,,,,,,,,,,,,,,,0.0,,100.0,68.29,0.0,0.0,0.0,100.0,44.83,0.5053,55.17,0.9533,0.648
2024-07-26,4467.0,2814.21,0.13,0.5,0.13,0.0,0.0,2058.21,3200.0,3267.0,2016.0,,,,,,,,,,,,,,,0.0,,100.0,68.29,0.0,0.0,0.0,100.0,44.78,0.5055,55.22,0.9533,0.63
2024-07-29,4467.0,2814.21,0.13,0.69,0.13,0.0,0.0,2058.21,3200.0,3267.0,2016.0,,,,,,,,,,,,,,,0.0,,100.0,68.29,0.0,0.0,0.0,100.0,44.77,0.5055,55.23,0.9533,0.63
2024-07-30,4467.0,2814.21,0.13,0.72,0.13,0.0,0.0,2058.21,3200.0,3267.0,2016.0,,,,,,,,,,,,,,,0.0,,100.0,68.29,0.0,0.0,0.0,100.0,44.77,0.5055,55.23,0.9533,0.63
2024-07-31,4467.0,2894.62,0.13,0.73,0.13,0.0,0.0,2117.02,3200.0,3267.0,2073.6,,,,,,,,,,,,,,,0.0,,100.0,68.29,0.0,0.0,0.0,100.0,44.77,0.5055,55.23,0.9533,0.648
2024-08-01,4467.0,2903.55,0.13,0.71,0.13,0.0,0.0,2123.55,3200.0,3267.0,2080.0,,,,,,,,,,,,,,,0.0,,100.0,68.29,0.0,0.0,0.0,100.0,44.77,0.5055,55.23,0.9533,0.65
