,ALNMG FP Equity_DX_SI_QTY,ALNMG FP Equity_DX_SHORT_INTEREST_VALUE,ALNMG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNMG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNMG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNMG FP Equity_DX_SI_MV,ALNMG FP Equity_DX_DSS,ALNMG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNMG FP Equity_DX_SUPPLY_SI_QTY,ALNMG FP Equity_DX_BROKER_SI_QTY,ALNMG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNMG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNMG FP Equity_DX_BROKER_SI_MV_INC_x,ALNMG FP Equity_DX_BROKER_SI_QTY_ADD,ALNMG FP Equity_DX_SUPPLY_SI_MV_DEC,ALNMG FP Equity_DX_BROKER_SI_QTY_INC,ALNMG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNMG FP Equity_DX_BROKER_SI_MV_INC_y,ALNMG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNMG FP Equity_DX_BROKER_SI_MV_ADD,ALNMG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNMG FP Equity_DX_BROKER_SI_QTY_DEC,ALNMG FP Equity_DX_SUPPLY_SI_MV,ALNMG FP Equity_DX_BROKER_SI_MV_DEC,ALNMG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNMG FP Equity_DX_UTILIZATION_QUANTITY,ALNMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNMG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNMG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNMG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNMG FP Equity_DX_BROKER_SI_CON_RATIO,ALNMG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNMG FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-10-04,49800.0,12076.5,0.17,0.11,0.1,0.01,0.0,6038.25,24900.0,24900.0,6038.25,2400.0,0.0,,,2400.0,,0.0,2400.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.47,0.7669,86.53,1.0
2021-10-05,49800.0,11927.1,0.17,0.11,0.1,0.01,0.0,5963.55,24900.0,24900.0,5963.55,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.42,0.7676,86.58,1.0
2021-10-06,49800.0,11678.1,0.17,0.11,0.1,0.01,0.0,5839.05,24900.0,24900.0,5839.05,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.31,0.7693,86.69,1.0
2021-10-07,49800.0,12474.9,0.17,0.12,0.1,0.01,0.0,6237.45,24900.0,24900.0,6237.45,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.71,0.7634,86.29,1.0
2021-10-08,49800.0,11952.0,0.17,0.1,0.1,0.01,0.0,5976.0,24900.0,24900.0,5976.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.42,0.7677,86.58,1.0
2021-10-11,30700.0,7383.35,0.1,0.07,0.06,0.01,0.0,5988.45,5800.0,24900.0,1394.9,,,,0.0,,19100.0,,,,,,0.0,,100.0,11.65,0.0,0.0,0.0,100.0,21.61,0.6612,78.39,0.6165
2021-10-12,49800.0,12300.6,0.17,0.11,0.1,0.01,0.0,6150.3,24900.0,24900.0,6150.3,19100.0,,,,,,,19100.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.61,0.7649,86.39,1.0
2021-10-13,30700.0,7429.4,0.1,0.07,0.06,0.01,0.0,6025.8,5800.0,24900.0,1403.6,,,,0.0,,19100.0,,,,,,0.0,,100.0,18.89,0.0,0.0,0.0,100.0,21.81,0.6589,78.19,1.0
2021-10-14,49800.0,11902.2,0.17,0.11,0.1,0.01,0.0,5951.1,24900.0,24900.0,5951.1,19100.0,,,,,,,19100.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.41,0.7677,86.59,1.0
2021-10-15,49800.0,12201.0,0.17,0.11,0.1,0.01,0.0,6100.5,24900.0,24900.0,6100.5,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.56,0.7655,86.44,1.0
2021-10-18,49800.0,11902.2,0.17,0.11,0.1,0.01,0.0,5951.1,24900.0,24900.0,5951.1,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.4,0.7678,86.6,1.0
2021-10-19,49800.0,11976.9,0.17,0.11,0.1,0.01,0.0,5988.45,24900.0,24900.0,5988.45,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.45,0.7671,86.55,1.0
2021-10-20,49800.0,11952.0,0.17,0.11,0.1,0.01,0.0,5976.0,24900.0,24900.0,5976.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.44,0.7673,86.56,1.0
2021-10-21,49800.0,11902.2,0.17,0.11,0.1,0.01,0.0,5951.1,24900.0,24900.0,5951.1,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.42,0.7677,86.58,1.0
2021-10-22,49800.0,11902.2,0.17,0.11,0.1,0.01,0.0,5951.1,24900.0,24900.0,5951.1,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,13.42,0.7677,86.58,1.0
2021-10-25,30700.0,7306.6,0.1,0.07,0.06,0.01,0.0,5926.2,5800.0,24900.0,1380.4,,,,0.0,,19100.0,,,,,,0.0,,100.0,11.65,0.0,0.0,0.0,100.0,21.5,0.6625,78.5,0.6165
2021-10-26,23100.0,5497.8,0.08,0.05,0.05,0.01,0.0,4117.4,5800.0,17300.0,1380.4,,,,,,,,,,,7600.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,28.72,0.5906,71.28,1.9914
2021-10-27,23100.0,5532.45,0.08,0.06,0.05,0.01,0.0,4143.35,5800.0,17300.0,1389.1,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,28.78,0.5901,71.22,1.9914
2021-10-28,23100.0,5520.9,0.08,0.05,0.05,0.01,0.0,4134.7,5800.0,17300.0,1386.2,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,28.79,0.59,71.21,1.9914
2021-10-29,23100.0,5544.0,0.08,0.05,0.05,0.01,0.0,4152.0,5800.0,17300.0,1392.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,28.81,0.5898,71.19,1.9914
2021-11-01,18300.0,4346.25,0.06,0.04,0.04,0.0,0.0,3538.75,3400.0,14900.0,807.5,,,,0.0,,2400.0,,,,,2400.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,36.09,0.5387,63.91,2.6912
2021-11-02,18300.0,4108.35,0.06,0.04,0.04,0.0,0.0,3345.05,3400.0,14900.0,763.3,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,36.51,0.5364,63.49,2.6912
2021-11-03,29800.0,6824.2,0.1,0.06,0.06,0.01,0.0,3412.1,14900.0,14900.0,3412.1,11500.0,,,,,,,11500.0,,,,0.0,,100.0,84.18,0.0,0.0,0.0,100.0,22.99,0.6459,77.01,1.6836
2021-11-04,7000.0,1582.0,0.02,0.01,0.01,0.0,0.0,791.0,3500.0,3500.0,791.0,,0.0,,0.0,100.0,11400.0,0.0,,,,11500.0,0.0,0.0,100.0,19.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.3825
2021-11-05,7000.0,1592.5,0.02,0.01,0.01,0.0,0.0,796.25,3500.0,3500.0,796.25,,,,,,,,,,,,0.0,,100.0,39.77,0.0,0.0,0.0,100.0,,1.0,100.0,0.7955
2021-11-08,7000.0,1568.0,0.02,0.01,0.01,0.0,0.0,784.0,3500.0,3500.0,784.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-11-09,7000.0,1638.0,0.02,0.01,0.01,0.0,0.0,819.0,3500.0,3500.0,819.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-11-10,27800.0,6296.7,0.09,0.05,0.06,0.01,0.0,3148.35,13900.0,13900.0,3148.35,10400.0,0.0,,,10400.0,,0.0,10400.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-11-11,27800.0,6394.0,0.09,0.05,0.06,0.01,0.0,3197.0,13900.0,13900.0,3197.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-11-12,50600.0,11638.0,0.17,0.1,0.1,0.01,0.0,5819.0,25300.0,25300.0,5819.0,11400.0,,11400.0,,,,,11400.0,0.0,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.06,0.5049,54.94,1.0
2021-11-15,50600.0,12219.9,0.17,0.1,0.1,0.01,0.0,6109.95,25300.0,25300.0,6109.95,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,44.45,0.5062,55.55,1.0
2021-11-16,50600.0,11511.5,0.17,0.08,0.1,0.01,0.0,5755.75,25300.0,25300.0,5755.75,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.79,0.5035,54.21,1.0
2021-11-17,50600.0,11511.5,0.17,0.08,0.1,0.01,0.0,5755.75,25300.0,25300.0,5755.75,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,45.06,0.5049,54.94,1.0
2021-11-18,50600.0,10752.5,0.17,0.08,0.1,0.01,0.0,5376.25,25300.0,25300.0,5376.25,,,,,,,,,,,,0.01,,100.0,73.33,0.0,0.0,0.0,100.0,45.89,0.5034,54.11,1.4667
2021-11-19,50600.0,11081.4,0.17,0.08,0.1,0.01,0.0,5540.7,25300.0,25300.0,5540.7,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,44.68,0.5057,55.32,1.0
2021-11-22,27800.0,6018.7,0.09,0.04,0.06,0.01,0.0,3009.35,13900.0,13900.0,3009.35,,,,0.0,,11400.0,,,,,11400.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-11-23,52200.0,11249.1,0.18,0.08,0.11,0.01,0.0,5624.55,26100.0,26100.0,5624.55,12200.0,,12200.0,,,,,12200.0,0.0,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,46.8,0.502,53.2,1.0
2021-11-24,52200.0,11144.7,0.18,0.08,0.11,0.01,0.0,5572.35,26100.0,26100.0,5572.35,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,46.86,0.502,53.14,1.0
2021-11-25,52200.0,11223.0,0.18,0.08,0.11,0.01,0.0,5611.5,26100.0,26100.0,5611.5,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,46.66,0.5022,53.34,1.0
2021-11-26,52200.0,10440.0,0.18,0.08,0.11,0.01,0.0,5220.0,26100.0,26100.0,5220.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,47.44,0.5013,52.56,1.0
2021-11-29,52200.0,10440.0,0.18,0.07,0.11,0.01,0.0,5220.0,26100.0,26100.0,5220.0,,,,,,,,,,,,0.01,,100.0,82.86,0.0,0.0,0.0,100.0,46.74,0.5021,53.26,1.6571
2021-11-30,52200.0,10074.6,0.18,0.07,0.11,0.01,0.0,5037.3,26100.0,26100.0,5037.3,,,,,,,,,,,,0.01,,100.0,81.82,0.0,0.0,0.0,100.0,47.18,0.5016,52.82,1.6364
2021-12-01,52200.0,10220.76,0.18,0.07,0.11,0.01,0.0,5110.38,26100.0,26100.0,5110.38,,,,,,,,,,,,0.01,,100.0,90.94,0.0,0.0,0.0,100.0,46.56,0.5024,53.44,1.8188
2021-12-02,45200.0,8588.0,0.15,0.06,0.09,0.01,0.0,4294.0,22600.0,22600.0,4294.0,,,,0.0,,3500.0,,,,,3500.0,0.0,0.0,100.0,83.09,0.0,0.0,0.0,100.0,45.65,0.5038,54.35,1.6618
2021-12-03,45200.0,8407.2,0.15,0.06,0.09,0.01,0.0,4203.6,22600.0,22600.0,4203.6,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,45.75,0.5036,54.25,1.0
2021-12-06,45200.0,9130.4,0.15,0.05,0.09,0.01,0.0,4565.2,22600.0,22600.0,4565.2,,,,,,,,,,,,0.0,,100.0,90.76,0.0,0.0,0.0,100.0,47.07,0.5017,52.93,1.8153
2021-12-07,45200.0,10079.6,0.15,0.05,0.09,0.01,0.0,5039.8,22600.0,22600.0,5039.8,,,,,,,,,,,,0.0,,100.0,82.48,0.0,0.0,0.0,100.0,47.28,0.5015,52.72,1.6496
2021-12-08,20800.0,4430.4,0.07,0.02,0.04,0.0,0.0,2215.2,10400.0,10400.0,2215.2,,,,0.0,,12200.0,,,,,12200.0,0.0,0.0,100.0,40.47,0.0,0.0,0.0,100.0,,1.0,100.0,0.8093
2021-12-09,20800.0,4492.8,0.07,0.02,0.04,0.0,0.0,2246.4,10400.0,10400.0,2246.4,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-12-10,36200.0,7764.9,0.12,0.04,0.07,0.01,0.0,3882.45,18100.0,18100.0,3882.45,7700.0,,7700.0,,,,,7700.0,0.0,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,42.63,0.5109,57.37,1.0
2021-12-13,36200.0,7402.9,0.12,0.04,0.07,0.01,0.0,3701.45,18100.0,18100.0,3701.45,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,43.12,0.5095,56.88,1.0
2021-12-14,36200.0,8307.9,0.12,0.04,0.07,0.01,0.0,4153.95,18100.0,18100.0,4153.95,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,41.1,0.5158,58.9,1.0
2021-12-15,54800.0,12686.2,0.18,0.05,0.11,0.01,0.0,6343.1,27400.0,27400.0,6343.1,9300.0,0.0,,,9300.0,,0.0,9300.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,38.06,0.5285,61.94,1.0
2021-12-16,54800.0,11864.2,0.18,0.05,0.11,0.01,0.0,5932.1,27400.0,27400.0,5932.1,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,37.18,0.5329,62.82,1.0
2021-12-17,54800.0,10938.08,0.18,0.04,0.11,0.01,0.0,5469.04,27400.0,27400.0,5469.04,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,37.02,0.5337,62.98,1.0
2021-12-20,39400.0,7604.2,0.13,0.03,0.08,0.01,0.0,3802.1,19700.0,19700.0,3802.1,,,,0.0,,7700.0,,,,,7700.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,47.62,0.5011,52.38,1.0
2021-12-21,39400.0,7706.64,0.13,0.03,0.08,0.01,0.0,3853.32,19700.0,19700.0,3853.32,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,47.04,0.5018,52.96,1.0
2021-12-22,39400.0,7525.4,0.13,0.03,0.08,0.01,0.0,3762.7,19700.0,19700.0,3762.7,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,47.5,0.5012,52.5,1.0
2021-12-23,39400.0,7785.44,0.13,0.03,0.08,0.01,0.0,3892.72,19700.0,19700.0,3892.72,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,46.78,0.5021,53.22,1.0
2021-12-24,39400.0,8234.6,0.13,0.03,0.08,0.01,0.0,4117.3,19700.0,19700.0,4117.3,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,46.5,0.5025,53.5,1.0
2021-12-27,39400.0,7880.0,0.13,0.03,0.08,0.01,0.0,3940.0,19700.0,19700.0,3940.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,47.75,0.501,52.25,1.0
2021-12-28,39400.0,7777.56,0.13,0.03,0.08,0.01,0.0,3888.78,19700.0,19700.0,3888.78,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,47.37,0.5014,52.63,1.0
2021-12-29,39400.0,7643.6,0.13,0.03,0.08,0.01,0.0,3821.8,19700.0,19700.0,3821.8,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,47.42,0.5013,52.58,1.0
2021-12-30,39400.0,7722.4,0.13,0.03,0.08,0.01,0.0,3861.2,19700.0,19700.0,3861.2,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,47.08,0.5017,52.92,1.0
2021-12-31,39400.0,7899.7,0.13,0.03,0.08,0.01,0.0,3949.85,19700.0,19700.0,3949.85,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,46.92,0.5019,53.08,1.0
2022-01-03,39400.0,8116.4,0.13,0.03,0.08,0.01,0.0,4058.2,19700.0,19700.0,4058.2,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,46.87,0.502,53.13,1.0
2022-01-04,39400.0,7978.5,0.13,0.03,0.08,0.01,0.0,3989.25,19700.0,19700.0,3989.25,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,47.42,0.5013,52.58,1.0
2022-01-05,39400.0,7919.4,0.13,0.03,0.08,0.01,0.0,3959.7,19700.0,19700.0,3959.7,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,47.3,0.5015,52.7,1.0
2022-01-06,39400.0,7880.0,0.13,0.03,0.08,0.01,0.0,3940.0,19700.0,19700.0,3940.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,47.27,0.5015,52.73,1.0
2022-01-07,39400.0,7864.24,0.13,0.03,0.08,0.01,0.0,3932.12,19700.0,19700.0,3932.12,,,,,,,,,,,,0.0,,100.0,68.4,0.0,0.0,0.0,100.0,47.23,0.5015,52.77,1.3681
2022-01-10,20800.0,4139.2,0.07,0.02,0.04,0.0,0.0,2069.6,10400.0,10400.0,2069.6,,,,0.0,,9300.0,,,,,9300.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-11,18200.0,3592.68,0.06,0.01,0.04,0.0,0.0,1796.34,9100.0,9100.0,1796.34,,,,0.0,,1300.0,,,,,1300.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-12,18200.0,3585.4,0.06,0.01,0.04,0.0,0.0,1792.7,9100.0,9100.0,1792.7,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-13,18200.0,3559.92,0.06,0.01,0.04,0.0,0.0,1779.96,9100.0,9100.0,1779.96,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-14,18200.0,3512.6,0.06,0.01,0.04,0.0,0.0,1756.3,9100.0,9100.0,1756.3,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-17,18200.0,3508.96,0.06,0.01,0.04,0.0,0.0,1754.48,9100.0,9100.0,1754.48,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-18,18200.0,3512.6,0.06,0.01,0.04,0.0,0.0,1756.3,9100.0,9100.0,1756.3,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-19,18200.0,3476.2,0.06,0.02,0.04,0.0,0.0,1738.1,9100.0,9100.0,1738.1,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-20,18200.0,3403.4,0.06,0.02,0.04,0.0,0.0,1701.7,9100.0,9100.0,1701.7,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-21,18200.0,3396.12,0.06,0.02,0.04,0.0,0.0,1698.06,9100.0,9100.0,1698.06,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-24,18200.0,3094.0,0.06,0.02,0.04,0.0,0.0,1547.0,9100.0,9100.0,1547.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-25,18200.0,2966.6,0.06,0.02,0.04,0.0,0.0,1483.3,9100.0,9100.0,1483.3,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-01-26,18200.0,3203.2,0.06,0.02,0.04,0.0,0.0,1601.6,9100.0,9100.0,1601.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-01-27,18200.0,3148.6,0.06,0.02,0.04,0.0,0.0,1574.3,9100.0,9100.0,1574.3,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-01-28,18200.0,3094.0,0.06,0.02,0.04,0.0,0.0,1547.0,9100.0,9100.0,1547.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-01-31,18200.0,3035.76,0.06,0.02,0.04,0.0,0.0,1517.88,9100.0,9100.0,1517.88,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-01,18200.0,3094.0,0.06,0.03,0.04,0.0,0.0,1547.0,9100.0,9100.0,1547.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-02,18200.0,3188.64,0.06,0.03,0.04,0.0,0.0,1594.32,9100.0,9100.0,1594.32,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-03,18200.0,3006.64,0.06,0.03,0.04,0.0,0.0,1503.32,9100.0,9100.0,1503.32,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-04,18200.0,3003.0,0.06,0.03,0.04,0.0,0.0,1501.5,9100.0,9100.0,1501.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-07,18200.0,2937.48,0.06,0.03,0.04,0.0,0.0,1468.74,9100.0,9100.0,1468.74,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-08,18200.0,2828.28,0.06,0.03,0.04,0.0,0.0,1414.14,9100.0,9100.0,1414.14,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-09,18200.0,2933.84,0.06,0.03,0.04,0.0,0.0,1466.92,9100.0,9100.0,1466.92,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-10,18200.0,3144.96,0.06,0.03,0.04,0.0,0.0,1572.48,9100.0,9100.0,1572.48,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-11,18200.0,3130.4,0.06,0.03,0.04,0.0,0.0,1565.2,9100.0,9100.0,1565.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-14,18200.0,3163.16,0.06,0.03,0.04,0.0,0.0,1581.58,9100.0,9100.0,1581.58,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-15,18200.0,3272.36,0.06,0.03,0.04,0.0,0.0,1636.18,9100.0,9100.0,1636.18,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-16,18200.0,3399.76,0.06,0.04,0.04,0.0,0.0,1699.88,9100.0,9100.0,1699.88,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-17,18200.0,3450.72,0.06,0.03,0.04,0.0,0.0,1725.36,9100.0,9100.0,1725.36,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-18,18200.0,3203.2,0.06,0.04,0.04,0.0,0.0,1601.6,9100.0,9100.0,1601.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-21,18200.0,3494.4,0.06,0.04,0.04,0.0,0.0,1747.2,9100.0,9100.0,1747.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-22,18200.0,3519.88,0.06,0.03,0.04,0.0,0.0,1759.94,9100.0,9100.0,1759.94,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-23,18200.0,3432.52,0.06,0.03,0.04,0.0,0.0,1716.26,9100.0,9100.0,1716.26,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-24,18200.0,3003.0,0.06,0.03,0.04,0.0,0.0,1501.5,9100.0,9100.0,1501.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-25,18200.0,3166.8,0.06,0.03,0.04,0.0,0.0,1583.4,9100.0,9100.0,1583.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-02-28,18200.0,3112.2,0.06,0.03,0.04,0.0,0.0,1556.1,9100.0,9100.0,1556.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-03-01,18200.0,2952.04,0.06,0.03,0.04,0.0,0.0,1476.02,9100.0,9100.0,1476.02,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-03-02,18200.0,3239.6,0.06,0.03,0.04,0.0,0.0,1619.8,9100.0,9100.0,1619.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-03-03,18200.0,3232.32,0.06,0.03,0.04,0.0,0.0,1616.16,9100.0,9100.0,1616.16,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-03-04,18200.0,2984.8,0.06,0.03,0.04,0.0,0.0,1492.4,9100.0,9100.0,1492.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-03-07,18200.0,2893.8,0.06,0.03,0.04,0.0,0.0,1446.9,9100.0,9100.0,1446.9,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2022-03-08,19400.0,3336.8,0.06,0.03,0.04,0.0,0.0,1668.4,9700.0,9700.0,1668.4,600.0,0.0,,,600.0,,0.0,600.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
