,XFAB FP Equity_DX_SI_QTY,XFAB FP Equity_DX_SHORT_INTEREST_VALUE,XFAB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,XFAB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,XFAB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,XFAB FP Equity_DX_SI_MV,XFAB FP Equity_DX_DSS,XFAB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,XFAB FP Equity_DX_SUPPLY_SI_QTY,XFAB FP Equity_DX_BROKER_SI_QTY,XFAB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,XFAB FP Equity_DX_BROKER_SI_MV_NEW_x,XFAB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,XFAB FP Equity_DX_SUPPLY_SI_QTY_INC_x,XFAB FP Equity_DX_BROKER_SI_MV_INC_x,XFAB FP Equity_DX_SUPPLY_SI_MV_NEW,XFAB FP Equity_DX_BROKER_SI_QTY_ADD,XFAB FP Equity_DX_BROKER_SI_QTY_NEW,XFAB FP Equity_DX_SUPPLY_SI_MV_DEC,XFAB FP Equity_DX_BROKER_SI_QTY_INC,XFAB FP Equity_DX_SUPPLY_SI_QTY_DEC,XFAB FP Equity_DX_BROKER_SI_MV_NEW_y,XFAB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,XFAB FP Equity_DX_BROKER_SI_MV_INC_y,XFAB FP Equity_DX_SUPPLY_SI_QTY_INC_y,XFAB FP Equity_DX_BROKER_SI_MV_ADD,XFAB FP Equity_DX_SUPPLY_SI_QTY_ADD,XFAB FP Equity_DX_BROKER_SI_QTY_DEC,XFAB FP Equity_DX_SUPPLY_SI_MV,XFAB FP Equity_DX_BROKER_SI_MV_DEC,XFAB FP Equity_DX_SUPPLY_SI_MV_RMV,XFAB FP Equity_DX_BROKER_SI_MV_RMV,XFAB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,XFAB FP Equity_DX_UTILIZATION_QUANTITY,XFAB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,XFAB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,XFAB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,XFAB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,XFAB FP Equity_DX_ACTIVE_UTILIZATION_MV,XFAB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,XFAB FP Equity_DX_BROKER_SI_CON_RATIO,XFAB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,XFAB FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-08-14,1647922.0,12952666.92,3.05,15.02,1.26,13.32,1.0,10772365.8,1145490.0,1370530.0,9003551.4,,,,0.23,,,,,30000.0,,,,0.23,,,,,9.24,,,,52.66,19.24,1029651.0,8093056.86,,8.15,53.11,20.97,0.1878,32.95,0.2768
2018-08-15,1657922.0,12882053.94,3.06,15.71,1.27,13.14,1.0,10726718.1,1155490.0,1380530.0,8978157.3,,,10000.0,0.06,,,,,10000.0,,,,0.06,10000.0,,,,9.1,,,,53.12,19.4,1019651.0,7922688.27,,7.95,53.35,21.01,0.1862,32.62,0.2783
2018-08-16,1664215.0,12814455.5,3.08,16.01,1.27,13.02,1.0,10592227.8,1161783.0,1375614.0,8945729.1,,,,,,,,0.08,,8707.0,,,,,,15000.0,4916.0,9.03,0.06,,,61.1,19.49,739782.0,5696321.4,,5.69,61.33,21.02,0.1842,32.45,0.2792
2018-08-17,1773093.0,13794663.54,3.28,17.55,1.36,13.82,1.0,11573636.92,1282926.0,1487614.0,9981164.28,,,124265.0,0.85,,,,0.02,112000.0,3122.0,,,0.85,124265.0,,,,9.92,,,,48.61,21.53,1356238.0,10551531.64,,10.48,48.64,20.0,0.1736,30.32,0.2975
2018-08-20,1773093.0,13688277.96,3.28,18.04,1.36,13.87,1.0,11484380.08,1282926.0,1487614.0,9904188.72,,,,,,,,,,,,,,,,,,10.0,,,,50.4,21.48,1262666.0,9747781.52,,9.76,50.61,19.77,0.1739,30.5,0.2969
2018-08-21,1746367.0,13883617.65,3.23,18.1,1.34,13.67,1.0,11614059.6,1157468.0,1460888.0,9201870.6,,,,0.26,,,,1.0,39072.0,125458.0,,,0.26,,,,65798.0,8.91,0.5,,,64.92,19.35,625487.0,4972621.65,,5.02,63.98,20.65,0.1875,32.82,0.292
2018-08-22,1743150.0,14206672.5,3.22,19.09,1.33,14.06,1.0,11880018.65,1165251.0,1457671.0,9496795.65,,,,0.22,,,,0.0,10227.0,2444.0,,,0.22,,,10227.0,13444.0,9.26,0.07,,,64.98,19.49,627931.0,5117637.65,,5.15,64.25,20.6,0.1918,33.51,0.2915
2018-08-23,1738800.0,14188608.0,3.21,19.11,1.33,14.32,1.0,11859099.36,1163570.0,1453321.0,9494731.2,,,,,,,,0.0,,1681.0,,,,,,,4350.0,9.5,0.0,,,64.89,19.46,629612.0,5137633.92,,5.13,64.93,20.26,0.1931,33.86,0.2909
2018-08-24,1730020.0,14220764.4,3.2,19.27,1.32,14.25,1.0,11874127.02,1154790.0,1444541.0,9492373.8,,,,,,,,0.08,,8780.0,,,,,,,8780.0,9.42,0.07,,,64.4,19.34,638392.0,5247582.24,,5.26,64.16,20.5,0.1943,33.95,0.2898
2018-08-27,1736954.0,14225653.26,3.21,19.86,1.33,14.33,1.0,11806597.53,1161724.0,1441587.0,9514519.56,,,,,,,,0.02,,2954.0,,,,,,9888.0,2954.0,9.53,0.01,,,64.45,19.43,640680.0,5247169.2,,5.25,64.49,20.3,0.1928,33.8,0.2905
2018-08-28,1719547.0,14409803.86,3.18,20.69,1.31,14.27,1.0,11934628.4,1144317.0,1424180.0,9589376.46,,,,,,,,0.14,,17407.0,,,,,,,17407.0,9.36,0.15,,,63.97,19.14,644615.0,5401873.7,,5.43,63.3,20.87,0.1909,33.18,0.2876
2018-08-29,1724253.0,14552695.32,3.19,21.12,1.32,14.59,1.0,12093650.68,1133448.0,1432897.0,9566301.12,,,,,,13000.0,,0.03,,10869.0,,,,,0.11,,4283.0,9.5,0.0,,,63.66,18.91,646976.0,5460477.44,,5.47,63.46,20.56,0.1893,33.18,0.2877
2018-08-30,1719160.0,14526902.0,3.18,22.03,1.31,14.62,1.0,12064943.8,1128355.0,1427804.0,9534599.75,,,,,,,,0.04,,5093.0,,,,,,,5093.0,9.53,0.02,,,63.56,18.84,646976.0,5466947.2,,5.47,63.55,20.54,0.1885,33.0,0.287
2018-08-31,1700049.0,14195409.15,3.14,23.53,1.3,14.44,1.0,11771479.3,1109244.0,1409758.0,9262187.4,,,530.0,,,,,0.24,,29228.0,,,,530.0,,9587.0,18046.0,9.39,0.14,,,92.5,20.52,90000.0,751500.0,,0.74,92.68,20.55,0.192,33.46,0.3145
2018-09-03,1674481.0,13730744.2,3.09,23.28,1.28,14.05,1.0,11506158.0,1091307.0,1403190.0,8948717.4,,,1063.0,,,,,0.16,,19000.0,,,,1063.0,,,6568.0,9.11,0.14,,,92.38,20.19,90000.0,738000.0,,0.73,92.59,20.46,0.1943,34.04,0.3097
2018-09-04,1699396.0,14003023.04,3.14,24.5,1.3,14.08,1.0,11212909.6,1113863.0,1360790.0,9178231.12,,,9915.0,,,,,0.02,,2359.0,,,,9915.0,,15000.0,42400.0,9.15,0.34,,,92.52,20.57,90000.0,741600.0,,0.74,92.49,20.5,0.1911,33.28,0.3138
2018-09-05,1693876.0,14008354.52,3.13,25.12,1.3,14.06,1.0,11558730.9,1108343.0,1397670.0,9165996.61,,,,0.36,,,,0.04,42400.0,5520.0,,,0.36,,,,5520.0,9.12,0.05,,,92.49,20.48,90000.0,744300.0,,0.75,92.41,20.61,0.1923,33.38,0.3129
2018-09-06,1693876.0,13635701.8,3.13,25.55,1.3,14.01,1.0,11251243.5,1108343.0,1397670.0,8922161.15,,,,,,,,,,,,,,,,,,9.17,,,,92.49,20.41,90000.0,724500.0,,0.71,92.81,20.14,0.1928,33.67,0.312
2018-09-07,1693876.0,13263049.08,3.13,26.58,1.3,13.67,1.0,10943756.1,1108343.0,1397670.0,8678325.69,,,,,,,,,,,,,,,,,,8.88,,,,92.49,20.42,90000.0,704700.0,,0.69,92.82,20.08,0.193,33.77,0.312
2018-09-10,1693150.0,13104981.0,3.13,26.36,1.29,13.35,1.0,10812346.56,1107617.0,1396944.0,8572955.58,,,,,,,,0.02,,726.0,,,,,,,726.0,8.68,0.03,,,92.49,20.41,90000.0,696600.0,,0.69,92.61,20.32,0.1927,33.6,0.3119
2018-09-11,1690994.0,12259706.5,3.12,26.38,1.29,12.98,1.0,10112213.0,1105461.0,1394788.0,8014592.25,,,,,,,,0.02,,2156.0,,,,,,,2156.0,8.57,0.03,,,92.47,20.38,90000.0,652500.0,,0.62,93.25,19.57,0.1942,34.16,0.3117
2018-09-12,1707276.0,12411896.52,3.15,26.06,1.31,12.53,1.0,10115005.45,1121743.0,1391335.0,8155071.61,,,19231.0,,,,,0.04,,2949.0,,,,19231.0,,,3453.0,8.14,0.29,,,92.57,20.69,90000.0,654300.0,,0.66,92.52,20.33,0.1898,33.06,0.3149
2018-09-13,1706746.0,12288571.2,3.15,32.48,1.31,12.51,1.0,10017612.0,1121213.0,1391335.0,8072733.6,,,,,,,,0.0,,530.0,,,,,,,,8.15,,,,92.57,20.64,90000.0,648000.0,,0.65,92.66,20.17,0.1901,33.19,0.3141
2018-09-14,1710078.0,12603274.86,3.16,34.94,1.31,12.58,1.0,10315553.16,1116212.0,1399668.0,8226482.44,,,,0.06,,,,0.04,8333.0,5001.0,,,0.06,,,,,8.07,,,,100.0,20.56,0.0,0.0,,0.0,100.0,20.54,0.1879,32.82,0.315
2018-09-17,1710078.0,12569073.3,3.16,35.75,1.31,12.75,1.0,10287559.8,1116212.0,1399668.0,8204158.2,,,,,,,,,,,,,,,,,,8.23,,,,100.0,20.49,0.0,0.0,,0.0,100.0,20.21,0.1884,33.04,0.3139
2018-09-18,1707404.0,12498197.28,3.16,36.49,1.31,12.7,1.0,10245569.76,1113538.0,1399668.0,8151098.16,,,,,,,,0.06,,7674.0,,,,,,5000.0,,8.2,,,,100.0,20.44,0.0,0.0,,0.0,100.0,20.21,0.1888,33.09,0.3134
2018-09-19,1708493.0,12471998.9,3.16,36.91,1.31,12.65,1.0,10225526.1,1113538.0,1400757.0,8128827.4,,,,0.01,,,,,1089.0,,,,0.01,,,,,8.17,,,,100.0,20.44,0.0,0.0,,0.0,100.0,20.21,0.1887,33.08,0.3137
2018-09-20,1694557.0,12387211.67,3.13,36.43,1.3,12.49,1.0,10137661.51,954225.0,1386821.0,6975384.75,,,,0.11,,,,1.14,16064.0,159313.0,,,0.11,,,,30000.0,6.99,0.22,,,90.54,17.54,99687.0,728711.97,,0.69,91.03,18.74,0.1855,33.28,0.3115
2018-09-21,1684557.0,12128810.4,3.11,35.74,1.29,12.4,1.0,9913111.2,1044225.0,1376821.0,7518420.0,,,100000.0,,,,,0.07,,10000.0,,,,100000.0,,,10000.0,7.69,0.08,,,100.0,19.17,0.0,0.0,,0.0,100.0,18.61,0.1869,33.55,0.3093
2018-09-24,1682416.0,12214340.16,3.11,34.51,1.29,12.27,1.0,10016476.8,1039225.0,1379680.0,7544773.5,,,,0.02,,,,0.04,2859.0,5000.0,,,0.02,,,,,7.55,,,,100.0,18.94,0.0,0.0,,0.0,100.0,18.96,0.1863,33.33,0.3066
2018-09-25,1682416.0,12113395.2,3.11,36.06,1.29,12.32,1.0,9933696.0,1039225.0,1379680.0,7482420.0,,,,,,,,,,,,,,,,,,7.61,,,,100.0,18.94,0.0,0.0,,0.0,100.0,18.73,0.1868,33.5,0.3065
2018-09-26,1631662.0,11503217.1,3.02,35.64,1.25,11.82,1.0,9439428.3,1025057.0,1338926.0,7226651.85,,,,0.02,,,,0.1,3142.0,14168.0,,,0.02,,,,43896.0,7.46,0.35,,,100.0,18.67,0.0,0.0,,0.0,100.0,19.11,0.1818,32.23,0.2972
2018-09-27,1679473.0,11504390.05,3.1,35.24,1.28,11.92,1.0,9499148.45,994802.0,1386737.0,6814393.7,,,,0.33,,,,0.22,47811.0,30255.0,,,0.33,,,,,7.12,,,,100.0,18.12,0.0,0.0,,0.0,100.0,18.43,0.175,31.33,0.3059
2018-09-28,1704747.0,11336567.55,3.15,35.66,1.3,11.77,1.0,8924373.15,1089076.0,1342011.0,7242355.4,,,51325.0,0.11,,30000.0,,0.07,31000.0,10000.0,,,0.11,51325.0,0.22,52949.0,105726.0,7.59,0.8,,,90.93,19.82,108599.0,722183.35,,0.71,91.43,12.62,0.1704,32.62,0.3103
2018-10-01,1865879.0,12874565.1,3.45,35.59,1.43,12.75,1.0,10488986.7,1207585.0,1520143.0,8332336.5,,,112725.0,1.19,,,,,180132.0,,,,1.19,112725.0,,22784.0,2000.0,8.04,0.0,0.14,,100.0,13.08,0.0,0.0,17000.0,0.0,100.0,15.32,0.171,31.77,0.2021
2018-10-02,1865689.0,13918039.94,3.45,32.32,1.43,13.24,1.0,11338849.38,1211343.0,1519953.0,9036618.78,,,,0.08,,,,,3758.0,,,,0.08,,,3758.0,3948.0,8.37,0.02,,,100.0,13.15,0.0,0.0,,0.0,100.0,14.87,0.1703,31.61,0.2026
2018-10-03,1877597.0,13988097.65,3.47,30.04,1.44,14.26,1.0,11870539.45,1131102.0,1593361.0,8426709.9,,,,0.93,,,,0.49,104369.0,80241.0,,,0.93,,,,30961.0,8.46,0.12,,,100.0,12.08,0.0,0.0,,0.0,100.0,19.32,0.1822,31.83,0.2005
2018-10-04,1757798.0,13236218.94,3.25,27.32,1.34,13.38,1.0,11095921.86,962083.0,1473562.0,7244484.99,,,,0.02,,,,1.27,2218.0,169019.0,,,0.02,,,,122017.0,7.17,0.88,,,91.57,9.61,88599.0,667150.47,,0.67,91.42,14.81,0.1852,33.8,0.1755
2018-10-05,1832677.0,13433522.41,3.39,27.73,1.4,14.0,1.0,11350072.53,1027083.0,1548441.0,7528518.39,,,65000.0,0.59,,,,,74879.0,,,,0.59,65000.0,,,,7.72,,,,92.06,10.24,88599.0,649430.67,,0.64,92.39,14.55,0.1828,33.12,0.1828
2018-10-08,1783488.0,12306067.2,3.3,26.42,1.36,13.3,1.0,10344838.8,1037083.0,1499252.0,7155872.7,,,10000.0,0.02,,,,,3923.0,,,,0.02,10000.0,,,53112.0,7.61,0.55,,,100.0,10.34,0.0,0.0,,0.0,100.0,14.75,0.1764,31.76,0.1778
2018-10-09,1791583.0,12272343.55,3.31,25.03,1.37,12.74,1.0,10777426.95,1061083.0,1573347.0,7268418.55,,,57548.0,0.44,,,,0.25,86983.0,33548.0,,,0.44,57548.0,,,12888.0,7.32,0.35,,,100.0,10.51,0.0,0.0,,0.0,100.0,18.43,0.1783,30.45,0.1774
2018-10-10,1819266.0,12079926.24,3.36,24.89,1.39,12.63,1.0,10630839.2,1048863.0,1601030.0,6964450.32,,,,0.03,,23000.0,,0.08,4683.0,12220.0,,,0.03,,0.16,,,7.18,,,,100.0,10.39,0.0,0.0,,0.0,100.0,18.28,0.1748,30.11,0.1802
2018-10-11,1986069.0,12730702.29,3.67,26.43,1.52,13.24,1.0,9633159.53,1313078.0,1502833.0,8416829.98,,,235544.0,,,,,0.03,,530.0,,,,235544.0,,29201.0,98197.0,8.69,0.89,,,76.46,13.01,404323.0,2591710.43,,2.55,77.3,13.91,0.1531,27.79,0.1967
2018-10-12,2101828.0,13661882.0,3.88,26.46,1.61,13.68,1.0,9974848.0,1428837.0,1534592.0,9287440.5,,,120877.0,,,36000.0,,0.08,,5118.0,,,,120877.0,0.24,,4241.0,9.17,0.14,,,83.45,14.16,283446.0,1842399.0,,1.87,83.08,13.1,0.1464,25.89,0.2083
2018-10-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,30012.0,0.12,,,,0.13,13716.0,24284.0,,,0.12,30012.0,,,,0.0,,,,0.0,0.0,2170455.0,14173071.15,,14.09,0.0,13.02,0.0,25.96,0.0
2018-10-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,10047.0,0.14,,,,1.43,19967.0,222995.0,,,0.14,10047.0,,,1920.0,0.0,0.0,,,0.0,0.0,2170455.0,14303298.45,,14.17,0.0,14.09,0.0,28.63,0.0
2018-10-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,50000.0,0.41,,,,0.08,55000.0,13895.0,,,0.41,50000.0,,,13895.0,0.0,0.05,,,0.0,0.0,2170455.0,15106366.8,,14.3,0.0,15.74,0.0,27.63,0.0
2018-10-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1564.0,,,,,0.03,,11430.0,,,,1564.0,,,41142.0,0.0,0.02,,,0.0,0.0,2170455.0,14498639.4,,15.11,0.0,16.37,0.0,28.65,0.0
2018-10-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,200000.0,,,,,0.6,,78165.0,,,,200000.0,,,9497.0,0.0,0.23,,,0.0,0.0,2244705.0,14568135.45,,14.99,0.0,20.53,0.0,26.36,0.0
2018-10-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.13,,13828.0,,,,,,,13828.0,0.0,0.19,,,0.0,0.0,2244705.0,14433453.15,,14.57,0.0,20.68,0.0,25.76,0.0
2018-10-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.02,,1564.0,,,,,,,,0.0,,,,0.0,0.0,2244705.0,13962065.1,,14.43,0.0,20.73,0.0,25.89,0.0
2018-10-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2244705.0,11268419.1,,13.96,0.0,21.33,0.0,26.56,0.0
2018-10-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.14,,,,0.13,30000.0,3180.0,,,0.14,,,,3180.0,0.0,0.66,,,0.0,0.0,2244705.0,12054065.85,,11.27,0.0,20.12,0.0,24.97,0.0
2018-10-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,61220.0,1.07,,,,,157200.0,,,,1.07,61220.0,,143954.0,17100.0,0.0,0.09,,,0.0,0.0,2244705.0,12592795.05,,12.05,0.0,18.59,0.0,23.56,0.0
2018-10-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,25000.0,,,19274.0,,,,,,,,25000.0,0.11,200.0,,0.0,,,,0.0,0.0,2244705.0,13490677.05,,12.59,0.0,18.25,0.0,23.05,0.0
2018-10-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,20000.0,0.4,,,,,28000.0,,,,0.4,20000.0,,,,0.0,,,,0.0,0.0,2244705.0,13513124.1,,13.49,0.0,18.3,0.0,23.91,0.0
2018-10-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.13,,,,0.16,22000.0,26587.0,,,0.13,,,,12207.0,0.0,0.07,,,0.0,0.0,2244705.0,13558018.2,,13.51,0.0,17.53,0.0,24.06,0.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,223.0,,,,,,,,0.0,,,,0.0,0.0,2244705.0,14096747.4,,13.56,0.0,17.32,0.0,23.84,0.0
2018-11-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,46000.0,0.43,,,,0.02,46000.0,7399.0,,,0.43,46000.0,,13000.0,6967.0,0.0,0.05,,,0.0,0.0,2244705.0,13984512.15,,14.1,0.0,17.26,0.0,25.64,0.0
2018-11-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,100432.0,1.62,,,,0.12,268000.0,17909.0,,,1.62,100432.0,,,2120.0,0.0,0.05,,,0.0,0.0,2244705.0,13760041.65,,13.98,0.0,15.59,0.0,23.1,0.0
2018-11-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,79911.0,0.48,,,,0.4,71439.0,55460.0,,,0.48,79911.0,,,37201.0,0.0,0.24,,,0.0,0.0,2244705.0,14074300.35,,13.76,0.0,15.24,0.0,22.57,0.0
2018-11-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,114698.0,0.18,,,,0.66,14911.0,107399.0,,,0.18,114698.0,,,9065.0,0.0,0.01,,,0.0,0.0,2244705.0,12345877.5,,14.07,0.0,16.35,0.0,23.68,0.0
2018-11-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,10000.0,0.49,,,,0.53,214835.0,7993.0,,,0.49,10000.0,,33269.0,,0.0,,,,0.0,0.0,2244705.0,11919383.55,,12.35,0.0,18.52,0.0,21.75,0.0
2018-11-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,20426.0,0.53,,,,0.26,128926.0,45131.0,,,0.53,20426.0,,1619.0,20131.0,0.0,0.26,,,0.0,0.0,2244705.0,11605124.85,,11.92,0.0,20.56,0.0,21.74,0.0
2018-11-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,709.0,0.11,,,,0.02,13100.0,4189.0,,,0.11,709.0,,49291.0,48675.0,0.0,0.3,,,0.0,0.0,2244705.0,11784701.25,,11.61,0.0,19.99,0.0,22.59,0.0
2018-11-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,200000.0,,,18000.0,,0.08,,18991.0,,,,200000.0,0.1,235000.0,4080.0,0.0,0.05,,,0.0,0.0,2244705.0,11537783.7,,11.78,0.0,19.84,0.0,22.26,0.0
2018-11-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,16084.0,0.35,,,,0.14,80064.0,14975.0,,,0.35,16084.0,,19645.0,,0.0,,,,0.0,0.0,2244705.0,11739807.15,,11.54,0.0,20.05,0.0,22.09,0.0
2018-11-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,235000.0,1.14,,,,0.15,191000.0,30000.0,,,1.14,235000.0,,215132.0,10000.0,0.0,0.05,,,0.0,0.0,2244705.0,11650018.95,,11.74,0.0,17.6,0.0,21.98,0.0
2018-11-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2207.0,0.15,,,,0.06,30132.0,10000.0,,,0.15,2207.0,,,,0.0,,,,0.0,0.0,2244705.0,11560230.75,,13.98,0.0,17.5,0.0,21.65,0.0
2018-11-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2244705.0,11245972.05,,11.56,0.0,17.64,0.0,21.49,0.0
2018-11-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.11,,10000.0,,,,,,,72801.0,0.0,0.5,,,0.0,0.0,2244705.0,11088842.7,,11.25,0.0,17.7,0.0,20.32,0.0
2018-11-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.2,,,,,53500.0,,,,0.2,,,100000.0,4500.0,0.0,0.02,,,0.0,0.0,2244705.0,11223525.0,,11.09,0.0,16.94,0.0,19.8,0.0
2018-11-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,425000.0,,,,,0.41,,88269.0,,,,425000.0,,,9544.0,0.0,0.02,,,0.0,0.0,2244705.0,11268419.1,,11.22,0.0,17.09,0.0,20.17,0.0
2018-11-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.51,,,,0.3,55000.0,68595.0,,,0.51,,,,20820.0,0.0,0.07,,,0.0,0.0,2244705.0,12121407.0,,11.27,0.0,16.33,0.0,22.65,0.0
2018-11-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,17337.0,,,,,0.13,,30894.0,,,,17337.0,,,1983.0,0.0,0.0,,,0.0,0.0,2244705.0,12817265.55,,12.12,0.0,16.24,0.0,22.51,0.0
2018-11-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.34,,,,0.72,55000.0,190151.0,,,0.34,,,,116750.0,0.0,0.43,,,0.0,0.0,2244705.0,12996841.95,,12.82,0.0,14.82,0.0,22.8,0.0
2018-11-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2000.0,,,,,0.59,,108949.0,,,,2000.0,,,86177.0,0.0,0.47,,,0.0,0.0,2244705.0,12480559.8,,13.0,0.0,14.49,0.0,23.39,0.0
2018-11-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.5,,,,0.17,104184.0,14378.0,,,0.5,,,,,0.0,,,,0.0,0.0,2244705.0,12076512.9,,12.48,0.0,17.3,0.0,22.72,0.0
2018-11-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,3600.0,0.0,,,,0.15,3600.0,16883.0,,,0.0,3600.0,,,51000.0,0.0,0.27,,,0.0,0.0,2244705.0,11739807.15,,12.08,0.0,17.61,0.0,23.6,0.0
2018-12-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,103900.0,0.02,,,,0.54,3900.0,82567.0,,,0.02,103900.0,,,18697.0,0.0,0.19,,,0.0,0.0,2244705.0,11807148.3,,11.74,0.0,16.88,0.0,23.32,0.0
2018-12-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,11710.0,0.03,,,,0.01,11200.0,2201.0,,,0.03,11710.0,,,5691.0,0.0,0.01,,,0.0,0.0,2244705.0,11447995.5,,11.81,0.0,16.78,0.0,23.25,0.0
2018-12-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,0.16,,27448.0,,,,,,,44969.0,0.0,0.35,,,0.0,0.0,2244705.0,11447995.5,,11.45,0.0,16.11,0.0,24.09,0.0
2018-12-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,1.82,,356502.0,,,,,,,,0.0,,,,0.0,0.0,2244705.0,10886819.25,,11.45,0.0,16.48,0.0,23.15,0.0
2018-12-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,115866.0,,,,,0.71,,127845.0,,,,115866.0,,9888.0,,0.0,,,,0.0,0.0,2244705.0,10920489.83,,10.89,0.0,16.38,0.0,23.67,0.0
2018-12-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,196247.0,1.05,,,,,215200.0,,,,1.05,196247.0,,2400.0,3753.0,0.0,0.07,,,0.0,0.0,2244705.0,10673572.28,,10.93,0.0,18.7,0.0,22.03,0.0
2018-12-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,6700.0,0.28,,,,0.02,56700.0,1530.0,,,0.28,6700.0,,,1530.0,0.0,0.06,,,0.0,0.0,2244705.0,10819478.1,,10.68,0.0,18.27,0.0,22.0,0.0
