,XFAB FP Equity_DX_SI_QTY,XFAB FP Equity_DX_SHORT_INTEREST_VALUE,XFAB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,XFAB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,XFAB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,XFAB FP Equity_DX_SI_MV,XFAB FP Equity_DX_DSS,XFAB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,XFAB FP Equity_DX_SUPPLY_SI_QTY,XFAB FP Equity_DX_BROKER_SI_QTY,XFAB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,XFAB FP Equity_DX_BROKER_SI_MV_NEW_x,XFAB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,XFAB FP Equity_DX_SUPPLY_SI_QTY_INC_x,XFAB FP Equity_DX_BROKER_SI_MV_INC_x,XFAB FP Equity_DX_SUPPLY_SI_MV_NEW,XFAB FP Equity_DX_BROKER_SI_QTY_ADD,XFAB FP Equity_DX_BROKER_SI_QTY_NEW,XFAB FP Equity_DX_SUPPLY_SI_MV_DEC,XFAB FP Equity_DX_BROKER_SI_QTY_INC,XFAB FP Equity_DX_SUPPLY_SI_QTY_DEC,XFAB FP Equity_DX_BROKER_SI_MV_NEW_y,XFAB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,XFAB FP Equity_DX_BROKER_SI_MV_INC_y,XFAB FP Equity_DX_SUPPLY_SI_QTY_INC_y,XFAB FP Equity_DX_BROKER_SI_MV_ADD,XFAB FP Equity_DX_SUPPLY_SI_QTY_ADD,XFAB FP Equity_DX_BROKER_SI_QTY_DEC,XFAB FP Equity_DX_SUPPLY_SI_MV,XFAB FP Equity_DX_BROKER_SI_MV_DEC,XFAB FP Equity_DX_SUPPLY_SI_MV_RMV,XFAB FP Equity_DX_BROKER_SI_MV_RMV,XFAB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,XFAB FP Equity_DX_UTILIZATION_QUANTITY,XFAB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,XFAB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,XFAB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,XFAB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,XFAB FP Equity_DX_ACTIVE_UTILIZATION_MV,XFAB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,XFAB FP Equity_DX_BROKER_SI_CON_RATIO,XFAB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,XFAB FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2973073.0,24617044.44,,24.32,0.0,,0.0,100.0,0.0
2017-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3007627.0,24572312.59,,24.68,0.0,,0.0,100.0,0.0
2017-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3049462.0,25310534.6,,25.86,0.0,,0.0,100.0,0.0
2017-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19622.0,,,,,,,,,0.16,,,0.0,,,,0.0,0.0,3093127.0,25672954.1,,25.47,0.0,20.5,0.0,79.5,0.0
2017-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3093127.0,25518297.75,,25.33,0.0,20.5,0.0,79.5,0.0
2017-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3121045.0,25717410.8,,25.78,0.0,20.41,0.0,79.59,0.0
2017-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3364124.0,27451251.84,,27.59,0.0,20.39,0.0,79.61,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3350803.0,27342552.48,,27.38,0.0,20.23,0.0,79.77,0.0
2017-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3350803.0,27476584.6,,27.34,0.0,20.23,0.0,79.77,0.0
2017-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,19622.0,0.0,0.16,,,0.0,0.0,3437700.0,27845370.0,,28.13,0.0,,0.0,100.0,0.0
2017-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3437700.0,27673485.0,,27.92,0.0,,0.0,100.0,0.0
2017-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3437700.0,27501600.0,,27.5,0.0,,0.0,100.0,0.0
2017-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3295200.0,26427504.0,,26.28,0.0,,0.0,100.0,0.0
2017-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3295200.0,26361600.0,,26.23,0.0,,0.0,100.0,0.0
2017-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3437700.0,28051632.0,,26.92,0.0,,0.0,100.0,0.0
2017-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.04,,,0.0,0.0,3437700.0,27879747.0,,27.4,0.0,,0.0,100.0,0.0
2017-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3437700.0,28532910.0,,27.54,0.0,,0.0,,0.0
2017-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3437700.0,29564220.0,,28.15,0.0,,0.0,,0.0
2017-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3418700.0,29674316.0,,28.53,0.0,,0.0,,0.0
2017-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3418700.0,28682893.0,,30.27,0.0,,0.0,,0.0
2017-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3418700.0,28375210.0,,29.25,0.0,,0.0,,0.0
2017-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3181200.0,25990404.0,,26.15,0.0,,0.0,,0.0
2017-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28293.0,,,,,,,,,0.24,28293.0,,0.0,,,,0.0,0.0,3181200.0,26658456.0,,26.3,0.0,,0.0,100.0,0.0
2017-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3418700.0,29058950.0,,27.91,0.0,,0.0,100.0,0.0
2017-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3418700.0,29811064.0,,28.67,0.0,,0.0,100.0,0.0
2017-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17709.0,,,,,,,,,0.15,17709.0,,0.0,,,,0.0,0.0,3418700.0,29981999.0,,29.05,0.0,37.39,0.0,62.61,0.0
2017-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3418700.0,30152934.0,,29.93,0.0,37.28,0.0,62.72,0.0
2017-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3418700.0,30836674.0,,29.93,0.0,37.34,0.0,62.66,0.0
2017-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3418700.0,30768300.0,,30.61,0.0,37.87,0.0,62.13,0.0
2017-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3418700.0,31110170.0,,30.19,0.0,37.31,0.0,62.69,0.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3418700.0,32477650.0,,30.45,0.0,36.98,0.0,63.02,0.0
2017-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3418700.0,32477650.0,,30.81,0.0,36.03,0.0,63.97,0.0
2017-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.11,,11397.0,,,,,,20000.0,11397.0,0.0,0.1,,,0.0,0.0,273428.0,2597566.0,,2.6,0.0,46.97,0.0,53.03,0.0
2017-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,50000.0,,,,,,,,,,,50000.0,,,,0.0,,,,0.0,0.0,273428.0,2570223.2,,2.61,0.0,24.81,0.0,75.19,0.0
2017-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.47,,,,0.06,50000.0,6312.0,,,0.47,,,,6312.0,0.0,0.06,,,0.0,0.0,273428.0,2545614.68,,2.57,0.0,19.98,0.0,80.02,0.0
2017-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20000.0,,,,,,,,,0.19,,,0.0,,,,0.0,0.0,273428.0,2534677.56,,2.56,0.0,19.94,0.0,80.06,0.0
2017-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273428.0,2523740.44,,2.54,0.0,19.98,0.0,80.02,0.0
2017-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273428.0,2438977.76,,2.53,0.0,20.08,0.0,79.92,0.0
2017-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.11,,10407.0,,,,,,,10407.0,0.0,0.1,,,0.0,0.0,273428.0,2490929.08,,2.52,0.0,10.49,0.0,89.51,0.0
2017-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273428.0,2460852.0,,2.46,0.0,10.58,0.0,89.42,0.0
2017-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.26,,28293.0,,,,,,,28293.0,0.0,0.29,,,0.0,0.0,273428.0,2433509.2,,2.5,0.0,16.3,0.0,83.7,0.0
2017-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273428.0,2425306.36,,2.46,0.0,15.77,0.0,84.23,0.0
2017-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.09,,,,,10917.0,,,,0.09,,,,50000.0,0.0,0.47,,,0.0,0.0,273428.0,2452649.16,,2.42,0.0,29.09,0.0,70.91,0.0
2017-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.5,,56477.0,,,,,,,,0.0,,,,0.0,0.0,273428.0,2430774.92,,2.4,0.0,,0.0,100.0,0.0
2017-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273428.0,2381557.88,,2.41,0.0,,0.0,100.0,0.0
2017-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.03,,3116.0,,,,,,,3116.0,0.0,0.03,,,0.0,0.0,273428.0,2408900.68,,2.41,0.0,,0.0,100.0,0.0
2017-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273428.0,2444446.32,,2.43,0.0,,0.0,100.0,0.0
2017-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273428.0,2488194.8,,2.4,0.0,,0.0,100.0,0.0
2017-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1000.0,,,,,,,,,0.01,50000.0,,0.0,,,,0.0,0.0,273428.0,2493663.36,,2.44,0.0,24.82,0.0,73.69,0.0
2017-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,50000.0,,,,,,,,,0.45,16783.0,1000.0,0.0,0.01,,,0.0,0.0,273428.0,2458117.72,,2.49,0.0,40.29,0.0,59.71,0.0
2017-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,273428.0,2458117.72,,2.51,0.0,40.08,0.0,59.92,0.0
2017-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,17394.0,0.0,0.15,,,0.0,0.0,273428.0,2406166.4,,2.44,0.0,25.08,0.0,74.92,0.0
2017-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,10000.0,,0.0,,,,0.0,0.0,273428.0,2397963.56,,2.46,0.0,21.78,0.0,65.3,0.0
2017-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10000.0,,,,,,,,,,,10000.0,,,,0.0,,,,0.0,0.0,273428.0,2392495.0,,2.46,0.0,19.31,0.0,57.71,0.0
2017-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10000.0,,0.44,,50000.0,,,,,0.09,,50000.0,0.0,0.44,,,0.0,0.0,273428.0,2373355.04,,2.37,0.0,27.42,0.0,45.48,0.0
2017-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,266098.0,2296425.74,,2.26,0.0,27.34,0.0,45.5,0.0
2017-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.08,,8739.0,,,,,,8739.0,,0.0,,,,0.0,0.0,266098.0,2277798.88,,2.3,0.0,35.86,0.0,42.78,0.0
2017-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.17,,19344.0,,,,,,5719.0,3625.0,0.0,0.03,,,0.0,0.0,266098.0,2339001.42,,2.28,0.0,27.63,0.0,72.37,0.0
2017-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.14,,16783.0,,,,,,16860.0,,0.0,,,,0.0,0.0,266098.0,2357628.28,,2.3,0.0,15.95,0.0,84.05,0.0
2017-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,266098.0,2336340.44,,2.39,0.0,27.52,0.0,72.48,0.0
2017-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,266098.0,2352306.32,,2.34,0.0,15.93,0.0,84.07,0.0
2017-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,39.0,,,,,,,39.0,0.0,0.0,,,0.0,0.0,266098.0,2376255.14,,2.31,0.0,15.84,0.0,84.16,0.0
2017-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.05,,5656.0,,,,,,656.0,,0.0,,,,0.0,0.0,266098.0,2394882.0,,2.37,0.0,21.13,0.0,78.87,0.0
2017-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.05,,5680.0,,,,,,,5680.0,0.0,0.05,,,0.0,0.0,266098.0,2389560.04,,2.39,0.0,2.7,0.0,97.3,0.0
2017-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,266098.0,2440118.66,,2.42,0.0,2.7,0.0,97.3,0.0
2017-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,5000.0,,0.0,,,,0.0,0.0,266098.0,2488016.3,,2.39,0.0,2.24,0.0,97.76,0.0
2017-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,266098.0,2469389.44,,2.54,0.0,2.24,0.0,97.76,0.0
2017-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,266098.0,2450762.58,,2.48,0.0,2.24,0.0,97.76,0.0
2017-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.01,,656.0,,,,,,656.0,,0.0,,,,0.0,0.0,266098.0,2448101.6,,2.4,0.0,2.24,0.0,97.76,0.0
2017-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8416.0,,,,,,,,,0.08,8416.0,,0.0,,,,0.0,0.0,266098.0,2490677.28,,2.4,0.0,2.79,0.0,97.21,0.0
2017-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,,,,,,9072.0,0.01,,656.0,0.09,,,,,25932.0,,0.0,,,,0.0,0.0,264652.0,2469203.16,,2.47,0.0,2.81,0.0,97.19,0.0
2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,686321.0,,,250000.0,,0.1,,10433.0,,,,686321.0,2.3,63679.0,,0.0,,,,0.0,0.0,261327.0,2346716.46,,2.46,0.0,31.84,0.0,64.21,0.0
2017-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,63679.0,,,,,0.59,,63679.0,,,,63679.0,,,,0.0,,,,0.0,0.0,261327.0,2320583.76,,2.3,0.0,37.27,0.0,59.08,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.15,,,,2.24,16804.0,249791.0,,,0.15,,,16648.0,249791.0,0.0,2.24,,,0.0,0.0,261327.0,2307517.41,,2.31,0.0,7.7,0.0,92.14,0.0
2017-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30000.0,,0.06,,865.0,,,,,0.27,30444.0,9281.0,0.0,0.08,,,0.0,0.0,261327.0,2299677.6,,2.31,0.0,5.64,0.0,89.26,0.0
2017-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,21584.0,,,,,0.06,,6427.0,,,,21584.0,,,,0.0,,,,0.0,0.0,261327.0,2286611.25,,2.29,0.0,5.63,0.0,89.31,0.0
2017-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,261327.0,2273544.9,,2.28,0.0,5.62,0.0,89.37,0.0
2017-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,261327.0,2247412.2,,2.23,0.0,5.65,0.0,89.29,0.0
2017-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,261327.0,2278771.44,,2.2,0.0,5.67,0.0,89.3,0.0
2017-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,261327.0,2265705.09,,2.27,0.0,5.64,0.0,89.31,0.0
2017-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,30000.0,0.0,0.26,,,0.0,0.0,261327.0,2223892.77,,2.26,0.0,5.66,0.0,89.37,0.0
