,SEFER FP Equity_DX_SI_QTY,SEFER FP Equity_DX_SHORT_INTEREST_VALUE,SEFER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SEFER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SEFER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SEFER FP Equity_DX_SI_MV,SEFER FP Equity_DX_DSS,SEFER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SEFER FP Equity_DX_SUPPLY_SI_QTY,SEFER FP Equity_DX_BROKER_SI_QTY,SEFER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SEFER FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SEFER FP Equity_DX_SUPPLY_SI_QTY_INC_x,SEFER FP Equity_DX_BROKER_SI_MV_INC_x,SEFER FP Equity_DX_SUPPLY_SI_MV_NEW,SEFER FP Equity_DX_BROKER_SI_QTY_ADD,SEFER FP Equity_DX_SUPPLY_SI_MV_DEC,SEFER FP Equity_DX_BROKER_SI_QTY_INC,SEFER FP Equity_DX_SUPPLY_SI_QTY_DEC,SEFER FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SEFER FP Equity_DX_BROKER_SI_MV_INC_y,SEFER FP Equity_DX_SUPPLY_SI_QTY_INC_y,SEFER FP Equity_DX_BROKER_SI_MV_ADD,SEFER FP Equity_DX_SUPPLY_SI_QTY_ADD,SEFER FP Equity_DX_BROKER_SI_QTY_DEC,SEFER FP Equity_DX_SUPPLY_SI_MV,SEFER FP Equity_DX_BROKER_SI_MV_DEC,SEFER FP Equity_DX_SUPPLY_SI_MV_RMV,SEFER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SEFER FP Equity_DX_UTILIZATION_QUANTITY,SEFER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SEFER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SEFER FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SEFER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SEFER FP Equity_DX_ACTIVE_UTILIZATION_MV,SEFER FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SEFER FP Equity_DX_BROKER_SI_CON_RATIO,SEFER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SEFER FP Equity_DX_DEMAND_SUPPLY_RATIO,SEFER FP Equity_PX_LAST
2024-08-30,51238.0,306403.24,2.52,27.83,0.42,0.33,0.0,185989.96,25398.0,31102.0,151880.04,,,,,,0.0,,383.0,,,,,,,0.15,,,100.0,93.57,0.0,0.0,,0.0,100.0,21.63,0.2182,28.42,1.8876,5.98
2024-09-02,51238.0,303841.34,2.52,27.85,0.42,0.32,0.0,184434.86,25398.0,31102.0,150610.14,,,,,,,,,,,,,,,0.15,,,100.0,93.57,0.0,0.0,,0.0,100.0,21.65,0.2183,28.45,1.8876,5.93
2024-09-03,50855.0,300044.5,2.5,27.35,0.41,0.32,0.0,181242.1,25398.0,30719.0,149848.2,,,,,,,,,,,,,,383.0,0.15,0.0,,100.0,93.57,0.0,0.0,,0.0,100.0,22.04,0.217,27.64,1.8735,5.9
2024-09-04,50855.0,296993.2,2.5,26.53,0.41,0.32,0.0,179398.96,25398.0,30719.0,148324.32,,,,,,,,,,,,,,,0.15,,,100.0,93.57,0.0,0.0,,0.0,100.0,22.11,0.2171,27.68,1.8735,5.84
2024-09-05,50855.0,295976.1,2.5,27.21,0.41,0.32,0.0,178784.58,25398.0,30719.0,147816.36,,,,,,,,,,,,,,,0.15,,,100.0,93.57,0.0,0.0,,0.0,100.0,22.15,0.2171,27.64,1.8735,5.82
2024-09-06,50855.0,293433.35,2.5,28.04,0.41,0.31,0.0,177248.63,25398.0,30719.0,146546.46,,,,,,,,,,,,,,,0.15,,,100.0,93.57,0.0,0.0,,0.0,100.0,22.23,0.2171,27.61,1.8735,5.77
2024-09-09,50855.0,279702.5,2.5,27.84,0.41,0.31,0.0,168954.5,25398.0,30719.0,139689.0,,,,,,,,,,,,,,,0.15,,,100.0,93.57,0.0,0.0,,0.0,100.0,22.56,0.2171,27.62,1.8735,5.5
2024-09-10,50855.0,277159.75,2.5,26.17,0.41,0.3,0.0,167418.55,25398.0,30719.0,138419.1,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.35,0.2173,27.2,1.8735,5.45
2024-09-11,50855.0,286313.65,2.5,27.34,0.41,0.3,0.0,172947.97,25398.0,30719.0,142990.74,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.41,0.2173,27.01,1.8735,5.63
2024-09-12,50855.0,285805.1,2.5,28.14,0.41,0.31,0.0,172640.78,25398.0,30719.0,142736.76,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,22.86,0.2173,27.4,1.8735,5.62
2024-09-13,50855.0,275634.1,2.5,28.54,0.41,0.3,0.0,166496.98,25398.0,30719.0,137657.16,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,22.95,0.2174,27.5,1.8735,5.42
2024-09-16,50855.0,278176.85,2.5,28.59,0.41,0.3,0.0,168032.93,25398.0,30719.0,138927.06,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.41,0.2175,27.15,1.8735,5.47
2024-09-17,50855.0,275634.1,2.5,34.97,0.41,0.3,0.0,166496.98,25398.0,30719.0,137657.16,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.29,0.2174,27.23,1.8735,5.42
2024-09-18,50855.0,278176.85,2.5,35.28,0.41,0.3,0.0,168032.93,25398.0,30719.0,138927.06,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.41,0.2174,27.12,1.8735,5.47
2024-09-19,50855.0,278685.4,2.5,37.91,0.41,0.3,0.0,168340.12,25398.0,30719.0,139181.04,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.21,0.2174,27.25,1.8735,5.48
2024-09-20,50855.0,274617.0,2.5,38.12,0.41,0.3,0.0,165882.6,25398.0,30719.0,137149.2,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.04,0.2174,27.38,1.8735,5.4
2024-09-23,50855.0,275634.1,2.5,37.65,0.41,0.3,0.0,166496.98,25398.0,30719.0,137657.16,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.32,0.2172,27.14,1.8735,5.42
2024-09-24,50855.0,275634.1,2.5,37.08,0.41,0.3,0.0,166496.98,25398.0,30719.0,137657.16,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.21,0.2174,27.27,1.8735,5.42
2024-09-25,50855.0,277159.75,2.5,37.04,0.41,0.3,0.0,167418.55,25398.0,30719.0,138419.1,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.22,0.2173,27.18,1.8735,5.45
2024-09-26,50855.0,278176.85,2.5,35.87,0.41,0.3,0.0,168032.93,25398.0,30719.0,138927.06,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.09,0.2174,27.28,1.8735,5.47
2024-09-27,50855.0,278685.4,2.5,35.73,0.41,0.3,0.0,168340.12,25398.0,30719.0,139181.04,,,,,,,,,,,,,,,0.14,,,100.0,93.57,0.0,0.0,,0.0,100.0,23.0,0.2172,27.3,1.8735,5.48
2024-09-30,51270.0,270705.6,2.52,34.09,0.42,0.3,0.0,164387.52,25813.0,31134.0,136292.64,,,0.0,,,,415.0,,,0.0,,,415.0,,0.14,,,100.0,95.1,0.0,0.0,,0.0,100.0,22.89,0.2187,28.2,1.8888,5.28
2024-10-01,51270.0,270705.6,2.52,31.36,0.42,0.29,0.0,164387.52,25813.0,31134.0,136292.64,,,,,,,,,,,,,,,0.14,,,100.0,95.1,0.0,0.0,,0.0,100.0,23.53,0.2187,27.78,1.8888,5.28
2024-10-02,51270.0,268654.8,2.52,28.1,0.42,0.29,0.0,163142.16,25813.0,31134.0,135260.12,,,,,,,,,,,,,,,0.14,,,100.0,95.1,0.0,0.0,,0.0,100.0,23.61,0.2188,27.81,1.8888,5.24
2024-10-03,40575.0,212207.25,1.99,22.2,0.33,0.23,0.0,134902.62,20458.0,25794.0,106995.34,,,,,,0.03,,5355.0,,,,,,5340.0,0.11,0.03,,100.0,75.37,0.0,0.0,,0.0,100.0,22.91,0.2168,27.46,1.4948,5.23
2024-10-04,40575.0,217482.0,1.99,21.37,0.33,0.23,0.0,138255.84,20458.0,25794.0,109654.88,,,,,,,,,,,,,,,0.11,,,100.0,75.37,0.0,0.0,,0.0,100.0,23.18,0.2168,27.31,1.4948,5.36
2024-10-07,40575.0,216670.5,1.99,20.74,0.33,0.24,0.0,137739.96,20458.0,25794.0,109245.72,,,,,,,,,,,,,,,0.11,,,100.0,75.37,0.0,0.0,,0.0,100.0,23.07,0.2161,26.96,1.4948,5.34
2024-10-08,40042.0,213423.86,1.97,20.81,0.33,0.23,0.0,134641.13,20458.0,25261.0,109041.14,,,,,,,,,,,,,,533.0,0.11,0.0,,100.0,75.37,0.0,0.0,,0.0,100.0,23.44,0.2198,27.44,1.4752,5.33
2024-10-09,38657.0,206041.81,1.9,20.04,0.31,0.23,0.0,127259.08,20458.0,23876.0,109041.14,,,,,,,,,,,,,,1385.0,0.11,0.01,,100.0,75.37,0.0,0.0,,0.0,100.0,24.25,0.2164,24.59,1.4241,5.33
2024-10-10,38657.0,207201.52,1.9,20.13,0.31,0.23,0.0,127975.36,20412.0,23876.0,109408.32,,,,,,0.0,,46.0,,,,,,,0.11,,,100.0,75.2,0.0,0.0,,0.0,100.0,24.32,0.2165,24.59,1.4241,5.36
2024-10-11,38657.0,206814.95,1.9,20.01,0.31,0.23,0.0,127736.6,20412.0,23876.0,109204.2,,,,,,,,,,,,,,,0.11,,,100.0,75.2,0.0,0.0,,0.0,100.0,24.3,0.2164,24.51,1.4241,5.35
2024-10-14,38657.0,204882.1,1.9,20.14,0.31,0.23,0.0,126542.8,20412.0,23876.0,108183.6,,,,,,,,,,,,,,,0.11,,,100.0,75.2,0.0,0.0,,0.0,100.0,24.16,0.2163,24.61,1.4241,5.3
2024-10-15,38857.0,206719.24,1.91,19.64,0.32,0.23,0.0,128084.32,20412.0,24076.0,108591.84,,,0.0,,,,200.0,,,0.0,,,,,0.11,,,100.0,75.2,0.0,0.0,,0.0,100.0,24.09,0.217,25.24,1.4315,5.32
2024-10-16,38857.0,205553.53,1.91,20.19,0.32,0.23,0.0,127362.04,20412.0,24076.0,107979.48,,,,,,,,,,,,,,,0.11,,,100.0,75.2,0.0,0.0,,0.0,100.0,23.98,0.2169,25.25,1.4315,5.29
2024-10-17,40196.0,208617.24,1.97,20.77,0.33,0.23,0.0,131903.85,20412.0,25415.0,105938.28,,,0.01,,,,1339.0,,,0.01,,,,,0.11,,,100.0,75.2,0.0,0.0,,0.0,100.0,22.84,0.2211,28.42,1.4808,5.19
2024-10-18,40196.0,211029.0,1.97,19.75,0.33,0.23,0.0,133428.75,20412.0,25415.0,107163.0,,,,,,,,,,,,,,,0.11,,,100.0,75.2,0.0,0.0,,0.0,100.0,23.12,0.2218,28.59,1.4808,5.25
2024-10-21,40339.0,209359.41,1.98,20.07,0.33,0.23,0.0,132646.02,20412.0,25558.0,105938.28,,,0.0,,,,143.0,,,0.0,,,,,0.11,,,100.0,75.2,0.0,0.0,,0.0,100.0,22.79,0.2209,28.37,1.4861,5.19
2024-10-22,40139.0,208722.8,1.97,21.43,0.33,0.23,0.0,131861.6,20412.0,25358.0,106142.4,,,,,,,,,,,,,,200.0,0.11,0.0,,100.0,75.2,0.0,0.0,,0.0,100.0,22.99,0.2206,28.17,1.4787,5.2
2024-10-23,40139.0,219560.33,1.97,22.39,0.33,0.23,0.0,138708.26,20412.0,25358.0,111653.64,,,,,,,,,,,,,,,0.11,,,100.0,75.2,0.0,0.0,,0.0,100.0,23.51,0.2208,27.97,1.4787,5.47
2024-10-24,40539.0,229856.13,1.99,20.6,0.33,0.24,0.0,144913.86,20612.0,25558.0,116870.04,,200.0,0.0,,,,200.0,,,0.0,200.0,,,,0.11,,,100.0,75.38,0.0,0.0,,0.0,100.0,23.79,0.2194,26.8,1.4826,5.67
2024-10-25,40539.0,228639.96,1.99,19.27,0.33,0.25,0.0,144147.12,20612.0,25558.0,116251.68,,,,,,,,,,,,,,,0.12,,,100.0,75.38,0.0,0.0,,0.0,100.0,24.0,0.2188,26.37,1.4826,5.64
2024-10-28,40739.0,227731.01,2.0,20.02,0.33,0.25,0.0,143987.22,20812.0,25758.0,116339.08,,200.0,,,200.0,,,,,,200.0,0.0,,,0.12,,,100.0,75.56,0.0,0.0,,0.0,100.0,23.78,0.2164,26.3,1.4791,5.59
2024-10-29,40739.0,225286.67,2.0,20.1,0.33,0.25,0.0,142441.74,20812.0,25758.0,115090.36,,,,,,,,,,,,,,,0.12,,,100.0,75.56,0.0,0.0,,0.0,100.0,23.77,0.2165,26.5,1.4791,5.53
2024-10-30,40527.0,222898.5,1.99,20.48,0.33,0.24,0.0,140503.0,20812.0,25546.0,114466.0,,,,,,,,,,,,,,212.0,0.11,0.0,,100.0,75.56,0.0,0.0,,0.0,100.0,23.84,0.2185,26.81,1.4714,5.5
2024-10-31,40369.0,225662.71,1.98,20.59,0.33,0.24,0.0,141918.92,20812.0,25388.0,116339.08,,,,,,,,,,,,,,158.0,0.11,0.0,,100.0,75.56,0.0,0.0,,0.0,100.0,23.85,0.219,26.9,1.4656,5.59
2024-11-01,40369.0,242214.0,1.98,20.38,0.33,0.25,0.0,152328.0,20812.0,25388.0,124872.0,,,,,,,,,,,,,,,0.12,,,100.0,75.56,0.0,0.0,,0.0,100.0,23.98,0.2189,26.39,1.4656,6.0
2024-11-04,40369.0,249076.73,1.98,19.0,0.33,0.26,0.0,156643.96,20812.0,25388.0,128410.04,,,,,,,,,,,,,,,0.12,,,100.0,75.56,0.0,0.0,,0.0,100.0,24.35,0.2171,25.17,1.4656,6.17
2024-11-05,41422.0,253502.64,2.03,19.19,0.34,0.27,0.0,161818.92,20812.0,26441.0,127369.44,,,0.01,,,,1053.0,,,0.01,,,,,0.13,,,100.0,75.56,0.0,0.0,,0.0,100.0,23.87,0.2191,27.12,1.5038,6.12
2024-11-06,40199.0,241997.98,1.97,18.7,0.33,0.27,0.0,151812.36,20812.0,25218.0,125288.24,,,,,,,,,,,,,,1223.0,0.13,0.01,,100.0,75.56,0.0,0.0,,0.0,100.0,24.45,0.2163,25.15,1.4594,6.02
2024-11-07,38976.0,233466.24,1.91,18.19,0.32,0.25,0.0,151055.82,19589.0,25218.0,117338.11,,,,,,0.01,,1223.0,,,,,,,0.12,,,100.0,71.12,0.0,0.0,,0.0,100.0,24.15,0.2169,25.46,1.415,5.99
2024-11-08,38995.0,237869.5,1.91,18.24,0.32,0.25,0.0,153945.7,19589.0,25237.0,119492.9,,,0.0,,,,49.0,,,0.0,,,,30.0,0.12,0.0,,100.0,71.12,0.0,0.0,,0.0,100.0,23.94,0.217,25.68,1.4157,6.1
2024-11-11,38965.0,235348.6,1.91,18.05,0.32,0.26,0.0,152431.48,19559.0,25237.0,118136.36,,,,,,0.0,,30.0,,,,,,,0.12,,,100.0,71.01,0.0,0.0,,0.0,100.0,24.1,0.2166,25.57,1.4146,6.04
2024-11-12,38765.0,234528.25,1.9,18.65,0.32,0.25,0.0,151473.85,19359.0,25037.0,117121.95,,,,,,0.0,,200.0,,,,,,200.0,0.12,0.0,,100.0,70.8,0.0,0.0,,0.0,100.0,24.11,0.2197,25.96,1.4177,6.05
2024-11-13,38840.0,236924.0,1.91,20.05,0.32,0.26,0.0,153183.2,19359.0,25112.0,118089.9,,,0.0,,,,75.0,,,0.0,,,,,0.12,,,100.0,70.8,0.0,0.0,,0.0,100.0,24.03,0.2195,25.94,1.4204,6.1
2024-11-14,38840.0,236924.0,1.91,19.33,0.32,0.26,0.0,153183.2,19359.0,25112.0,118089.9,,,,,,,,,,,,,,,0.12,,,100.0,70.8,0.0,0.0,,0.0,100.0,24.06,0.2193,25.87,1.4204,6.1
2024-11-15,38840.0,235758.8,1.91,19.97,0.32,0.26,0.0,152429.84,19359.0,25112.0,117509.13,,,,,,,,,,,,,,,0.12,,,100.0,70.8,0.0,0.0,,0.0,100.0,24.06,0.2193,25.86,1.4204,6.07
2024-11-18,38840.0,238089.2,1.91,20.18,0.32,0.26,0.0,153936.56,19359.0,25112.0,118670.67,,,,,,,,,,,,,,,0.12,,,100.0,70.8,0.0,0.0,,0.0,100.0,23.98,0.2196,25.85,1.4204,6.13
2024-11-19,38940.0,238312.8,1.91,19.89,0.32,0.26,0.0,154297.44,19459.0,25212.0,119089.08,,100.0,,,100.0,,,,,,100.0,0.0,,,0.12,,,100.0,70.9,0.0,0.0,,0.0,100.0,24.05,0.2179,25.59,1.4189,6.12
2024-11-20,38940.0,233250.6,1.91,18.98,0.32,0.26,0.0,151019.88,19459.0,25212.0,116559.41,,,,,,,,,,,,,,,0.12,,,100.0,70.9,0.0,0.0,,0.0,100.0,24.11,0.2178,25.76,1.4189,5.99
2024-11-21,37386.0,211978.62,1.84,17.35,0.3,0.24,0.0,138546.45,18682.0,24435.0,105926.94,,,,,,0.01,,777.0,,,,,,777.0,0.11,0.01,,100.0,68.07,0.0,0.0,,0.0,100.0,23.45,0.2177,27.05,1.3623,5.67
2024-11-22,38267.0,215060.54,1.88,16.36,0.31,0.24,0.0,142275.92,18682.0,25316.0,104992.84,,,0.0,,,,881.0,,,0.0,,,,,0.11,,,100.0,68.07,0.0,0.0,,0.0,100.0,23.0,0.2176,27.1,1.3944,5.62
2024-11-25,38267.0,214295.2,1.88,15.94,0.31,0.24,0.0,141769.6,18682.0,25316.0,104619.2,,,,,,,,,,,,,,,0.1,,,100.0,68.07,0.0,0.0,,0.0,100.0,23.11,0.2181,27.2,1.3944,5.6
2024-11-26,38167.0,211826.85,1.87,16.03,0.31,0.24,0.0,139948.8,18582.0,25216.0,103130.1,,,,,,0.0,,100.0,,,,,,100.0,0.1,0.0,,100.0,67.96,0.0,0.0,,0.0,100.0,23.06,0.2193,27.33,1.3958,5.55
2024-11-27,38167.0,213735.2,1.87,15.77,0.31,0.23,0.0,141209.6,18582.0,25216.0,104059.2,,,,,,,,,,,,,,,0.1,,,100.0,67.96,0.0,0.0,,0.0,100.0,23.22,0.2195,27.27,1.3958,5.6
2024-11-28,38167.0,207246.81,1.87,16.09,0.31,0.24,0.0,136922.88,18582.0,25216.0,100900.26,,,,,,,,,,,,,,,0.1,,,100.0,67.96,0.0,0.0,,0.0,100.0,22.86,0.219,27.28,1.3958,5.43
2024-11-29,38167.0,204575.12,1.87,16.75,0.31,0.23,0.0,135157.76,18582.0,25216.0,99599.52,,,,,,,,,,,,,,,0.1,,,100.0,67.96,0.0,0.0,,0.0,100.0,22.93,0.2198,27.69,1.3958,5.36
2024-12-02,37967.0,207679.49,1.86,16.71,0.31,0.23,0.0,137931.52,18382.0,25216.0,100549.54,,,,,,0.0,,200.0,,,,,,,0.1,,,100.0,67.72,0.0,0.0,,0.0,100.0,23.23,0.2205,28.1,1.3987,5.47
2024-12-03,38167.0,208773.49,1.87,16.74,0.31,0.23,0.0,137931.52,18582.0,25216.0,101643.54,,200.0,,,,,,,,,200.0,,,,0.1,,,100.0,67.96,0.0,0.0,,0.0,100.0,23.06,0.2199,27.64,1.3958,5.47
2024-12-04,38167.0,209536.83,1.87,16.72,0.31,0.23,0.0,138435.84,18582.0,25216.0,102015.18,,,,,,,,,,,,,,,0.1,,,100.0,67.96,0.0,0.0,,0.0,100.0,23.09,0.2198,27.61,1.3958,5.49
2024-12-05,36828.0,203290.56,1.81,18.04,0.3,0.22,0.0,131801.04,18582.0,23877.0,102572.64,,400.0,,,,0.0,,400.0,,,400.0,,,1339.0,0.1,0.01,,100.0,68.97,0.0,0.0,,0.0,100.0,24.46,0.2163,24.8,1.3668,5.52
2024-12-06,36828.0,208078.2,1.81,18.94,0.3,0.23,0.0,134905.05,18582.0,23877.0,104988.3,,,,,,,,,,,,,,,0.1,,,100.0,68.97,0.0,0.0,,0.0,100.0,24.63,0.2162,24.63,1.3668,5.65
2024-12-09,36828.0,204395.4,1.81,18.38,0.3,0.23,0.0,132517.35,18582.0,23877.0,103130.1,,,,,,,,,,,,,,,0.11,,,100.0,68.97,0.0,0.0,,0.0,100.0,24.32,0.2156,24.37,1.3668,5.55
2024-12-10,36828.0,205131.96,1.81,17.78,0.3,0.23,0.0,132994.89,18582.0,23877.0,103501.74,,,,,,,,,,,,,,,0.1,,,100.0,68.97,0.0,0.0,,0.0,100.0,24.4,0.2159,24.65,1.3668,5.57
2024-12-11,36413.0,201363.89,1.79,17.49,0.3,0.23,0.0,129744.86,18167.0,23462.0,100463.51,,,,,,0.0,,415.0,,,,,,415.0,0.1,0.0,,100.0,68.48,0.0,0.0,,0.0,100.0,24.66,0.2164,25.02,1.3726,5.53
2024-12-12,35613.0,194090.85,1.75,16.92,0.29,0.22,0.0,125687.9,17767.0,23062.0,96830.15,,,,,,0.0,,400.0,,,,,,400.0,0.1,0.0,,100.0,66.97,0.0,0.0,,0.0,100.0,24.82,0.2166,25.56,1.3424,5.45
2024-12-13,35613.0,193022.46,1.75,16.84,0.29,0.22,0.0,124996.04,17767.0,23062.0,96297.14,,,,,,,,,,,,,,,0.1,,,100.0,66.97,0.0,0.0,,0.0,100.0,24.87,0.2171,25.77,1.3424,5.42
2024-12-16,35613.0,184831.47,1.75,17.85,0.29,0.22,0.0,119691.78,17767.0,23062.0,92210.73,,,,,,,,,,,,,,,0.1,,,100.0,65.44,0.0,0.0,,0.0,100.0,24.89,0.2172,25.84,1.3116,5.19
2024-12-17,35313.0,179743.17,1.73,16.46,0.29,0.21,0.0,115858.58,17767.0,22762.0,90434.03,,,,,,,,,,,,,,300.0,0.09,0.0,,100.0,68.68,0.0,0.0,,0.0,100.0,23.67,0.2176,27.02,1.365,5.09
2024-12-18,35263.0,178430.78,1.73,15.21,0.29,0.2,0.0,114922.72,17767.0,22712.0,89901.02,,,,,,,,,,,,,,50.0,0.09,0.0,,100.0,72.27,0.0,0.0,,0.0,100.0,23.62,0.218,27.29,1.4343,5.06
2024-12-19,35263.0,178430.78,1.73,14.81,0.29,0.2,0.0,114922.72,17767.0,22712.0,89901.02,,,,,,,,,,,,,,,0.09,,,100.0,80.83,0.0,0.0,,0.0,100.0,23.66,0.2182,27.39,1.6043,5.06
2024-12-20,35263.0,181251.82,1.73,14.91,0.29,0.2,0.0,116739.68,17767.0,22712.0,91322.38,,,,,,,,,,,,,,,0.09,,,100.0,80.83,0.0,0.0,,0.0,100.0,23.95,0.2185,27.29,1.6043,5.14
2024-12-23,35263.0,179841.3,1.73,15.47,0.29,0.21,0.0,115831.2,17767.0,22712.0,90611.7,,,,,,,,,,,,,,,0.09,,,100.0,80.83,0.0,0.0,,0.0,100.0,23.77,0.2179,27.09,1.6043,5.1
2024-12-24,35263.0,178783.41,1.73,14.68,0.29,0.2,0.0,115149.84,17767.0,22712.0,90078.69,,,,,,,,,,,,,,,0.09,,,100.0,80.83,0.0,0.0,,0.0,100.0,23.7,0.2181,27.19,1.6043,5.07
2024-12-25,35263.0,178783.41,1.73,14.48,0.29,0.2,0.0,115149.84,17767.0,22712.0,90078.69,,,,,,,,,,,,,,,0.09,,,100.0,80.83,0.0,0.0,,0.0,100.0,23.74,0.2183,27.22,1.6043,
2024-12-26,35263.0,178783.41,1.73,14.48,0.29,0.2,0.0,115149.84,17767.0,22712.0,90078.69,,,,,,,,,,,,,,,0.09,,,100.0,89.76,0.0,0.0,,0.0,100.0,23.82,0.2184,27.29,1.7816,
2024-12-27,35263.0,178430.78,1.73,14.48,0.29,0.2,0.0,114922.72,17767.0,22712.0,89901.02,,,,,,,,,,,,,,,0.09,,,100.0,89.76,0.0,0.0,,0.0,100.0,23.7,0.2184,27.36,1.7816,5.06
2024-12-30,36263.0,182402.89,1.78,14.95,0.29,0.21,0.0,119271.36,18317.0,23712.0,92134.51,,,0.01,,,0.0,1000.0,50.0,,0.01,,,600.0,,0.09,,,100.0,92.55,0.0,0.0,,0.0,100.0,22.95,0.2223,29.6,1.8322,5.03
2024-12-31,36263.0,182765.52,1.78,14.42,0.29,0.21,0.0,119508.48,18317.0,23712.0,92317.68,,,,,,,,,,,,,,,0.09,,,100.0,92.78,0.0,0.0,,0.0,100.0,22.92,0.2227,29.75,1.8368,5.04
2025-01-01,32873.0,165679.92,1.61,12.94,0.27,0.19,0.0,119508.48,14927.0,23712.0,75232.08,,,,,,0.02,,3390.0,,,,,,,0.08,,,100.0,84.2,0.0,0.0,,0.0,100.0,22.92,0.2227,29.74,1.8543,
2025-01-02,32873.0,166008.65,1.61,12.94,0.27,0.19,0.0,119745.6,14927.0,23712.0,75381.35,,,,,,,,,,,,,,,0.08,,,100.0,84.2,0.0,0.0,,0.0,100.0,22.88,0.2228,29.86,1.8543,5.05
2025-01-03,34743.0,175452.15,1.71,13.72,0.28,0.2,0.0,116160.1,17607.0,23002.0,88915.35,,2680.0,,,100.0,,,,,,2680.0,0.0,,810.0,0.09,0.0,,100.0,99.23,0.0,0.0,,0.0,100.0,23.49,0.2238,30.48,1.9581,5.05
2025-01-06,31353.0,158332.65,1.54,12.26,0.25,0.18,0.0,116160.1,14217.0,23002.0,71795.85,,,,,,0.02,,3390.0,,,,,,,0.07,,,100.0,85.01,0.0,0.0,,0.0,100.0,23.55,0.2236,30.37,1.8747,5.05
2025-01-07,27057.0,135555.57,1.33,9.62,0.22,0.16,0.0,114739.02,10021.0,22902.0,50205.21,,,,,,0.02,,4196.0,,,,,,100.0,0.05,0.0,,100.0,76.61,0.0,0.0,,0.0,100.0,23.44,0.2237,30.51,2.0684,5.01
2025-01-08,26541.0,132970.41,1.3,9.67,0.22,0.16,0.0,112153.86,10021.0,22386.0,50205.21,,,,,,,,,,,,,,516.0,0.05,0.0,,100.0,77.1,0.0,0.0,,0.0,100.0,23.84,0.2264,31.19,2.0419,5.01
2025-01-09,26541.0,138809.43,1.3,9.6,0.22,0.16,0.0,117078.78,10021.0,22386.0,52409.83,,,,,,,,,,,,,,,0.05,,,100.0,77.1,0.0,0.0,,0.0,100.0,24.29,0.2268,31.07,2.0419,5.23
2025-01-10,26541.0,140932.71,1.3,9.0,0.22,0.16,0.0,118869.66,10021.0,22386.0,53211.51,,,,,,,,,,,,,,,0.05,,,100.0,98.66,0.0,0.0,,0.0,100.0,24.27,0.2246,30.33,2.6131,5.31
2025-01-13,26178.0,137434.5,1.29,8.71,0.21,0.16,0.0,115620.75,10021.0,22023.0,52610.25,,,,,,,,,,,,,,363.0,0.05,0.0,,100.0,98.66,0.0,0.0,,0.0,100.0,24.41,0.2257,30.52,2.5773,5.25
2025-01-14,26178.0,141361.2,1.29,8.27,0.21,0.16,0.0,118924.2,10021.0,22023.0,54113.4,,,,,,,,,,,,,,,0.05,,,100.0,98.66,0.0,0.0,,0.0,100.0,24.84,0.2265,30.53,2.5773,5.4
2025-01-15,24639.0,136500.06,1.21,7.63,0.2,0.16,0.0,116805.36,9421.0,21084.0,52192.34,,,0.0,,,0.0,363.0,600.0,,0.0,,,,1302.0,0.05,0.01,,100.0,98.58,0.0,0.0,,0.0,100.0,22.1,0.2234,31.52,2.5781,5.54
