,ALMIB FP Equity_DX_SI_QTY,ALMIB FP Equity_DX_SHORT_INTEREST_VALUE,ALMIB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMIB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMIB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMIB FP Equity_DX_SI_MV,ALMIB FP Equity_DX_DSS,ALMIB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMIB FP Equity_DX_SUPPLY_SI_QTY,ALMIB FP Equity_DX_BROKER_SI_QTY,ALMIB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMIB FP Equity_DX_BROKER_SI_MV_NEW_x,ALMIB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMIB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMIB FP Equity_DX_BROKER_SI_MV_INC_x,ALMIB FP Equity_DX_SUPPLY_SI_MV_NEW,ALMIB FP Equity_DX_BROKER_SI_QTY_ADD,ALMIB FP Equity_DX_BROKER_SI_QTY_NEW,ALMIB FP Equity_DX_SUPPLY_SI_MV_DEC,ALMIB FP Equity_DX_BROKER_SI_QTY_INC,ALMIB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMIB FP Equity_DX_BROKER_SI_MV_NEW_y,ALMIB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMIB FP Equity_DX_BROKER_SI_MV_INC_y,ALMIB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMIB FP Equity_DX_BROKER_SI_MV_ADD,ALMIB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMIB FP Equity_DX_BROKER_SI_QTY_DEC,ALMIB FP Equity_DX_SUPPLY_SI_MV,ALMIB FP Equity_DX_BROKER_SI_MV_DEC,ALMIB FP Equity_DX_SUPPLY_SI_MV_RMV,ALMIB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMIB FP Equity_DX_UTILIZATION_QUANTITY,ALMIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMIB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMIB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMIB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMIB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMIB FP Equity_DX_BROKER_SI_CON_RATIO,ALMIB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMIB FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-03-21,1864.0,37485.04,0.05,0.06,0.03,0.04,0.0,37485.04,0.0,1864.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.39,0.9727,98.61,6.2133
2017-03-22,1864.0,37000.4,0.05,0.06,0.03,0.04,0.0,37000.4,0.0,1864.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.4,0.9725,98.6,6.2133
2017-03-23,1244.0,24792.92,0.03,0.04,0.02,0.02,0.0,24792.92,0.0,1244.0,0.0,,,,,,,,,,,,,,,,,620.0,0.0,0.01,,0.0,0.0,0.0,0.0,,0.0,0.0,2.09,0.959,97.91,4.1467
2017-03-24,1244.0,24743.16,0.03,0.04,0.02,0.02,0.0,24743.16,0.0,1244.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.09,0.9591,97.91,4.1467
2017-03-27,1244.0,24593.88,0.03,0.04,0.02,0.02,0.0,24593.88,0.0,1244.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.08,0.9593,97.92,4.1467
2017-03-28,1244.0,24295.32,0.03,0.04,0.02,0.02,0.0,24295.32,0.0,1244.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.08,0.9592,97.92,4.1467
2017-03-29,1244.0,24071.4,0.03,0.04,0.02,0.02,0.0,24071.4,0.0,1244.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.1,0.9589,97.9,4.1467
2017-03-30,1240.0,23733.6,0.03,0.04,0.02,0.02,0.0,23733.6,0.0,1240.0,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2.15,0.958,97.85,4.1333
2017-03-31,1240.0,23919.6,0.03,0.04,0.02,0.02,0.0,23919.6,0.0,1240.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.14,0.9581,97.86,4.1333
2017-04-03,1240.0,25308.4,0.03,0.04,0.02,0.02,0.0,25308.4,0.0,1240.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.11,0.9587,97.89,4.1333
2017-04-04,1240.0,24167.6,0.03,0.04,0.02,0.03,0.0,24167.6,0.0,1240.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.98,0.9611,98.02,4.1333
2017-04-05,1340.0,25982.6,0.03,0.04,0.02,0.03,0.0,25982.6,0.0,1340.0,0.0,,,,0.0,,,,,100.0,,,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.92,0.9623,98.08,4.4667
2017-04-06,1340.0,25620.8,0.03,0.04,0.02,0.03,0.0,25620.8,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.96,0.9617,98.04,4.4667
2017-04-07,1340.0,25460.0,0.03,0.04,0.02,0.03,0.0,25460.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.98,0.9611,98.02,4.4667
2017-04-10,1340.0,24709.6,0.03,0.04,0.02,0.03,0.0,24709.6,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.96,0.9616,98.04,4.4667
2017-04-11,1340.0,23852.0,0.03,0.04,0.02,0.02,0.0,23852.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.03,0.9602,97.97,4.4667
2017-04-12,1340.0,22069.8,0.03,0.04,0.02,0.02,0.0,22069.8,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.9609,98.0,4.4667
2017-04-13,1340.0,19966.0,0.03,0.04,0.02,0.02,0.0,19966.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.16,0.9578,97.84,4.4667
2017-04-14,1340.0,19966.0,0.03,0.03,0.02,0.02,0.0,19966.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.14,0.9582,97.86,4.4667
2017-04-17,1340.0,19966.0,0.03,0.03,0.02,0.02,0.0,19966.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.94,0.962,98.06,4.4667
2017-04-18,1340.0,18157.0,0.03,0.03,0.02,0.02,0.0,18157.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.92,0.9623,98.08,4.4667
2017-04-19,1340.0,18090.0,0.03,0.03,0.02,0.02,0.0,18090.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.94,0.9619,98.06,4.4667
2017-04-20,1340.0,19162.0,0.03,0.03,0.02,0.02,0.0,19162.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.94,0.9619,98.06,4.4667
2017-04-21,1340.0,20100.0,0.03,0.03,0.02,0.02,0.0,20100.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.94,0.962,98.06,4.4667
2017-04-24,1340.0,20944.2,0.03,0.03,0.02,0.02,0.0,20944.2,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.91,0.9625,98.09,4.4667
2017-04-25,1340.0,20113.4,0.03,0.03,0.02,0.02,0.0,20113.4,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.93,0.9622,98.07,4.4667
2017-04-26,1340.0,20234.0,0.03,0.03,0.02,0.02,0.0,20234.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.95,0.9618,98.05,4.4667
2017-04-27,1340.0,20100.0,0.03,0.03,0.02,0.02,0.0,20100.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.94,0.9619,98.06,4.4667
2017-04-28,1340.0,19966.0,0.03,0.03,0.02,0.02,0.0,19966.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.94,0.9619,98.06,4.4667
2017-05-01,1340.0,19966.0,0.03,0.03,0.02,0.02,0.0,19966.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.94,0.9619,98.06,4.4667
2017-05-02,1340.0,20676.2,0.03,0.03,0.02,0.02,0.0,20676.2,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.94,0.962,98.06,4.4667
2017-05-03,1340.0,20234.0,0.03,0.05,0.02,0.02,0.0,20234.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.95,0.9618,98.05,4.4667
2017-05-04,1340.0,20368.0,0.03,0.06,0.02,0.02,0.0,20368.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.93,0.9622,98.07,4.4667
2017-05-05,1340.0,20381.4,0.03,0.07,0.02,0.02,0.0,20381.4,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.94,0.962,98.06,4.4667
2017-05-08,1340.0,21775.0,0.03,0.07,0.02,0.02,0.0,21775.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.95,0.9618,98.05,4.4667
2017-05-09,1340.0,22686.2,0.03,0.06,0.02,0.02,0.0,22686.2,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.95,0.9617,98.05,4.4667
2017-05-10,1340.0,22659.4,0.03,0.06,0.02,0.02,0.0,22659.4,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.94,0.9619,98.06,4.4667
2017-05-11,1340.0,22458.4,0.03,0.06,0.02,0.02,0.0,22458.4,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.95,0.9618,98.05,4.4667
2017-05-12,1340.0,22498.6,0.03,0.06,0.02,0.02,0.0,22498.6,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.93,0.9622,98.07,4.4667
2017-05-15,1340.0,23048.0,0.03,0.06,0.02,0.02,0.0,23048.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.93,0.9622,98.07,4.4667
2017-05-16,1340.0,23517.0,0.03,0.06,0.02,0.02,0.0,23517.0,0.0,1340.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.92,0.9623,98.08,4.4667
2017-05-17,2340.0,40833.0,0.06,0.1,0.04,0.04,0.0,40833.0,0.0,2340.0,0.0,,,,,,1000.0,,,,,,,,,0.02,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.6,0.4985,56.29,7.8
2017-05-18,2275.0,39198.25,0.06,0.09,0.04,0.04,0.0,39198.25,0.0,2275.0,0.0,,,,,,,,,,,,,,,,,65.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,43.64,0.4953,55.2,7.5833
2017-05-19,2275.0,39789.75,0.06,0.1,0.04,0.04,0.0,39789.75,0.0,2275.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.33,0.4942,54.54,7.5833
2017-05-22,2282.0,39478.6,0.06,0.1,0.04,0.04,0.0,39478.6,0.0,2282.0,0.0,,,,,,7.0,,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.55,0.4923,55.0,7.6067
2017-05-23,2282.0,41509.58,0.06,0.1,0.04,0.04,0.0,41509.58,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.05,0.4894,53.51,7.6067
2017-05-24,2282.0,41646.5,0.06,0.09,0.04,0.04,0.0,41646.5,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.9,0.4916,54.66,7.6067
2017-05-25,2282.0,41669.32,0.06,0.09,0.04,0.04,0.0,41669.32,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.84,0.4917,54.72,7.6067
2017-05-26,2282.0,41372.66,0.06,0.09,0.04,0.04,0.0,41372.66,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.65,0.4921,54.91,7.6067
2017-05-29,2282.0,39957.82,0.06,0.09,0.04,0.04,0.0,39957.82,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.96,0.4935,55.56,7.6067
2017-05-30,2282.0,39889.36,0.06,0.1,0.04,0.04,0.0,39889.36,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.78,0.4918,54.78,7.6067
2017-05-31,2282.0,39478.6,0.06,0.11,0.04,0.04,0.0,39478.6,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.57,0.4923,54.99,7.6067
2017-06-01,2282.0,39820.9,0.06,0.12,0.04,0.04,0.0,39820.9,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.03,0.4913,54.52,7.6067
2017-06-02,2282.0,39843.72,0.06,0.13,0.04,0.04,0.0,39843.72,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.84,0.4918,54.72,7.6067
2017-06-05,2282.0,39683.98,0.06,0.14,0.04,0.04,0.0,39683.98,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.72,0.4919,54.83,7.6067
2017-06-06,2282.0,39478.6,0.06,0.14,0.04,0.04,0.0,39478.6,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.7,0.492,54.86,7.6067
2017-06-07,2282.0,39250.4,0.06,0.15,0.04,0.04,0.0,39250.4,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.68,0.492,54.87,7.6067
2017-06-08,2282.0,37995.3,0.06,0.16,0.04,0.04,0.0,37995.3,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.03,0.4934,55.51,7.6067
2017-06-09,2282.0,36945.58,0.06,0.16,0.04,0.04,0.0,36945.58,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.47,0.4925,55.08,7.6067
2017-06-12,2282.0,36466.36,0.06,0.15,0.04,0.04,0.0,36466.36,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.5,0.4924,55.05,7.6067
2017-06-13,2282.0,36512.0,0.06,0.15,0.04,0.04,0.0,36512.0,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.85,0.4917,54.7,7.6067
2017-06-14,2282.0,36489.18,0.06,0.15,0.04,0.04,0.0,36489.18,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.81,0.4918,54.75,7.6067
2017-06-15,2282.0,35850.22,0.06,0.15,0.04,0.04,0.0,35850.22,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.39,0.4926,55.16,7.6067
2017-06-16,2282.0,35256.9,0.06,0.15,0.04,0.04,0.0,35256.9,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.41,0.4926,55.14,7.6067
2017-06-19,2282.0,35964.32,0.06,0.16,0.04,0.04,0.0,35964.32,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.31,0.4907,54.25,7.6067
2017-06-20,2282.0,35827.4,0.06,0.18,0.04,0.04,0.0,35827.4,0.0,2282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.73,0.4919,54.82,7.6067
2017-06-21,1282.0,20127.4,0.03,0.12,0.02,0.02,0.0,20127.4,0.0,1282.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.02,,0.0,0.0,0.0,0.0,,0.0,0.0,2.02,0.9497,97.43,4.2733
2017-06-22,1282.0,19794.08,0.03,0.13,0.02,0.02,0.0,19794.08,0.0,1282.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.03,0.9497,97.43,4.2733
2017-06-23,1248.0,19156.8,0.03,0.12,0.02,0.02,0.0,19156.8,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,34.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2.08,0.9485,97.37,4.16
2017-06-26,1248.0,18794.88,0.03,0.13,0.02,0.02,0.0,18794.88,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.09,0.9484,97.36,4.16
2017-06-27,1248.0,18096.0,0.03,0.13,0.02,0.02,0.0,18096.0,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.06,0.9493,97.41,4.16
2017-06-28,1248.0,18720.0,0.03,0.14,0.02,0.02,0.0,18720.0,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.05,0.9486,97.37,4.16
2017-06-29,1248.0,18894.72,0.03,0.13,0.02,0.02,0.0,18894.72,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.07,0.9484,97.36,4.16
2017-06-30,1248.0,18969.6,0.03,0.13,0.02,0.02,0.0,18969.6,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.08,0.9483,97.36,4.16
2017-07-03,1248.0,18969.6,0.03,0.13,0.02,0.02,0.0,18969.6,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.09,0.9481,97.35,4.16
2017-07-04,1248.0,19094.4,0.03,0.13,0.02,0.02,0.0,19094.4,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.09,0.9482,97.35,4.16
2017-07-05,1248.0,18982.08,0.03,0.15,0.02,0.02,0.0,18982.08,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.08,0.9484,97.36,4.16
2017-07-06,1248.0,18819.84,0.03,0.15,0.02,0.02,0.0,18819.84,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.07,0.9486,97.37,4.16
2017-07-07,1248.0,18258.24,0.03,0.15,0.02,0.02,0.0,18258.24,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.09,0.9485,97.36,4.16
2017-07-10,1248.0,18233.28,0.03,0.15,0.02,0.02,0.0,18233.28,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.09,0.9483,97.35,4.16
2017-07-11,1248.0,18233.28,0.03,0.15,0.02,0.02,0.0,18233.28,0.0,1248.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.08,0.9485,97.37,4.16
2017-07-12,1240.0,18215.6,0.03,0.16,0.02,0.02,0.0,18215.6,0.0,1240.0,0.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2.11,0.9477,97.33,4.1333
2017-07-13,1240.0,18463.6,0.03,0.16,0.02,0.02,0.0,18463.6,0.0,1240.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.1,0.9478,97.33,4.1333
2017-07-14,1240.0,18339.6,0.03,0.16,0.02,0.02,0.0,18339.6,0.0,1240.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.09,0.9482,97.35,4.1333
2017-07-17,1240.0,18215.6,0.03,0.16,0.02,0.02,0.0,18215.6,0.0,1240.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.09,0.9481,97.35,4.1333
2017-07-18,1240.0,18017.2,0.03,0.16,0.02,0.02,0.0,18017.2,0.0,1240.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.09,0.9482,97.35,4.1333
2017-07-19,1226.0,17838.3,0.03,0.16,0.02,0.02,0.0,17838.3,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2.13,0.9472,97.3,4.0867
2017-07-20,1226.0,17850.56,0.03,0.16,0.02,0.02,0.0,17850.56,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.1,0.9477,97.32,4.0867
2017-07-21,1226.0,17813.78,0.03,0.17,0.02,0.02,0.0,17813.78,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.11,0.9476,97.32,4.0867
2017-07-24,1226.0,17654.4,0.03,0.18,0.02,0.02,0.0,17654.4,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.12,0.9474,97.31,4.0867
2017-07-25,1226.0,17666.66,0.03,0.19,0.02,0.02,0.0,17666.66,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.12,0.9474,97.31,4.0867
2017-07-26,1226.0,17041.4,0.03,0.19,0.02,0.02,0.0,17041.4,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.1,0.9482,97.35,4.0867
2017-07-27,1226.0,16563.26,0.03,0.19,0.02,0.02,0.0,16563.26,0.0,1226.0,0.0,0.02,,,,,,1226.0,,,,0.02,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.13,0.9476,97.32,4.0867
2017-07-28,1226.0,17164.0,0.03,0.18,0.02,0.02,0.0,17164.0,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.11,0.9472,97.3,4.0867
2017-07-31,1226.0,16845.24,0.03,0.17,0.02,0.02,0.0,16845.24,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.11,0.9477,97.32,4.0867
2017-08-01,1226.0,16918.8,0.03,0.18,0.02,0.02,0.0,16918.8,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.13,0.9472,97.3,4.0867
2017-08-02,1226.0,16845.24,0.03,0.18,0.02,0.02,0.0,16845.24,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.11,0.9477,97.32,4.0867
2017-08-03,1226.0,16869.76,0.03,0.18,0.02,0.02,0.0,16869.76,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.11,0.9475,97.31,4.0867
2017-08-04,1226.0,17151.74,0.03,0.19,0.02,0.02,0.0,17151.74,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.14,0.9469,97.28,4.0867
2017-08-07,1226.0,17580.84,0.03,0.19,0.02,0.02,0.0,17580.84,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.12,0.9472,97.3,4.0867
2017-08-08,1226.0,18512.6,0.03,0.19,0.02,0.02,0.0,18512.6,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.13,0.9472,97.3,4.0867
2017-08-09,1226.0,18095.76,0.03,0.17,0.02,0.02,0.0,18095.76,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.12,0.9476,97.32,4.0867
2017-08-10,1226.0,17727.96,0.03,0.18,0.02,0.02,0.0,17727.96,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.12,0.9477,97.32,4.0867
2017-08-11,1226.0,16796.2,0.03,0.18,0.02,0.02,0.0,16796.2,0.0,1226.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.11,0.9481,97.35,4.0867
