,URW FP Equity_DX_SI_QTY,URW FP Equity_DX_SHORT_INTEREST_VALUE,URW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,URW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,URW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,URW FP Equity_DX_SI_MV,URW FP Equity_DX_DSS,URW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,URW FP Equity_DX_SUPPLY_SI_QTY,URW FP Equity_DX_BROKER_SI_QTY,URW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,URW FP Equity_DX_BROKER_SI_MV_NEW_x,URW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,URW FP Equity_DX_SUPPLY_SI_QTY_INC_x,URW FP Equity_DX_BROKER_SI_MV_INC_x,URW FP Equity_DX_SUPPLY_SI_MV_NEW,URW FP Equity_DX_BROKER_SI_QTY_ADD,URW FP Equity_DX_BROKER_SI_QTY_NEW,URW FP Equity_DX_SUPPLY_SI_MV_DEC,URW FP Equity_DX_BROKER_SI_QTY_INC,URW FP Equity_DX_SUPPLY_SI_QTY_DEC,URW FP Equity_DX_BROKER_SI_MV_NEW_y,URW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,URW FP Equity_DX_BROKER_SI_MV_INC_y,URW FP Equity_DX_SUPPLY_SI_QTY_INC_y,URW FP Equity_DX_BROKER_SI_MV_ADD,URW FP Equity_DX_SUPPLY_SI_QTY_ADD,URW FP Equity_DX_BROKER_SI_QTY_DEC,URW FP Equity_DX_SUPPLY_SI_MV,URW FP Equity_DX_BROKER_SI_MV_DEC,URW FP Equity_DX_SUPPLY_SI_MV_RMV,URW FP Equity_DX_BROKER_SI_MV_RMV,URW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,URW FP Equity_DX_UTILIZATION_QUANTITY,URW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,URW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,URW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,URW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,URW FP Equity_DX_ACTIVE_UTILIZATION_MV,URW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,URW FP Equity_DX_BROKER_SI_CON_RATIO,URW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,URW FP Equity_DX_DEMAND_SUPPLY_RATIO,URW FP Equity_PX_LAST
2007-09-25,205131.0,19091645.08,0.25,3.24,0.25,36.98,0.0,16182912.69,86831.0,173878.0,8081404.73,,,42439.0,0.0,,30000.0,,13.45,648.0,50510.0,,,0.0,42439.0,5.55,136204.0,28728.0,15.45,4.91,,,8.9,8.9,888879.0,82728414.46,,159.67,8.82,18.45,0.1582,24.89,0.2102,179.42
2007-09-26,180365.0,16948521.05,0.22,2.87,0.22,32.44,0.0,14074042.86,64168.0,149775.0,6029732.48,,,71404.0,48.29,,,,4.07,281639.0,22663.0,,,48.29,71404.0,,50000.0,24103.0,11.4,4.42,0.95,,6.58,6.58,911553.0,85656725.02,5303.0,164.06,6.5,20.23,0.1828,27.66,0.1849,181.15
2007-09-27,147209.0,13737469.1,0.18,2.43,0.18,26.37,0.0,11035683.16,62530.0,118257.0,5835267.83,,,73963.0,0.09,,,,0.31,589.0,1638.0,,,0.09,73963.0,,,32107.0,11.15,5.91,,,6.44,6.44,908701.0,84799515.69,,164.0,6.37,25.12,0.2286,34.34,0.1516,179.9
2007-09-28,147895.0,13856722.9,0.18,2.48,0.18,26.44,0.0,11144123.82,62530.0,118943.0,5858621.88,,,64036.0,0.16,,,,1.07,843.0,5302.0,,,0.16,64036.0,,389.0,157.0,11.05,0.06,,,6.44,6.44,908628.0,85132062.71,,162.88,6.36,24.88,0.2258,34.03,0.1523,180.62
2007-10-01,137368.0,12948086.92,0.17,3.08,0.17,24.63,0.0,11007306.61,54168.0,116778.0,5105788.63,,726516.0,2679.0,0.04,64.15,,,1.5,9.0,8362.0,,726516.0,0.04,2679.0,,120712.0,2174.0,9.56,0.4,130.71,,5.58,5.58,916495.0,86387345.83,726516.0,164.59,5.49,26.81,0.2575,36.66,0.1415,181.71
2007-10-02,137549.0,12907353.57,0.17,3.13,0.17,24.7,0.0,10975224.58,54168.0,116959.0,5083028.8,,,511.0,0.04,,,,0.06,181.0,3065.0,,,0.04,511.0,,47000.0,322449.0,9.6,46.83,,,5.58,5.58,916811.0,86031913.96,,165.38,5.48,26.9,0.2578,36.74,0.1417,180.9
2007-10-03,294905.0,27970134.26,0.36,6.75,0.36,53.39,0.0,10991820.32,212590.0,115893.0,20163004.5,,,100000.0,146.89,,,,0.28,775974.0,1578.0,,,146.89,100000.0,,60000.0,1066.0,38.39,0.07,,,97.53,21.91,5393.0,511496.7,,0.98,97.51,16.94,0.3498,54.44,0.3039,182.84
2007-10-04,295039.0,28037939.82,0.36,7.04,0.36,53.94,0.0,11026196.68,212590.0,116027.0,20202704.14,,1176516.0,333827.0,0.1,214.96,,,1.84,134.0,14647.0,,1176516.0,0.1,333827.0,,149854.0,412400.0,38.77,72.53,83.44,,92.8,21.92,16504.0,1568396.58,830704.0,3.02,92.77,16.95,0.3478,54.25,0.3042,183.2
2007-10-05,295044.0,27992500.54,0.36,7.26,0.36,54.02,0.0,11008615.06,212590.0,116032.0,20169621.11,,120188.0,273425.0,0.01,22.03,,,16.83,6.0,92111.0,,120188.0,0.01,273425.0,,165200.0,58000.0,38.82,8.75,,,92.8,21.92,16504.0,1565828.25,,3.02,92.77,16.95,0.3477,54.24,0.3042,182.9
2007-10-08,348278.0,33079245.0,0.43,8.69,0.43,63.93,0.0,10839052.25,267736.0,114120.0,25429411.96,,,671870.0,10.34,,,,23.44,58291.0,137437.0,,,10.34,671870.0,,55146.0,1912.0,49.19,0.31,,,82.97,27.61,54938.0,5217979.78,,10.06,83.02,14.53,0.2776,46.69,0.3592,183.1
2007-10-09,346675.0,33232705.1,0.42,8.78,0.42,63.52,0.0,10784776.1,267749.0,112504.0,25666758.65,,,14.0,0.0,,,,3.26,83.0,17459.0,,,0.0,14.0,,65242.0,1700.0,49.02,0.31,,178.11,82.97,27.91,54938.0,5266426.34,,10.13,82.88,14.73,0.2782,46.63,0.3613,184.8
2007-10-10,395308.0,38050570.26,0.48,10.12,0.48,72.95,0.0,15509167.87,267761.0,161125.0,25773469.65,9.25,,11.0,0.08,,190000.0,50000.0,22.64,88.0,125531.0,9.25,,0.08,11.0,34.95,248215.0,1467.0,49.33,0.27,,,82.98,27.29,54938.0,5288084.81,,10.15,82.94,12.84,0.2299,40.87,0.4029,185.56
2007-10-11,447094.0,42814932.78,0.55,9.63,0.55,82.72,0.0,18312032.57,289449.0,191223.0,27718420.46,,,10.0,4.61,,5000.0,,3.73,25098.0,20714.0,,,4.61,10.0,0.93,21679.0,172586.0,53.54,30.36,,,84.05,29.84,54938.0,5261011.73,,10.16,84.04,11.52,0.1933,36.2,0.4609,184.61
2007-10-12,4309109.0,407287320.95,5.28,91.52,5.28,797.97,2.0,378946927.41,334841.0,4009267.0,31648420.55,,,31211.0,704.23,,44000.0,,0.0,3800000.0,30.0,,,704.23,31211.0,8.03,14211.0,25956.0,61.68,4.83,211.45,,90.83,34.52,33793.0,3194038.59,1150819.0,6.12,90.97,3.72,0.7852,88.47,4.4425,182.21
2007-10-15,4324096.0,406417057.53,5.3,96.6,5.3,785.46,2.0,376855478.47,349522.0,4009574.0,32851190.81,,1369258.0,11456.0,0.0,252.45,,,0.05,307.0,265.0,,1369258.0,0.0,11456.0,,3489.0,781.0,63.42,2.19,,,92.09,35.93,30026.0,2822110.93,,5.36,92.2,3.72,0.7787,88.1,4.4456,179.5
2007-10-16,4310205.0,398092534.88,5.28,97.78,5.28,784.15,2.0,369050525.77,349442.0,3995763.0,32274625.35,,,6864.0,,,,,0.01,,80.0,,,,6864.0,,159886.0,13811.0,62.53,0.24,,,92.09,35.96,30026.0,2773215.3,,5.25,92.26,3.68,0.7843,88.42,4.4356,176.39
2007-10-17,4341055.0,402351141.16,5.32,98.35,5.32,763.85,2.0,373200007.11,349518.0,4026537.0,32395112.74,,,76.0,5.17,,,,147.3,30774.0,800102.0,,,5.17,76.0,,,677961.0,61.62,125.61,,,92.09,35.73,30026.0,2782962.98,,5.32,92.05,3.69,0.7693,87.55,4.4378,177.01
2007-10-18,4156123.0,380662423.06,5.09,92.42,5.09,730.78,2.0,366508080.13,189539.0,4001584.0,17360019.18,,,21.0,,,,,28.12,,160000.0,,,,21.0,,79000.0,24953.0,33.19,4.39,6.79,,88.5,19.37,24633.0,2256154.95,38467.0,4.29,88.55,3.24,0.8388,91.5,4.248,174.92
2007-10-19,4156196.0,375554928.95,5.09,94.05,5.09,725.63,2.0,361657250.7,188803.0,4002393.0,17060287.16,,19500.0,46677.0,1.02,3.36,930.0,,0.14,15137.0,736.0,,19500.0,1.02,46677.0,0.16,24994.0,121.0,32.74,0.05,,,86.62,19.32,29152.0,2634182.14,,4.98,86.79,3.22,0.8391,91.52,4.2539,172.57
2007-10-22,4155163.0,373916835.53,5.09,96.09,5.09,730.84,2.0,360085424.96,188702.0,4001461.0,16981007.65,,,29064.0,,,,,0.01,,101.0,,,,29064.0,,,932.0,32.57,0.17,,,86.62,19.33,29152.0,2623344.4,,4.97,86.75,3.18,0.8412,91.64,4.257,171.86
2007-10-23,4147252.0,375398215.94,5.08,96.36,5.08,725.96,2.0,361491856.08,188632.0,3993620.0,17074466.72,,,4.0,28.84,,,,0.02,158109.0,74.0,,,28.84,4.0,,16538.0,7841.0,32.47,1.39,14.8,,86.58,19.32,29226.0,2645459.75,85259.0,5.1,86.42,3.21,0.8435,91.76,4.2481,172.87
2007-10-24,4147686.0,371854045.4,5.08,96.96,5.08,715.72,2.0,358071721.83,188729.0,3993957.0,16920191.68,,,97.0,0.02,,,,91.69,337.0,539337.0,,,0.02,97.0,,,678224.0,32.36,122.96,,,86.59,19.31,29226.0,2620209.52,,4.96,86.71,3.23,0.8421,91.69,4.2427,171.22
2007-10-25,4182559.0,376951573.4,5.12,96.43,5.12,719.01,2.0,359944966.0,188700.0,3993858.0,17006517.28,,,2614.0,68.91,,,,0.01,396721.0,28.0,,,68.91,2614.0,,,99.0,32.19,0.03,,,86.59,19.29,29226.0,2633982.37,,5.06,86.42,3.22,0.8281,90.9,4.2765,172.12
2007-10-26,4159217.0,371515806.35,5.09,94.75,5.09,712.22,2.0,358545766.65,284202.0,4014014.0,25385916.43,,758433.0,16615.0,3.37,130.56,,,45.72,20156.0,276753.0,,758433.0,3.37,16615.0,,78887.0,574002.0,48.57,114.28,170.31,,71.27,29.04,114578.0,10234507.62,1000951.0,19.58,71.27,2.66,0.8365,91.39,4.2499,170.59
2007-10-29,439035.0,38967865.24,0.54,9.82,0.54,75.31,0.0,26083577.53,294162.0,293873.0,26109228.59,,,3480.0,13.42,,,,0.01,80000.0,41.0,,,13.42,3480.0,,6520.0,3800141.0,49.97,650.13,,,30.18,30.18,680512.0,60400878.99,,115.74,30.16,16.01,0.2498,43.47,0.4504,169.51
2007-10-30,1313997.0,115864024.08,1.61,29.42,1.61,224.01,1.0,103064899.96,294153.0,1168844.0,25937464.3,,,3372.0,12.46,,800000.0,,0.01,75000.0,8.0,,,12.46,3372.0,136.49,18185.0,29.0,49.73,0.02,,,30.18,30.18,680529.0,60006855.75,,115.08,30.18,20.05,0.4209,61.16,1.3481,168.4
2007-10-31,513886.0,46160409.79,0.63,11.71,0.63,87.65,0.0,33124117.79,294129.0,368758.0,26420480.75,,,12373.0,9.74,,,,0.01,69389.0,25.0,,,9.74,12373.0,,1722.0,86.0,49.67,0.02,,136.49,30.17,30.17,680833.0,61156618.94,,115.21,30.13,13.55,0.3119,51.72,0.5271,171.55
2007-11-01,462517.0,40291632.47,0.57,10.9,0.57,78.86,0.0,29530808.12,272526.0,338991.0,23740786.67,6.56,,67.0,0.05,,,38508.0,3.65,233.0,21670.0,6.56,,0.05,67.0,,92.0,30000.0,46.89,5.16,,,28.6,28.6,680438.0,59275567.84,,116.06,28.78,15.43,0.3064,50.32,0.4853,166.37
2007-11-02,428288.0,36641523.79,0.52,9.95,0.52,71.83,0.0,26077809.3,268474.0,304813.0,22968881.82,,,11328.0,15.56,,,,0.71,99580.0,4051.0,,,15.56,11328.0,,,34178.0,44.97,6.39,,,28.17,28.17,684534.0,58564257.8,,113.28,28.42,16.37,0.2775,46.42,0.4494,163.39
2007-11-05,411353.0,34923437.51,0.5,9.63,0.5,68.54,0.0,24444954.49,268423.0,287930.0,22788830.68,,,24847.0,23.57,,,,0.01,145000.0,52.0,,,23.57,24847.0,,17894.0,16883.0,44.59,2.83,,,28.28,28.28,680744.0,57794450.38,,111.48,28.57,16.9,0.2994,48.38,0.4334,162.14
2007-11-06,357969.0,30226246.59,0.44,8.43,0.44,58.92,0.0,24433197.19,183607.0,289362.0,15503438.73,,,98337.0,0.24,,,,14.56,1432.0,84816.0,,,0.24,98337.0,,4171.0,291068.0,29.6,51.53,,,19.32,19.32,766680.0,64737054.7,,123.88,19.29,19.2,0.3695,55.26,0.3767,161.26
2007-11-07,347039.0,28340248.68,0.43,8.07,0.43,56.08,0.0,22737594.68,173607.0,278432.0,14177269.86,,,12689.0,16.19,,,,1.61,110710.0,10000.0,,,16.19,12689.0,,1.0,10930.0,27.75,1.91,,,18.21,18.21,779618.0,63665951.08,,123.96,18.29,20.06,0.3571,53.55,0.3641,155.96
2007-11-08,345871.0,27965967.25,0.42,7.74,0.42,55.06,0.0,22418635.69,173607.0,277264.0,14037278.86,,,82988.0,38.08,,,,65.37,243784.0,383738.0,,,38.08,82988.0,,115000.0,1168.0,27.03,0.5,,,18.22,18.22,779481.0,63026215.32,,121.4,18.21,19.82,0.3566,53.49,0.3629,154.42
2007-11-09,275871.0,21895763.77,0.34,5.97,0.34,43.85,0.0,19228390.5,138607.0,242264.0,11001178.56,,,49444.0,26.56,,,,13.17,175675.0,84444.0,,,26.56,49444.0,,,35000.0,21.37,5.46,,,15.4,15.4,761473.0,60437787.69,,117.32,15.41,21.1,0.4931,66.65,0.3065,151.58
2007-11-12,275871.0,21895763.77,0.34,5.77,0.34,43.5,0.0,19228390.5,138607.0,242264.0,11001178.56,,,20000.0,51.9,,,,35.25,348217.0,199579.0,,,51.9,20000.0,,90301.0,444481.0,21.18,14.6,,,15.4,15.4,761229.0,60418421.51,,116.38,15.39,21.1,0.4931,66.65,0.3066,151.58
2007-11-13,282352.0,22290404.53,0.35,5.75,0.35,44.33,0.0,19644390.02,128517.0,248835.0,10145831.87,,,9815.0,0.0,,16571.0,,1.55,155346.0,10090.0,,,0.0,9815.0,2.58,77060.0,10000.0,19.39,1.54,,,13.52,13.52,822160.0,64905787.78,,124.42,13.49,20.77,0.4291,61.52,0.297,150.77
2007-11-14,282523.0,22740307.45,0.35,5.69,0.35,45.03,0.0,20042520.42,128517.0,249006.0,10344347.51,,,82842.0,0.06,,,,34.56,427.0,216391.0,,,0.06,82842.0,,,257.0,19.36,0.01,,,13.54,13.54,820457.0,66038674.48,,124.98,13.41,20.54,0.4318,61.83,0.2977,153.72
2007-11-15,292736.0,22835801.08,0.36,5.78,0.36,46.63,0.0,20221201.08,128517.0,259219.0,10025376.61,,,940.0,0.05,,10000.0,,29.22,213.0,204970.0,,,0.05,940.0,1.62,14599.0,245593.0,19.74,38.63,,,13.53,13.53,821138.0,64055476.7,,125.55,13.59,19.84,0.4025,59.58,0.3083,148.98
2007-11-16,286293.0,21453238.37,0.35,5.6,0.35,43.37,0.0,18941656.91,138517.0,252776.0,10379709.66,,,,0.0,,5000.0,,17.68,5000.0,107882.0,,,0.0,,0.74,10000.0,11443.0,20.44,1.85,,,14.97,14.97,786595.0,58943145.78,,115.78,15.01,21.33,0.4085,59.65,0.3095,143.11
2007-11-19,286175.0,20578288.83,0.35,5.47,0.35,42.99,0.0,18168146.41,138517.0,252658.0,9960488.63,,,91074.0,1.83,,,,5.24,15535.0,32746.0,,,1.83,91074.0,,13000.0,118.0,19.64,0.03,,,15.87,15.87,734203.0,52795112.77,,104.03,15.88,21.52,0.4136,60.04,0.3279,137.33
2007-11-20,274168.0,20959540.96,0.34,5.03,0.34,41.74,0.0,18734069.0,138150.0,245057.0,10561263.84,,,21975.0,2.98,,4039.0,,0.01,38000.0,367.0,,,2.98,21975.0,0.55,,11640.0,19.01,1.21,,,15.87,15.87,732561.0,56002678.23,,103.32,15.54,22.16,0.4058,59.14,0.3149,146.0
2007-11-21,269875.0,19974256.16,0.33,4.76,0.33,40.48,0.0,17819663.96,138150.0,240764.0,10224894.82,,,1979.0,8.48,,3000.0,,0.0,21876.0,5255.0,,,8.48,1979.0,0.44,15496.0,7293.0,19.74,1.68,,,15.82,15.82,735368.0,54426785.75,,107.32,15.54,22.85,0.4005,58.39,0.309,141.35
2007-11-22,266881.0,21190615.88,0.33,5.26,0.33,40.09,0.0,19116900.2,135156.0,240764.0,10731520.34,,,211.0,6.02,,,,0.93,63255.0,6995.0,,,6.02,211.0,,4001.0,,19.48,,,,15.48,15.48,738195.0,58613414.55,,108.57,15.21,23.06,0.4071,58.92,0.3056,151.64
2007-11-23,257006.0,20761801.75,0.31,5.04,0.31,39.06,0.0,18765403.19,129713.0,232293.0,10478648.71,,4810.0,77298.0,61.37,0.74,,,0.78,360639.0,5443.0,,4810.0,61.37,77298.0,,26190.0,8471.0,19.73,1.18,,,14.85,14.85,743630.0,60072911.26,,113.43,14.82,23.67,0.4281,60.47,0.2943,154.28
2007-11-26,250737.0,19518835.94,0.31,4.92,0.31,39.28,0.0,17909450.75,125674.0,230063.0,9783199.88,,,11449.0,0.22,,6200.0,,0.51,1432.0,4039.0,,,0.22,11449.0,0.92,,3662.0,19.25,0.0,,,14.55,14.55,738202.0,57465965.26,,112.73,14.58,23.55,0.4424,61.71,0.2902,148.67
2007-11-27,248435.0,19612811.84,0.3,4.76,0.3,39.26,0.0,18162426.11,123372.0,230063.0,9739657.55,,,226572.0,30.11,,,,0.37,205824.0,2302.0,,,30.11,226572.0,,327.0,63670.0,18.4,12.2,,,14.24,14.24,742830.0,58643045.56,,111.64,14.15,23.63,0.4554,62.77,0.2868,150.77
2007-11-28,248435.0,19740294.47,0.3,4.67,0.3,39.52,0.0,18280481.28,123372.0,230063.0,9802965.0,,,1635.0,15.15,,,,3.97,100204.0,33379.0,,,15.15,1635.0,,91420.0,65656.0,18.64,9.59,,,14.24,14.24,743012.0,59038684.87,,112.77,14.18,23.61,0.4548,62.72,0.2867,151.75
2007-11-29,248435.0,20232013.17,0.3,4.73,0.3,40.13,0.0,18735836.93,123372.0,230063.0,10047150.88,,,2362.0,12.62,,,,6.94,76043.0,54937.0,,,12.62,2362.0,,,29902.0,18.69,4.53,,,14.26,14.26,741842.0,60414020.23,,113.37,14.15,23.17,0.4591,63.23,0.2871,155.53
2007-11-30,243988.0,19627123.03,0.3,4.55,0.3,39.3,0.0,18149224.5,118488.0,225616.0,9531528.41,,,12922.0,0.07,,,,0.73,437.0,4884.0,,,0.07,12922.0,,54818.0,4884.0,18.57,0.75,,,13.68,13.68,747586.0,60138049.39,,116.59,13.74,23.54,0.4707,64.13,0.2817,153.63
2007-12-03,243988.0,19996337.28,0.3,4.48,0.3,39.29,0.0,18490637.37,118488.0,225616.0,9710830.09,,,23408.0,,,,,29.89,,198307.0,,,,23408.0,,631.0,86699.0,18.23,13.07,,,13.77,13.77,742138.0,60822834.54,,115.28,13.65,23.54,0.4725,64.27,0.2835,156.52
2007-12-04,427115.0,34150416.75,0.52,7.81,0.52,67.65,0.0,17933176.48,301615.0,224288.0,24115935.87,,,16709.0,0.86,,,,0.19,3097.0,1328.0,,,0.86,16709.0,,184455.0,1328.0,47.08,0.5,,,27.01,27.01,814877.0,65154324.14,,126.33,27.15,36.5,0.3399,43.2,0.3826,152.7
2007-12-05,239261.0,19726693.99,0.29,4.33,0.29,39.12,0.0,18492193.64,113761.0,224288.0,9379415.93,,,20326.0,,,,,29.4,,187854.0,,,,20326.0,,184455.0,38561.0,17.53,7.37,,,13.38,13.38,736156.0,60694907.0,,114.85,13.24,23.65,0.489,65.53,0.2815,157.46
2007-12-06,234372.0,19146885.79,0.29,4.06,0.29,38.02,0.0,17923675.16,113761.0,219399.0,9293639.49,,,5305.0,16.47,,,,0.0,81478.0,600.0,,,16.47,5305.0,,600.0,4889.0,17.92,0.75,,,14.13,14.13,691382.0,56482054.98,,108.68,14.15,24.33,0.5012,66.27,0.2911,156.02
2007-12-07,234816.0,19445048.43,0.29,4.08,0.29,38.11,0.0,18205138.41,113761.0,219843.0,9420517.15,,,11145.0,0.08,,,,0.07,444.0,296.0,,,0.08,11145.0,,12681.0,95693.0,17.74,14.16,,,14.09,14.09,693914.0,57462827.63,,108.69,14.03,24.27,0.4997,66.17,0.2907,158.15
2007-12-10,230976.0,19471745.26,0.28,4.04,0.28,38.42,0.0,18209490.99,113761.0,216003.0,9590283.03,,,3419.0,15.67,,,,2.67,96537.0,18760.0,,,15.67,3419.0,,6550.0,3840.0,18.0,0.0,,,14.15,14.15,690209.0,58186018.55,,110.14,14.05,24.08,0.5016,66.39,0.2873,161.0
2007-12-11,415431.0,34329943.38,0.51,7.29,0.51,68.18,0.0,17849825.27,298216.0,216003.0,24643655.37,,,124863.0,1.62,,68386.0,,46.15,4979.0,299308.0,,,1.62,124863.0,10.98,184455.0,10935.0,48.03,1.44,,,27.94,27.94,769069.0,63553502.81,,123.39,28.02,37.46,0.3548,44.19,0.3892,157.82
2007-12-12,231420.0,18874218.34,0.28,4.07,0.28,37.72,0.0,17653046.14,113761.0,216447.0,9278152.07,,,45830.0,0.08,,,,29.7,444.0,184455.0,,,0.08,45830.0,,184455.0,48116.0,17.91,8.19,,,13.73,13.73,714624.0,58283507.95,,112.31,13.75,24.59,0.4928,65.53,0.2794,155.76
2007-12-13,230420.0,18339010.84,0.28,4.01,0.28,36.82,0.0,17147317.37,113761.0,215447.0,9054180.25,,,389811.0,10.28,,700.0,,21.94,82991.0,138691.0,,,10.28,389811.0,0.11,,1000.0,17.71,0.72,0.29,,13.8,13.8,710729.0,56566560.36,1829.0,109.98,13.87,25.12,0.488,64.96,0.2795,152.0
2007-12-14,260193.0,20218161.28,0.32,4.56,0.32,40.67,0.0,19054692.13,113761.0,245220.0,8839739.14,,,100000.0,3.98,,,,20.64,29773.0,124423.0,,,3.98,100000.0,,1084.0,9515.0,17.42,2.01,,,13.8,13.8,710836.0,55235140.41,,108.1,13.88,22.74,0.5225,68.44,0.3155,148.4
2007-12-17,260193.0,19516520.24,0.32,4.61,0.32,39.47,0.0,18393427.54,113761.0,245220.0,8532969.21,,,22817.0,,,,,9.3,,51840.0,,,,22817.0,,4818.0,,16.82,,,,13.9,13.9,704777.0,52863814.87,,103.99,13.92,23.43,0.5161,67.74,0.3179,143.25
2007-12-18,260193.0,19708620.02,0.32,4.52,0.32,39.29,0.0,18574472.8,111264.0,245220.0,8427820.49,,,22612.0,11.9,,,,0.46,100000.0,2497.0,,,11.9,22612.0,,28705.0,20986.0,15.93,8.54,,,13.59,13.59,707506.0,53590861.07,,102.09,13.5,23.54,0.5168,67.76,0.3178,144.66
2007-12-19,245337.0,18294295.25,0.3,4.21,0.3,37.17,0.0,17177788.23,93761.0,230364.0,6991572.48,,,8554.0,18.1,,17000.0,,2.5,126181.0,17503.0,,,18.1,8554.0,2.42,,31856.0,13.55,4.52,,,11.46,11.46,724541.0,54027590.52,,104.43,11.49,24.88,0.4998,65.98,0.2998,142.41
2007-12-20,245337.0,18548650.32,0.3,4.3,0.3,37.09,0.0,17416619.92,110761.0,230364.0,8374061.22,,,77544.0,14.15,,,,15.48,100000.0,106144.0,,,14.15,77544.0,,17000.0,620140.0,15.85,90.31,,,13.53,13.53,707871.0,53518432.39,,101.82,13.47,24.94,0.4991,65.9,0.2997,144.39
2007-12-21,191679.0,15004719.28,0.23,3.44,0.23,30.41,0.0,13832626.03,110761.0,176706.0,8670421.44,,660.0,75000.0,40.38,0.09,196000.0,,0.04,258783.0,380.0,,660.0,40.38,75000.0,28.21,54818.0,53658.0,16.06,6.88,,,13.75,13.75,694700.0,54381431.89,,101.91,13.62,30.42,0.435,58.18,0.238,149.5
2007-12-24,191679.0,15094045.03,0.23,3.43,0.23,30.35,0.0,13914974.11,109748.0,176706.0,8642267.82,,,16196.0,10.12,,,,0.0,81986.0,1013.0,,,10.12,16196.0,,,5000.0,16.37,0.0,,,13.74,13.74,689108.0,54264823.92,,102.8,13.74,30.48,0.4327,57.94,0.2399,150.39
2007-12-25,191679.0,15094045.03,0.23,3.52,0.23,30.35,0.0,13914974.11,109748.0,176706.0,8642267.82,,,,,,,,0.0,,193.0,,,,,,,,16.47,,12.24,,13.74,13.74,689034.0,54258996.68,82000.0,103.37,13.74,30.48,0.4327,57.94,0.24,
2007-12-26,192568.0,15164050.65,0.24,3.54,0.24,30.46,0.0,13984979.72,109748.0,177595.0,8642267.82,,82000.0,4476.0,0.13,12.18,,,,889.0,,,82000.0,0.13,4476.0,,,29720.0,16.36,3.04,,,13.73,13.73,689559.0,54300338.58,,103.0,13.7,30.37,0.4283,57.59,0.2409,
2007-12-27,193953.0,14889230.12,0.24,3.56,0.24,30.36,0.0,13633472.15,111133.0,177595.0,8531370.03,,,200.0,7.07,,,,0.64,27678.0,4029.0,,,7.07,200.0,,1385.0,,16.55,,,,13.75,13.75,697132.0,53516876.64,,103.51,13.79,30.47,0.4207,56.88,0.24,146.61
2007-12-28,194383.0,14858117.45,0.24,3.54,0.24,30.26,0.0,13566403.01,111674.0,177484.0,8536062.35,,,70200.0,9.76,,,,,70000.0,,,,9.76,70200.0,,541.0,111.0,16.27,0.02,,,13.86,13.86,693787.0,53031225.61,,101.27,13.84,30.57,0.4184,56.62,0.2413,145.98
2007-12-31,206239.0,16144482.7,0.25,3.79,0.25,32.73,0.0,14821621.3,111674.0,189340.0,8741891.5,,,77027.0,2.4,,,,18.27,11856.0,101000.0,,,2.4,77027.0,,24000.0,,16.34,,,,13.87,13.87,693397.0,54279432.46,,101.97,13.81,28.26,0.4424,59.9,0.2562,149.5
2008-01-01,206239.0,16144482.7,0.25,3.84,0.25,32.74,0.0,14821621.3,111674.0,189340.0,8741891.5,,372789.0,211.0,,55.89,,,0.02,,459.0,,372789.0,,211.0,,,,16.65,,54.9,,13.87,13.87,693198.0,54263854.65,372789.0,103.31,13.88,28.25,0.4419,59.87,0.2562,
2008-01-02,205559.0,15973931.16,0.25,3.83,0.25,32.38,0.0,14660714.7,111674.0,188660.0,8678154.63,,,1166.0,23.91,,,,0.17,160000.0,1166.0,,,23.91,1166.0,,,680.0,16.6,0.1,,,14.18,14.18,676072.0,52537361.95,,100.58,14.17,28.57,0.441,59.64,0.2609,148.41
2008-01-03,222146.0,17418769.64,0.27,4.21,0.27,35.03,0.0,14882240.61,127124.0,189797.0,9967965.54,,,791414.0,0.34,,,,2.88,1137.0,17889.0,,,0.34,791414.0,,15450.0,14722.0,18.87,2.19,,,15.85,15.85,674785.0,52910808.54,,100.61,15.79,26.4,0.3922,56.13,0.277,149.75
2008-01-04,219389.0,16772955.57,0.27,4.32,0.27,34.61,0.0,14299776.24,127124.0,187040.0,9719016.01,,,27753.0,64.68,,,,14.12,430763.0,96697.0,,,64.68,27753.0,,101545.0,2757.0,18.94,0.41,,,15.82,15.82,676323.0,51706948.07,,100.41,15.87,26.73,0.402,56.84,0.2731,146.01
