,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_y,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity
2007-06-20,11675424.0,491446924.06,20.94,21.11,10.14,513.11,3.0,350243965.5,4938350.0,8320831.0,207867133.34,,,83502.0,4.79,,15210.0,,5.91,106182.0,130179.0,,,4.79,83502.0,0.73,216076.0,270218.0,227.6,12.3,,,51.61,51.61,4630253.0,194898583.08,,212.82,51.68,12.66,0.233,43.77,1.2201
2007-06-21,11715385.0,486020622.88,21.01,21.25,10.17,514.5,3.0,351310878.44,4830652.0,8468246.0,200402845.83,,,106626.0,6.76,,,,11.03,147415.0,244040.0,,,6.76,106626.0,,35417.0,,222.01,,0.27,,50.76,50.76,4685397.0,194376844.5,5700.0,214.77,50.83,12.59,0.24,44.62,1.2311
2007-06-22,11941402.0,490314430.56,21.41,21.83,10.37,521.02,3.0,351568206.77,5157232.0,8562296.0,211756146.5,,,149786.0,7.08,,,,1.89,165241.0,35017.0,,,7.08,149786.0,,214711.0,71191.0,233.28,3.84,0.13,,55.17,55.17,4190663.0,172068785.77,2900.0,189.61,55.16,12.35,0.237,44.38,1.2774
2007-06-25,11706476.0,491587821.94,20.99,21.54,10.17,516.21,3.0,352881581.33,4912751.0,8403381.0,206300219.11,,,271732.0,11.04,,,,26.22,223143.0,587113.0,,,11.04,271732.0,,70900.0,382058.0,222.83,12.86,,,85.5,50.91,833011.0,34980472.62,,37.48,85.6,12.75,0.2255,43.0,1.2132
2007-06-26,11873399.0,495694189.68,21.29,21.87,10.31,529.98,3.0,346186106.38,5478491.0,8292221.0,228717670.22,,,240592.0,28.84,,,,6.31,581519.0,152219.0,,,28.84,240592.0,,477367.0,692679.0,251.85,29.82,,,84.85,56.41,978085.0,40833383.22,,44.61,84.95,12.36,0.2393,45.29,1.2225
2007-06-27,11590130.0,501671504.67,20.55,21.3,10.01,518.23,3.0,363749314.33,4871266.0,8403710.0,210849692.27,,,,7.24,,,,27.94,151700.0,607225.0,,,7.24,,,,40212.0,224.74,1.76,,,81.92,51.17,1075029.0,46531955.72,,49.14,82.06,11.41,0.2456,46.29,1.2176
2007-06-28,12373065.0,533410873.11,21.94,22.61,10.69,558.11,3.0,376107354.3,5451697.0,8724233.0,235026200.6,,,278339.0,18.18,,,,0.0,387880.0,1048.0,,,18.18,278339.0,,303140.0,67357.0,254.55,3.11,,,85.68,56.39,911152.0,39280354.86,,42.19,85.78,11.66,0.2274,43.67,1.2799
2007-06-29,12948785.0,553613147.07,22.96,23.17,11.18,582.85,3.0,385267064.19,5812609.0,9011239.0,248512641.24,,,412173.0,14.63,,,,5.09,325610.0,103945.0,,,14.63,412173.0,,52684.0,38604.0,269.72,1.55,,,89.77,59.39,662464.0,28323026.44,,30.76,89.76,11.21,0.2196,42.67,1.3229
2007-07-02,12834481.0,549078235.31,22.76,22.74,11.09,576.43,3.0,386385828.84,5702085.0,9031612.0,243943698.96,,,24342.0,3.72,,,,6.21,86300.0,135865.0,,,3.72,24342.0,,1000.0,65926.0,263.88,3.14,,,89.02,58.55,703026.0,30076500.6,,32.36,89.08,11.12,0.2159,42.19,1.3179
2007-07-03,12984965.0,559196652.74,23.03,22.53,11.22,585.2,3.0,393788679.3,5739447.0,9144068.0,247168902.73,,,40391.0,6.96,,,,0.01,136855.0,3029.0,,,6.96,40391.0,,,24400.0,266.68,0.85,,,88.34,58.17,757476.0,32620653.48,,34.94,88.42,11.15,0.218,42.49,1.316
2007-07-04,13286019.0,572768913.35,23.56,23.25,11.48,613.54,3.0,403380574.06,5827657.0,9356866.0,251234080.52,,100000.0,931.0,22.37,4.71,,,0.0,238866.0,12772.0,,100000.0,22.37,931.0,,51.0,26067.0,272.65,0.0,,,92.68,60.44,460377.0,19847151.66,,21.62,92.65,10.66,0.2017,40.48,1.378
2007-07-05,12689038.0,543320045.51,22.5,22.83,10.96,585.78,3.0,375518962.99,5801107.0,8770106.0,248392172.78,,,39383.0,0.59,,,,3.0,11607.0,65933.0,,,0.59,39383.0,,,598367.0,271.2,27.67,,,92.51,60.21,469370.0,20097514.86,,22.04,92.49,11.19,0.2153,42.22,1.317
2007-07-06,12134569.0,521243005.89,21.52,21.8,10.48,559.47,3.0,357810530.71,5597285.0,8329851.0,240432573.93,,94070.0,,0.05,4.27,2200.0,,9.86,2702.0,205406.0,,94070.0,0.05,,0.1,,445158.0,260.42,19.96,4.27,,89.42,57.45,661947.0,28434074.92,92486.0,30.9,89.39,10.95,0.2133,41.96,1.2455
2007-07-09,11856938.0,499560270.4,20.67,20.72,10.16,545.78,3.0,340217490.68,5471065.0,8074977.0,230508644.88,,,59052.0,,,2200.0,,8.66,,188064.0,,,,59052.0,0.11,2792.0,257073.0,253.62,12.14,,,87.05,55.78,813651.0,34281001.85,,38.24,86.9,11.42,0.2199,42.61,1.2089
2007-07-10,11756171.0,492949939.38,20.49,19.8,10.07,538.38,3.0,339637609.87,5316455.0,8099885.0,222925148.84,,,142683.0,10.39,,,,14.49,234492.0,308934.0,,,10.39,142683.0,,11641.0,209585.0,243.2,9.6,,,88.1,55.58,718427.0,30124480.67,,32.99,88.05,11.7,0.2111,41.1,1.229
2007-07-11,11617284.0,482983654.47,20.25,19.25,9.95,518.66,3.0,329263281.78,5279485.0,7919823.0,219492349.42,,,130404.0,2.19,,,,12.16,72097.0,267374.0,,,2.19,130404.0,,100000.0,252158.0,240.81,22.75,,,86.75,56.04,806077.0,33512309.35,,36.84,86.73,11.92,0.2264,42.98,1.2332
2007-07-12,11862631.0,496546222.58,20.68,19.36,10.16,528.74,3.0,347950928.21,5057804.0,8312647.0,211709651.15,,,101039.0,22.14,,,,14.74,490000.0,322820.0,,,22.14,101039.0,,100.0,97176.0,229.79,4.67,,,85.0,54.47,892830.0,37372094.26,,40.6,84.99,11.16,0.2317,43.87,1.2776
2007-07-13,11493572.0,488664563.34,20.03,19.16,9.84,514.79,2.0,337707593.07,4992054.0,7943008.0,212243842.74,,,231603.0,1.43,,,,15.96,26373.0,349253.0,,,1.43,231603.0,,51900.0,396013.0,229.07,17.21,,,53.68,53.65,4307257.0,183128783.73,,198.1,53.63,11.73,0.2273,43.24,1.2353
2007-07-16,11395879.0,482427096.63,20.44,19.59,9.9,512.9,2.0,324529393.57,5241823.0,7666024.0,221904554.35,,,21685.0,1.52,,,,3.83,25075.0,83517.0,,,1.52,21685.0,,311600.0,302059.0,242.64,13.19,,,56.62,56.62,4015332.0,169982934.95,,185.82,56.63,11.96,0.2192,42.05,1.231
2007-07-17,11345744.0,475325307.28,20.35,19.93,9.85,509.35,2.0,327834309.53,4925571.0,7825218.0,206354783.7,,,47465.0,11.8,,,,17.84,257000.0,385047.0,,,11.8,47465.0,,21330.0,97805.0,226.63,4.65,,,53.35,53.35,4307637.0,180466691.36,,198.17,53.35,12.1,0.2387,44.68,1.2288
2007-07-18,11379172.0,466633573.14,20.41,20.13,9.88,508.33,2.0,320824247.35,5048838.0,7823514.0,207041190.36,,,221391.0,0.08,,,,8.38,9639.0,177423.0,,,0.08,221391.0,,79300.0,11344.0,229.19,0.51,,,52.43,52.43,4580630.0,187841061.21,,207.91,52.43,12.08,0.2392,44.58,1.1817
2007-07-19,11188648.0,473756590.55,20.06,19.21,9.72,498.63,2.0,328544632.23,4717663.0,7759196.0,199758177.95,,,3000.0,,,,,16.5,,359175.0,,,,3000.0,,25000.0,64318.0,214.16,3.78,,,49.03,49.01,4903695.0,207635258.91,,221.73,49.13,12.28,0.2457,45.44,1.1624
2007-07-20,11248188.0,462290677.04,20.17,19.4,9.77,503.61,2.0,322396655.68,4777809.0,7844368.0,196363766.09,,,74422.0,4.72,,,,8.21,92540.0,174155.0,,,4.72,74422.0,,159879.0,7368.0,218.13,0.16,,,49.74,49.74,4827548.0,198407995.44,,220.01,49.79,12.21,0.2432,45.1,1.171
2007-07-23,11348924.0,473902033.17,20.24,19.84,9.86,505.14,2.0,334789496.06,4599272.0,8017481.0,192053832.76,,,18903.0,10.65,,,,14.71,270948.0,323375.0,,,10.65,18903.0,,125935.0,97835.0,208.38,4.38,,,47.31,47.3,5123277.0,213934941.04,,231.01,47.43,14.06,0.2455,45.13,1.1673
2007-07-24,10890823.0,447702866.52,19.42,19.24,9.46,484.42,2.0,310863679.56,4592662.0,7562072.0,188796378.6,,,114595.0,0.34,,,,6.07,5604.0,137004.0,,,0.34,114595.0,,15800.0,461013.0,208.41,21.05,,,46.99,46.99,5180469.0,212960106.06,,234.03,47.1,14.37,0.237,44.0,1.1144
2007-07-25,10623250.0,437383324.8,18.94,18.83,9.23,471.07,2.0,297884219.46,4720332.0,7235069.0,194346786.94,,,224639.0,,,,,5.02,,108976.0,,,,224639.0,,12006.0,327003.0,212.97,15.13,,,48.34,48.34,5043960.0,207671286.56,,226.29,48.48,14.65,0.2309,42.91,1.088
2007-07-26,10336355.0,414702743.24,18.43,18.36,8.98,455.76,2.0,275614069.74,4765907.0,6869607.0,191211960.79,,,33067.0,1.1,,,,4.04,26295.0,78492.0,,,1.1,33067.0,,91000.0,391757.0,212.32,17.73,,,48.81,48.81,4999140.0,200569453.34,,222.53,48.83,11.73,0.2336,43.79,1.0585
2007-07-27,9806611.0,388158773.48,17.49,17.52,8.52,427.95,2.0,255223389.12,4594076.0,6448074.0,181839669.73,,,14457.0,2.2,,,,8.93,55800.0,186694.0,,,2.2,14457.0,,406.0,477333.0,201.56,22.59,,,46.81,46.81,5220423.0,206631321.33,,227.73,46.95,10.62,0.2636,47.24,0.9992
2007-07-30,9773353.0,397923101.52,17.43,18.53,8.49,426.4,2.0,267643720.25,4444121.0,6573573.0,180942856.75,,,16314.0,5.25,,,,9.06,125499.0,201001.0,,,5.25,16314.0,,34732.0,,194.99,,,,45.28,45.28,5370832.0,218673993.17,,235.03,45.34,11.58,0.2668,47.47,0.9958
2007-07-31,9859151.0,399433182.75,17.58,18.46,8.56,430.0,2.0,265099690.47,4614577.0,6543417.0,186954756.87,,,132961.0,1.24,,,,1.56,26602.0,35555.0,,,1.24,132961.0,,73050.0,56759.0,205.35,4.07,,,46.65,46.65,5277055.0,213794359.6,,233.96,46.74,11.8,0.2603,46.61,0.9967
2007-08-01,9861184.0,393474576.8,17.58,18.41,8.56,431.3,2.0,261356890.02,4609951.0,6550076.0,183943278.9,1.15,,,3.02,,,26000.0,0.21,58802.0,4626.0,1.15,,3.02,,,,78143.0,204.09,1.82,,,46.36,46.36,5334392.0,212849454.46,,235.13,46.47,11.71,0.2574,46.33,0.9916
2007-08-02,9778574.0,391698269.16,17.44,18.28,8.49,425.51,2.0,262038851.49,4552453.0,6541684.0,182356646.33,,,147445.0,0.03,,,,9.45,1157.0,205349.0,,,0.03,147445.0,,406.0,9549.0,199.22,0.67,,,46.05,46.05,5333526.0,213643922.18,,232.5,46.15,11.68,0.2647,46.96,0.9891
2007-08-03,10020804.0,399568761.07,17.87,18.89,8.7,435.95,2.0,271777066.41,4513547.0,6815910.0,179972822.82,,16190.0,1651.0,12.01,0.71,,,2.02,274226.0,47341.0,,16190.0,12.01,1651.0,,,,197.34,,0.41,,45.06,45.06,5502264.0,219396847.75,9405.0,239.44,45.18,11.43,0.2766,48.49,1.0005
2007-08-06,10502075.0,409828728.69,18.73,19.9,9.12,454.96,2.0,282025047.96,4554580.0,7227039.0,177736088.45,,,91459.0,17.65,,,,0.83,411130.0,14823.0,,,17.65,91459.0,,22897.0,,197.36,,2.55,,45.71,45.71,5408752.0,211068951.23,58500.0,232.73,45.89,10.89,0.2918,50.31,1.0541
2007-08-07,10288867.0,404895256.26,18.35,19.69,8.94,444.43,2.0,282668946.03,4441115.0,7182952.0,174770107.92,,,69756.0,,,,,8.95,,209907.0,,,,69756.0,,26686.0,44088.0,191.41,2.18,,,42.25,42.25,6069229.0,238840878.32,,259.3,42.47,10.99,0.3057,51.57,0.9789
2007-08-08,10329210.0,420365992.0,18.42,20.34,8.97,448.79,2.0,292268276.87,4382797.0,7181600.0,178365897.16,,,207596.0,1.77,,,,13.6,32721.0,322713.0,,,1.77,207596.0,,56800.0,34073.0,191.76,1.42,,,41.72,41.7,6123524.0,249207949.18,,266.58,41.84,11.54,0.3036,51.25,0.9827
2007-08-09,10757575.0,444487545.48,19.18,21.4,9.34,472.82,2.0,319632102.02,4324563.0,7735799.0,178684730.82,,,22047.0,25.93,,,,8.99,554199.0,207860.0,,,25.93,22047.0,,127579.0,,194.56,,,,41.12,41.12,6191618.0,255828761.35,,275.85,41.36,10.72,0.3214,53.31,1.0229
2007-08-10,10851078.0,445572945.22,19.35,19.66,9.42,477.96,2.0,320685589.65,4331482.0,7809685.0,177861701.11,,,3608.0,3.44,,11651.0,,7.72,73694.0,175547.0,,,3.44,3608.0,0.55,178858.0,11459.0,195.29,0.23,,,41.32,41.32,6150173.0,252541793.29,,275.6,41.47,10.76,0.3216,53.35,1.0352
2007-08-13,10960111.0,444338059.41,19.54,18.87,9.52,481.86,2.0,315039466.67,4454401.0,7770812.0,180587577.64,,,112638.0,,,,,4.65,,98189.0,,,,112638.0,,108469.0,38873.0,199.52,1.77,,,42.47,42.47,6034506.0,244647219.86,,268.91,42.59,11.26,0.3177,52.82,1.0449
2007-08-14,10614182.0,422452680.36,18.93,18.22,9.22,464.91,2.0,306114653.86,4130147.0,7691173.0,164383055.65,,,,,,,,13.99,,306551.0,,,,,,1600.0,79639.0,183.14,3.63,0.87,,37.96,37.96,6751038.0,268696551.3,19303.0,297.41,38.11,10.72,0.333,54.54,0.9755
2007-08-15,10224622.0,405358615.04,18.23,17.57,8.88,447.67,2.0,281240314.94,4341648.0,7093906.0,172126110.9,,,385402.0,,,,,8.04,,182548.0,,,,385402.0,,8647.0,597267.0,191.32,26.39,,,39.92,39.92,6534590.0,259066041.98,,285.89,40.09,11.38,0.3262,53.83,0.9401
2007-08-16,10349880.0,394142432.76,18.45,17.54,8.99,449.77,2.0,271675894.18,4493816.0,7134002.0,171132763.92,,,159601.0,1.31,,,,1.39,40505.0,29921.0,,,1.31,159601.0,,22489.0,408.0,194.42,0.25,,,41.32,41.32,6382493.0,243057051.69,,274.72,41.44,11.35,0.3306,54.3,0.9516
2007-08-17,10174961.0,390737340.6,18.14,16.78,8.84,439.51,2.0,269631610.66,4431581.0,7021318.0,170180915.15,,,24060.0,0.3,,,,3.95,8490.0,88928.0,,,0.3,24060.0,,2633.0,121174.0,188.67,6.16,,,40.92,40.92,6397640.0,245681220.76,,269.03,41.22,11.13,0.3335,54.64,0.9396
2007-08-20,10044604.0,389864226.78,17.91,16.6,8.72,435.92,2.0,272851986.35,4284194.0,7029858.0,166283706.27,,,2425.0,2.96,,,,6.25,69201.0,149812.0,,,2.96,2425.0,,,60661.0,184.02,2.44,,,41.6,41.6,6014167.0,233429667.03,,254.95,41.92,11.26,0.3371,54.95,0.9754
2007-08-21,9605364.0,373342821.19,17.13,16.15,8.34,416.75,2.0,264971395.89,4080311.0,6817184.0,158594179.26,,7400.0,52010.0,,0.31,,,13.47,,312603.0,,7400.0,,52010.0,,49311.0,212674.0,175.65,9.07,,,39.93,39.93,6138297.0,238584307.61,,260.81,40.24,10.02,0.3448,55.88,0.94
2007-08-22,9255424.0,363718677.08,16.5,15.69,8.04,400.05,2.0,272629812.04,3846040.0,6937517.0,151141274.65,,,219930.0,1.47,,150000.0,,21.7,36784.0,482293.0,,,1.47,219930.0,6.65,28091.0,66451.0,164.51,2.93,,,37.21,37.21,6489920.0,255040192.3,,276.29,37.32,10.34,0.3671,58.33,0.8955
2007-08-23,9244816.0,367866322.81,16.48,15.61,8.03,402.42,2.0,275953699.56,3802981.0,6934968.0,151326823.18,,,85684.0,,,,,5.28,,128744.0,,,,85684.0,,,2549.0,164.62,0.0,,,37.63,37.63,6303650.0,250832525.57,,270.5,37.83,10.3,0.3641,58.02,0.9147
2007-08-24,9320247.0,371549587.82,16.62,15.69,8.09,405.41,2.0,276344602.1,3904929.0,6932049.0,155669131.99,,,132295.0,,,,,3.89,,90530.0,,,,132295.0,,60184.0,2919.0,169.65,0.14,,,38.7,38.7,6185088.0,246567166.84,,266.83,38.87,10.21,0.3583,57.42,0.9237
2007-08-27,9544749.0,377532114.0,17.02,16.35,8.29,414.71,2.0,280937913.32,3958822.0,7102659.0,156586877.1,,,120185.0,9.62,,,,3.9,239046.0,89766.0,,,9.62,120185.0,,23474.0,68436.0,172.4,2.96,,,39.33,39.33,6106488.0,241535458.26,,264.76,39.44,12.08,0.35,56.45,0.9483
2007-08-28,9216018.0,357956864.32,16.43,15.77,8.0,399.43,2.0,263662253.73,3977103.0,6788293.0,154473582.73,,,40721.0,,,30000.0,,1.1,,25641.0,,,,40721.0,1.3,3200.0,344366.0,172.37,15.27,,,39.22,39.22,6164472.0,239432590.87,,264.26,39.48,12.32,0.3348,54.94,0.9087
2007-08-29,9173277.0,353780552.54,16.36,15.58,7.97,395.6,2.0,258395163.43,4056653.0,6700002.0,156450627.16,,,82410.0,0.45,,,,0.22,9218.0,3436.0,,,0.45,82410.0,,577.0,97509.0,173.58,4.81,,,40.4,40.4,5984963.0,230818661.32,,254.19,40.58,12.25,0.3364,55.08,0.9135
2007-08-30,9138269.0,359281840.07,16.29,15.83,7.94,393.95,2.0,262889493.61,4035100.0,6686547.0,158644722.85,,,9558.0,,,,,2.67,,61497.0,,,,9558.0,,30385.0,13455.0,172.92,0.67,,,40.18,40.18,6006748.0,236162392.93,,255.31,40.38,12.17,0.3361,55.07,0.91
2007-08-31,9076901.0,358196969.62,16.18,15.63,7.88,392.58,2.0,261453728.08,4038298.0,6625376.0,159361229.79,,,10198.0,,,,,0.3,,7000.0,,,,10198.0,,,61172.0,174.43,2.52,,,40.4,40.4,5957584.0,235101003.64,,256.02,40.52,12.27,0.332,54.64,0.9081
2007-09-03,9275956.0,370038375.37,16.54,15.93,8.06,402.26,2.0,263402990.22,4255312.0,6602868.0,169753795.64,,,143014.0,,,,,0.59,,13700.0,,,,143014.0,,87700.0,22507.0,185.0,0.81,,,42.65,42.65,5721774.0,228254204.23,,247.82,42.74,11.99,0.3187,53.14,0.9297
2007-09-04,9256832.0,369783304.61,16.5,15.81,8.04,402.36,2.0,269312391.97,4086169.0,6741731.0,163230474.1,,,34161.0,6.28,,,,9.53,138863.0,219085.0,,,6.28,34161.0,,15780.0,,178.81,,,,40.48,40.48,6008098.0,240005904.06,,262.14,40.55,12.37,0.3237,53.77,0.917
2007-09-05,9161254.0,366467828.12,16.33,15.71,7.96,398.43,2.0,270078781.02,3964678.0,6751644.0,158594766.16,,9744.0,7635.0,0.49,0.42,,,6.25,9913.0,142870.0,,9744.0,0.49,7635.0,,4000.0,,173.64,,,,39.23,39.23,6141399.0,245667804.12,,268.26,39.29,12.52,0.3289,54.34,0.9065
2007-09-06,9563754.0,385104487.69,17.05,16.43,8.31,416.57,2.0,271608851.88,4416196.0,6745183.0,177827336.22,,,202472.0,,,,,0.01,,963.0,,,,202472.0,,250009.0,6461.0,193.96,0.16,,,44.13,44.13,5590038.0,225094530.89,,244.88,44.2,11.96,0.3069,51.8,0.9558
2007-09-07,9598033.0,380692796.48,17.11,16.79,8.34,418.03,2.0,269084547.32,4413197.0,6784164.0,175043397.68,,,10154.0,0.39,,30243.0,,0.8,8738.0,18957.0,,,0.39,10154.0,1.39,5804.0,,193.74,,,,44.3,44.3,5549781.0,220124440.99,,242.58,44.4,12.0,0.3055,51.68,0.9634
2007-09-10,9495595.0,372896428.57,16.93,16.82,8.25,411.54,2.0,267855514.61,4257094.0,6820788.0,167178059.79,,,168663.0,0.14,,45512.0,,14.92,1700.0,327662.0,,,0.14,168663.0,1.99,12896.0,10588.0,184.61,0.79,0.44,,42.31,42.31,5804975.0,227964066.01,10000.0,250.03,42.47,12.01,0.3084,52.46,0.9437
2007-09-11,9535804.0,383019947.01,17.0,17.29,8.28,413.26,2.0,276124899.78,4226518.0,6874506.0,169764468.78,,,,2.16,,,,1.33,53717.0,30576.0,,,2.16,,,,,183.47,,,,41.77,41.77,5892436.0,236678577.34,,254.49,41.89,11.95,0.3078,52.45,0.9424
2007-09-12,9841890.0,394144517.44,17.55,17.82,8.55,426.37,2.0,283648699.52,4508256.0,7082781.0,180545036.13,,,153277.0,2.81,,150000.0,,0.61,58293.0,13951.0,,,2.81,153277.0,6.59,142412.0,18.0,197.47,0.09,,,44.36,44.36,5653904.0,226425540.59,,246.2,44.51,11.84,0.2892,50.45,0.9685
2007-09-13,10093166.0,405038092.91,18.0,18.41,8.77,436.08,2.0,274675518.35,4574349.0,6844654.0,183568326.85,,,184118.0,2.43,,,,5.29,56000.0,121802.0,,,2.43,184118.0,,3777.0,16909.0,200.7,0.87,,13.51,45.14,45.14,5559462.0,223100847.26,,242.12,45.32,11.41,0.2711,48.7,0.996
2007-09-14,10055203.0,402779138.46,17.93,18.36,8.73,432.36,2.0,283635589.1,4500441.0,7080837.0,180273212.65,,,19358.0,2.14,,190000.0,,4.23,53077.0,96106.0,,,2.14,19358.0,8.31,2840.0,6894.0,196.93,0.32,,,44.41,44.41,5632303.0,225611969.24,,245.23,44.54,11.54,0.2712,48.77,0.9923
2007-09-17,10495618.0,417253918.34,18.71,19.11,9.12,454.68,2.0,295875957.13,4565824.0,7442473.0,181514604.9,,11300.0,81642.0,19.33,0.5,,,0.15,369583.0,5386.0,,11300.0,19.33,81642.0,,,7947.0,199.5,0.08,0.97,,44.75,44.75,5637686.0,224126542.51,22173.0,245.3,44.85,10.93,0.2836,50.33,1.0286
2007-09-18,10541333.0,422251944.99,18.8,19.45,9.16,456.02,2.0,299212312.16,4589672.0,7469703.0,183847519.93,,,26709.0,1.2,,,,0.15,32544.0,2860.0,,,1.2,26709.0,,,5313.0,199.61,0.33,,,45.35,45.35,5531257.0,221564391.0,,240.34,45.37,10.83,0.2831,50.3,1.0415
2007-09-19,10692673.0,441903654.37,18.53,19.53,9.16,466.95,2.0,327501288.35,4783283.0,7924497.0,197682117.24,12.69,,182847.0,9.0,,,252218.0,1.59,206073.0,40236.0,12.69,,9.0,182847.0,,51000.0,3497.0,211.02,0.0,,,45.72,45.72,5678832.0,234693103.71,,249.96,45.78,10.64,0.2802,49.91,1.022
2007-09-20,10734346.0,438227801.08,18.61,19.74,9.19,471.15,2.0,324974060.81,4800874.0,7960207.0,195994842.75,,,23577.0,2.52,,,,1.41,35709.0,32601.0,,,2.52,23577.0,,26615.0,,214.88,,,,45.79,45.79,5682622.0,231992050.89,,253.3,45.9,10.89,0.2761,49.39,1.0239
2007-09-21,10718075.0,445991415.93,18.58,22.09,9.18,471.89,2.0,330551602.57,4616414.0,7943823.0,192094290.85,,,50418.0,1.97,,,,10.28,16572.0,236229.0,,,1.97,50418.0,,1350.0,32956.0,206.94,1.7,,,44.11,44.11,5849478.0,243403500.69,,261.1,44.21,10.9,0.2773,49.53,1.0241
2007-09-24,10777654.0,433590528.0,18.68,22.95,9.23,474.99,2.0,321004879.69,4652776.0,7979140.0,187183556.14,,22173.0,121119.0,2.46,1.01,45000.0,,5.55,49577.0,113814.0,,22173.0,2.46,121119.0,1.98,20682.0,59260.0,209.03,2.7,0.63,,44.1,44.1,5897324.0,237252358.16,13797.0,262.82,44.3,10.87,0.2797,49.75,1.0216
2007-09-25,10840218.0,447208428.12,18.79,23.24,9.28,475.02,2.0,321705000.89,4887590.0,7798047.0,201635376.82,,,258984.0,0.0,,,,1.99,1620.0,42403.0,,,0.0,258984.0,,18233.0,182713.0,216.58,8.87,,,46.59,46.59,5603205.0,231157759.05,,247.21,46.7,10.76,0.2649,47.91,1.0333
2007-09-26,10670060.0,446334885.52,18.49,22.74,9.14,471.45,2.0,315326377.58,5281577.0,7538177.0,220931472.33,,,132777.0,0.87,,,,0.32,8100.0,12047.0,,,0.87,132777.0,,277080.0,267970.0,238.65,11.33,0.17,,50.32,50.32,5214560.0,218128111.8,3822.0,233.69,50.52,10.98,0.2652,47.77,1.0166
2007-09-27,11486447.0,479959713.86,19.91,24.66,9.84,511.66,2.0,349926572.12,5371597.0,8374480.0,224451491.32,,,96284.0,39.67,,2300.0,,0.91,844003.0,19865.0,,,39.67,96284.0,0.11,13600.0,10000.0,244.85,0.38,,,51.1,51.1,5140247.0,214784561.26,,232.4,51.3,10.14,0.2424,45.34,1.0927
2007-09-28,11442959.0,481490617.64,19.83,25.09,9.8,509.56,2.0,351735731.69,5275030.0,8359244.0,221959849.09,,,84048.0,1.92,,,,8.35,39435.0,180614.0,,,1.92,84048.0,,,54671.0,240.13,2.61,,,50.19,50.19,5235507.0,220296821.75,,237.49,50.28,9.93,0.2444,45.64,1.0887
2007-10-01,11344791.0,491052160.0,19.66,25.61,9.72,503.86,2.0,357506928.69,5266615.0,8259492.0,227962125.67,,431392.0,2584.0,2.61,15.84,,,0.03,59531.0,1000.0,,431392.0,2.61,2584.0,,,159284.0,237.33,6.31,20.17,,49.93,49.93,5281868.0,228622342.2,441392.0,236.17,50.12,10.58,0.2464,45.82,1.0755
2007-10-02,11250894.0,491205568.59,19.5,25.36,9.64,504.04,2.0,358867665.13,5146446.0,8219740.0,224689960.96,,441392.0,4352.0,,20.28,,,5.57,,124520.0,,441392.0,,4352.0,,,39752.0,234.35,0.0,15.84,,48.66,48.66,5429983.0,237068973.09,431392.0,248.12,48.57,10.64,0.2462,45.82,1.0637
2007-10-03,11351184.0,496103090.84,19.67,25.1,9.72,511.6,2.0,356759645.96,5194595.0,8162909.0,227029588.73,,431392.0,196721.0,2.12,15.91,6421.0,,6.04,36748.0,148571.0,,431392.0,2.12,196721.0,0.32,,100000.0,239.58,4.58,20.28,,48.34,48.34,5551820.0,242642094.58,441392.0,259.31,48.02,12.44,0.2423,45.12,1.0563
2007-10-04,11389248.0,495059159.11,19.74,25.88,9.76,516.85,2.0,361743617.29,5256076.0,8322213.0,228467109.05,,431392.0,7124.0,8.65,20.62,,,0.17,189804.0,4000.0,,431392.0,8.65,7124.0,,58357.0,30500.0,246.98,1.41,15.91,,50.36,50.36,5181370.0,225219845.53,431392.0,246.16,50.08,12.31,0.2394,44.67,1.0912
2007-10-05,11492229.0,503108072.51,19.92,26.6,9.84,521.88,2.0,366776731.97,5303186.0,8378085.0,232163463.38,,,50049.0,2.98,,,,0.1,64844.0,2940.0,,,2.98,50049.0,,,8972.0,249.0,0.47,,,49.55,49.55,5400179.0,236409633.67,,256.72,49.24,12.2,0.2355,44.28,1.0737
2007-10-08,11328363.0,505567138.28,19.64,25.99,9.7,517.54,2.0,369154874.89,5005436.0,8271741.0,223384786.87,,,10129.0,4.35,,,,13.45,97099.0,311701.0,,,4.35,10129.0,,3822.0,203443.0,238.87,8.95,,,46.91,46.91,5665767.0,252854327.53,,273.35,46.64,12.26,0.2382,44.8,1.0616
2007-10-09,11137258.0,488382762.95,19.3,24.25,9.54,508.72,2.0,359110441.27,5014787.0,8189285.0,219904713.59,,,15326.0,9.6,,,,0.59,206044.0,12000.0,,,9.6,15326.0,,6025.0,54200.0,239.43,2.08,,10.81,46.87,46.87,5685403.0,249312068.16,,276.3,46.43,12.6,0.2472,45.66,1.0408
