,HDF FP Equity_DX_SI_QTY,HDF FP Equity_DX_SHORT_INTEREST_VALUE,HDF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,HDF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,HDF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,HDF FP Equity_DX_SI_MV,HDF FP Equity_DX_DSS,HDF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,HDF FP Equity_DX_SUPPLY_SI_QTY,HDF FP Equity_DX_BROKER_SI_QTY,HDF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,HDF FP Equity_DX_BROKER_SI_MV_NEW_x,HDF FP Equity_DX_SUPPLY_SI_QTY_INC_x,HDF FP Equity_DX_BROKER_SI_MV_INC_x,HDF FP Equity_DX_BROKER_SI_QTY_ADD,HDF FP Equity_DX_BROKER_SI_QTY_NEW,HDF FP Equity_DX_SUPPLY_SI_MV_DEC,HDF FP Equity_DX_BROKER_SI_QTY_INC,HDF FP Equity_DX_SUPPLY_SI_QTY_DEC,HDF FP Equity_DX_BROKER_SI_MV_NEW_y,HDF FP Equity_DX_BROKER_SI_MV_INC_y,HDF FP Equity_DX_SUPPLY_SI_QTY_INC_y,HDF FP Equity_DX_BROKER_SI_MV_ADD,HDF FP Equity_DX_SUPPLY_SI_QTY_ADD,HDF FP Equity_DX_BROKER_SI_QTY_DEC,HDF FP Equity_DX_SUPPLY_SI_MV,HDF FP Equity_DX_BROKER_SI_MV_DEC,HDF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,HDF FP Equity_DX_UTILIZATION_QUANTITY,HDF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,HDF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,HDF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,HDF FP Equity_DX_ACTIVE_UTILIZATION_MV,HDF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,HDF FP Equity_DX_BROKER_SI_CON_RATIO,HDF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,HDF FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19296.0,0.02,0.0,,0.0,,0.0
2021-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,18936.0,0.02,0.0,,0.0,,0.0
2021-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19224.0,0.02,0.0,,0.0,,0.0
2021-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19224.0,0.02,0.0,,0.0,,0.0
2021-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19440.0,0.02,0.0,,0.0,,0.0
2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19260.0,0.02,0.0,,0.0,,0.0
2021-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,18972.0,0.02,0.0,,0.0,,0.0
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19044.0,0.02,0.0,,0.0,,0.0
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19080.0,0.02,0.0,,0.0,,0.0
2021-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,18936.0,0.02,0.0,,0.0,,0.0
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,18360.0,0.02,0.0,,0.0,,0.0
2021-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,18540.0,0.02,0.0,,0.0,,0.0
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,18540.0,0.02,0.0,,0.0,,0.0
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,18504.0,0.02,0.0,,0.0,,0.0
2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,18648.0,0.02,0.0,,0.0,,0.0
2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19044.0,0.02,0.0,,0.0,,0.0
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19080.0,0.02,0.0,,0.0,,0.0
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19440.0,0.02,0.0,,0.0,,0.0
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19080.0,0.02,0.0,,0.0,,0.0
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19044.0,0.02,0.0,,0.0,,0.0
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,19800.0,0.02,0.0,,0.0,,0.0
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,20160.0,0.02,0.0,,0.0,,0.0
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,20556.0,0.02,0.0,,0.0,,0.0
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,20700.0,0.02,0.0,,0.0,,0.0
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,720.0,20808.0,0.02,0.0,,0.0,,0.0
2022-01-10,800.0,23960.0,0.01,0.2,0.01,0.02,0.0,11980.0,400.0,400.0,11980.0,,,,400.0,,,,,,,,0.01,400.0,,0.01,,26.32,26.32,1120.0,33544.0,0.03,25.65,,1.0,100.0,0.5263
2022-01-11,800.0,23880.0,0.01,0.19,0.01,0.02,0.0,11940.0,400.0,400.0,11940.0,,,,,,,,,,,,,,,0.01,,26.32,26.32,1120.0,33432.0,0.03,25.64,,1.0,100.0,0.5263
2022-01-12,800.0,23680.0,0.01,0.18,0.01,0.02,0.0,11840.0,400.0,400.0,11840.0,,,,,,,,,,,,,,,0.01,,26.32,26.32,1120.0,33152.0,0.03,25.64,,1.0,100.0,0.5263
2022-01-13,800.0,24000.0,0.01,0.19,0.01,0.02,0.0,12000.0,400.0,400.0,12000.0,,,,,,,,,,,,,,,0.01,,26.32,26.32,1120.0,33600.0,0.03,25.64,,1.0,100.0,0.5263
2022-01-14,800.0,23760.0,0.01,0.18,0.01,0.02,0.0,11880.0,400.0,400.0,11880.0,,,,,,,,,,,,,,,0.01,,26.32,26.32,1120.0,33264.0,0.03,25.49,,1.0,100.0,0.5263
2022-01-17,800.0,23760.0,0.01,0.19,0.01,0.02,0.0,11880.0,400.0,400.0,11880.0,,,,,,,,,,,,,,,0.01,,26.32,26.32,1120.0,33264.0,0.03,25.64,,1.0,100.0,0.5263
2022-01-18,800.0,24080.0,0.01,0.19,0.01,0.02,0.0,12040.0,400.0,400.0,12040.0,,,,,,,,,,,,,,,0.01,,26.32,26.32,1120.0,33712.0,0.03,25.64,,1.0,100.0,0.5263
2022-01-19,800.0,24480.0,0.01,0.2,0.01,0.02,0.0,12240.0,400.0,400.0,12240.0,,,,,,,,,,,,,,,0.01,,26.32,26.32,1120.0,34272.0,0.03,25.64,,1.0,100.0,0.5263
2022-01-20,800.0,24080.0,0.01,0.2,0.01,0.02,0.0,12040.0,400.0,400.0,12040.0,,,,,,,,,,,,,,,0.01,,26.32,26.32,1120.0,33712.0,0.04,25.84,,1.0,100.0,0.5263
2022-01-21,800.0,23800.0,0.01,0.19,0.01,0.02,0.0,11900.0,400.0,400.0,11900.0,,,,,,,,,,,,,,,0.01,,26.32,26.32,1120.0,33320.0,0.03,25.65,,1.0,100.0,0.5263
2022-01-24,800.0,23040.0,0.01,0.18,0.01,0.02,0.0,11520.0,400.0,400.0,11520.0,,,,,,,,,,,,,,,0.01,,26.32,26.32,1120.0,32256.0,0.03,25.51,,1.0,100.0,0.5263
2022-01-25,800.0,22560.0,0.01,0.18,0.01,0.02,0.0,11280.0,400.0,400.0,11280.0,,,,,,,,,,,,,,,0.01,,26.32,26.32,1120.0,31584.0,0.03,25.12,,1.0,100.0,0.5263
2022-01-26,998.0,28443.0,0.01,0.22,0.01,0.03,0.0,14221.5,499.0,499.0,14221.5,,99.0,,99.0,,,,,,,99.0,0.0,,,0.01,,40.94,40.94,720.0,20520.0,0.02,38.62,19.76,0.6829,80.24,0.8187
2022-01-27,1198.0,33903.4,0.01,0.27,0.01,0.03,0.0,16951.7,599.0,599.0,16951.7,,100.0,0.0,,,,100.0,,,0.0,100.0,,,,0.02,,45.41,45.41,720.0,20376.0,0.02,44.42,16.58,0.7234,83.42,0.9083
2022-01-28,1198.0,34083.1,0.01,0.26,0.01,0.03,0.0,17041.55,599.0,599.0,17041.55,,,,,,,,,,,,,,,0.02,,45.41,45.41,720.0,20484.0,0.02,44.44,16.49,0.7246,83.51,0.9083
2022-01-31,1198.0,34083.1,0.01,0.26,0.01,0.03,0.0,17041.55,599.0,599.0,17041.55,,,,,,,,,,,,,,,0.02,,45.41,45.41,720.0,20484.0,0.02,44.54,16.53,0.7241,83.47,0.9083
2022-02-01,1198.0,34502.4,0.01,0.27,0.01,0.03,0.0,17251.2,599.0,599.0,17251.2,,,,,,,,,,,,,,,0.02,,45.41,45.41,720.0,20736.0,0.02,44.4,16.44,0.7252,83.56,0.9083
2022-02-02,1198.0,34502.4,0.01,0.28,0.01,0.03,0.0,17251.2,599.0,599.0,17251.2,,,,,,,,,,,,,,,0.02,,45.41,45.41,720.0,20736.0,0.02,45.43,16.53,0.7241,83.47,0.9083
2022-02-03,600.0,16680.0,0.0,0.14,0.0,0.02,0.0,13900.0,100.0,500.0,2780.0,,,,,,0.01,,499.0,,,,,,99.0,0.0,0.0,8.2,8.2,1120.0,31136.0,0.03,8.03,,1.0,100.0,0.4918
2022-02-04,717.0,20076.0,0.01,0.16,0.01,0.02,0.0,8400.0,417.0,300.0,11676.0,,,,,,,,,,,,,317.0,200.0,0.01,0.01,100.0,34.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.5877
2022-02-07,1717.0,47990.15,0.01,0.39,0.01,0.05,0.0,16770.0,1117.0,600.0,31220.15,,700.0,,300.0,,,,,,,700.0,0.01,,,0.03,,100.0,73.49,0.0,0.0,0.0,100.0,42.84,0.3877,42.87,1.1296
2022-02-08,1717.0,47475.05,0.01,0.41,0.01,0.05,0.0,16590.0,1117.0,600.0,30885.05,,,,,,,,,,,,,,,0.03,,100.0,73.49,0.0,0.0,0.0,100.0,42.73,0.3876,42.96,1.1296
2022-02-09,1717.0,46874.1,0.01,0.42,0.01,0.05,0.0,16380.0,1117.0,600.0,30494.1,,,,,,,,,,,,,,,0.03,,100.0,73.49,0.0,0.0,0.0,100.0,42.7,0.3875,42.97,1.1296
2022-02-10,1717.0,46444.85,0.01,0.43,0.01,0.05,0.0,16230.0,1117.0,600.0,30214.85,,,,,,,,,,,,,,,0.03,,100.0,73.49,0.0,0.0,0.0,100.0,42.74,0.3876,42.94,1.1296
2022-02-11,1717.0,46273.15,0.01,0.43,0.01,0.05,0.0,16170.0,1117.0,600.0,30103.15,,,,,,,,,,,,,,,0.03,,100.0,73.49,0.0,0.0,0.0,100.0,42.76,0.3871,42.84,1.1296
2022-02-14,1717.0,46187.3,0.01,0.43,0.01,0.05,0.0,16140.0,1117.0,600.0,30047.3,,,,,,,,,,,,,,,0.03,,100.0,73.49,0.0,0.0,0.0,100.0,42.83,0.3877,42.87,1.1296
2022-02-15,2017.0,54660.7,0.01,0.51,0.01,0.05,0.0,16260.0,1417.0,600.0,38400.7,,300.0,,,,,,,,,300.0,,,,0.04,,100.0,77.86,0.0,0.0,0.0,100.0,35.25,0.3357,35.38,1.1082
2022-02-16,2017.0,54761.55,0.01,0.53,0.01,0.05,0.0,16290.0,1417.0,600.0,38471.55,,,,,,,,,,,,,,,0.04,,100.0,77.86,0.0,0.0,0.0,100.0,35.28,0.3357,35.32,1.1082
2022-02-17,2017.0,54459.0,0.01,0.55,0.01,0.05,0.0,16200.0,1417.0,600.0,38259.0,,,,,,,,,,,,,,,0.04,,100.0,77.86,0.0,0.0,0.0,100.0,35.23,0.3356,35.33,1.1082
2022-02-18,2017.0,54459.0,0.01,0.55,0.01,0.05,0.0,16200.0,1417.0,600.0,38259.0,,,,,,,,,,,,,,,0.04,,100.0,77.86,0.0,0.0,0.0,100.0,35.26,0.3356,35.26,1.1082
2022-02-21,2017.0,54055.6,0.01,0.57,0.01,0.05,0.0,16080.0,1417.0,600.0,37975.6,,,,,,,,,,,,,,,0.04,,100.0,77.86,0.0,0.0,0.0,100.0,35.21,0.3356,35.34,1.1082
2022-02-22,2717.0,70642.0,0.02,0.82,0.02,0.07,0.0,24700.0,1767.0,950.0,45942.0,,350.0,,350.0,,,,,,,350.0,0.01,,,0.05,,100.0,97.09,0.0,0.0,0.0,100.0,28.96,0.2597,29.4,1.4929
2022-02-23,2317.0,60473.7,0.02,0.71,0.02,0.06,0.0,24795.0,1367.0,950.0,35678.7,,,,,,0.01,,400.0,,,,,,,0.04,,100.0,89.93,0.0,0.0,0.0,100.0,36.34,0.3132,36.41,1.5243
2022-02-24,2317.0,58620.1,0.02,0.72,0.02,0.06,0.0,24035.0,1367.0,950.0,34585.1,,,,,,,,,,,,,,,0.04,,100.0,96.27,0.0,0.0,0.0,100.0,36.01,0.3126,36.57,1.6317
2022-02-25,2317.0,59199.35,0.02,0.69,0.02,0.06,0.0,24272.5,1367.0,950.0,34926.85,,,,,,,,,,,,,,,0.04,,100.0,96.27,0.0,0.0,0.0,100.0,36.37,0.3135,36.55,1.6317
2022-02-28,2317.0,58388.4,0.02,0.71,0.02,0.06,0.0,23940.0,1367.0,950.0,34448.4,,,,,,,,,,,,,,,0.03,,100.0,96.27,0.0,0.0,0.0,100.0,36.2,0.3129,36.45,1.6317
2022-03-01,2317.0,59662.75,0.02,0.74,0.02,0.06,0.0,24462.5,1367.0,950.0,35200.25,,,,,,,,,,,,,,,0.03,,100.0,96.27,0.0,0.0,0.0,100.0,36.22,0.3135,36.62,1.6317
2022-03-02,2317.0,59778.6,0.02,0.74,0.02,0.06,0.0,24510.0,1367.0,950.0,35268.6,,,,,,,,,,,,,,,0.04,,100.0,96.27,0.0,0.0,0.0,100.0,36.35,0.3132,36.39,1.6317
2022-03-03,2317.0,59894.45,0.02,0.78,0.02,0.06,0.0,24557.5,1367.0,950.0,35336.95,,,,,,,,,,,,,,,0.04,,100.0,96.27,0.0,0.0,0.0,100.0,36.35,0.3132,36.39,1.6317
2022-03-04,2317.0,59778.6,0.02,0.82,0.02,0.06,0.0,24510.0,1367.0,950.0,35268.6,,,,,,,,,,,,,,,0.04,,100.0,96.27,0.0,0.0,0.0,100.0,36.35,0.3131,36.38,1.6317
2022-03-07,2217.0,61410.9,0.02,0.81,0.02,0.06,0.0,26315.0,1267.0,950.0,35095.9,,,,,,0.0,,100.0,,,,,,,0.03,,100.0,95.98,0.0,0.0,0.0,100.0,38.17,0.3518,39.57,1.6795
2022-03-08,2217.0,62297.7,0.02,0.68,0.02,0.06,0.0,26695.0,1267.0,950.0,35602.7,,,,,,,,,,,,,,,0.04,,100.0,95.98,0.0,0.0,0.0,100.0,38.6,0.3509,38.88,1.6795
2022-03-09,2217.0,68727.0,0.02,0.66,0.02,0.06,0.0,29450.0,1267.0,950.0,39277.0,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,37.95,0.3523,39.91,1.4586
2022-03-10,2217.0,70389.75,0.02,0.5,0.02,0.07,0.0,30162.5,1267.0,950.0,40227.25,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.53,0.351,39.0,1.4586
2022-03-11,2217.0,67729.35,0.02,0.45,0.02,0.07,0.0,29022.5,1267.0,950.0,38706.85,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.16,0.3496,38.9,1.4586
2022-03-14,2217.0,68283.6,0.02,0.43,0.02,0.07,0.0,29260.0,1267.0,950.0,39023.6,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.65,0.3508,38.81,1.4586
2022-03-15,2217.0,67396.8,0.02,0.42,0.02,0.07,0.0,28880.0,1267.0,950.0,38516.8,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.56,0.3505,38.81,1.4586
2022-03-16,2217.0,67618.5,0.02,0.42,0.02,0.07,0.0,28975.0,1267.0,950.0,38643.5,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.69,0.3507,38.75,1.4586
2022-03-17,2217.0,68505.3,0.02,0.42,0.02,0.07,0.0,29355.0,1267.0,950.0,39150.3,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.61,0.3509,38.86,1.4586
2022-03-18,2217.0,68283.6,0.02,0.42,0.02,0.07,0.0,29260.0,1267.0,950.0,39023.6,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.67,0.3506,38.73,1.4586
2022-03-21,2217.0,66620.85,0.02,0.42,0.02,0.07,0.0,28547.5,1267.0,950.0,38073.35,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.42,0.3503,38.89,1.4586
2022-03-22,2217.0,68505.3,0.02,0.41,0.02,0.07,0.0,29355.0,1267.0,950.0,39150.3,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.5,0.3511,39.04,1.4586
2022-03-23,2217.0,69170.4,0.02,0.41,0.02,0.07,0.0,29640.0,1267.0,950.0,39530.4,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.51,0.35,38.7,1.4586
2022-03-24,2217.0,68061.9,0.02,0.4,0.02,0.07,0.0,29165.0,1267.0,950.0,38896.9,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.34,0.3493,38.66,1.4586
2022-03-25,2217.0,68061.9,0.02,0.39,0.02,0.07,0.0,29165.0,1267.0,950.0,38896.9,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.61,0.35,38.61,1.4586
2022-03-28,2217.0,69946.35,0.02,0.38,0.02,0.07,0.0,29972.5,1267.0,950.0,39973.85,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.5,0.3511,39.04,1.4586
2022-03-29,2217.0,70057.2,0.02,0.37,0.02,0.07,0.0,30020.0,1267.0,950.0,40037.2,,,,,,,,,,,,,,,0.04,,100.0,83.36,0.0,0.0,0.0,100.0,38.7,0.3507,38.73,1.4586
2022-03-30,2617.0,84005.7,0.02,0.43,0.02,0.08,0.0,36915.0,1467.0,1150.0,47090.7,,200.0,0.01,,,,200.0,,,0.01,200.0,,,,0.05,,100.0,85.29,0.0,0.0,0.0,100.0,30.64,0.3909,51.48,1.5215
2022-03-31,2617.0,84921.65,0.02,0.42,0.02,0.08,0.0,37317.5,1467.0,1150.0,47604.15,,,,,,,,,,,,,,,0.05,,100.0,85.29,0.0,0.0,0.0,100.0,30.68,0.3906,51.42,1.5215
2022-04-01,2317.0,75302.5,0.02,0.37,0.02,0.07,0.0,27625.0,1467.0,850.0,47677.5,,,,,,,,,,,,,,300.0,0.05,0.01,100.0,85.29,0.0,0.0,0.0,100.0,21.31,0.4455,60.61,1.3471
2022-04-04,2317.0,75302.5,0.02,0.36,0.02,0.08,0.0,27625.0,1467.0,850.0,47677.5,,,,,,,,,,,,,,,0.05,,100.0,85.29,0.0,0.0,0.0,100.0,21.27,0.4454,60.6,1.3471
2022-04-05,2017.0,64544.0,0.01,0.31,0.01,0.07,0.0,27200.0,1167.0,850.0,37344.0,,,,,,0.01,,300.0,,,,,,,0.04,,100.0,82.18,0.0,0.0,0.0,100.0,26.07,0.6145,73.93,1.4204
2022-04-06,1317.0,41222.1,0.01,0.21,0.01,0.04,0.0,15650.0,817.0,500.0,25572.1,,,,,,0.01,,350.0,,,,,,350.0,0.03,0.01,100.0,57.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.9275
2022-04-07,2465.0,77154.5,0.02,0.38,0.02,0.08,0.0,33616.2,1391.0,1074.0,43538.3,,574.0,,574.0,,,,,,,574.0,0.02,,,0.04,,100.0,97.96,0.0,0.0,0.0,100.0,36.47,0.5366,63.53,1.7359
2022-04-08,2465.0,76908.0,0.02,0.39,0.02,0.08,0.0,33508.8,1391.0,1074.0,43399.2,,,,,,,,,,,,,,,0.04,,100.0,97.96,0.0,0.0,0.0,100.0,36.55,0.5362,63.45,1.7359
2022-04-11,2465.0,76908.0,0.02,0.4,0.02,0.08,0.0,33508.8,1391.0,1074.0,43399.2,,,,,,,,,,,,,,,0.04,,100.0,97.96,0.0,0.0,0.0,100.0,36.47,0.5366,63.53,1.7359
2022-04-12,1317.0,41617.2,0.01,0.21,0.01,0.04,0.0,15800.0,817.0,500.0,25817.2,,,,,,0.02,,574.0,,,,,,574.0,0.03,0.02,100.0,57.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.9275
2022-04-13,1317.0,41880.6,0.01,0.21,0.01,0.04,0.0,15900.0,817.0,500.0,25980.6,,,,,,,,,,,,,,,0.03,,100.0,57.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.9275
2022-04-14,1855.0,59823.75,0.01,0.29,0.01,0.06,0.0,33475.5,817.0,1038.0,26348.25,,,,538.0,,,,,,,,0.02,,,0.03,,100.0,57.54,0.0,0.0,0.0,100.0,34.86,0.5458,65.14,1.3063
2022-04-15,1855.0,59823.75,0.01,0.29,0.01,0.06,0.0,33475.5,817.0,1038.0,26348.25,,,,,,,,,,,,,,,0.03,,100.0,57.54,0.0,0.0,0.0,100.0,35.18,0.5439,64.82,1.3063
2022-04-18,2393.0,77174.25,0.02,0.37,0.02,0.08,0.0,33475.5,1355.0,1038.0,43698.75,,538.0,,,,,,,,,538.0,,,,0.04,,100.0,95.42,0.0,0.0,0.0,100.0,35.14,0.5442,64.86,1.6852
2022-04-19,1317.0,42802.5,0.01,0.2,0.01,0.04,0.0,16250.0,817.0,500.0,26552.5,,,,,,0.02,,538.0,,,,,,538.0,0.03,0.02,100.0,57.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.9275
2022-04-20,2393.0,78610.05,0.02,0.37,0.02,0.08,0.0,34098.3,1355.0,1038.0,44511.75,,538.0,,538.0,,,,,,,538.0,0.02,,,0.04,,100.0,95.42,0.0,0.0,0.0,100.0,34.86,0.5459,65.14,1.6852
2022-04-21,2393.0,78969.0,0.02,0.39,0.02,0.08,0.0,34254.0,1355.0,1038.0,44715.0,,,,,,,,,,,,,,,0.04,,100.0,95.42,0.0,0.0,0.0,100.0,34.93,0.5454,65.07,1.6852
2022-04-22,1317.0,40168.5,0.01,0.22,0.01,0.04,0.0,15250.0,817.0,500.0,24918.5,,,,,,0.02,,538.0,,,,,,538.0,0.03,0.02,100.0,57.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.9275
2022-04-25,1633.0,47193.7,0.01,0.32,0.01,0.05,0.0,19016.2,975.0,658.0,28177.5,,158.0,,158.0,,,,,,,158.0,0.0,,,0.03,,100.0,68.66,0.0,0.0,0.0,100.0,13.96,0.7598,86.04,1.15
2022-04-26,1633.0,46540.5,0.01,0.33,0.01,0.05,0.0,18753.0,975.0,658.0,27787.5,,,,,,,,,,,,,,,0.03,,100.0,68.66,0.0,0.0,0.0,100.0,13.73,0.7632,86.27,1.15
2022-04-27,1000.0,27300.0,0.01,0.21,0.01,0.03,0.0,13650.0,500.0,500.0,13650.0,,,,,,0.01,,475.0,,,,,,158.0,0.01,0.0,100.0,35.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.7042
2022-04-28,1000.0,28400.0,0.01,0.2,0.01,0.03,0.0,14200.0,500.0,500.0,14200.0,,,,,,,,,,,,,,,0.01,,100.0,35.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.7042
2022-04-29,1000.0,28750.0,0.01,0.2,0.01,0.03,0.0,14375.0,500.0,500.0,14375.0,,,,,,,,,,,,,,,0.01,,100.0,35.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.7042
2022-05-02,1000.0,28550.0,0.01,0.2,0.01,0.03,0.0,14275.0,500.0,500.0,14275.0,,,,,,,,,,,,,,,0.01,,100.0,35.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.7042
2022-05-03,1000.0,28600.0,0.01,0.2,0.01,0.03,0.0,14300.0,500.0,500.0,14300.0,,,,,,,,,,,,,,,0.01,,100.0,35.21,0.0,0.0,0.0,100.0,,1.0,100.0,0.7042
2022-05-04,3310.0,95990.0,0.02,0.67,0.02,0.1,0.0,47995.0,1655.0,1655.0,47995.0,,300.0,0.01,855.0,,,300.0,,,0.01,300.0,0.02,855.0,,0.05,,100.0,96.22,0.0,0.0,0.0,100.0,34.67,0.547,65.33,1.9244
2022-05-05,3310.0,95990.0,0.02,0.68,0.02,0.1,0.0,47995.0,1655.0,1655.0,47995.0,,,,,,,,,,,,,,,0.05,,100.0,96.22,0.0,0.0,0.0,100.0,35.15,0.5441,64.85,1.9244
2022-05-06,1600.0,46480.0,0.01,0.33,0.01,0.05,0.0,23240.0,800.0,800.0,23240.0,,,,,,0.02,,855.0,,,,,,855.0,0.02,0.02,100.0,46.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.9302
2022-05-09,3310.0,95162.5,0.02,0.7,0.02,0.1,0.0,47581.25,1655.0,1655.0,47581.25,,,,855.0,,,,,,,,0.02,855.0,,0.05,,100.0,96.22,0.0,0.0,0.0,100.0,34.94,0.5453,65.06,1.9244
2022-05-10,3010.0,86086.0,0.02,0.66,0.02,0.09,0.0,47333.0,1355.0,1655.0,38753.0,,,,,,0.01,,300.0,,,,,,,0.04,,100.0,95.42,0.0,0.0,0.0,100.0,39.75,0.521,60.25,2.1197
