,MLDYX FP Equity_DX_SI_QTY,MLDYX FP Equity_DX_SHORT_INTEREST_VALUE,MLDYX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLDYX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLDYX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLDYX FP Equity_DX_SI_MV,MLDYX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLDYX FP Equity_DX_SUPPLY_SI_QTY,MLDYX FP Equity_DX_BROKER_SI_QTY,MLDYX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLDYX FP Equity_DX_SUPPLY_SI_MV,MLDYX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLDYX FP Equity_DX_UTILIZATION_QUANTITY,MLDYX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLDYX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLDYX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLDYX FP Equity_DX_ACTIVE_UTILIZATION_MV,MLDYX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MLDYX FP Equity_DX_BROKER_SI_CON_RATIO,MLDYX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MLDYX FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-10-23,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-24,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-27,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-28,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-29,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-30,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-31,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-03,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-04,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-05,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-06,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-07,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-10,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-11,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-12,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-13,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-14,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-17,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-18,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-19,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-20,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-21,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-24,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-25,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-26,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-27,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-11-28,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.15,0.0,,0.0,,
2014-12-01,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-02,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-03,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-04,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-05,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-08,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-09,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-10,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-11,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-12,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-15,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-16,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-17,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-18,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-19,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-22,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-23,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-24,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-25,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-26,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-29,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-30,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-12-31,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2015-01-01,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2015-01-02,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.14,0.0,,0.0,,
2015-01-05,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2016-04-01,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.57,0.0,,0.0,,
2016-04-04,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.55,0.0,,0.0,,
2016-04-05,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.56,0.0,,0.0,,
2016-04-06,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.56,0.0,,0.0,,
2016-04-07,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.56,0.0,,0.0,,
2016-04-08,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.56,0.0,,0.0,,
2016-04-11,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.56,0.0,,0.0,,
2016-04-12,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.58,0.0,,0.0,,
2016-04-13,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.6,0.0,,0.0,,
2016-04-14,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.57,0.0,,0.0,,
2016-04-15,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.56,0.0,,0.0,,
2016-04-18,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.56,0.0,,0.0,,
2016-04-19,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.56,0.0,,0.0,,
2016-04-20,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.59,0.0,,0.0,,
2016-04-21,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.58,0.0,,0.0,,
2016-04-22,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.58,0.0,,0.0,,
2016-04-25,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.56,0.0,,0.0,,
2016-04-26,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.55,0.0,,0.0,,
2016-04-27,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.56,0.0,,0.0,,
2016-04-28,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.55,0.0,,0.0,,0.0
2016-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.25,0.0,,0.0,,0.0
2016-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.26,0.0,,0.0,,0.0
2016-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.29,0.0,,0.0,,0.0
2016-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.3,0.0,,0.0,,0.0
2016-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.31,0.0,,0.0,,0.0
2016-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.28,0.0,,0.0,,0.0
2016-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.3,0.0,,0.0,,0.0
2016-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.29,0.0,,0.0,,0.0
2016-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.28,0.0,,0.0,,0.0
2016-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.3,0.0,,0.0,,0.0
2016-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.31,0.0,,0.0,,0.0
2016-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.28,0.0,,0.0,,0.0
2016-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.29,0.0,,0.0,,0.0
2016-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.32,0.0,,0.0,,0.0
2016-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.31,0.0,,0.0,,0.0
2016-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.28,0.0,,0.0,,0.0
2016-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.28,0.0,,0.0,,0.0
2016-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.3,0.0,,0.0,,0.0
2016-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.29,0.0,,0.0,,0.0
2016-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.27,0.0,,0.0,,0.0
2016-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,3286334.0,3.31,0.0,,0.0,,0.0
2016-05-30,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.28,0.0,,0.0,,
2016-05-31,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.29,0.0,,0.0,,
2016-06-01,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.27,0.0,,0.0,,
2016-06-02,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.29,0.0,,0.0,,
2016-06-03,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.23,0.0,,0.0,,
2016-06-06,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.28,0.0,,0.0,,
2016-06-07,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.29,0.0,,0.0,,
2016-06-08,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.27,0.0,,0.0,,
2016-06-09,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.31,0.0,,0.0,,
2016-06-10,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.31,0.0,,0.0,,
2016-06-13,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.28,0.0,,0.0,,
2016-06-14,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.31,0.0,,0.0,,
2016-06-15,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.27,0.0,,0.0,,
2016-06-16,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.29,0.0,,0.0,,
2016-06-17,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.25,0.0,,0.0,,
2016-06-20,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,3.27,0.0,,0.0,,
2016-06-21,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,3.31,0.0,,0.0,,0.0
2016-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.79,0.0,,0.0,,0.0
2016-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.77,0.0,,0.0,,0.0
2016-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.85,0.0,,0.0,,0.0
2016-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.82,0.0,,0.0,,0.0
2016-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.77,0.0,,0.0,,0.0
2016-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.78,0.0,,0.0,,0.0
2016-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.8,0.0,,0.0,,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.79,0.0,,0.0,,0.0
2016-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.79,0.0,,0.0,,0.0
2016-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.81,0.0,,0.0,,0.0
2016-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.8,0.0,,0.0,,0.0
2016-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.8,0.0,,0.0,,0.0
2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.8,0.0,,0.0,,0.0
2016-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.79,0.0,,0.0,,0.0
2016-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.79,0.0,,0.0,,0.0
2016-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.79,0.0,,0.0,,0.0
2016-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.79,0.0,,0.0,,0.0
2016-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.81,0.0,,0.0,,0.0
2016-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.8,0.0,,0.0,,0.0
2016-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.81,0.0,,0.0,,0.0
2016-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.8,0.0,,0.0,,0.0
2016-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139844.0,2796880.0,2.79,0.0,,0.0,,0.0
2016-07-22,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-07-25,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-07-26,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-07-27,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.78,0.0,,0.0,,
2016-07-28,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.77,0.0,,0.0,,
2016-07-29,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.77,0.0,,0.0,,
2016-08-01,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-08-02,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.78,0.0,,0.0,,
2016-08-03,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.82,0.0,,0.0,,
2016-08-04,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.81,0.0,,0.0,,
2016-08-05,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.81,0.0,,0.0,,
2016-08-08,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-08-09,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-08-10,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.78,0.0,,0.0,,
2016-08-11,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-08-12,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-08-15,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-08-16,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.78,0.0,,0.0,,
2016-08-17,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-08-18,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.78,0.0,,0.0,,
2016-08-19,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-08-22,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-08-23,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-08-24,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.81,0.0,,0.0,,
2016-08-25,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-08-26,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.82,0.0,,0.0,,
2016-08-29,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.82,0.0,,0.0,,
2016-08-30,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-08-31,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-09-01,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.78,0.0,,0.0,,
2016-09-02,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.81,0.0,,0.0,,
2016-09-05,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-09-06,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.77,0.0,,0.0,,
2016-09-07,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-09-08,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-09-09,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.81,0.0,,0.0,,
2016-09-12,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-09-13,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-09-14,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-09-15,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-09-16,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.82,0.0,,0.0,,
2016-09-19,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-09-20,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-09-21,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-09-22,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.78,0.0,,0.0,,
2016-09-23,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.8,0.0,,0.0,,
2016-09-26,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
2016-09-27,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.81,0.0,,0.0,,
2016-09-28,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139844.0,,2.79,0.0,,0.0,,
