,ALI2S FP Equity_DX_SI_QTY,ALI2S FP Equity_DX_SHORT_INTEREST_VALUE,ALI2S FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALI2S FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALI2S FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALI2S FP Equity_DX_SI_MV,ALI2S FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALI2S FP Equity_DX_SUPPLY_SI_QTY,ALI2S FP Equity_DX_BROKER_SI_QTY,ALI2S FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALI2S FP Equity_DX_SUPPLY_SI_MV,ALI2S FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALI2S FP Equity_DX_UTILIZATION_QUANTITY,ALI2S FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALI2S FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALI2S FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALI2S FP Equity_DX_ACTIVE_UTILIZATION_MV,ALI2S FP Equity_DX_BROKER_SI_CON_RATIO,ALI2S FP Equity_DX_DEMAND_SUPPLY_RATIO,ALI2S FP Equity_PX_LAST
2018-11-12,,,,,,,,,,,,,,,,,,,,2.7
2018-11-29,,,,,,,,,,,,,,,,,,,,2.16
2018-12-03,,,,,,,,,,,,,,,,,,,,2.22
2018-12-10,,,,,,,,,,,,,,,,,,,,2.2
2018-12-13,,,,,,,,,,,,,,,,,,,,1.76
2018-12-14,,,,,,,,,,,,,,,,,,,,2.1
2018-12-17,,,,,,,,,,,,,,,,,,,,2.7
2018-12-18,,,,,,,,,,,,,,,,,,,,2.7
2019-01-30,,,,,,,,,,,,,,,,,,,,2.6
2019-02-01,,,,,,,,,,,,,,,,,,,,2.7
2019-02-04,,,,,,,,,,,,,,,,,,,,2.7
2019-02-05,,,,,,,,,,,,,,,,,,,,2.7
2019-02-08,,,,,,,,,,,,,,,,,,,,2.72
2019-02-12,,,,,,,,,,,,,,,,,,,,2.7
2019-02-15,,,,,,,,,,,,,,,,,,,,2.7
2019-02-18,,,,,,,,,,,,,,,,,,,,2.7
2019-02-21,,,,,,,,,,,,,,,,,,,,2.72
2019-02-22,,,,,,,,,,,,,,,,,,,,2.74
2019-02-27,,,,,,,,,,,,,,,,,,,,2.82
2019-02-28,,,,,,,,,,,,,,,,,,,,3.0
2019-03-01,,,,,,,,,,,,,,,,,,,,3.06
2019-03-04,,,,,,,,,,,,,,,,,,,,3.06
2019-03-05,,,,,,,,,,,,,,,,,,,,3.2
2019-03-06,,,,,,,,,,,,,,,,,,,,3.22
2019-03-08,,,,,,,,,,,,,,,,,,,,3.22
2019-03-12,,,,,,,,,,,,,,,,,,,,3.34
2019-03-13,,,,,,,,,,,,,,,,,,,,3.44
2019-03-14,,,,,,,,,,,,,,,,,,,,3.5
2019-03-15,,,,,,,,,,,,,,,,,,,,3.5
2019-03-18,,,,,,,,,,,,,,,,,,,,3.64
2019-03-19,,,,,,,,,,,,,,,,,,,,3.64
2019-03-20,,,,,,,,,,,,,,,,,,,,3.4
2019-03-25,,,,,,,,,,,,,,,,,,,,3.48
2019-03-26,,,,,,,,,,,,,,,,,,,,3.84
2019-03-27,,,,,,,,,,,,,,,,,,,,3.5
2019-04-02,,,,,,,,,,,,,,,,,,,,3.56
2019-04-03,,,,,,,,,,,,,,,,,,,,3.56
2019-04-04,,,,,,,,,,,,,,,,,,,,3.6
2019-04-05,,,,,,,,,,,,,,,,,,,,3.6
2019-04-08,,,,,,,,,,,,,,,,,,,,3.6
2019-04-10,,,,,,,,,,,,,,,,,,,,4.32
2019-04-11,,,,,,,,,,,,,,,,,,,,4.08
2019-04-12,,,,,,,,,,,,,,,,,,,,3.48
2019-04-16,,,,,,,,,,,,,,,,,,,,3.62
2019-04-17,,,,,,,,,,,,,,,,,,,,3.5
2019-04-18,,,,,,,,,,,,,,,,,,,,3.64
2019-04-23,,,,,,,,,,,,,,,,,,,,4.04
2019-04-24,,,,,,,,,,,,,,,,,,,,3.8
2019-04-26,,,,,,,,,,,,,,,,,,,,3.8
2019-04-29,,,,,,,,,,,,,,,,,,,,3.84
2019-05-03,,,,,,,,,,,,,,,,,,,,4.0
2019-05-06,,,,,,,,,,,,,,,,,,,,4.02
2019-05-07,,,,,,,,,,,,,,,,,,,,4.02
2019-05-08,,,,,,,,,,,,,,,,,,,,4.0
2019-05-09,,,,,,,,,,,,,,,,,,,,4.0
2019-05-10,,,,,,,,,,,,,,,,,,,,4.0
2019-05-13,,,,,,,,,,,,,,,,,,,,4.0
2019-05-14,,,,,,,,,,,,,,,,,,,,4.04
2019-05-16,,,,,,,,,,,,,,,,,,,,4.0
2019-05-23,,,,,,,,,,,,,,,,,,,,3.8
2019-05-24,,,,,,,,,,,,,,,,,,,,4.0
2019-05-31,,,,,,,,,,,,,,,,,,,,3.8
2019-06-10,,,,,,,,,,,,,,,,,,,,4.1
2019-06-13,,,,,,,,,,,,,,,,,,,,3.82
2019-06-24,,,,,,,,,,,,,,,,,,,,3.34
2019-06-26,,,,,,,,,,,,,,,,,,,,2.76
2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.76,0.0,0.0,0.0,0.0,
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.76,0.0,0.0,0.0,0.0,
2019-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.76,0.0,0.0,0.0,0.0,
2019-07-09,,,,,,,,,,,,,,,,,,,,2.9
2019-07-18,,,,,,,,,,,,,,,,,,,,2.92
2019-07-26,,,,,,,,,,,,,,,,,,,,3.08
2019-07-29,,,,,,,,,,,,,,,,,,,,3.08
2019-07-30,,,,,,,,,,,,,,,,,,,,3.08
2019-08-02,,,,,,,,,,,,,,,,,,,,3.08
2019-08-28,,,,,,,,,,,,,,,,,,,,3.08
2019-09-10,,,,,,,,,,,,,,,,,,,,3.1
2019-09-11,,,,,,,,,,,,,,,,,,,,3.6
2019-09-13,,,,,,,,,,,,,,,,,,,,3.4
2019-09-30,,,,,,,,,,,,,,,,,,,,3.68
2019-10-04,,,,,,,,,,,,,,,,,,,,3.1
2019-10-07,,,,,,,,,,,,,,,,,,,,3.16
2019-10-17,,,,,,,,,,,,,,,,,,,,3.16
2019-10-25,,,,,,,,,,,,,,,,,,,,3.6
2019-10-28,,,,,,,,,,,,,,,,,,,,3.66
2019-10-29,,,,,,,,,,,,,,,,,,,,3.68
2019-10-31,,,,,,,,,,,,,,,,,,,,3.68
2019-11-12,,,,,,,,,,,,,,,,,,,,3.42
2019-11-15,,,,,,,,,,,,,,,,,,,,3.5
2019-11-18,,,,,,,,,,,,,,,,,,,,3.5
2019-11-19,,,,,,,,,,,,,,,,,,,,3.24
2019-11-20,,,,,,,,,,,,,,,,,,,,3.5
2019-11-26,,,,,,,,,,,,,,,,,,,,3.5
2019-11-27,,,,,,,,,,,,,,,,,,,,3.24
2019-11-28,,,,,,,,,,,,,,,,,,,,3.5
2019-12-02,,,,,,,,,,,,,,,,,,,,3.5
2019-12-03,,,,,,,,,,,,,,,,,,,,3.48
2019-12-06,,,,,,,,,,,,,,,,,,,,3.26
2019-12-11,,,,,,,,,,,,,,,,,,,,3.58
2019-12-17,,,,,,,,,,,,,,,,,,,,3.34
2019-12-18,,,,,,,,,,,,,,,,,,,,3.4
2019-12-23,,,,,,,,,,,,,,,,,,,,3.58
2019-12-27,,,,,,,,,,,,,,,,,,,,3.44
2019-12-30,,,,,,,,,,,,,,,,,,,,3.48
2019-12-31,,,,,,,,,,,,,,,,,,,,3.6
2020-01-02,,,,,,,,,,,,,,,,,,,,3.7
2020-01-06,,,,,,,,,,,,,,,,,,,,3.98
2020-01-13,,,,,,,,,,,,,,,,,,,,3.62
2020-01-14,,,,,,,,,,,,,,,,,,,,3.96
2020-01-17,,,,,,,,,,,,,,,,,,,,3.96
2020-01-20,,,,,,,,,,,,,,,,,,,,3.86
2020-01-22,,,,,,,,,,,,,,,,,,,,3.6
2020-02-05,,,,,,,,,,,,,,,,,,,,4.1
2020-02-07,,,,,,,,,,,,,,,,,,,,3.8
2020-02-10,,,,,,,,,,,,,,,,,,,,3.94
2020-02-11,,,,,,,,,,,,,,,,,,,,4.0
2020-02-12,,,,,,,,,,,,,,,,,,,,4.0
2020-02-13,,,,,,,,,,,,,,,,,,,,3.96
2020-02-14,,,,,,,,,,,,,,,,,,,,3.94
2020-02-17,,,,,,,,,,,,,,,,,,,,4.0
2020-02-19,,,,,,,,,,,,,,,,,,,,4.0
2020-02-24,,,,,,,,,,,,,,,,,,,,3.98
2020-02-25,,,,,,,,,,,,,,,,,,,,3.92
2020-02-28,,,,,,,,,,,,,,,,,,,,3.92
2020-03-04,,,,,,,,,,,,,,,,,,,,3.92
2020-03-05,,,,,,,,,,,,,,,,,,,,4.0
2020-03-06,,,,,,,,,,,,,,,,,,,,3.8
2020-03-09,,,,,,,,,,,,,,,,,,,,4.1
2020-03-10,,,,,,,,,,,,,,,,,,,,4.1
2020-03-16,,,,,,,,,,,,,,,,,,,,3.6
2020-03-25,,,,,,,,,,,,,,,,,,,,3.6
2020-03-26,,,,,,,,,,,,,,,,,,,,3.5
2020-03-27,,,,,,,,,,,,,,,,,,,,3.5
2020-04-07,,,,,,,,,,,,,,,,,,,,3.4
2020-04-08,,,,,,,,,,,,,,,,,,,,4.0
2020-04-09,,,,,,,,,,,,,,,,,,,,4.0
2020-04-14,,,,,,,,,,,,,,,,,,,,3.96
2020-04-20,,,,,,,,,,,,,,,,,,,,4.0
2020-04-24,,,,,,,,,,,,,,,,,,,,4.0
2020-05-05,,,,,,,,,,,,,,,,,,,,3.3
2020-05-06,,,,,,,,,,,,,,,,,,,,3.9
2020-05-07,,,,,,,,,,,,,,,,,,,,3.8
2020-05-08,,,,,,,,,,,,,,,,,,,,3.8
2020-05-11,,,,,,,,,,,,,,,,,,,,3.96
2020-05-12,,,,,,,,,,,,,,,,,,,,3.96
2020-05-18,,,,,,,,,,,,,,,,,,,,4.0
2020-05-20,,,,,,,,,,,,,,,,,,,,4.0
2020-05-21,,,,,,,,,,,,,,,,,,,,4.0
2020-05-26,,,,,,,,,,,,,,,,,,,,4.0
2020-05-27,,,,,,,,,,,,,,,,,,,,4.0
2020-06-01,,,,,,,,,,,,,,,,,,,,3.98
2020-06-02,,,,,,,,,,,,,,,,,,,,4.0
2020-06-03,,,,,,,,,,,,,,,,,,,,3.98
2020-06-05,,,,,,,,,,,,,,,,,,,,4.0
2020-06-08,,,,,,,,,,,,,,,,,,,,3.98
2020-06-09,,,,,,,,,,,,,,,,,,,,3.98
2020-06-11,,,,,,,,,,,,,,,,,,,,3.8
2020-06-12,,,,,,,,,,,,,,,,,,,,3.7
2020-06-15,,,,,,,,,,,,,,,,,,,,3.8
2020-06-16,,,,,,,,,,,,,,,,,,,,3.8
2020-06-17,,,,,,,,,,,,,,,,,,,,3.9
2020-06-18,,,,,,,,,,,,,,,,,,,,3.72
2020-06-19,,,,,,,,,,,,,,,,,,,,3.72
2020-06-23,,,,,,,,,,,,,,,,,,,,3.9
2020-07-02,,,,,,,,,,,,,,,,,,,,3.9
2020-07-09,,,,,,,,,,,,,,,,,,,,3.9
2020-07-15,,,,,,,,,,,,,,,,,,,,3.9
2020-07-16,,,,,,,,,,,,,,,,,,,,4.08
2020-07-17,,,,,,,,,,,,,,,,,,,,3.5
2020-07-21,,,,,,,,,,,,,,,,,,,,3.5
2020-07-24,,,,,,,,,,,,,,,,,,,,3.98
2020-07-27,,,,,,,,,,,,,,,,,,,,3.98
2020-08-11,,,,,,,,,,,,,,,,,,,,3.96
2020-08-24,,,,,,,,,,,,,,,,,,,,3.5
2020-08-25,,,,,,,,,,,,,,,,,,,,3.92
2020-08-28,,,,,,,,,,,,,,,,,,,,3.5
2020-09-01,,,,,,,,,,,,,,,,,,,,3.5
2020-09-07,,,,,,,,,,,,,,,,,,,,3.5
2020-09-09,,,,,,,,,,,,,,,,,,,,3.9
2020-09-14,,,,,,,,,,,,,,,,,,,,3.5
2020-09-15,,,,,,,,,,,,,,,,,,,,3.6
2020-09-18,,,,,,,,,,,,,,,,,,,,3.6
2020-09-22,,,,,,,,,,,,,,,,,,,,3.58
2020-09-25,,,,,,,,,,,,,,,,,,,,3.9
2020-10-07,,,,,,,,,,,,,,,,,,,,3.88
2020-10-09,,,,,,,,,,,,,,,,,,,,3.58
2020-10-12,,,,,,,,,,,,,,,,,,,,3.58
2020-10-13,,,,,,,,,,,,,,,,,,,,3.58
2020-10-14,,,,,,,,,,,,,,,,,,,,3.58
2020-10-16,,,,,,,,,,,,,,,,,,,,3.58
2020-10-19,,,,,,,,,,,,,,,,,,,,3.58
2020-11-06,,,,,,,,,,,,,,,,,,,,3.5
2020-11-09,,,,,,,,,,,,,,,,,,,,3.4
2020-11-10,,,,,,,,,,,,,,,,,,,,3.46
2020-11-11,,,,,,,,,,,,,,,,,,,,3.48
2020-11-16,,,,,,,,,,,,,,,,,,,,3.48
2020-11-25,,,,,,,,,,,,,,,,,,,,3.42
2020-11-26,,,,,,,,,,,,,,,,,,,,3.44
2020-12-09,,,,,,,,,,,,,,,,,,,,3.5
2020-12-11,,,,,,,,,,,,,,,,,,,,3.5
2020-12-24,,,,,,,,,,,,,,,,,,,,3.5
2020-12-28,,,,,,,,,,,,,,,,,,,,3.5
2020-12-30,,,,,,,,,,,,,,,,,,,,3.6
2020-12-31,,,,,,,,,,,,,,,,,,,,3.2
2021-01-04,,,,,,,,,,,,,,,,,,,,3.6
2021-01-05,,,,,,,,,,,,,,,,,,,,3.44
2021-01-07,,,,,,,,,,,,,,,,,,,,3.6
2021-01-11,,,,,,,,,,,,,,,,,,,,3.6
2021-01-12,,,,,,,,,,,,,,,,,,,,3.6
2021-01-15,,,,,,,,,,,,,,,,,,,,3.6
2021-01-25,,,,,,,,,,,,,,,,,,,,3.3
2021-01-26,,,,,,,,,,,,,,,,,,,,3.58
2021-01-27,,,,,,,,,,,,,,,,,,,,3.9
2021-01-28,,,,,,,,,,,,,,,,,,,,3.3
2021-01-29,,,,,,,,,,,,,,,,,,,,3.5
2021-02-03,,,,,,,,,,,,,,,,,,,,3.4
2021-02-04,,,,,,,,,,,,,,,,,,,,3.38
2021-02-05,,,,,,,,,,,,,,,,,,,,3.44
2021-02-08,,,,,,,,,,,,,,,,,,,,3.34
2021-02-10,,,,,,,,,,,,,,,,,,,,3.4
2021-02-11,,,,,,,,,,,,,,,,,,,,3.34
2021-02-16,,,,,,,,,,,,,,,,,,,,3.4
2021-02-22,,,,,,,,,,,,,,,,,,,,3.78
2021-02-25,,,,,,,,,,,,,,,,,,,,3.36
2021-03-05,,,,,,,,,,,,,,,,,,,,3.4
2021-03-08,,,,,,,,,,,,,,,,,,,,3.4
2021-03-15,,,,,,,,,,,,,,,,,,,,3.4
2021-03-16,,,,,,,,,,,,,,,,,,,,3.5
2021-03-18,,,,,,,,,,,,,,,,,,,,3.5
2021-03-29,,,,,,,,,,,,,,,,,,,,3.6
2021-03-31,,,,,,,,,,,,,,,,,,,,3.64
2021-04-01,,,,,,,,,,,,,,,,,,,,3.64
2021-04-06,,,,,,,,,,,,,,,,,,,,3.64
2021-04-08,,,,,,,,,,,,,,,,,,,,3.64
2021-04-09,,,,,,,,,,,,,,,,,,,,3.5
2021-04-14,,,,,,,,,,,,,,,,,,,,3.5
2021-04-23,,,,,,,,,,,,,,,,,,,,3.5
2021-04-28,,,,,,,,,,,,,,,,,,,,3.5
2021-04-29,,,,,,,,,,,,,,,,,,,,3.5
2021-04-30,,,,,,,,,,,,,,,,,,,,3.74
2021-05-03,,,,,,,,,,,,,,,,,,,,3.74
2021-05-06,,,,,,,,,,,,,,,,,,,,3.64
2021-05-07,,,,,,,,,,,,,,,,,,,,3.6
2021-05-13,,,,,,,,,,,,,,,,,,,,3.5
2021-05-14,,,,,,,,,,,,,,,,,,,,3.88
2021-05-17,,,,,,,,,,,,,,,,,,,,3.52
2021-05-18,,,,,,,,,,,,,,,,,,,,3.5
2021-05-27,,,,,,,,,,,,,,,,,,,,3.5
2021-05-28,,,,,,,,,,,,,,,,,,,,3.5
2021-06-03,,,,,,,,,,,,,,,,,,,,3.8
2021-06-04,,,,,,,,,,,,,,,,,,,,3.94
2021-06-08,,,,,,,,,,,,,,,,,,,,3.9
2021-06-09,,,,,,,,,,,,,,,,,,,,3.66
2021-06-18,,,,,,,,,,,,,,,,,,,,3.66
2021-06-22,,,,,,,,,,,,,,,,,,,,3.88
2021-06-24,,,,,,,,,,,,,,,,,,,,3.5
2021-06-29,,,,,,,,,,,,,,,,,,,,3.6
2021-07-06,,,,,,,,,,,,,,,,,,,,3.6
2021-07-29,,,,,,,,,,,,,,,,,,,,3.6
2021-08-19,,,,,,,,,,,,,,,,,,,,3.9
2021-08-23,,,,,,,,,,,,,,,,,,,,3.78
2021-08-26,,,,,,,,,,,,,,,,,,,,3.9
2021-08-30,,,,,,,,,,,,,,,,,,,,3.6
2021-09-01,,,,,,,,,,,,,,,,,,,,3.66
2021-09-06,,,,,,,,,,,,,,,,,,,,3.7
2021-09-10,,,,,,,,,,,,,,,,,,,,3.96
2021-09-13,,,,,,,,,,,,,,,,,,,,3.96
2021-09-14,,,,,,,,,,,,,,,,,,,,5.65
2021-09-15,,,,,,,,,,,,,,,,,,,,4.58
2021-09-16,,,,,,,,,,,,,,,,,,,,4.0
2021-09-20,,,,,,,,,,,,,,,,,,,,4.0
2021-09-22,,,,,,,,,,,,,,,,,,,,4.0
2021-09-30,,,,,,,,,,,,,,,,,,,,4.0
2021-10-05,,,,,,,,,,,,,,,,,,,,4.0
2021-10-06,,,,,,,,,,,,,,,,,,,,4.0
2021-10-11,,,,,,,,,,,,,,,,,,,,4.0
2021-10-13,,,,,,,,,,,,,,,,,,,,4.0
2021-10-15,,,,,,,,,,,,,,,,,,,,4.0
2021-10-19,,,,,,,,,,,,,,,,,,,,4.1
2021-10-20,,,,,,,,,,,,,,,,,,,,4.2
2021-10-21,,,,,,,,,,,,,,,,,,,,4.2
2021-10-22,,,,,,,,,,,,,,,,,,,,4.6
2021-10-25,,,,,,,,,,,,,,,,,,,,4.6
2021-10-26,,,,,,,,,,,,,,,,,,,,4.3
2021-10-27,,,,,,,,,,,,,,,,,,,,4.3
2021-10-29,,,,,,,,,,,,,,,,,,,,4.3
2021-11-01,,,,,,,,,,,,,,,,,,,,4.32
2021-11-02,,,,,,,,,,,,,,,,,,,,4.6
2021-11-05,,,,,,,,,,,,,,,,,,,,4.6
2021-11-08,,,,,,,,,,,,,,,,,,,,4.6
2021-11-09,,,,,,,,,,,,,,,,,,,,4.6
2021-11-10,,,,,,,,,,,,,,,,,,,,4.6
2021-11-12,,,,,,,,,,,,,,,,,,,,4.6
2021-11-15,,,,,,,,,,,,,,,,,,,,4.7
2021-11-22,,,,,,,,,,,,,,,,,,,,4.42
2021-11-26,,,,,,,,,,,,,,,,,,,,4.44
2021-12-14,,,,,,,,,,,,,,,,,,,,4.68
2021-12-16,,,,,,,,,,,,,,,,,,,,4.7
2021-12-17,,,,,,,,,,,,,,,,,,,,4.76
2021-12-20,,,,,,,,,,,,,,,,,,,,4.6
2021-12-27,,,,,,,,,,,,,,,,,,,,4.6
2021-12-30,,,,,,,,,,,,,,,,,,,,4.76
2021-12-31,,,,,,,,,,,,,,,,,,,,4.9
2022-01-03,,,,,,,,,,,,,,,,,,,,4.9
2022-01-05,,,,,,,,,,,,,,,,,,,,4.9
2022-01-06,,,,,,,,,,,,,,,,,,,,4.6
2022-01-07,,,,,,,,,,,,,,,,,,,,4.6
2022-01-11,,,,,,,,,,,,,,,,,,,,4.9
2022-01-12,,,,,,,,,,,,,,,,,,,,4.6
2022-01-13,,,,,,,,,,,,,,,,,,,,4.6
2022-01-14,,,,,,,,,,,,,,,,,,,,4.6
2022-01-17,,,,,,,,,,,,,,,,,,,,4.96
2022-01-18,,,,,,,,,,,,,,,,,,,,4.98
2022-01-19,,,,,,,,,,,,,,,,,,,,4.98
2022-01-24,,,,,,,,,,,,,,,,,,,,4.8
2022-01-27,,,,,,,,,,,,,,,,,,,,4.98
2022-01-28,,,,,,,,,,,,,,,,,,,,4.98
2022-01-31,,,,,,,,,,,,,,,,,,,,5.0
2022-02-02,,,,,,,,,,,,,,,,,,,,5.0
2022-02-03,,,,,,,,,,,,,,,,,,,,5.0
2022-02-04,,,,,,,,,,,,,,,,,,,,5.4
2022-02-07,,,,,,,,,,,,,,,,,,,,5.5
2022-02-08,,,,,,,,,,,,,,,,,,,,5.5
2022-02-10,,,,,,,,,,,,,,,,,,,,5.55
2022-02-11,,,,,,,,,,,,,,,,,,,,5.6
2022-02-14,,,,,,,,,,,,,,,,,,,,5.6
2022-02-15,,,,,,,,,,,,,,,,,,,,5.1
2022-02-16,,,,,,,,,,,,,,,,,,,,5.1
2022-02-17,,,,,,,,,,,,,,,,,,,,5.6
2022-02-22,,,,,,,,,,,,,,,,,,,,5.0
2022-02-24,,,,,,,,,,,,,,,,,,,,5.0
2022-02-25,,,,,,,,,,,,,,,,,,,,5.6
2022-03-01,,,,,,,,,,,,,,,,,,,,5.5
2022-03-03,,,,,,,,,,,,,,,,,,,,5.9
2022-03-04,,,,,,,,,,,,,,,,,,,,5.6
2022-03-07,,,,,,,,,,,,,,,,,,,,5.5
2022-03-08,,,,,,,,,,,,,,,,,,,,5.0
2022-03-09,,,,,,,,,,,,,,,,,,,,5.0
2022-03-11,,,,,,,,,,,,,,,,,,,,5.9
2022-03-14,,,,,,,,,,,,,,,,,,,,5.5
2022-03-17,,,,,,,,,,,,,,,,,,,,5.6
2022-03-18,,,,,,,,,,,,,,,,,,,,5.4
2022-03-21,,,,,,,,,,,,,,,,,,,,5.3
2022-03-22,,,,,,,,,,,,,,,,,,,,5.6
2022-03-23,,,,,,,,,,,,,,,,,,,,5.3
2022-03-24,,,,,,,,,,,,,,,,,,,,5.3
2022-03-25,,,,,,,,,,,,,,,,,,,,5.35
2022-03-31,,,,,,,,,,,,,,,,,,,,5.3
2022-04-06,,,,,,,,,,,,,,,,,,,,5.2
2022-04-07,,,,,,,,,,,,,,,,,,,,5.6
2022-04-11,,,,,,,,,,,,,,,,,,,,5.6
2022-04-14,,,,,,,,,,,,,,,,,,,,5.8
2022-04-19,,,,,,,,,,,,,,,,,,,,5.9
2022-04-20,,,,,,,,,,,,,,,,,,,,5.4
2022-04-21,,,,,,,,,,,,,,,,,,,,6.0
2022-04-25,,,,,,,,,,,,,,,,,,,,5.8
2022-04-26,,,,,,,,,,,,,,,,,,,,5.5
2022-05-02,,,,,,,,,,,,,,,,,,,,5.5
2022-05-03,,,,,,,,,,,,,,,,,,,,5.95
2022-05-04,,,,,,,,,,,,,,,,,,,,5.95
2022-05-06,,,,,,,,,,,,,,,,,,,,5.95
2022-05-09,,,,,,,,,,,,,,,,,,,,5.0
2022-05-10,,,,,,,,,,,,,,,,,,,,5.45
2022-05-11,,,,,,,,,,,,,,,,,,,,5.3
2022-05-12,,,,,,,,,,,,,,,,,,,,5.3
2022-05-13,,,,,,,,,,,,,,,,,,,,5.8
2022-05-16,,,,,,,,,,,,,,,,,,,,6.4
2022-05-17,,,,,,,,,,,,,,,,,,,,6.4
2022-05-19,,,,,,,,,,,,,,,,,,,,5.55
2022-05-20,,,,,,,,,,,,,,,,,,,,5.55
2022-05-24,,,,,,,,,,,,,,,,,,,,5.55
2022-05-26,,,,,,,,,,,,,,,,,,,,6.1
2022-06-06,,,,,,,,,,,,,,,,,,,,6.4
2022-06-08,,,,,,,,,,,,,,,,,,,,5.4
2022-06-09,,,,,,,,,,,,,,,,,,,,5.65
2022-06-10,,,,,,,,,,,,,,,,,,,,6.4
2022-06-13,,,,,,,,,,,,,,,,,,,,5.6
2022-06-14,,,,,,,,,,,,,,,,,,,,5.6
2022-06-17,,,,,,,,,,,,,,,,,,,,5.6
2022-06-20,,,,,,,,,,,,,,,,,,,,6.35
2022-06-21,,,,,,,,,,,,,,,,,,,,5.4
2022-06-23,,,,,,,,,,,,,,,,,,,,5.7
2022-06-24,,,,,,,,,,,,,,,,,,,,6.35
2022-06-27,,,,,,,,,,,,,,,,,,,,6.3
2022-06-29,,,,,,,,,,,,,,,,,,,,6.0
2022-07-04,,,,,,,,,,,,,,,,,,,,6.3
2022-07-11,,,,,,,,,,,,,,,,,,,,6.15
2022-07-12,,,,,,,,,,,,,,,,,,,,5.8
2022-07-13,,,,,,,,,,,,,,,,,,,,5.85
2022-07-19,,,,,,,,,,,,,,,,,,,,5.9
2022-07-22,,,,,,,,,,,,,,,,,,,,6.2
2022-07-25,,,,,,,,,,,,,,,,,,,,6.2
2022-08-09,,,,,,,,,,,,,,,,,,,,5.7
2022-08-16,,,,,,,,,,,,,,,,,,,,5.8
2022-08-17,,,,,,,,,,,,,,,,,,,,6.1
2022-08-23,,,,,,,,,,,,,,,,,,,,5.8
2022-08-24,,,,,,,,,,,,,,,,,,,,5.8
2022-09-01,,,,,,,,,,,,,,,,,,,,5.8
2022-09-02,,,,,,,,,,,,,,,,,,,,5.8
2022-09-06,,,,,,,,,,,,,,,,,,,,6.35
2022-09-22,,,,,,,,,,,,,,,,,,,,5.45
2022-09-23,,,,,,,,,,,,,,,,,,,,5.45
2022-09-26,,,,,,,,,,,,,,,,,,,,5.3
2022-10-04,,,,,,,,,,,,,,,,,,,,5.3
2022-10-17,,,,,,,,,,,,,,,,,,,,5.75
2022-10-18,,,,,,,,,,,,,,,,,,,,6.35
2022-10-21,,,,,,,,,,,,,,,,,,,,6.2
2022-10-24,,,,,,,,,,,,,,,,,,,,6.0
2022-10-25,,,,,,,,,,,,,,,,,,,,6.3
2022-10-27,,,,,,,,,,,,,,,,,,,,6.3
2022-11-04,,,,,,,,,,,,,,,,,,,,5.5
2022-11-10,,,,,,,,,,,,,,,,,,,,5.5
2022-11-18,,,,,,,,,,,,,,,,,,,,5.85
2022-11-21,,,,,,,,,,,,,,,,,,,,6.3
2022-11-22,,,,,,,,,,,,,,,,,,,,6.3
2022-11-28,,,,,,,,,,,,,,,,,,,,6.3
2022-11-29,,,,,,,,,,,,,,,,,,,,6.2
2022-11-30,,,,,,,,,,,,,,,,,,,,6.2
2022-12-01,,,,,,,,,,,,,,,,,,,,6.2
2022-12-02,,,,,,,,,,,,,,,,,,,,6.3
2022-12-05,,,,,,,,,,,,,,,,,,,,6.3
2022-12-06,,,,,,,,,,,,,,,,,,,,6.3
2022-12-07,,,,,,,,,,,,,,,,,,,,6.25
2022-12-08,,,,,,,,,,,,,,,,,,,,6.25
2022-12-09,,,,,,,,,,,,,,,,,,,,6.25
2022-12-12,,,,,,,,,,,,,,,,,,,,6.25
2022-12-13,,,,,,,,,,,,,,,,,,,,6.25
2022-12-14,,,,,,,,,,,,,,,,,,,,6.25
2022-12-15,,,,,,,,,,,,,,,,,,,,6.25
2022-12-16,,,,,,,,,,,,,,,,,,,,6.25
2022-12-19,,,,,,,,,,,,,,,,,,,,6.0
2022-12-20,,,,,,,,,,,,,,,,,,,,6.25
2022-12-21,,,,,,,,,,,,,,,,,,,,6.25
2022-12-22,,,,,,,,,,,,,,,,,,,,6.25
2022-12-23,,,,,,,,,,,,,,,,,,,,6.25
2022-12-27,,,,,,,,,,,,,,,,,,,,6.25
2022-12-28,,,,,,,,,,,,,,,,,,,,6.25
2022-12-29,,,,,,,,,,,,,,,,,,,,5.8
2022-12-30,,,,,,,,,,,,,,,,,,,,6.1
2023-01-02,,,,,,,,,,,,,,,,,,,,6.1
