,CU9 FP Equity_DX_SI_QTY,CU9 FP Equity_DX_SHORT_INTEREST_VALUE,CU9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CU9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CU9 FP Equity_DX_SI_MV,CU9 FP Equity_DX_DSS,CU9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CU9 FP Equity_DX_SUPPLY_SI_QTY,CU9 FP Equity_DX_BROKER_SI_QTY,CU9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CU9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CU9 FP Equity_DX_BROKER_SI_MV_INC_x,CU9 FP Equity_DX_BROKER_SI_QTY_ADD,CU9 FP Equity_DX_SUPPLY_SI_MV_DEC,CU9 FP Equity_DX_BROKER_SI_QTY_INC,CU9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CU9 FP Equity_DX_BROKER_SI_MV_INC_y,CU9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CU9 FP Equity_DX_BROKER_SI_MV_ADD,CU9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CU9 FP Equity_DX_BROKER_SI_QTY_DEC,CU9 FP Equity_DX_SUPPLY_SI_MV,CU9 FP Equity_DX_BROKER_SI_MV_DEC,CU9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CU9 FP Equity_DX_UTILIZATION_QUANTITY,CU9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CU9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CU9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CU9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CU9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CU9 FP Equity_DX_BROKER_SI_CON_RATIO,CU9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CU9 FP Equity_DX_DEMAND_SUPPLY_RATIO,CU9 FP Equity_PX_LAST
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.61
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.69
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.07
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.34
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.15
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.31
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.47
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.78
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.83
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.9
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.23
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.97
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.49
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.74
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.96
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.33
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.93
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.39
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.21
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.03
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.94
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.23
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.61
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.99
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.84
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.49
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.16
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.21
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.58
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.96
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.6
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.93
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.86
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.21
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.19
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.06
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.52
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.01
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.65
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.94
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.25
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.92
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.42
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.36
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.75
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.74
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.28
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.32
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.79
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.98
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.91
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.34
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.98
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.74
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.37
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.83
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.94
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.54
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.22
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.23
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.1
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.34
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.17
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.83
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.5
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.87
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.94
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.19
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.13
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.22
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.77
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.39
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.2
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.92
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.29
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.06
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.64
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.29
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.36
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.33
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.1
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.93
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.49
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.06
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.5
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.7
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.51
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.58
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.54
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.53
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.59
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.13
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.94
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.55
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.74
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.82
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.9
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.29
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.67
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.5
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.97
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.82
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.57
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.5
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.09
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.17
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.47
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.44
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.9
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.54
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.03
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.41
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.87
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.23
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.88
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.68
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.94
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.87
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.51
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.21
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.61
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.59
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.3
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.44
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.08
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.42
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.25
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.01
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.78
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.02
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.06
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.28
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.95
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.11
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.69
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.73
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.5
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.96
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.57
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.72
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.23
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.36
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.3
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.1
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.22
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.2
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.33
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.03
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.84
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.43
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.85
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.86
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.54
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.91
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.55
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.45
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.39
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.75
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.26
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.69
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.64
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.15
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.22
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.77
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.83
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.31
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.83
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.76
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.93
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.72
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.27
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.16
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.04
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.94
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.39
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.99
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.45
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.13
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.27
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.57
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.47
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.3
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.14
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.89
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.41
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.4
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.29
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.73
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.38
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.74
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.66
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.47
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.68
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.4
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.9
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.18
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.86
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.51
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.96
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.96
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.64
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.37
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.3
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.16
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.01
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.21
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.41
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.39
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.11
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.26
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.87
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.31
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.2
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.18
2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.81
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.68
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.41
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.25
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.16
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.15
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.31
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.61
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.44
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.82
2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.06
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.08
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.5
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.28
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.39
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.93
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.94
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.22
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.83
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.08
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.08
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.8
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.66
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.09
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.49
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.1
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.86
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.39
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.53
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.76
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.16
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.31
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.79
2022-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.65
2022-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.36
2022-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.09
2022-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.42
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.5
2022-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.52
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.73
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.48
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.85
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.47
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.07
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.88
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.54
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.95
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.9
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.71
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.71
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.69
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.74
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.76
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.45
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.45
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.86
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.23
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.03
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.37
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.08
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.23
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.13
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.47
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.49
2022-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.54
2022-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.31
2022-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.89
2022-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.2
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.2
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.44
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.02
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.2
2023-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.2
2023-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.99
2023-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.06
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.34
2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.12
2023-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.9
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.33
2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.05
