,TPXH FP Equity_DX_SI_QTY,TPXH FP Equity_DX_SHORT_INTEREST_VALUE,TPXH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TPXH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TPXH FP Equity_DX_SI_MV,TPXH FP Equity_DX_DSS,TPXH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TPXH FP Equity_DX_SUPPLY_SI_QTY,TPXH FP Equity_DX_BROKER_SI_QTY,TPXH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TPXH FP Equity_DX_BROKER_SI_MV_NEW_x,TPXH FP Equity_DX_SUPPLY_SI_QTY_INC_x,TPXH FP Equity_DX_BROKER_SI_MV_INC_x,TPXH FP Equity_DX_BROKER_SI_QTY_ADD,TPXH FP Equity_DX_BROKER_SI_QTY_NEW,TPXH FP Equity_DX_SUPPLY_SI_MV_DEC,TPXH FP Equity_DX_BROKER_SI_QTY_INC,TPXH FP Equity_DX_SUPPLY_SI_QTY_DEC,TPXH FP Equity_DX_BROKER_SI_MV_NEW_y,TPXH FP Equity_DX_BROKER_SI_MV_INC_y,TPXH FP Equity_DX_SUPPLY_SI_QTY_INC_y,TPXH FP Equity_DX_BROKER_SI_MV_ADD,TPXH FP Equity_DX_SUPPLY_SI_QTY_ADD,TPXH FP Equity_DX_BROKER_SI_QTY_DEC,TPXH FP Equity_DX_SUPPLY_SI_MV,TPXH FP Equity_DX_BROKER_SI_MV_DEC,TPXH FP Equity_DX_SUPPLY_SI_MV_RMV,TPXH FP Equity_DX_BROKER_SI_MV_RMV,TPXH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TPXH FP Equity_DX_UTILIZATION_QUANTITY,TPXH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TPXH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TPXH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TPXH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TPXH FP Equity_DX_ACTIVE_UTILIZATION_MV,TPXH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TPXH FP Equity_DX_BROKER_SI_CON_RATIO,TPXH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TPXH FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-11-16,1700.0,390966.0,0.05,0.03,0.39,,195483.0,850.0,850.0,195483.0,,,,,,,,,,,,,,,0.19,,,,100.0,0.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0032
2017-11-17,1700.0,387600.0,0.05,0.03,0.39,,193800.0,850.0,850.0,193800.0,,,,,,,,,,,,,,,0.19,,,,100.0,0.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0032
2017-11-20,1700.0,391374.0,0.06,0.03,0.39,,195687.0,850.0,850.0,195687.0,,,,,,,,,,,,,,,0.19,,,,100.0,0.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0032
2017-11-21,1100.0,254947.0,0.04,0.02,0.25,,127473.5,550.0,550.0,127473.5,,,,,,0.07,,300.0,,,,,,300.0,0.13,0.07,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2017-11-22,1100.0,253121.0,0.04,0.02,0.26,,126560.5,550.0,550.0,126560.5,,,,,,,,,,,,,,,0.13,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2017-11-23,1100.0,252681.0,0.04,0.02,0.25,,126340.5,550.0,550.0,126340.5,,,,,,,,,,,,,,,0.13,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2017-11-24,1100.0,255321.0,0.04,0.02,0.25,,127660.5,550.0,550.0,127660.5,,,,,,,,,,,,,,,0.13,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2017-11-27,1100.0,253374.0,0.04,0.02,0.25,,126687.0,550.0,550.0,126687.0,,,,,,,,,,,,,,,0.13,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2017-11-28,1100.0,253759.0,0.04,0.02,0.25,,126879.5,550.0,550.0,126879.5,,,,,,,,,,,,,,,0.13,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2017-11-29,1100.0,255277.0,0.04,0.02,0.25,,127638.5,550.0,550.0,127638.5,,,,,,,,,,,,,,,0.13,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2017-11-30,1100.0,257015.0,0.05,0.02,0.26,,128507.5,550.0,550.0,128507.5,,,,,,,,,,,,,,,0.13,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2017-12-01,1100.0,252901.0,0.05,0.02,0.25,,126450.5,550.0,550.0,126450.5,,,,,,,,,,,,,,,0.13,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2017-12-04,1100.0,255178.0,0.06,0.02,0.25,,127589.0,550.0,550.0,127589.0,,,,,,,,,,,,,,,0.13,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2017-12-05,1100.0,256047.0,0.06,0.02,0.26,,128023.5,550.0,550.0,128023.5,,,,,,,,,,,,,,,0.13,,,,100.0,0.1,0.0,0.0,,0.0,100.0,,1.0,100.0,0.002
2017-12-06,11100.0,2556885.0,0.58,0.21,2.59,,2430192.5,5550.0,10550.0,1278442.5,,,,10000.0,,,,,,,,2.33,5000.0,,1.29,,,,9.99,1.03,50000.0,11517500.0,,11.64,9.99,47.35,0.452,47.45,0.0207
2017-12-07,11100.0,2583414.0,0.63,0.21,2.55,,2455407.0,5550.0,10550.0,1291707.0,,,,,,,,,,,,,,,1.28,,,,9.99,1.03,50000.0,11637000.0,,11.5,9.99,47.36,0.452,47.43,0.0207
2017-12-08,11100.0,2598510.0,0.89,0.21,2.59,,2469755.0,5550.0,10550.0,1299255.0,,,,,,,,,,,,,,,1.28,,,,9.99,1.03,50000.0,11705000.0,,11.46,10.01,47.35,0.452,47.45,0.0207
2017-12-11,11100.0,2606724.0,0.92,0.21,2.59,,2477562.0,5550.0,10550.0,1303362.0,,,,,,,,,,,,,,,1.29,,,,9.99,1.03,50000.0,11742000.0,,11.62,10.0,47.35,0.4519,47.43,0.0207
2017-12-12,11100.0,2625594.0,0.91,0.21,2.62,,2495497.0,5550.0,10550.0,1312797.0,,,,,,,,,,,,,,,1.3,,,,9.99,1.03,50000.0,11827000.0,,11.72,9.99,47.26,0.4521,47.54,0.0207
2017-12-13,11100.0,2618268.0,0.92,0.21,2.63,,2488534.0,5550.0,10550.0,1309134.0,,,,,,,,,,,,,,,1.31,,,,9.99,1.03,50000.0,11794000.0,,11.81,9.99,47.18,0.4518,47.59,0.0207
2017-12-14,11100.0,2598621.0,0.91,0.21,2.62,,2469860.5,10550.0,10550.0,2469860.5,,5000.0,,,,,,,,,5000.0,,,,2.55,,,,18.99,1.96,45000.0,10534950.0,,10.58,19.43,47.29,0.452,47.5,0.0207
2017-12-15,11100.0,2602617.0,0.88,0.21,2.61,,2473658.5,10550.0,10550.0,2473658.5,,,,,,,,,,,,,,,2.55,,,,18.99,1.96,45000.0,10551150.0,,10.54,19.46,47.22,0.4522,47.6,0.0207
2017-12-18,1100.0,260139.0,0.09,0.02,0.26,,130069.5,550.0,550.0,130069.5,,,,,,2.41,,10000.0,,,,,,10000.0,0.13,2.35,,,100.0,0.11,0.0,0.0,,0.0,100.0,5.05,1.0,100.0,0.0021
2017-12-19,1100.0,258863.0,0.07,0.02,0.26,,129431.5,550.0,550.0,129431.5,,,,,,,,,,,,,,,0.13,,,,100.0,0.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0021
2017-12-20,7600.0,1795120.0,0.47,0.14,1.79,,129910.0,7050.0,550.0,1665210.0,,,,,,,,,,,,,6500.0,,1.66,,,,12.69,1.35,48500.0,11455700.0,,11.41,12.69,7.8,0.8561,92.2,0.0146
2017-12-21,7600.0,1803328.0,0.47,0.14,1.8,,130504.0,7050.0,550.0,1672824.0,,,,,,,,,,,,,,,1.67,,,,12.69,1.36,48500.0,11508080.0,,11.46,12.69,7.8,0.8561,92.2,0.0147
2017-12-22,7600.0,1801656.0,0.47,0.14,1.8,,130383.0,7050.0,550.0,1671273.0,,,,,,,,,,,,,,,1.67,,,,12.69,1.37,48500.0,11497410.0,,11.45,12.69,7.84,0.8555,92.16,0.0147
2017-12-25,7600.0,1801656.0,0.47,0.14,1.8,,130383.0,7050.0,550.0,1671273.0,,,,,,,,,,,,,,,1.67,,,,12.69,1.37,48500.0,11497410.0,,11.48,12.69,7.81,0.856,92.19,0.0147
2017-12-26,7600.0,1801656.0,0.47,0.14,1.8,,130383.0,7050.0,550.0,1671273.0,,,,,,,,,,,,,,,1.67,,,,12.69,1.37,48500.0,11497410.0,,11.48,12.69,7.81,0.856,92.19,0.0147
2017-12-27,7600.0,1809788.0,0.47,0.14,1.8,,130971.5,7050.0,550.0,1678816.5,,,,,,,,,,,,,,,1.67,,,,12.69,1.37,48500.0,11549305.0,,11.49,12.7,7.8,0.8561,92.2,0.0147
2017-12-28,7600.0,1797020.0,0.49,0.14,1.81,,130047.5,7050.0,550.0,1666972.5,,,,,,,,,,,,,,,1.68,,,,12.69,1.37,48500.0,11467825.0,,11.54,12.69,7.8,0.8561,92.2,0.0147
2017-12-29,7600.0,1797476.0,0.49,0.14,1.81,,130080.5,7050.0,550.0,1667395.5,,,,,,,,,,,,,,,1.68,,,,12.69,1.37,48500.0,11470735.0,,11.53,12.69,7.75,0.8569,92.25,0.0147
2018-01-01,7600.0,1797476.0,0.55,0.14,1.8,,130080.5,7050.0,550.0,1667395.5,,,,,,,,,,,,,,,1.67,,,,12.69,1.37,48500.0,11470735.0,,11.46,12.69,7.81,0.8561,92.19,0.0147
2018-01-02,7600.0,1798844.0,0.55,0.14,1.8,,130179.5,7050.0,550.0,1668664.5,,,,,,,,,,,,,,,1.67,,,,12.69,1.37,48500.0,11479465.0,,11.48,12.69,7.8,0.8561,92.2,0.0147
2018-01-03,8500.0,2037960.0,0.63,0.15,2.01,,347652.0,7050.0,1450.0,1690308.0,,,0.21,,,,900.0,,,0.21,,,,,1.67,,,,12.69,1.37,48500.0,11628360.0,,11.47,12.69,18.24,0.7018,81.76,0.0165
2018-01-04,10600.0,2583856.0,0.83,0.19,2.54,,865348.0,7050.0,3550.0,1718508.0,,,0.51,,,,2100.0,,,0.51,,,,,1.69,,,,12.69,1.37,48500.0,11822360.0,,11.62,12.68,35.32,0.5431,64.68,0.0205
2018-01-05,10600.0,2591382.0,0.75,0.19,2.58,,867868.5,7050.0,3550.0,1723513.5,,900.0,,,,,,,,,900.0,,,,1.71,,,,12.69,1.37,48500.0,11856795.0,,11.82,12.67,35.32,0.5431,64.68,0.0205
2018-01-08,11500.0,2832105.0,0.82,0.21,2.81,,874258.5,7950.0,3550.0,1957846.5,,900.0,,,,,,,,,900.0,,,,1.95,,,,14.08,2.05,48500.0,11944095.0,,11.85,14.1,35.32,0.5431,64.68,0.0296
2018-01-09,11500.0,2814625.0,0.82,0.21,2.83,,868862.5,7950.0,3550.0,1945762.5,,,,,,,,,,,,,,,1.96,,,,14.08,2.05,48500.0,11870375.0,,11.96,14.07,35.32,0.5431,64.68,0.0296
2018-01-10,11500.0,2809220.0,0.82,0.21,2.81,,867194.0,7950.0,3550.0,1942026.0,,,,,,,,,,,,,,,1.94,,,,14.08,2.05,48500.0,11847580.0,,11.86,14.08,35.32,0.5431,64.68,0.0296
2018-01-11,10950.0,2674428.0,0.77,0.2,2.67,,867052.0,7400.0,3550.0,1807376.0,,,,,,0.13,,550.0,,,,,,,1.81,,,,13.24,1.91,48500.0,11845640.0,,11.84,13.24,35.32,0.5431,64.68,0.0282
2018-01-12,8300.0,2038978.0,0.58,0.15,2.04,,221094.0,7400.0,900.0,1817884.0,,,,,,,,,,,,,,2650.0,1.82,0.64,,,13.24,1.91,48500.0,11914510.0,,11.91,13.24,12.15,0.7866,87.85,0.0214
2018-01-15,1800.0,440730.0,0.14,0.03,0.44,,220365.0,900.0,900.0,220365.0,,,,,,1.58,,6500.0,,,,,,,0.22,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0046
2018-01-16,1800.0,441918.0,0.14,0.03,0.44,,220959.0,900.0,900.0,220959.0,,,,,,,,,,,,,,,0.22,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0046
2018-01-17,1800.0,443106.0,0.13,0.03,0.44,,221553.0,900.0,900.0,221553.0,,,,,,,,,,,,,,,0.22,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0046
2018-01-18,1800.0,439650.0,0.13,0.03,0.44,,219825.0,900.0,900.0,219825.0,,,,,,,,,,,,,,,0.22,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0046
2018-01-19,1800.0,441180.0,0.13,0.03,0.44,,220590.0,900.0,900.0,220590.0,,,,,,,,,,,,,,,0.22,,,,100.0,0.23,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0046
2018-01-22,24800.0,6103528.0,1.8,0.44,6.09,,221499.0,23900.0,900.0,5882029.0,,,,,,,,,,,,,23000.0,,5.87,,,,100.0,6.71,0.0,0.0,,0.0,100.0,3.77,0.9275,96.23,0.0696
2018-01-23,24800.0,6138000.0,1.8,0.44,6.11,,222750.0,23900.0,900.0,5915250.0,,,,,,,,,,,,,,,5.89,,,,100.0,6.71,0.0,0.0,,0.0,100.0,3.77,0.9275,96.23,0.0696
2018-01-24,26800.0,6548580.0,1.94,0.48,6.64,,708615.0,23900.0,2900.0,5839965.0,,,,2000.0,,,,,,,,0.49,,,5.92,,,,42.75,6.16,32000.0,7819200.0,,7.93,42.75,3.77,0.9275,96.23,0.069
2018-01-25,26800.0,6521512.0,1.83,0.49,6.5,,705686.0,23900.0,2900.0,5815826.0,,,,,,,,,,,,,,,5.8,,,,42.75,6.16,32000.0,7786880.0,,7.76,42.75,7.69,0.7962,88.83,0.069
2018-01-26,26800.0,6526604.0,1.83,0.49,6.52,,706237.0,23900.0,2900.0,5820367.0,,,,,,,,,,,,,,,5.82,,,,42.75,6.53,32000.0,7792960.0,,7.79,42.76,7.73,0.7957,88.8,0.0732
2018-01-29,26800.0,6533304.0,1.77,0.49,6.53,,706962.0,23900.0,2900.0,5826342.0,,,,,,,,,,,,,,,5.82,,,,42.75,6.53,32000.0,7800960.0,,7.8,42.75,7.73,0.7957,88.8,0.0732
2018-01-30,2200.0,527472.0,0.14,0.04,0.53,,503496.0,100.0,2100.0,23976.0,,,,,,5.78,,23800.0,,,,,,800.0,0.02,0.19,,,100.0,0.03,0.0,0.0,,0.0,100.0,4.84,0.9079,95.16,0.0065
2018-01-31,200.0,47920.0,0.01,0.0,0.05,,23960.0,100.0,100.0,23960.0,,,,,,,,,,,,,,2000.0,0.02,0.48,,,100.0,0.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006
2018-02-01,200.0,48314.0,0.01,0.0,0.05,,24157.0,100.0,100.0,24157.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006
2018-02-02,200.0,48270.0,0.02,0.0,0.05,,24135.0,100.0,100.0,24135.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006
2018-02-05,200.0,46930.0,0.02,0.0,0.05,,23465.0,100.0,100.0,23465.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006
2018-02-06,200.0,45402.0,0.02,0.0,0.05,,22701.0,100.0,100.0,22701.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006
2018-02-07,200.0,46334.0,0.02,0.0,0.05,,23167.0,100.0,100.0,23167.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006
2018-02-08,200.0,45132.0,0.02,0.0,0.05,,22566.0,100.0,100.0,22566.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004
2018-02-09,15200.0,3369992.0,1.14,0.29,3.44,,22171.0,15100.0,100.0,3347821.0,,,,,,,,,,,,,15000.0,,3.42,,,,27.4,3.05,40000.0,8868400.0,,9.05,27.4,0.66,0.9868,99.34,0.0307
2018-02-12,30200.0,6814328.0,2.15,0.58,6.71,,3407164.0,15100.0,15100.0,3407164.0,,,,15000.0,,,,,,,,3.33,,,3.35,,,,27.4,3.05,40000.0,9025600.0,,8.89,27.41,0.33,0.9934,99.67,0.0611
2018-02-13,30200.0,6687186.0,2.08,0.58,6.81,,3343593.0,15100.0,15100.0,3343593.0,,,,,,,,,,,,,,,3.41,,,,27.4,3.05,40000.0,8857200.0,,9.03,27.4,0.33,0.9934,99.67,0.0611
2018-02-14,30200.0,6662120.0,2.07,0.58,6.7,,3331060.0,15100.0,15100.0,3331060.0,,,,,,,,,,,,,,,3.35,,,,27.4,3.03,40000.0,8824000.0,,8.88,27.4,0.33,0.9934,99.67,0.0606
2018-02-15,30200.0,6713460.0,2.02,0.57,6.68,,3356730.0,15100.0,15100.0,3356730.0,,,,,,,,,,,,,,,3.34,,,,27.4,3.03,40000.0,8892000.0,,8.85,27.41,0.33,0.9934,99.67,0.0606
2018-02-16,30200.0,6843622.0,2.05,0.57,6.67,,3421811.0,15100.0,15100.0,3421811.0,,,,,,,,,,,,,,,3.34,,,,27.4,3.03,40000.0,9064400.0,,8.84,27.41,0.33,0.9933,99.67,0.0606
2018-02-19,30200.0,6897982.0,1.35,0.57,6.75,,3448991.0,15100.0,15100.0,3448991.0,,,,,,,,,,,,,,,3.42,,,,33.48,3.09,30000.0,6852300.0,,6.79,33.48,0.34,0.9933,99.66,0.0618
2018-02-20,45200.0,10380180.0,2.01,0.85,10.47,,3467715.0,30100.0,15100.0,6912465.0,,15000.0,,,,,,,,,15000.0,,,,7.02,,,,66.74,6.16,15000.0,3444750.0,,3.28,68.13,0.22,0.9956,99.78,0.0925
2018-02-21,47800.0,10950502.0,2.06,0.9,11.08,,3757076.0,31400.0,16400.0,7193426.0,,1300.0,0.32,,,,1300.0,,,0.32,1300.0,,,,7.31,,,,67.67,6.43,15000.0,3436350.0,,3.31,68.84,0.21,0.9958,99.79,0.0978
2018-02-22,49100.0,11172214.0,2.14,0.93,11.41,,4027458.0,31400.0,17700.0,7144756.0,,,,1300.0,,,,,,,,0.31,,,7.32,,,,67.67,6.43,15000.0,3413100.0,,3.3,68.92,2.82,0.9412,96.98,0.1005
2018-02-23,49100.0,11202656.0,2.08,0.93,11.35,,4038432.0,31400.0,17700.0,7164224.0,,,,,,,,,,,,,,,7.3,,,,67.67,6.43,15000.0,3422400.0,,3.25,69.15,2.82,0.9412,96.97,0.1005
2018-02-26,54600.0,12622974.0,2.33,1.03,12.64,,5363608.0,31400.0,23200.0,7259366.0,,,1.26,,,,5500.0,,,1.26,,,,,7.32,,,,67.67,6.43,15000.0,3467850.0,,3.28,69.06,10.38,0.77,87.1,0.1117
2018-02-27,37000.0,8574750.0,1.59,0.7,8.74,,1599075.0,30100.0,6900.0,6975675.0,,,,,,0.3,,1300.0,,,,,,16300.0,7.13,3.76,,,75.06,6.22,10000.0,2317500.0,,2.14,76.93,14.85,0.6879,81.52,0.0765
2018-02-28,5700.0,1299714.0,0.25,0.11,1.32,,1276912.0,100.0,5600.0,22802.0,,,,,,7.13,,30000.0,,,,,,1300.0,0.02,0.32,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0118
2018-03-01,5700.0,1277085.0,0.25,0.11,1.31,,1254680.0,100.0,5600.0,22405.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0118
2018-03-02,5700.0,1242258.0,0.25,0.11,1.28,,1220464.0,100.0,5600.0,21794.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0118
2018-03-05,6584.0,1458882.72,0.29,0.13,1.44,,1240848.0,984.0,5600.0,218034.72,,,,,,,,,,,,,884.0,,0.21,,,,2.45,0.2,39116.0,8667323.28,,8.53,2.46,13.63,0.7645,86.37,0.0136
2018-03-06,6584.0,1473828.4,0.29,0.13,1.46,,1253560.0,984.0,5600.0,220268.4,,,,,,,,,,,,,,,0.22,,,,2.45,0.2,39116.0,8756116.6,,8.67,2.46,13.63,0.7645,86.37,0.0136
2018-03-07,6584.0,1462964.8,0.28,0.13,1.48,,1244320.0,984.0,5600.0,218644.8,,,,,,,,,,,,,,,0.22,,,,2.45,0.2,39116.0,8691575.2,,8.77,2.45,13.63,0.7645,86.37,0.0136
2018-03-08,6584.0,1471919.04,0.28,0.12,1.46,,1251936.0,984.0,5600.0,219983.04,,,,,,,,,,,,,,,0.22,,,,2.45,0.2,39116.0,8744772.96,,8.69,2.46,13.63,0.7645,86.37,0.0136
2018-03-09,6584.0,1482782.64,0.28,0.12,1.47,,1261176.0,984.0,5600.0,221606.64,,,,,,,,,,,,,,,0.22,,,,2.45,0.2,39116.0,8809314.36,,8.71,2.46,13.59,0.7651,86.41,0.0136
2018-03-12,5700.0,1286034.0,0.24,0.11,1.28,,1263472.0,100.0,5600.0,22562.0,,,,,,0.2,,884.0,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0119
2018-03-13,5700.0,1287630.0,0.25,0.11,1.29,,1265040.0,100.0,5600.0,22590.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0119
2018-03-14,5700.0,1281645.0,0.25,0.11,1.29,,1259160.0,100.0,5600.0,22485.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0119
2018-03-15,5700.0,1285977.0,0.26,0.11,1.28,,1263416.0,100.0,5600.0,22561.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0119
2018-03-16,5700.0,1278225.0,0.26,0.11,1.29,,1255800.0,100.0,5600.0,22425.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0119
2018-03-19,5700.0,1256166.0,0.27,0.11,1.28,,1234128.0,100.0,5600.0,22038.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0119
2018-03-20,5700.0,1268079.0,0.26,0.11,1.25,,1245832.0,100.0,5600.0,22247.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0122
2018-03-21,5700.0,1270188.0,0.27,0.11,1.27,,1247904.0,100.0,5600.0,22284.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0122
2018-03-22,5700.0,1258503.0,0.25,0.11,1.27,,1236424.0,100.0,5600.0,22079.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0122
2018-03-23,5700.0,1225785.0,0.25,0.11,1.26,,1204280.0,100.0,5600.0,21505.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0122
2018-03-26,5700.0,1222422.0,0.26,0.11,1.23,,1200976.0,100.0,5600.0,21446.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0122
2018-03-27,5700.0,1261809.0,0.25,0.11,1.22,,1239672.0,100.0,5600.0,22137.0,,,,,,,,,,,,,,,0.02,,,,100.0,0.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0122
2018-03-28,6900.0,1528212.0,0.29,0.13,1.52,,1240288.0,2600.0,5600.0,575848.0,,1200.0,,,,,,,,,1200.0,,1300.0,,0.57,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0148
2018-03-29,3900.0,874692.0,0.17,0.07,0.86,,583128.0,2600.0,2600.0,583128.0,,,,,,,,,,,,,,3000.0,0.58,0.67,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0084
2018-03-30,3900.0,874692.0,0.18,0.07,0.87,,583128.0,2600.0,2600.0,583128.0,,,,,,,,,,,,,,,0.58,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0084
2018-04-02,3900.0,874692.0,0.18,0.07,0.87,,583128.0,2600.0,2600.0,583128.0,,,,,,,,,,,,,,,0.58,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0084
2018-04-03,3900.0,868413.0,0.18,0.08,0.87,,578942.0,2600.0,2600.0,578942.0,,,,,,,,,,,,,,,0.58,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0084
2018-04-04,3900.0,868101.0,0.27,0.08,0.87,,578734.0,2600.0,2600.0,578734.0,,,,,,,,,,,,,,,0.58,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0084
2018-04-05,3900.0,888147.0,0.27,0.08,0.87,,592098.0,2600.0,2600.0,592098.0,,,,,,,,,,,,,,,0.59,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0084
2018-04-06,3900.0,873015.0,0.28,0.08,0.88,,582010.0,2600.0,2600.0,582010.0,,,,,,,,,,,,,,,0.58,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0084
2018-04-09,4900.0,1107988.0,0.35,0.1,1.1,,814032.0,2600.0,3600.0,587912.0,,,0.22,,,,1000.0,,,0.22,,,,,0.58,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0105
2018-04-10,4900.0,1110879.0,0.37,0.1,1.11,,816156.0,2600.0,3600.0,589446.0,,,,,,,,,,,,,,,0.59,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0105
2018-04-11,4900.0,1106714.0,0.37,0.1,1.11,,813096.0,2600.0,3600.0,587236.0,,,,,,,,,,,,,,,0.59,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0105
2018-04-12,4900.0,1106175.0,0.31,0.1,1.11,,812700.0,2600.0,3600.0,586950.0,,,,,,,,,,,,,,,0.59,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0105
2018-04-13,4900.0,1106763.0,0.31,0.1,1.11,,813132.0,2600.0,3600.0,587262.0,,,,,,,,,,,,,,,0.59,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0105
2018-04-16,2852.0,643896.04,0.18,0.06,0.64,,581583.52,1576.0,2576.0,355813.52,,,,,,0.23,,1024.0,,,,,,1024.0,0.36,0.23,,,100.0,0.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0061
2018-04-19,2576.0,586350.15,0.17,0.06,0.59,,586350.15,0.0,2576.0,0.0,,,0.36,,,,1576.0,,,0.36,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-04-20,2576.0,587081.73,0.19,0.06,0.59,,587081.73,0.0,2576.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2721
