,EGRI FP Equity_DX_SI_QTY,EGRI FP Equity_DX_SHORT_INTEREST_VALUE,EGRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EGRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EGRI FP Equity_DX_SI_MV,EGRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EGRI FP Equity_DX_SUPPLY_SI_QTY,EGRI FP Equity_DX_BROKER_SI_QTY,EGRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EGRI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EGRI FP Equity_DX_BROKER_SI_MV_INC_x,EGRI FP Equity_DX_BROKER_SI_QTY_ADD,EGRI FP Equity_DX_SUPPLY_SI_MV_DEC,EGRI FP Equity_DX_BROKER_SI_QTY_INC,EGRI FP Equity_DX_SUPPLY_SI_QTY_DEC,EGRI FP Equity_DX_BROKER_SI_MV_INC_y,EGRI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EGRI FP Equity_DX_BROKER_SI_MV_ADD,EGRI FP Equity_DX_SUPPLY_SI_QTY_ADD,EGRI FP Equity_DX_BROKER_SI_QTY_DEC,EGRI FP Equity_DX_SUPPLY_SI_MV,EGRI FP Equity_DX_BROKER_SI_MV_DEC,EGRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EGRI FP Equity_DX_UTILIZATION_QUANTITY,EGRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EGRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EGRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EGRI FP Equity_DX_ACTIVE_UTILIZATION_MV,EGRI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EGRI FP Equity_DX_BROKER_SI_CON_RATIO,EGRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EGRI FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-03-07,38500.0,1873410.0,8.04,0.38,1.88,1046190.0,17000.0,21500.0,827220.0,,,,,,,,,,,,0.83,,9.08,9.08,170199.0,8281883.34,8.31,9.08,,1.0,100.0,0.2057
2022-03-08,86300.0,4176920.0,17.29,0.85,4.19,2269960.0,39400.0,46900.0,1906960.0,22400.0,1.23,,,25400.0,,1.23,22400.0,,,,1.91,,21.05,21.05,147799.0,7153471.6,7.17,21.05,,1.0,100.0,0.461
2022-03-09,83300.0,4006730.0,16.82,0.81,4.03,2111590.0,39400.0,43900.0,1895140.0,,,,,,,,,,,3000.0,1.9,0.12,21.05,21.05,147799.0,7109131.9,7.14,21.05,,1.0,100.0,0.445
2022-03-10,73500.0,3508155.0,13.8,0.72,3.53,2195580.0,27500.0,46000.0,1312575.0,,0.07,,0.6,2100.0,11900.0,0.07,,,,,1.32,,14.69,14.69,159699.0,7622433.27,7.68,14.69,,1.0,100.0,0.3926
2022-03-11,59500.0,2843802.5,10.07,0.58,2.84,1529440.0,27500.0,32000.0,1314362.5,,,,,,,,,,,14000.0,1.31,0.7,14.69,14.69,159699.0,7632813.71,7.63,14.69,,1.0,100.0,0.3178
2022-03-14,119200.0,5649484.0,20.12,1.16,5.68,3583062.0,43600.0,75600.0,2066422.0,16100.0,2.08,,,43600.0,,2.08,16100.0,,,,2.08,,23.29,23.29,143599.0,6805874.61,6.84,23.29,,1.0,100.0,0.6368
2022-03-15,163600.0,7786542.0,28.96,1.6,7.77,4930842.0,60000.0,103600.0,2855700.0,,,30000.0,0.66,,13600.0,,,1.42,30000.0,2000.0,2.85,0.12,27.62,27.62,157199.0,7481886.41,7.46,27.62,22.46,0.6517,77.54,0.7532
2022-03-16,90000.0,4275900.0,16.36,0.88,4.3,2850600.0,30000.0,60000.0,1425300.0,,,,1.42,,30000.0,,,,,43600.0,1.43,2.04,100.0,13.81,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.4144
2022-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.42,,30000.0,,,,,60000.0,0.0,2.83,0.0,0.0,187199.0,8896632.48,8.87,0.0,,0.0,,0.0
2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,187199.0,8904120.44,8.9,0.0,,0.0,,0.0
2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,187199.0,8860128.67,8.85,0.0,,0.0,,0.0
2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,187199.0,8831112.82,8.87,0.0,,0.0,,0.0
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,187199.0,8850768.72,8.83,0.0,,0.0,,0.0
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2508864.84,2.52,0.0,,0.0,,0.0
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2503544.94,2.5,0.0,,0.0,,0.0
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2500884.99,2.5,0.0,,0.0,,0.0
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2494501.11,2.5,0.0,,0.0,,0.0
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2489979.19,2.49,0.0,,0.0,,0.0
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2506470.88,2.49,0.0,,0.0,,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2499821.01,2.5,0.0,,0.0,,0.0
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2506736.88,2.5,0.0,,0.0,,0.0
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2487053.25,2.5,0.0,,0.0,,0.0
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2479605.39,2.48,0.0,,0.0,,0.0
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2474817.48,2.48,0.0,,0.0,,0.0
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2468965.59,2.47,0.0,,0.0,,0.0
2022-04-11,23000.0,1059380.0,3.06,0.24,1.07,529690.0,11500.0,11500.0,529690.0,,,11500.0,,,,,,0.53,11500.0,,0.53,,21.62,21.62,41699.0,1920655.94,1.94,21.62,,1.0,100.0,0.4323
2022-04-12,17000.0,785230.0,2.18,0.18,0.78,531185.0,5500.0,11500.0,254045.0,,,,0.28,,6000.0,,,,,,0.25,,10.34,10.34,47699.0,2203216.81,2.19,10.34,,1.0,100.0,0.3196
2022-04-13,11000.0,508255.0,1.39,0.11,0.51,254127.5,5500.0,5500.0,254127.5,,,,,,,,,,,6000.0,0.25,0.27,10.34,10.34,47699.0,2203932.3,2.21,10.34,,1.0,100.0,0.2068
2022-04-14,11000.0,506385.0,1.48,0.11,0.51,253192.5,5500.0,5500.0,253192.5,,,,,,,,,,,,0.25,,10.34,10.34,47699.0,2195823.47,2.21,10.34,,1.0,100.0,0.2068
2022-04-15,11000.0,506385.0,1.53,0.11,0.51,253192.5,5500.0,5500.0,253192.5,,,,,,,,,,,,0.25,,10.34,10.34,47699.0,2195823.47,2.2,10.34,,1.0,100.0,0.2068
2022-04-18,11000.0,506385.0,1.53,0.11,0.51,253192.5,5500.0,5500.0,253192.5,,,,,,,,,,,,0.25,,10.34,10.34,47699.0,2195823.47,2.2,10.34,,1.0,100.0,0.2068
2022-04-19,11000.0,504405.0,1.53,0.09,0.51,252202.5,5500.0,5500.0,252202.5,,,,,,,,,,,,0.25,,10.34,10.34,47699.0,2187237.65,2.19,10.34,,1.0,100.0,0.2068
2022-04-20,29700.0,1366645.5,4.93,0.23,1.36,809864.0,12100.0,17600.0,556781.5,6600.0,0.56,,,12100.0,,0.56,6600.0,,,,0.56,,22.74,22.74,41099.0,1891170.49,1.89,22.74,,1.0,100.0,0.5583
2022-04-21,12100.0,553998.5,2.05,0.09,0.56,553998.5,0.0,12100.0,0.0,,,,0.56,,12100.0,,,,,5500.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2274
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,12100.0,0.0,0.56,0.0,0.0,53199.0,2426938.38,2.43,0.0,,0.0,,0.0
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2442100.1,2.43,0.0,,0.0,,0.0
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2446090.02,2.44,0.0,,0.0,,0.0
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2442632.09,2.45,0.0,,0.0,,0.0
2022-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2426938.38,2.44,0.0,,0.0,,0.0
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2419490.52,2.42,0.0,,0.0,,0.0
2022-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2426406.39,2.42,0.0,,0.0,,0.0
2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2415766.59,2.43,0.0,,0.0,,0.0
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2409648.71,2.43,0.0,,0.0,,0.0
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2400870.87,2.42,0.0,,0.0,,0.0
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2396082.96,2.39,0.0,,0.0,,0.0
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2396082.96,2.39,0.0,,0.0,,0.0
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2391827.04,2.4,0.0,,0.0,,0.0
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2411510.67,2.39,0.0,,0.0,,0.0
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2442898.08,2.42,0.0,,0.0,,0.0
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2424012.44,2.43,0.0,,0.0,,0.0
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2420554.5,2.43,0.0,,0.0,,0.0
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2405126.79,2.42,0.0,,0.0,,0.0
2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2409914.7,2.4,0.0,,0.0,,0.0
2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2412840.65,2.41,0.0,,0.0,,0.0
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2412840.65,2.42,0.0,,0.0,,0.0
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2403530.82,2.42,0.0,,0.0,,0.0
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2410446.69,2.4,0.0,,0.0,,0.0
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2404594.8,2.41,0.0,,0.0,,0.0
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2403796.82,2.41,0.0,,0.0,,0.0
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2412308.65,2.41,0.0,,0.0,,0.0
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2398210.92,2.41,0.0,,0.0,,0.0
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2385975.15,2.4,0.0,,0.0,,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2380921.25,2.39,0.0,,0.0,,0.0
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2362567.59,2.38,0.0,,0.0,,0.0
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2356981.69,2.35,0.0,,0.0,,0.0
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2350331.82,2.36,0.0,,0.0,,0.0
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53199.0,2359907.64,2.35,0.0,,0.0,,0.0
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53200.0,2347982.0,2.36,0.0,,0.0,,0.0
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53200.0,2329894.0,2.34,0.0,,0.0,,0.0
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53200.0,2313934.0,2.32,0.0,,0.0,,0.0
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53200.0,2287334.0,2.28,0.0,,0.0,,0.0
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53200.0,2277492.0,2.29,0.0,,0.0,,0.0
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53200.0,2280152.0,2.29,0.0,,0.0,,0.0
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,53200.0,2285738.0,2.28,0.0,,0.0,,0.0
2022-09-20,8100.0,343359.0,1.38,0.03,0.35,343359.0,0.0,8100.0,0.0,,,8100.0,,,,,,0.35,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-09-21,8100.0,344250.0,1.33,0.03,0.34,344250.0,0.0,8100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-09-22,8100.0,343197.0,1.33,0.03,0.34,343197.0,0.0,8100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-09-23,8100.0,341293.5,1.33,0.03,0.34,341293.5,0.0,8100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-09-26,8100.0,337081.5,1.32,0.03,0.34,337081.5,0.0,8100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-09-27,8100.0,337527.0,1.33,0.03,0.34,337527.0,0.0,8100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-10-05,5700.0,239314.5,1.06,0.02,0.24,239314.5,0.0,5700.0,0.0,,,5700.0,,,,,,0.24,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-10-06,10500.0,439740.0,2.07,0.04,0.44,439740.0,0.0,10500.0,0.0,,0.2,,,4800.0,,0.2,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-10-07,10500.0,435067.5,2.09,0.04,0.44,435067.5,0.0,10500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-10-10,10500.0,433020.0,2.09,0.04,0.44,433020.0,0.0,10500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-10-11,10500.0,433965.0,2.53,0.04,0.43,433965.0,0.0,10500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-10-12,10500.0,433755.0,2.54,0.04,0.44,433755.0,0.0,10500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-10-13,10500.0,436065.0,2.56,0.04,0.43,436065.0,0.0,10500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,215000.0,8944000.0,8.89,0.0,,0.0,,0.0
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,215000.0,8991300.0,8.93,0.0,,0.0,,0.0
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,215000.0,9141800.0,9.05,0.0,,0.0,,0.0
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,215000.0,9028925.0,9.15,0.0,,0.0,,0.0
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,215000.0,9036450.0,9.02,0.0,,0.0,,0.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,215000.0,9090200.0,9.0,0.0,,0.0,,0.0
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,215000.0,9136425.0,9.1,0.0,,0.0,,0.0
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,215000.0,9109550.0,9.15,0.0,,0.0,,0.0
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,215000.0,9157925.0,9.11,0.0,,0.0,,0.0
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,305000.0,12976225.0,13.01,0.0,,0.0,,0.0
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,305000.0,12988425.0,12.98,0.0,,0.0,,0.0
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,305000.0,13079925.0,13.03,0.0,,0.0,,0.0
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,305000.0,13127200.0,13.08,0.0,,0.0,,0.0
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365000.0,15581850.0,15.71,0.0,,0.0,,0.0
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365000.0,15559950.0,15.54,0.0,,0.0,,0.0
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365000.0,15643900.0,15.55,0.0,,0.0,,0.0
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18134750.0,18.38,0.0,,0.0,,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18345125.0,18.16,0.0,,0.0,,0.0
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18334500.0,18.37,0.0,,0.0,,0.0
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18326000.0,18.33,0.0,,0.0,,0.0
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18398250.0,18.3,0.0,,0.0,,0.0
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18419500.0,18.38,0.0,,0.0,,0.0
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18364250.0,18.44,0.0,,0.0,,0.0
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18219750.0,18.35,0.0,,0.0,,0.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18226125.0,18.23,0.0,,0.0,,0.0
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18398250.0,18.25,0.0,,0.0,,0.0
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18226125.0,18.44,0.0,,0.0,,0.0
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,425000.0,18049750.0,18.28,0.0,,0.0,,0.0
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,450000.0,18823500.0,19.08,0.0,,0.0,,0.0
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,450000.0,18920250.0,18.79,0.0,,0.0,,0.0
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21511550.0,21.67,0.0,,0.0,,0.0
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21542450.0,21.52,0.0,,0.0,,0.0
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21475500.0,21.57,0.0,,0.0,,0.0
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21431725.0,21.5,0.0,,0.0,,0.0
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21431725.0,21.44,0.0,,0.0,,0.0
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21313275.0,21.44,0.0,,0.0,,0.0
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21305550.0,21.28,0.0,,0.0,,0.0
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21364775.0,21.26,0.0,,0.0,,0.0
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21225725.0,21.35,0.0,,0.0,,0.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21413700.0,21.23,0.0,,0.0,,0.0
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21524425.0,21.42,0.0,,0.0,,0.0
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21769050.0,21.52,0.0,,0.0,,0.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21475500.0,21.76,0.0,,0.0,,0.0
