,TKTT FP Equity_DX_SI_QTY,TKTT FP Equity_DX_SHORT_INTEREST_VALUE,TKTT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TKTT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TKTT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TKTT FP Equity_DX_SI_MV,TKTT FP Equity_DX_DSS,TKTT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TKTT FP Equity_DX_SUPPLY_SI_QTY,TKTT FP Equity_DX_BROKER_SI_QTY,TKTT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TKTT FP Equity_DX_BROKER_SI_MV_NEW_x,TKTT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TKTT FP Equity_DX_SUPPLY_SI_QTY_INC_x,TKTT FP Equity_DX_BROKER_SI_MV_INC_x,TKTT FP Equity_DX_SUPPLY_SI_MV_NEW,TKTT FP Equity_DX_BROKER_SI_QTY_ADD,TKTT FP Equity_DX_BROKER_SI_QTY_NEW,TKTT FP Equity_DX_SUPPLY_SI_MV_DEC,TKTT FP Equity_DX_BROKER_SI_QTY_INC,TKTT FP Equity_DX_SUPPLY_SI_QTY_DEC,TKTT FP Equity_DX_BROKER_SI_MV_NEW_y,TKTT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TKTT FP Equity_DX_BROKER_SI_MV_INC_y,TKTT FP Equity_DX_SUPPLY_SI_QTY_INC_y,TKTT FP Equity_DX_BROKER_SI_MV_ADD,TKTT FP Equity_DX_SUPPLY_SI_QTY_ADD,TKTT FP Equity_DX_BROKER_SI_QTY_DEC,TKTT FP Equity_DX_SUPPLY_SI_MV,TKTT FP Equity_DX_BROKER_SI_MV_DEC,TKTT FP Equity_DX_SUPPLY_SI_MV_RMV,TKTT FP Equity_DX_BROKER_SI_MV_RMV,TKTT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TKTT FP Equity_DX_UTILIZATION_QUANTITY,TKTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TKTT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TKTT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TKTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TKTT FP Equity_DX_ACTIVE_UTILIZATION_MV,TKTT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TKTT FP Equity_DX_BROKER_SI_CON_RATIO,TKTT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TKTT FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-12-06,121092.0,2213561.76,1.87,16.76,0.18,2.29,0.0,2156272.24,78092.0,117958.0,1427521.76,,,,,,,,,,,,,,,,,,1.44,,,,12.91,12.91,526662.0,9627381.36,,9.69,12.92,27.66,0.2273,32.87,0.2002
2021-12-07,128269.0,2362714.98,1.98,17.87,0.2,2.4,0.0,2172786.36,85269.0,117958.0,1570654.98,,,7177.0,,,,,,,,,,,7177.0,,,,1.56,,,,14.1,14.1,519485.0,9568913.7,,9.51,14.1,26.14,0.2083,31.0,0.2121
2021-12-08,98965.0,1842728.3,1.53,14.25,0.15,1.85,0.0,1709092.56,86965.0,91788.0,1619288.3,,,1696.0,0.1,,,,,4830.0,,,,0.1,1696.0,,,31000.0,1.6,0.6,,,14.38,14.38,517789.0,9641231.18,,9.48,14.45,18.69,0.2762,45.51,0.1636
2021-12-09,96791.0,1788697.68,1.5,14.84,0.15,1.83,0.0,1696242.24,84791.0,91788.0,1566937.68,,,,,,,,0.04,,2174.0,,,,,,,,1.58,,,,14.02,14.02,519963.0,9608916.24,,9.7,14.0,19.28,0.2867,46.57,0.1601
2021-12-10,96791.0,1786761.86,1.5,15.91,0.15,1.82,0.0,1694406.48,84791.0,91788.0,1565241.86,,,,,,,,,,,,,,,,,,1.57,,,,14.0,14.0,520963.0,9616976.98,,9.6,14.08,19.2,0.2865,46.57,0.1598
2021-12-13,96791.0,1809991.7,1.5,15.58,0.15,1.82,0.0,1716435.6,84791.0,91788.0,1585591.7,,,,,,,,,,,,,,,,,,1.57,,,,14.01,14.01,520277.0,9729179.9,,9.64,14.01,19.21,0.2854,46.44,0.16
2021-12-14,104133.0,1905633.9,1.61,17.26,0.16,1.98,0.0,1801799.7,91462.0,98459.0,1673754.6,,,,0.12,,671.0,,,6000.0,,,,0.12,,0.01,6671.0,,1.7,,,,15.09,15.09,514658.0,9418241.4,,9.6,15.08,23.86,0.2728,43.32,0.1718
2021-12-15,103112.0,1880762.88,1.59,17.43,0.16,1.92,0.0,1795892.16,90441.0,98459.0,1649643.84,0.09,,,,,,5000.0,0.02,,1021.0,0.09,,,,,,,1.65,,,0.09,14.94,14.94,515108.0,9395569.92,,9.41,14.95,24.0,0.2762,43.65,0.1703
2021-12-16,108494.0,1991949.84,1.68,18.64,0.17,2.02,0.0,1901637.0,95557.0,103575.0,1754426.52,,,5116.0,0.09,,,,,5116.0,,,,0.09,5116.0,,,,1.74,,,,15.75,15.75,511095.0,9383704.2,,9.28,15.81,22.68,0.2887,46.01,0.1788
2021-12-17,108494.0,2050536.6,1.68,18.96,0.17,2.04,0.0,1957567.5,95557.0,103575.0,1806027.3,,,,,,,,,,,,,,,,,,1.77,,,,15.78,15.78,510152.0,9641872.8,,9.44,15.75,22.77,0.287,45.78,0.1791
2021-12-20,108494.0,1991949.84,1.68,15.37,0.17,2.09,0.0,1901637.0,95557.0,103575.0,1754426.52,,,,,,,,,,,,,,,,,,1.8,,,,15.75,15.75,510989.0,9381758.04,,9.61,15.74,22.86,0.2905,46.15,0.1789
2021-12-21,98929.0,1822272.18,1.53,13.41,0.15,1.85,0.0,1797331.5,85992.0,97575.0,1583972.64,,,,0.0,,,,0.3,400.0,15665.0,,,0.0,,,6100.0,6400.0,1.58,0.13,,,14.54,14.54,505496.0,9311236.32,,9.28,14.54,18.75,0.3192,50.48,0.1673
2021-12-22,97587.0,1803407.76,1.51,13.36,0.15,1.83,0.0,1790785.92,85321.0,96904.0,1576732.08,,,,,,,,0.01,,671.0,,,,,,,671.0,1.57,0.01,,,14.35,14.35,509285.0,9411586.8,,9.34,14.4,18.95,0.3277,51.21,0.1641
2021-12-23,97587.0,1826828.64,1.51,13.44,0.15,1.84,0.0,1814042.88,85321.0,96904.0,1597209.12,,,,,,,,,,,,,,,,,,1.58,,,,14.35,14.35,509329.0,9534638.88,,9.43,14.35,18.97,0.3272,51.15,0.1641
2021-12-24,97055.0,1812987.4,1.5,12.79,0.15,1.84,0.0,1805197.84,85055.0,96638.0,1588827.4,,,,,,,,0.0,,266.0,,,,,,,266.0,1.59,0.0,,,14.3,14.3,509529.0,9518001.72,,9.53,14.31,19.11,0.3294,51.24,0.1632
2021-12-27,97055.0,1807164.1,1.5,13.33,0.15,1.85,0.0,1799399.56,85055.0,96638.0,1583724.1,,,,,,,,,,,,,,,,,,1.59,,,,14.3,14.3,509529.0,9487429.98,,9.53,14.3,19.13,0.3313,51.47,0.1632
2021-12-28,97055.0,1799399.7,1.5,13.05,0.15,1.84,0.0,1791668.52,85055.0,96638.0,1576919.7,,,,,,,,,,,,,,,,,,1.58,,,,14.3,14.3,509529.0,9446667.66,,9.48,14.3,19.11,0.3312,51.45,0.1632
2021-12-29,97055.0,1814928.5,1.5,13.18,0.15,1.84,0.0,1807130.6,85055.0,96638.0,1590528.5,,,,,,,,,,,,,,,,,,1.58,,,,14.3,14.3,509529.0,9528192.3,,9.42,14.35,19.05,0.3308,51.44,0.1632
2021-12-30,70038.0,1375546.32,1.08,9.47,0.11,1.35,0.0,1375546.32,63038.0,70038.0,1238066.32,,,,,,,,0.39,,22017.0,,,,,,,26600.0,1.19,0.49,,,10.6,10.6,531546.0,10439563.44,,10.03,10.63,26.16,0.2843,40.46,0.1178
2021-12-31,70038.0,1365741.0,1.08,9.43,0.11,1.41,0.0,1365741.0,63038.0,70038.0,1229241.0,,,,,,,,,,,,,,,,,,1.24,,,,10.6,10.6,531546.0,10365147.0,,10.4,10.62,26.23,0.2873,40.84,0.1178
2022-01-03,70038.0,1339126.56,1.08,9.37,0.11,1.4,0.0,1339126.56,63038.0,70038.0,1205286.56,,,,,,,,,,,,,,,,,,1.23,,,,10.6,10.6,531566.0,10163541.92,,10.42,10.56,26.43,0.2875,40.77,0.1178
2022-01-04,70038.0,1365741.0,1.08,9.44,0.11,1.38,0.0,1331440.5,63038.0,68279.0,1229241.0,,,,,,,,,,,,,,,,,1759.0,1.21,0.03,,,10.87,10.87,517096.0,10083372.0,,9.91,10.89,26.23,0.286,40.66,0.1207
2022-01-05,68279.0,1345096.3,1.06,9.3,0.1,1.37,0.0,1345096.3,61279.0,68279.0,1207196.3,,,,,,,,0.03,,1759.0,,,,,,,,1.2,,,,10.1,10.1,545636.0,10749029.2,,10.66,10.1,26.91,0.3003,41.72,0.1125
2022-01-06,73688.0,1386808.16,1.14,10.2,0.11,1.48,0.0,1386808.16,66688.0,73688.0,1255068.16,,,,,,5409.0,,,,,,,,,0.11,5409.0,,1.3,,,,10.99,10.99,540241.0,10167335.62,,10.59,10.95,25.17,0.2657,38.92,0.1214
2022-01-07,64940.0,1246848.0,1.0,9.43,0.1,1.25,0.0,1246848.0,57940.0,64940.0,1112448.0,,,,,,,,0.17,,8748.0,,,,,,,8748.0,1.09,0.19,,,9.54,9.54,549389.0,10548268.8,,10.33,9.58,21.59,0.2907,43.99,0.1069
2022-01-10,64940.0,1262433.6,1.0,9.69,0.1,1.28,0.0,1262433.6,57940.0,64940.0,1126353.6,,,,,,,,,,,,,,,,,,1.12,,,,9.54,9.54,549289.0,10678178.16,,10.52,9.58,21.6,0.2909,44.0,0.1069
2022-01-11,65035.0,1255175.5,1.01,10.28,0.1,1.29,0.0,1255175.5,58035.0,65035.0,1120075.5,,,95.0,0.0,,,,,95.0,,,,0.0,95.0,,,,1.12,,,,9.56,9.56,549069.0,10597031.7,,10.63,9.57,21.63,0.2912,44.07,0.1071
2022-01-12,65165.0,1256381.2,1.01,11.55,0.1,1.29,0.0,1256381.2,58165.0,65165.0,1121421.2,,,130.0,0.0,,,,,130.0,,,,0.0,130.0,,,,1.12,,,,9.58,9.58,548869.0,10582194.32,,10.52,9.62,21.58,0.2901,43.98,0.1074
2022-01-13,65351.0,1279572.58,1.01,12.23,0.1,1.29,0.0,1279572.58,58351.0,65351.0,1142512.58,,,186.0,0.0,,,,,186.0,,,,0.0,186.0,,,,1.13,,,,9.6,9.6,549614.0,10761442.12,,10.61,9.62,21.46,0.2877,43.72,0.1075
2022-01-14,65290.0,1267931.8,1.01,13.57,0.1,1.3,0.0,1267931.8,58290.0,65290.0,1131991.8,,,,,,,,0.0,,61.0,,,,,,,61.0,1.14,0.0,,,9.59,9.59,549675.0,10674688.5,,10.78,9.56,21.66,0.2869,43.48,0.1074
2022-01-17,65369.0,1277310.26,1.01,13.99,0.1,1.3,0.0,1277310.26,58369.0,65369.0,1140530.26,,,79.0,0.0,,,,,79.0,,,,0.0,79.0,,,,1.14,,,,9.6,9.6,549754.0,10742193.16,,10.71,9.59,21.52,0.2866,43.49,0.1075
2022-01-18,65421.0,1267858.98,1.01,14.14,0.1,1.31,0.0,1267858.98,58421.0,65421.0,1132198.98,,,52.0,0.0,,,,,52.0,,,,0.0,52.0,,,,1.14,,,,9.61,9.61,549806.0,10655240.28,,10.78,9.57,21.47,0.2878,43.73,0.1076
2022-01-19,65521.0,1234415.64,1.01,14.49,0.1,1.3,0.0,1234415.64,58521.0,65521.0,1102535.64,,,100.0,0.0,,,,,100.0,,,,0.0,100.0,,,,1.13,,,,9.62,9.62,549906.0,10360229.04,,10.61,9.6,21.51,0.2882,43.81,0.1077
2022-01-20,65521.0,1254071.94,1.01,14.74,0.1,1.27,0.0,1254071.94,58521.0,65521.0,1120091.94,,,,,,,,,,,,,,,,,,1.11,,,,9.62,9.62,549993.0,10526866.02,,10.41,9.61,21.39,0.2862,43.57,0.1077
2022-01-21,65521.0,1243588.58,1.01,15.17,0.1,1.28,0.0,1243588.58,58521.0,65521.0,1110728.58,,,,,,,,,,,,,,,,,,1.12,,,,9.62,9.62,549993.0,10438867.14,,10.51,9.61,21.46,0.2874,43.72,0.1077
2022-01-24,63878.0,1144693.76,0.99,15.44,0.1,1.23,0.0,1144693.76,56878.0,63878.0,1019253.76,,,,,,,,0.03,,1643.0,,,,,,,1643.0,1.06,0.03,,,9.37,9.37,549986.0,9855749.12,,10.35,9.32,22.12,0.3022,45.06,0.1053
2022-01-25,63878.0,1117865.0,0.99,14.11,0.1,1.17,0.0,1117865.0,56878.0,63878.0,995365.0,,,,,,,,,,,,,,,,,,1.01,,,,9.37,9.37,549986.0,9624755.0,,9.82,9.35,22.04,0.3009,44.9,0.1053
2022-01-26,63878.0,1117865.0,0.99,12.89,0.1,1.15,0.0,1117865.0,56878.0,63878.0,995365.0,,,,,,,,,,,,,,,,,,1.0,,,,9.38,9.38,549788.0,9621290.0,,9.64,9.36,21.96,0.2996,44.74,0.1053
2022-01-27,63647.0,1113822.5,0.98,12.01,0.1,1.14,0.0,1113822.5,56647.0,63647.0,991322.5,,,,,,,,0.0,,231.0,,,,,,,231.0,0.99,0.0,,,9.34,9.34,549788.0,9621290.0,,9.71,9.29,22.03,0.3014,44.86,0.105
2022-01-28,63469.0,1110707.5,0.98,11.45,0.1,1.14,0.0,1110707.5,56469.0,63469.0,988207.5,,,,,,,,0.0,,178.0,,,,,,,178.0,0.99,0.0,,,9.31,9.31,550074.0,9626295.0,,9.62,9.31,22.12,0.3034,45.07,0.1046
2022-01-31,57269.0,990753.7,0.89,13.0,0.09,1.02,0.0,990753.7,50269.0,57269.0,869653.7,,,,,,,,0.11,,6200.0,,,,,,,6200.0,0.88,0.11,,,8.29,8.29,556274.0,9623540.2,,9.67,8.31,24.62,0.3398,50.16,0.0944
2022-02-01,57269.0,993044.46,0.89,14.13,0.09,1.01,0.0,993044.46,50269.0,57269.0,871664.46,,,,,,,,,,,,,,,,,,0.87,,,,8.28,8.28,556686.0,9652935.24,,9.6,8.31,24.57,0.339,50.06,0.0944
2022-02-02,57192.0,987133.92,0.88,13.31,0.09,1.01,0.0,987133.92,50192.0,57192.0,866313.92,,,,,,,,0.0,,77.0,,,,,,,77.0,0.87,0.0,,,8.27,8.27,556763.0,9609729.38,,9.61,8.29,24.64,0.3404,50.2,0.0942
2022-02-03,57051.0,984700.26,0.88,13.09,0.09,1.01,0.0,984700.26,50051.0,57051.0,863880.26,,,,,,,,0.0,,141.0,,,,,,,141.0,0.86,0.0,,,8.25,8.25,556904.0,9612163.04,,9.52,8.3,24.68,0.3417,50.29,0.094
2022-02-04,57051.0,980136.18,0.88,14.29,0.09,1.01,0.0,980136.18,50051.0,57051.0,859876.18,,,,,,,,,,,,,,,,,,0.86,,,,8.25,8.25,556904.0,9567610.72,,9.58,8.26,24.7,0.342,50.32,0.094
2022-02-07,56980.0,983474.8,0.88,13.93,0.09,1.0,0.0,983474.8,49980.0,56980.0,862654.8,,,,,,,,0.0,,71.0,,,,,,,71.0,0.86,0.0,,,8.23,8.23,556975.0,9613388.5,,9.58,8.24,24.68,0.3419,50.28,0.0939
2022-02-08,56079.0,970166.7,0.87,10.27,0.09,0.99,0.0,970166.7,49079.0,56079.0,849066.7,,,,,,,,0.02,,901.0,,,,,,,901.0,0.85,0.02,,,8.09,8.09,557876.0,9651254.8,,9.65,8.07,25.08,0.3526,51.09,0.0924
2022-02-09,56079.0,969045.12,0.87,10.25,0.09,0.99,0.0,969045.12,49079.0,56079.0,848085.12,,,,,,,,,,,,,,,,,,0.85,,,,8.09,8.09,557876.0,9640097.28,,9.64,8.09,25.08,0.3527,51.1,0.0924
2022-02-10,56079.0,970166.7,0.87,10.27,0.09,0.99,0.0,970166.7,49079.0,56079.0,849066.7,,,,,,,,,,,,,,,,,,0.85,,,,8.09,8.09,557261.0,9640615.3,,9.63,8.09,25.07,0.3526,51.08,0.0925
2022-02-11,56079.0,964558.8,0.87,10.16,0.09,0.99,0.0,964558.8,49079.0,56079.0,844158.8,,,,,,,,,,,,,,,,,,0.85,,,,8.1,8.1,556694.0,9575136.8,,9.69,8.05,25.08,0.3525,51.07,0.0926
2022-02-14,56079.0,944370.36,0.87,10.09,0.09,0.98,0.0,944370.36,49079.0,56079.0,826490.36,,,,,,,,,,,,,,,,,,0.84,,,,8.13,8.13,554352.0,9335287.68,,9.56,8.07,25.16,0.354,51.24,0.0929
2022-02-15,56079.0,947735.1,0.87,10.1,0.09,0.97,0.0,943679.1,49079.0,55839.0,829435.1,,,,,,,,,,,,,,,,,240.0,0.83,0.01,,,8.17,8.17,551536.0,9320958.4,,9.4,8.09,25.06,0.3524,51.07,0.0934
2022-02-16,55839.0,943679.1,0.86,9.76,0.09,0.97,0.0,943679.1,48839.0,55839.0,825379.1,,,,,,,,0.0,,240.0,,,,,,,,0.82,,,,8.13,8.13,551536.0,9320958.4,,9.31,8.14,25.18,0.3513,50.89,0.093
2022-02-17,55839.0,926927.4,0.86,9.79,0.09,0.96,0.0,926927.4,48839.0,55839.0,810727.4,,,,,,,,,,,,,,,,,,0.82,,,,8.13,8.13,551536.0,9155497.6,,9.3,8.12,25.25,0.3524,51.01,0.093
2022-02-18,55839.0,938095.2,0.86,9.92,0.09,0.96,0.0,938095.2,48839.0,55839.0,820495.2,,,,,,,,,,,,,,,,,,0.81,,,,8.13,8.13,551536.0,9265804.8,,9.2,8.13,24.9,0.3537,51.28,0.093
2022-02-21,55839.0,926927.4,0.86,9.95,0.09,0.96,0.0,926927.4,48839.0,55839.0,810727.4,,,,,,,,,,,,,,,,,,0.82,,,,8.13,8.13,551536.0,9155497.6,,9.26,8.11,25.11,0.3535,51.19,0.093
2022-02-22,55839.0,921343.5,0.86,9.92,0.09,0.95,0.0,921343.5,48839.0,55839.0,805843.5,,,,,,,,,,,,,,,,,,0.81,,,,8.13,8.13,551536.0,9100344.0,,9.15,8.13,25.21,0.3517,50.93,0.093
2022-02-23,55839.0,910175.7,0.86,9.7,0.09,0.94,0.0,910175.7,48839.0,55839.0,796075.7,,,,,,,,,,,,,,,,,,0.8,,,,8.13,8.13,551536.0,8990036.8,,9.1,8.11,25.26,0.3526,51.03,0.093
2022-02-24,55839.0,921343.5,0.86,9.6,0.09,0.93,0.0,921343.5,48839.0,55839.0,805843.5,,,,,,,,,,,,,,,,,,0.8,,,,8.13,8.13,551536.0,9100344.0,,9.09,8.09,25.17,0.351,50.85,0.093
2022-02-25,55839.0,893424.0,0.86,9.58,0.09,0.94,0.0,893424.0,48839.0,55839.0,781424.0,,,,,,,,,,,,,,,,,,0.8,,,,8.13,8.13,551536.0,8824576.0,,8.97,8.17,25.29,0.3533,51.11,0.093
2022-02-28,55839.0,874438.74,0.86,9.59,0.09,0.91,0.0,874438.74,48839.0,55839.0,764818.74,,,,,,,,,,,,,,,,,,0.78,,,,8.13,8.13,551536.0,8637053.76,,8.81,8.1,25.26,0.3527,51.04,0.093
2022-03-01,55839.0,826417.2,0.86,9.45,0.09,0.89,0.0,826417.2,48839.0,55839.0,722817.2,,,,,,,,,,,,,,,,,,0.75,,,,8.13,8.13,551536.0,8162732.8,,8.62,8.03,25.37,0.3546,51.25,0.093
2022-03-02,55839.0,778395.66,0.86,9.43,0.09,0.84,0.0,778395.66,48839.0,55839.0,680815.66,,,,,,,,,,,,,,,,,,0.71,,,,8.13,8.13,551536.0,7688411.84,,8.09,8.07,25.4,0.355,51.31,0.093
2022-03-03,55839.0,771694.98,0.86,8.97,0.09,0.79,0.0,771694.98,48839.0,55839.0,674954.98,,,,,,,,,,,,,,,,,,0.68,,,,8.13,8.13,551536.0,7622227.52,,7.68,8.12,25.24,0.3524,51.0,0.093
2022-03-04,55839.0,781746.0,0.86,8.83,0.09,0.79,0.0,781746.0,48839.0,55839.0,683746.0,,,,,,,,,,,,,,,,,,0.68,,,,8.13,8.13,551536.0,7721504.0,,7.71,8.09,25.16,0.3507,50.81,0.093
2022-03-07,55839.0,730374.12,0.86,8.84,0.09,0.79,0.0,730374.12,48839.0,55839.0,638814.12,,,,,,,,,,,,,,,,,,0.67,,,,8.13,8.13,551580.0,7214666.4,,7.67,8.04,25.41,0.3553,51.34,0.093
2022-03-08,55839.0,782862.78,0.86,8.82,0.09,0.75,0.0,782862.78,48839.0,55839.0,684722.78,,,,,,,,,,,,,,,,,,0.65,,,,8.13,8.13,551580.0,7733151.6,,7.28,8.22,24.96,0.3475,50.43,0.093
2022-03-09,55839.0,842052.12,0.86,9.49,0.09,0.81,0.0,842052.12,48839.0,55839.0,736492.12,,,,,,,,,,,,,,,,,,0.7,,,,8.13,8.13,551667.0,8319138.36,,7.73,8.29,24.95,0.3475,50.44,0.093
2022-03-10,55839.0,781746.0,0.86,9.7,0.09,0.85,0.0,781746.0,48839.0,55839.0,683746.0,,,,,,,,,,,,,,,,,,0.72,,,,8.13,8.13,551776.0,7724864.0,,8.26,8.03,25.43,0.3556,51.37,0.093
2022-03-11,55839.0,776162.1,0.86,9.38,0.09,0.8,0.0,776162.1,48839.0,55839.0,678862.1,,,,,,,,,,,,,,,,,,0.68,,,,8.33,8.33,537306.0,7468553.4,,7.57,8.28,25.22,0.352,50.95,0.0953
2022-03-14,55839.0,725907.0,0.86,9.73,0.09,0.79,0.0,725907.0,48839.0,55839.0,634907.0,,,,,,,,,,,,,,,,,,0.67,,,,8.33,8.33,537350.0,6985550.0,,7.41,8.24,25.4,0.3551,51.32,0.0953
2022-03-15,55839.0,710272.08,0.86,8.85,0.09,0.74,0.0,710272.08,48839.0,55839.0,621232.08,,,,,,,,,,,,,,,,,,0.63,,,,8.33,8.33,537350.0,6835092.0,,6.98,8.29,25.26,0.3526,51.03,0.0953
2022-03-16,62839.0,791771.4,0.97,9.69,0.1,0.81,0.0,791771.4,48839.0,62839.0,615371.4,,,,,,7000.0,,,,,,,,,0.09,,,0.62,,,,8.33,8.33,537350.0,6770610.0,,6.8,8.35,22.47,0.2913,45.41,0.1072
2022-03-17,86321.0,1123899.42,1.34,12.36,0.13,1.12,0.0,1123899.42,65321.0,86321.0,850479.42,,,16449.0,0.17,,10000.0,,,13482.0,,,,0.17,16449.0,0.13,33.0,,0.83,,,,11.14,11.14,520868.0,6781701.36,,6.55,11.27,16.22,0.2415,40.46,0.1473
2022-03-18,93537.0,1159858.8,1.45,12.8,0.14,1.24,0.0,1159858.8,65321.0,93537.0,809980.4,,,,,,7216.0,,,,,,,,,0.09,,,0.84,,,,11.25,11.25,515263.0,6389261.2,,6.69,11.13,15.15,0.2147,37.76,0.1611
2022-03-21,95537.0,1211409.16,1.48,9.63,0.15,1.21,0.0,1211409.16,65321.0,95537.0,828270.28,,,,0.02,,,,,2000.0,,,,0.02,,,,,0.82,,,,11.48,11.48,503906.0,6389528.08,,6.28,11.5,16.33,0.2097,36.63,0.1678
2022-03-22,97899.0,1276602.96,1.51,11.53,0.15,1.27,0.0,1276602.96,65321.0,97899.0,851785.84,,,,0.12,,,,,9000.0,,,,0.12,,,,6638.0,0.84,0.08,,,11.48,11.48,503906.0,6570934.24,,6.42,11.52,24.95,0.2318,35.8,0.172
2022-03-23,95321.0,1218202.38,1.47,10.89,0.15,1.27,0.0,1218202.38,62321.0,95321.0,796462.38,,,,0.02,,,,0.03,1000.0,3000.0,,,0.02,,,,3578.0,0.81,0.04,,,10.95,10.95,506906.0,6478258.68,,6.6,10.9,26.77,0.2456,36.94,0.1675
2022-03-24,95321.0,1220108.8,1.47,10.95,0.15,1.24,0.0,1220108.8,62321.0,95321.0,797708.8,,,,,,,,,,,,,,,,,,0.8,,,,10.95,10.95,506906.0,6488396.8,,6.48,10.95,26.72,0.245,36.88,0.1675
2022-03-25,95321.0,1216295.96,1.47,10.94,0.15,1.25,0.0,1216295.96,62321.0,95321.0,795215.96,,,,,,,,,,,,,,,,,,0.8,,,,10.95,10.95,506886.0,6467865.36,,6.5,10.93,26.73,0.2451,36.89,0.1675
2022-03-28,95321.0,1220108.8,1.47,10.95,0.15,1.24,0.0,1220108.8,62321.0,95321.0,797708.8,,,,,,,,,,,,,,,,,,0.8,,,,10.95,10.95,506886.0,6488140.8,,6.47,10.95,26.72,0.245,36.88,0.1675
2022-03-29,96321.0,1232908.8,1.49,11.1,0.15,1.26,0.0,1232908.8,62321.0,96321.0,797708.8,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.8,,,,10.94,10.94,507286.0,6493260.8,,6.44,11.01,27.47,0.2455,36.5,0.1691
2022-03-30,92221.0,1198873.0,1.43,9.59,0.14,1.21,0.0,1198873.0,56221.0,92221.0,730873.0,,,,0.03,,,,0.08,2000.0,6100.0,,,0.03,,,,6100.0,0.72,0.08,,,9.87,9.87,513311.0,6673043.0,,6.56,9.94,31.08,0.2757,37.87,0.1619
2022-03-31,98221.0,1251335.54,1.52,10.02,0.15,1.3,0.0,1251335.54,56221.0,98221.0,716255.54,,,,0.08,,,,,6000.0,,,,0.08,,,,,0.73,,,,10.22,10.22,494127.0,6295177.98,,6.45,10.11,34.99,0.2826,35.86,0.1785
2022-04-01,104221.0,1365295.1,1.61,10.47,0.16,1.36,0.0,1339095.1,58221.0,102221.0,762695.1,,,,0.04,,,,,4000.0,,,,0.04,,,2000.0,,0.75,,,,10.54,10.54,494127.0,6473063.7,,6.37,10.53,33.69,0.2694,34.75,0.1887
2022-04-04,110221.0,1426259.74,1.7,11.0,0.17,1.47,0.0,1400379.74,63221.0,108221.0,818079.74,,,,0.1,,,,,6000.0,,,,0.1,,,5000.0,,0.83,,,,11.45,11.45,489127.0,6329303.38,,6.43,11.38,31.94,0.259,33.83,0.1996
2022-04-05,106221.0,1378748.58,1.64,10.62,0.16,1.4,0.0,1352788.58,63221.0,104221.0,820608.58,,,,,,,,,,,,,,,,,4000.0,0.82,0.05,,,11.44,11.44,489527.0,6354060.46,,6.38,11.38,33.1,0.2684,35.06,0.1922
2022-04-06,104221.0,1359041.84,1.61,10.61,0.16,1.38,0.0,1359041.84,59221.0,104221.0,772241.84,,,,,,,,0.05,,4000.0,,,,,,,,0.77,,,,10.76,10.76,491127.0,6404296.08,,6.4,10.75,33.73,0.2745,35.72,0.1894
2022-04-07,104221.0,1350704.16,1.61,10.48,0.16,1.39,0.0,1350704.16,59221.0,104221.0,767504.16,,,,,,,,,,,,,,,,,,0.77,,,,10.75,10.75,491527.0,6370189.92,,6.42,10.71,33.75,0.2748,35.75,0.1892
2022-04-08,104221.0,1354873.0,1.61,10.49,0.16,1.38,0.0,1354873.0,59221.0,104221.0,769873.0,,,,,,,,,,,,,,,,,,0.77,,,,10.75,10.75,491527.0,6389851.0,,6.39,10.74,33.74,0.2746,35.73,0.1892
2022-04-11,104221.0,1340282.06,1.61,10.29,0.16,1.38,0.0,1340282.06,59221.0,104221.0,761582.06,,,,,,,,,,,,,,,,,,0.77,,,,10.76,10.76,491127.0,6315893.22,,6.37,10.75,33.77,0.275,35.77,0.1894
2022-04-12,104221.0,1296509.24,1.61,10.39,0.16,1.36,0.0,1296509.24,59221.0,104221.0,736709.24,,,,,,,,,,,,,,,,,,0.75,,,,10.76,10.76,491127.0,6109619.88,,6.32,10.65,33.81,0.2755,35.81,0.1894
2022-04-13,104221.0,1334028.8,1.61,10.37,0.16,1.32,0.0,1334028.8,59221.0,104221.0,758028.8,,,,,,,,,,,,,,,,,,0.74,,,,10.78,10.78,490215.0,6274752.0,,6.11,10.85,33.69,0.274,35.68,0.1897
2022-04-14,104221.0,1338197.64,1.61,10.55,0.16,1.35,0.0,1338197.64,59221.0,104221.0,760397.64,,,,,,,,,,,,,,,,,,0.76,,,,10.78,10.78,490215.0,6294360.6,,6.28,10.76,33.16,0.2736,36.05,0.1897
