,ALTXC FP Equity_DX_SI_QTY,ALTXC FP Equity_DX_SHORT_INTEREST_VALUE,ALTXC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTXC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTXC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTXC FP Equity_DX_SI_MV,ALTXC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTXC FP Equity_DX_SUPPLY_SI_QTY,ALTXC FP Equity_DX_BROKER_SI_QTY,ALTXC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTXC FP Equity_DX_SUPPLY_SI_MV,ALTXC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTXC FP Equity_DX_UTILIZATION_QUANTITY,ALTXC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTXC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTXC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTXC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTXC FP Equity_DX_BROKER_SI_CON_RATIO,ALTXC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTXC FP Equity_PX_LAST
2020-11-09,,,,,,,,,,,,,,,,,,,,8.5
2020-11-10,,,,,,,,,,,,,,,,,,,,8.0
2020-11-11,,,,,,,,,,,,,,,,,,,,8.8
2020-11-12,,,,,,,,,,,,,,,,,,,,8.6
2020-11-13,,,,,,,,,,,,,,,,,,,,8.7
2020-11-16,,,,,,,,,,,,,,,,,,,,8.6
2020-11-18,,,,,,,,,,,,,,,,,,,,8.0
2020-11-19,,,,,,,,,,,,,,,,,,,,8.2
2020-11-20,,,,,,,,,,,,,,,,,,,,8.2
2020-11-23,,,,,,,,,,,,,,,,,,,,8.3
2020-11-24,,,,,,,,,,,,,,,,,,,,8.25
2020-11-25,,,,,,,,,,,,,,,,,,,,8.2
2020-11-26,,,,,,,,,,,,,,,,,,,,8.2
2020-11-27,,,,,,,,,,,,,,,,,,,,8.05
2020-11-30,,,,,,,,,,,,,,,,,,,,8.25
2020-12-01,,,,,,,,,,,,,,,,,,,,8.25
2020-12-02,,,,,,,,,,,,,,,,,,,,8.2
2020-12-03,,,,,,,,,,,,,,,,,,,,8.7
2020-12-04,,,,,,,,,,,,,,,,,,,,8.7
2020-12-07,,,,,,,,,,,,,,,,,,,,8.7
2020-12-08,,,,,,,,,,,,,,,,,,,,8.6
2020-12-09,,,,,,,,,,,,,,,,,,,,8.5
2020-12-10,,,,,,,,,,,,,,,,,,,,8.3
2020-12-11,,,,,,,,,,,,,,,,,,,,8.3
2020-12-14,,,,,,,,,,,,,,,,,,,,8.3
2020-12-15,,,,,,,,,,,,,,,,,,,,8.5
2020-12-16,,,,,,,,,,,,,,,,,,,,8.5
2020-12-17,,,,,,,,,,,,,,,,,,,,8.3
2020-12-18,,,,,,,,,,,,,,,,,,,,8.3
2020-12-21,,,,,,,,,,,,,,,,,,,,8.25
2020-12-22,,,,,,,,,,,,,,,,,,,,8.5
2020-12-23,,,,,,,,,,,,,,,,,,,,8.5
2020-12-24,,,,,,,,,,,,,,,,,,,,8.5
2020-12-28,,,,,,,,,,,,,,,,,,,,8.5
2020-12-31,,,,,,,,,,,,,,,,,,,,8.5
2021-01-04,,,,,,,,,,,,,,,,,,,,8.7
2021-01-05,,,,,,,,,,,,,,,,,,,,8.75
2021-01-06,,,,,,,,,,,,,,,,,,,,8.8
2021-01-07,,,,,,,,,,,,,,,,,,,,8.85
2021-01-08,,,,,,,,,,,,,,,,,,,,8.85
2021-01-11,,,,,,,,,,,,,,,,,,,,9.2
2021-01-12,,,,,,,,,,,,,,,,,,,,9.4
2021-01-13,,,,,,,,,,,,,,,,,,,,9.2
2021-01-14,,,,,,,,,,,,,,,,,,,,9.5
2021-01-15,,,,,,,,,,,,,,,,,,,,9.5
2021-01-18,,,,,,,,,,,,,,,,,,,,9.6
2021-01-20,,,,,,,,,,,,,,,,,,,,9.7
2021-01-21,,,,,,,,,,,,,,,,,,,,9.85
2021-01-22,,,,,,,,,,,,,,,,,,,,9.6
2021-01-25,,,,,,,,,,,,,,,,,,,,9.65
2021-01-26,,,,,,,,,,,,,,,,,,,,9.8
2021-01-27,,,,,,,,,,,,,,,,,,,,9.8
2021-01-29,,,,,,,,,,,,,,,,,,,,9.5
2021-02-01,,,,,,,,,,,,,,,,,,,,9.5
2021-02-02,,,,,,,,,,,,,,,,,,,,9.5
2021-02-03,,,,,,,,,,,,,,,,,,,,9.5
2021-02-04,,,,,,,,,,,,,,,,,,,,9.15
2021-02-05,,,,,,,,,,,,,,,,,,,,9.25
2021-02-08,,,,,,,,,,,,,,,,,,,,9.4
2021-02-09,,,,,,,,,,,,,,,,,,,,9.9
2021-02-10,,,,,,,,,,,,,,,,,,,,9.55
2021-02-11,,,,,,,,,,,,,,,,,,,,9.5
2021-02-12,,,,,,,,,,,,,,,,,,,,9.3
2021-02-15,,,,,,,,,,,,,,,,,,,,9.35
2021-02-16,,,,,,,,,,,,,,,,,,,,9.5
2021-02-17,,,,,,,,,,,,,,,,,,,,9.6
2021-02-18,,,,,,,,,,,,,,,,,,,,9.5
2021-02-19,,,,,,,,,,,,,,,,,,,,9.85
2021-02-22,,,,,,,,,,,,,,,,,,,,9.85
2021-02-23,,,,,,,,,,,,,,,,,,,,9.5
2021-02-24,,,,,,,,,,,,,,,,,,,,9.85
2021-02-25,,,,,,,,,,,,,,,,,,,,9.7
2021-02-26,,,,,,,,,,,,,,,,,,,,9.65
2021-03-01,,,,,,,,,,,,,,,,,,,,9.6
2021-03-02,,,,,,,,,,,,,,,,,,,,9.7
2021-03-03,,,,,,,,,,,,,,,,,,,,9.7
2021-03-10,,,,,,,,,,,,,,,,,,,,9.5
2021-03-11,,,,,,,,,,,,,,,,,,,,9.65
2021-03-12,,,,,,,,,,,,,,,,,,,,9.6
2021-03-15,,,,,,,,,,,,,,,,,,,,9.6
2021-03-18,,,,,,,,,,,,,,,,,,,,9.65
2021-03-22,,,,,,,,,,,,,,,,,,,,9.65
2021-03-23,,,,,,,,,,,,,,,,,,,,9.65
2021-03-24,,,,,,,,,,,,,,,,,,,,9.7
2021-03-29,,,,,,,,,,,,,,,,,,,,9.7
2021-03-30,,,,,,,,,,,,,,,,,,,,9.7
2021-03-31,,,,,,,,,,,,,,,,,,,,9.6
2021-04-01,,,,,,,,,,,,,,,,,,,,9.8
2021-04-06,,,,,,,,,,,,,,,,,,,,9.6
2021-04-07,,,,,,,,,,,,,,,,,,,,9.85
2021-04-08,,,,,,,,,,,,,,,,,,,,9.85
2021-04-12,,,,,,,,,,,,,,,,,,,,9.85
2021-04-14,,,,,,,,,,,,,,,,,,,,9.85
2021-04-15,,,,,,,,,,,,,,,,,,,,9.6
2021-04-16,,,,,,,,,,,,,,,,,,,,9.6
2021-04-19,,,,,,,,,,,,,,,,,,,,9.5
2021-04-20,,,,,,,,,,,,,,,,,,,,9.8
2021-04-22,,,,,,,,,,,,,,,,,,,,9.8
2021-04-23,,,,,,,,,,,,,,,,,,,,9.8
2021-04-26,,,,,,,,,,,,,,,,,,,,9.5
2021-04-27,,,,,,,,,,,,,,,,,,,,9.5
2021-04-28,,,,,,,,,,,,,,,,,,,,9.5
2021-04-29,,,,,,,,,,,,,,,,,,,,9.5
2021-04-30,,,,,,,,,,,,,,,,,,,,9.05
2021-05-03,,,,,,,,,,,,,,,,,,,,8.7
2021-05-04,,,,,,,,,,,,,,,,,,,,8.15
2021-05-05,,,,,,,,,,,,,,,,,,,,8.75
2021-05-06,,,,,,,,,,,,,,,,,,,,8.25
2021-05-07,,,,,,,,,,,,,,,,,,,,9.1
2021-05-10,,,,,,,,,,,,,,,,,,,,9.0
2021-05-11,,,,,,,,,,,,,,,,,,,,8.5
2021-05-12,,,,,,,,,,,,,,,,,,,,8.3
2021-05-17,,,,,,,,,,,,,,,,,,,,9.1
2021-05-19,,,,,,,,,,,,,,,,,,,,8.4
2021-05-20,,,,,,,,,,,,,,,,,,,,8.4
2021-05-24,,,,,,,,,,,,,,,,,,,,8.45
2021-05-26,,,,,,,,,,,,,,,,,,,,8.45
2021-05-28,,,,,,,,,,,,,,,,,,,,8.4
2021-05-31,,,,,,,,,,,,,,,,,,,,8.3
2021-06-01,,,,,,,,,,,,,,,,,,,,8.3
2021-06-02,,,,,,,,,,,,,,,,,,,,8.3
2021-06-07,,,,,,,,,,,,,,,,,,,,8.35
2021-06-08,,,,,,,,,,,,,,,,,,,,8.35
2021-06-11,,,,,,,,,,,,,,,,,,,,8.4
2021-06-14,,,,,,,,,,,,,,,,,,,,8.35
2021-06-16,,,,,,,,,,,,,,,,,,,,8.35
2021-06-18,,,,,,,,,,,,,,,,,,,,8.3
2021-06-21,,,,,,,,,,,,,,,,,,,,8.75
2021-06-22,,,,,,,,,,,,,,,,,,,,8.75
2021-06-25,,,,,,,,,,,,,,,,,,,,8.55
2021-06-28,,,,,,,,,,,,,,,,,,,,8.65
2021-06-29,,,,,,,,,,,,,,,,,,,,8.6
2021-06-30,,,,,,,,,,,,,,,,,,,,8.25
2021-07-01,,,,,,,,,,,,,,,,,,,,8.6
2021-07-02,,,,,,,,,,,,,,,,,,,,8.3
2021-07-05,,,,,,,,,,,,,,,,,,,,8.3
2021-07-06,,,,,,,,,,,,,,,,,,,,8.5
2021-07-07,,,,,,,,,,,,,,,,,,,,8.6
2021-07-08,,,,,,,,,,,,,,,,,,,,8.25
2021-07-19,,,,,,,,,,,,,,,,,,,,8.2
2021-07-20,,,,,,,,,,,,,,,,,,,,8.25
2021-07-21,,,,,,,,,,,,,,,,,,,,8.25
2021-07-22,,,,,,,,,,,,,,,,,,,,8.3
2021-07-23,,,,,,,,,,,,,,,,,,,,8.25
2021-07-26,,,,,,,,,,,,,,,,,,,,8.65
2021-07-27,,,,,,,,,,,,,,,,,,,,8.65
2021-07-28,,,,,,,,,,,,,,,,,,,,8.65
2021-07-29,,,,,,,,,,,,,,,,,,,,8.65
2021-07-30,,,,,,,,,,,,,,,,,,,,8.65
2021-08-02,,,,,,,,,,,,,,,,,,,,8.3
2021-08-03,,,,,,,,,,,,,,,,,,,,8.3
2021-08-05,,,,,,,,,,,,,,,,,,,,8.3
2021-08-09,,,,,,,,,,,,,,,,,,,,8.3
2021-08-10,,,,,,,,,,,,,,,,,,,,8.25
2021-08-11,,,,,,,,,,,,,,,,,,,,8.2
2021-08-12,,,,,,,,,,,,,,,,,,,,8.1
2021-08-13,,,,,,,,,,,,,,,,,,,,8.15
2021-08-17,,,,,,,,,,,,,,,,,,,,8.1
2021-08-18,,,,,,,,,,,,,,,,,,,,8.1
2021-08-19,,,,,,,,,,,,,,,,,,,,8.05
2021-08-23,,,,,,,,,,,,,,,,,,,,8.05
2021-08-24,,,,,,,,,,,,,,,,,,,,8.4
2021-08-25,,,,,,,,,,,,,,,,,,,,8.2
2021-08-26,,,,,,,,,,,,,,,,,,,,8.2
2021-08-27,,,,,,,,,,,,,,,,,,,,8.2
2021-08-30,,,,,,,,,,,,,,,,,,,,8.2
2021-08-31,,,,,,,,,,,,,,,,,,,,8.4
2021-09-01,,,,,,,,,,,,,,,,,,,,8.5
2021-09-02,,,,,,,,,,,,,,,,,,,,8.65
2021-09-03,,,,,,,,,,,,,,,,,,,,9.0
2021-09-06,,,,,,,,,,,,,,,,,,,,8.3
2021-09-07,,,,,,,,,,,,,,,,,,,,8.5
2021-09-09,,,,,,,,,,,,,,,,,,,,8.35
2021-09-10,,,,,,,,,,,,,,,,,,,,9.05
2021-09-13,,,,,,,,,,,,,,,,,,,,9.0
2021-09-14,,,,,,,,,,,,,,,,,,,,9.0
2021-09-15,,,,,,,,,,,,,,,,,,,,8.95
2021-09-20,,,,,,,,,,,,,,,,,,,,8.9
2021-09-21,,,,,,,,,,,,,,,,,,,,8.65
2021-09-23,,,,,,,,,,,,,,,,,,,,8.65
2021-09-24,,,,,,,,,,,,,,,,,,,,8.65
2021-09-27,,,,,,,,,,,,,,,,,,,,8.65
2021-09-30,,,,,,,,,,,,,,,,,,,,8.65
2021-10-01,,,,,,,,,,,,,,,,,,,,8.65
2021-10-04,,,,,,,,,,,,,,,,,,,,8.65
2021-10-06,,,,,,,,,,,,,,,,,,,,8.65
2021-10-07,,,,,,,,,,,,,,,,,,,,8.5
2021-10-08,,,,,,,,,,,,,,,,,,,,8.9
2021-10-11,,,,,,,,,,,,,,,,,,,,8.5
2021-10-13,,,,,,,,,,,,,,,,,,,,8.6
2021-10-14,,,,,,,,,,,,,,,,,,,,8.65
2021-10-18,,,,,,,,,,,,,,,,,,,,8.9
2021-10-19,,,,,,,,,,,,,,,,,,,,8.9
2021-10-20,,,,,,,,,,,,,,,,,,,,8.9
2021-10-21,,,,,,,,,,,,,,,,,,,,8.95
2021-10-22,,,,,,,,,,,,,,,,,,,,9.0
2021-10-25,,,,,,,,,,,,,,,,,,,,8.9
2021-10-26,,,,,,,,,,,,,,,,,,,,8.9
2021-10-27,,,,,,,,,,,,,,,,,,,,8.9
2021-10-28,,,,,,,,,,,,,,,,,,,,9.3
2021-10-29,,,,,,,,,,,,,,,,,,,,9.35
2021-11-01,,,,,,,,,,,,,,,,,,,,9.3
2021-11-02,,,,,,,,,,,,,,,,,,,,9.35
2021-11-03,,,,,,,,,,,,,,,,,,,,8.9
2021-11-04,,,,,,,,,,,,,,,,,,,,9.3
2021-11-05,,,,,,,,,,,,,,,,,,,,9.0
2021-11-08,,,,,,,,,,,,,,,,,,,,9.0
2021-11-11,,,,,,,,,,,,,,,,,,,,8.9
2021-11-12,,,,,,,,,,,,,,,,,,,,9.0
2021-11-15,,,,,,,,,,,,,,,,,,,,8.75
2021-11-16,,,,,,,,,,,,,,,,,,,,9.0
2021-11-17,,,,,,,,,,,,,,,,,,,,8.75
2021-11-18,,,,,,,,,,,,,,,,,,,,8.65
2021-11-19,,,,,,,,,,,,,,,,,,,,9.15
2021-11-22,,,,,,,,,,,,,,,,,,,,8.95
2021-11-23,,,,,,,,,,,,,,,,,,,,9.15
2021-11-24,,,,,,,,,,,,,,,,,,,,8.75
2021-11-25,,,,,,,,,,,,,,,,,,,,9.0
2021-11-26,,,,,,,,,,,,,,,,,,,,8.85
2021-12-03,,,,,,,,,,,,,,,,,,,,8.8
2021-12-06,,,,,,,,,,,,,,,,,,,,8.95
2021-12-08,,,,,,,,,,,,,,,,,,,,8.8
2021-12-10,,,,,,,,,,,,,,,,,,,,8.8
2021-12-13,,,,,,,,,,,,,,,,,,,,8.8
2021-12-14,,,,,,,,,,,,,,,,,,,,8.6
2021-12-15,,,,,,,,,,,,,,,,,,,,8.55
2021-12-16,,,,,,,,,,,,,,,,,,,,8.6
2021-12-20,,,,,,,,,,,,,,,,,,,,8.65
2021-12-21,,,,,,,,,,,,,,,,,,,,8.65
2021-12-22,,,,,,,,,,,,,,,,,,,,8.8
2021-12-28,,,,,,,,,,,,,,,,,,,,8.8
2021-12-29,,,,,,,,,,,,,,,,,,,,8.8
2022-01-03,,,,,,,,,,,,,,,,,,,,8.8
2022-01-04,,,,,,,,,,,,,,,,,,,,8.95
2022-01-05,,,,,,,,,,,,,,,,,,,,8.8
2022-01-06,,,,,,,,,,,,,,,,,,,,8.8
2022-01-07,,,,,,,,,,,,,,,,,,,,8.8
2022-01-10,,,,,,,,,,,,,,,,,,,,8.95
2022-01-11,,,,,,,,,,,,,,,,,,,,8.95
2022-01-12,,,,,,,,,,,,,,,,,,,,8.85
2022-01-13,,,,,,,,,,,,,,,,,,,,8.85
2022-01-14,,,,,,,,,,,,,,,,,,,,8.85
2022-01-17,,,,,,,,,,,,,,,,,,,,8.8
2022-01-18,,,,,,,,,,,,,,,,,,,,8.8
2022-01-19,,,,,,,,,,,,,,,,,,,,8.75
2022-01-21,,,,,,,,,,,,,,,,,,,,8.7
2022-01-24,,,,,,,,,,,,,,,,,,,,8.5
2022-01-25,,,,,,,,,,,,,,,,,,,,8.5
2022-01-27,,,,,,,,,,,,,,,,,,,,8.5
2022-01-28,,,,,,,,,,,,,,,,,,,,8.5
2022-02-02,,,,,,,,,,,,,,,,,,,,8.6
2022-02-03,,,,,,,,,,,,,,,,,,,,8.5
2022-02-04,,,,,,,,,,,,,,,,,,,,8.5
2022-02-07,,,,,,,,,,,,,,,,,,,,8.85
2022-02-11,,,,,,,,,,,,,,,,,,,,8.8
2022-02-21,,,,,,,,,,,,,,,,,,,,8.5
2022-02-22,,,,,,,,,,,,,,,,,,,,8.5
2022-02-24,,,,,,,,,,,,,,,,,,,,8.0
2022-02-25,,,,,,,,,,,,,,,,,,,,8.05
2022-02-28,,,,,,,,,,,,,,,,,,,,8.1
2022-03-01,,,,,,,,,,,,,,,,,,,,8.65
2022-03-04,,,,,,,,,,,,,,,,,,,,8.05
2022-03-07,,,,,,,,,,,,,,,,,,,,6.3
2022-03-08,,,,,,,,,,,,,,,,,,,,8.05
2022-03-09,,,,,,,,,,,,,,,,,,,,8.0
2022-03-11,,,,,,,,,,,,,,,,,,,,8.05
2022-03-15,,,,,,,,,,,,,,,,,,,,8.0
2022-03-16,,,,,,,,,,,,,,,,,,,,8.0
2022-03-17,,,,,,,,,,,,,,,,,,,,8.55
2022-03-22,,,,,,,,,,,,,,,,,,,,8.65
2022-03-23,,,,,,,,,,,,,,,,,,,,8.1
2022-03-25,,,,,,,,,,,,,,,,,,,,8.35
2022-03-28,,,,,,,,,,,,,,,,,,,,8.4
2022-03-29,,,,,,,,,,,,,,,,,,,,8.65
2022-04-01,,,,,,,,,,,,,,,,,,,,8.65
2022-04-05,,,,,,,,,,,,,,,,,,,,8.5
2022-04-07,,,,,,,,,,,,,,,,,,,,8.4
2022-04-11,,,,,,,,,,,,,,,,,,,,8.25
2022-04-12,,,,,,,,,,,,,,,,,,,,8.25
2022-04-14,,,,,,,,,,,,,,,,,,,,8.25
2022-04-21,,,,,,,,,,,,,,,,,,,,8.45
2022-04-25,,,,,,,,,,,,,,,,,,,,8.35
2022-04-27,,,,,,,,,,,,,,,,,,,,8.25
2022-04-28,,,,,,,,,,,,,,,,,,,,8.65
2022-04-29,,,,,,,,,,,,,,,,,,,,8.7
2022-05-02,,,,,,,,,,,,,,,,,,,,8.5
2022-05-03,,,,,,,,,,,,,,,,,,,,8.95
2022-05-04,,,,,,,,,,,,,,,,,,,,9.3
2022-05-06,,,,,,,,,,,,,,,,,,,,9.3
2022-05-10,,,,,,,,,,,,,,,,,,,,9.3
2022-05-11,,,,,,,,,,,,,,,,,,,,8.65
2022-05-12,,,,,,,,,,,,,,,,,,,,9.3
2022-05-13,,,,,,,,,,,,,,,,,,,,9.3
2022-05-17,,,,,,,,,,,,,,,,,,,,9.2
2022-05-18,,,,,,,,,,,,,,,,,,,,9.2
2022-05-19,,,,,,,,,,,,,,,,,,,,9.3
2022-05-23,,,,,,,,,,,,,,,,,,,,9.3
2022-05-24,,,,,,,,,,,,,,,,,,,,9.3
2022-05-25,,,,,,,,,,,,,,,,,,,,9.3
2022-05-26,,,,,,,,,,,,,,,,,,,,9.25
2022-05-27,,,,,,,,,,,,,,,,,,,,9.25
2022-05-30,,,,,,,,,,,,,,,,,,,,9.25
2022-05-31,,,,,,,,,,,,,,,,,,,,8.75
2022-06-01,,,,,,,,,,,,,,,,,,,,9.25
2022-06-03,,,,,,,,,,,,,,,,,,,,8.9
2022-06-08,,,,,,,,,,,,,,,,,,,,8.9
2022-06-09,,,,,,,,,,,,,,,,,,,,8.9
2022-06-10,,,,,,,,,,,,,,,,,,,,8.9
2022-06-14,,,,,,,,,,,,,,,,,,,,8.9
2022-06-15,,,,,,,,,,,,,,,,,,,,8.9
2022-06-17,,,,,,,,,,,,,,,,,,,,8.8
2022-06-21,,,,,,,,,,,,,,,,,,,,8.8
2022-06-22,,,,,,,,,,,,,,,,,,,,8.8
2022-06-24,,,,,,,,,,,,,,,,,,,,8.65
2022-06-30,,,,,,,,,,,,,,,,,,,,8.8
2022-07-01,,,,,,,,,,,,,,,,,,,,8.95
2022-07-04,,,,,,,,,,,,,,,,,,,,8.7
2022-07-05,,,,,,,,,,,,,,,,,,,,8.7
2022-07-06,,,,,,,,,,,,,,,,,,,,8.6
2022-07-07,,,,,,,,,,,,,,,,,,,,8.6
2022-07-11,,,,,,,,,,,,,,,,,,,,8.6
2022-07-12,,,,,,,,,,,,,,,,,,,,8.5
2022-07-14,,,,,,,,,,,,,,,,,,,,8.5
2022-07-19,,,,,,,,,,,,,,,,,,,,8.65
2022-07-20,,,,,,,,,,,,,,,,,,,,8.7
2022-07-21,,,,,,,,,,,,,,,,,,,,8.7
2022-07-22,,,,,,,,,,,,,,,,,,,,8.7
2022-07-27,,,,,,,,,,,,,,,,,,,,8.7
2022-07-29,,,,,,,,,,,,,,,,,,,,8.8
2022-08-01,,,,,,,,,,,,,,,,,,,,8.7
2022-08-02,,,,,,,,,,,,,,,,,,,,8.7
2022-08-03,,,,,,,,,,,,,,,,,,,,8.8
2022-08-04,,,,,,,,,,,,,,,,,,,,8.35
2022-08-05,,,,,,,,,,,,,,,,,,,,8.8
2022-08-09,,,,,,,,,,,,,,,,,,,,8.55
2022-08-11,,,,,,,,,,,,,,,,,,,,8.55
2022-08-12,,,,,,,,,,,,,,,,,,,,8.55
2022-08-15,,,,,,,,,,,,,,,,,,,,8.55
2022-08-16,,,,,,,,,,,,,,,,,,,,8.8
2022-08-17,,,,,,,,,,,,,,,,,,,,8.8
2022-08-18,,,,,,,,,,,,,,,,,,,,8.8
2022-08-22,,,,,,,,,,,,,,,,,,,,8.7
2022-08-23,,,,,,,,,,,,,,,,,,,,9.1
2022-08-24,,,,,,,,,,,,,,,,,,,,8.7
2022-08-26,,,,,,,,,,,,,,,,,,,,8.4
2022-08-29,,,,,,,,,,,,,,,,,,,,8.45
2022-08-30,,,,,,,,,,,,,,,,,,,,8.6
2022-09-05,,,,,,,,,,,,,,,,,,,,8.6
2022-09-07,,,,,,,,,,,,,,,,,,,,8.6
2022-09-12,,,,,,,,,,,,,,,,,,,,8.6
2022-09-13,,,,,,,,,,,,,,,,,,,,8.6
2022-09-14,,,,,,,,,,,,,,,,,,,,8.5
2022-09-19,,,,,,,,,,,,,,,,,,,,8.45
2022-09-20,,,,,,,,,,,,,,,,,,,,8.45
2022-09-23,,,,,,,,,,,,,,,,,,,,8.25
2022-09-26,,,,,,,,,,,,,,,,,,,,8.2
2022-09-28,,,,,,,,,,,,,,,,,,,,8.1
2022-09-29,,,,,,,,,,,,,,,,,,,,8.0
2022-09-30,,,,,,,,,,,,,,,,,,,,8.0
2022-10-06,,,,,,,,,,,,,,,,,,,,8.5
2022-10-07,,,,,,,,,,,,,,,,,,,,8.5
2022-10-10,,,,,,,,,,,,,,,,,,,,8.5
2022-10-14,,,,,,,,,,,,,,,,,,,,8.5
2022-10-19,,,,,,,,,,,,,,,,,,,,8.5
2022-10-20,,,,,,,,,,,,,,,,,,,,8.5
2022-10-24,,,,,,,,,,,,,,,,,,,,8.35
2022-10-25,,,,,,,,,,,,,,,,,,,,8.5
2022-10-26,,,,,,,,,,,,,,,,,,,,8.3
2022-10-28,,,,,,,,,,,,,,,,,,,,9.05
2022-10-31,,,,,,,,,,,,,,,,,,,,9.1
2022-11-01,,,,,,,,,,,,,,,,,,,,9.1
2022-11-03,,,,,,,,,,,,,,,,,,,,9.1
2022-11-07,,,,,,,,,,,,,,,,,,,,8.8
2022-11-09,,,,,,,,,,,,,,,,,,,,8.8
2022-11-10,,,,,,,,,,,,,,,,,,,,9.2
2022-11-16,,,,,,,,,,,,,,,,,,,,8.6
2022-11-21,,,,,,,,,,,,,,,,,,,,8.7
2022-11-23,,,,,,,,,,,,,,,,,,,,8.7
2022-11-24,,,,,,,,,,,,,,,,,,,,8.7
2022-11-28,,,,,,,,,,,,,,,,,,,,8.7
2022-11-29,,,,,,,,,,,,,,,,,,,,8.75
2022-11-30,,,,,,,,,,,,,,,,,,,,8.65
2022-12-01,,,,,,,,,,,,,,,,,,,,8.65
2022-12-02,,,,,,,,,,,,,,,,,,,,8.65
2022-12-05,,,,,,,,,,,,,,,,,,,,8.65
2022-12-06,,,,,,,,,,,,,,,,,,,,8.65
2022-12-07,,,,,,,,,,,,,,,,,,,,8.9
2022-12-08,,,,,,,,,,,,,,,,,,,,8.9
2022-12-09,,,,,,,,,,,,,,,,,,,,8.9
2022-12-12,,,,,,,,,,,,,,,,,,,,8.85
2022-12-13,,,,,,,,,,,,,,,,,,,,8.85
2022-12-14,,,,,,,,,,,,,,,,,,,,8.85
2022-12-15,,,,,,,,,,,,,,,,,,,,8.85
2022-12-16,,,,,,,,,,,,,,,,,,,,8.8
2022-12-19,,,,,,,,,,,,,,,,,,,,8.8
2022-12-20,,,,,,,,,,,,,,,,,,,,8.8
2022-12-21,,,,,,,,,,,,,,,,,,,,8.8
2022-12-22,,,,,,,,,,,,,,,,,,,,8.8
2022-12-23,,,,,,,,,,,,,,,,,,,,8.55
2022-12-27,,,,,,,,,,,,,,,,,,,,8.6
2022-12-28,,,,,,,,,,,,,,,,,,,,8.9
2022-12-29,,,,,,,,,,,,,,,,,,,,8.9
2022-12-30,,,,,,,,,,,,,,,,,,,,8.9
2023-01-02,,,,,,,,,,,,,,,,,,,,8.9
2023-01-03,,,,,,,,,,,,,,,,,,,,8.9
2023-01-04,,,,,,,,,,,,,,,,,,,,8.9
2023-01-05,,,,,,,,,,,,,,,,,,,,8.9
2023-01-06,,,,,,,,,,,,,,,,,,,,8.55
2023-01-09,,,,,,,,,,,,,,,,,,,,8.65
2023-01-10,,,,,,,,,,,,,,,,,,,,8.9
2023-01-11,,,,,,,,,,,,,,,,,,,,8.9
2023-01-12,,,,,,,,,,,,,,,,,,,,8.9
2023-01-13,,,,,,,,,,,,,,,,,,,,8.9
2023-01-16,,,,,,,,,,,,,,,,,,,,8.8
2023-01-17,,,,,,,,,,,,,,,,,,,,8.8
2023-01-18,,,,,,,,,,,,,,,,,,,,8.8
2023-01-19,,,,,,,,,,,,,,,,,,,,8.5
2023-01-20,,,,,,,,,,,,,,,,,,,,8.5
2023-01-23,,,,,,,,,,,,,,,,,,,,8.8
2023-01-24,,,,,,,,,,,,,,,,,,,,8.8
2023-01-25,,,,,,,,,,,,,,,,,,,,8.8
2023-01-26,,,,,,,,,,,,,,,,,,,,8.8
2023-01-27,,,,,,,,,,,,,,,,,,,,8.8
2023-01-30,,,,,,,,,,,,,,,,,,,,8.8
2023-01-31,,,,,,,,,,,,,,,,,,,,8.9
2023-02-01,,,,,,,,,,,,,,,,,,,,8.9
2023-02-02,,,,,,,,,,,,,,,,,,,,8.8
2023-02-03,,,,,,,,,,,,,,,,,,,,9.0
2023-02-06,,,,,,,,,,,,,,,,,,,,9.0
2023-02-07,,,,,,,,,,,,,,,,,,,,9.1
2023-02-08,,,,,,,,,,,,,,,,,,,,9.1
2023-02-09,,,,,,,,,,,,,,,,,,,,9.1
2023-02-10,,,,,,,,,,,,,,,,,,,,9.1
2023-02-13,,,,,,,,,,,,,,,,,,,,9.1
2023-02-14,,,,,,,,,,,,,,,,,,,,9.1
2023-02-15,,,,,,,,,,,,,,,,,,,,9.35
2023-02-16,,,,,,,,,,,,,,,,,,,,9.35
2023-02-17,,,,,,,,,,,,,,,,,,,,9.35
2023-02-20,,,,,,,,,,,,,,,,,,,,9.35
2023-02-21,,,,,,,,,,,,,,,,,,,,9.35
2023-02-22,,,,,,,,,,,,,,,,,,,,9.35
2023-02-23,,,,,,,,,,,,,,,,,,,,9.35
2023-02-24,,,,,,,,,,,,,,,,,,,,9.35
2023-02-27,,,,,,,,,,,,,,,,,,,,9.35
2023-02-28,,,,,,,,,,,,,,,,,,,,9.35
