,ALCHI FP Equity_DX_SI_QTY,ALCHI FP Equity_DX_SHORT_INTEREST_VALUE,ALCHI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCHI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCHI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCHI FP Equity_DX_SI_MV,ALCHI FP Equity_DX_DSS,ALCHI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCHI FP Equity_DX_SUPPLY_SI_QTY,ALCHI FP Equity_DX_BROKER_SI_QTY,ALCHI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCHI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCHI FP Equity_DX_BROKER_SI_MV_INC_x,ALCHI FP Equity_DX_BROKER_SI_QTY_ADD,ALCHI FP Equity_DX_SUPPLY_SI_MV_DEC,ALCHI FP Equity_DX_BROKER_SI_QTY_INC,ALCHI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCHI FP Equity_DX_BROKER_SI_MV_INC_y,ALCHI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCHI FP Equity_DX_BROKER_SI_MV_ADD,ALCHI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCHI FP Equity_DX_BROKER_SI_QTY_DEC,ALCHI FP Equity_DX_SUPPLY_SI_MV,ALCHI FP Equity_DX_BROKER_SI_MV_DEC,ALCHI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCHI FP Equity_DX_UTILIZATION_QUANTITY,ALCHI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCHI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCHI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCHI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCHI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCHI FP Equity_DX_BROKER_SI_CON_RATIO,ALCHI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCHI FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCHI FP Equity_PX_LAST
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91
2022-08-17,11.0,43.12,0.0,0.01,0.0,0.0,0.0,0.0,11.0,0.0,43.12,,,,,,,,,,11.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,3.92
2022-08-18,22.0,87.56,0.0,0.02,0.0,0.0,0.0,43.78,11.0,11.0,43.78,,,11.0,,,,,,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.98
2022-08-19,72.0,280.08,0.0,0.05,0.0,0.0,0.0,42.79,61.0,11.0,237.29,50.0,,,,,,,50.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.1803,3.89
2022-08-22,100.0,362.0,0.01,0.07,0.0,0.0,0.0,181.0,50.0,50.0,181.0,,0.0,,0.0,39.0,11.0,0.0,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.62
2022-08-23,100.0,370.0,0.01,0.05,0.0,0.0,0.0,185.0,50.0,50.0,185.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.7
2022-08-24,100.0,371.0,0.01,0.04,0.0,0.0,0.0,185.5,50.0,50.0,185.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.71
2022-08-25,100.0,370.0,0.01,0.04,0.0,0.0,0.0,185.0,50.0,50.0,185.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.7
2022-08-26,100.0,370.0,0.01,0.04,0.0,0.0,0.0,185.0,50.0,50.0,185.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.7
2022-08-29,100.0,381.0,0.01,0.04,0.0,0.0,0.0,190.5,50.0,50.0,190.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.81
2022-08-30,100.0,365.0,0.01,0.04,0.0,0.0,0.0,182.5,50.0,50.0,182.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.65
2022-08-31,100.0,362.0,0.01,0.04,0.0,0.0,0.0,181.0,50.0,50.0,181.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.62
2022-09-01,100.0,364.0,0.01,0.04,0.0,0.0,0.0,182.0,50.0,50.0,182.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.64
2022-09-02,100.0,365.0,0.01,0.04,0.0,0.0,0.0,182.5,50.0,50.0,182.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.65
2022-09-05,100.0,365.0,0.01,0.04,0.0,0.0,0.0,182.5,50.0,50.0,182.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.65
2022-09-06,100.0,360.0,0.01,0.04,0.0,0.0,0.0,180.0,50.0,50.0,180.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.6
2022-09-07,100.0,358.0,0.01,0.04,0.0,0.0,0.0,179.0,50.0,50.0,179.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.58
2022-09-08,100.0,358.0,0.01,0.04,0.0,0.0,0.0,179.0,50.0,50.0,179.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.58
2022-09-09,100.0,348.0,0.01,0.04,0.0,0.0,0.0,174.0,50.0,50.0,174.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.48
2022-09-12,100.0,315.0,0.01,0.04,0.0,0.0,0.0,157.5,50.0,50.0,157.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.15
2022-09-13,100.0,328.0,0.01,0.04,0.0,0.0,0.0,164.0,50.0,50.0,164.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.28
2022-09-14,100.0,326.0,0.01,0.04,0.0,0.0,0.0,163.0,50.0,50.0,163.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.26
2022-09-15,100.0,325.0,0.01,0.04,0.0,0.0,0.0,162.5,50.0,50.0,162.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.25
2022-09-16,100.0,325.0,0.01,0.04,0.0,0.0,0.0,162.5,50.0,50.0,162.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.25
2022-09-19,100.0,324.0,0.01,0.04,0.0,0.0,0.0,162.0,50.0,50.0,162.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.24
2022-09-20,100.0,324.0,0.01,0.04,0.0,0.0,0.0,162.0,50.0,50.0,162.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.24
2022-09-21,100.0,330.0,0.01,0.05,0.0,0.0,0.0,165.0,50.0,50.0,165.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.3
2022-09-22,100.0,320.0,0.01,0.05,0.0,0.0,0.0,160.0,50.0,50.0,160.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.2
2022-09-23,100.0,318.0,0.01,0.05,0.0,0.0,0.0,159.0,50.0,50.0,159.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,3.18
2022-09-26,100.0,299.0,0.01,0.05,0.0,0.0,0.0,149.5,50.0,50.0,149.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.99
2022-09-27,100.0,291.0,0.01,0.04,0.0,0.0,0.0,145.5,50.0,50.0,145.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,2.91
2022-09-28,1200.0,3384.0,0.08,0.5,0.03,0.0,0.0,141.0,1150.0,50.0,3243.0,1100.0,,,,,,,1100.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.82
2022-09-29,1200.0,3360.0,0.08,0.49,0.03,0.0,0.0,140.0,1150.0,50.0,3220.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.8
2022-09-30,1200.0,3360.0,0.08,0.5,0.03,0.0,0.0,140.0,1150.0,50.0,3220.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.8
2022-10-03,1200.0,3360.0,0.08,0.5,0.03,0.0,0.0,140.0,1150.0,50.0,3220.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.8
2022-10-04,1200.0,3384.0,0.08,0.62,0.03,0.0,0.0,141.0,1150.0,50.0,3243.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.82
2022-10-05,1200.0,3384.0,0.08,0.61,0.03,0.0,0.0,141.0,1150.0,50.0,3243.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.82
2022-10-06,1200.0,3396.0,0.08,0.61,0.03,0.0,0.0,141.5,1150.0,50.0,3254.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.83
2022-10-07,1200.0,3396.0,0.08,0.62,0.03,0.0,0.0,141.5,1150.0,50.0,3254.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.83
2022-10-10,1200.0,3408.0,0.08,0.62,0.03,0.0,0.0,142.0,1150.0,50.0,3266.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.84
2022-10-11,1200.0,3396.0,0.08,0.65,0.03,0.0,0.0,141.5,1150.0,50.0,3254.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.83
2022-10-12,1200.0,3396.0,0.08,0.67,0.03,0.0,0.0,141.5,1150.0,50.0,3254.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.83
2022-10-13,1200.0,3420.0,0.08,0.67,0.03,0.0,0.0,142.5,1150.0,50.0,3277.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.85
2022-10-14,1200.0,3540.0,0.08,0.67,0.03,0.0,0.0,147.5,1150.0,50.0,3392.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.95
2022-10-17,1200.0,3552.0,0.08,0.66,0.03,0.0,0.0,148.0,1150.0,50.0,3404.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.96
2022-10-18,1200.0,3564.0,0.08,0.67,0.03,0.0,0.0,148.5,1150.0,50.0,3415.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.97
2022-10-19,1200.0,3600.0,0.08,0.68,0.03,0.0,0.0,150.0,1150.0,50.0,3450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,3.0
2022-10-20,1200.0,3576.0,0.08,0.68,0.03,0.0,0.0,149.0,1150.0,50.0,3427.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.98
2022-10-21,1200.0,3588.0,0.08,0.67,0.03,0.0,0.0,149.5,1150.0,50.0,3438.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.99
2022-10-24,1200.0,3576.0,0.08,0.71,0.03,0.0,0.0,149.0,1150.0,50.0,3427.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.98
2022-10-25,1200.0,3600.0,0.08,0.81,0.03,0.0,0.0,150.0,1150.0,50.0,3450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,3.0
2022-10-26,1200.0,3576.0,0.08,0.82,0.03,0.0,0.0,149.0,1150.0,50.0,3427.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.98
2022-10-27,1200.0,3588.0,0.08,0.85,0.03,0.0,0.0,149.5,1150.0,50.0,3438.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.99
2022-10-28,1200.0,3588.0,0.08,0.86,0.03,0.0,0.0,149.5,1150.0,50.0,3438.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,2.99
2022-10-31,1200.0,3612.0,0.08,0.86,0.03,0.0,0.0,150.5,1150.0,50.0,3461.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,3.01
2022-11-01,1200.0,3648.0,0.08,0.85,0.03,0.0,0.0,152.0,1150.0,50.0,3496.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,3.04
2022-11-02,1200.0,3600.0,0.08,0.8,0.03,0.0,0.0,150.0,1150.0,50.0,3450.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,8.52,0.8441,91.48,1.0435,3.0
2022-11-03,500.0,1520.0,0.03,0.33,0.01,0.0,0.0,152.0,450.0,50.0,1368.0,,,,0.0,,700.0,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.4,0.6753,79.6,1.1111,3.04
2022-11-04,500.0,1520.0,0.03,0.36,0.01,0.0,0.0,152.0,450.0,50.0,1368.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.4,0.6753,79.6,1.1111,3.04
2022-11-07,500.0,1525.0,0.03,0.36,0.01,0.0,0.0,152.5,450.0,50.0,1372.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.4,0.6753,79.6,1.1111,3.05
2022-11-08,500.0,1500.0,0.03,0.47,0.01,0.0,0.0,150.0,450.0,50.0,1350.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.4,0.6753,79.6,1.1111,3.0
2022-11-09,500.0,1480.0,0.03,0.44,0.01,0.0,0.0,148.0,450.0,50.0,1332.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.4,0.6753,79.6,1.1111,2.96
2022-11-10,500.0,1480.0,0.03,0.46,0.01,0.0,0.0,148.0,450.0,50.0,1332.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.4,0.6753,79.6,1.1111,2.96
2022-11-11,500.0,1500.0,0.03,0.48,0.01,0.0,0.0,150.0,450.0,50.0,1350.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.4,0.6753,79.6,1.1111,3.0
2022-11-14,500.0,1470.0,0.03,0.46,0.01,0.0,0.0,147.0,450.0,50.0,1323.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.4,0.6753,79.6,1.1111,2.94
2022-11-15,500.0,1470.0,0.03,0.62,0.01,0.0,0.0,147.0,450.0,50.0,1323.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.4,0.6753,79.6,1.1111,2.94
2022-11-16,500.0,1445.0,0.03,0.75,0.01,0.0,0.0,144.5,450.0,50.0,1300.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.4,0.6753,79.6,1.1111,2.89
2022-11-17,500.0,1430.0,0.03,0.74,0.01,0.0,0.0,143.0,450.0,50.0,1287.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.27,0.6768,79.73,1.1111,2.86
2022-11-18,500.0,1400.0,0.03,0.71,0.01,0.0,0.0,140.0,450.0,50.0,1260.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.14,0.6783,79.86,1.1111,2.8
2022-11-21,500.0,1400.0,0.03,0.71,0.01,0.0,0.0,140.0,450.0,50.0,1260.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,20.4,0.6753,79.6,1.1111,2.8
2022-11-22,140.0,392.0,0.01,0.2,0.0,0.0,0.0,140.0,90.0,50.0,252.0,,,,0.0,,360.0,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.8
2022-11-23,140.0,392.0,0.01,0.2,0.0,0.0,0.0,140.0,90.0,50.0,252.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.8
2022-11-24,140.0,399.0,0.01,0.2,0.0,0.0,0.0,142.5,90.0,50.0,256.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.03,0.5965,71.97,1.5556,2.85
2022-11-25,140.0,400.4,0.01,0.2,0.0,0.0,0.0,143.0,90.0,50.0,257.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.86
2022-11-28,140.0,400.4,0.01,0.23,0.0,0.0,0.0,143.0,90.0,50.0,257.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.86
2022-11-29,140.0,385.0,0.01,0.23,0.0,0.0,0.0,137.5,90.0,50.0,247.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.75
2022-11-30,140.0,383.6,0.01,0.17,0.0,0.0,0.0,137.0,90.0,50.0,246.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.74
2022-12-01,140.0,385.0,0.01,0.16,0.0,0.0,0.0,137.5,90.0,50.0,247.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.75
2022-12-02,140.0,386.4,0.01,0.17,0.0,0.0,0.0,138.0,90.0,50.0,248.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.76
2022-12-05,140.0,387.8,0.01,0.17,0.0,0.0,0.0,138.5,90.0,50.0,249.3,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.77
2022-12-06,140.0,387.8,0.01,0.16,0.0,0.0,0.0,138.5,90.0,50.0,249.3,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.77
2022-12-07,140.0,386.4,0.01,0.17,0.0,0.0,0.0,138.0,90.0,50.0,248.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.76
2022-12-08,140.0,364.0,0.01,0.16,0.0,0.0,0.0,130.0,90.0,50.0,234.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.6
2022-12-09,140.0,372.4,0.01,0.15,0.0,0.0,0.0,133.0,90.0,50.0,239.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.66
2022-12-12,140.0,372.4,0.01,0.13,0.0,0.0,0.0,133.0,90.0,50.0,239.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.66
2022-12-13,140.0,372.4,0.01,0.14,0.0,0.0,0.0,133.0,90.0,50.0,239.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.66
2022-12-14,140.0,366.8,0.01,0.14,0.0,0.0,0.0,131.0,90.0,50.0,235.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.62
2022-12-15,140.0,368.2,0.01,0.15,0.0,0.0,0.0,131.5,90.0,50.0,236.7,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,1.5556,2.63
