,AWAT FP Equity_DX_SI_QTY,AWAT FP Equity_DX_SHORT_INTEREST_VALUE,AWAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AWAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AWAT FP Equity_DX_SI_MV,AWAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AWAT FP Equity_DX_SUPPLY_SI_QTY,AWAT FP Equity_DX_BROKER_SI_QTY,AWAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AWAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,AWAT FP Equity_DX_BROKER_SI_MV_INC_x,AWAT FP Equity_DX_BROKER_SI_QTY_ADD,AWAT FP Equity_DX_SUPPLY_SI_MV_DEC,AWAT FP Equity_DX_BROKER_SI_QTY_INC,AWAT FP Equity_DX_SUPPLY_SI_QTY_DEC,AWAT FP Equity_DX_BROKER_SI_MV_INC_y,AWAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,AWAT FP Equity_DX_BROKER_SI_MV_ADD,AWAT FP Equity_DX_SUPPLY_SI_QTY_ADD,AWAT FP Equity_DX_BROKER_SI_QTY_DEC,AWAT FP Equity_DX_SUPPLY_SI_MV,AWAT FP Equity_DX_BROKER_SI_MV_DEC,AWAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AWAT FP Equity_DX_UTILIZATION_QUANTITY,AWAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AWAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AWAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AWAT FP Equity_DX_ACTIVE_UTILIZATION_MV,AWAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AWAT FP Equity_DX_BROKER_SI_CON_RATIO,AWAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AWAT FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24578.71,0.02,0.0,,0.0,,0.0
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24294.04,0.02,0.0,,0.0,,0.0
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24281.24,0.02,0.0,,0.0,,0.0
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24185.69,0.02,0.0,,0.0,,0.0
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24079.31,0.02,0.0,,0.0,,0.0
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24274.34,0.02,0.0,,0.0,,0.0
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24211.3,0.02,0.0,,0.0,,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23657.73,0.02,0.0,,0.0,,0.0
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23837.0,0.02,0.0,,0.0,,0.0
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24128.56,0.02,0.0,,0.0,,0.0
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24093.1,0.02,0.0,,0.0,,0.0
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23927.62,0.02,0.0,,0.0,,0.0
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23978.84,0.02,0.0,,0.0,,0.0
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24024.15,0.02,0.0,,0.0,,0.0
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23482.4,0.02,0.0,,0.0,,0.0
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23114.01,0.02,0.0,,0.0,,0.0
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23534.61,0.02,0.0,,0.0,,0.0
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23657.73,0.02,0.0,,0.0,,0.0
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23585.83,0.02,0.0,,0.0,,0.0
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23090.37,0.02,0.0,,0.0,,0.0
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23344.5,0.02,0.0,,0.0,,0.0
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23312.0,0.02,0.0,,0.0,,0.0
2023-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,220.0,5172.2,0.01,0.0,,0.0,,0.0
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23042.11,0.02,0.0,,0.0,,0.0
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23068.7,0.02,0.0,,0.0,,0.0
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23147.5,0.02,0.0,,0.0,,0.0
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23231.23,0.02,0.0,,0.0,,0.0
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23391.78,0.02,0.0,,0.0,,0.0
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23602.57,0.02,0.0,,0.0,,0.0
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23962.1,0.02,0.0,,0.0,,0.0
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23761.16,0.02,0.0,,0.0,,0.0
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23541.5,0.02,0.0,,0.0,,0.0
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23347.46,0.02,0.0,,0.0,,0.0
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23286.39,0.02,0.0,,0.0,,0.0
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23286.39,0.02,0.0,,0.0,,0.0
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23286.39,0.02,0.0,,0.0,,0.0
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23663.64,0.02,0.0,,0.0,,0.0
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23583.86,0.02,0.0,,0.0,,0.0
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23425.27,0.02,0.0,,0.0,,0.0
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23666.6,0.02,0.0,,0.0,,0.0
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23758.2,0.02,0.0,,0.0,,0.0
2023-04-18,393.0,9432.0,0.08,0.02,0.01,9432.0,393.0,393.0,9432.0,,,393.0,,,,,,0.01,393.0,,0.01,,100.0,39.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.399
2023-04-19,393.0,9408.03,0.07,0.02,0.01,9408.03,393.0,393.0,9408.03,,,,,,,,,,,,0.01,,100.0,39.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.399
2023-04-20,393.0,9452.83,0.07,0.02,0.01,9452.83,393.0,393.0,9452.83,,,,,,,,,,,,0.01,,100.0,39.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.399
2023-04-21,111.0,2678.99,0.02,0.01,0.0,2678.99,111.0,111.0,2678.99,,,,0.01,,282.0,,,,,282.0,0.0,0.01,100.0,11.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.1127
2023-04-24,111.0,2686.76,0.02,0.01,0.0,2686.76,111.0,111.0,2686.76,,,,,,,,,,,,0.0,,100.0,11.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.1127
2023-04-25,111.0,2674.88,0.02,0.01,0.0,2674.88,111.0,111.0,2674.88,,,,,,,,,,,,0.0,,100.0,11.27,0.0,0.0,0.0,100.0,,1.0,100.0,0.1127
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,111.0,,,,,111.0,0.0,0.0,0.0,0.0,985.0,23313.97,0.02,0.0,,0.0,,0.0
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23535.59,0.02,0.0,,0.0,,0.0
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24034.0,0.02,0.0,,0.0,,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24034.0,0.02,0.0,,0.0,,0.0
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,23973.92,0.02,0.0,,0.0,,0.0
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,985.0,24114.77,0.02,0.0,,0.0,,0.0
2023-05-04,194.0,4796.65,0.02,0.01,0.0,4796.65,194.0,194.0,4796.65,,,194.0,,,,,,0.0,194.0,,0.0,,100.0,19.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.197
2023-05-05,194.0,4843.99,0.02,0.01,0.0,4843.99,194.0,194.0,4843.99,,,,,,,,,,,,0.0,,100.0,19.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.197
2023-05-08,194.0,4830.6,0.02,0.01,0.0,4830.6,194.0,194.0,4830.6,,,,,,,,,,,,0.0,,100.0,19.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.197
2023-05-09,194.0,4882.98,0.02,0.01,0.0,4882.98,194.0,194.0,4882.98,,,,,,,,,,,,0.0,,100.0,19.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.197
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,194.0,,,,,194.0,0.0,0.0,0.0,0.0,954.0,23982.61,0.02,0.0,,0.0,,0.0
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,954.0,24013.13,0.02,0.0,,0.0,,0.0
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,954.0,24122.84,0.02,0.0,,0.0,,0.0
2023-05-15,204.0,5159.57,0.02,0.01,0.01,5159.57,204.0,204.0,5159.57,,,204.0,,,,,,0.01,204.0,,0.01,,100.0,21.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2138
2023-05-16,204.0,5122.64,0.01,0.01,0.01,5122.64,204.0,204.0,5122.64,,,,,,,,,,,,0.01,,100.0,21.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2138
2023-05-17,204.0,5113.26,0.01,0.01,0.01,5113.26,204.0,204.0,5113.26,,,,,,,,,,,,0.01,,100.0,21.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2138
2023-05-18,204.0,5154.67,0.01,0.01,0.01,5154.67,204.0,204.0,5154.67,,,,,,,,,,,,0.01,,100.0,21.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2138
2023-05-19,204.0,5163.85,0.01,0.01,0.01,5163.85,204.0,204.0,5163.85,,,,,,,,,,,,0.01,,100.0,21.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2138
2023-05-22,204.0,5158.96,0.01,0.01,0.01,5158.96,204.0,204.0,5158.96,,,,,,,,,,,,0.01,,100.0,21.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2138
2023-05-23,204.0,5146.51,0.01,0.01,0.01,5146.51,204.0,204.0,5146.51,,,,,,,,,,,,0.01,,100.0,21.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2138
2023-05-24,204.0,5057.36,0.01,0.01,0.01,5057.36,204.0,204.0,5057.36,,,,,,,,,,,,0.01,,100.0,21.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2138
2023-05-25,204.0,5028.4,0.01,0.01,0.01,5028.4,204.0,204.0,5028.4,,,,,,,,,,,,0.01,,100.0,21.38,0.0,0.0,0.0,100.0,,1.0,100.0,0.2138
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,,204.0,,,,,204.0,0.0,0.01,0.0,0.0,954.0,23661.11,0.02,0.0,,0.0,,0.0
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,954.0,23821.38,0.02,0.0,,0.0,,0.0
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,954.0,23757.46,0.02,0.0,,0.0,,0.0
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,954.0,23690.68,0.02,0.0,,0.0,,0.0
2023-06-01,122.0,3039.02,0.01,0.01,0.0,3039.02,122.0,122.0,3039.02,,,122.0,,,,,,0.0,122.0,,0.0,,100.0,12.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.1279
2023-06-02,122.0,3118.32,0.01,0.01,0.0,3118.32,122.0,122.0,3118.32,,,,,,,,,,,,0.0,,100.0,12.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.1279
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,122.0,,,,,122.0,0.0,0.0,0.0,0.0,954.0,24406.18,0.02,0.0,,0.0,,0.0
2023-06-06,117.0,3031.24,0.01,0.0,0.0,3031.24,117.0,117.0,3031.24,,,117.0,,,,,,0.0,117.0,,0.0,,100.0,12.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.1226
2023-06-07,117.0,3037.91,0.01,0.0,0.0,3037.91,117.0,117.0,3037.91,,,,,,,,,,,,0.0,,100.0,12.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.1226
2023-06-08,117.0,3028.19,0.01,0.0,0.0,3028.19,117.0,117.0,3028.19,,,,,,,,,,,,0.0,,100.0,12.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.1226
2023-06-09,117.0,3022.93,0.01,0.0,0.0,3022.93,117.0,117.0,3022.93,,,,,,,,,,,,0.0,,100.0,12.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.1226
2023-06-12,117.0,3037.44,0.01,0.0,0.0,3037.44,117.0,117.0,3037.44,,,,,,,,,,,,0.0,,100.0,12.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.1226
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,117.0,,,,,117.0,0.0,0.0,0.0,0.0,954.0,24833.57,0.02,0.0,,0.0,,0.0
2023-06-14,205.0,5339.23,0.01,0.01,0.01,5339.23,205.0,205.0,5339.23,,,205.0,,,,,,0.01,205.0,,0.01,,100.0,21.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.2149
2023-06-15,205.0,5309.3,0.01,0.01,0.01,5309.3,205.0,205.0,5309.3,,,,,,,,,,,,0.01,,100.0,21.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.2149
2023-06-16,205.0,5334.51,0.01,0.01,0.01,5334.51,205.0,205.0,5334.51,,,,,,,,,,,,0.01,,100.0,21.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.2149
2023-06-19,205.0,5318.32,0.01,0.01,0.01,5318.32,205.0,205.0,5318.32,,,,,,,,,,,,0.01,,100.0,21.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.2149
2023-06-20,267.0,6908.36,0.01,0.01,0.01,6908.36,267.0,267.0,6908.36,62.0,0.0,,,62.0,,0.0,62.0,,,,0.01,,100.0,27.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.2799
2023-06-21,267.0,6871.78,0.01,0.01,0.01,6871.78,267.0,267.0,6871.78,,,,,,,,,,,,0.01,,100.0,27.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.2799
2023-06-22,4000.0,102732.0,0.17,0.15,0.1,51366.0,2000.0,2000.0,51366.0,,,2000.0,0.01,,267.0,,,0.05,2000.0,267.0,0.05,0.01,100.0,67.7,0.0,0.0,0.0,100.0,,1.0,100.0,1.3541
2023-06-23,4000.0,102628.0,0.17,0.15,0.1,51314.0,2000.0,2000.0,51314.0,,,,,,,,,,,,0.05,,100.0,67.7,0.0,0.0,0.0,100.0,,1.0,100.0,1.3541
2023-06-26,4318.0,110005.37,0.18,0.16,0.11,59053.37,2318.0,2318.0,59053.37,,,318.0,,,,,,0.01,318.0,,0.06,,100.0,78.47,0.0,0.0,0.0,100.0,7.68,0.8582,92.32,1.4617
2023-06-27,4318.0,110454.44,0.18,0.16,0.11,59294.44,2318.0,2318.0,59294.44,,,,,,,,,,,,0.06,,100.0,78.47,0.0,0.0,0.0,100.0,7.37,0.8635,92.63,1.4617
2023-06-28,4000.0,103072.0,0.17,0.15,0.1,51536.0,2000.0,2000.0,51536.0,,,,0.01,,318.0,,,,,318.0,0.05,0.01,100.0,67.7,0.0,0.0,0.0,100.0,,1.0,100.0,1.3541
2023-06-29,4000.0,103072.0,0.17,0.15,0.1,51536.0,2000.0,2000.0,51536.0,,,,,,,,,,,,0.05,,100.0,67.7,0.0,0.0,0.0,100.0,,1.0,100.0,1.3541
2023-06-30,4000.0,104184.0,0.17,0.15,0.1,52092.0,2000.0,2000.0,52092.0,,,,,,,,,,,,0.05,,100.0,67.7,0.0,0.0,0.0,100.0,,1.0,100.0,1.3541
2023-07-03,4000.0,103940.0,0.16,0.15,0.1,51970.0,2000.0,2000.0,51970.0,,,,,,,,,,,,0.05,,100.0,67.7,0.0,0.0,0.0,100.0,,1.0,100.0,1.3541
2023-07-04,4000.0,104004.0,0.17,0.15,0.1,52002.0,2000.0,2000.0,52002.0,,,,,,,,,,,,0.05,,100.0,67.7,0.0,0.0,0.0,100.0,,1.0,100.0,1.3541
2023-07-05,44300.0,1144401.9,1.85,1.61,1.12,1144401.9,0.0,44300.0,0.0,,1.06,,0.05,42300.0,2000.0,1.06,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,46.4361
2023-07-06,44300.0,1126106.0,1.87,1.61,1.15,1126106.0,0.0,44300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,46.4361
2023-07-07,44300.0,1129074.1,1.92,1.59,1.13,1129074.1,0.0,44300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,46.4361
2023-07-10,44300.0,1127567.9,1.94,1.59,1.13,1127567.9,0.0,44300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,30.4677
2023-07-11,44300.0,1140060.5,1.91,1.56,1.13,1140060.5,0.0,44300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,27.6185
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,44300.0,0.0,1.12,0.0,0.0,1604.0,41383.2,0.04,0.0,,0.0,,0.0
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1504.0,38536.99,0.04,0.0,,0.0,,0.0
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1504.0,38173.02,0.04,0.0,,0.0,,0.0
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1504.0,38373.06,0.04,0.0,,0.0,,0.0
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1504.0,38540.0,0.04,0.0,,0.0,,0.0
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1404.0,35903.09,0.04,0.0,,0.0,,0.0
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1404.0,36297.61,0.04,0.0,,0.0,,0.0
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1404.0,36776.38,0.04,0.0,,0.0,,0.0
2023-07-24,225.0,5897.7,0.01,0.01,0.01,0.0,225.0,0.0,5897.7,,,,,,,,,,225.0,,0.01,,100.0,16.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.1603
2023-07-25,225.0,5944.95,0.01,0.01,0.01,0.0,225.0,0.0,5944.95,,,,,,,,,,,,0.01,,100.0,18.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.1831
2023-07-26,225.0,5931.68,0.01,0.01,0.01,0.0,225.0,0.0,5931.68,,,,,,,,,,,,0.01,,100.0,18.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.1831
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,,225.0,,,,,,0.0,,0.0,0.0,1204.0,31861.45,0.03,0.0,,0.0,,0.0
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1204.0,31722.99,0.03,0.0,,0.0,,0.0
2023-07-31,4200.0,110762.4,0.24,0.14,0.11,55381.2,2100.0,2100.0,55381.2,,,2100.0,,,,,,0.06,2100.0,,0.06,,100.0,67.65,0.0,0.0,0.0,100.0,,1.0,100.0,1.3531
2023-08-01,4200.0,110493.6,0.24,0.14,0.11,55246.8,2100.0,2100.0,55246.8,,,,,,,,,,,,0.06,,100.0,67.65,0.0,0.0,0.0,100.0,,1.0,100.0,1.3531
2023-08-02,4200.0,110460.0,0.24,0.14,0.11,55230.0,2100.0,2100.0,55230.0,,,,,,,,,,,,0.06,,100.0,67.65,0.0,0.0,0.0,100.0,,1.0,100.0,1.3531
2023-08-03,4200.0,109015.2,0.25,0.14,0.11,54507.6,2100.0,2100.0,54507.6,,,,,,,,,,,,0.06,,100.0,67.65,0.0,0.0,0.0,100.0,,1.0,100.0,1.3531
2023-08-04,4200.0,108805.2,0.26,0.14,0.11,54402.6,2100.0,2100.0,54402.6,,,,,,,,,,,,0.05,,100.0,67.65,0.0,0.0,0.0,100.0,,1.0,100.0,1.3531
2023-08-07,4200.0,109242.0,0.27,0.14,0.11,54621.0,2100.0,2100.0,54621.0,,,,,,,,,,,,0.05,,100.0,67.65,0.0,0.0,0.0,100.0,,1.0,100.0,1.3531
2023-08-08,1000.0,25810.0,0.07,0.03,0.03,25810.0,1000.0,1000.0,25810.0,,,1000.0,0.05,,2100.0,,,0.03,1000.0,2100.0,0.03,0.05,100.0,49.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.499
2023-08-09,108.0,2795.9,0.01,0.0,0.0,2795.9,108.0,108.0,2795.9,,,,0.02,,892.0,,,,,892.0,0.0,0.02,100.0,10.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.1076
2023-08-10,108.0,2795.47,0.01,0.0,0.0,2795.47,108.0,108.0,2795.47,,,,,,,,,,,,0.0,,100.0,6.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0634
2023-08-11,108.0,2788.78,0.01,0.0,0.0,2788.78,108.0,108.0,2788.78,,,,,,,,,,,,0.0,,100.0,6.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0634
2023-08-14,108.0,2796.98,0.01,0.0,0.0,2796.98,108.0,108.0,2796.98,,,,,,,,,,,,0.0,,100.0,6.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.0634
2023-08-15,108.0,2776.25,0.01,0.0,0.0,2776.25,108.0,108.0,2776.25,,,,,,,,,,,,0.0,,100.0,10.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.1076
2023-08-16,108.0,2776.14,0.01,0.0,0.0,2776.14,108.0,108.0,2776.14,,,,,,,,,,,,0.0,,100.0,10.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.1076
2023-08-17,108.0,2743.2,0.01,0.0,0.0,2743.2,108.0,108.0,2743.2,,,,,,,,,,,,0.0,,100.0,10.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.1076
2023-08-18,108.0,2724.08,0.01,0.0,0.0,2724.08,108.0,108.0,2724.08,,,,,,,,,,,,0.0,,100.0,10.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.1076
