,ITP FP Equity_DX_SI_QTY,ITP FP Equity_DX_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ITP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ITP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ITP FP Equity_DX_SI_MV,ITP FP Equity_DX_DSS,ITP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY,ITP FP Equity_DX_BROKER_SI_QTY,ITP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ITP FP Equity_DX_BROKER_SI_MV_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ITP FP Equity_DX_BROKER_SI_MV_INC_x,ITP FP Equity_DX_SUPPLY_SI_MV_NEW,ITP FP Equity_DX_BROKER_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_NEW,ITP FP Equity_DX_SUPPLY_SI_MV_DEC,ITP FP Equity_DX_BROKER_SI_QTY_INC,ITP FP Equity_DX_SUPPLY_SI_QTY_DEC,ITP FP Equity_DX_BROKER_SI_MV_NEW_y,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ITP FP Equity_DX_BROKER_SI_MV_INC_y,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ITP FP Equity_DX_BROKER_SI_MV_ADD,ITP FP Equity_DX_SUPPLY_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_DEC,ITP FP Equity_DX_SUPPLY_SI_MV,ITP FP Equity_DX_BROKER_SI_MV_DEC,ITP FP Equity_DX_SUPPLY_SI_MV_RMV,ITP FP Equity_DX_BROKER_SI_MV_RMV,ITP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ITP FP Equity_DX_UTILIZATION_QUANTITY,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ITP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ITP FP Equity_DX_ACTIVE_UTILIZATION_MV,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ITP FP Equity_DX_BROKER_SI_CON_RATIO,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ITP FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-04-13,61837.0,1806915.29,0.87,3.8,0.17,1.86,0.0,1660812.2,11864.0,56837.0,346673.4,,,,,,,,,,,,,,,,,,0.35,,,,24.32,0.94,36918.0,1078766.73,,1.1,24.43,39.05,0.4947,58.45,0.0491
2017-04-14,61837.0,1806915.29,0.87,3.62,0.17,1.86,0.0,1660812.2,11864.0,56837.0,346673.4,,,,,,,,,,,,,,,,,,0.35,,,,24.32,0.94,36918.0,1078766.73,,1.1,24.31,39.25,0.4946,58.3,0.049
2017-04-17,61837.0,1806915.29,0.87,3.62,0.17,1.85,0.0,1660812.2,11864.0,56837.0,346673.4,,,,,,,,,,,,,,,,,2500.0,0.35,0.08,,,24.32,0.94,36918.0,1078766.73,,1.1,24.3,39.36,0.494,58.18,0.0492
2017-04-18,61677.0,1759170.64,0.86,3.61,0.17,1.82,0.0,1616559.08,11864.0,56677.0,338388.71,,,,,,,,,,,,,,,,,160.0,0.35,0.01,,,24.32,0.95,36918.0,1052986.71,,1.07,24.46,39.1,0.4952,58.46,0.0496
2017-04-19,61184.0,1760754.94,0.86,3.62,0.17,1.79,0.0,1616864.8,11864.0,56184.0,341422.54,,,,,,,,,,,,,,,,,493.0,0.34,0.03,,,24.32,0.94,36918.0,1062427.28,,1.07,24.35,40.14,0.4913,57.41,0.0484
2017-04-20,61384.0,1781000.04,0.86,3.26,0.17,1.81,0.0,1630126.85,12064.0,56184.0,350025.81,,,,,,,,,,,,,,,,200.0,,0.35,,,,24.63,0.95,36918.0,1071141.66,,1.08,24.65,39.98,0.4879,57.23,0.0484
2017-04-21,70814.0,2040673.27,0.99,3.79,0.2,2.09,0.0,1749502.56,17668.0,60710.0,509145.3,,,500.0,,,5752.0,,,,,,,,500.0,0.17,5104.0,1226.0,0.52,0.03,,,21.74,1.39,63593.0,1832583.04,,1.87,21.76,33.77,0.355,47.63,0.0557
2017-04-24,66665.0,1991922.24,0.93,3.51,0.19,1.97,0.0,1842524.34,13070.0,61665.0,390526.12,,,,0.02,,506.0,,0.14,500.0,4598.0,,,0.02,,0.02,,51.0,0.38,0.02,,,16.08,1.03,68191.0,2037518.48,,2.0,16.02,37.0,0.3939,49.81,0.0524
2017-04-25,63240.0,1903268.31,0.89,3.21,0.18,1.92,0.0,1752788.52,13070.0,58240.0,393354.16,,,,,,,,,,,,,,,,,3425.0,0.4,0.06,,,16.08,1.03,68191.0,2052273.39,,2.07,16.05,38.29,0.4056,49.94,0.0497
2017-04-26,61771.0,1914343.04,0.86,3.07,0.17,1.91,0.0,1759388.2,17414.0,56771.0,539676.7,,,4850.0,,,,,0.02,,506.0,,,,4850.0,,,1469.0,0.53,0.03,,,31.72,1.37,37478.0,1161479.47,,1.15,31.78,39.82,0.4099,49.18,0.0485
2017-04-27,65172.0,2038331.88,0.91,3.19,0.18,2.07,0.0,1881950.93,17414.0,60172.0,544643.58,,,,0.17,,,,,4843.0,,,,0.17,,,,1442.0,0.55,0.02,,,31.72,1.37,37478.0,1172169.06,,1.18,31.75,36.92,0.349,44.13,0.0511
2017-04-28,59627.0,1847311.96,0.83,3.06,0.17,1.9,0.0,1692406.3,17414.0,54627.0,539505.43,,,,,,,,,,,,,,,,,5545.0,0.55,0.17,,,31.72,1.37,37478.0,1161110.87,,1.18,31.84,40.15,0.411,48.72,0.0468
2017-05-01,63299.0,1961074.67,0.89,3.19,0.18,2.01,0.0,1692406.3,17414.0,54627.0,539505.43,,,,,,,,,,,,,,,,,,0.55,,,,100.0,1.37,0.0,0.0,,0.0,100.0,44.11,0.4128,45.56,0.0496
2017-05-02,61189.0,1933016.76,0.86,3.09,0.17,1.95,0.0,1659060.31,15304.0,52517.0,483467.43,,,,,,,,0.07,,2110.0,,,,,,,2110.0,0.48,0.07,,,100.0,1.2,0.0,0.0,,0.0,100.0,46.19,0.4401,47.15,0.048
2017-05-03,40435.0,1290104.89,0.57,2.03,0.11,1.32,0.0,1045324.76,14304.0,32763.0,456378.39,,,,,,,,0.03,,1000.0,,,,,,,19754.0,0.46,0.62,,,1.11,1.11,1271790.0,40577284.48,,40.96,1.11,14.97,0.5891,74.54,0.0314
2017-05-04,35091.0,1152388.44,0.49,1.77,0.1,1.15,0.0,988188.44,11632.0,30091.0,381994.88,,,,,,,,0.09,,2672.0,,,,,,,2672.0,0.38,0.09,,,0.92,0.92,1250741.0,41074334.34,,40.8,0.91,12.37,0.7832,87.63,0.0278
2017-05-05,35091.0,1154142.99,0.49,1.81,0.1,1.18,0.0,989692.99,11632.0,30091.0,382576.48,,,,,,,,,,,,,,,,,,0.39,,,,0.91,0.91,1272388.0,41848841.32,,42.28,0.9,12.41,0.7826,87.59,0.0273
2017-05-08,35091.0,1168530.3,0.49,1.82,0.1,1.17,0.0,1002030.3,11632.0,30091.0,387345.6,,,,,,,,,,,,,,,,,,0.38,,,,0.9,0.9,1276989.0,42523733.7,,42.17,0.9,12.39,0.7829,87.61,0.0272
2017-05-09,35091.0,1159757.55,0.49,1.82,0.1,1.19,0.0,994507.55,11632.0,30091.0,384437.6,,,,,,,,,,,,,,,,,,0.39,,,,0.9,0.9,1278788.0,42263943.4,,42.55,0.9,12.4,0.7828,87.6,0.0272
2017-05-10,39965.0,1306455.85,0.56,2.11,0.11,1.35,0.0,1143005.85,11632.0,34965.0,380250.08,,,,,,4874.0,,,,,,,,,0.17,,,0.38,,,,100.0,0.9,0.0,0.0,,0.0,100.0,14.33,0.5952,75.06,0.0308
2017-05-11,39965.0,1308454.1,0.56,2.11,0.11,1.33,0.0,1144754.1,11632.0,34965.0,380831.68,,,,,,,,,,,,,,,,,,0.38,,,,100.0,0.9,0.0,0.0,,0.0,100.0,14.34,0.5957,75.1,0.0308
2017-05-12,39965.0,1295265.65,0.56,2.12,0.11,1.33,0.0,1133215.65,11632.0,34965.0,376993.12,,,,,,,,,,,,,,,,,,0.38,,,,100.0,0.89,0.0,0.0,,0.0,100.0,14.39,0.5948,75.03,0.0306
2017-05-15,39965.0,1320043.95,0.56,2.19,0.11,1.32,0.0,1154893.95,11632.0,34965.0,384204.96,,,,,,,,,,,,,,,,,,0.38,,,,100.0,0.89,0.0,0.0,,0.0,100.0,14.37,0.5951,75.05,0.0307
2017-05-16,39965.0,1350817.0,0.56,2.2,0.11,1.34,0.0,1181817.0,11632.0,34965.0,393161.6,,,,,,,,,,,,,,,,,,0.38,,,,100.0,0.89,0.0,0.0,,0.0,100.0,14.41,0.5949,75.03,0.0306
2017-05-17,34683.0,1175060.04,0.49,1.89,0.1,1.18,0.0,1005660.04,11632.0,29683.0,394092.16,,,,,,,,,,,,,,,,,5282.0,0.39,0.16,,,0.89,0.89,1292639.0,43794609.32,,43.56,0.89,12.55,0.7805,87.45,0.0266
2017-05-18,34978.0,1161269.6,0.49,1.87,0.1,1.21,0.0,995269.6,10145.0,29978.0,336814.0,,,,,,4700.0,,0.05,,1487.0,,,,,0.17,,4405.0,0.34,0.15,,,100.0,0.78,0.0,0.0,,0.0,100.0,16.13,0.6214,76.84,0.0268
2017-05-19,34978.0,1169664.32,0.49,1.79,0.1,1.18,0.0,1002464.32,10145.0,29978.0,339248.8,,,,,,,,,,,,,,,,,,0.34,,,,100.0,0.77,0.0,0.0,,0.0,100.0,16.21,0.6204,76.76,0.0267
2017-05-22,34927.0,1167958.88,0.49,1.85,0.1,1.18,0.0,1000758.88,10094.0,29927.0,337543.36,,,,,,,,0.0,,51.0,,,,,,,51.0,0.34,0.0,,,100.0,0.77,0.0,0.0,,0.0,100.0,16.22,0.623,76.94,0.0267
2017-05-23,34915.0,1170001.65,0.49,1.9,0.1,1.19,0.0,1002451.65,10082.0,29915.0,337847.82,,,,,,,,0.0,,12.0,,,,,,,12.0,0.34,0.0,,,100.0,0.77,0.0,0.0,,0.0,100.0,16.15,0.6241,77.03,0.0266
2017-05-24,31449.0,1074612.33,0.44,1.72,0.09,1.07,0.0,903762.33,10072.0,26449.0,344160.24,,,,,,,,0.0,,10.0,,,,,,,3466.0,0.34,0.12,,,100.0,0.76,0.0,0.0,,0.0,100.0,18.28,0.5878,74.06,0.0237
2017-05-25,25879.0,884026.64,0.36,1.45,0.07,0.9,0.0,713226.64,10012.0,20879.0,342009.92,,,,,,,,0.0,,60.0,,,,,,,5570.0,0.34,0.18,,,0.75,0.75,1321537.0,45143703.92,,45.06,0.75,9.42,0.7856,88.1,0.0194
2017-05-26,24686.0,866725.46,0.35,1.48,0.07,0.86,0.0,691175.46,9809.0,19686.0,344393.99,,,,,,,,0.01,,203.0,,,,,,,1193.0,0.34,0.04,,,0.74,0.74,1322281.0,46425285.91,,45.42,0.74,8.82,0.7925,88.55,0.0185
2017-05-29,24519.0,886361.85,0.34,1.47,0.07,0.87,0.0,705611.85,9725.0,19519.0,351558.75,,,,,,,,0.0,,84.0,,,,,,,167.0,0.34,0.0,,,0.73,0.73,1323883.0,47858370.45,,46.35,0.73,8.74,0.7931,88.58,0.0184
2017-05-30,24481.0,875195.75,0.34,1.45,0.07,0.89,0.0,696445.75,9415.0,19481.0,336586.25,,,,,,1000.0,,0.01,,310.0,,,,,0.04,,1038.0,0.34,0.01,,,0.71,0.71,1318314.0,47129725.5,,47.31,0.71,6.81,0.7382,85.46,0.0184
2017-05-31,21902.0,798108.88,0.31,1.3,0.06,0.79,0.0,615908.88,8901.0,16902.0,324352.44,,,,,,,,0.02,,514.0,,,,,,,2579.0,0.32,0.1,,,0.67,0.67,1322445.0,48189895.8,,47.24,0.67,5.82,0.7554,86.55,0.0165
2017-06-01,25601.0,956197.35,0.36,1.54,0.07,0.94,0.0,769447.35,8229.0,20601.0,307353.15,,,,0.18,,,,0.02,4928.0,672.0,,,0.18,,,,1229.0,0.3,0.03,,,0.62,0.62,1326330.0,49538425.5,,48.4,0.62,28.55,0.5543,68.71,0.0192
2017-06-02,41751.0,1536436.8,0.58,2.83,0.12,1.55,0.0,1164756.8,13292.0,31651.0,489145.6,,,5000.0,0.16,,6905.0,,0.0,4182.0,37.0,,,0.16,5000.0,0.25,100.0,37.0,0.49,0.0,,,29.04,0.99,32478.0,1195190.4,,1.2,29.09,18.59,0.2815,44.91,0.0311
2017-06-05,46646.0,1728700.76,0.65,3.21,0.13,1.73,0.0,1176692.06,18187.0,31751.0,674010.22,,,515.0,,,100.0,,,,,,,,515.0,0.0,4380.0,,0.67,,,,35.35,1.35,33258.0,1232541.48,,1.22,35.36,16.05,0.2267,38.53,0.0345
2017-06-06,49717.0,1839529.0,0.7,3.49,0.14,1.86,0.0,1307469.0,18402.0,35337.0,680874.0,,,730.0,0.19,,,,0.02,4880.0,515.0,,,0.19,730.0,,,1294.0,0.68,0.05,,,35.62,1.35,33258.0,1230546.0,,1.23,35.66,22.36,0.205,32.19,0.0365
2017-06-07,49717.0,1833562.96,0.7,3.64,0.14,1.86,0.0,1303228.56,18402.0,35337.0,678665.76,,,,,,,,,,,,,,,,,,0.68,,,,35.62,1.36,33258.0,1226555.04,,1.23,35.63,22.48,0.205,32.15,0.0368
2017-06-08,45337.0,1666134.75,0.63,3.35,0.13,1.7,0.0,1298634.75,14022.0,35337.0,515308.5,,,,,,,,0.16,,4380.0,,,,,,,,0.52,,,,29.66,1.03,33258.0,1222231.5,,1.23,29.68,25.21,0.2432,36.07,0.0333
2017-06-09,41884.0,1576513.76,0.59,3.18,0.12,1.57,0.0,1200113.76,14022.0,31884.0,527788.08,,,,,,,,,,,,,,,,,3453.0,0.52,0.13,,,29.66,1.03,33258.0,1251831.12,,1.25,29.53,27.59,0.2772,39.86,0.0308
2017-06-12,46444.0,1785771.8,0.65,3.51,0.13,1.76,0.0,1401271.8,17902.0,36444.0,688331.9,,,,0.27,,,,,7213.0,,,,0.27,,,3880.0,2653.0,0.67,0.1,,,34.99,1.34,33258.0,1278770.1,,1.25,34.99,24.41,0.2537,35.17,0.0348
2017-06-13,50224.0,1727705.6,0.64,3.78,0.13,1.97,0.0,1383705.6,18190.0,40224.0,625736.0,,,388.0,0.16,,,,0.0,3780.0,100.0,,,0.16,388.0,,,,0.7,,,,35.36,1.36,33258.0,1144075.2,,1.28,35.36,22.06,0.2156,31.54,0.0376
2017-06-14,41591.0,1459844.1,0.53,3.07,0.11,1.45,0.0,1284344.1,9557.0,36591.0,335450.7,,,,,,,,0.35,,8633.0,,,,,,,3633.0,0.33,0.16,,,13.88,0.71,59315.0,2081956.5,,2.04,13.87,24.4,0.2516,34.98,0.0311
2017-06-15,67705.0,2355456.95,0.86,4.93,0.17,2.62,0.0,2146716.95,12135.0,61705.0,422176.65,,,1326.0,1.13,,,,,25114.0,,,,1.13,1326.0,,1252.0,,0.42,,,,4.0,0.88,291336.0,10135579.44,,10.14,4.02,14.68,0.4317,62.21,0.0492
2017-06-16,66645.0,2372562.0,0.85,4.89,0.17,2.43,0.0,2176762.0,11635.0,61145.0,414206.0,,,,0.02,,,,0.01,567.0,500.0,,,0.02,,,,1127.0,0.41,0.04,,,16.12,0.95,60551.0,2155615.6,,2.14,16.06,15.47,0.4177,60.43,0.0546
2017-06-19,71300.0,2534002.0,0.91,4.86,0.18,2.64,0.0,1450032.0,35337.0,40800.0,1255876.98,,,25000.0,,,,,0.05,,1298.0,,,,25000.0,,,20345.0,1.25,0.69,,,49.74,2.89,35707.0,1269026.78,,1.27,49.66,22.88,0.3693,52.43,0.0582
2017-06-20,70963.0,2501445.75,0.9,4.75,0.18,2.62,0.0,1412643.75,35136.0,40075.0,1238544.0,,,,,,,,0.01,,201.0,,,,,,,725.0,1.25,0.03,,,49.46,2.81,35908.0,1265757.0,,1.26,49.73,23.0,0.3637,51.76,0.0568
2017-06-21,71963.0,2469050.53,0.92,4.76,0.18,2.52,0.0,1409283.25,35136.0,41075.0,1205516.16,,,,,,1000.0,,,,,,,,,0.03,,,1.21,,,,49.38,2.8,36018.0,1235777.58,,1.25,49.1,23.81,0.3312,47.76,0.0573
2017-06-22,74708.0,2530359.96,0.95,4.89,0.19,2.58,0.0,1484996.28,35112.0,43844.0,1189243.44,,,,0.1,,,,0.0,2769.0,24.0,,,0.1,,,,,1.2,,,,49.19,2.81,36262.0,1228193.94,,1.24,49.2,22.31,0.295,44.75,0.0598
2017-06-23,74583.0,2491818.03,0.95,4.89,0.19,2.55,0.0,1460651.79,35112.0,43719.0,1173091.92,,,,,,,,,,,,,,,,,125.0,1.2,0.0,,,49.19,2.82,36262.0,1211513.42,,1.24,49.3,22.4,0.2962,44.92,0.0598
2017-06-26,44919.0,1551951.45,0.57,2.97,0.12,1.52,0.0,1301774.9,8297.0,37678.0,286661.35,,,,,,,,0.92,,26815.0,,,,,,,6041.0,0.29,0.22,,,12.17,0.66,59885.0,2069026.75,,2.05,12.22,25.91,0.2572,36.03,0.036
2017-06-27,44919.0,1511075.16,0.57,2.94,0.12,1.56,0.0,1267487.92,8297.0,37678.0,279111.08,,,,,,,,,,,,,,,,,,0.28,,,,12.17,0.66,59885.0,2014531.4,,2.03,12.11,25.79,0.2583,36.2,0.036
2017-06-28,43735.0,1443255.0,0.56,2.87,0.11,1.48,0.0,1220802.0,7797.0,36994.0,257301.0,,,,,,,,0.02,,500.0,,,,,,,684.0,0.26,0.04,,,0.62,0.62,1247020.0,41151660.0,,41.78,0.62,26.4,0.2582,36.32,0.0349
2017-06-29,41238.0,1360854.0,0.52,2.7,0.11,1.36,0.0,1150413.0,8273.0,34861.0,273009.0,,,,,,363.0,,,,,,,,,0.0,476.0,2496.0,0.27,0.09,,,0.66,0.66,1252179.0,41321907.0,,41.27,0.66,28.52,0.2505,32.08,0.0327
2017-06-30,47195.0,1563570.35,0.6,3.1,0.12,1.57,0.0,1397920.35,8560.0,42195.0,283592.8,,,988.0,0.22,,676.0,,0.04,6658.0,1377.0,,,0.22,988.0,0.02,676.0,,0.28,,,,0.68,0.68,1252904.0,41508709.52,,41.38,0.68,23.49,0.2538,37.45,0.0374
2017-07-03,53126.0,1754751.78,0.68,3.36,0.14,1.77,0.0,1589601.78,12522.0,48126.0,413601.66,,,655.0,0.2,,,,,6003.0,,,,0.2,655.0,,3307.0,72.0,0.42,0.0,,,0.99,0.99,1249981.0,41286872.43,,41.46,0.99,20.52,0.2925,45.33,0.0421
2017-07-04,51870.0,1693555.5,0.66,3.18,0.13,1.72,0.0,1530305.5,11266.0,46870.0,367834.9,,,,,,,,0.04,,1256.0,,,,,,,1256.0,0.37,0.04,,,0.89,0.89,1247819.0,40741290.35,,41.24,0.89,21.13,0.2843,43.87,0.0412
2017-07-05,51930.0,1678896.9,0.66,3.1,0.13,1.7,0.0,1517246.9,11266.0,46930.0,364229.78,,,,0.16,,,,,5001.0,,,,0.16,,,,4941.0,0.37,0.17,,,0.89,0.89,1247819.0,40341988.27,,40.75,0.89,17.62,0.3548,54.45,0.0412
2017-07-06,49134.0,1572288.0,0.63,2.91,0.13,1.58,0.0,1412288.0,8129.0,44134.0,260128.0,,,,0.0,,,,0.1,464.0,3137.0,,,0.0,,,,3260.0,0.26,0.12,,,0.62,0.62,1293062.0,41377984.0,,41.75,0.62,18.96,0.3268,50.9,0.0378
2017-07-07,48689.0,1570220.25,0.62,2.83,0.12,1.55,0.0,1408970.25,8129.0,43689.0,262160.25,,,,,,,,,,,,,,,,,445.0,0.26,0.02,,,0.64,0.64,1253259.0,40417602.75,,40.22,0.65,19.22,0.322,50.25,0.0386
2017-07-10,48260.0,1601266.8,0.61,2.79,0.12,1.56,0.0,1435366.8,8129.0,43260.0,269720.22,,,,,,,,,,,,,,,,,429.0,0.26,0.0,,,0.64,0.64,1253281.0,41583863.58,,40.58,0.64,19.11,0.3218,50.25,0.0383
2017-07-11,53405.0,1760762.85,0.68,3.11,0.14,1.78,0.0,1595912.85,7765.0,48405.0,256012.05,,,,,,5509.0,,0.01,,364.0,,,,,0.18,,364.0,0.26,0.0,,,0.64,0.64,1196751.0,39456880.47,,39.6,0.65,17.08,0.2676,44.79,0.0443
2017-07-12,53824.0,1808486.4,0.69,3.26,0.14,1.8,0.0,1640486.4,9865.0,48824.0,331464.0,,,,0.11,,,,0.03,3000.0,900.0,,,0.11,,,3000.0,2581.0,0.33,0.09,,,0.82,0.82,1194651.0,40140273.6,,39.48,0.82,17.52,0.235,38.86,0.0447
2017-07-13,54188.0,1836973.2,0.69,3.32,0.14,1.83,0.0,1667473.2,9865.0,49188.0,334423.5,,,,,,364.0,,,,,,,,,0.0,,,0.33,,,,0.84,0.84,1168232.0,39603064.8,,39.28,0.84,17.5,0.2353,38.91,0.046
2017-07-14,52893.0,1795188.42,0.67,3.28,0.14,1.81,0.0,1625488.42,8934.0,47893.0,303219.96,,,,,,,,0.03,,931.0,,,,,,,1295.0,0.3,0.03,,,0.76,0.76,1161974.0,39437397.56,,39.32,0.76,17.8,0.23,37.82,0.0452
2017-07-17,62843.0,2202647.15,0.8,3.95,0.16,2.15,0.0,2027397.15,8730.0,57843.0,305986.5,,,,0.34,,,,0.01,10154.0,204.0,,,0.34,,,,204.0,0.3,0.01,,,0.74,0.74,1169672.0,40997003.6,,39.74,0.74,26.8,0.2184,30.99,0.0533
2017-07-18,68145.0,2316930.0,0.63,4.23,0.17,2.4,0.0,2146930.0,8730.0,63145.0,296820.0,,,,0.39,,,,,10741.0,,,,0.39,,,,5439.0,0.31,0.18,,,0.74,0.74,1175869.0,39979546.0,,40.91,0.74,28.5,0.2174,29.39,0.0575
2017-07-19,68574.0,2371974.66,0.64,4.17,0.18,2.35,0.0,2199024.66,8730.0,63574.0,301970.7,,,,0.03,,,,,947.0,,,,0.03,,,,518.0,0.3,0.03,,,0.74,0.74,1176495.0,40694962.05,,40.07,0.74,28.25,0.2106,28.3,0.0579
2017-07-20,64985.0,2245231.75,0.6,4.08,0.17,2.26,0.0,2072481.75,8730.0,59985.0,301621.5,,,,0.16,,,,,4437.0,,,,0.16,,,,8026.0,0.3,0.27,,,0.74,0.74,1177710.0,40689880.5,,40.5,0.74,16.66,0.1877,29.85,0.0548
2017-07-21,57578.0,2015230.0,0.54,3.64,0.15,2.01,0.0,1840230.0,8730.0,52578.0,305550.0,,,,,,,,,,,,,,,,,7407.0,0.3,0.25,,,0.74,0.74,1177755.0,41221425.0,,40.59,0.74,18.98,0.1788,23.79,0.0485
2017-07-24,67578.0,2325358.98,0.63,4.18,0.17,2.39,0.0,2153308.98,18730.0,62578.0,644499.3,,,,0.36,,,,,10000.0,,,,0.36,,,10000.0,,0.66,,,,1.58,1.58,1167799.0,40183963.59,,40.68,1.59,15.99,0.2152,35.85,0.057
2017-07-25,54228.0,1887134.4,0.5,3.47,0.14,1.9,0.0,1713134.4,18730.0,49228.0,651804.0,,,,0.09,,,,,2509.0,,,,0.09,,,,15859.0,0.64,0.56,,,1.58,1.58,1167239.0,40619917.2,,40.09,1.58,25.5,0.1981,26.55,0.0457
2017-07-26,55461.0,1874581.8,0.52,3.58,0.14,1.95,0.0,1705581.8,19263.0,50461.0,651089.4,,,533.0,0.05,,,,,1233.0,,,,0.05,533.0,,,,0.67,,,,1.62,1.62,1166459.0,39426314.2,,40.28,1.63,25.12,0.2018,28.02,0.0468
2017-07-27,51210.0,1686857.4,0.48,3.24,0.13,1.75,0.0,1522157.4,19124.0,46210.0,629944.56,1.58,,,,,,46210.0,0.01,,139.0,1.58,,,,,19124.0,4251.0,0.65,0.18,,,1.62,1.62,1162276.0,38285371.44,,39.1,1.63,27.24,0.214,30.0,0.0433
2017-07-28,53931.0,1735499.58,0.5,3.37,0.14,1.78,0.0,1574599.58,19845.0,48931.0,638612.1,,,721.0,0.07,,,,,2721.0,,,,0.07,721.0,,,,0.65,,,,1.68,1.68,1161455.0,37375621.9,,38.11,1.67,27.33,0.2242,32.58,0.0457
2017-07-31,53380.0,1790365.2,0.5,3.26,0.14,1.74,0.0,1622665.2,19451.0,48380.0,652386.54,,,,,,,,0.02,,394.0,,,,,,,551.0,0.63,0.03,,,1.53,1.53,1250372.0,41937476.88,,40.41,1.54,26.33,0.222,32.75,0.042
2017-08-01,48204.0,1596034.44,0.45,2.99,0.12,1.62,0.0,1430484.44,21730.0,43204.0,719480.3,,,12279.0,,,,,0.32,,10000.0,,,,12279.0,,,5176.0,0.73,0.15,,,1.79,1.79,1192243.0,39475165.73,,39.91,1.79,24.88,0.2437,36.1,0.0397
2017-08-02,43774.0,1452859.06,0.41,2.73,0.11,1.46,0.0,1286909.06,18300.0,38774.0,607377.0,,,,,,,,0.12,,3430.0,,,,,,,4430.0,0.6,0.14,,,1.51,1.51,1195599.0,39681930.81,,39.56,1.5,27.54,0.2395,31.9,0.0361
2017-08-03,41320.0,1361907.2,0.38,2.62,0.11,1.39,0.0,1197107.2,18300.0,36320.0,603168.0,,,,,,,,,,,,,,,,,2454.0,0.61,0.08,,,1.51,1.51,1190275.0,39231464.0,,39.46,1.51,23.81,0.2432,34.09,0.0342
2017-08-04,42231.0,1418961.6,0.39,2.72,0.11,1.43,0.0,1250961.6,18290.0,37231.0,614544.0,,,,0.11,,,,0.0,3060.0,10.0,,,0.11,,,,2149.0,0.61,0.07,,,1.52,1.52,1188665.0,39939144.0,,39.36,1.53,22.12,0.228,33.08,0.035
2017-08-07,40701.0,1343133.0,0.38,2.59,0.1,1.39,0.0,1178133.0,17696.0,35701.0,583968.0,,,,,,,,0.02,,594.0,,,,,,,1530.0,0.59,0.05,,,1.47,1.47,1186592.0,39157536.0,,39.72,1.47,22.87,0.2276,32.86,0.0338
2017-08-08,37242.0,1230475.68,0.35,2.36,0.1,1.25,0.0,1065275.68,17501.0,32242.0,578233.04,,,,,,,,0.01,,195.0,,,,,,,3459.0,0.58,0.12,,,1.46,1.46,1179158.0,38959380.32,,38.95,1.46,25.18,0.2342,32.79,0.0311
2017-08-09,34117.0,1101637.93,0.32,2.18,0.09,1.15,0.0,940187.93,16639.0,29117.0,537273.31,,,,,,,,0.03,,862.0,,,,,,,3125.0,0.55,0.1,,,1.4,1.4,1175304.0,37950566.16,,38.76,1.4,27.73,0.2276,27.91,0.0286
2017-08-10,32510.0,1032517.6,0.3,2.12,0.08,1.06,0.0,873717.6,15032.0,27510.0,477416.32,,,,,,,,0.06,,1607.0,,,,,,,1607.0,0.48,0.06,,,1.26,1.26,1175173.0,37323494.48,,37.91,1.26,28.26,0.2419,29.59,0.0273
2017-08-11,32899.0,1020197.99,0.31,2.23,0.08,1.06,0.0,853674.29,15421.0,27529.0,478205.21,,,,0.0,,,,,19.0,,,,0.0,,,389.0,,0.48,,,,1.3,1.3,1173130.0,36378761.3,,37.2,1.28,29.1,0.2427,29.24,0.0277
2017-08-14,32899.0,1060334.77,0.31,2.27,0.08,1.04,0.0,899184.77,15421.0,27899.0,497018.83,,,,,,370.0,,,,,,,,,0.01,,,0.48,,,,1.29,1.29,1176023.0,37903221.29,,36.8,1.3,29.1,0.243,29.29,0.0276
2017-08-15,30373.0,979832.98,0.28,2.11,0.08,1.0,0.0,818532.98,12895.0,25373.0,415992.7,,,,,,,,0.07,,2526.0,,,,,,,2526.0,0.42,0.07,,,1.08,1.08,1177724.0,37993376.24,,38.06,1.08,24.42,0.2441,31.92,0.0255
