,QCEU FP Equity_DX_SI_QTY,QCEU FP Equity_DX_SHORT_INTEREST_VALUE,QCEU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,QCEU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,QCEU FP Equity_DX_SI_MV,QCEU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,QCEU FP Equity_DX_SUPPLY_SI_QTY,QCEU FP Equity_DX_BROKER_SI_QTY,QCEU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,QCEU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,QCEU FP Equity_DX_SUPPLY_SI_QTY_INC_x,QCEU FP Equity_DX_BROKER_SI_MV_INC_x,QCEU FP Equity_DX_SUPPLY_SI_MV_NEW,QCEU FP Equity_DX_BROKER_SI_QTY_ADD,QCEU FP Equity_DX_SUPPLY_SI_MV_DEC,QCEU FP Equity_DX_BROKER_SI_QTY_INC,QCEU FP Equity_DX_SUPPLY_SI_QTY_DEC,QCEU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,QCEU FP Equity_DX_BROKER_SI_MV_INC_y,QCEU FP Equity_DX_SUPPLY_SI_QTY_INC_y,QCEU FP Equity_DX_BROKER_SI_MV_ADD,QCEU FP Equity_DX_SUPPLY_SI_QTY_ADD,QCEU FP Equity_DX_BROKER_SI_QTY_DEC,QCEU FP Equity_DX_SUPPLY_SI_MV,QCEU FP Equity_DX_BROKER_SI_MV_DEC,QCEU FP Equity_DX_SUPPLY_SI_MV_RMV,QCEU FP Equity_DX_BROKER_SI_MV_RMV,QCEU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,QCEU FP Equity_DX_UTILIZATION_QUANTITY,QCEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,QCEU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,QCEU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,QCEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,QCEU FP Equity_DX_ACTIVE_UTILIZATION_MV,QCEU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,QCEU FP Equity_DX_BROKER_SI_CON_RATIO,QCEU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,QCEU FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-02-21,44000.0,4749360.0,28.08,0.85,4.83,2374680.0,22000.0,22000.0,2374680.0,,,,,,,,,,,,,,,2.44,,,,33.16,18.76,44350.0,4787139.0,,4.75,33.97,49.84,0.5,50.16,0.3752
2024-02-22,44000.0,4802160.0,24.81,0.83,4.81,2401080.0,22000.0,22000.0,2401080.0,,,,,,,,,,,,,,,2.43,,,,33.16,18.76,44350.0,4840359.0,,4.73,33.98,49.84,0.5,50.16,0.3752
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.43,,22000.0,,,,,,22000.0,0.0,2.37,,,0.0,0.0,117259.0,12837515.32,,12.3,0.0,,0.0,,0.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,207314.0,22613811.12,,21.0,0.0,,0.0,,0.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,207314.0,22617957.4,,20.95,0.0,,0.0,,0.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,207314.0,22493569.0,,20.97,0.0,,0.0,,0.0
2024-02-29,69200.0,7501280.0,29.69,1.29,7.6,3750640.0,34600.0,34600.0,3750640.0,,,,,34600.0,,,,,,,3.76,34600.0,,3.85,,,,44.62,15.07,42950.0,4655780.0,,4.57,45.72,49.39,0.5001,50.61,0.3014
2024-03-01,97600.0,10622784.0,41.24,1.81,10.74,5311392.0,48800.0,48800.0,5311392.0,,14200.0,1.55,,,,14200.0,,,1.55,14200.0,,,,5.44,,,,53.48,20.06,42450.0,4620258.0,,4.46,54.95,44.47,0.5061,55.53,0.4011
2024-03-04,75500.0,8218930.0,30.9,1.4,8.27,4789840.0,31500.0,44000.0,3429090.0,,,,,,1.96,,17300.0,,,,,,4800.0,3.48,0.51,,,34.52,9.19,59750.0,6504385.0,,6.46,35.04,42.08,0.5125,57.92,0.2203
2024-03-05,88023.0,9520567.68,33.97,1.63,9.7,4759040.0,44023.0,44000.0,4761527.68,,12523.0,,,,,,,,,12523.0,,,,4.91,,,,51.03,13.04,42250.0,4569760.0,,4.48,52.29,49.38,0.4998,50.6,0.2607
2024-03-06,88023.0,9555776.88,33.96,1.63,9.65,4776640.0,44023.0,44000.0,4779136.88,,,,,,,,,,,,,,,4.89,,,,51.03,13.04,42250.0,4586660.0,,4.47,52.24,49.32,0.4998,50.66,0.2607
2024-03-07,88023.0,9691332.3,34.3,1.63,9.68,4844400.0,44023.0,44000.0,4846932.3,,,,,,,,,,,,,,,4.9,,,,51.03,13.04,42250.0,4651725.0,,4.47,52.28,49.38,0.4998,50.59,0.2607
2024-03-08,87946.0,9658229.72,33.0,1.63,9.81,4823623.86,44023.0,43923.0,4834605.86,,,,,,,,,,,,,,77.0,4.97,0.0,,,51.03,13.04,42250.0,4639895.0,,4.53,52.28,49.34,0.4998,50.64,0.2604
2024-03-11,114846.0,12561855.48,43.14,2.13,12.73,6773137.74,52923.0,61923.0,5788717.74,,8900.0,1.96,,,,18000.0,,,1.96,8900.0,,,,5.93,,,,55.61,15.27,42250.0,4621305.0,,4.52,56.73,46.66,0.5022,53.34,0.3314
2024-03-12,123846.0,13665167.64,49.03,2.29,13.73,6832583.82,61923.0,61923.0,6832583.82,,9000.0,,,,,,,,,9000.0,,,,6.95,,,,59.44,17.41,42250.0,4661865.0,,4.46,60.91,49.33,0.5001,50.67,0.3483
2024-03-13,109646.0,12107111.32,46.22,2.03,11.69,6837537.66,47723.0,61923.0,5269573.66,,,,,,1.54,,14200.0,,,,,,,5.38,,,,47.98,13.6,51750.0,5714235.0,,5.59,49.05,46.1,0.503,53.9,0.3125
2024-03-14,3000.0,331200.0,1.32,0.06,0.33,220800.0,1000.0,2000.0,110400.0,,,,,,5.3,,46723.0,,,,,,59923.0,0.11,6.13,,,100.0,0.31,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0092
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.11,,1000.0,,,,,,2000.0,0.0,0.22,,,0.0,0.0,325667.0,35693103.2,,32.95,0.0,,0.0,,0.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,324667.0,35453636.4,,32.81,0.0,,0.0,,0.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,324667.0,35466623.08,,32.7,0.0,,0.0,,0.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,324667.0,35414676.36,,32.87,0.0,,0.0,,0.0
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,324667.0,35726356.68,,32.69,0.0,,0.0,,0.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,324667.0,35622463.24,,32.82,0.0,,0.0,,0.0
2024-03-25,1100.0,120494.0,0.48,0.02,0.12,120494.0,0.0,1100.0,0.0,,,,,1100.0,,,,,,,0.12,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0035
2024-03-26,1100.0,120516.0,0.49,0.02,0.12,120516.0,1100.0,1100.0,120516.0,,,,,,,,,,,,,1100.0,,0.13,,,,1.5,0.35,72150.0,7904754.0,,7.9,1.58,,1.0,100.0,0.0035
2024-03-27,2100.0,230286.0,0.9,0.04,1.16,120626.0,2100.0,1100.0,230286.0,,1000.0,,,,,,,,,1000.0,,,,1.17,,,,2.87,0.67,71150.0,7802309.0,,6.86,14.56,10.37,0.8142,89.63,0.0067
2024-03-28,2100.0,231336.0,0.86,0.04,1.15,121176.0,2100.0,1100.0,231336.0,,,,,,,,,,,,,,,1.16,,,,2.87,0.67,71150.0,7837884.0,,6.87,14.46,10.44,0.813,89.56,0.0067
2024-03-29,2100.0,231336.0,0.89,0.04,1.16,121176.0,2100.0,1100.0,231336.0,,,,,,,,,,,,,,,1.17,,,,2.87,0.67,71150.0,7837884.0,,6.92,14.46,10.44,0.813,89.56,0.0067
2024-04-01,1100.0,121176.0,0.47,0.02,0.12,121176.0,1100.0,1100.0,121176.0,,,,,,1.05,,1000.0,,,,,,,0.13,,,,1.5,0.35,72150.0,7948044.0,,7.95,1.58,,1.0,100.0,0.0035
2024-04-02,2200.0,238920.0,0.94,0.04,0.25,119460.0,1108.0,1100.0,120328.8,,,,,,,,,,,,,8.0,,0.13,,,,1.51,0.35,72150.0,7835490.0,,7.95,1.56,,1.0,100.0,0.007
2024-04-03,8.0,869.28,0.0,0.0,0.0,0.0,8.0,0.0,869.28,,,,,,0.12,,1100.0,,,,,,1100.0,0.0,0.12,,,100.0,0.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0
2024-04-04,1100.0,119592.0,0.49,0.02,0.12,119592.0,1100.0,1100.0,119592.0,,,,,1100.0,0.0,,8.0,,,,0.12,1100.0,,0.13,,,,1.5,0.35,72150.0,7844148.0,,7.82,1.58,,1.0,100.0,0.0035
2024-04-05,1100.0,118558.0,0.49,0.02,0.12,118558.0,1100.0,1100.0,118558.0,,,,,,,,,,,,,,,0.13,,,,1.5,0.35,72150.0,7776327.0,,7.84,1.58,,1.0,100.0,0.0035
2024-04-08,1100.0,118954.0,0.57,0.02,0.12,118954.0,1100.0,1100.0,118954.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7802301.0,,7.78,1.58,,1.0,100.0,0.0147
2024-04-09,1100.0,118404.0,0.56,0.02,0.12,118404.0,1100.0,1100.0,118404.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7766226.0,,7.8,1.58,,1.0,100.0,0.0147
2024-04-10,1100.0,118778.0,0.61,0.02,0.12,118778.0,1100.0,1100.0,118778.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7790757.0,,7.77,1.58,,1.0,100.0,0.0147
2024-04-11,1100.0,119108.0,0.64,0.02,0.12,119108.0,1100.0,1100.0,119108.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7812402.0,,7.79,1.58,,1.0,100.0,0.0147
2024-04-12,1100.0,118998.0,0.66,0.02,0.12,118998.0,1100.0,1100.0,118998.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7805187.0,,7.81,1.58,,1.0,100.0,0.0147
2024-04-15,1100.0,119658.0,0.71,0.02,0.12,119658.0,1100.0,1100.0,119658.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7848477.0,,7.79,1.58,,1.0,100.0,0.0147
2024-04-16,1100.0,117986.0,0.7,0.02,0.12,117986.0,1100.0,1100.0,117986.0,,,,,,,,,,,,,,,0.13,,,,1.5,1.47,72150.0,7738809.0,,7.84,1.58,,1.0,100.0,0.0147
2024-04-17,1100.0,117986.0,0.74,0.02,0.12,117986.0,1100.0,1100.0,117986.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7738809.0,,7.77,1.58,,1.0,100.0,0.0147
2024-04-18,1100.0,117744.0,0.84,0.02,0.12,117744.0,1100.0,1100.0,117744.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7722936.0,,7.73,1.58,,1.0,100.0,0.0147
2024-04-19,1100.0,117480.0,0.82,0.02,0.12,117480.0,1100.0,1100.0,117480.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7705620.0,,7.72,1.58,,1.0,100.0,0.0147
2024-04-22,1100.0,118184.0,0.82,0.02,0.12,118184.0,1100.0,1100.0,118184.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7751796.0,,7.66,1.58,,1.0,100.0,0.0147
2024-04-23,1100.0,119416.0,0.89,0.02,0.12,119416.0,1100.0,1100.0,119416.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7832604.0,,7.74,1.58,,1.0,100.0,0.0147
2024-04-24,1100.0,119196.0,0.9,0.02,0.12,119196.0,1100.0,1100.0,119196.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7818174.0,,7.81,1.58,,1.0,100.0,0.0147
2024-04-25,1100.0,118404.0,1.01,0.02,0.12,118404.0,1100.0,1100.0,118404.0,,,,,,,,,,,,,,,0.13,,,,1.5,1.47,72150.0,7766226.0,,7.82,1.58,,1.0,100.0,0.0147
2024-04-26,1100.0,120208.0,1.01,0.02,0.12,120208.0,1100.0,1100.0,120208.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7884552.0,,7.75,1.58,,1.0,100.0,0.0147
2024-04-29,1100.0,119768.0,1.02,0.02,0.12,119768.0,1100.0,1100.0,119768.0,,,,,,,,,,,,,,,0.13,,,,1.5,1.47,72150.0,7855692.0,,7.83,1.58,,1.0,100.0,0.0147
2024-04-30,1100.0,119152.0,1.0,0.02,0.12,119152.0,1100.0,1100.0,119152.0,,,,,,,,,,,,,,,0.13,,,,1.5,1.47,72150.0,7815288.0,,7.81,1.58,,1.0,100.0,0.0147
2024-05-01,1100.0,119152.0,1.01,0.02,0.12,119152.0,1100.0,1100.0,119152.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7815288.0,,7.79,1.58,,1.0,100.0,0.0147
2024-05-02,1100.0,118690.0,1.01,0.02,0.12,118690.0,1100.0,1100.0,118690.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7784985.0,,7.77,1.58,,1.0,100.0,0.0147
2024-05-03,1100.0,119526.0,1.05,0.02,0.12,119526.0,1100.0,1100.0,119526.0,,,,,,,,,,,,,,,0.12,,,,1.5,1.47,72150.0,7839819.0,,7.78,1.58,,1.0,100.0,0.0147
2024-05-06,1100.0,120142.0,0.99,0.02,0.12,120142.0,1100.0,1100.0,120142.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-07,1100.0,121264.0,0.98,0.02,0.12,121264.0,1100.0,1100.0,121264.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-08,1100.0,121880.0,0.94,0.02,0.12,121880.0,1100.0,1100.0,121880.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-09,1100.0,122320.0,0.98,0.02,0.12,122320.0,1100.0,1100.0,122320.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-10,1100.0,123376.0,0.99,0.02,0.12,123376.0,1100.0,1100.0,123376.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-13,1100.0,123310.0,1.04,0.02,0.12,123310.0,1100.0,1100.0,123310.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-14,1100.0,123200.0,1.02,0.02,0.12,123200.0,1100.0,1100.0,123200.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-15,1100.0,123970.0,1.07,0.02,0.12,123970.0,1100.0,1100.0,123970.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-16,1100.0,124080.0,1.06,0.03,0.12,124080.0,1100.0,1100.0,124080.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-17,1100.0,123772.0,1.11,0.03,0.12,123772.0,1100.0,1100.0,123772.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-20,1100.0,124212.0,1.12,0.03,0.12,124212.0,1100.0,1100.0,124212.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-21,1100.0,124080.0,1.12,0.03,0.12,124080.0,1100.0,1100.0,124080.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-22,1100.0,123662.0,1.13,0.03,0.12,123662.0,1100.0,1100.0,123662.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-23,1100.0,124190.0,1.08,0.03,0.12,124190.0,1100.0,1100.0,124190.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-24,1100.0,123860.0,1.2,0.03,0.12,123860.0,1100.0,1100.0,123860.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-27,1100.0,124014.0,1.17,0.03,0.12,124014.0,1100.0,1100.0,124014.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-28,1100.0,123046.0,1.66,0.03,0.12,123046.0,1100.0,1100.0,123046.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-29,1100.0,121990.0,1.94,0.03,0.12,121990.0,1100.0,1100.0,121990.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-30,1100.0,122672.0,1.96,0.03,0.12,122672.0,1100.0,1100.0,122672.0,,,,,,,,,,,,,,,0.13,,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-05-31,1100.0,123112.0,1.57,0.03,0.13,0.0,1100.0,0.0,123112.0,,,,,,,,,,,,,,1100.0,0.13,0.12,,,100.0,1.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0147
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.13,,1100.0,,,,,,,0.0,,,,0.0,0.0,35511.0,3987885.3,,3.97,0.0,,0.0,100.0,0.0
2024-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,35511.0,3998538.6,,3.97,0.0,,0.0,,0.0
2024-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,35511.0,4062458.4,,3.97,0.0,,0.0,,0.0
2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,35511.0,4086605.88,,4.09,0.0,,0.0,,0.0
2024-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,35511.0,4091577.42,,4.08,0.0,,0.0,,0.0
2024-06-10,1100.0,126236.0,1.58,0.03,0.13,126236.0,1100.0,1100.0,126236.0,,,,,1100.0,,,,,,,0.13,1100.0,,0.13,,,,3.13,3.0,34000.0,3901840.0,,3.92,3.29,,1.0,100.0,0.03
2024-06-11,1100.0,125400.0,1.58,0.03,0.13,125400.0,1100.0,1100.0,125400.0,,,,,,,,,,,,,,,0.13,,,,3.13,3.0,34000.0,3876000.0,,3.87,3.29,,1.0,100.0,0.03
2024-06-12,1100.0,126874.0,1.41,0.03,0.13,126874.0,1100.0,1100.0,126874.0,,,,,,,,,,,,,,,0.13,,,,3.13,3.0,34000.0,3921560.0,,3.89,3.29,,1.0,100.0,0.03
2024-06-13,1100.0,125928.0,1.42,0.03,0.13,125928.0,1100.0,1100.0,125928.0,,,,,,,,,,,,,,,0.13,,,,3.13,3.0,34000.0,3892320.0,,3.93,3.29,,1.0,100.0,0.03
2024-06-14,2200.0,250404.0,2.87,0.05,0.26,125202.0,1100.0,1100.0,125202.0,,,,,,,,,,,,,,,0.13,,,,3.13,3.0,34000.0,3869880.0,,3.88,3.29,,1.0,100.0,0.0601
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.13,,1100.0,,,,,,1100.0,0.0,0.13,,,0.0,0.0,36611.0,4160474.04,,4.15,0.0,,0.0,,0.0
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,36611.0,4180243.98,,4.14,0.0,,0.0,,0.0
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,39056.0,4452384.0,,4.46,0.0,,0.0,,0.0
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,39056.0,4483628.8,,4.44,0.0,,0.0,,0.0
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,39056.0,4457070.72,,4.45,0.0,,0.0,,0.0
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38111.0,4370569.48,,4.34,0.0,,0.0,,0.0
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38453.0,4408251.92,,4.4,0.0,,0.0,,0.0
2024-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38453.0,4385949.18,,4.39,0.0,,0.0,,0.0
2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38453.0,4359032.08,,4.35,0.0,,0.0,,0.0
2024-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,38453.0,4338267.46,,4.33,0.0,,0.0,,0.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,129804.0,14621122.56,,13.29,0.0,,0.0,,0.0
2024-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,129804.0,14532855.84,,13.24,0.0,,0.0,,0.0
2024-07-03,900.0,101232.0,0.63,0.02,0.1,101232.0,900.0,900.0,101232.0,,,,,900.0,,,,,,,0.1,900.0,,0.1,,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.007
2024-07-04,900.0,101484.0,0.63,0.02,0.1,101484.0,900.0,900.0,101484.0,,,,,,,,,,,,,,,0.1,,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.007
2024-07-05,900.0,101376.0,0.61,0.02,0.1,101376.0,900.0,900.0,101376.0,,,,,,,,,,,,,,,0.1,,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.007
2024-07-08,901.0,101560.72,0.63,0.02,0.1,101448.0,901.0,900.0,101560.72,,,,,,,,,,,,,1.0,,0.1,,,,100.0,0.81,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0081
2024-07-09,901.0,100767.84,0.63,0.02,0.1,100656.0,901.0,900.0,100767.84,,,,,,,,,,,,,,,0.1,,,,100.0,0.81,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0081
2024-07-10,901.0,101758.94,0.64,0.02,0.1,101646.0,901.0,900.0,101758.94,,,,,,,,,,,,,,,0.1,,,,100.0,0.81,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0081
2024-07-11,901.0,102281.52,0.61,0.02,0.1,102168.0,901.0,900.0,102281.52,,,,,,,,,,,,,,,0.1,,,,100.0,0.81,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0081
2024-07-12,901.0,103434.8,0.67,0.02,0.1,103320.0,901.0,900.0,103434.8,,,,,,,,,,,,,,,0.1,,,,100.0,0.96,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0096
2024-07-15,901.0,102209.44,0.68,0.02,0.1,102096.0,901.0,900.0,102209.44,,,,,,,,,,,,,,,0.1,,,,100.0,5.55,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0555
2024-07-16,901.0,102065.28,0.68,0.02,0.1,101952.0,901.0,900.0,102065.28,,,,,,,,,,,,,,,0.1,,,,100.0,5.96,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0596
2024-07-17,901.0,101434.58,0.68,0.02,0.1,101322.0,901.0,900.0,101434.58,,,,,,,,,,,,,,,0.1,,,,100.0,5.96,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0596
2024-07-18,901.0,100839.92,0.68,0.02,0.1,100728.0,901.0,900.0,100839.92,,,,,,,,,,,,,,,0.1,,,,100.0,5.96,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0596
2024-07-19,901.0,99938.92,0.68,0.02,0.1,99828.0,901.0,900.0,99938.92,,,,,,,,,,,,,,,0.1,,,,100.0,5.96,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0596
2024-07-22,901.0,100966.06,0.64,0.02,0.1,100854.0,901.0,900.0,100966.06,,,,,,,,,,,,,,,0.1,,,,100.0,5.96,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0596
2024-07-23,901.0,101092.2,0.62,0.02,0.1,100980.0,901.0,900.0,101092.2,,,,,,,,,,,,,,,0.1,,,,100.0,5.96,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0596
2024-07-24,901.0,100137.14,0.67,0.02,0.1,100026.0,901.0,900.0,100137.14,,,,,,,,,,,,,,,0.1,,,,100.0,5.96,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0596
2024-07-25,901.0,99073.96,0.64,0.02,0.1,98964.0,901.0,900.0,99073.96,,,,,,,,,,,,,,,0.1,,,,100.0,5.96,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0596
2024-07-26,901.0,100173.18,0.62,0.02,0.1,100062.0,901.0,900.0,100173.18,,,,,,,,,,,,,,,0.1,,,,100.0,5.96,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0596
2024-07-29,1801.0,199622.84,1.24,0.05,0.2,99756.0,901.0,900.0,99866.84,,,,,,,,,,,,,,,0.1,,,,100.0,5.96,0.0,0.0,,0.0,100.0,0.06,0.9989,99.94,0.1191
2024-07-30,901.0,100335.36,0.66,0.02,0.1,100224.0,1.0,900.0,111.36,,,,,,0.1,,900.0,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,0.11,0.9978,99.89,0.0611
