,SFPI FP Equity_DX_SI_QTY,SFPI FP Equity_DX_SHORT_INTEREST_VALUE,SFPI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SFPI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SFPI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SFPI FP Equity_DX_SI_MV,SFPI FP Equity_DX_DSS,SFPI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SFPI FP Equity_DX_SUPPLY_SI_QTY,SFPI FP Equity_DX_BROKER_SI_QTY,SFPI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SFPI FP Equity_DX_BROKER_SI_MV_NEW_x,SFPI FP Equity_DX_SUPPLY_SI_QTY_INC_x,SFPI FP Equity_DX_BROKER_SI_MV_INC_x,SFPI FP Equity_DX_BROKER_SI_QTY_ADD,SFPI FP Equity_DX_BROKER_SI_QTY_NEW,SFPI FP Equity_DX_SUPPLY_SI_MV_DEC,SFPI FP Equity_DX_BROKER_SI_QTY_INC,SFPI FP Equity_DX_SUPPLY_SI_QTY_DEC,SFPI FP Equity_DX_BROKER_SI_MV_NEW_y,SFPI FP Equity_DX_BROKER_SI_MV_INC_y,SFPI FP Equity_DX_SUPPLY_SI_QTY_INC_y,SFPI FP Equity_DX_BROKER_SI_MV_ADD,SFPI FP Equity_DX_SUPPLY_SI_QTY_ADD,SFPI FP Equity_DX_BROKER_SI_QTY_DEC,SFPI FP Equity_DX_SUPPLY_SI_MV,SFPI FP Equity_DX_BROKER_SI_MV_DEC,SFPI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SFPI FP Equity_DX_UTILIZATION_QUANTITY,SFPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SFPI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SFPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SFPI FP Equity_DX_ACTIVE_UTILIZATION_MV,SFPI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SFPI FP Equity_DX_BROKER_SI_CON_RATIO,SFPI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SFPI FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-07-21,9127.0,21722.26,0.05,0.43,0.01,0.02,0.0,14544.18,6111.0,6111.0,14544.18,,,,,,,,,,,,,,,0.01,,100.0,2.28,0.0,0.0,0.0,100.0,20.95,0.359,53.02,0.034
2025-07-22,9127.0,21630.99,0.05,0.43,0.01,0.02,0.0,14483.07,6111.0,6111.0,14483.07,,,,,,,,,,,,,,,0.01,,100.0,2.28,0.0,0.0,0.0,100.0,21.01,0.3583,52.9,0.034
2025-07-23,9063.0,21298.05,0.04,0.43,0.01,0.02,0.0,14210.45,6047.0,6047.0,14210.45,,,,,,0.0,,64.0,,,,,,64.0,0.01,0.0,100.0,2.25,0.0,0.0,0.0,100.0,20.33,0.362,53.5,0.0338
2025-07-24,9063.0,21298.05,0.04,0.44,0.01,0.02,0.0,11301.15,6047.0,4809.0,14210.45,,,,,,,,,,,,,,1238.0,0.01,0.0,100.0,2.25,0.0,0.0,0.0,100.0,20.45,0.3661,54.0,0.0338
2025-07-25,7825.0,19093.0,0.04,0.38,0.01,0.02,0.0,11733.96,4809.0,4809.0,11733.96,,,,,,0.0,,1238.0,,,,,,,0.01,,100.0,1.79,0.0,0.0,0.0,100.0,23.78,0.4633,62.23,0.0291
2025-07-28,7254.0,17627.22,0.04,0.35,0.01,0.02,0.0,10298.34,4238.0,4238.0,10298.34,,,,,,0.0,,571.0,,,,,,571.0,0.01,0.0,100.0,1.58,0.0,0.0,0.0,100.0,17.73,0.5045,67.08,0.027
2025-07-29,7105.0,16980.95,0.04,0.35,0.01,0.02,0.0,9772.71,4089.0,4089.0,9772.71,,,,,,0.0,,149.0,,,,,,149.0,0.01,0.0,100.0,1.53,0.0,0.0,0.0,100.0,15.75,0.5222,68.82,0.0266
2025-07-30,6949.0,16608.11,0.03,0.34,0.01,0.02,0.0,9399.87,3933.0,3933.0,9399.87,,,,,,0.0,,156.0,,,,,,156.0,0.01,0.0,100.0,1.47,0.0,0.0,0.0,100.0,15.69,0.5414,70.56,0.026
2025-07-31,6897.0,16345.89,0.03,0.35,0.01,0.02,0.0,9197.97,3881.0,3881.0,9197.97,,,,,,0.0,,52.0,,,,,,52.0,0.01,0.0,100.0,1.45,0.0,0.0,0.0,100.0,15.97,0.5452,70.88,0.0258
2025-08-01,6897.0,15863.1,0.03,0.35,0.01,0.02,0.0,8926.3,3881.0,3881.0,8926.3,,,,,,,,,,,,,,,0.01,,100.0,1.45,0.0,0.0,0.0,100.0,16.17,0.5442,70.78,0.0258
2025-08-04,6830.0,16187.1,0.03,0.34,0.01,0.02,0.0,9039.18,3814.0,3814.0,9039.18,,,,,,0.0,,67.0,,,,,,67.0,0.01,0.0,100.0,1.43,0.0,0.0,0.0,100.0,16.13,0.5551,71.71,0.0256
2025-08-05,6032.0,14657.76,0.03,0.3,0.01,0.01,0.0,7328.88,3016.0,3016.0,7328.88,,,,,,0.0,,798.0,,,,,,798.0,0.01,0.0,100.0,1.13,0.0,0.0,0.0,100.0,18.38,0.6999,81.62,0.0226
2025-08-06,6032.0,15140.32,0.03,0.31,0.01,0.01,0.0,7570.16,3016.0,3016.0,7570.16,,,,,,,,,,,,,,,0.01,,100.0,1.13,0.0,0.0,0.0,100.0,18.49,0.6985,81.51,0.0226
2025-08-07,6032.0,15200.64,0.03,0.3,0.01,0.02,0.0,7600.32,3016.0,3016.0,7600.32,,,,,,,,,,,,,,,0.01,,100.0,1.13,0.0,0.0,0.0,100.0,18.39,0.6999,81.61,0.0226
2025-08-08,6032.0,14838.72,0.03,0.37,0.01,0.02,0.0,7419.36,3016.0,3016.0,7419.36,,,,,,,,,,,,,,,0.01,,100.0,1.13,0.0,0.0,0.0,100.0,18.35,0.7004,81.65,0.0226
2025-08-11,7184.0,17528.96,0.04,0.39,0.01,0.02,0.0,10169.92,3016.0,4168.0,7359.04,,,,1152.0,,,,,,,,0.0,,,0.01,,100.0,1.13,0.0,0.0,0.0,100.0,15.95,0.5202,68.63,0.0269
2025-08-12,7184.0,17528.96,0.04,0.39,0.01,0.02,0.0,10169.92,3016.0,4168.0,7359.04,,,,,,,,,,,,,,,0.01,,100.0,1.13,0.0,0.0,0.0,100.0,16.03,0.5186,68.47,0.0269
2025-08-13,7184.0,17528.96,0.04,0.42,0.01,0.02,0.0,10169.92,3016.0,4168.0,7359.04,,,,,,,,,,,,,,,0.01,,100.0,1.13,0.0,0.0,0.0,100.0,16.01,0.519,68.52,0.0269
2025-08-14,7184.0,17385.28,0.04,0.6,0.01,0.02,0.0,10086.56,3016.0,4168.0,7298.72,,,,,,,,,,,,,,,0.01,,100.0,1.13,0.0,0.0,0.0,100.0,15.93,0.5207,68.67,0.0269
2025-08-15,7184.0,17313.44,0.04,0.6,0.01,0.02,0.0,10044.88,3016.0,4168.0,7268.56,,,,,,,,,,,,,,,0.01,,100.0,1.13,0.0,0.0,0.0,100.0,15.96,0.5202,68.63,0.0269
2025-08-18,6673.0,16081.93,0.03,0.55,0.01,0.02,0.0,8813.37,3016.0,3657.0,7268.56,,,,,,,,,,,,,,511.0,0.01,0.0,100.0,1.13,0.0,0.0,0.0,100.0,16.5,0.5839,74.0,0.025
2025-08-19,1530.0,3687.3,0.01,0.14,0.0,0.0,0.0,2378.67,543.0,987.0,1308.63,,,,,,0.01,,2473.0,,,,,,2670.0,0.0,0.01,100.0,0.21,0.0,0.0,0.0,100.0,28.51,0.5923,71.49,0.0058
2025-08-20,1530.0,3641.4,0.01,0.14,0.0,0.0,0.0,2349.06,543.0,987.0,1292.34,,,,,,,,,,,,,,,0.0,,100.0,0.21,0.0,0.0,0.0,100.0,28.51,0.5923,71.49,0.0058
2025-08-21,1119.0,2674.41,0.01,0.1,0.0,0.0,0.0,1376.64,543.0,576.0,1297.77,,,,,,,,,,,,,,411.0,0.0,0.0,100.0,0.21,0.0,0.0,0.0,100.0,2.88,0.9441,97.12,0.0042
2025-08-22,33.0,78.87,0.0,0.0,0.0,0.0,0.0,78.87,0.0,33.0,0.0,,,,,,0.0,,543.0,,,,,,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0001
2025-08-25,33.0,77.88,0.0,0.0,0.0,0.0,0.0,77.88,0.0,33.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0001
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,33.0,0.0,0.0,0.0,0.0,263881.0,614842.73,0.62,0.0,,0.0,,0.0
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,264081.0,607386.3,0.61,0.0,,0.0,,0.0
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,263881.0,635953.21,0.61,0.0,,0.0,,0.0
