,UST FP Equity_DX_SI_QTY,UST FP Equity_DX_SHORT_INTEREST_VALUE,UST FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UST FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UST FP Equity_DX_SI_MV,UST FP Equity_DX_DSS,UST FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UST FP Equity_DX_SUPPLY_SI_QTY,UST FP Equity_DX_BROKER_SI_QTY,UST FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UST FP Equity_DX_BROKER_SI_MV_NEW_x,UST FP Equity_DX_SUPPLY_SI_QTY_NEW_x,UST FP Equity_DX_SUPPLY_SI_QTY_INC_x,UST FP Equity_DX_BROKER_SI_MV_INC_x,UST FP Equity_DX_SUPPLY_SI_MV_NEW,UST FP Equity_DX_BROKER_SI_QTY_ADD,UST FP Equity_DX_BROKER_SI_QTY_NEW,UST FP Equity_DX_SUPPLY_SI_MV_DEC,UST FP Equity_DX_BROKER_SI_QTY_INC,UST FP Equity_DX_SUPPLY_SI_QTY_DEC,UST FP Equity_DX_BROKER_SI_MV_NEW_y,UST FP Equity_DX_SUPPLY_SI_QTY_NEW_y,UST FP Equity_DX_BROKER_SI_MV_INC_y,UST FP Equity_DX_SUPPLY_SI_QTY_INC_y,UST FP Equity_DX_BROKER_SI_MV_ADD,UST FP Equity_DX_SUPPLY_SI_QTY_ADD,UST FP Equity_DX_BROKER_SI_QTY_DEC,UST FP Equity_DX_SUPPLY_SI_MV,UST FP Equity_DX_BROKER_SI_MV_DEC,UST FP Equity_DX_SUPPLY_SI_MV_RMV,UST FP Equity_DX_BROKER_SI_MV_RMV,UST FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UST FP Equity_DX_UTILIZATION_QUANTITY,UST FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UST FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UST FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,UST FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UST FP Equity_DX_ACTIVE_UTILIZATION_MV,UST FP Equity_DX_BROKER_SI_MARKET_SHARE_2,UST FP Equity_DX_BROKER_SI_CON_RATIO,UST FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UST FP Equity_DX_DEMAND_SUPPLY_RATIO,UST FP Equity_PX_LAST
2024-03-15,94571.0,6223812.08,3.08,0.26,6.35,,3175446.56,48251.0,48251.0,3175446.56,,,29200.0,,,35200.0,,,,,,,,29200.0,2.35,,6000.0,3.22,0.42,,,100.0,43.56,0.0,0.0,,0.0,100.0,19.42,0.5893,74.11,0.8537,65.811
2024-03-18,94571.0,6321503.92,3.01,0.26,5.07,,3225289.84,48251.0,48251.0,3225289.84,,,,,,,,,,,,,,,,,,1.99,,,,100.0,43.56,0.0,0.0,,0.0,100.0,23.94,0.5235,68.0,0.8537,66.844
2024-03-19,71372.0,4754017.55,2.23,0.2,4.8,,2441286.46,34721.0,36651.0,2312731.09,,,,,,,,0.0,,13530.0,,,,,,,11600.0,2.32,0.74,,,100.0,35.71,0.0,0.0,,0.0,100.0,25.69,0.5022,65.72,0.734,66.609
2024-03-20,87441.0,5847704.32,2.66,0.24,5.89,,3525702.72,34721.0,52720.0,2322001.6,,,,1.21,,,,,18000.0,,,,1.21,,,,1931.0,2.33,0.13,,,100.0,35.7,0.0,0.0,,0.0,100.0,21.0,0.5965,74.17,0.899,66.876
2024-03-21,13245.0,906421.58,0.41,0.04,0.89,,145082.2,11125.0,2120.0,761339.38,,,,,,,,1.59,,23596.0,,,,,,,50600.0,0.74,3.42,,,33.61,11.63,21975.0,1503859.13,,1.47,33.61,32.26,0.5624,67.7,0.1385,68.435
2024-03-22,4245.0,289513.25,0.13,0.01,0.29,,144586.12,2125.0,2120.0,144927.13,,,,,,,,0.6,,9000.0,,,,,,,,0.15,,,,6.42,2.2,30975.0,2112525.98,,2.07,6.57,0.12,0.9976,99.88,0.0439,68.201
2024-03-25,7640.0,519581.12,0.24,0.02,0.52,,259790.56,3825.0,3820.0,260130.6,,,,,,1700.0,,,,,,,,,0.12,1700.0,,0.26,,,,6.41,3.94,55804.0,3795118.43,,3.81,6.41,28.65,0.5912,71.35,0.0786,68.008
2024-03-26,7640.0,520742.4,0.24,0.02,0.52,,260371.2,3820.0,3820.0,260371.2,,,,,,,,0.0,,5.0,,,,,,,,0.26,,,,13.57,3.95,24336.0,1658741.76,,1.66,13.57,28.6,0.5916,71.4,0.079,68.16
2024-03-27,73040.0,4950943.36,2.4,0.2,4.98,,2475471.68,36520.0,36520.0,2475471.68,,,32700.0,,,32700.0,,,,,,,,32700.0,2.23,,,2.49,,,,60.01,37.29,24336.0,1649591.42,,1.66,60.04,5.93,0.8448,91.69,0.7457,67.784
2024-03-28,7640.0,520207.6,0.26,0.02,0.52,,260103.8,3820.0,3820.0,260103.8,,,,,,,,2.24,,32700.0,,,,,,,32700.0,0.26,2.24,,,13.57,3.89,24336.0,1657038.24,,1.65,13.57,28.57,0.5918,71.43,0.0779,68.09
2024-03-29,7640.0,520207.6,0.27,0.02,0.52,,260103.8,3820.0,3820.0,260103.8,,,,,,,,,,,,,,,,,,0.26,,,,13.57,4.28,24336.0,1657038.24,,1.66,13.55,28.68,0.5909,71.32,0.0856,
2024-04-01,7640.0,520207.6,0.27,0.02,0.52,,260103.8,3820.0,3820.0,260103.8,,,,,,,,,,,,,,,,,,0.26,,,,13.57,4.27,24339.0,1657242.51,,1.66,13.54,28.68,0.5909,71.32,0.0854,
2024-04-02,4240.0,286645.2,0.15,0.01,0.29,,143322.6,2120.0,2120.0,143322.6,,,,,,,,0.12,,1700.0,,,,,,,1700.0,0.14,0.12,,,100.0,2.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0431,67.605
2024-04-03,21840.0,1481385.36,0.74,0.06,1.48,,740692.68,10920.0,10920.0,740692.68,,,8800.0,,,8800.0,,,,,,,,8800.0,0.6,,,0.74,,,,31.2,11.1,24080.0,1633322.32,,1.65,30.98,19.44,0.6868,80.56,0.222,67.829
2024-04-04,93040.0,6310531.04,3.18,0.26,6.3,,3155265.52,46520.0,46520.0,3155265.52,,,33800.0,2.29,,1800.0,,,33800.0,,,,2.29,33800.0,0.12,1800.0,,3.15,,,,65.67,42.99,24317.0,1649324.84,,1.65,65.67,4.65,0.8745,93.38,0.8598,67.826
2024-04-05,92640.0,6229762.08,3.22,0.26,6.29,,3114881.04,46320.0,46320.0,3114881.04,,,1600.0,0.11,,,,0.12,1600.0,1800.0,,,0.11,1600.0,,,1800.0,3.14,0.12,,,100.0,42.17,0.0,0.0,,0.0,100.0,4.56,0.913,95.44,0.8433,67.247
2024-04-08,77640.0,5224473.24,2.61,0.21,5.23,,2612236.62,38820.0,38820.0,2612236.62,,,,,,,,0.53,,7500.0,,,,,,,7500.0,2.61,0.53,,,100.0,37.92,0.0,0.0,,0.0,100.0,5.46,0.8967,94.54,0.7585,67.291
2024-04-09,5962.0,398863.76,0.21,0.02,0.4,,257033.64,6938.0,3842.0,464159.14,,,,,,1722.0,,2.14,,31882.0,,,,,0.12,,36700.0,0.47,2.47,,,27.42,7.72,18362.0,1228436.16,,1.23,27.58,28.94,0.5887,71.06,0.0664,66.901
2024-04-10,5962.0,401701.67,0.21,0.02,0.4,,258862.43,6938.0,3842.0,467461.63,,,,,,,,,,,,,,,,,,0.46,,,,20.59,7.06,26762.0,1803143.27,,1.81,20.44,28.81,0.5898,71.19,0.0607,67.377
2024-04-11,6024.0,409740.43,0.2,0.02,0.41,,265542.27,7000.0,3904.0,476126.0,,,62.0,0.0,,,,,62.0,,,,0.0,62.0,,,,0.47,,,,21.34,7.19,25800.0,1754864.4,,1.76,21.14,29.52,0.5839,70.48,0.0619,68.018
2024-04-12,6024.0,412553.64,0.2,0.02,0.41,,267365.44,6816.0,3904.0,466793.76,,,,,,,,0.01,,184.0,,,,,,,,0.46,,,,20.78,7.01,25984.0,1779514.24,,1.77,20.78,29.54,0.5837,70.46,0.0619,68.485
2024-04-15,6462.0,441322.29,0.21,0.02,0.44,,296536.89,5754.0,4342.0,392969.43,,,,0.03,,,,0.07,438.0,1062.0,,,0.03,,,,,0.39,,,,100.0,8.19,0.0,0.0,,0.0,100.0,34.42,0.5486,65.58,0.092,68.295
2024-04-16,9562.0,642642.9,0.31,0.03,0.65,,379187.54,7054.0,5642.0,474085.23,,,,0.09,,,,0.04,1300.0,500.0,,,0.09,,,1800.0,,0.48,,,,22.49,10.11,24317.0,1634296.94,,1.66,22.49,45.57,0.5039,54.43,0.1371,67.208
2024-04-17,32562.0,2165568.37,1.06,0.09,2.2,,1140045.85,18554.0,17142.0,1233952.32,,,11500.0,,,11500.0,,,,,,,,11500.0,0.78,,,1.25,,,,43.28,22.79,24317.0,1617226.4,,1.64,43.28,13.72,0.5918,74.82,0.4,66.506
2024-04-18,9562.0,634180.53,0.31,0.03,0.63,,374194.37,7054.0,5642.0,467842.44,,,,,,,,0.78,,11500.0,,,,,,,11500.0,0.47,0.77,,,22.49,10.11,24317.0,1612776.39,,1.61,22.48,45.41,0.5042,54.59,0.137,66.323
2024-04-19,13162.0,853884.75,0.42,0.04,0.87,,482799.75,8854.0,7442.0,574403.25,,,1800.0,0.12,,,,,1800.0,,,,0.12,1800.0,,,,0.59,,,,28.22,12.68,22517.0,1460790.38,,1.49,28.22,44.07,0.507,55.93,0.1885,64.875
2024-04-22,13162.0,850265.2,0.4,0.04,0.85,,480753.2,8854.0,7442.0,571968.4,,,,,,,,,,,,,,,,,,0.57,,,,28.22,12.65,22517.0,1454598.2,,1.45,28.23,44.29,0.5065,55.71,0.1881,64.6
2024-04-23,27731.0,1821205.69,0.83,0.08,1.79,,257442.08,23811.0,3920.0,1563763.61,,,16757.0,,,,,0.12,,1800.0,,,,16757.0,,,3522.0,1.54,0.23,,,49.47,27.42,24317.0,1596994.66,,1.57,49.47,16.46,0.7249,83.54,0.3193,65.674
2024-04-24,24131.0,1594117.99,0.73,0.07,1.58,,140049.32,22011.0,2120.0,1454068.67,,,,,,,,0.12,,1800.0,,,,,,,1800.0,1.44,0.12,,,100.0,25.38,0.0,0.0,,0.0,100.0,17.61,0.7098,82.39,0.2782,66.061
2024-04-25,5819.0,377298.14,0.18,0.02,0.38,,137458.68,3699.0,2120.0,239839.46,,,,,,,,1.2,,18312.0,,,,,,,,0.24,,,,100.0,5.05,0.0,0.0,,0.0,100.0,27.32,0.6029,72.68,0.0794,64.839
2024-04-26,15440.0,1030465.6,0.48,0.04,1.0,,515232.8,10955.0,7720.0,731136.7,,,5456.0,,,5600.0,,,,,,,,5456.0,0.36,1800.0,,0.71,,,,30.93,14.83,24467.0,1632927.58,,1.59,30.92,31.4,0.4235,55.47,0.2091,66.74
2024-04-29,157075.0,10465750.18,4.94,0.43,10.55,,5125102.68,80155.0,76920.0,5340647.5,,,69200.0,4.78,,,,,71000.0,,,,4.78,69200.0,,,1800.0,5.38,0.12,,,100.0,65.77,0.0,0.0,,0.0,100.0,3.16,0.8933,94.43,1.2888,66.629
2024-04-30,170675.0,11351423.58,5.58,0.47,11.32,,5568133.48,86955.0,83720.0,5783290.1,,,6800.0,0.42,,,,,6800.0,,,,0.42,6800.0,,,,5.77,,,,100.0,67.58,0.0,0.0,,0.0,100.0,2.87,0.9027,94.94,1.3264,66.509
2024-05-01,170675.0,11351423.58,5.88,0.47,11.33,,5568133.48,86955.0,83720.0,5783290.1,,,,,,,,,,,,,,,,,,5.77,,,,100.0,73.07,0.0,0.0,,0.0,100.0,2.87,0.9026,94.93,1.4343,
2024-05-02,150675.0,9875691.53,5.19,0.42,9.97,,4831829.96,76955.0,73720.0,5043861.57,,,,,,,,0.67,,10000.0,,,,,,,10000.0,5.09,0.66,,,85.76,60.03,12775.0,837311.83,,0.84,85.88,3.06,0.8962,94.59,1.1754,65.543
2024-05-03,232475.0,15531189.8,8.26,0.64,15.23,,7657532.96,117855.0,114620.0,7873656.84,,,40900.0,2.63,,,,,40900.0,,,,2.63,40900.0,,,,7.72,,,,90.22,69.66,12778.0,853672.62,,0.84,90.22,1.95,0.9333,96.58,1.3741,66.808
2024-05-06,136475.0,9185722.82,5.06,0.37,9.15,,4483992.34,69855.0,66620.0,4701730.49,,,,,,,,3.08,,48000.0,,,,,,,48000.0,4.68,3.07,,,84.54,57.65,12778.0,860048.85,,0.86,84.53,3.45,0.8842,93.93,1.1263,67.307
2024-05-07,108819.0,7379669.3,3.99,0.3,7.33,,3636293.92,55199.0,53620.0,3743375.38,,,,,,,,0.96,,14656.0,,,,,,,13000.0,3.72,0.85,,,100.0,46.19,0.0,0.0,,0.0,100.0,3.91,0.8974,94.64,0.9105,67.816
2024-05-08,57419.0,3889563.06,2.11,0.16,3.88,,1891300.8,29499.0,27920.0,1998262.26,,,,,,,,3.33,,49600.0,,,,,,23900.0,25700.0,2.0,1.71,,,100.0,42.19,0.0,0.0,,0.0,100.0,12.64,0.7012,82.65,0.8212,67.74
2024-05-09,158419.0,10737322.98,5.89,0.43,10.75,,5315150.76,79999.0,78420.0,5422172.22,,,50500.0,3.43,,,,,50500.0,,,,3.43,50500.0,,,,5.43,,,,100.0,66.42,0.0,0.0,,0.0,100.0,3.15,0.9165,95.68,1.3152,67.778
2024-05-10,110619.0,7509813.29,4.18,0.3,7.49,,3701308.28,56099.0,54520.0,3808505.01,,,,,,,,1.62,,23900.0,,,,,,,23900.0,3.8,1.62,,,100.0,46.66,0.0,0.0,,0.0,100.0,3.84,0.8992,94.74,0.92,67.889
2024-05-13,100319.0,6814268.39,3.78,0.27,6.79,,3350110.32,50999.0,49320.0,3464158.07,,,,,,,,0.33,,5100.0,,,,,,,5200.0,3.45,0.34,,,100.0,44.29,0.0,0.0,,0.0,100.0,4.23,0.8874,94.1,0.8712,67.926
2024-05-14,5919.0,402219.73,0.22,0.02,0.4,,144062.48,3799.0,2120.0,258157.25,,,,,,,,3.18,,47200.0,,,,,,,47200.0,0.26,3.17,,,100.0,5.53,0.0,0.0,,0.0,100.0,26.67,0.5846,71.64,0.0862,67.954
2024-05-15,42719.0,2931036.03,1.61,0.12,2.91,,1407918.24,22199.0,20520.0,1523117.79,,,18400.0,,,18400.0,,,,,,,,18400.0,1.25,,,1.51,,,,100.0,25.5,0.0,0.0,,0.0,100.0,9.97,0.7527,86.1,0.4907,68.612
2024-05-16,12719.0,880383.74,0.49,0.03,0.87,,382083.36,7199.0,5520.0,498300.38,,,,,,,,1.02,,15000.0,,,,,,,15000.0,0.49,1.02,,,100.0,9.33,0.0,0.0,,0.0,100.0,33.43,0.4122,53.38,0.1649,69.218
2024-05-17,18919.0,1302459.64,0.71,0.05,1.31,,593435.28,10299.0,8620.0,709024.36,,,,0.22,,,,,3100.0,,,,0.22,,,3100.0,,0.71,,,,31.21,13.33,22698.0,1562621.11,,1.57,31.2,26.75,0.4738,62.63,0.2448,68.844
2024-05-20,29719.0,2060061.64,1.12,0.08,2.05,,971838.36,15699.0,14020.0,1088223.28,,,5400.0,0.37,,,,,5400.0,,,,0.37,5400.0,,,,1.08,,,,40.89,20.22,22698.0,1573379.96,,1.56,40.88,15.94,0.6335,77.75,0.3828,69.318
2024-05-21,35190.0,2439969.03,1.36,0.1,2.45,,1208127.89,19103.0,17424.0,1324544.71,,,10867.0,1.07,,,,0.61,15304.0,8800.0,,,1.07,10867.0,,1337.0,11900.0,1.33,0.82,,,36.2,27.73,33675.0,2334923.48,,2.33,36.3,7.44,0.8537,92.09,0.5107,69.337
2024-05-22,60962.0,4253257.78,2.37,0.17,4.24,,2118186.84,31939.0,30360.0,2228352.09,,,12836.0,0.1,,11600.0,,,1336.0,,,,0.1,12836.0,0.81,,,2.22,,,,49.86,39.84,32116.0,2240701.2,,2.23,49.88,45.88,0.4684,50.67,0.7604,69.769
2024-05-23,62290.0,4370017.24,2.41,0.17,4.34,,2223103.33,33267.0,31688.0,2333879.65,,,1328.0,0.1,,,,,1328.0,,,,0.1,1328.0,,,,2.31,,,,52.0,41.53,30709.0,2154420.6,,2.14,51.99,47.4,0.4683,49.24,0.7777,70.156
2024-05-24,124090.0,8685307.28,4.89,0.33,8.68,,4380659.3,64167.0,62588.0,4491176.66,,,30900.0,2.17,,,,,30900.0,,,,2.17,30900.0,,,,4.49,,,,67.63,57.81,30709.0,2149384.33,,2.15,67.61,20.38,0.6528,78.17,1.118,69.992
2024-05-27,124090.0,8691387.69,4.97,0.33,8.7,,4383726.11,61502.0,62588.0,4307661.58,,,,,,,,0.19,,2665.0,,,,,,,,4.31,,,,85.42,55.41,10495.0,735080.3,,0.74,85.41,20.43,0.6522,78.12,1.118,70.041
2024-05-28,75425.0,5271905.8,3.12,0.2,5.31,,2580770.01,39817.0,36923.0,2783049.03,,,9000.0,,,,,2.25,,32000.0,,,,9000.0,,1315.0,25665.0,2.8,1.81,,,100.0,49.49,0.0,0.0,,0.0,100.0,38.21,0.4915,58.7,0.9374,69.896
2024-05-29,104025.0,7283310.38,4.32,0.27,7.27,,3586378.35,54117.0,51223.0,3789001.76,,,14300.0,0.99,,,,,14300.0,,,,0.99,14300.0,,,,3.78,,,,100.0,56.99,0.0,0.0,,0.0,100.0,24.56,0.6004,73.46,1.0955,70.015
2024-05-30,24675.0,1710100.88,1.04,0.06,1.72,,800334.14,14442.0,11548.0,1000902.81,,,,,,,,2.76,,39675.0,,,,,,,39675.0,1.01,2.77,,,46.64,20.54,16522.0,1145057.21,,1.16,46.56,10.43,0.8131,89.57,0.351,69.305
2024-05-31,40075.0,2722134.45,1.71,0.11,2.75,,1307439.65,22142.0,19248.0,1504017.49,,,7700.0,,,7700.0,,,,,,,,7700.0,0.53,,,1.53,,,,57.24,28.35,16539.0,1123428.11,,1.14,57.23,44.18,0.4542,50.63,0.5131,67.926
2024-06-03,32859.0,2258201.92,1.42,0.09,2.24,,1071407.16,18584.0,15590.0,1277166.82,,,100.0,,,,,0.26,,3658.0,,,,100.0,,,3658.0,1.26,0.24,,,47.92,23.76,20197.0,1388018.63,,1.38,47.83,37.12,0.4626,56.7,0.4201,68.724
2024-06-04,93375.0,6418130.63,4.28,0.24,6.41,,3151362.28,48842.0,45848.0,3357154.87,,,32200.0,2.22,,,,0.13,32200.0,1942.0,,,2.22,32200.0,,,1942.0,3.35,0.13,,,68.81,44.24,22139.0,1521724.17,,1.52,68.82,9.01,0.8026,89.11,0.8457,68.735
2024-06-05,112575.0,7909406.93,5.4,0.29,7.73,,3895721.03,58442.0,55448.0,4106076.48,,,9600.0,0.66,,,,,9600.0,,,,0.66,9600.0,,,,4.01,,,,72.53,48.76,22139.0,1555464.0,,1.52,72.53,7.53,0.8327,90.93,0.9392,70.259
2024-06-06,48175.0,3396433.85,2.37,0.13,3.42,,1639030.5,26242.0,23248.0,1850113.48,,,,,,,,2.2,,32200.0,,,,,,,32200.0,1.86,2.21,,,54.24,29.94,22139.0,1560843.78,,1.57,54.22,18.17,0.6433,78.04,0.5495,70.502
2024-06-07,22775.0,1618163.75,1.14,0.06,1.62,,749435.4,13542.0,10548.0,962159.1,,,,,,,,0.91,,12700.0,,,,,,,12700.0,0.96,0.9,,,37.95,17.99,22139.0,1572975.95,,1.56,38.06,42.73,0.4241,48.43,0.3026,71.05
2024-06-10,16571.0,1185887.04,0.83,0.04,1.18,,532865.54,10440.0,7446.0,747128.16,,,,,,,,0.22,,3102.0,,,,,,,3102.0,0.74,0.22,,,30.62,14.15,23659.0,1693132.68,,1.68,30.65,42.05,0.4024,46.19,0.2246,71.564
2024-06-11,36271.0,2602480.52,1.82,0.09,2.58,,1244592.85,20240.0,17346.0,1452240.24,,,9800.0,0.71,,,,,9900.0,,,,0.71,9800.0,,,,1.44,,,,46.1,24.21,23661.0,1697700.41,,1.68,46.12,19.36,0.6171,75.99,0.4338,71.751
2024-06-12,53471.0,3876647.5,2.67,0.14,3.86,,1881085.0,28840.0,25946.0,2090900.0,,,8600.0,0.63,,,,,8600.0,,,,0.63,8600.0,,,,2.08,,,,54.93,31.27,23661.0,1715422.5,,1.71,54.89,12.93,0.723,83.98,0.5798,72.5
2024-06-13,111071.0,8143170.37,5.49,0.29,8.08,,4013702.99,57640.0,54746.0,4225876.6,,,28800.0,2.1,,,,,28800.0,,,,2.1,28800.0,,,,4.19,,,,70.9,47.49,23661.0,1734706.22,,1.72,70.93,6.09,0.8588,92.46,0.9151,73.315
2024-06-14,95471.0,7053397.48,4.75,0.25,6.99,,3468370.48,49840.0,46946.0,3682179.2,,,,,,,,0.54,,7800.0,,,,,,,7800.0,3.65,0.54,,,67.81,43.88,23661.0,1748074.68,,1.73,67.85,7.08,0.8375,91.23,0.8406,73.88
2024-06-17,105155.0,7807758.75,5.12,0.27,7.74,,4204777.5,53224.0,56630.0,3951882.0,,,,0.75,,,,,9684.0,,,,0.75,,,3384.0,,3.9,,,,54.83,46.95,43845.0,3255491.25,,3.22,54.79,9.73,0.7973,88.75,0.9275,74.25
2024-06-18,50495.0,3770259.67,2.35,0.13,3.76,,1952515.9,29044.0,26150.0,2168599.3,,,3420.0,0.26,,,,2.0,3420.0,27600.0,,,0.26,3420.0,,,33900.0,2.16,2.5,,,41.36,33.43,41172.0,3074148.55,,3.05,41.43,29.97,0.5333,66.5,0.5812,74.666
2024-06-19,93087.0,6976591.39,4.15,0.24,6.98,,3892897.07,54836.0,51942.0,4109793.69,,,25792.0,1.94,,,,,25792.0,,,,1.94,25792.0,,,,4.11,,,,72.28,55.98,21028.0,1575985.52,,1.57,72.33,31.23,0.5412,66.57,0.9503,74.947
2024-06-20,163335.0,12247511.64,7.09,0.39,12.26,,6575346.96,90584.0,87690.0,6792350.66,,,35748.0,2.68,,,,,35748.0,,,,2.68,35748.0,,,,6.8,,,,89.36,79.33,10787.0,808852.41,,0.81,89.33,17.11,0.6977,81.75,1.4304,74.984
2024-06-21,175935.0,13099064.49,7.49,0.42,13.13,,7466991.66,90584.0,100290.0,6744341.14,,,,0.94,,,,,12600.0,,,,0.94,,,,,6.77,,,,89.44,79.39,10698.0,796508.89,,0.8,89.42,15.58,0.7195,83.37,1.5419,74.454
2024-06-24,163335.0,12057389.7,6.76,0.39,12.19,,6938341.8,84284.0,93990.0,6221844.88,,,,,,,,0.48,,6300.0,,,,,,,6300.0,6.3,0.49,,,88.74,78.19,10698.0,789726.36,,0.79,88.79,16.99,0.6992,81.87,1.5152,73.82
2024-06-25,24471.0,1812077.55,1.0,0.06,1.81,,1360298.5,8664.0,18370.0,641569.2,,,,,,,,5.66,,75620.0,,,,,,,75620.0,0.64,5.65,,,16.04,12.36,45351.0,3358241.55,,3.36,16.05,29.36,0.4865,62.78,0.349,74.05
2024-06-26,24471.0,1819443.32,0.97,0.06,1.81,,1365827.87,8664.0,18370.0,644177.06,,,,,,,,,,,,,,,,,,0.64,,,,16.03,10.99,45399.0,3375461.05,,3.36,16.05,29.38,0.4864,62.76,0.3103,74.351
2024-06-27,24471.0,1818391.07,0.97,0.06,1.81,,1365037.96,8664.0,18370.0,643804.51,,,,,,,,,,,,,,,,,,0.64,,,,16.45,12.51,44015.0,3270666.62,,3.26,16.43,29.31,0.4867,62.82,0.3533,74.308
2024-06-28,11871.0,887879.57,0.48,0.03,0.88,,431561.38,8664.0,5770.0,648015.22,,,,,,,,,,,,,,,,,12600.0,0.64,0.93,,,16.02,12.26,45429.0,3397816.63,,3.37,16.01,21.05,0.6676,78.95,0.168,74.794
2024-07-01,11871.0,880329.62,0.48,0.03,0.88,,427891.66,8664.0,5770.0,642504.91,,,,,,,,,,,,,,,,,,0.65,,,,16.01,12.26,45440.0,3369739.52,,3.39,16.0,21.32,0.6646,78.68,0.1679,74.158
2024-07-02,10623.0,793750.56,0.42,0.03,0.79,,337883.84,7416.0,4522.0,554123.52,,,,,,,,0.09,,1248.0,,,,,,,1248.0,0.55,0.09,,,24.97,11.19,22278.0,1664612.16,,1.65,24.97,25.28,0.6222,74.72,0.1602,74.72
2024-07-03,43823.0,3289003.8,1.73,0.11,3.27,,1585248.34,24016.0,21122.0,1802448.83,,,16600.0,,,16600.0,,,,,,,,16600.0,1.24,,,1.79,,,,51.15,29.13,22938.0,1721542.78,,1.71,51.1,11.82,0.7241,84.18,0.5315,75.052
2024-07-04,25223.0,1897778.52,0.99,0.06,1.89,,889487.28,14716.0,11822.0,1107231.84,,,,,,,,0.69,,9300.0,,,,,,,9300.0,1.1,0.69,,,39.06,20.05,22955.0,1727134.2,,1.72,39.04,22.29,0.5472,70.12,0.3437,75.24
2024-07-05,10623.0,804925.96,0.43,0.03,0.8,,342640.98,7416.0,4522.0,561925.15,,,,,,,,0.55,,7300.0,,,,,,,7300.0,0.56,0.55,,,24.42,10.24,22955.0,1739346.26,,1.73,24.37,25.31,0.6219,74.69,0.1466,75.772
2024-07-08,36423.0,2771790.3,1.47,0.09,2.76,,1325814.2,20316.0,17422.0,1546047.6,,,12900.0,,,12900.0,,,,,,,,12900.0,0.98,,,1.54,,,,46.81,25.25,23087.0,1756920.7,,1.75,46.82,14.54,0.6721,80.53,0.4526,76.1
2024-07-09,10623.0,811416.61,0.43,0.03,0.81,,345403.93,7416.0,4522.0,566456.33,,,,,,,,0.98,,12900.0,,,,,,,12900.0,0.56,0.98,,,24.31,10.28,23087.0,1763454.32,,1.75,24.33,25.34,0.6216,74.66,0.1472,76.383
2024-07-10,10623.0,812850.71,0.42,0.03,0.81,,346014.4,7416.0,4522.0,567457.49,,,,,,,,,,,,,,,,,,0.56,,,,24.31,11.04,23087.0,1766571.07,,1.76,24.29,25.4,0.6211,74.6,0.1582,76.518
2024-07-11,69842.0,5268461.43,2.76,0.18,5.33,,368042.49,64963.0,4879.0,4900418.94,,,57547.0,,,1600.0,,,,,,,,57547.0,0.12,,1243.0,4.96,0.1,,,73.52,52.26,23401.0,1765231.03,,1.79,73.5,7.16,0.867,92.84,0.5619,75.434
2024-07-12,73042.0,5522632.58,2.87,0.18,5.52,,489870.71,66563.0,6479.0,5032761.87,,,1600.0,0.12,,,,,1600.0,,,,0.12,1600.0,,,,5.03,,,,75.33,53.37,21801.0,1648351.81,,1.65,75.31,7.06,0.8687,92.94,0.5856,75.609
2024-07-15,70158.0,5318397.35,2.67,0.18,5.3,,2659198.67,48084.0,35079.0,3645055.7,,,,,,28600.0,,1.39,,18479.0,,,,,2.16,,,3.63,,,,68.8,45.23,21801.0,1652646.61,,1.65,68.81,5.34,0.809,89.65,0.6599,75.806
2024-07-16,10348.0,779908.06,0.39,0.03,0.78,,247131.67,8384.0,3279.0,631885.31,,,,,,,,2.99,,39700.0,,,,,,,31800.0,0.63,2.4,,,25.11,12.26,25001.0,1884275.37,,1.89,25.1,47.05,0.5017,52.95,0.1513,75.368
2024-07-17,96277.0,7083387.72,3.66,0.24,7.28,,241245.87,94313.0,3279.0,6938890.35,,,85929.0,,,,,,,,,,,85929.0,,,,7.14,,,,79.05,60.93,25001.0,1839398.57,,1.89,79.04,3.56,0.9314,96.44,0.622,73.573
2024-07-18,80387.0,5831916.08,3.01,0.2,5.92,,237884.89,78423.0,3279.0,5689431.8,,,,,,,,1.36,,15890.0,,,,,,,,5.78,,,,100.0,55.7,0.0,0.0,,0.0,100.0,4.38,0.9162,95.62,0.571,72.548
2024-07-19,80387.0,5824681.25,2.99,0.2,5.83,,237589.78,78423.0,3279.0,5682373.73,,,,,,,,,,,,,,,,,,5.69,,,,100.0,53.56,0.0,0.0,,0.0,100.0,4.39,0.9161,95.61,0.549,72.458
2024-07-22,80387.0,5853057.86,3.0,0.21,5.85,,238747.27,78423.0,3279.0,5710057.05,,,,,,,,,,,,,,,,,,5.71,,,,100.0,53.56,0.0,0.0,,0.0,100.0,4.41,0.9157,95.59,0.549,72.811
