,NK FP Equity_DX_SI_QTY,NK FP Equity_DX_SHORT_INTEREST_VALUE,NK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,NK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NK FP Equity_DX_SI_MV,NK FP Equity_DX_DSS,NK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NK FP Equity_DX_SUPPLY_SI_QTY,NK FP Equity_DX_BROKER_SI_QTY,NK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NK FP Equity_DX_BROKER_SI_MV_NEW_x,NK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,NK FP Equity_DX_SUPPLY_SI_QTY_INC_x,NK FP Equity_DX_BROKER_SI_MV_INC_x,NK FP Equity_DX_SUPPLY_SI_MV_NEW,NK FP Equity_DX_BROKER_SI_QTY_ADD,NK FP Equity_DX_BROKER_SI_QTY_NEW,NK FP Equity_DX_SUPPLY_SI_MV_DEC,NK FP Equity_DX_BROKER_SI_QTY_INC,NK FP Equity_DX_SUPPLY_SI_QTY_DEC,NK FP Equity_DX_BROKER_SI_MV_NEW_y,NK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,NK FP Equity_DX_BROKER_SI_MV_INC_y,NK FP Equity_DX_SUPPLY_SI_QTY_INC_y,NK FP Equity_DX_BROKER_SI_MV_ADD,NK FP Equity_DX_SUPPLY_SI_QTY_ADD,NK FP Equity_DX_BROKER_SI_QTY_DEC,NK FP Equity_DX_SUPPLY_SI_MV,NK FP Equity_DX_BROKER_SI_MV_DEC,NK FP Equity_DX_SUPPLY_SI_MV_RMV,NK FP Equity_DX_BROKER_SI_MV_RMV,NK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NK FP Equity_DX_UTILIZATION_QUANTITY,NK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NK FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,NK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NK FP Equity_DX_ACTIVE_UTILIZATION_MV,NK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NK FP Equity_DX_BROKER_SI_CON_RATIO,NK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NK FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-12-13,522180.0,23581648.8,1.63,4.06,0.66,25.27,0.0,20097870.92,395323.0,445037.0,17852786.68,,,10044.0,0.69,,2351.0,,0.0,13333.0,44.0,,,0.69,10044.0,0.11,8405.0,,17.87,,,,5.0,5.0,7509310.0,339120439.6,,339.29,5.0,13.83,0.4902,68.03,0.0661
2018-12-14,523991.0,22793608.5,1.64,4.04,0.66,25.19,0.0,19307388.0,396772.0,443848.0,17259582.0,,,5980.0,0.3,,3000.0,,0.2,8051.0,4531.0,,,0.3,5980.0,0.14,,12240.0,17.93,0.65,,,5.01,5.01,7526177.0,327388699.5,,336.13,5.07,11.44,0.4896,68.3,0.0661
2018-12-17,542073.0,22496029.5,1.69,4.14,0.68,25.26,0.0,19170095.0,413900.0,461930.0,17176850.0,,,12770.0,0.59,,,,0.44,18082.0,9189.0,,,0.59,12770.0,,13547.0,,17.95,,,,5.24,5.24,7484782.0,310618453.0,,320.28,5.31,12.13,0.466,66.36,0.0686
2018-12-18,552601.0,22932941.5,1.73,4.17,0.69,25.11,0.0,19607007.0,427660.0,472458.0,17747890.0,,,7255.0,0.6,,,,,14760.0,,,,0.6,7255.0,,6505.0,4232.0,17.74,0.48,,,5.4,5.4,7492944.0,310957176.0,,310.75,5.4,12.16,0.4398,64.2,0.0698
2018-12-19,555507.0,22964659.38,1.74,4.11,0.7,24.9,0.0,18583404.84,431639.0,449526.0,17843956.26,,,11605.0,,,,,0.93,,22562.0,,,,11605.0,,14936.0,22932.0,17.91,1.31,,,5.45,5.45,7481561.0,309287731.74,,310.06,5.46,10.55,0.4383,64.31,0.0702
2018-12-20,548261.0,22500631.44,1.71,4.02,0.69,24.44,0.0,18151171.2,447390.0,442280.0,18360885.6,,,9869.0,0.4,,,,0.65,9826.0,15449.0,,,0.4,9869.0,,21331.0,17072.0,18.46,0.8,,,5.66,5.66,7457783.0,306067414.32,,307.29,5.67,9.73,0.4308,63.89,0.0694
2018-12-21,571449.0,24080860.86,1.79,4.07,0.72,25.53,0.0,19906177.48,445953.0,472382.0,18792459.42,,,24072.0,1.39,,4400.0,,1.05,33880.0,25509.0,,,1.39,24072.0,0.18,,8178.0,18.38,0.33,,,5.64,5.64,7459636.0,314349061.04,,309.26,5.61,9.56,0.3885,60.0,0.0723
2018-12-24,584931.0,24169348.92,1.83,4.09,0.73,26.25,0.0,19665840.8,442805.0,475940.0,18296702.6,,,17287.0,1.09,,3852.0,,0.85,25915.0,22455.0,,,1.09,17287.0,0.16,2020.0,26209.0,18.58,1.0,,,5.6,5.6,7458830.0,308198855.6,,313.02,5.6,10.78,0.3636,57.9,0.074
2018-12-25,584931.0,24169348.92,1.83,4.17,0.73,26.22,0.0,19665840.8,442805.0,475940.0,18296702.6,,,,,,,,,,,,,,,,,,18.36,,,,5.6,5.6,7458828.0,308198772.96,,311.37,5.57,10.7,0.3655,58.08,0.074
2018-12-26,586231.0,24223064.92,1.83,4.18,0.74,26.2,0.0,19665840.8,444105.0,475940.0,18350418.6,,,3000.0,,,,,0.07,,1700.0,,,,3000.0,,,,18.4,,,,5.68,5.68,7371798.0,304602693.36,,305.23,5.69,10.71,0.364,57.93,0.075
2018-12-27,566200.0,23236848.0,1.77,4.04,0.71,25.04,0.0,18842941.44,420663.0,459136.0,17264009.52,,,12579.0,0.62,,,,1.48,15321.0,36021.0,,,0.62,12579.0,,,32125.0,17.39,1.62,,,5.38,5.38,7405062.0,303903744.48,,305.11,5.39,12.98,0.3309,54.43,0.0724
2018-12-28,566939.0,23811438.0,1.77,4.08,0.71,25.03,0.0,19314750.0,422402.0,459875.0,17740884.0,,,3311.0,0.12,,,,0.07,3288.0,1572.0,,,0.12,3311.0,,,2549.0,17.36,0.12,,,5.39,5.39,7410006.0,311220252.0,,306.04,5.37,12.38,0.3286,54.28,0.0724
2018-12-31,583809.0,24508301.82,1.82,4.22,0.73,25.98,0.0,19286913.38,418313.0,459431.0,17560779.74,,,,0.16,,,,0.11,3645.0,4089.0,,,0.16,,,,4089.0,17.48,0.1,,,5.34,5.34,7414048.0,311241735.04,,310.43,5.33,12.02,0.3104,52.52,0.0745
2019-01-01,583809.0,24508301.82,1.82,4.28,0.73,26.07,0.0,19286913.38,418313.0,459431.0,17560779.74,,,,,,,,,,,,,,,,,,17.55,,,,5.34,5.34,7411346.0,311128305.08,,309.87,5.36,12.01,0.3102,52.5,0.0746
2019-01-02,566353.0,23684882.46,1.77,4.15,0.71,25.33,0.0,18527472.78,417608.0,443029.0,17464366.56,,,,0.03,,,,0.1,733.0,2892.0,,,0.03,,,2187.0,17135.0,17.49,0.68,,,5.33,5.33,7423671.0,310457921.22,,311.95,5.31,10.72,0.3207,53.8,0.0722
2019-01-03,576865.0,23628390.4,1.8,4.21,0.72,25.6,0.0,18518917.12,419027.0,452122.0,17163345.92,,,222.0,0.37,,,,0.12,11018.0,2134.0,,,0.37,222.0,,3331.0,1925.0,17.46,0.09,,,5.34,5.34,7423292.0,304058040.32,,308.31,5.36,11.78,0.3179,53.36,0.0736
2019-01-04,582123.0,24810082.26,1.82,4.22,0.73,25.69,0.0,19123807.1,413922.0,448705.0,17641355.64,,,8183.0,0.27,,,,0.82,6144.0,18749.0,,,0.27,8183.0,,5461.0,9561.0,17.02,0.5,,,5.28,5.28,7418475.0,316175404.5,,307.88,5.24,11.56,0.2958,51.09,0.0743
2019-01-07,570169.0,24597090.66,1.78,4.11,0.72,25.49,0.0,18709343.46,394944.0,433689.0,17037884.16,,,,0.4,,,,0.67,6923.0,22040.0,,,0.4,,,3062.0,21939.0,16.78,1.0,,,5.04,5.04,7441884.0,321042875.76,,317.21,5.02,12.78,0.2678,47.73,0.0728
2019-01-08,522677.0,22955973.84,1.63,3.8,0.66,23.76,0.0,17773633.44,361364.0,404682.0,15871106.88,,,3430.0,0.18,,,,1.5,3293.0,37010.0,,,0.18,3430.0,,,32300.0,15.62,1.31,,,4.6,4.6,7497481.0,329289365.52,,325.46,4.58,15.51,0.3099,51.26,0.0665
2019-01-09,504928.0,23125702.4,1.58,3.66,0.63,23.11,0.0,17845786.8,343872.0,389646.0,15749337.6,,,7560.0,0.16,,,,1.03,3429.0,25052.0,,,0.16,7560.0,,,18465.0,15.11,0.78,,,4.37,4.37,7521109.0,344466792.2,,334.01,4.33,16.61,0.303,50.14,0.0642
2019-01-10,519735.0,23658337.2,1.62,3.71,0.65,24.59,0.0,18434553.04,351371.0,404977.0,15994407.92,,,6255.0,0.77,,5000.0,,0.02,11241.0,3756.0,,,0.77,6255.0,0.23,5000.0,910.0,16.07,0.0,,,4.48,4.48,7493054.0,341083818.08,,342.64,4.48,17.73,0.2824,47.48,0.0663
2019-01-11,557807.0,24699693.96,1.74,3.89,0.7,26.44,0.0,19618209.72,374709.0,443049.0,16592114.52,,,,1.73,,,,0.06,38072.0,1136.0,,,1.73,,,24474.0,,17.03,,,,4.78,4.78,7457642.0,330224387.76,,336.95,4.81,19.27,0.2581,44.46,0.0712
2019-01-14,579535.0,25487949.3,1.81,4.03,0.73,26.83,0.0,20218089.78,393963.0,459711.0,17326492.74,,,17565.0,0.0,,16000.0,,0.12,3491.0,1812.0,,,0.0,17565.0,0.7,3501.0,2829.0,17.44,0.15,,,5.09,5.09,7339578.0,322794640.44,,324.34,5.1,19.06,0.2473,43.41,0.0749
2019-01-15,565993.0,24903692.0,1.77,4.02,0.71,26.21,0.0,19631436.0,386230.0,446169.0,16994120.0,,,11295.0,0.65,,,,0.88,14010.0,19902.0,,,0.65,11295.0,,874.0,27552.0,17.02,1.24,,,4.97,4.97,7386452.0,325003888.0,,325.36,4.97,18.5,0.2626,45.04,0.0728
2019-01-16,547599.0,23984836.2,1.71,3.96,0.69,25.37,0.0,18736545.0,386230.0,427775.0,16916874.0,,,,0.09,,,,,2000.0,,,,0.09,,,,20394.0,17.0,0.88,,,4.97,4.97,7379236.0,323210536.8,,324.53,4.98,19.19,0.2815,46.75,0.0705
2019-01-17,546866.0,23963668.12,1.71,4.04,0.69,25.28,0.0,18061377.04,398479.0,412172.0,17461349.78,,,91.0,,,,,0.13,,2712.0,,,,91.0,,14870.0,15603.0,17.46,0.71,,,5.14,5.14,7347057.0,321948037.74,,321.88,5.15,16.86,0.2689,45.98,0.0706
2019-01-18,521980.0,23750090.0,1.63,3.94,0.65,24.27,0.0,18069961.0,373593.0,397142.0,16998481.5,,,885.0,0.23,,,,1.13,5300.0,25771.0,,,0.23,885.0,,,20330.0,16.44,0.94,,,4.82,4.82,7372357.0,335442243.5,,327.25,4.78,15.6,0.2789,47.08,0.0674
2019-01-21,500488.0,22772204.0,1.56,3.83,0.63,23.71,0.0,17596260.5,384581.0,386731.0,17498435.5,,,29069.0,,,,,0.96,,25281.0,,,,29069.0,,7200.0,10411.0,17.49,0.36,,,4.97,4.97,7355079.0,334656094.5,,334.57,4.97,15.85,0.2917,48.39,0.0647
2019-01-22,521530.0,23333252.2,1.63,4.02,0.65,24.97,0.0,18243764.02,376554.0,407773.0,16847025.96,,,90.0,1.66,,,,0.37,29069.0,8117.0,,,1.66,90.0,,,8027.0,17.11,0.42,,,4.87,4.87,7361993.0,329375566.82,,333.26,4.88,14.26,0.3302,53.35,0.0674
2019-01-23,526570.0,23295456.8,1.64,4.23,0.66,24.9,0.0,18182418.8,379776.0,410995.0,16801290.24,,,4006.0,0.12,,,,0.08,3753.0,784.0,,,0.12,4006.0,,,531.0,16.97,0.08,,,4.93,4.93,7326752.0,324135508.48,,326.44,4.94,14.85,0.3296,53.19,0.0683
2019-01-24,525806.0,23703334.48,1.64,4.31,0.66,24.89,0.0,18510434.04,379394.0,410613.0,17103081.52,,,541.0,,,,,0.06,,923.0,,,,541.0,,,382.0,16.86,0.04,,,4.92,4.92,7331382.0,330498700.56,,327.02,4.9,14.65,0.3303,53.26,0.0682
2019-01-25,537718.0,24810308.52,1.68,4.59,0.67,25.64,0.0,18845237.04,393959.0,408436.0,18177268.26,,,11588.0,,,,,0.07,,2212.0,,,,11588.0,,5189.0,2177.0,17.75,0.01,,,5.11,5.11,7312843.0,337414576.02,,330.81,5.09,14.07,0.3125,51.57,0.0698
2019-01-28,522603.0,23684367.96,1.63,4.51,0.66,25.2,0.0,18151611.72,378844.0,400521.0,17169210.08,,,,,,,,0.65,,15115.0,,,,,,,7915.0,17.41,0.35,,,4.91,4.91,7341989.0,332738941.48,,336.68,4.92,14.75,0.3289,53.26,0.0677
2019-01-29,527573.0,23899056.9,1.65,4.58,0.66,25.17,0.0,18207021.3,383814.0,401921.0,17386774.2,,,,0.1,,,,0.23,3038.0,5068.0,,,0.1,,,10038.0,1638.0,17.4,0.21,,,4.97,4.97,7339300.0,332470290.0,,332.61,4.97,14.49,0.317,52.21,0.0683
2019-01-30,552219.0,25667139.12,1.72,4.81,0.69,26.31,0.0,18691234.8,411134.0,402135.0,19109508.32,,,43557.0,0.06,,,,0.88,1508.0,19327.0,,,0.06,43557.0,,3090.0,1294.0,18.69,0.11,,,5.32,5.32,7318534.0,340165460.32,,333.59,5.31,14.0,0.2873,49.06,0.0714
2019-01-31,535223.0,24620258.0,1.67,4.7,0.67,25.93,0.0,18372860.0,390956.0,399410.0,17983976.0,,,216.0,0.27,,,,0.79,5000.0,20394.0,,,0.27,216.0,,,7725.0,18.13,0.28,,,5.06,5.06,7334036.0,337365656.0,,339.64,5.07,12.93,0.2994,50.42,0.0693
2019-02-01,523210.0,24203694.6,1.63,4.64,0.66,25.24,0.0,18384186.6,384382.0,397410.0,17781511.32,,,3817.0,,,,,0.48,,10391.0,,,,3817.0,,,2000.0,17.7,0.1,,,4.98,4.98,7338346.0,339471885.96,,338.37,4.97,13.16,0.3127,51.57,0.0677
2019-02-04,508473.0,23298232.86,1.6,4.65,0.64,24.57,0.0,17634880.86,381622.0,384873.0,17485920.04,,,,,,,,0.46,,10536.0,,,,,,7776.0,12537.0,17.63,0.57,,,4.93,4.93,7366823.0,337547829.86,,340.06,4.93,13.18,0.3095,51.13,0.0656
2019-02-05,506351.0,23950402.3,1.59,4.76,0.64,24.47,0.0,18044997.3,371633.0,381501.0,17578240.9,,,6755.0,0.04,,,,0.7,1522.0,16744.0,,,0.04,6755.0,,,4894.0,17.16,0.31,,,4.79,4.79,7385590.0,349338407.0,,342.15,4.78,13.42,0.299,49.87,0.0653
2019-02-06,509065.0,23895511.1,1.6,4.96,0.64,25.02,0.0,17875456.1,372957.0,380815.0,17506601.58,,,1390.0,0.16,,,,0.08,1390.0,2076.0,,,0.16,1390.0,,2010.0,2076.0,17.63,0.0,,,4.81,4.81,7383477.0,346580410.38,,348.82,4.81,13.99,0.2964,49.52,0.0656
2019-02-07,505918.0,23059742.44,1.59,5.09,0.64,24.65,0.0,17250571.44,368600.0,378468.0,16800788.0,,,29.0,0.09,,,,0.32,2010.0,4386.0,,,0.09,29.0,,,4357.0,17.21,0.23,,,4.75,4.75,7395914.0,337105760.12,,344.3,4.76,13.28,0.3051,50.64,0.0652
2019-02-08,508413.0,22797238.92,1.6,4.97,0.64,24.3,0.0,17046957.32,366051.0,380173.0,16413726.84,,,2355.0,0.0,,2000.0,,0.28,3044.0,4904.0,,,0.0,2355.0,0.09,,3339.0,16.64,0.23,,,4.71,4.71,7404906.0,332035985.04,,336.12,4.72,12.4,0.3071,51.06,0.0654
2019-02-11,493173.0,22626777.24,1.55,4.8,0.62,23.43,0.0,18578326.04,325296.0,404933.0,14924580.48,,,,1.06,,,,1.99,25928.0,44625.0,,,1.06,,,3870.0,1168.0,14.65,0.1,,,4.19,4.19,7443303.0,341498741.64,,336.81,4.17,12.41,0.3333,53.86,0.0635
2019-02-12,529524.0,24019208.64,1.67,5.11,0.67,25.29,0.0,19697625.36,333729.0,434251.0,15137947.44,,,82.0,1.46,,,,0.0,29318.0,82.0,,,1.46,82.0,,8433.0,,15.27,,,,4.3,4.3,7434485.0,337228239.6,,339.38,4.31,14.56,0.3044,50.46,0.0682
2019-02-13,544952.0,24533739.04,1.71,5.12,0.69,25.9,0.0,20242252.56,327052.0,449628.0,14723881.04,,,51.0,0.83,,51.0,,0.32,19526.0,6728.0,,,0.83,51.0,0.0,,4200.0,14.85,0.2,,,4.23,4.23,7400013.0,333148585.26,,335.26,4.24,14.4,0.2956,49.21,0.0705
2019-02-14,559355.0,26837852.9,1.76,5.25,0.7,26.68,0.0,22220401.64,337956.0,463118.0,16215128.88,,,3113.0,1.15,,,,0.24,23323.0,4192.0,,,1.15,3113.0,,11983.0,9833.0,15.3,0.34,,,4.38,4.38,7379802.0,354082899.96,,339.09,4.32,15.94,0.2857,47.18,0.0725
2019-02-15,561482.0,27916885.04,1.77,4.92,0.71,28.04,0.0,23062622.0,339351.0,463850.0,16872531.72,,,4968.0,0.24,,,,0.0,5000.0,3573.0,,,0.24,4968.0,,,4268.0,16.33,0.0,,,4.38,4.38,7402094.0,368032113.68,,358.94,4.35,15.73,0.2768,46.32,0.0725
2019-02-18,560979.0,28357488.45,1.77,4.76,0.71,28.47,0.0,22982506.95,345106.0,454649.0,17445108.3,,,8749.0,0.24,,,,0.14,5000.0,2994.0,,,0.24,8749.0,,,14201.0,17.17,0.54,,,4.45,4.45,7401398.0,374140668.9,,369.35,4.44,14.18,0.2658,45.8,0.0724
2019-02-19,597769.0,29744985.44,1.88,4.98,0.75,30.75,0.0,24388719.52,376061.0,490127.0,18712795.36,,,5104.0,1.72,,,,0.01,35538.0,230.0,,,1.72,5104.0,,26081.0,60.0,18.99,0.0,,,4.86,4.86,7368963.0,366679598.88,,371.43,4.86,18.8,0.2573,43.54,0.0772
2019-02-20,646712.0,32432606.8,2.04,5.23,0.81,33.02,0.0,25981210.5,423529.0,518070.0,21239979.35,,,38616.0,1.27,,,,0.02,26468.0,148.0,,,1.27,38616.0,,9000.0,8399.0,21.09,0.38,,,5.47,5.47,7323039.0,367250405.85,,365.28,5.46,18.26,0.2308,39.73,0.0835
2019-02-21,698137.0,34264563.96,2.2,5.6,0.88,35.59,0.0,27249314.16,454437.0,555202.0,22303767.96,,,15341.0,1.11,,24105.0,,0.61,23797.0,12702.0,,,1.11,15341.0,1.22,28269.0,10770.0,22.75,0.53,,,5.86,5.86,7298892.0,358229619.36,,363.46,5.89,18.73,0.2072,36.88,0.09
2019-02-22,708524.0,35128619.92,2.23,5.65,0.89,35.78,0.0,28059404.36,458699.0,565942.0,22742296.42,,,3835.0,1.02,,,,0.68,20544.0,11922.0,,,1.02,3835.0,,12349.0,9804.0,22.53,0.62,,,5.91,5.91,7308535.0,362357165.3,,360.1,5.89,19.3,0.1976,34.52,0.0912
2019-02-25,766880.0,38689096.0,2.41,6.17,0.96,39.02,0.0,29877044.95,476806.0,592211.0,24054862.7,,,,0.58,,28000.0,,0.83,9900.0,17093.0,,,0.58,,1.41,35200.0,11631.0,23.66,0.51,,,6.13,6.13,7296361.0,368101412.45,,363.66,6.11,17.12,0.169,31.26,0.0987
2019-02-26,738226.0,37243501.7,2.32,5.87,0.93,37.96,0.0,28289736.6,487973.0,560748.0,24618237.85,,,6088.0,0.05,,,,0.03,861.0,1414.0,,,0.05,6088.0,,6493.0,32324.0,24.59,1.44,,,6.29,6.29,7273050.0,366925372.5,,366.53,6.29,14.54,0.1688,32.61,0.0951
2019-02-27,786576.0,39061364.16,2.48,6.14,0.99,40.34,0.0,30247806.68,509437.0,609098.0,25298641.42,,,21464.0,2.49,,,,,50032.0,,,,2.49,21464.0,,,1682.0,25.68,0.05,,,6.55,6.55,7270692.0,361062564.72,,364.85,6.58,17.06,0.1641,30.36,0.1011
2019-02-28,785768.0,39272684.64,2.47,5.97,0.99,40.05,0.0,30975304.92,538744.0,619754.0,26926425.12,,,41272.0,2.32,,,,0.88,46126.0,16860.0,,,2.32,41272.0,,4895.0,35470.0,26.77,1.76,,,7.92,7.92,6259962.0,312872900.76,,311.4,7.92,20.89,0.1838,30.27,0.1156
2019-03-01,780799.0,39118029.9,2.46,5.83,0.98,39.95,0.0,32203328.1,540398.0,642781.0,27073939.8,,,14982.0,1.73,,,,1.39,33604.0,28037.0,,,1.73,14982.0,,14709.0,10577.0,27.02,0.49,,,6.96,6.96,7220743.0,361759224.3,,361.44,6.96,21.53,0.1865,30.05,0.1006
2019-03-04,754056.0,38532261.6,2.37,5.62,0.95,38.89,0.0,32206848.1,533174.0,630271.0,27245191.4,,,6970.0,0.65,,,,0.99,12602.0,19910.0,,,0.65,6970.0,,5716.0,25112.0,26.78,1.11,,,6.83,6.83,7268376.0,371414013.6,,366.91,6.8,19.72,0.1816,29.61,0.0967
2019-03-05,743566.0,37252656.6,2.34,5.49,0.94,38.65,0.0,31051028.1,524110.0,619781.0,26257911.0,,,3954.0,,,,,0.57,,13018.0,,,,3954.0,,,10490.0,26.74,0.44,,,6.72,6.72,7276246.0,364539924.6,,369.45,6.75,19.64,0.1825,30.19,0.0953
2019-03-06,674585.0,33594333.0,2.12,4.91,0.85,34.69,0.0,27289902.0,488014.0,547990.0,24303097.2,,,3371.0,0.0,,,,2.55,458.0,45972.0,,,0.0,3371.0,,6505.0,72249.0,24.43,3.83,,,6.26,6.26,7312697.0,364172310.6,,365.64,6.26,21.89,0.2053,33.32,0.0865
2019-03-07,675654.0,32755705.92,2.13,4.87,0.85,34.49,0.0,26754609.12,499680.0,551869.0,24224486.4,,,,0.09,,,,0.16,4000.0,2843.0,,,0.09,,,14509.0,121.0,24.9,0.18,,,6.4,6.4,7311893.0,354480572.64,,362.15,6.43,21.84,0.2076,33.64,0.0865
2019-03-08,658904.0,31482433.12,2.07,4.55,0.83,32.81,0.0,25432959.54,482653.0,532293.0,23061160.34,,,2860.0,0.0,,,,1.09,402.0,19887.0,,,0.0,2860.0,,,19978.0,23.36,1.17,,,6.18,6.18,7326661.0,350067862.58,,353.53,6.2,20.54,0.2124,34.72,0.0844
2019-03-11,633764.0,30927683.2,1.99,4.29,0.8,31.55,0.0,24123060.0,454240.0,494325.0,22166912.0,,,2615.0,0.38,,2319.0,,1.78,5000.0,36028.0,,,0.38,2615.0,0.11,5000.0,45287.0,21.74,2.27,,,5.82,5.82,7351549.0,358755591.2,,354.0,5.79,17.98,0.2134,35.8,0.0812
2019-03-12,583661.0,28529349.68,1.84,3.96,0.73,29.2,0.0,22227251.28,415097.0,454731.0,20289941.36,,,161.0,0.19,,,,1.83,4945.0,39304.0,,,0.19,161.0,,,44539.0,20.23,2.14,,,5.29,5.29,7433169.0,363333300.72,,362.36,5.29,20.32,0.2292,37.19,0.0744
2019-03-13,581070.0,28588644.0,1.83,3.89,0.73,29.29,0.0,22236924.0,412107.0,451970.0,20275664.4,,,7197.0,0.54,,,,0.49,9695.0,10187.0,,,0.54,7197.0,,,12456.0,20.15,0.49,,,5.24,5.24,7447299.0,366407110.8,,364.38,5.24,21.99,0.2267,36.35,0.0739
2019-03-14,561197.0,27768027.56,1.77,3.71,0.71,28.42,0.0,21380159.56,398871.0,432097.0,19736137.08,,,3292.0,0.1,,,,0.8,2000.0,16528.0,,,0.1,3292.0,,,21873.0,19.64,1.03,,,5.07,5.07,7471339.0,369681853.72,,368.36,5.06,20.04,0.2238,36.71,0.0713
2019-03-15,547366.0,26919459.88,1.72,3.62,0.69,27.79,0.0,20699665.28,390782.0,420896.0,19218658.76,,,4760.0,0.21,,,,0.64,3292.0,12849.0,,,0.21,4760.0,,,14493.0,19.29,0.72,,,4.97,4.97,7474618.0,367601713.24,,368.67,4.97,19.36,0.2319,38.34,0.0696
2019-03-18,519529.0,25893325.36,1.63,3.38,0.65,26.42,0.0,19772275.6,380218.0,396715.0,18950065.12,,,9169.0,0.21,,,,1.07,4760.0,21673.0,,,0.21,9169.0,,1940.0,28941.0,18.67,1.45,,,4.85,4.85,7460361.0,371824392.24,,368.25,4.83,20.78,0.245,41.55,0.0663
2019-03-19,537553.0,26813143.64,1.69,3.46,0.68,27.61,0.0,20687181.32,388473.0,414739.0,19377033.24,,,12056.0,1.19,,,,0.17,20975.0,3801.0,,,1.19,12056.0,,,2951.0,19.35,0.1,,,4.94,4.94,7468570.0,372532271.6,,372.06,4.94,21.34,0.251,42.39,0.0684
2019-03-20,522488.0,25654160.8,1.64,3.37,0.66,26.63,0.0,19623993.4,390061.0,399674.0,19151995.1,,,3550.0,,,,,0.1,,1962.0,,,,3550.0,,,15065.0,19.41,0.8,,,4.96,4.96,7478742.0,367206232.2,,370.36,4.98,21.8,0.2622,43.93,0.0664
2019-03-21,534152.0,25724760.32,1.68,3.43,0.67,26.88,0.0,19673937.92,395003.0,408512.0,19023344.48,,,5702.0,0.35,,,,0.04,10238.0,760.0,,,0.35,5702.0,,,1400.0,19.39,0.07,,,5.02,5.02,7474947.0,359993447.52,,364.34,5.05,21.22,0.259,43.48,0.0679
2019-03-22,534829.0,24088698.16,1.68,3.37,0.67,26.26,0.0,18429872.56,395710.0,409189.0,17822778.4,,,2072.0,0.01,,,,0.08,677.0,1365.0,,,0.01,2072.0,,,,19.07,,,,5.04,5.04,7448612.0,335485484.48,,351.39,5.15,20.29,0.2645,44.57,0.0682
2019-03-25,540259.0,23328383.62,1.7,3.32,0.68,25.11,0.0,17820342.82,394760.0,412699.0,17045736.8,,,1920.0,0.0,,638.0,,0.18,5090.0,3508.0,,,0.0,1920.0,0.03,638.0,2218.0,17.75,0.27,,,5.07,5.07,7396365.0,319375040.7,,328.28,5.13,20.35,0.2647,44.64,0.0693
2019-03-26,528559.0,23013458.86,1.63,3.15,0.66,24.13,0.0,17626124.04,389333.0,404826.0,16951558.82,,,699.0,0.0,,,,0.38,259.0,8196.0,,,0.0,699.0,,2070.0,8132.0,16.84,0.4,,,5.0,5.0,7399518.0,322175013.72,,320.85,4.99,21.5,0.2747,45.7,0.0679
2019-03-27,574091.0,25202594.9,1.77,3.34,0.72,26.29,0.0,19059536.2,407957.0,434158.0,17909312.3,,,1074.0,1.35,,,,0.0,29332.0,74.0,,,1.35,1074.0,,17624.0,,17.78,,,,5.37,5.37,7195832.0,315897024.8,,314.41,5.35,19.65,0.2438,42.08,0.0755
2019-03-28,550157.0,23491703.9,1.7,3.18,0.69,24.91,0.0,17637235.0,384672.0,413050.0,16425494.4,,,638.0,,,638.0,,1.01,,23923.0,,,,638.0,0.03,,21746.0,16.89,1.34,,,4.88,4.88,7505536.0,320486387.2,,326.68,4.92,18.27,0.2493,43.62,0.0697
2019-03-29,550153.0,24448799.32,1.7,3.24,0.69,24.8,0.0,18355942.0,388523.0,413050.0,17265962.12,,,,,,,,0.0,,4.0,,,,,,3855.0,,16.61,,,,4.9,4.9,7533302.0,334779940.88,,326.24,4.84,19.09,0.2466,42.88,0.0694
2019-04-01,549916.0,25065171.28,1.7,3.18,0.69,25.35,0.0,18816016.54,389783.0,412813.0,17766309.14,,700.0,7705.0,0.5,0.03,,,0.35,9355.0,9592.0,,700.0,0.5,7705.0,,2447.0,9592.0,17.34,0.28,,,4.87,4.87,7606466.0,346702720.28,,340.27,4.85,17.35,0.2438,43.15,0.0688
2019-04-02,544743.0,24927439.68,1.68,3.1,0.69,25.65,0.0,19265371.84,369301.0,421009.0,16899213.76,,,638.0,1.26,,,,1.17,21447.0,26620.0,,,1.26,638.0,,5500.0,13251.0,16.84,0.57,,,4.59,4.59,7670726.0,351012421.76,,350.21,4.59,17.26,0.2707,45.98,0.0678
