,SRP FP Equity_DX_SI_QTY,SRP FP Equity_DX_SHORT_INTEREST_VALUE,SRP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRP FP Equity_DX_SI_MV,SRP FP Equity_DX_DSS,SRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRP FP Equity_DX_SUPPLY_SI_QTY,SRP FP Equity_DX_BROKER_SI_QTY,SRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRP FP Equity_DX_BROKER_SI_MV_NEW_x,SRP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SRP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRP FP Equity_DX_BROKER_SI_MV_INC_x,SRP FP Equity_DX_SUPPLY_SI_MV_NEW,SRP FP Equity_DX_BROKER_SI_QTY_ADD,SRP FP Equity_DX_BROKER_SI_QTY_NEW,SRP FP Equity_DX_SUPPLY_SI_MV_DEC,SRP FP Equity_DX_BROKER_SI_QTY_INC,SRP FP Equity_DX_SUPPLY_SI_QTY_DEC,SRP FP Equity_DX_BROKER_SI_MV_NEW_y,SRP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SRP FP Equity_DX_BROKER_SI_MV_INC_y,SRP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRP FP Equity_DX_BROKER_SI_MV_ADD,SRP FP Equity_DX_SUPPLY_SI_QTY_ADD,SRP FP Equity_DX_BROKER_SI_QTY_DEC,SRP FP Equity_DX_SUPPLY_SI_MV,SRP FP Equity_DX_BROKER_SI_MV_DEC,SRP FP Equity_DX_SUPPLY_SI_MV_RMV,SRP FP Equity_DX_BROKER_SI_MV_RMV,SRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRP FP Equity_DX_UTILIZATION_QUANTITY,SRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRP FP Equity_DX_ACTIVE_UTILIZATION_MV,SRP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SRP FP Equity_DX_BROKER_SI_CON_RATIO,SRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRP FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-05-18,433593.0,659061.36,0.91,5.39,0.36,0.66,0.0,512258.24,220934.0,337012.0,335819.68,,,,0.02,,,,0.0,11629.0,371.0,,,0.02,,,,,0.33,,,,31.97,27.7,470117.0,714577.84,,0.72,31.8,29.94,0.4066,54.31,0.5437
2023-05-19,396372.0,587423.3,0.83,5.04,0.33,0.61,0.0,475981.35,205097.0,321175.0,303953.75,,,5547.0,,,,,0.03,,21384.0,,,,5547.0,,,15837.0,0.31,0.02,,,30.63,25.72,464570.0,688492.74,,0.71,30.6,33.07,0.3813,49.49,0.497
2023-05-22,374540.0,545330.24,0.78,4.71,0.31,0.57,0.0,460445.44,205162.0,316240.0,298715.87,,,16962.0,0.0,,,,0.03,65.0,16897.0,,,0.0,16962.0,,,5000.0,0.3,0.0,,,100.0,28.08,0.0,0.0,,0.0,100.0,34.71,0.3712,47.02,0.5127
2023-05-23,366857.0,520936.94,0.77,4.65,0.31,0.55,0.0,438150.94,197479.0,308557.0,280420.18,,,,,,,,0.01,,7683.0,,,,,,,7683.0,0.29,0.02,,,30.41,25.31,451991.0,641827.22,,0.64,31.06,35.95,0.3658,45.34,0.4702
2023-05-24,364785.0,512158.14,0.76,4.69,0.31,0.54,0.0,430304.94,195407.0,306485.0,274351.43,,,,,,,,0.0,,2072.0,,,,,,,2072.0,0.28,0.01,,,30.21,25.13,451391.0,633752.96,,0.63,30.58,36.27,0.3648,44.95,0.4691
2023-05-25,368944.0,522424.7,0.77,4.83,0.31,0.53,0.0,439813.85,194525.0,310603.0,275447.4,,,,0.0,,,,0.0,5000.0,882.0,,,0.0,,,,882.0,0.27,0.0,,,30.12,25.04,451391.0,639169.66,,0.63,30.2,35.75,0.3645,45.25,0.475
2023-05-26,391780.0,550059.12,0.82,5.2,0.33,0.56,0.0,452117.48,205943.0,322021.0,289143.97,,,,0.02,,,,0.0,11418.0,41.0,,,0.02,,,11459.0,,0.29,,,,31.33,26.8,451391.0,633752.96,,0.63,31.62,33.2,0.379,49.09,0.5099
2023-05-29,378130.0,526356.96,0.79,5.81,0.32,0.54,0.0,433208.5,195135.0,311213.0,271627.92,,,,,,,,0.02,,10808.0,,,,,,,10808.0,0.27,0.02,,,29.43,25.13,467957.0,651396.14,,0.65,29.68,34.83,0.3698,46.74,0.4871
2023-05-30,376698.0,525870.41,0.79,5.9,0.32,0.53,0.0,433453.81,194419.0,310497.0,271408.92,,,,,,,,0.0,,716.0,,,,,,,716.0,0.27,0.0,,,29.35,25.68,467957.0,653267.97,,0.66,29.2,34.96,0.3693,46.58,0.4976
2023-05-31,375768.0,516305.23,0.78,6.19,0.32,0.53,0.0,425983.97,193954.0,310032.0,266492.8,,58300.0,,,0.08,,,0.0,,465.0,,58300.0,,,,,465.0,0.27,0.0,0.08,,29.3,25.62,467957.0,642972.92,58300.0,0.66,29.24,35.11,0.3683,46.31,0.4964
2023-06-01,375574.0,516789.82,0.78,7.03,0.32,0.52,0.0,426470.56,193857.0,309935.0,266747.23,,,,,,,,0.0,,97.0,,,,,,,97.0,0.27,0.0,,,29.29,25.61,467957.0,643908.83,,0.66,28.84,34.76,0.369,46.67,0.4962
2023-06-02,369824.0,514795.01,0.77,7.75,0.31,0.52,0.0,427427.52,190982.0,307060.0,265846.94,,,,,,,,0.0,,2875.0,,,,,,,2875.0,0.26,0.0,,,28.98,25.23,467957.0,651396.14,,0.66,28.58,35.9,0.3648,45.21,0.4886
2023-06-05,369888.0,520062.53,0.77,7.99,0.31,0.52,0.0,433873.32,192509.0,308587.0,270667.65,,,,0.0,,,,0.0,1527.0,1463.0,,,0.0,,,2990.0,,0.27,,,,29.15,25.33,467957.0,657947.54,,0.66,28.84,35.78,0.3652,45.36,0.4867
2023-06-06,363495.0,505985.04,0.76,9.69,0.31,0.52,0.0,424831.44,189117.0,305195.0,263250.86,,,,,,,,0.0,,3392.0,,,,,,,3392.0,0.27,0.0,,,28.78,24.9,467957.0,651396.14,,0.65,29.05,36.42,0.3616,44.27,0.4786
2023-06-07,361226.0,502104.14,0.75,10.32,0.3,0.51,0.0,420837.79,186683.0,302761.0,259489.37,,,,,,,,0.0,,2434.0,,,,,,,2434.0,0.26,0.01,,,28.52,24.66,467957.0,650460.23,,0.65,28.55,36.77,0.3605,43.82,0.4771
2023-06-08,360896.0,503089.02,0.75,11.67,0.3,0.51,0.0,421818.82,186518.0,302596.0,260006.09,,,,,,,,0.0,,165.0,,,,,,,165.0,0.26,0.0,,,28.5,24.64,467957.0,652332.06,,0.65,28.5,36.72,0.3608,43.92,0.4768
2023-06-09,360896.0,505254.4,0.75,12.2,0.3,0.51,0.0,423634.4,186518.0,302596.0,261125.2,,,,,,,,,,,,,,,,,,0.26,,,,28.5,24.64,467957.0,655139.8,,0.65,28.57,36.75,0.3602,43.78,0.4768
2023-06-12,360896.0,495871.1,0.75,12.98,0.3,0.51,0.0,415766.9,186518.0,302596.0,256275.73,,,,,,,,,,,,,,,,,,0.26,,,,28.5,24.64,467957.0,642972.92,,0.66,28.5,36.7,0.3604,43.86,0.4768
2023-06-13,360896.0,494427.52,0.75,13.43,0.3,0.5,0.0,414556.52,186518.0,302596.0,255529.66,,,,,,,,,,,,,,,,,,0.26,,,,28.5,24.64,467957.0,641101.09,,0.64,28.57,36.83,0.3605,43.8,0.4768
2023-06-14,360896.0,486487.81,0.75,13.58,0.3,0.5,0.0,407899.41,186518.0,302596.0,251426.26,,,,,,,,,,,,,,,,,,0.26,,,,28.46,24.61,468757.0,631884.44,,0.63,28.81,36.84,0.3607,43.81,0.4763
2023-06-15,360896.0,484322.43,0.75,11.92,0.3,0.49,0.0,406083.83,178018.0,302596.0,238900.16,,,,,,,,0.01,,8500.0,,,,,,,,0.24,,,,26.75,23.18,487457.0,654167.29,,0.65,26.88,36.44,0.3611,44.19,0.4699
2023-06-16,352194.0,469122.41,0.74,11.56,0.3,0.48,0.0,391466.81,169316.0,293894.0,225528.91,,,,,,,,0.01,,8702.0,,,,,,,8702.0,0.23,0.01,,,25.44,22.05,496159.0,660883.79,,0.66,25.47,37.6,0.3563,42.37,0.4586
2023-06-19,349689.0,465785.75,0.73,11.43,0.29,0.47,0.0,388130.15,169316.0,291389.0,225528.91,,,,,,,,,,,,,,,,,2505.0,0.23,0.0,,,25.26,21.91,500859.0,667144.19,,0.67,25.3,38.07,0.3594,42.66,0.4526
2023-06-20,290689.0,387197.75,0.61,9.16,0.24,0.4,0.0,312878.81,117811.0,234894.0,156924.25,,,,,,,,0.07,,51505.0,,,,,,,56495.0,0.16,0.07,,,19.0,15.22,502359.0,669142.19,,0.67,19.02,24.99,0.3817,52.43,0.3755
2023-06-21,290689.0,387779.13,0.61,9.51,0.24,0.4,0.0,313348.6,117811.0,234894.0,157159.87,,,,,,,,,,,,,,,,,,0.16,,,,100.0,15.22,0.0,0.0,,0.0,100.0,24.88,0.3828,52.61,0.3755
2023-06-22,290689.0,384872.24,0.61,9.56,0.24,0.4,0.0,310999.66,117811.0,234894.0,155981.76,,,,,,,,,,,,,,,,,,0.16,,,,100.0,15.22,0.0,0.0,,0.0,100.0,24.94,0.3817,52.43,0.3755
2023-06-23,283229.0,370463.53,0.59,9.49,0.24,0.39,0.0,297483.67,110351.0,227434.0,144339.11,,,,,,,,0.01,,7460.0,,,,,,,7460.0,0.15,0.01,,,100.0,14.25,0.0,0.0,,0.0,100.0,25.86,0.3724,50.8,0.3659
2023-06-26,283229.0,368197.7,0.59,9.9,0.24,0.38,0.0,295664.2,110351.0,227434.0,143456.3,,,,,,,,,,,,,,,,,,0.14,,,,100.0,14.25,0.0,0.0,,0.0,100.0,25.65,0.3737,51.08,0.3659
2023-06-27,283229.0,367631.24,0.59,10.61,0.24,0.38,0.0,295209.33,110351.0,227434.0,143235.6,,,,,,,,,,,,,,,,,,0.14,,,,100.0,14.12,0.0,0.0,,0.0,100.0,25.62,0.3742,51.16,0.3624
2023-06-28,283229.0,358567.91,0.59,10.71,0.24,0.38,0.0,287931.44,110351.0,227434.0,139704.37,,,,,,,,,,,,,,,,,,0.14,,,,100.0,14.1,0.0,0.0,,0.0,100.0,25.71,0.3732,50.97,0.362
2023-06-29,233844.0,310544.83,0.49,8.63,0.2,0.3,0.0,236449.07,102966.0,178049.0,136738.85,,,,,,,,0.01,,7385.0,,,,,,,49385.0,0.13,0.07,,,100.0,13.16,0.0,0.0,,0.0,100.0,27.68,0.4609,61.34,0.2989
2023-06-30,233844.0,318027.84,0.49,8.45,0.2,0.32,0.0,242146.64,102966.0,178049.0,140033.76,,,,,,,,,,,,,,,,,,0.14,,,,100.0,13.16,0.0,0.0,,0.0,100.0,27.69,0.4609,61.31,0.2989
2023-07-03,237648.0,334133.09,0.5,8.56,0.2,0.33,0.0,255685.32,64770.0,181853.0,91066.62,,,,0.01,,,,0.05,3804.0,38196.0,,,0.01,,,,,0.09,,,,100.0,7.85,0.0,0.0,,0.0,100.0,27.35,0.4675,62.05,0.2879
2023-07-04,237648.0,328429.54,0.5,8.67,0.2,0.34,0.0,251320.85,64770.0,181853.0,89512.14,,,,,,,,,,,,,,,,,,0.09,,,,100.0,7.85,0.0,0.0,,0.0,100.0,27.58,0.4686,62.07,0.2879
2023-07-05,237648.0,330330.72,0.5,8.6,0.2,0.34,0.0,252775.67,64770.0,181853.0,90030.3,,,,,,,,,,,,,,,,,,0.09,,,,100.0,7.85,0.0,0.0,,0.0,100.0,27.35,0.4652,61.84,0.2879
2023-07-06,231053.0,305452.07,0.48,8.21,0.19,0.33,0.0,231691.08,64770.0,175258.0,85625.94,,,,,,,,,,,,,,,,,6595.0,0.09,0.01,,,100.0,7.85,0.0,0.0,,0.0,100.0,28.4,0.4968,64.27,0.2799
2023-07-07,223758.0,295360.56,0.47,8.05,0.19,0.3,0.0,221711.16,64770.0,167963.0,85496.4,,,,,,,,,,,,,,,,,7295.0,0.09,0.02,,,100.0,7.85,0.0,0.0,,0.0,100.0,25.38,0.5145,66.84,0.271
2023-07-10,219763.0,297119.58,0.46,7.98,0.18,0.3,0.0,227085.98,60775.0,167963.0,82167.8,,,,,,,,0.01,,3995.0,,,,,,,,0.08,,,,100.0,7.36,0.0,0.0,,0.0,100.0,25.47,0.5161,66.93,0.2661
2023-07-11,219763.0,306789.15,0.46,7.64,0.18,0.3,0.0,234476.35,60775.0,167963.0,84841.9,,,,,,,,,,,,,,,,,,0.08,,,,100.0,7.36,0.0,0.0,,0.0,100.0,25.56,0.5149,66.8,0.2661
2023-07-12,176258.0,247466.23,0.37,5.97,0.15,0.25,0.0,202117.03,36770.0,143958.0,51625.08,,,,,,,,0.03,,24005.0,,,,,,,24005.0,0.05,0.03,,,100.0,4.45,0.0,0.0,,0.0,100.0,29.81,0.5071,64.56,0.2134
2023-07-13,174768.0,244675.2,0.36,6.22,0.15,0.25,0.0,199455.2,35280.0,142468.0,49392.0,,,,,,,,0.0,,1490.0,,,,,,,1490.0,0.05,0.0,,,100.0,4.27,0.0,0.0,,0.0,100.0,30.2,0.5176,65.24,0.2117
2023-07-14,174768.0,244675.2,0.36,6.2,0.15,0.25,0.0,199455.2,35280.0,142468.0,49392.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,4.27,0.0,0.0,,0.0,100.0,30.27,0.5167,65.14,0.2117
2023-07-17,174768.0,241878.91,0.36,6.28,0.15,0.25,0.0,197175.71,35280.0,142468.0,48827.52,,,,,,,,,,,,,,,,,,0.05,,,,100.0,4.27,0.0,0.0,,0.0,100.0,30.23,0.5162,65.11,0.2117
2023-07-18,174768.0,240131.23,0.36,6.5,0.15,0.25,0.0,195751.03,35280.0,142468.0,48474.72,,,,,,,,,,,,,,,,,,0.05,,,,100.0,4.27,0.0,0.0,,0.0,100.0,30.24,0.517,65.17,0.2117
2023-07-19,174768.0,236985.41,0.36,6.5,0.15,0.25,0.0,193186.61,35280.0,142468.0,47839.68,,,,,,,,,,,,,,,,,,0.05,,,,100.0,4.27,0.0,0.0,,0.0,100.0,30.21,0.5169,65.18,0.2117
2023-07-20,174768.0,231392.83,0.36,6.25,0.15,0.24,0.0,188627.63,35280.0,142468.0,46710.72,,,,,,,,,,,,,,,,,,0.05,,,,100.0,4.29,0.0,0.0,,0.0,100.0,30.22,0.5175,65.23,0.2125
2023-07-21,180768.0,232106.11,0.38,6.24,0.15,0.25,0.0,186780.91,38280.0,145468.0,49151.52,,,,0.0,,,,,3000.0,,,,0.0,,,3000.0,,0.05,,,,5.99,4.65,600800.0,771427.2,,0.79,6.01,28.85,0.4817,62.82,0.2198
2023-07-24,180768.0,231744.58,0.38,6.18,0.15,0.24,0.0,186489.98,38280.0,145468.0,49074.96,,,,,,,,,,,,,,,,,,0.05,,,,5.99,4.65,600800.0,770225.6,,0.79,5.84,28.74,0.482,62.89,0.2198
2023-07-25,180768.0,238975.3,0.38,6.14,0.15,0.24,0.0,192308.7,38280.0,145468.0,50606.16,,,,,,,,,,,,,,,,,,0.05,,,,5.97,4.64,602500.0,796505.0,,0.8,5.81,28.69,0.4826,62.96,0.2193
2023-07-26,179492.0,244468.1,0.37,5.87,0.15,0.24,0.0,196389.5,38280.0,144192.0,52137.36,,,,,,,,,,,,,,,,,1276.0,0.05,0.0,,,5.97,4.64,602500.0,820605.0,,0.8,5.98,29.03,0.49,63.39,0.2178
2023-07-27,137887.0,182010.84,0.29,5.04,0.12,0.19,0.0,164850.84,18975.0,124887.0,25047.0,,,,0.01,,,,0.03,10000.0,22300.0,,,0.01,,,2995.0,29305.0,0.03,0.04,,,3.05,2.29,602500.0,795300.0,,0.8,3.16,33.57,0.3861,50.19,0.1667
2023-07-28,135060.0,176658.48,0.28,4.4,0.11,0.18,0.0,159433.43,18979.0,121891.0,24824.53,,,4.0,,,,,,,,,,,4.0,,,2996.0,0.03,0.01,,,3.05,2.29,602500.0,788070.0,,0.8,3.05,34.0,0.3817,49.36,0.1633
2023-07-31,133484.0,173262.23,0.28,4.28,0.11,0.18,0.0,155355.02,16776.0,119688.0,21775.25,,,,,,,,0.0,,2203.0,,,,,,,2203.0,0.02,0.0,,,2.71,2.03,602500.0,782045.0,,0.78,2.73,34.42,0.379,48.74,0.1618
2023-08-01,131892.0,165128.78,0.28,4.29,0.11,0.18,0.0,148852.78,15980.0,118892.0,20006.96,,,,,,,,0.0,,796.0,,,,,,,796.0,0.02,0.0,,,2.58,1.94,602500.0,754330.0,,0.75,2.68,34.78,0.3763,48.13,0.16
2023-08-02,47892.0,60822.84,0.1,1.5,0.04,0.06,0.0,44312.84,15980.0,34892.0,20294.6,,,,,,,,,,,,,,,,,84000.0,0.02,0.11,,,2.58,1.94,602500.0,765175.0,,0.75,2.6,46.99,0.4504,47.62,0.0581
2023-08-03,47892.0,60439.7,0.1,1.49,0.04,0.06,0.0,44033.7,15980.0,34892.0,20166.76,,,,,,,,,,,,,,,,,,0.02,,,,2.58,1.94,602500.0,760355.0,,0.76,2.6,47.19,0.4493,47.28,0.0581
2023-08-04,47892.0,60822.84,0.1,1.47,0.04,0.06,0.0,44312.84,15980.0,34892.0,20294.6,,,,,,,,,,,,,,,,,,0.02,,,,2.58,1.94,602500.0,765175.0,,0.76,2.58,46.89,0.4492,47.57,0.0581
2023-08-07,47892.0,61972.25,0.1,1.47,0.04,0.06,0.0,45150.25,15980.0,34892.0,20678.12,,,,,,,,,,,,,,,,,,0.02,,,,2.58,1.94,602500.0,779635.0,,0.78,2.54,45.97,0.4485,48.37,0.0581
2023-08-08,47892.0,62451.17,0.1,1.48,0.04,0.06,0.0,45499.17,15980.0,34892.0,20837.92,,,,,,,,,,,,,,,,,,0.02,,,,2.58,1.94,602500.0,785660.0,,0.78,2.58,45.63,0.449,48.75,0.0581
2023-08-09,47892.0,62546.95,0.1,1.48,0.04,0.06,0.0,45568.95,15980.0,34892.0,20869.88,,,,,,,,,,,,,,,,,,0.02,,,,2.58,1.94,602500.0,786865.0,,0.79,2.57,45.57,0.4491,48.81,0.0581
2023-08-10,47892.0,63121.66,0.1,1.53,0.04,0.06,0.0,45987.66,15980.0,34892.0,21061.64,,,,,,,,,,,,,,,,,,0.02,,,,2.58,1.94,602500.0,794095.0,,0.8,2.55,43.74,0.4481,50.32,0.0581
2023-08-11,47892.0,62259.6,0.1,1.57,0.04,0.06,0.0,45359.6,15980.0,34892.0,20774.0,,,,,,,,,,,,,,,,,,0.02,,,,2.58,1.94,602500.0,783250.0,,0.8,2.58,43.52,0.4483,50.54,0.0581
2023-08-14,47892.0,62259.6,0.1,1.58,0.04,0.06,0.0,45359.6,15980.0,34892.0,20774.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,2.92,0.0,0.0,,0.0,100.0,43.9,0.449,50.29,0.0877
2023-08-15,47892.0,62259.6,0.1,1.58,0.04,0.06,0.0,45359.6,15980.0,34892.0,20774.0,,,,,,,,,,,,,,,,,,0.02,,,,2.58,1.94,602500.0,783250.0,,0.78,2.58,43.95,0.4489,50.24,0.0581
2023-08-16,40392.0,52105.68,0.08,1.36,0.03,0.05,0.0,35335.68,15980.0,27392.0,20614.2,,,,,,,,,,,,,,,,,7500.0,0.02,0.01,,,2.58,1.94,602500.0,777225.0,,0.78,2.59,30.23,0.4876,62.53,0.049
2023-08-17,38392.0,49679.25,0.08,1.32,0.03,0.05,0.0,32857.25,15980.0,25392.0,20678.12,,,,,,,,,,,,,,,,,2000.0,0.02,0.0,,,2.58,1.94,602500.0,779635.0,,0.78,2.57,25.48,0.5163,66.74,0.0466
2023-08-18,38392.0,49909.6,0.08,1.38,0.03,0.05,0.0,33009.6,15980.0,25392.0,20774.0,,,,,,,,,,,,,,,,,,0.02,,,,2.58,1.94,602500.0,783250.0,,0.78,2.57,25.45,0.5167,66.77,0.0466
2023-08-21,38392.0,49141.76,0.08,1.33,0.03,0.05,0.0,32501.76,15980.0,25392.0,20454.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.94,0.0,0.0,,0.0,100.0,25.43,0.5171,66.82,0.0466
2023-08-22,38392.0,48681.06,0.08,1.38,0.03,0.05,0.0,32197.06,15980.0,25392.0,20262.64,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.94,0.0,0.0,,0.0,100.0,25.52,0.5156,66.66,0.0466
2023-08-23,38392.0,48143.57,0.08,1.36,0.03,0.05,0.0,31841.57,15980.0,25392.0,20038.92,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.94,0.0,0.0,,0.0,100.0,25.86,0.5149,66.5,0.0466
2023-08-24,38392.0,47913.22,0.08,1.34,0.03,0.05,0.0,31689.22,15980.0,25392.0,19943.04,,,353.0,,,,,0.0,,353.0,,,,353.0,,,,0.02,,,,100.0,1.94,0.0,0.0,,0.0,100.0,25.9,0.514,66.41,0.0466
2023-08-25,38392.0,47759.65,0.08,1.17,0.03,0.05,0.0,31587.65,15980.0,25392.0,19879.12,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.94,0.0,0.0,,0.0,100.0,26.0,0.5128,66.27,0.0466
2023-08-28,38392.0,47836.43,0.08,1.17,0.03,0.05,0.0,31638.43,15980.0,25392.0,19911.08,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.94,0.0,0.0,,0.0,100.0,26.06,0.5122,66.21,0.0466
2023-08-29,38392.0,47375.73,0.08,1.19,0.03,0.05,0.0,31333.73,15980.0,25392.0,19719.32,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.94,0.0,0.0,,0.0,100.0,26.1,0.5122,66.2,0.0466
2023-08-30,38392.0,46915.02,0.08,1.21,0.03,0.05,0.0,31029.02,15980.0,25392.0,19527.56,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.94,0.0,0.0,,0.0,100.0,26.21,0.5113,66.08,0.0466
2023-08-31,38392.0,47222.16,0.08,1.26,0.03,0.05,0.0,31232.16,15980.0,25392.0,19655.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.94,0.0,0.0,,0.0,100.0,24.93,0.5197,67.18,0.0466
2023-09-01,38392.0,45916.83,0.08,1.32,0.03,0.05,0.0,30368.83,15980.0,25392.0,19112.08,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.94,0.0,0.0,,0.0,100.0,24.93,0.5192,67.14,0.0466
2023-09-04,38392.0,46838.24,0.08,1.27,0.03,0.05,0.0,30978.24,15980.0,25392.0,19495.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.94,0.0,0.0,,0.0,100.0,24.96,0.5187,67.08,0.0466
2023-09-05,22907.0,27580.03,0.05,0.78,0.02,0.03,0.0,11928.03,13495.0,9907.0,16247.98,,,,,,,,0.0,,2485.0,,,,,,,15485.0,0.02,0.02,,,100.0,1.64,0.0,0.0,,0.0,100.0,26.94,0.4138,55.81,0.0278
2023-09-06,9907.0,12027.1,0.02,0.35,0.01,0.01,0.0,12027.1,495.0,9907.0,600.93,,,,,,,,0.02,,13000.0,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,22.36,0.5769,72.4,0.012
2023-09-07,14607.0,17586.83,0.03,0.53,0.01,0.02,0.0,17586.83,495.0,14607.0,595.98,,,,0.01,,,,,4700.0,,,,0.01,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,15.38,0.6813,81.02,0.0177
2023-09-08,14607.0,17995.82,0.03,0.61,0.01,0.02,0.0,17995.82,495.0,14607.0,609.84,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,15.36,0.6817,81.04,0.0177
2023-09-11,14607.0,18112.68,0.03,0.61,0.01,0.02,0.0,18112.68,495.0,14607.0,613.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,15.31,0.6825,81.11,0.0177
2023-09-12,14607.0,18171.11,0.03,0.61,0.01,0.02,0.0,18171.11,495.0,14607.0,615.78,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,15.32,0.6822,81.08,0.0177
2023-09-13,9907.0,12264.87,0.02,0.42,0.01,0.01,0.0,12264.87,495.0,9907.0,612.81,,,,,,,,,,,,,,,,,4700.0,0.0,0.01,,,100.0,0.06,0.0,0.0,,0.0,100.0,23.17,0.5689,71.59,0.012
2023-09-14,9907.0,12383.75,0.02,0.43,0.01,0.01,0.0,12383.75,495.0,9907.0,618.75,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,22.68,0.5727,72.0,0.012
2023-09-15,9907.0,12581.89,0.02,0.43,0.01,0.01,0.0,12581.89,495.0,9907.0,628.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,22.65,0.5731,72.04,0.012
2023-09-18,9412.0,12329.72,0.02,0.35,0.01,0.01,0.0,12329.72,0.0,9412.0,0.0,,,,,,,,0.0,,495.0,,,,,,,495.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.52,0.6299,75.48,0.0114
2023-09-19,9412.0,11877.94,0.02,0.33,0.01,0.01,0.0,11877.94,0.0,9412.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.17,0.6233,74.83,0.0114
2023-09-20,9412.0,11990.89,0.02,0.33,0.01,0.01,0.0,11990.89,0.0,9412.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.57,0.6293,75.43,0.0114
2023-09-21,9412.0,11350.87,0.02,0.33,0.01,0.01,0.0,11350.87,0.0,9412.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,24.57,0.6293,75.43,0.0115
2023-09-22,9412.0,10842.62,0.02,0.31,0.01,0.01,0.0,10842.62,0.0,9412.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,23.92,0.636,76.08,0.0115
2023-09-25,7912.0,8639.9,0.02,0.25,0.01,0.01,0.0,8639.9,0.0,7912.0,0.0,,,,,,,,,,,,,,,,,1500.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.9,0.6068,73.1,0.0096
2023-09-26,7912.0,9003.86,0.02,0.24,0.01,0.01,0.0,9003.86,0.0,7912.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.17,0.6136,73.83,0.0096
2023-09-27,7912.0,9019.68,0.02,0.23,0.01,0.01,0.0,9019.68,0.0,7912.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.07,0.6052,72.93,0.0096
2023-09-28,7912.0,8719.02,0.02,0.23,0.01,0.01,0.0,8719.02,0.0,7912.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.95,0.6063,73.05,0.0096
2023-09-29,7912.0,8560.78,0.02,0.22,0.01,0.01,0.0,8560.78,0.0,7912.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.17,0.6135,73.83,0.0096
