,LVC FP Equity_DX_SI_QTY,LVC FP Equity_DX_SHORT_INTEREST_VALUE,LVC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LVC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LVC FP Equity_DX_SI_MV,LVC FP Equity_DX_DSS,LVC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LVC FP Equity_DX_SUPPLY_SI_QTY,LVC FP Equity_DX_BROKER_SI_QTY,LVC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LVC FP Equity_DX_BROKER_SI_MV_NEW_x,LVC FP Equity_DX_SUPPLY_SI_QTY_INC_x,LVC FP Equity_DX_BROKER_SI_MV_INC_x,LVC FP Equity_DX_BROKER_SI_QTY_ADD,LVC FP Equity_DX_BROKER_SI_QTY_NEW,LVC FP Equity_DX_SUPPLY_SI_MV_DEC,LVC FP Equity_DX_BROKER_SI_QTY_INC,LVC FP Equity_DX_SUPPLY_SI_QTY_DEC,LVC FP Equity_DX_BROKER_SI_MV_NEW_y,LVC FP Equity_DX_BROKER_SI_MV_INC_y,LVC FP Equity_DX_SUPPLY_SI_QTY_INC_y,LVC FP Equity_DX_BROKER_SI_MV_ADD,LVC FP Equity_DX_SUPPLY_SI_QTY_ADD,LVC FP Equity_DX_BROKER_SI_QTY_DEC,LVC FP Equity_DX_SUPPLY_SI_MV,LVC FP Equity_DX_BROKER_SI_MV_DEC,LVC FP Equity_DX_BROKER_SI_MV_RMV,LVC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LVC FP Equity_DX_UTILIZATION_QUANTITY,LVC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LVC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LVC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LVC FP Equity_DX_ACTIVE_UTILIZATION_MV,LVC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LVC FP Equity_DX_BROKER_SI_CON_RATIO,LVC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LVC FP Equity_DX_DEMAND_SUPPLY_RATIO
2012-01-06,965700.0,5270790.6,0.19,1.44,5.32,,5270790.6,0.0,965700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.4216,57.58,17.848
2012-01-09,581700.0,3162702.9,0.11,0.87,3.18,,3162702.9,0.0,581700.0,0.0,,,,,,,,,,,,,,384000.0,0.0,2.12,,0.0,0.0,0.0,0.0,0.0,0.0,36.11,0.5386,63.89,10.7509
2012-01-10,555300.0,3175760.7,0.11,0.85,3.02,,3175760.7,0.0,555300.0,0.0,,,,,,,,,,,,,,26400.0,0.0,0.15,,0.0,0.0,0.0,0.0,0.0,0.0,37.78,0.5298,62.22,10.263
2012-01-11,555300.0,3158546.4,0.12,0.88,3.18,,3158546.4,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.81,0.5297,62.19,10.263
2012-01-12,555300.0,3150216.9,0.12,0.88,3.16,,3150216.9,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.85,0.5295,62.15,10.263
2012-01-13,555300.0,3144663.9,0.12,0.88,3.15,,3144663.9,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.84,0.5296,62.16,10.263
2012-01-16,555300.0,3194640.9,0.12,0.88,3.15,,3194640.9,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.89,0.5293,62.11,10.263
2012-01-17,555300.0,3288486.6,0.13,0.88,3.2,,3288486.6,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.87,0.5294,62.13,10.263
2012-01-18,555300.0,3281823.0,0.13,0.9,3.29,,3281823.0,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.84,0.5296,62.16,10.263
2012-01-19,555300.0,3396214.8,0.13,0.9,3.29,,3396214.8,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.81,0.5297,62.19,10.263
2012-01-20,555300.0,3390106.5,0.13,0.9,3.4,,3390106.5,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.91,0.5292,62.09,10.263
2012-01-23,555300.0,3426756.3,0.13,0.92,3.4,,3426756.3,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.84,0.5296,62.16,10.263
2012-01-24,555300.0,3388440.6,0.14,0.92,3.43,,3388440.6,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.83,0.5296,62.17,5.3339
2012-01-25,555300.0,3370115.7,0.14,0.93,3.41,,3370115.7,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.86,0.5295,62.14,5.3339
2012-01-26,555300.0,3474512.1,0.14,0.94,3.36,,3474512.1,0.0,555300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.84,0.5296,62.16,5.3339
2012-01-27,538000.0,3279110.0,0.14,0.94,3.38,,3279110.0,0.0,538000.0,0.0,,,,,,,,,,,,,,17300.0,0.0,0.02,,0.0,0.0,0.0,0.0,0.0,0.0,39.05,0.524,60.95,5.1678
2012-01-30,538000.0,3170972.0,0.14,0.94,3.28,,3170972.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.03,0.524,60.97,5.1678
2012-01-31,538000.0,3244140.0,0.14,0.96,3.17,,3244140.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.05,0.524,60.95,5.1678
2012-02-01,538000.0,3366266.0,0.14,0.96,3.24,,3366266.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.98,0.5243,61.02,5.1678
2012-02-02,538000.0,3384558.0,0.14,0.96,3.32,,3384558.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.11,0.5283,61.89,5.1678
2012-02-03,538000.0,3477094.0,0.15,0.96,3.39,,3477094.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.08,0.5239,60.92,5.1678
2012-02-06,538000.0,3445352.0,0.15,0.97,3.49,,3445352.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.15,0.5236,60.85,5.1678
2012-02-07,538000.0,3459878.0,0.15,0.97,3.45,,3459878.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.04,0.524,60.96,5.1678
2012-02-08,538000.0,3462030.0,0.14,0.98,3.45,,3462030.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.94,0.5245,61.06,5.1678
2012-02-09,538000.0,3485164.0,0.15,0.99,3.46,,3485164.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.99,0.5242,61.01,5.1678
2012-02-10,538000.0,3379178.0,0.15,0.99,3.48,,3379178.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.04,0.524,60.96,9.9433
2012-02-13,538000.0,3399084.0,0.15,0.99,3.38,,3399084.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.04,0.524,60.96,9.9433
2012-02-14,538000.0,3385096.0,0.15,0.99,3.39,,3385096.0,0.0,538000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.91,0.5246,61.09,9.9433
2012-02-15,548000.0,3480896.0,0.16,1.02,3.46,,3480896.0,0.0,548000.0,0.0,,,,10000.0,,,,,,,,0.06,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.4,0.5049,59.76,10.1281
2012-02-16,548000.0,3479800.0,0.16,1.02,3.48,,3479800.0,0.0,548000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.21,0.5059,59.96,10.1281
2012-02-17,548000.0,3573508.0,0.17,1.02,3.48,,3573508.0,0.0,548000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.23,0.5052,59.89,10.1281
2012-02-20,548000.0,3639816.0,0.17,1.03,3.53,,3639816.0,0.0,548000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.46,0.5086,60.66,10.1281
2012-02-21,548000.0,3630500.0,0.17,1.03,3.56,,3630500.0,0.0,548000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,36.95,0.5113,61.19,10.1281
2012-02-22,538000.0,3526052.0,0.17,1.02,3.48,,3526052.0,0.0,538000.0,0.0,,,,,,,,,,,,,,10000.0,0.0,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,37.53,0.5311,62.47,9.9433
2012-02-23,528000.0,3461568.0,0.17,1.0,3.48,,3461568.0,0.0,528000.0,0.0,,,,,,,,,,,,,,10000.0,0.0,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,39.79,0.5209,60.21,9.7584
2012-02-24,528000.0,3502752.0,0.17,1.02,3.46,,3502752.0,0.0,528000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.78,0.5209,60.22,9.7584
2012-02-27,528000.0,3452064.0,0.18,1.02,3.5,,3452064.0,0.0,528000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.77,0.5209,60.23,9.7584
2012-02-28,528000.0,3474240.0,0.18,1.02,3.46,,3474240.0,0.0,528000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.75,0.521,60.25,9.7584
2012-02-29,528000.0,3463680.0,0.18,1.04,3.46,,3463680.0,0.0,528000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.5216,60.4,9.7584
2012-03-01,478000.0,3225066.0,0.17,0.94,3.14,,3225066.0,0.0,478000.0,0.0,,,,,,,,,,,,,,50000.0,0.0,0.32,,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.5543,66.48,8.8343
2012-03-02,478000.0,3224110.0,0.18,0.94,3.2,,3224110.0,0.0,478000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,32.9,0.5585,67.1,8.8343
2012-03-05,478000.0,3202600.0,0.18,0.94,3.22,,3202600.0,0.0,478000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.5543,66.48,8.8343
2012-03-06,485840.0,3030184.08,0.19,0.95,3.26,,3030184.08,0.0,485840.0,0.0,,,,7840.0,,,,,,,,0.05,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.536,65.28,8.9792
2012-03-07,488140.0,3089926.2,0.18,0.96,3.04,,3089926.2,2300.0,488140.0,14559.0,,,,2300.0,,,,,,,,0.01,2300.0,,0.01,,,100.0,4.25,0.0,0.0,0.0,100.0,32.73,0.5325,65.2,9.0218
2012-03-08,488140.0,3246131.0,0.19,0.96,3.09,,3246131.0,2300.0,488140.0,15295.0,,,,,,,,,,,,,,,0.01,,,100.0,4.25,0.0,0.0,0.0,100.0,32.79,0.5321,65.14,9.0218
2012-03-09,438140.0,2928527.76,0.17,0.87,2.91,,2928527.76,2300.0,438140.0,15373.2,,,,,,,,,,,,,,50000.0,0.01,0.29,,100.0,4.25,0.0,0.0,0.0,100.0,25.12,0.59,72.57,8.0977
2012-03-12,438140.0,2933785.44,0.17,0.87,2.93,,2933785.44,2300.0,438140.0,15400.8,,,,,,,,,,,,,,,0.02,,,100.0,4.25,0.0,0.0,0.0,100.0,25.12,0.59,72.57,8.0977
2012-03-13,438140.0,3031928.8,0.18,0.87,2.93,,3031928.8,2300.0,438140.0,15916.0,,,,,,,,,,,,,,,0.02,,,100.0,4.25,0.0,0.0,0.0,100.0,25.11,0.5901,72.58,8.0977
2012-03-14,438140.0,3059093.48,0.18,0.87,3.03,,3059093.48,2300.0,438140.0,16058.6,,,,,,,,,,,,,,,0.02,,,100.0,4.25,0.0,0.0,0.0,100.0,25.14,0.5906,72.6,8.0977
2012-03-15,438140.0,3086258.16,0.18,0.9,3.06,,3086258.16,2300.0,438140.0,16201.2,,,,,,,,,,,,,,,0.02,,,100.0,4.25,0.0,0.0,0.0,100.0,25.11,0.5901,72.58,8.0977
2012-03-16,438140.0,3109917.72,0.18,0.9,3.09,,3109917.72,2300.0,438140.0,16325.4,,,,,,,,,,,,,,,0.02,,,100.0,4.25,0.0,0.0,0.0,100.0,25.11,0.5901,72.58,8.0977
2012-03-19,438140.0,3093706.54,0.19,0.92,3.11,,3093706.54,2300.0,438140.0,16240.3,,,,,,,,,,,,,,,0.02,,,100.0,4.25,0.0,0.0,0.0,100.0,25.12,0.5902,72.58,8.0977
2012-03-20,438140.0,3016593.9,0.18,0.92,3.09,,3016593.9,2300.0,438140.0,15835.5,,,,,,,,,,,,,,,0.02,,,100.0,4.25,0.0,0.0,0.0,100.0,25.11,0.5902,72.58,8.0977
2012-03-21,338140.0,2320654.82,0.14,0.73,2.35,,2320654.82,2300.0,338140.0,15784.9,,,,,,,,,,,,,,100000.0,0.02,0.75,,100.0,4.25,0.0,0.0,0.0,100.0,33.09,0.5189,63.94,6.2495
2012-03-22,218340.0,1449777.6,0.09,0.49,1.5,,1449777.6,2300.0,218340.0,15272.0,,,0.02,,,,3000.0,,,0.02,,,,122800.0,0.02,0.87,,100.0,4.25,0.0,0.0,0.0,100.0,4.58,0.8033,89.41,4.0353
2012-03-23,203440.0,1356944.8,0.09,0.45,1.35,,1356944.8,2300.0,203440.0,15341.0,,,,,,,,,,,,,,14900.0,0.02,0.14,,100.0,4.25,0.0,0.0,0.0,100.0,4.92,0.79,88.62,3.76
2012-03-26,210769.0,1423323.06,0.09,0.47,1.41,,1423323.06,2300.0,210769.0,15531.9,,,0.05,,,,7329.0,,,0.05,,,,,0.02,,,100.0,4.25,0.0,0.0,0.0,100.0,6.08,0.7379,85.48,3.8954
2012-03-27,205540.0,1363552.36,0.09,0.46,1.38,,1363552.36,2300.0,205540.0,15258.2,,,,,,,,,,,,,,5229.0,0.02,0.04,,100.0,4.25,0.0,0.0,0.0,100.0,4.8,0.7764,87.83,3.7988
2012-03-28,203240.0,1317198.44,0.08,0.46,1.35,,1317198.44,0.0,203240.0,0.0,,,,,,0.02,,2300.0,,,,,,2300.0,0.0,0.02,,0.0,0.0,0.0,0.0,0.0,0.0,5.01,0.79,88.62,3.7563
2012-03-29,193240.0,1216639.04,0.08,0.43,1.25,,1216639.04,0.0,193240.0,0.0,,,,,,,,,,,,,,10000.0,0.0,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,4.06,0.8729,93.3,3.5714
2012-03-30,193240.0,1248910.12,0.08,0.43,1.22,,1248910.12,0.0,193240.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.8706,93.17,3.5714
2012-04-02,193240.0,1275190.76,0.08,0.43,1.25,,1275190.76,0.0,193240.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.8727,93.29,3.5714
2012-04-03,201240.0,1283106.24,0.08,0.45,1.32,,1283106.24,0.0,201240.0,0.0,,,0.05,,,,8000.0,,,0.05,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.51,0.8096,89.66,3.7193
2012-04-04,205825.0,1243800.48,0.08,0.46,1.31,,1243800.48,0.0,205825.0,0.0,,,0.03,,,,4585.0,,,0.03,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,8.74,0.7739,87.45,3.804
2012-04-05,193240.0,1170068.2,0.07,0.43,1.17,,1170068.2,0.0,193240.0,0.0,,,,,,,,,,,,,,12585.0,0.0,0.08,,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.873,93.31,3.5714
2012-04-06,193240.0,1170068.2,0.07,0.43,1.17,,1170068.2,0.0,193240.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.06,0.8727,93.29,3.5714
2012-04-09,193240.0,1170068.2,0.07,0.43,1.17,,1170068.2,0.0,193240.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.06,0.8727,93.29,3.5714
2012-04-10,193240.0,1098376.16,0.07,0.41,1.17,,1098376.16,0.0,193240.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.873,93.31,3.5714
2012-04-11,264109.0,1518890.86,0.09,0.55,1.5,,1518890.86,0.0,264109.0,0.0,,,0.34,,,,70869.0,,,0.34,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.8962,94.59,4.8812
2012-04-12,265709.0,1558117.58,0.09,0.5,1.53,,1558117.58,0.0,265709.0,0.0,,,0.01,,,,1600.0,,,0.01,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.8864,94.06,4.9108
2012-04-13,323709.0,1809209.6,0.1,0.6,1.9,,1809209.6,0.0,323709.0,0.0,,,0.34,,,,58000.0,,,0.34,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.26,0.6395,77.32,5.9828
2012-04-16,258140.0,1451779.36,0.08,0.47,1.45,,1451779.36,0.0,258140.0,0.0,,,,,,,,,,,,,,65569.0,0.0,0.38,,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.9384,96.82,4.7709
2012-04-17,258140.0,1526381.82,0.08,0.46,1.45,,1526381.82,0.0,258140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.9388,96.84,4.7709
2012-04-18,344140.0,1975363.6,0.11,0.62,2.04,,1975363.6,0.0,344140.0,0.0,,,0.49,16000.0,,,70000.0,,,0.49,,0.09,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.8693,93.09,6.3604
2012-04-19,346440.0,1909923.72,0.1,0.62,1.99,,1897243.82,2300.0,344140.0,12679.9,,,,,,,,,,,,,2300.0,,0.01,,,100.0,4.25,0.0,0.0,0.0,100.0,5.28,0.8581,92.45,6.4029
2012-04-20,344140.0,1916171.52,0.1,0.61,1.9,,1916171.52,0.0,344140.0,0.0,,,,,,0.01,,2300.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.8673,92.99,6.3604
2012-04-23,277140.0,1454985.0,0.08,0.49,1.55,,1454985.0,0.0,277140.0,0.0,,,,,,,,,,,,,,67000.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,5.77,0.8395,91.4,5.1221
2012-04-24,277140.0,1518450.06,0.08,0.49,1.46,,1518450.06,0.0,277140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.8313,90.92,5.1221
2012-04-25,207140.0,1185876.5,0.06,0.37,1.14,,1185876.5,0.0,207140.0,0.0,,,,,,,,,,,,,,70000.0,0.0,0.32,,0.0,0.0,0.0,0.0,0.0,0.0,7.83,0.7877,88.32,3.8283
2012-04-26,198140.0,1131379.4,0.06,0.35,1.13,,1131379.4,0.0,198140.0,0.0,,,,,,,,,,,,,,9000.0,0.0,0.05,,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.8629,92.75,3.662
2012-04-27,198140.0,1157732.02,0.06,0.35,1.13,,1157732.02,0.0,198140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.8632,92.77,3.662
2012-04-30,198140.0,1121472.4,0.05,0.35,1.15,,1121472.4,0.0,198140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.79,0.8653,92.89,3.662
2012-05-01,191140.0,1081852.4,0.05,0.34,1.12,,1081852.4,0.0,191140.0,0.0,,,,,,,,,,,,,,7000.0,0.0,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.9247,96.08,3.5326
2012-05-02,196140.0,1122116.94,0.05,0.35,1.11,,1122116.94,0.0,196140.0,0.0,,,,5000.0,,,,,,,,0.03,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.8762,93.49,3.625
2012-05-03,196140.0,1120743.96,0.05,0.35,1.12,,1120743.96,0.0,196140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.8774,93.55,3.625
2012-05-04,199140.0,1103633.88,0.05,0.35,1.14,,1103633.88,0.0,199140.0,0.0,,,,3000.0,,,,,,,,0.02,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.84,0.8513,92.14,3.6805
2012-05-07,199140.0,1140474.78,0.05,0.35,1.1,,1140474.78,0.0,199140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.8479,91.95,3.6805
2012-05-08,199140.0,1081330.2,0.05,0.35,1.14,,1081330.2,0.0,199140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.8518,92.16,3.6805
2012-05-09,213140.0,1139446.44,0.06,0.39,1.16,,1139446.44,0.0,213140.0,0.0,,,0.07,,,,14000.0,,,0.07,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.96,0.7455,85.86,3.9392
2012-05-10,213140.0,1173122.56,0.06,0.39,1.14,,1173122.56,0.0,213140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.7431,85.71,3.9392
2012-05-11,213140.0,1178664.2,0.06,0.39,1.17,,1178664.2,0.0,213140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.96,0.7456,85.86,3.9392
2012-05-14,181140.0,960042.0,0.05,0.33,1.0,,960042.0,0.0,181140.0,0.0,,,,,,,,,,,,,,32000.0,0.0,0.18,,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.7342,85.18,3.3478
2012-05-15,167140.0,873473.64,0.04,0.3,0.88,,873473.64,0.0,167140.0,0.0,,,,,,,,,,,,,,14000.0,0.0,0.08,,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.8556,92.33,3.0891
2012-05-16,167140.0,875646.46,0.04,0.29,0.87,,875646.46,0.0,167140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.8544,92.27,3.0891
2012-05-17,167140.0,855422.52,0.04,0.29,0.87,,855422.52,0.0,167140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.8559,92.35,3.0891
2012-05-18,167140.0,853082.56,0.04,0.29,0.86,,853082.56,0.0,167140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.83,0.8531,92.19,3.0891
2012-05-21,167140.0,864782.36,0.04,0.29,0.86,,864782.36,0.0,167140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.84,0.8521,92.13,5.4608
2012-05-22,167140.0,894199.0,0.04,0.29,0.86,,894199.0,0.0,167140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.8521,92.14,5.4608
2012-05-23,167140.0,854419.68,0.04,0.29,0.9,,854419.68,0.0,167140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.8546,92.28,5.4608
2012-05-24,177140.0,925025.08,0.05,0.31,0.91,,925025.08,0.0,177140.0,0.0,,,,10000.0,,,,,,,,0.05,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.63,0.7604,86.84,5.7876
2012-05-25,177140.0,930162.14,0.05,0.31,0.93,,930162.14,0.0,177140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.7624,86.97,5.7876
2012-05-28,167140.0,876147.88,0.04,0.29,0.88,,876147.88,0.0,167140.0,0.0,,,,,,,,,,,,,,10000.0,0.0,0.05,,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.8534,92.21,5.4608
2012-05-29,167140.0,898878.92,0.05,0.29,0.88,,898878.92,0.0,167140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.8531,92.19,5.4608
2012-05-30,167140.0,865952.34,0.05,0.29,0.9,,865952.34,0.0,167140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.8563,92.37,5.4608
2012-05-31,167140.0,863612.38,0.04,0.29,0.87,,863612.38,0.0,167140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.87,0.8524,92.15,5.4608
2012-06-01,167140.0,826340.16,0.05,0.3,0.87,,826340.16,0.0,167140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.8574,92.43,5.4608
2012-06-04,167140.0,831020.08,0.04,0.3,0.84,,831020.08,0.0,167140.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.84,0.8531,92.19,5.4608
2012-06-05,136090.0,689704.12,0.04,0.23,0.68,,689704.12,0.0,136090.0,0.0,,,,9950.0,,,,,,,,0.05,,41000.0,0.0,0.21,,0.0,0.0,0.0,0.0,0.0,0.0,7.29,0.6992,83.0,4.4464
2012-06-06,108890.0,577117.0,0.03,0.19,0.55,,577117.0,0.0,108890.0,0.0,,,,,,,,,,,,,,27200.0,0.0,0.12,,0.0,0.0,0.0,0.0,0.0,0.0,9.11,0.6367,78.79,4.155
2012-06-07,108890.0,583650.4,0.03,0.19,0.58,,583650.4,0.0,108890.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.6427,79.2,3.5577
2012-06-08,81390.0,433076.19,0.02,0.14,0.43,,433076.19,0.0,81390.0,0.0,,,,,,,,,,,,,,27500.0,0.0,0.14,,0.0,0.0,0.0,0.0,0.0,0.0,12.15,0.5511,72.38,2.6592
2012-06-11,81390.0,432018.12,0.02,0.14,0.43,,432018.12,0.0,81390.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,12.22,0.5494,72.24,2.6592
