,CC1 FP Equity_DX_SI_QTY,CC1 FP Equity_DX_SHORT_INTEREST_VALUE,CC1 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CC1 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CC1 FP Equity_DX_SI_MV,CC1 FP Equity_DX_DSS,CC1 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CC1 FP Equity_DX_SUPPLY_SI_QTY,CC1 FP Equity_DX_BROKER_SI_QTY,CC1 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CC1 FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CC1 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CC1 FP Equity_DX_BROKER_SI_MV_INC_x,CC1 FP Equity_DX_SUPPLY_SI_MV_NEW,CC1 FP Equity_DX_BROKER_SI_QTY_ADD,CC1 FP Equity_DX_SUPPLY_SI_MV_DEC,CC1 FP Equity_DX_BROKER_SI_QTY_INC,CC1 FP Equity_DX_SUPPLY_SI_QTY_DEC,CC1 FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CC1 FP Equity_DX_BROKER_SI_MV_INC_y,CC1 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CC1 FP Equity_DX_BROKER_SI_MV_ADD,CC1 FP Equity_DX_SUPPLY_SI_QTY_ADD,CC1 FP Equity_DX_BROKER_SI_QTY_DEC,CC1 FP Equity_DX_SUPPLY_SI_MV,CC1 FP Equity_DX_BROKER_SI_MV_DEC,CC1 FP Equity_DX_SUPPLY_SI_MV_RMV,CC1 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CC1 FP Equity_DX_UTILIZATION_QUANTITY,CC1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CC1 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CC1 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CC1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CC1 FP Equity_DX_ACTIVE_UTILIZATION_MV,CC1 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CC1 FP Equity_DX_BROKER_SI_CON_RATIO,CC1 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CC1 FP Equity_DX_DEMAND_SUPPLY_RATIO,CC1 FP Equity_PX_LAST
2022-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,72.0,20480.4,,0.0,0.0,,0.0,,0.0,284.45
2022-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,72.0,20080.8,,0.0,0.0,,0.0,,0.0,278.9
2022-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,72.0,19724.4,,0.0,0.0,,0.0,,0.0,273.95
2022-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,72.0,19843.2,,0.0,0.0,,0.0,,0.0,275.6
2022-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,72.0,20026.8,,0.0,0.0,,0.0,,0.0,278.15
2022-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,72.0,20134.8,,0.0,0.0,,0.0,,0.0,279.65
2022-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,72.0,19710.0,,0.0,0.0,,0.0,,0.0,273.75
2022-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,20034.85,,0.0,0.0,,0.0,,0.0,274.45
2022-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,20235.6,,0.0,0.0,,0.0,,0.0,277.2
2022-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,20228.3,,0.0,0.0,,0.0,,0.0,277.1
2022-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,19972.8,,0.0,0.0,,0.0,,0.0,273.6
2022-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,19910.75,,0.0,0.0,,0.0,,0.0,272.75
2022-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,20231.95,,0.0,0.0,,0.0,,0.0,277.15
2022-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,20356.05,,0.0,0.0,,0.0,,0.0,278.85
2022-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,20659.0,,0.0,0.0,,0.0,,0.0,283.0
2022-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,20651.7,,0.0,0.0,,0.0,,0.0,282.9
2022-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,20684.55,,0.0,0.0,,0.0,,0.0,283.35
2022-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,20564.1,,0.0,0.0,,0.0,,0.0,281.7
2022-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,73.0,20425.4,,0.0,0.0,,0.0,,0.0,279.8
2022-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17718.75,,0.0,0.0,,0.0,,0.0,281.25
2022-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17715.6,,0.0,0.0,,0.0,,0.0,281.2
2022-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17718.75,,0.0,0.0,,0.0,,0.0,281.25
2022-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17624.25,,0.0,0.0,,0.0,,0.0,279.75
2022-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17617.95,,0.0,0.0,,0.0,,0.0,279.65
2022-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17293.5,,0.0,0.0,,0.0,,0.0,274.5
2022-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17098.2,,0.0,0.0,,0.0,,0.0,271.4
2022-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17192.7,,0.0,0.0,,0.0,,0.0,272.9
2022-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17217.9,,0.0,0.0,,0.0,,0.0,273.3
2022-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17195.85,,0.0,0.0,,0.0,,0.0,272.95
2022-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17403.75,,0.0,0.0,,0.0,,0.0,276.25
2022-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17095.05,,0.0,0.0,,0.0,,0.0,271.35
2022-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,17085.6,,0.0,0.0,,0.0,,0.0,271.2
2022-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,16792.65,,0.0,0.0,,0.0,,0.0,266.55
2022-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,16383.15,,0.0,0.0,,0.0,,0.0,260.05
2022-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,16143.75,,0.0,0.0,,0.0,,0.0,256.25
2022-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,16020.9,,0.0,0.0,,0.0,,0.0,254.3
2022-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,15979.95,,0.0,0.0,,0.0,,0.0,253.65
2022-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,15507.45,,0.0,0.0,,0.0,,0.0,246.15
2022-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,15022.35,,0.0,0.0,,0.0,,0.0,238.45
2022-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,16194.15,,0.0,0.0,,0.0,,0.0,257.05
2022-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63.0,16071.3,,0.0,0.0,,0.0,,0.0,255.1
2022-03-18,6000.0,1605300.0,6.17,2.4,1.54,,1605300.0,0.0,6000.0,0.0,,,,,6000.0,,,,,,,1.54,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,95.2381,267.55
2022-03-21,6000.0,1548300.0,6.1,2.4,1.61,,1548300.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,95.2381,258.05
2022-03-22,6000.0,1603200.0,6.14,2.4,1.55,,1603200.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,95.2381,267.2
2022-03-23,6000.0,1591800.0,6.48,2.4,1.6,,1591800.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,95.2381,265.3
2022-03-24,6000.0,1597200.0,6.72,2.4,1.59,,1597200.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,95.2381,266.2
2022-03-25,10000.0,2625000.0,11.19,4.12,2.66,,2625000.0,0.0,10000.0,0.0,,,1.07,,,,4000.0,,,1.07,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,158.7302,262.5
2022-03-28,17500.0,4641875.0,18.96,6.46,4.69,,4641875.0,0.0,17500.0,0.0,,,2.03,,,,7500.0,,,2.03,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,277.7778,265.25
2022-03-29,17500.0,4668125.0,18.89,6.46,4.71,,4668125.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,277.7778,266.75
2022-03-30,17500.0,4640125.0,19.4,6.46,4.76,,4640125.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,277.7778,265.15
2022-03-31,17500.0,4608625.0,19.81,6.46,4.76,,4608625.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,277.7778,263.35
2022-04-01,17500.0,4767875.0,20.6,6.46,4.72,,4767875.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,277.7778,272.45
2022-04-04,17500.0,4828250.0,21.39,6.46,4.88,,4828250.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,277.7778,275.9
2022-04-05,17500.0,4837875.0,21.72,6.46,4.93,,4837875.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,277.7778,276.45
2022-04-06,17500.0,4765250.0,21.93,6.46,4.94,,4765250.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,277.7778,272.3
2022-04-07,17500.0,4725875.0,22.71,6.46,4.87,,4725875.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,277.7778,270.05
2022-04-08,17500.0,4831750.0,23.28,6.46,4.84,,4831750.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,277.7778,276.1
2022-04-11,17500.0,4711000.0,23.45,6.46,4.94,,4711000.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,286.8852,269.2
2022-04-12,17500.0,4738125.0,19.85,6.46,4.81,,4738125.0,0.0,17500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,286.8852,270.75
2022-04-13,15500.0,4173375.0,17.61,5.73,4.3,,4173375.0,0.0,15500.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.49,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,254.0984,269.25
2022-04-14,15500.0,4258625.0,17.59,5.73,4.31,,4258625.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,254.0984,274.75
2022-04-15,15500.0,4258625.0,17.42,5.73,4.31,,4258625.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,254.0984,
2022-04-18,15500.0,4258625.0,17.42,5.73,4.37,,4258625.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,254.0984,
2022-04-19,15500.0,4184225.0,17.42,5.73,4.36,,4184225.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,254.0984,269.95
2022-04-20,15500.0,4085800.0,17.15,5.73,4.29,,4085800.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,254.0984,263.6
2022-04-21,13500.0,3504600.0,14.89,4.99,3.66,,3504600.0,0.0,13500.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.63,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,259.6
2022-04-22,13500.0,3574125.0,15.55,4.99,3.61,,3574125.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,264.75
2022-04-25,13500.0,3429175.5,15.58,4.99,3.67,,3429175.5,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,254.013
2022-04-26,13500.0,3389175.0,18.08,4.99,3.52,,3389175.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,251.05
2022-04-27,13500.0,3500550.0,18.79,4.99,3.48,,3500550.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,259.3
2022-04-28,13500.0,3534300.0,18.8,4.99,3.59,,3534300.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,261.8
2022-04-29,13500.0,3619350.0,20.03,4.99,3.63,,3619350.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,268.1
2022-05-02,13500.0,3553200.0,28.15,4.99,3.72,,3553200.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,263.2
2022-05-03,13500.0,3601125.0,30.03,4.99,3.66,,3601125.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,266.75
2022-05-04,13500.0,3586275.0,31.52,4.99,3.72,,3586275.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,265.65
2022-05-05,13500.0,3508650.0,29.53,4.99,3.7,,3508650.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,259.9
2022-05-06,13500.0,3456000.0,29.39,4.99,3.6,,3456000.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,256.0
2022-05-09,13500.0,3372300.0,28.33,4.99,3.55,,3372300.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,249.8
2022-05-10,13500.0,3368925.0,27.79,4.99,3.47,,3368925.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,249.55
2022-05-11,13500.0,3461400.0,29.73,4.99,3.46,,3461400.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,256.4
2022-05-12,13500.0,3436425.0,28.61,4.99,3.56,,3436425.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,254.55
2022-05-13,13500.0,3495825.0,28.72,4.99,3.53,,3495825.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,258.95
2022-05-16,13500.0,3512025.0,25.4,4.99,3.6,,3512025.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,260.15
2022-05-17,13500.0,3516075.0,25.21,4.99,3.61,,3516075.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,221.3115,260.45
2022-05-18,13500.0,3514050.0,25.72,4.99,3.61,,3514050.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,250.0,260.3
2022-05-19,13500.0,3544425.0,24.74,4.99,3.61,,3544425.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,250.0,262.55
2022-05-20,13500.0,3581550.0,26.45,4.99,3.65,,3581550.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,250.0,265.3
2022-05-23,13500.0,3566025.0,26.72,4.99,3.69,,3566025.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,250.0,264.15
2022-05-24,13500.0,3478275.0,25.22,4.99,3.67,,3478275.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,250.0,257.65
2022-05-25,13500.0,3537675.0,24.64,4.99,3.58,,3537675.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,250.0,262.05
2022-05-26,13500.0,3571425.0,32.9,4.99,3.64,,3571425.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,250.0,264.55
2022-05-27,13500.0,3613275.0,32.57,4.99,3.65,,3613275.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,250.0,267.65
2022-05-30,13500.0,3613950.0,32.48,4.99,3.63,,3613950.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,250.0,267.7
2022-05-31,9500.0,2574500.0,23.06,3.51,2.64,,2574500.0,0.0,9500.0,0.0,,,,,,,,,,,,,,4000.0,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,271.0
2022-06-01,9500.0,2557400.0,24.43,3.51,2.68,,2557400.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,269.2
2022-06-02,9500.0,2573075.0,24.3,3.51,2.66,,2573075.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,270.85
2022-06-03,9500.0,2571650.0,25.18,3.51,2.67,,2571650.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,270.7
2022-06-06,9500.0,2582575.0,25.19,3.51,2.67,,2582575.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,271.85
2022-06-07,9500.0,2604425.0,23.67,3.51,2.67,,2604425.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,274.15
2022-06-08,9500.0,2597300.0,23.05,3.51,2.71,,2597300.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,273.4
2022-06-09,9500.0,2576400.0,22.74,3.51,2.69,,2576400.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,271.2
2022-06-10,9500.0,2587800.0,21.5,3.51,2.68,,2587800.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,272.4
2022-06-13,9500.0,2571650.0,19.71,3.51,2.68,,2571650.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,270.7
2022-06-14,9500.0,2603475.0,19.19,3.18,2.67,,2603475.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,274.05
2022-06-15,9500.0,2658100.0,18.73,3.04,2.72,,2658100.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,175.9259,279.8
2022-06-16,9500.0,2554550.0,19.78,3.04,2.76,,2554550.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,163.7931,268.9
2022-06-17,9500.0,2586850.0,19.92,3.04,2.76,,2586850.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,163.7931,272.3
2022-06-20,9500.0,2590175.0,17.84,3.04,2.75,,2590175.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,163.7931,272.65
2022-06-21,9500.0,2612025.0,18.19,3.04,2.69,,2612025.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,163.7931,274.95
2022-06-22,9500.0,2579725.0,17.77,3.85,2.71,,2579725.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,163.7931,271.55
2022-06-23,9500.0,2621050.0,18.8,3.85,2.69,,2621050.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,163.7931,275.9
2022-06-24,9500.0,2634350.0,18.53,3.85,2.73,,2634350.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,163.7931,277.3
2022-06-27,9500.0,2647175.0,20.08,3.85,2.73,,2647175.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,163.7931,278.65
2022-06-28,16000.0,4569600.0,33.29,6.11,4.55,,4569600.0,0.0,16000.0,0.0,,,,,6500.0,,,,,,,1.81,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.81,0.5208,60.19,275.8621,285.6
2022-06-29,16000.0,4522400.0,31.76,6.11,4.68,,4522400.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.69,0.5212,60.31,275.8621,282.65
2022-06-30,16000.0,4544800.0,30.13,6.11,4.63,,4544800.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.69,0.5212,60.31,275.8621,284.05
