,CC1 FP Equity_DX_SI_QTY,CC1 FP Equity_DX_SHORT_INTEREST_VALUE,CC1 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CC1 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CC1 FP Equity_DX_SI_MV,CC1 FP Equity_DX_DSS,CC1 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CC1 FP Equity_DX_SUPPLY_SI_QTY,CC1 FP Equity_DX_BROKER_SI_QTY,CC1 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CC1 FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CC1 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CC1 FP Equity_DX_BROKER_SI_MV_INC_x,CC1 FP Equity_DX_SUPPLY_SI_MV_NEW,CC1 FP Equity_DX_BROKER_SI_QTY_ADD,CC1 FP Equity_DX_SUPPLY_SI_MV_DEC,CC1 FP Equity_DX_BROKER_SI_QTY_INC,CC1 FP Equity_DX_SUPPLY_SI_QTY_DEC,CC1 FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CC1 FP Equity_DX_BROKER_SI_MV_INC_y,CC1 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CC1 FP Equity_DX_BROKER_SI_MV_ADD,CC1 FP Equity_DX_SUPPLY_SI_QTY_ADD,CC1 FP Equity_DX_BROKER_SI_QTY_DEC,CC1 FP Equity_DX_SUPPLY_SI_MV,CC1 FP Equity_DX_BROKER_SI_MV_DEC,CC1 FP Equity_DX_SUPPLY_SI_MV_RMV,CC1 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CC1 FP Equity_DX_UTILIZATION_QUANTITY,CC1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CC1 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CC1 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CC1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CC1 FP Equity_DX_ACTIVE_UTILIZATION_MV,CC1 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CC1 FP Equity_DX_BROKER_SI_CON_RATIO,CC1 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CC1 FP Equity_DX_DEMAND_SUPPLY_RATIO,CC1 FP Equity_PX_LAST
2011-06-28,5800.0,1151300.0,9.28,1.81,1.15,,1151300.0,0.0,5800.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.19,,0.0,0.0,0.0,0.0,,0.0,0.0,34.52,0.5479,65.48,0.0,198.5
2011-06-29,5800.0,1143644.0,8.58,1.81,1.15,,1143644.0,0.0,5800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.63,0.5472,65.37,0.0,197.18
2011-06-30,5800.0,1154142.0,7.18,1.81,1.15,,1154142.0,0.0,5800.0,0.0,,,0.41,,,,2000.0,,,0.41,,,,2000.0,0.0,0.4,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,198.99
2011-07-01,5800.0,1162088.0,6.78,1.81,1.16,,1162088.0,0.0,5800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,200.36
2011-07-04,5800.0,1174152.0,6.73,1.81,1.18,,1174152.0,0.0,5800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,202.44
2011-07-05,6800.0,1365168.0,7.88,2.12,1.37,,1365168.0,0.0,6800.0,0.0,,,,,4000.0,,,,,,,0.81,,3000.0,0.0,0.62,,0.0,0.0,0.0,0.0,,0.0,0.0,40.97,0.5163,59.03,0.0,200.76
2011-07-06,6800.0,1348780.0,7.86,2.12,1.36,,1348780.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.88,0.5166,59.12,0.0,198.35
2011-07-07,6800.0,1368364.0,7.29,2.12,1.36,,1368364.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.53,0.5144,58.47,0.0,201.23
2011-07-08,6800.0,1361904.0,7.27,2.12,1.38,,1361904.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.46,0.5146,58.54,0.0,200.28
2011-07-11,6800.0,1354696.0,7.19,2.12,1.36,,1354696.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.05,0.516,58.95,0.0,199.22
2011-07-12,6800.0,1341436.0,7.11,2.12,1.35,,1341436.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.94,0.5164,59.06,0.0,197.27
2011-07-13,6800.0,1352724.0,6.89,2.12,1.35,,1352724.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.38,0.5149,58.62,0.0,198.93
2011-07-14,6800.0,1338580.0,6.96,2.12,1.35,,1338580.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.92,0.5165,59.08,0.0,196.85
2011-07-15,6800.0,1338104.0,6.95,2.12,1.34,,1338104.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.17,0.5156,58.83,0.0,196.78
2011-07-18,6800.0,1335452.0,7.21,2.12,1.34,,1335452.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.13,0.5157,58.87,0.0,196.39
2011-07-19,6800.0,1339600.0,7.29,2.12,1.34,,1339600.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.25,0.5153,58.75,0.0,197.0
2011-07-20,6800.0,1346196.0,7.2,2.12,1.34,,1346196.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.3,0.5152,58.7,0.0,197.97
2011-07-21,6800.0,1332868.0,7.05,2.12,1.35,,1332868.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.94,0.5164,59.06,0.0,196.01
2011-07-22,6800.0,1343544.0,7.32,2.12,1.34,,1343544.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.37,0.5149,58.63,0.0,197.58
2011-07-25,6800.0,1336404.0,7.63,2.12,1.34,,1336404.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.05,0.516,58.95,0.0,196.53
2011-07-26,6800.0,1329332.0,7.79,2.12,1.34,,1329332.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.05,0.516,58.95,0.0,195.49
2011-07-27,2800.0,549948.0,3.2,0.87,0.55,,549948.0,0.0,2800.0,0.0,,,,,,,,,,,,,,4000.0,0.0,0.79,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,196.41
2011-07-28,2800.0,555044.0,3.13,0.8,0.56,,555044.0,0.0,2800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,198.23
2011-07-29,2800.0,548072.0,3.29,0.8,0.55,,548072.0,0.0,2800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,195.74
2011-08-01,2800.0,548884.0,3.27,0.8,0.55,,548884.0,0.0,2800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,196.03
2011-08-02,2800.0,542668.0,3.31,0.8,0.54,,542668.0,0.0,2800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,193.81
2011-08-03,800.0,150408.0,1.07,0.23,0.15,,150408.0,0.0,800.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.39,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,188.01
2011-08-04,800.0,147832.0,1.04,0.23,0.15,,147832.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,184.79
2011-08-05,800.0,143448.0,1.02,0.23,0.14,,143448.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,179.31
2011-08-08,800.0,138640.0,1.15,0.23,0.14,,138640.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,173.3
2011-08-09,2700.0,457407.0,3.31,0.77,0.46,,457407.0,0.0,2700.0,0.0,,,0.32,,,,1900.0,,,0.32,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,169.41
2011-08-10,2700.0,443259.0,3.31,0.77,0.44,,443259.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,164.17
2011-08-11,2700.0,448713.0,3.29,0.77,0.45,,448713.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,166.19
2011-08-12,2700.0,454734.0,3.36,0.77,0.46,,454734.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,168.42
2011-08-15,2700.0,460458.0,3.31,0.77,0.46,,460458.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,170.54
2011-08-16,2700.0,464670.0,3.08,0.77,0.46,,464670.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,172.1
2011-08-17,2700.0,463374.0,2.03,0.77,0.46,,463374.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,171.62
2011-08-18,2700.0,446607.0,2.0,0.77,0.45,,446607.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,165.41
2011-08-19,2700.0,439911.0,1.92,0.77,0.44,,439911.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,162.93
2011-08-22,2700.0,432054.0,1.89,0.77,0.43,,432054.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,160.02
2011-08-23,2700.0,442908.0,1.86,0.77,0.44,,442908.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,164.04
2011-08-24,2700.0,440586.0,1.91,0.77,0.44,,440586.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,163.18
2011-08-25,2700.0,441099.0,1.86,0.77,0.44,,441099.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,163.37
2011-08-26,2700.0,436833.0,1.8,0.77,0.44,,436833.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,161.79
2011-08-29,2700.0,449523.0,1.81,0.77,0.45,,449523.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,166.49
2011-08-30,2700.0,456975.0,1.8,0.77,0.45,,456975.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,169.25
2011-08-31,2700.0,464211.0,1.8,0.77,0.46,,464211.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,171.93
2011-09-01,2700.0,470907.0,1.83,0.77,0.47,,470907.0,0.0,2700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,174.41
2011-09-02,3700.0,627446.0,2.51,1.06,0.63,,627446.0,0.0,3700.0,0.0,,,0.15,,,,1000.0,,,0.15,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,169.58
2011-09-05,3700.0,605209.0,2.57,1.06,0.6,,605209.0,0.0,3700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,163.57
2011-09-06,3700.0,617493.0,2.56,1.06,0.62,,617493.0,0.0,3700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,166.89
2011-09-07,3700.0,633921.0,2.57,1.06,0.64,,633921.0,0.0,3700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,171.33
2011-09-08,3700.0,637658.0,2.58,1.06,0.64,,637658.0,0.0,3700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,172.34
2011-09-09,3700.0,628371.0,2.11,1.06,0.63,,628371.0,0.0,3700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,169.83
2011-09-12,3700.0,614644.0,2.12,1.06,0.62,,614644.0,0.0,3700.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,166.12
