,EEMK FP Equity_DX_SI_QTY,EEMK FP Equity_DX_SHORT_INTEREST_VALUE,EEMK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEMK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEMK FP Equity_DX_SI_MV,EEMK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEMK FP Equity_DX_SUPPLY_SI_QTY,EEMK FP Equity_DX_BROKER_SI_QTY,EEMK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEMK FP Equity_DX_BROKER_SI_QTY_ADD,EEMK FP Equity_DX_SUPPLY_SI_MV_DEC,EEMK FP Equity_DX_SUPPLY_SI_QTY_DEC,EEMK FP Equity_DX_BROKER_SI_MV_ADD,EEMK FP Equity_DX_SUPPLY_SI_QTY_ADD,EEMK FP Equity_DX_BROKER_SI_QTY_DEC,EEMK FP Equity_DX_SUPPLY_SI_MV,EEMK FP Equity_DX_BROKER_SI_MV_DEC,EEMK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEMK FP Equity_DX_UTILIZATION_QUANTITY,EEMK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEMK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEMK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEMK FP Equity_DX_ACTIVE_UTILIZATION_MV,EEMK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEMK FP Equity_DX_BROKER_SI_CON_RATIO,EEMK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEMK FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9054.38,0.01,0.0,,0.0,,0.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9002.75,0.01,0.0,,0.0,,0.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9058.41,0.01,0.0,,0.0,,0.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,8947.52,0.01,0.0,,0.0,,0.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9046.9,0.01,0.0,,0.0,,0.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9034.19,0.01,0.0,,0.0,,0.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9073.1,0.01,0.0,,0.0,,0.0
2024-04-11,1632.0,17325.31,0.01,0.01,0.02,8662.66,816.0,816.0,8662.66,816.0,,,0.01,816.0,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-12,1632.0,17195.73,0.01,0.01,0.02,8597.87,816.0,816.0,8597.87,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-15,1632.0,17052.44,0.01,0.01,0.02,8526.22,816.0,816.0,8526.22,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-16,1632.0,16872.76,0.01,0.01,0.02,8436.38,816.0,816.0,8436.38,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-17,1632.0,16813.19,0.01,0.01,0.02,8406.6,816.0,816.0,8406.6,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-18,1632.0,16931.02,0.01,0.01,0.02,8465.51,816.0,816.0,8465.51,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-19,1632.0,16776.96,0.01,0.01,0.02,8388.48,816.0,816.0,8388.48,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-22,1632.0,16953.71,0.01,0.01,0.02,8476.85,816.0,816.0,8476.85,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-23,1632.0,16989.77,0.01,0.01,0.02,8494.89,816.0,816.0,8494.89,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-24,1632.0,17087.04,0.01,0.01,0.02,8543.52,816.0,816.0,8543.52,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-25,1632.0,16963.66,0.01,0.01,0.02,8481.83,816.0,816.0,8481.83,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-26,1632.0,17372.48,0.01,0.01,0.02,8686.24,816.0,816.0,8686.24,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-29,1632.0,17412.95,0.01,0.01,0.02,8706.48,816.0,816.0,8706.48,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-04-30,1632.0,17286.14,0.04,0.01,0.02,8643.07,816.0,816.0,8643.07,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-01,1632.0,17286.14,0.05,0.01,0.02,8643.07,816.0,816.0,8643.07,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-02,1632.0,17595.08,0.05,0.01,0.02,8797.54,816.0,816.0,8797.54,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-03,1632.0,17653.67,0.05,0.01,0.02,8826.84,816.0,816.0,8826.84,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-06,1632.0,17731.19,0.06,0.01,0.02,8865.6,816.0,816.0,8865.6,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-07,1632.0,17675.7,0.06,0.01,0.02,8837.85,816.0,816.0,8837.85,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-08,1632.0,17640.78,0.07,0.01,0.02,8820.39,816.0,816.0,8820.39,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-09,1632.0,17652.04,0.07,0.01,0.02,8826.02,816.0,816.0,8826.02,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-10,1632.0,17766.6,0.09,0.01,0.02,8883.3,816.0,816.0,8883.3,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-13,1632.0,17844.94,0.08,0.01,0.02,8922.47,816.0,816.0,8922.47,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-14,1632.0,17914.46,0.08,0.01,0.02,8957.23,816.0,816.0,8957.23,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-15,1632.0,18011.4,0.08,0.01,0.02,9005.7,816.0,816.0,9005.7,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-16,1632.0,18123.52,0.09,0.01,0.02,9061.76,816.0,816.0,9061.76,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-17,1632.0,18161.55,0.09,0.01,0.02,9080.77,816.0,816.0,9080.77,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-20,1632.0,18062.16,0.09,0.01,0.02,9031.08,816.0,816.0,9031.08,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-21,1632.0,17965.06,0.09,0.01,0.02,8982.53,816.0,816.0,8982.53,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-22,1632.0,17985.62,0.09,0.01,0.02,8992.81,816.0,816.0,8992.81,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-23,1632.0,17915.44,0.09,0.01,0.02,8957.72,816.0,816.0,8957.72,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-24,1632.0,17829.27,0.09,0.01,0.02,8914.64,816.0,816.0,8914.64,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-27,1632.0,17903.04,0.1,0.01,0.02,8951.52,816.0,816.0,8951.52,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-28,1632.0,17795.33,0.1,0.01,0.02,8897.66,816.0,816.0,8897.66,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-29,1632.0,17601.12,0.1,0.01,0.02,8800.56,816.0,816.0,8800.56,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-30,1632.0,17483.13,0.1,0.01,0.02,8741.56,816.0,816.0,8741.56,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-05-31,1632.0,17216.78,0.11,0.01,0.02,8608.39,816.0,816.0,8608.39,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-03,1632.0,17452.12,0.11,0.01,0.02,8726.06,816.0,816.0,8726.06,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-04,1632.0,17213.85,0.11,0.01,0.02,8606.92,816.0,816.0,8606.92,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-05,1632.0,17567.83,0.13,0.0,0.02,8783.91,816.0,816.0,8783.91,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-06,1632.0,17637.51,0.13,0.0,0.02,8818.76,816.0,816.0,8818.76,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-07,1632.0,17664.93,0.12,0.0,0.02,8832.47,816.0,816.0,8832.47,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-10,1632.0,17797.78,0.13,0.0,0.02,8898.89,816.0,816.0,8898.89,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-11,1632.0,17711.12,0.13,0.0,0.02,8855.56,816.0,816.0,8855.56,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-12,1632.0,17775.58,0.13,0.0,0.02,8887.79,816.0,816.0,8887.79,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-13,1632.0,17797.94,0.13,0.0,0.02,8898.97,816.0,816.0,8898.97,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-14,1632.0,17901.41,0.16,0.0,0.02,8950.7,816.0,816.0,8950.7,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-17,1632.0,17945.96,0.11,0.0,0.02,8972.98,816.0,816.0,8972.98,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-18,1632.0,18127.77,0.11,0.0,0.02,9063.88,816.0,816.0,9063.88,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-19,1632.0,18246.25,0.11,0.0,0.02,9123.12,816.0,816.0,9123.12,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-20,1632.0,18156.82,0.11,0.0,0.02,9078.41,816.0,816.0,9078.41,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-21,1632.0,18076.52,0.11,0.0,0.02,9038.26,816.0,816.0,9038.26,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-24,1632.0,18101.82,0.12,0.0,0.02,9050.91,816.0,816.0,9050.91,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-25,1632.0,18034.09,0.11,0.0,0.02,9017.04,816.0,816.0,9017.04,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-26,1632.0,18031.15,0.11,0.0,0.02,9015.58,816.0,816.0,9015.58,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-27,1632.0,18034.91,0.11,0.0,0.02,9017.45,816.0,816.0,9017.45,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-06-28,1632.0,18154.04,0.11,0.0,0.02,9077.02,816.0,816.0,9077.02,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-01,1632.0,18065.26,0.11,0.0,0.02,9032.63,816.0,816.0,9032.63,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-02,1632.0,18038.17,0.11,0.0,0.02,9019.08,816.0,816.0,9019.08,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-03,1632.0,18228.46,0.1,0.0,0.02,9114.23,816.0,816.0,9114.23,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-04,1632.0,18262.73,0.11,0.0,0.02,9131.37,816.0,816.0,9131.37,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-05,1632.0,18240.05,0.07,0.0,0.02,9120.02,816.0,816.0,9120.02,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-08,1632.0,18315.28,0.07,0.0,0.02,9157.64,816.0,816.0,9157.64,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-09,1632.0,18366.36,0.07,0.0,0.02,9183.18,816.0,816.0,9183.18,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-10,1632.0,18448.45,0.07,0.0,0.02,9224.23,816.0,816.0,9224.23,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-11,1632.0,18546.05,0.06,0.0,0.02,9273.02,816.0,816.0,9273.02,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-12,1632.0,18565.63,0.06,0.0,0.02,9282.82,816.0,816.0,9282.82,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-15,1632.0,18448.45,0.06,0.0,0.02,9224.23,816.0,816.0,9224.23,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-16,1632.0,18455.96,0.06,0.0,0.02,9227.98,816.0,816.0,9227.98,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-17,1632.0,18197.45,0.06,0.0,0.02,9098.73,816.0,816.0,9098.73,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-18,1632.0,17967.01,0.06,0.0,0.02,8983.51,816.0,816.0,8983.51,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-19,1632.0,17923.28,0.05,0.0,0.02,8961.64,816.0,816.0,8961.64,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-22,1632.0,17975.5,0.05,0.0,0.02,8987.75,816.0,816.0,8987.75,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-23,1632.0,17965.06,0.05,0.0,0.02,8982.53,816.0,816.0,8982.53,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-24,1632.0,17815.08,0.05,0.0,0.02,8907.54,816.0,816.0,8907.54,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-25,1632.0,17691.53,0.05,0.0,0.02,8845.77,816.0,816.0,8845.77,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-26,1632.0,17774.76,0.05,0.0,0.02,8887.38,816.0,816.0,8887.38,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-29,1632.0,17772.64,0.06,0.0,0.02,8886.32,816.0,816.0,8886.32,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-30,1632.0,17735.27,0.05,0.0,0.02,8867.64,816.0,816.0,8867.64,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-07-31,1632.0,18067.87,0.06,0.0,0.02,9033.94,816.0,816.0,9033.94,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-08-01,1632.0,17962.93,0.05,0.0,0.02,8981.47,816.0,816.0,8981.47,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-08-02,1632.0,17389.29,0.05,0.0,0.02,8694.64,816.0,816.0,8694.64,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-08-05,1632.0,16811.4,0.05,0.0,0.02,8405.7,816.0,816.0,8405.7,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-08-06,1632.0,16940.0,0.05,0.0,0.02,8470.0,816.0,816.0,8470.0,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-08-07,1632.0,17239.63,0.06,0.0,0.02,8619.82,816.0,816.0,8619.82,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-08-08,1632.0,17465.83,0.05,0.0,0.02,8732.91,816.0,816.0,8732.91,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-08-09,1632.0,17473.99,0.05,0.0,0.02,8736.99,816.0,816.0,8736.99,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-08-12,1632.0,17572.72,0.06,0.0,0.02,8786.36,816.0,816.0,8786.36,,,,,,,0.01,,100.0,94.99,0.0,0.0,0.0,100.0,,1.0,100.0,1.8999
2024-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01,816.0,,,816.0,0.0,0.01,0.0,0.0,859.0,9292.32,0.01,0.0,,0.0,,0.0
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9263.03,0.01,0.0,,0.0,,0.0
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9338.36,0.01,0.0,,0.0,,0.0
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9422.89,0.01,0.0,,0.0,,0.0
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9463.17,0.01,0.0,,0.0,,0.0
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9388.44,0.01,0.0,,0.0,,0.0
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9389.9,0.01,0.0,,0.0,,0.0
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9357.0,0.01,0.0,,0.0,,0.0
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9367.57,0.01,0.0,,0.0,,0.0
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9364.9,0.01,0.0,,0.0,,0.0
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9352.28,0.01,0.0,,0.0,,0.0
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9331.49,0.01,0.0,,0.0,,0.0
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9458.28,0.01,0.0,,0.0,,0.0
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9418.94,0.01,0.0,,0.0,,0.0
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9413.61,0.01,0.0,,0.0,,0.0
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9329.86,0.01,0.0,,0.0,,0.0
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9269.81,0.01,0.0,,0.0,,0.0
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9240.18,0.01,0.0,,0.0,,0.0
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9117.08,0.01,0.0,,0.0,,0.0
2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9195.34,0.01,0.0,,0.0,,0.0
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9153.07,0.01,0.0,,0.0,,0.0
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9154.45,0.01,0.0,,0.0,,0.0
2024-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9271.7,0.01,0.0,,0.0,,0.0
2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9343.0,0.01,0.0,,0.0,,0.0
2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9301.94,0.01,0.0,,0.0,,0.0
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9345.32,0.01,0.0,,0.0,,0.0
2024-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9339.05,0.01,0.0,,0.0,,0.0
2024-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9445.56,0.01,0.0,,0.0,,0.0
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9451.41,0.01,0.0,,0.0,,0.0
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9566.77,0.01,0.0,,0.0,,0.0
2024-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9797.58,0.01,0.0,,0.0,,0.0
2024-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9781.95,0.01,0.0,,0.0,,0.0
2024-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10058.63,0.01,0.0,,0.0,,0.0
2024-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10086.64,0.01,0.0,,0.0,,0.0
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,9997.21,0.01,0.0,,0.0,,0.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10025.56,0.01,0.0,,0.0,,0.0
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10227.25,0.01,0.0,,0.0,,0.0
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10166.87,0.01,0.0,,0.0,,0.0
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10245.89,0.01,0.0,,0.0,,0.0
2024-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10305.68,0.01,0.0,,0.0,,0.0
2024-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10099.95,0.01,0.0,,0.0,,0.0
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10095.14,0.01,0.0,,0.0,,0.0
2024-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10088.87,0.01,0.0,,0.0,,0.0
2024-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10144.79,0.01,0.0,,0.0,,0.0
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,859.0,10170.9,0.01,0.0,,0.0,,0.0
