,CG9 FP Equity_DX_SI_QTY,CG9 FP Equity_DX_SHORT_INTEREST_VALUE,CG9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CG9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CG9 FP Equity_DX_SI_MV,CG9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CG9 FP Equity_DX_SUPPLY_SI_QTY,CG9 FP Equity_DX_BROKER_SI_QTY,CG9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CG9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CG9 FP Equity_DX_BROKER_SI_MV_INC_x,CG9 FP Equity_DX_BROKER_SI_QTY_ADD,CG9 FP Equity_DX_SUPPLY_SI_MV_DEC,CG9 FP Equity_DX_BROKER_SI_QTY_INC,CG9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CG9 FP Equity_DX_BROKER_SI_MV_INC_y,CG9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CG9 FP Equity_DX_BROKER_SI_MV_ADD,CG9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CG9 FP Equity_DX_BROKER_SI_QTY_DEC,CG9 FP Equity_DX_SUPPLY_SI_MV,CG9 FP Equity_DX_BROKER_SI_MV_DEC,CG9 FP Equity_DX_BROKER_SI_MV_RMV,CG9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CG9 FP Equity_DX_UTILIZATION_QUANTITY,CG9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CG9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CG9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CG9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CG9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CG9 FP Equity_DX_BROKER_SI_CON_RATIO,CG9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CG9 FP Equity_DX_DEMAND_SUPPLY_RATIO,CG9 FP Equity_PX_LAST
2010-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.93
2010-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.56
2010-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9
2010-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.48
2010-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.79
2010-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.79
2010-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.59
2010-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3
2010-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.93
2010-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.57
2010-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.17
2010-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.51
2010-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.81
2010-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.31
2010-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.52
2010-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.85
2010-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.88
2010-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.22
2010-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.98
2010-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.24
2010-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.44
2010-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.08
2010-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.22
2010-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.51
2010-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.88
2010-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.23
2010-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.33
2010-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.08
2010-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.23
2010-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42
2010-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.72
2010-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.71
2010-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.47
2010-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7
2010-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.58
2010-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.16
2010-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.75
2010-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.22
2010-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.83
2010-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.16
2010-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.29
2010-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.75
2010-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.52
2010-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.64
2010-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1
2010-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.93
2010-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.21
2010-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.17
2010-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.13
2010-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.67
2010-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.31
2010-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84
2010-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.44
2010-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.66
2010-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.72
2010-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.78
2010-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.06
2010-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.91
2010-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.92
2010-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.14
2010-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.61
2010-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8
2010-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.19
2010-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.55
2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.94
2010-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.85
2010-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.74
2010-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.06
2010-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.95
2010-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.66
2010-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.34
2010-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.61
2010-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.29
2010-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.38
2010-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.38
2010-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.49
2010-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.73
2010-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.92
2010-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2
2010-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2010-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.65
2010-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.73
2010-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.56
2010-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.25
2010-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.45
2010-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.33
2010-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.63
2010-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.58
2010-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.58
2010-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.22
2010-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1
2010-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4
2010-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.73
2010-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.05
2010-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42
2010-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.97
2010-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.29
2010-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.26
2010-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.06
2010-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.89
2010-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.37
2010-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.97
2010-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4
2010-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.65
2010-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.69
2010-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15
2010-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.81
2010-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.17
2010-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.08
2010-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.94
2010-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.57
2010-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.67
2010-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.48
2010-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.65
2010-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.64
2010-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.45
2010-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.91
2010-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98
2010-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.67
2010-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.81
2010-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.86
2010-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.18
2010-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.62
2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.31
2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.48
2010-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.61
2010-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.18
2010-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.97
2010-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.78
2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.39
2010-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9
2010-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.16
2010-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.64
2010-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.27
2010-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.42
2010-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.77
2010-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.75
2010-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.12
2010-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8
2010-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9
2010-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.85
2010-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.25
2010-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.66
2010-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.51
2010-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.02
2010-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6
2010-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1
2010-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.31
2010-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.57
2010-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.63
2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98
2010-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.31
2010-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.21
2010-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.06
2010-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.87
2010-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.93
2010-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.48
2010-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.99
2010-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.05
2010-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.55
2010-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.25
2010-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.86
2010-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.51
2010-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2010-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.42
2010-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.92
2010-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6
2010-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.04
2010-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.67
2010-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.37
2010-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.83
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.83
2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.59
2010-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.38
2010-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.18
2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.73
2010-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.67
2010-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.64
2010-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.49
2010-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.92
2010-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.31
2010-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.38
2010-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.97
2010-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.47
2010-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.25
2010-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.93
2010-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1
2010-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.46
2010-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.32
2010-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.13
2010-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.39
2010-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1
2010-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.71
2011-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.57
2011-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.56
2011-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.47
2011-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.97
2011-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.96
2011-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.02
2011-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.7
2011-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.51
2011-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.88
2011-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.61
2011-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.81
2011-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.56
2011-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.8
2011-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.74
2011-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.11
2011-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.25
2011-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.86
2011-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.1
2011-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.81
2011-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.64
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.63
2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.98
2011-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.43
2011-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.92
2011-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.12
2011-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.34
2011-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.18
2011-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.78
2011-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.7
2011-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.65
2011-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.37
2011-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.05
2011-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0
2011-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.1
2011-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.89
2011-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.6
2011-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.1
2011-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.64
2011-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.16
2011-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.81
2011-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.47
2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.04
2011-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.41
2011-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.89
2011-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.08
2011-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.61
2011-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.96
2011-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.91
2011-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.52
2011-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.54
2011-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4
2011-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98
2011-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.51
2011-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.38
2011-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6
2011-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.28
2011-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9
2011-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.72
2011-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.78
2011-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.93
2011-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.03
2011-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.43
2011-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.52
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.69
2011-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.18
2011-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.4
2011-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.66
2011-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.7
2011-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.12
2011-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.42
2011-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.19
2011-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.33
2011-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.25
2011-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.91
2011-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.48
2011-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2011-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.87
2011-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.81
2011-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.59
2011-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.82
2011-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.93
2011-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.49
2011-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.63
2011-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.86
2011-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.36
2011-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.2
2011-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.99
2011-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.05
2011-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.81
2011-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.19
2011-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.56
2011-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.33
2011-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.4
2011-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.07
2011-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.43
2011-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.09
2011-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.15
2011-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.45
2011-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.83
2011-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.48
