,MLCVG FP Equity_DX_SI_QTY,MLCVG FP Equity_DX_SHORT_INTEREST_VALUE,MLCVG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCVG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCVG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCVG FP Equity_DX_SI_MV,MLCVG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCVG FP Equity_DX_SUPPLY_SI_QTY,MLCVG FP Equity_DX_BROKER_SI_QTY,MLCVG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCVG FP Equity_DX_SUPPLY_SI_MV,MLCVG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCVG FP Equity_DX_UTILIZATION_QUANTITY,MLCVG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCVG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCVG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCVG FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCVG FP Equity_DX_BROKER_SI_CON_RATIO,MLCVG FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCVG FP Equity_PX_LAST
2012-12-19,,,,,,,,,,,,,,,,,,,,1960.99
2012-12-24,,,,,,,,,,,,,,,,,,,,2157.08
2012-12-31,,,,,,,,,,,,,,,,,,,,2002.0
2013-01-15,,,,,,,,,,,,,,,,,,,,2045.0
2013-01-29,,,,,,,,,,,,,,,,,,,,2470.0
2013-02-18,,,,,,,,,,,,,,,,,,,,2470.0
2013-02-25,,,,,,,,,,,,,,,,,,,,2625.0
2013-02-27,,,,,,,,,,,,,,,,,,,,2615.0
2013-02-28,,,,,,,,,,,,,,,,,,,,2615.0
2013-03-04,,,,,,,,,,,,,,,,,,,,2875.0
2013-03-05,,,,,,,,,,,,,,,,,,,,2875.0
2013-03-22,,,,,,,,,,,,,,,,,,,,2887.0
2013-03-28,,,,,,,,,,,,,,,,,,,,2999.01
2013-04-17,,,,,,,,,,,,,,,,,,,,2727.01
2013-06-13,,,,,,,,,,,,,,,,,,,,3125.0
2013-06-14,,,,,,,,,,,,,,,,,,,,3125.0
2013-06-27,,,,,,,,,,,,,,,,,,,,3200.0
2013-06-28,,,,,,,,,,,,,,,,,,,,3200.01
2013-07-01,,,,,,,,,,,,,,,,,,,,3300.0
2013-07-02,,,,,,,,,,,,,,,,,,,,3300.0
2013-07-03,,,,,,,,,,,,,,,,,,,,3076.0
2013-07-04,,,,,,,,,,,,,,,,,,,,3140.0
2013-07-11,,,,,,,,,,,,,,,,,,,,3450.0
2013-07-18,,,,,,,,,,,,,,,,,,,,3597.0
2013-07-31,,,,,,,,,,,,,,,,,,,,3597.0
2013-08-08,,,,,,,,,,,,,,,,,,,,3600.0
2013-09-18,,,,,,,,,,,,,,,,,,,,4350.0
2013-09-24,,,,,,,,,,,,,,,,,,,,4775.0
2013-09-25,,,,,,,,,,,,,,,,,,,,4799.0
2013-09-26,,,,,,,,,,,,,,,,,,,,4777.0
2013-10-23,,,,,,,,,,,,,,,,,,,,4777.0
2013-12-31,,,,,,,,,,,,,,,,,,,,4988.0
2014-01-06,,,,,,,,,,,,,,,,,,,,4988.0
2014-01-09,,,,,,,,,,,,,,,,,,,,4988.0
2014-01-20,,,,,,,,,,,,,,,,,,,,4999.0
2014-01-22,,,,,,,,,,,,,,,,,,,,4999.0
2014-01-27,,,,,,,,,,,,,,,,,,,,4999.0
2014-02-10,,,,,,,,,,,,,,,,,,,,5438.0
2014-02-13,,,,,,,,,,,,,,,,,,,,5422.0
2014-02-18,,,,,,,,,,,,,,,,,,,,5955.0
2014-03-05,,,,,,,,,,,,,,,,,,,,5949.0
2014-03-28,,,,,,,,,,,,,,,,,,,,5950.0
2014-04-01,,,,,,,,,,,,,,,,,,,,5950.0
2014-05-27,,,,,,,,,,,,,,,,,,,,5950.0
2014-05-28,,,,,,,,,,,,,,,,,,,,5950.0
2014-06-03,,,,,,,,,,,,,,,,,,,,5950.0
2014-06-11,,,,,,,,,,,,,,,,,,,,6000.0
2014-08-05,,,,,,,,,,,,,,,,,,,,5998.99
2014-08-07,,,,,,,,,,,,,,,,,,,,5999.0
2014-08-18,,,,,,,,,,,,,,,,,,,,6150.01
2014-09-15,,,,,,,,,,,,,,,,,,,,5540.0
2014-09-30,,,,,,,,,,,,,,,,,,,,5106.0
2014-10-01,,,,,,,,,,,,,,,,,,,,5100.0
2014-10-06,,,,,,,,,,,,,,,,,,,,5099.99
2014-10-09,,,,,,,,,,,,,,,,,,,,4150.0
2014-10-10,,,,,,,,,,,,,,,,,,,,4150.0
2014-10-20,,,,,,,,,,,,,,,,,,,,4025.0
2014-10-30,,,,,,,,,,,,,,,,,,,,4000.0
2014-11-03,,,,,,,,,,,,,,,,,,,,4400.0
2014-11-05,,,,,,,,,,,,,,,,,,,,4399.98
2014-11-12,,,,,,,,,,,,,,,,,,,,4399.98
2014-11-13,,,,,,,,,,,,,,,,,,,,4000.0
2014-11-18,,,,,,,,,,,,,,,,,,,,3800.0
2014-11-19,,,,,,,,,,,,,,,,,,,,3700.0
2014-11-21,,,,,,,,,,,,,,,,,,,,3700.0
2014-11-27,,,,,,,,,,,,,,,,,,,,3330.0
2014-12-04,,,,,,,,,,,,,,,,,,,,3663.0
2015-01-26,,,,,,,,,,,,,,,,,,,,3750.0
2015-02-10,,,,,,,,,,,,,,,,,,,,3850.0
2015-02-13,,,,,,,,,,,,,,,,,,,,3900.0
2015-02-16,,,,,,,,,,,,,,,,,,,,4100.0
2015-02-18,,,,,,,,,,,,,,,,,,,,4400.0
2015-02-23,,,,,,,,,,,,,,,,,,,,4700.0
2015-02-26,,,,,,,,,,,,,,,,,,,,4800.0
2015-03-02,,,,,,,,,,,,,,,,,,,,4800.0
2015-03-03,,,,,,,,,,,,,,,,,,,,4850.0
2015-03-11,,,,,,,,,,,,,,,,,,,,4900.0
2015-03-17,,,,,,,,,,,,,,,,,,,,4900.0
2015-04-10,,,,,,,,,,,,,,,,,,,,4899.99
2015-04-20,,,,,,,,,,,,,,,,,,,,4750.0
2015-04-27,,,,,,,,,,,,,,,,,,,,4650.0
2015-05-13,,,,,,,,,,,,,,,,,,,,4650.0
2015-05-14,,,,,,,,,,,,,,,,,,,,4650.0
2015-05-15,,,,,,,,,,,,,,,,,,,,4650.0
2015-06-01,,,,,,,,,,,,,,,,,,,,4650.0
2015-06-23,,,,,,,,,,,,,,,,,,,,4589.0
2015-07-14,,,,,,,,,,,,,,,,,,,,4400.0
2015-07-15,,,,,,,,,,,,,,,,,,,,4480.01
2015-07-16,,,,,,,,,,,,,,,,,,,,4500.0
2015-07-24,,,,,,,,,,,,,,,,,,,,4500.0
2015-09-22,,,,,,,,,,,,,,,,,,,,3960.5
2015-09-28,,,,,,,,,,,,,,,,,,,,4225.0
2015-10-02,,,,,,,,,,,,,,,,,,,,4000.0
2015-10-12,,,,,,,,,,,,,,,,,,,,4245.0
2015-11-11,,,,,,,,,,,,,,,,,,,,4245.0
2015-11-12,,,,,,,,,,,,,,,,,,,,4285.0
2015-11-16,,,,,,,,,,,,,,,,,,,,4245.0
2015-11-18,,,,,,,,,,,,,,,,,,,,4295.0
2015-12-29,,,,,,,,,,,,,,,,,,,,4079.0
2016-03-04,,,,,,,,,,,,,,,,,,,,4085.0
2016-03-29,,,,,,,,,,,,,,,,,,,,4085.0
2016-04-19,,,,,,,,,,,,,,,,,,,,3900.0
2016-04-21,,,,,,,,,,,,,,,,,,,,4100.0
2016-04-26,,,,,,,,,,,,,,,,,,,,4100.0
2016-05-02,,,,,,,,,,,,,,,,,,,,4100.0
2016-05-04,,,,,,,,,,,,,,,,,,,,4500.0
2016-05-10,,,,,,,,,,,,,,,,,,,,4150.0
2016-05-13,,,,,,,,,,,,,,,,,,,,4110.0
2016-06-02,,,,,,,,,,,,,,,,,,,,4515.01
2016-06-29,,,,,,,,,,,,,,,,,,,,4504.01
2016-07-04,,,,,,,,,,,,,,,,,,,,4504.01
2016-09-06,,,,,,,,,,,,,,,,,,,,4479.99
2016-09-30,,,,,,,,,,,,,,,,,,,,4399.99
2016-10-03,,,,,,,,,,,,,,,,,,,,4399.96
2016-12-02,,,,,,,,,,,,,,,,,,,,4315.0
2016-12-05,,,,,,,,,,,,,,,,,,,,4600.0
2016-12-23,,,,,,,,,,,,,,,,,,,,4490.0
2016-12-30,,,,,,,,,,,,,,,,,,,,4041.0
2017-01-27,,,,,,,,,,,,,,,,,,,,4250.0
2017-04-26,,,,,,,,,,,,,,,,,,,,3781.0
2017-05-05,,,,,,,,,,,,,,,,,,,,3781.0
2017-05-09,,,,,,,,,,,,,,,,,,,,3855.0
2017-05-16,,,,,,,,,,,,,,,,,,,,4099.99
2017-05-23,,,,,,,,,,,,,,,,,,,,4000.01
2017-05-31,,,,,,,,,,,,,,,,,,,,4199.99
2017-06-01,,,,,,,,,,,,,,,,,,,,4594.01
2017-07-05,,,,,,,,,,,,,,,,,,,,4549.99
2017-08-30,,,,,,,,,,,,,,,,,,,,4450.0
2017-09-12,,,,,,,,,,,,,,,,,,,,4490.0
2017-09-28,,,,,,,,,,,,,,,,,,,,4600.0
2017-10-05,,,,,,,,,,,,,,,,,,,,4600.0
2017-11-20,,,,,,,,,,,,,,,,,,,,4600.0
2017-11-28,,,,,,,,,,,,,,,,,,,,4700.01
2017-12-08,,,,,,,,,,,,,,,,,,,,4880.0
2017-12-27,,,,,,,,,,,,,,,,,,,,4880.0
2018-01-04,,,,,,,,,,,,,,,,,,,,5000.0
2018-01-10,,,,,,,,,,,,,,,,,,,,5000.0
2018-01-11,,,,,,,,,,,,,,,,,,,,5000.0
2018-01-17,,,,,,,,,,,,,,,,,,,,4900.0
2018-01-22,,,,,,,,,,,,,,,,,,,,4900.0
2018-01-23,,,,,,,,,,,,,,,,,,,,4980.0
2018-01-24,,,,,,,,,,,,,,,,,,,,4980.0
2018-01-25,,,,,,,,,,,,,,,,,,,,4980.0
2018-01-26,,,,,,,,,,,,,,,,,,,,4980.0
2018-01-30,,,,,,,,,,,,,,,,,,,,4980.0
2018-02-20,,,,,,,,,,,,,,,,,,,,4980.0
2018-02-27,,,,,,,,,,,,,,,,,,,,5050.0
2018-03-21,,,,,,,,,,,,,,,,,,,,4860.0
2018-03-29,,,,,,,,,,,,,,,,,,,,4920.0
2018-04-05,,,,,,,,,,,,,,,,,,,,4920.0
2018-04-10,,,,,,,,,,,,,,,,,,,,4960.0
2018-04-11,,,,,,,,,,,,,,,,,,,,4980.0
2018-04-12,,,,,,,,,,,,,,,,,,,,5000.0
2018-04-30,,,,,,,,,,,,,,,,,,,,5000.0
2018-05-21,,,,,,,,,,,,,,,,,,,,5050.0
2018-05-23,,,,,,,,,,,,,,,,,,,,5100.0
2018-06-01,,,,,,,,,,,,,,,,,,,,5200.0
2018-06-04,,,,,,,,,,,,,,,,,,,,5200.0
2018-06-05,,,,,,,,,,,,,,,,,,,,5200.0
2018-06-18,,,,,,,,,,,,,,,,,,,,4720.0
2018-06-29,,,,,,,,,,,,,,,,,,,,4800.0
2018-09-06,,,,,,,,,,,,,,,,,,,,4800.0
2018-09-26,,,,,,,,,,,,,,,,,,,,4800.0
2018-10-17,,,,,,,,,,,,,,,,,,,,4600.0
2018-12-04,,,,,,,,,,,,,,,,,,,,4600.0
2019-02-15,,,,,,,,,,,,,,,,,,,,4600.0
2019-02-27,,,,,,,,,,,,,,,,,,,,4600.0
2019-02-28,,,,,,,,,,,,,,,,,,,,4600.0
2019-03-01,,,,,,,,,,,,,,,,,,,,4600.0
2019-03-22,,,,,,,,,,,,,,,,,,,,4340.0
2019-08-19,,,,,,,,,,,,,,,,,,,,3960.0
2019-11-13,,,,,,,,,,,,,,,,,,,,3980.0
2020-02-24,,,,,,,,,,,,,,,,,,,,3900.0
2020-03-24,,,,,,,,,,,,,,,,,,,,3200.0
2020-04-20,,,,,,,,,,,,,,,,,,,,2600.0
2020-04-21,,,,,,,,,,,,,,,,,,,,2720.0
2020-05-26,,,,,,,,,,,,,,,,,,,,2720.0
2020-06-17,,,,,,,,,,,,,,,,,,,,2820.0
2020-11-04,,,,,,,,,,,,,,,,,,,,3720.0
2020-11-24,,,,,,,,,,,,,,,,,,,,3980.0
2020-12-10,,,,,,,,,,,,,,,,,,,,3980.0
2020-12-28,,,,,,,,,,,,,,,,,,,,4000.0
2021-02-10,,,,,,,,,,,,,,,,,,,,4000.0
2021-02-15,,,,,,,,,,,,,,,,,,,,4380.0
2021-02-22,,,,,,,,,,,,,,,,,,,,4700.0
2021-02-23,,,,,,,,,,,,,,,,,,,,4700.0
2021-03-03,,,,,,,,,,,,,,,,,,,,5000.0
2021-04-12,,,,,,,,,,,,,,,,,,,,4620.0
2021-04-15,,,,,,,,,,,,,,,,,,,,4900.0
2021-04-26,,,,,,,,,,,,,,,,,,,,4860.0
2021-05-21,,,,,,,,,,,,,,,,,,,,4880.0
2021-05-26,,,,,,,,,,,,,,,,,,,,4900.0
2021-06-21,,,,,,,,,,,,,,,,,,,,5000.0
2021-06-28,,,,,,,,,,,,,,,,,,,,5300.0
2021-07-23,,,,,,,,,,,,,,,,,,,,5750.0
2021-07-28,,,,,,,,,,,,,,,,,,,,5750.0
2021-07-29,,,,,,,,,,,,,,,,,,,,5750.0
2021-08-05,,,,,,,,,,,,,,,,,,,,6250.0
2021-09-06,,,,,,,,,,,,,,,,,,,,6500.0
2021-09-07,,,,,,,,,,,,,,,,,,,,6800.0
2021-09-10,,,,,,,,,,,,,,,,,,,,6700.0
2021-09-17,,,,,,,,,,,,,,,,,,,,6800.0
2021-09-24,,,,,,,,,,,,,,,,,,,,6800.0
2021-10-04,,,,,,,,,,,,,,,,,,,,6950.0
2021-10-05,,,,,,,,,,,,,,,,,,,,7000.0
2021-10-06,,,,,,,,,,,,,,,,,,,,6950.0
2021-11-04,,,,,,,,,,,,,,,,,,,,7000.0
2021-11-09,,,,,,,,,,,,,,,,,,,,7000.0
2021-11-10,,,,,,,,,,,,,,,,,,,,7100.0
2022-01-05,,,,,,,,,,,,,,,,,,,,7100.0
2022-01-24,,,,,,,,,,,,,,,,,,,,6800.0
2022-01-27,,,,,,,,,,,,,,,,,,,,7200.0
2022-01-28,,,,,,,,,,,,,,,,,,,,7200.0
2022-05-20,,,,,,,,,,,,,,,,,,,,7050.0
2022-07-04,,,,,,,,,,,,,,,,,,,,6400.0
2022-09-22,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-09-23,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-09-26,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-09-27,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-09-28,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-09-29,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-09-30,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-03,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-04,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-05,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-06,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-07,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-10,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-11,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-12,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-13,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-14,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-17,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-18,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-19,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-20,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-21,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-24,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-25,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-26,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-27,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-28,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-10-31,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-01,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-02,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-03,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-04,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-07,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-08,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-09,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-10,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-11,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-14,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-15,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-16,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-17,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-18,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-21,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-22,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-23,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-24,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-25,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,,0.03,0.0,0.0,,
2022-11-28,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32000.0,0.03,0.0,0.0,0.0,6400.0
2022-11-29,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32000.0,0.03,0.0,0.0,0.0,6400.0
2022-11-30,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32000.0,0.03,0.0,0.0,0.0,6400.0
2022-12-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32000.0,0.03,0.0,0.0,0.0,6400.0
2022-12-02,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32000.0,0.03,0.0,0.0,0.0,6400.0
2022-12-05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32000.0,0.03,0.0,0.0,0.0,6400.0
2022-12-06,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31250.0,0.03,0.0,0.0,0.0,6250.0
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31250.0,0.03,0.0,0.0,0.0,6250.0
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31250.0,0.03,0.0,0.0,0.0,6250.0
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18750.0,0.02,0.0,0.0,0.0,6250.0
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18900.0,0.02,0.0,0.0,0.0,6300.0
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18900.0,0.02,0.0,0.0,0.0,6300.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18900.0,0.02,0.0,0.0,0.0,6300.0
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
