,GAGG FP Equity_DX_SI_QTY,GAGG FP Equity_DX_SHORT_INTEREST_VALUE,GAGG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GAGG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GAGG FP Equity_DX_SI_MV,GAGG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GAGG FP Equity_DX_SUPPLY_SI_QTY,GAGG FP Equity_DX_BROKER_SI_QTY,GAGG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GAGG FP Equity_DX_BROKER_SI_QTY_ADD,GAGG FP Equity_DX_BROKER_SI_MV_ADD,GAGG FP Equity_DX_SUPPLY_SI_MV,GAGG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GAGG FP Equity_DX_UTILIZATION_QUANTITY,GAGG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GAGG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GAGG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GAGG FP Equity_DX_ACTIVE_UTILIZATION_MV,GAGG FP Equity_DX_BROKER_SI_CON_RATIO,GAGG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GAGG FP Equity_DX_DEMAND_SUPPLY_RATIO,GAGG FP Equity_PX_LAST
2020-03-31,,,,,,,,,,,,,,,,,,,,,,53.262
2020-04-01,,,,,,,,,,,,,,,,,,,,,,53.538
2020-04-02,,,,,,,,,,,,,,,,,,,,,,53.801
2020-04-03,,,,,,,,,,,,,,,,,,,,,,53.925
2020-04-06,,,,,,,,,,,,,,,,,,,,,,53.83
2020-04-07,,,,,,,,,,,,,,,,,,,,,,53.528
2020-04-08,,,,,,,,,,,,,,,,,,,,,,53.638
2020-04-09,,,,,,,,,,,,,,,,,,,,,,53.786
2020-04-14,,,,,,,,,,,,,,,,,,,,,,54.275
2020-04-15,,,,,,,,,,,,,,,,,,,,,,53.975
2020-04-16,,,,,,,,,,,,,,,,,,,,,,54.221
2020-04-17,,,,,,,,,,,,,,,,,,,,,,54.136
2020-04-20,,,,,,,,,,,,,,,,,,,,,,54.148
2020-04-21,,,,,,,,,,,,,,,,,,,,,,54.16
2020-04-22,,,,,,,,,,,,,,,,,,,,,,54.001
2020-04-23,,,,,,,,,,,,,,,,,,,,,,54.393
2020-04-24,,,,,,,,,,,,,,,,,,,,,,54.601
2020-04-27,,,,,,,,,,,,,,,,,,,,,,54.45
2020-04-28,,,,,,,,,,,,,,,,,,,,,,54.55
2020-04-29,,,,,,,,,,,,,,,,,,,,,,54.608
2020-04-30,,,,,,,,,,,,,,,,,,,,,,54.358
2020-05-04,,,,,,,,,,,,,,,,,,,,,,54.308
2020-05-05,,,,,,,,,,,,,,,,,,,,,,54.647
2020-05-06,,,,,,,,,,,,,,,,,,,,,,54.646
2020-05-07,,,,,,,,,,,,,,,,,,,,,,54.737
2020-05-08,,,,,,,,,,,,,,,,,,,,,,54.534
2020-05-11,,,,,,,,,,,,,,,,,,,,,,54.484
2020-05-12,,,,,,,,,,,,,,,,,,,,,,54.336
2020-05-13,,,,,,,,,,,,,,,,,,,,,,54.447
2020-05-14,,,,,,,,,,,,,,,,,,,,,,54.707
2020-05-15,,,,,,,,,,,,,,,,,,,,,,54.547
2020-05-18,,,,,,,,,,,,,,,,,,,,,,54.28
2020-05-19,,,,,,,,,,,,,,,,,,,,,,54.084
2020-05-20,,,,,,,,,,,,,,,,,,,,,,54.0
2020-05-22,,,,,,,,,,,,,,,,,,,,,,54.396
2020-05-25,,,,,,,,,,,,,,,,,,,,,,54.434
2020-05-26,,,,,,,,,,,,,,,,,,,,,,54.204
2020-05-27,,,,,,,,,,,,,,,,,,,,,,54.106
2020-05-28,,,,,,,,,,,,,,,,,,,,,,53.906
2020-05-29,,,,,,,,,,,,,,,,,,,,,,53.829
2020-06-01,,,,,,,,,,,,,,,,,,,,,,53.741
2020-06-02,,,,,,,,,,,,,,,,,,,,,,53.54
2020-06-03,,,,,,,,,,,,,,,,,,,,,,53.239
2020-06-05,,,,,,,,,,,,,,,,,,,,,,52.805
2020-06-08,,,,,,,,,,,,,,,,,,,,,,53.09
2020-06-09,,,,,,,,,,,,,,,,,,,,,,52.921
2020-06-10,,,,,,,,,,,,,,,,,,,,,,53.143
2020-06-11,,,,,,,,,,,,,,,,,,,,,,53.141
2020-06-12,,,,,,,,,,,,,,,,,,,,,,53.527
2020-06-15,,,,,,,,,,,,,,,,,,,,,,53.43
2020-06-16,,,,,,,,,,,,,,,,,,,,,,53.478
2020-06-17,,,,,,,,,,,,,,,,,,,,,,53.632
2020-06-18,,,,,,,,,,,,,,,,,,,,,,53.665
2020-06-19,,,,,,,,,,,,,,,,,,,,,,53.749
2020-06-22,,,,,,,,,,,,,,,,,,,,,,53.639
2020-06-23,,,,,,,,,,,,,,,,,,,,,,53.285
2020-06-24,,,,,,,,,,,,,,,,,,,,,,53.499
2020-06-25,,,,,,,,,,,,,,,,,,,,,,53.699
2020-06-26,,,,,,,,,,,,,,,,,,,,,,53.638
2020-06-29,,,,,,,,,,,,,,,,,,,,,,53.54
2020-06-30,,,,,,,,,,,,,,,,,,,,,,53.559
2020-07-01,,,,,,,,,,,,,,,,,,,,,,53.469
2020-07-02,,,,,,,,,,,,,,,,,,,,,,53.663
2020-07-03,,,,,,,,,,,,,,,,,,,,,,53.717
2020-07-06,,,,,,,,,,,,,,,,,,,,,,53.495
2020-07-07,,,,,,,,,,,,,,,,,,,,,,53.496
2020-07-08,,,,,,,,,,,,,,,,,,,,,,53.469
2020-07-09,,,,,,,,,,,,,,,,,,,,,,53.64
2020-07-10,,,,,,,,,,,,,,,,,,,,,,53.736
2020-07-13,,,,,,,,,,,,,,,,,,,,,,53.383
2020-07-14,,,,,,,,,,,,,,,,,,,,,,53.363
2020-07-15,,,,,,,,,,,,,,,,,,,,,,53.32
2020-07-16,,,,,,,,,,,,,,,,,,,,,,53.277
2020-07-17,,,,,,,,,,,,,,,,,,,,,,53.331
2020-07-20,,,,,,,,,,,,,,,,,,,,,,53.362
2020-07-21,,,,,,,,,,,,,,,,,,,,,,53.35
2020-07-22,,,,,,,,,,,,,,,,,,,,,,53.069
2020-07-23,,,,,,,,,,,,,,,,,,,,,,53.039
2020-07-24,,,,,,,,,,,,,,,,,,,,,,52.957
2020-07-27,,,,,,,,,,,,,,,,,,,,,,52.614
2020-07-28,,,,,,,,,,,,,,,,,,,,,,52.759
2020-07-29,,,,,,,,,,,,,,,,,,,,,,52.613
2020-07-30,,,,,,,,,,,,,,,,,,,,,,52.685
2020-07-31,,,,,,,,,,,,,,,,,,,,,,52.529
2020-08-03,,,,,,,,,,,,,,,,,,,,,,52.695
2020-08-04,,,,,,,,,,,,,,,,,,,,,,52.809
2020-08-05,,,,,,,,,,,,,,,,,,,,,,52.393
2020-08-06,,,,,,,,,,,,,,,,,,,,,,52.605
2020-08-07,,,,,,,,,,,,,,,,,,,,,,52.672
2020-08-10,,,,,,,,,,,,,,,,,,,,,,52.774
2020-08-11,,,,,,,,,,,,,,,,,,,,,,52.544
2020-08-12,,,,,,,,,,,,,,,,,,,,,,52.374
2020-08-13,,,,,,,,,,,,,,,,,,,,,,52.245
2020-08-14,,,,,,,,,,,,,,,,,,,,,,52.177
2020-08-17,,,,,,,,,,,,,,,,,,,,,,52.133
2020-08-18,,,,,,,,,,,,,,,,,,,,,,52.043
2020-08-19,,,,,,,,,,,,,,,,,,,,,,52.146
2020-08-20,,,,,,,,,,,,,,,,,,,,,,52.308
2020-08-21,,,,,,,,,,,,,,,,,,,,,,52.509
2020-08-24,,,,,,,,,,,,,,,,,,,,,,52.443
2020-08-25,,,,,,,,,,,,,,,,,,,,,,52.206
2020-08-26,,,,,,,,,,,,,,,,,,,,,,52.182
2020-08-27,,,,,,,,,,,,,,,,,,,,,,52.246
2020-08-28,,,,,,,,,,,,,,,,,,,,,,52.071
2020-08-31,,,,,,,,,,,,,,,,,,,,,,51.844
2020-09-01,,,,,,,,,,,,,,,,,,,,,,51.91
2020-09-02,,,,,,,,,,,,,,,,,,,,,,52.36
2020-09-03,,,,,,,,,,,,,,,,,,,,,,52.436
2020-09-04,,,,,,,,,,,,,,,,,,,,,,52.431
2020-09-07,,,,,,,,,,,,,,,,,,,,,,52.279
2020-09-08,,,,,,,,,,,,,,,,,,,,,,52.435
2020-09-09,,,,,,,,,,,,,,,,,,,,,,52.241
2020-09-10,,,,,,,,,,,,,,,,,,,,,,51.973
2020-09-11,,,,,,,,,,,,,,,,,,,,,,52.181
2020-09-14,,,,,,,,,,,,,,,,,,,,,,52.202
2020-09-15,,,,,,,,,,,,,,,,,,,,,,52.316
2020-09-16,,,,,,,,,,,,,,,,,,,,,,52.483
2020-09-17,,,,,,,,,,,,,,,,,,,,,,52.535
2020-09-18,,,,,,,,,,,,,,,,,,,,,,52.456
2020-09-21,,,,,,,,,,,,,,,,,,,,,,52.788
2020-09-22,,,,,,,,,,,,,,,,,,,,,,52.778
2020-09-23,,,,,,,,,,,,,,,,,,,,,,52.909
2020-09-24,,,,,,,,,,,,,,,,,,,,,,52.838
2020-09-25,,,,,,,,,,,,,,,,,,,,,,52.934
2020-09-28,,,,,,,,,,,,,,,,,,,,,,52.928
2020-09-29,,,,,,,,,,,,,,,,,,,,,,52.674
2020-09-30,,,,,,,,,,,,,,,,,,,,,,52.643
2020-10-01,,,,,,,,,,,,,,,,,,,,,,52.615
2020-10-02,,,,,,,,,,,,,,,,,,,,,,52.808
2020-10-05,,,,,,,,,,,,,,,,,,,,,,52.481
2020-10-06,,,,,,,,,,,,,,,,,,,,,,52.452
2020-10-07,,,,,,,,,,,,,,,,,,,,,,52.484
2020-10-08,,,,,,,,,,,,,,,,,,,,,,52.574
2020-10-09,,,,,,,,,,,,,,,,,,,,,,52.478
2020-10-12,,,,,,,,,,,,,,,,,,,,,,52.589
2020-10-13,,,,,,,,,,,,,,,,,,,,,,52.758
2020-10-14,,,,,,,,,,,,,,,,,,,,,,52.824
2020-10-15,,,,,,,,,,,,,,,,,,,,,,52.967
2020-10-16,,,,,,,,,,,,,,,,,,,,,,52.939
2020-10-19,,,,,,,,,,,,,,,,,,,,,,52.71
2020-10-20,,,,,,,,,,,,,,,,,,,,,,52.522
2020-10-21,,,,,,,,,,,,,,,,,,,,,,52.436
2020-10-22,,,,,,,,,,,,,,,,,,,,,,52.455
2020-10-23,,,,,,,,,,,,,,,,,,,,,,52.419
2020-10-26,,,,,,,,,,,,,,,,,,,,,,52.539
2020-10-27,,,,,,,,,,,,,,,,,,,,,,52.637
2020-10-28,,,,,,,,,,,,,,,,,,,,,,52.839
2020-10-29,,,,,,,,,,,,,,,,,,,,,,53.075
2020-10-30,,,,,,,,,,,,,,,,,,,,,,53.061
2020-11-02,,,,,,,,,,,,,,,,,,,,,,53.144
2020-11-03,,,,,,,,,,,,,,,,,,,,,,52.872
2020-11-04,,,,,,,,,,,,,,,,,,,,,,53.109
2020-11-05,,,,,,,,,,,,,,,,,,,,,,52.967
2020-11-06,,,,,,,,,,,,,,,,,,,,,,52.743
2020-11-09,,,,,,,,,,,,,,,,,,,,,,52.539
2020-11-10,,,,,,,,,,,,,,,,,,,,,,52.623
2020-11-11,,,,,,,,,,,,,,,,,,,,,,52.775
2020-11-12,,,,,,,,,,,,,,,,,,,,,,52.757
2020-11-13,,,,,,,,,,,,,,,,,,,,,,52.7
2020-11-16,,,,,,,,,,,,,,,,,,,,,,52.751
2020-11-17,,,,,,,,,,,,,,,,,,,,,,52.706
2020-11-18,,,,,,,,,,,,,,,,,,,,,,52.8
2020-11-19,,,,,,,,,,,,,,,,,,,,,,52.835
2020-11-20,,,,,,,,,,,,,,,,,,,,,,52.873
2020-11-23,,,,,,,,,,,,,,,,,,,,,,52.934
2020-11-24,,,,,,,,,,,,,,,,,,,,,,52.826
2020-11-25,,,,,,,,,,,,,,,,,,,,,,52.731
2020-11-26,,,,,,,,,,,,,,,,,,,,,,52.745
2020-11-27,,,,,,,,,,,,,,,,,,,,,,52.698
2020-11-30,,,,,,,,,,,,,,,,,,,,,,52.677
2020-12-01,,,,,,,,,,,,,,,,,,,,,,52.283
2020-12-02,,,,,,,,,,,,,,,,,,,,,,52.08
2020-12-03,,,,,,,,,,,,,,,,,,,,,,52.002
2020-12-04,,,,,,,,,,,,,,,,,,,,,,51.964
2020-12-07,,,,,,,,,,,,,,,,,,,,,,52.072
2020-12-08,,,,,,,,,,,,,,,,,,,,,,52.244
2020-12-09,,,,,,,,,,,,,,,,,,,,,,52.293
2020-12-10,,,,,,,,,,,,,,,,,,,,,,52.198
2020-12-11,,,,,,,,,,,,,,,,,,,,,,52.33
2020-12-14,,,,,,,,,,,,,,,,,,,,,,52.191
2020-12-15,,,,,,,,,,,,,,,,,,,,,,52.202
2020-12-16,,,,,,,,,,,,,,,,,,,,,,52.115
2020-12-17,,,,,,,,,,,,,,,,,,,,,,51.955
2020-12-18,,,,,,,,,,,,,,,,,,,,,,51.914
2020-12-21,,,,,,,,,,,,,,,,,,,,,,51.963
2020-12-22,,,,,,,,,,,,,,,,,,,,,,52.116
2020-12-23,,,,,,,,,,,,,,,,,,,,,,51.98
2020-12-24,,,,,,,,,,,,,,,,,,,,,,52.166
2020-12-28,,,,,,,,,,,,,,,,,,,,,,51.92
2020-12-29,,,,,,,,,,,,,,,,,,,,,,51.927
2020-12-30,,,,,,,,,,,,,,,,,,,,,,51.868
2021-01-04,,,,,,,,,,,,,,,,,,,,,,52.028
2021-01-05,,,,,,,,,,,,,,,,,,,,,,52.006
2021-01-06,,,,,,,,,,,,,,,,,,,,,,51.802
2021-01-07,,,,,,,,,,,,,,,,,,,,,,51.726
2021-01-08,,,,,,,,,,,,,,,,,,,,,,51.79
2021-01-11,,,,,,,,,,,,,,,,,,,,,,51.959
2021-01-12,,,,,,,,,,,,,,,,,,,,,,51.94
2021-01-13,,,,,,,,,,,,,,,,,,,,,,52.063
2021-01-14,,,,,,,,,,,,,,,,,,,,,,52.209
2021-01-15,,,,,,,,,,,,,,,,,,,,,,52.321
2021-01-18,,,,,,,,,,,,,,,,,,,,,,52.308
2021-01-19,,,,,,,,,,,,,,,,,,,,,,52.2
2021-01-20,,,,,,,,,,,,,,,,,,,,,,52.28
2021-01-21,,,,,,,,,,,,,,,,,,,,,,52.123
2021-01-22,,,,,,,,,,,,,,,,,,,,,,51.932
2021-01-25,,,,,,,,,,,,,,,,,,,,,,52.167
2021-01-26,,,,,,,,,,,,,,,,,,,,,,52.131
2021-01-27,,,,,,,,,,,,,,,,,,,,,,52.307
2021-01-28,,,,,,,,,,,,,,,,,,,,,,52.153
2021-01-29,,,,,,,,,,,,,,,,,,,,,,52.014
2021-02-01,,,,,,,,,,,,,,,,,,,,,,52.176
2021-02-02,,,,,,,,,,,,,,,,,,,,,,52.25
2021-02-03,,,,,,,,,,,,,,,,,,,,,,52.217
2021-02-04,,,,,,,,,,,,,,,,,,,,,,52.331
2021-02-05,,,,,,,,,,,,,,,,,,,,,,52.168
2021-02-08,,,,,,,,,,,,,,,,,,,,,,52.162
2021-02-09,,,,,,,,,,,,,,,,,,,,,,52.068
2021-02-10,,,,,,,,,,,,,,,,,,,,,,51.962
2021-02-11,,,,,,,,,,,,,,,,,,,,,,52.011
2021-02-12,,,,,,,,,,,,,,,,,,,,,,51.9
2021-02-15,,,,,,,,,,,,,,,,,,,,,,51.756
2021-02-16,,,,,,,,,,,,,,,,,,,,,,51.661
2021-02-17,,,,,,,,,,,,,,,,,,,,,,51.895
2021-02-18,,,,,,,,,,,,,,,,,,,,,,51.741
2021-02-19,,,,,,,,,,,,,,,,,,,,,,51.539
2021-02-22,,,,,,,,,,,,,,,,,,,,,,51.506
2021-02-23,,,,,,,,,,,,,,,,,,,,,,51.413
2021-02-24,,,,,,,,,,,,,,,,,,,,,,51.357
2021-02-25,,,,,,,,,,,,,,,,,,,,,,50.825
2021-02-26,,,,,,,,,,,,,,,,,,,,,,51.118
2021-03-01,,,,,,,,,,,,,,,,,,,,,,51.484
2021-03-02,,,,,,,,,,,,,,,,,,,,,,51.442
2021-03-03,,,,,,,,,,,,,,,,,,,,,,51.329
2021-03-04,,,,,,,,,,,,,,,,,,,,,,51.366
2021-03-05,,,,,,,,,,,,,,,,,,,,,,51.6
2021-03-08,,,,,,,,,,,,,,,,,,,,,,51.601
2021-03-09,,,,,,,,,,,,,,,,,,,,,,51.59
2021-03-10,,,,,,,,,,,,,,,,,,,,,,51.63
2021-03-11,,,,,,,,,,,,,,,,,,,,,,51.523
2021-03-12,,,,,,,,,,,,,,,,,,,,,,51.353
2021-03-15,,,,,,,,,,,,,,,,,,,,,,51.453
2021-03-16,,,,,,,,,,,,,,,,,,,,,,51.54
2021-03-17,,,,,,,,,,,,,,,,,,,,,,51.393
2021-03-18,,,,,,,,,,,,,,,,,,,,,,51.282
2021-03-19,,,,,,,,,,,,,,,,,,,,,,51.418
2021-03-22,,,,,,,,,,,,,,,,,,,,,,51.399
2021-03-23,,,,,,,,,,,,,,,,,,,,,,51.663
2021-03-24,,,,,,,,,,,,,,,,,,,,,,51.788
2021-03-25,,,,,,,,,,,,,,,,,,,,,,52.0
2021-03-26,,,,,,,,,,,,,,,,,,,,,,51.842
2021-03-29,,,,,,,,,,,,,,,,,,,,,,51.814
2021-03-30,,,,,,,,,,,,,,,,,,,,,,51.825
2021-03-31,,,,,,,,,,,,,,,,,,,,,,51.839
2021-04-01,,,,,,,,,,,,,,,,,,,,,,51.845
2021-04-06,,,,,,,,,,,,,,,,,,,,,,51.665
2021-04-07,,,,,,,,,,,,,,,,,,,,,,51.556
2021-04-08,,,,,,,,,,,,,,,,,,,,,,51.591
2021-04-09,,,,,,,,,,,,,,,,,,,,,,51.557
2021-04-12,,,,,,,,,,,,,,,,,,,,,,51.502
2021-04-13,,,,,,,,,,,,,,,,,,,,,,51.449
2021-04-14,,,,,,,,,,,,,,,,,,,,,,51.389
2021-04-15,,,,,,,,,,,,,,,,,,,,,,51.582
2021-04-16,,,,,,,,,,,,,,,,,,,,,,51.463
2021-04-19,,,,,,,,,,,,,,,,,,,,,,51.359
2021-04-20,,,,,,,,,,,,,,,,,,,,,,51.369
2021-04-21,,,,,,,,,,,,,,,,,,,,,,51.399
2021-04-22,,,,,,,,,,,,,,,,,,,,,,51.452
2021-04-23,,,,,,,,,,,,,,,,,,,,,,51.314
2021-04-26,,,,,,,,,,,,,,,,,,,,,,51.285
2021-04-27,,,,,,,,,,,,,,,,,,,,,,51.22
2021-04-28,,,,,,,,,,,,,,,,,,,,,,51.145
2021-04-29,,,,,,,,,,,,,,,,,,,,,,50.99
2021-04-30,,,,,,,,,,,,,,,,,,,,,,51.205
2021-05-03,,,,,,,,,,,,,,,,,,,,,,51.172
2021-05-04,,,,,,,,,,,,,,,,,,,,,,51.353
2021-05-05,,,,,,,,,,,,,,,,,,,,,,51.402
2021-05-06,,,,,,,,,,,,,,,,,,,,,,51.329
2021-05-07,,,,,,,,,,,,,,,,,,,,,,51.084
2021-05-10,,,,,,,,,,,,,,,,,,,,,,51.052
2021-05-11,,,,,,,,,,,,,,,,,,,,,,50.921
2021-05-12,,,,,,,,,,,,,,,,,,,,,,51.004
2021-05-13,,,,,,,,,,,,,,,,,,,,,,50.973
2021-05-14,,,,,,,,,,,,,,,,,,,,,,50.863
2021-05-17,,,,,,,,,,,,,,,,,,,,,,50.83
2021-05-18,,,,,,,,,,,,,,,,,,,,,,50.666
2021-05-19,,,,,,,,,,,,,,,,,,,,,,50.667
2021-05-20,,,,,,,,,,,,,,,,,,,,,,50.697
2021-05-21,,,,,,,,,,,,,,,,,,,,,,50.82
2021-05-24,,,,,,,,,,,,,,,,,,,,,,50.799
2021-05-25,,,,,,,,,,,,,,,,,,,,,,50.784
2021-05-26,,,,,,,,,,,,,,,,,,,,,,50.95
2021-05-27,,,,,,,,,,,,,,,,,,,,,,50.912
2021-05-28,,,,,,,,,,,,,,,,,,,,,,50.923
2021-05-31,,,,,,,,,,,,,,,,,,,,,,50.879
2021-06-01,,,,,,,,,,,,,,,,,,,,,,50.78
2021-06-02,,,,,,,,,,,,,,,,,,,,,,50.867
2021-06-03,,,,,,,,,,,,,,,,,,,,,,51.011
2021-06-04,,,,,,,,,,,,,,,,,,,,,,51.034
2021-06-07,,,,,,,,,,,,,,,,,,,,,,50.957
2021-06-08,,,,,,,,,,,,,,,,,,,,,,51.059
2021-06-09,,,,,,,,,,,,,,,,,,,,,,51.141
2021-06-10,,,,,,,,,,,,,,,,,,,,,,51.236
2021-06-11,,,,,,,,,,,,,,,,,,,,,,51.471
2021-06-14,,,,,,,,,,,,,,,,,,,,,,51.339
2021-06-15,,,,,,,,,,,,,,,,,,,,,,51.235
2021-06-16,,,,,,,,,,,,,,,,,,,,,,51.316
2021-06-17,,,,,,,,,,,,,,,,,,,,,,51.775
2021-06-18,,,,,,,,,,,,,,,,,,,,,,51.975
2021-06-21,,,,,,,,,,,,,,,,,,,,,,51.814
2021-06-22,,,,,,,,,,,,,,,,,,,,,,51.738
2021-06-23,,,,,,,,,,,,,,,,,,,,,,51.644
2021-06-24,,,,,,,,,,,,,,,,,,,,,,51.714
2021-06-25,,,,,,,,,,,,,,,,,,,,,,51.612
2021-06-28,,,,,,,,,,,,,,,,,,,,,,51.74
2021-06-29,,,,,,,,,,,,,,,,,,,,,,51.769
2021-06-30,,,,,,,,,,,,,,,,,,,,,,51.994
2021-07-01,,,,,,,,,,,,,,,,,,,,,,51.875
2021-07-02,,,,,,,,,,,,,,,,,,,,,,52.041
2021-07-05,,,,,,,,,,,,,,,,,,,,,,52.022
2021-07-06,,,,,,,,,,,,,,,,,,,,,,52.268
2021-07-07,,,,,,,,,,,,,,,,,,,,,,52.419
2021-07-08,,,,,,,,,,,,,,,,,,,,,,52.372
2021-07-09,,,,,,,,,,,,,,,,,,,,,,52.223
2021-07-12,,,,,,,,,,,,,,,,,,,,,,52.222
2021-07-13,,,,,,,,,,,,,,,,,,,,,,52.4
2021-07-14,,,,,,,,,,,,,,,,,,,,,,52.401
2021-07-15,,,,,,,,,,,,,,,,,,,,,,52.466
2021-07-16,,,,,,,,,,,,,,,,,,,,,,52.465
2021-07-19,,,,,,,,,,,,,,,,,,,,,,52.649
2021-07-20,,,,,,,,,,,,,,,,,,,,,,52.75
2021-07-21,,,,,,,,,,,,,,,,,,,,,,52.584
2021-07-22,,,,,,,,,,,,,,,,,,,,,,52.778
2021-07-23,,,,,,,,,,,,,,,,,,,,,,52.751
2021-07-26,,,,,,,,,,,,,,,,,,,,,,52.662
2021-07-27,,,,,,,,,,,,,,,,,,,,,,52.67
2021-07-28,,,,,,,,,,,,,,,,,,,,,,52.707
2021-07-29,,,,,,,,,,,,,,,,,,,,,,52.574
2021-07-30,,,,,,,,,,,,,,,,,,,,,,52.648
2021-08-02,,,,,,,,,,,,,,,,,,,,,,52.689
2021-08-03,,,,,,,,,,,,,,,,,,,,,,52.817
2021-08-04,,,,,,,,,,,,,,,,,,,,,,52.856
2021-08-05,,,,,,,,,,,,,,,,,,,,,,52.813
2021-08-06,,,,,,,,,,,,,,,,,,,,,,52.859
2021-08-09,,,,,,,,,,,,,,,,,,,,,,52.897
2021-08-10,,,,,,,,,,,,,,,,,,,,,,52.914
2021-08-11,,,,,,,,,,,,,,,,,,,,,,52.871
2021-08-12,,,,,,,,,,,,,,,,,,,,,,52.875
2021-08-13,,,,,,,,,,,,,,,,,,,,,,52.786
2021-08-16,,,,,,,,,,,,,,,,,,,,,,52.91
2021-08-17,,,,,,,,,,,,,,,,,,,,,,53.013
2021-08-18,,,,,,,,,,,,,,,,,,,,,,53.08
2021-08-19,,,,,,,,,,,,,,,,,,,,,,53.135
2021-08-20,,,,,,,,,,,,,,,,,,,,,,53.14
2021-08-23,,,,,,,,,,,,,,,,,,,,,,53.001
2021-08-24,,,,,,,,,,,,,,,,,,,,,,52.971
2021-08-25,,,,,,,,,,,,,,,,,,,,,,52.783
2021-08-26,,,,,,,,,,,,,,,,,,,,,,52.745
2021-08-27,,,,,,,,,,,,,,,,,,,,,,52.725
2021-08-30,,,,,,,,,,,,,,,,,,,,,,52.768
2021-08-31,,,,,,,,,,,,,,,,,,,,,,52.679
2021-09-01,,,,,,,,,,,,,,,,,,,,,,52.542
2021-09-02,,,,,,,,,,,,,,,,,,,,,,52.539
2021-09-03,,,,,,,,,,,,,,,,,,,,,,52.477
2021-09-06,,,,,,,,,,,,,,,,,,,,,,52.514
2021-09-07,,,,,,,,,,,,,,,,,,,,,,52.41
2021-09-08,,,,,,,,,,,,,,,,,,,,,,52.519
2021-09-09,,,,,,,,,,,,,,,,,,,,,,52.624
2021-09-10,,,,,,,,,,,,,,,,,,,,,,52.564
2021-09-13,,,,,,,,,,,,,,,,,,,,,,52.629
2021-09-14,,,,,,,,,,,,,,,,,,,,,,52.695
2021-09-15,,,,,,,,,,,,,,,,,,,,,,52.723
2021-09-16,,,,,,,,,,,,,,,,,,,,,,52.778
2021-09-17,,,,,,,,,,,,,,,,,,,,,,52.73
2021-09-20,,,,,,,,,,,,,,,,,,,,,,52.813
2021-09-21,,,,,,,,,,,,,,,,,,,,,,52.911
2021-09-22,,,,,,,,,,,,,,,,,,,,,,52.865
2021-09-23,,,,,,,,,,,,,,,,,,,,,,52.684
2021-09-24,,,,,,,,,,,,,,,,,,,,,,52.59
2021-09-27,,,,,,,,,,,,,,,,,,,,,,52.591
2021-09-28,,,,,,,,,,,,,,,,,,,,,,52.465
2021-09-29,,,,,,,,,,,,,,,,,,,,,,52.619
2021-09-30,,,,,,,,,,,,,,,,,,,,,,52.729
2021-10-01,,,,,,,,,,,,,,,,,,,,,,52.844
2021-10-04,,,,,,,,,,,,,,,,,,,,,,52.778
2021-10-05,,,,,,,,,,,,,,,,,,,,,,52.692
2021-10-06,,,,,,,,,,,,,,,,,,,,,,52.885
2021-10-07,,,,,,,,,,,,,,,,,,,,,,52.764
2021-10-08,,,,,,,,,,,,,,,,,,,,,,52.58
2021-10-11,,,,,,,,,,,,,,,,,,,,,,52.474
2021-10-12,,,,,,,,,,,,,,,,,,,,,,52.557
2021-10-13,,,,,,,,,,,,,,,,,,,,,,52.618
2021-10-14,,,,,,,,,,,,,,,,,,,,,,52.691
2021-10-15,,,,,,,,,,,,,,,,,,,,,,52.564
2021-10-18,,,,,,,,,,,,,,,,,,,,,,52.472
2021-10-19,,,,,,,,,,,,,,,,,,,,,,52.385
2021-10-20,,,,,,,,,,,,,,,,,,,,,,52.351
2021-10-21,,,,,,,,,,,,,,,,,,,,,,52.299
2021-10-22,,,,,,,,,,,,,,,,,,,,,,52.312
2021-10-25,,,,,,,,,,,,,,,,,,,,,,52.445
2021-10-26,,,,,,,,,,,,,,,,,,,,,,52.753
2021-10-27,,,,,,,,,,,,,,,,,,,,,,52.687
2021-10-28,,,,,,,,,,,,,,,,,,,,,,52.445
2021-10-29,,,,,,,,,,,,,,,,,,,,,,52.644
2021-11-01,,,,,,,,,,,,,,,,,,,,,,52.51
2021-11-02,,,,,,,,,,,,,,,,,,,,,,52.65
2021-11-03,,,,,,,,,,,,,,,,,,,,,,52.668
2021-11-04,,,,,,,,,,,,,,,,,,,,,,52.891
2021-11-05,,,,,,,,,,,,,,,,,,,,,,53.067
2021-11-08,,,,,,,,,,,,,,,,,,,,,,52.978
2021-11-09,,,,,,,,,,,,,,,,,,,,,,53.165
2021-11-10,,,,,,,,,,,,,,,,,,,,,,53.062
2021-11-11,,,,,,,,,,,,,,,,,,,,,,53.136
2021-11-12,,,,,,,,,,,,,,,,,,,,,,53.196
2021-11-15,,,,,,,,,,,,,,,,,,,,,,53.189
2021-11-16,,,,,,,,,,,,,,,,,,,,,,53.346
