,WLN FP Equity_DX_SI_QTY,WLN FP Equity_DX_SHORT_INTEREST_VALUE,WLN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,WLN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WLN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WLN FP Equity_DX_SI_MV,WLN FP Equity_DX_DSS,WLN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WLN FP Equity_DX_SUPPLY_SI_QTY,WLN FP Equity_DX_BROKER_SI_QTY,WLN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WLN FP Equity_DX_BROKER_SI_MV_NEW_x,WLN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WLN FP Equity_DX_SUPPLY_SI_QTY_INC_x,WLN FP Equity_DX_BROKER_SI_MV_INC_x,WLN FP Equity_DX_SUPPLY_SI_MV_NEW,WLN FP Equity_DX_BROKER_SI_QTY_ADD,WLN FP Equity_DX_BROKER_SI_QTY_NEW,WLN FP Equity_DX_SUPPLY_SI_MV_DEC,WLN FP Equity_DX_BROKER_SI_QTY_INC,WLN FP Equity_DX_SUPPLY_SI_QTY_DEC,WLN FP Equity_DX_BROKER_SI_MV_NEW_y,WLN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WLN FP Equity_DX_BROKER_SI_MV_INC_y,WLN FP Equity_DX_SUPPLY_SI_QTY_INC_y,WLN FP Equity_DX_BROKER_SI_MV_ADD,WLN FP Equity_DX_SUPPLY_SI_QTY_ADD,WLN FP Equity_DX_BROKER_SI_QTY_DEC,WLN FP Equity_DX_SUPPLY_SI_MV,WLN FP Equity_DX_BROKER_SI_MV_DEC,WLN FP Equity_DX_SUPPLY_SI_MV_RMV,WLN FP Equity_DX_BROKER_SI_MV_RMV,WLN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WLN FP Equity_DX_UTILIZATION_QUANTITY,WLN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WLN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WLN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WLN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WLN FP Equity_DX_ACTIVE_UTILIZATION_MV,WLN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WLN FP Equity_DX_BROKER_SI_CON_RATIO,WLN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WLN FP Equity_DX_DEMAND_SUPPLY_RATIO,WLN FP Equity_PX_LAST
2021-08-17,2766249.0,207441012.51,1.22,5.51,0.99,209.31,0.0,173258470.79,1919184.0,2310421.0,143919608.16,,,8169.0,6.45,,,,22.56,86738.0,296654.0,,,6.45,8169.0,,77159.0,378000.0,145.08,29.34,,,2.35,2.35,79913408.0,5992706465.92,,6041.66,2.35,24.84,0.2314,38.74,0.0338,74.99
2021-08-18,2573444.0,192004656.84,1.13,5.14,0.92,193.27,0.0,162579442.77,1876474.0,2179057.0,140003725.14,,,59351.0,4.26,,,,7.87,59351.0,102061.0,,,4.26,59351.0,,,190715.0,140.75,14.59,,,2.29,2.29,79902568.0,5961530598.48,,5986.58,2.3,18.44,0.2332,41.6,0.0315,74.61
2021-08-19,2544217.0,190816275.0,1.12,5.11,0.91,190.74,0.0,163446300.0,1873513.0,2179284.0,140513475.0,,,44133.0,14.42,,,,17.43,190666.0,232233.0,,,14.42,44133.0,,185139.0,190439.0,139.98,14.59,,,2.29,2.29,79773000.0,5982975000.0,,5961.02,2.29,26.43,0.2543,40.69,0.0312,75.0
2021-08-20,2102617.0,155593658.0,0.93,4.24,0.75,158.08,0.0,143286274.0,1681850.0,1936301.0,124456900.0,,,73453.0,13.81,,,,31.17,175511.0,417081.0,,,13.81,73453.0,,151965.0,418494.0,125.93,31.57,,,2.06,2.06,79947552.0,5916118848.0,,5979.9,2.06,11.53,0.3506,56.52,0.0258,74.0
2021-08-23,2309648.0,173662433.12,1.02,4.67,0.82,171.58,0.0,155532394.75,1764517.0,2068525.0,132674033.23,,,30883.0,9.58,,,,0.91,132224.0,12104.0,,,9.58,30883.0,,63888.0,,130.5,,,,2.16,2.16,79919480.0,6009145701.2,,5902.39,2.16,14.32,0.3073,51.34,0.0283,75.19
2021-08-24,2163635.0,162813533.75,0.95,4.37,0.77,163.01,0.0,138668216.75,1591985.0,1842767.0,119796871.25,,,8000.0,0.6,,,,13.05,8020.0,178912.0,,,0.6,8000.0,,1180.0,233778.0,119.7,16.07,0.21,,1.95,1.95,80060800.0,6024575200.0,2800.0,6009.86,1.95,15.43,0.3407,54.97,0.0265,75.25
2021-08-25,1988834.0,148267574.7,0.88,3.97,0.71,150.28,0.0,136070971.05,1579341.0,1825231.0,117739871.55,,,125681.0,13.8,,,,14.35,177061.0,190966.0,,,13.8,125681.0,,52641.0,194597.0,118.77,14.64,,,1.93,1.93,80089304.0,5970657613.2,,6014.96,1.94,9.24,0.46,66.43,0.0244,74.55
2021-08-26,1935189.0,143920005.93,0.85,3.84,0.69,145.11,0.0,132437054.82,1528496.0,1780786.0,113674247.52,,,1500.0,0.1,,,,3.97,1500.0,52345.0,,,0.1,1500.0,,,45945.0,113.98,3.48,,,1.87,1.87,80029496.0,5951793617.52,,5959.79,1.88,9.49,0.4817,68.14,0.0237,74.37
2021-08-27,2020658.0,150640053.9,0.89,4.02,0.72,150.9,0.0,139047976.2,1832461.0,1865164.0,136609967.55,,,268896.0,24.11,,,,3.58,329723.0,48145.0,,,24.11,268896.0,,83214.0,245345.0,136.19,18.25,,,2.25,2.25,79546608.0,5930199626.4,,5901.54,2.26,9.05,0.5228,71.26,0.0248,74.55
2021-08-30,1843225.0,138205010.5,0.81,3.66,0.66,138.37,0.0,125956352.68,1655026.0,1679866.0,124093849.48,,,8365.0,0.06,,,,13.77,500.0,185800.0,,,0.06,8365.0,,,185798.0,123.4,13.4,,,2.03,2.03,79940256.0,5993920394.88,,5955.14,2.03,9.94,0.4806,68.0,0.0226,74.98
2021-08-31,1890199.0,142275278.73,0.83,3.84,0.67,142.56,0.0,126917263.2,1707934.0,1686160.0,128556192.18,,,71652.0,1.94,,11166.0,,1.83,19806.0,24678.0,,,1.94,71652.0,0.84,5934.0,24678.0,128.11,1.9,,,2.09,2.09,79929352.0,6016282325.04,,5988.36,2.09,9.74,0.4759,67.69,0.0232,75.27
2021-09-01,2222365.0,168877516.35,0.98,4.48,0.79,168.06,0.0,153372592.74,1999385.0,2018326.0,151933266.15,,,303294.0,28.48,,8782.0,,6.67,375132.0,89675.0,,,28.48,303294.0,0.66,77832.0,51748.0,150.53,3.75,,,2.45,2.45,79570944.0,6046596034.56,,5981.29,2.45,8.26,0.5412,72.7,0.0272,75.99
2021-09-02,2168741.0,162677262.41,0.95,4.44,0.77,165.2,0.0,146961242.22,1979542.0,1959222.0,148485445.42,,,11257.0,0.57,,1000.0,,2.63,8300.0,35580.0,,,0.57,11257.0,0.08,4480.0,68404.0,150.3,4.15,,,2.43,2.43,79540840.0,5966358408.4,,6027.49,2.43,8.49,0.5344,72.2,0.0266,75.01
2021-09-03,2069375.0,149802056.25,0.91,4.28,0.74,155.39,0.0,136871826.84,1903349.0,1890756.0,137783434.11,,,11815.0,0.63,,4480.0,,8.41,11000.0,108877.0,,,0.63,11815.0,0.34,20869.0,83946.0,142.5,7.94,,,2.34,2.34,79360088.0,5744876770.32,,5923.37,2.35,8.87,0.5383,72.47,0.0255,72.39
2021-09-06,2132888.0,155658166.24,0.94,4.3,0.76,156.44,0.0,144375750.16,1972796.0,1978292.0,143974652.08,,,203232.0,0.0,,81906.0,,14.85,10457.0,194781.0,,,0.0,203232.0,6.07,60996.0,4827.0,143.18,0.03,,,2.41,2.41,79764032.0,5821179055.36,,5779.57,2.42,8.52,0.5024,69.85,0.0261,72.98
2021-09-07,2043367.0,146734184.27,0.9,4.15,0.73,149.97,0.0,136920988.72,1927222.0,1906712.0,138393811.82,,,13990.0,1.26,,1400.0,,8.17,16183.0,114929.0,,,1.26,13990.0,0.11,55365.0,89163.0,140.61,6.27,,,2.36,2.36,79802920.0,5730647685.2,,5815.13,2.36,8.98,0.5162,70.85,0.025,71.81
2021-09-08,1981020.0,141266536.2,0.87,4.4,0.71,143.35,0.0,130609898.49,1867943.0,1831579.0,133203015.33,,,314.0,1.15,,,,6.38,15687.0,83593.0,,,1.15,314.0,,24000.0,90820.0,134.28,8.16,,,2.29,2.29,79677912.0,5681831904.72,,5721.2,2.29,9.25,0.4969,69.34,0.0243,71.31
2021-09-09,2171750.0,154845775.0,0.96,4.93,0.77,155.93,0.0,139406330.4,1881519.0,1955208.0,134152304.7,,,53480.0,10.6,,,,5.82,148138.0,80507.0,,,10.6,53480.0,,40603.0,24509.0,134.37,1.81,,,2.31,2.31,79469032.0,5666141981.6,,5659.96,2.32,12.48,0.4266,63.2,0.0267,71.3
2021-09-10,2134047.0,151688060.76,0.94,4.94,0.76,152.95,0.0,134885743.88,1894784.0,1897661.0,134681246.72,,,288629.0,3.35,,,,23.8,49569.0,332850.0,,,3.35,288629.0,,57486.0,107116.0,135.22,7.71,,,2.35,2.35,78859592.0,5605339799.36,,5616.99,2.35,8.59,0.4704,67.41,0.0264,71.08
2021-09-13,2029891.0,143371201.33,0.89,4.83,0.72,145.22,0.0,124285633.36,1893638.0,1759672.0,133747651.94,,,62033.0,1.85,,,,8.32,23600.0,115579.0,,,1.85,62033.0,,52400.0,161589.0,134.68,11.85,,,2.33,2.33,79448152.0,5611422975.76,,5646.84,2.33,8.28,0.4982,69.56,0.025,70.63
2021-09-14,2014912.0,142474427.52,0.89,4.87,0.72,143.33,0.0,127908803.91,1444051.0,1808921.0,102108846.21,,,6460.0,5.86,,,,32.55,90867.0,456047.0,,,5.86,6460.0,,,41618.0,102.13,3.08,,,1.84,1.84,77065520.0,5449302919.2,,5442.69,1.84,7.21,0.5483,73.33,0.0257,70.71
2021-09-15,2431236.0,166588290.72,1.07,6.08,0.87,172.22,0.0,137577265.32,1614503.0,2007841.0,110625745.56,,,8800.0,0.68,,234300.0,,5.3,9611.0,73996.0,,,0.68,8800.0,16.57,235648.0,44991.0,113.87,3.57,,,2.06,2.06,76579560.0,5247231451.2,,5397.43,2.07,19.29,0.4054,60.12,0.0311,68.52
2021-09-16,2598023.0,179861132.29,1.14,6.41,0.93,179.61,0.0,164814476.4,1798319.0,2380680.0,124497624.37,,,314656.0,27.33,,,,18.04,393905.0,255366.0,,,27.33,314656.0,,124526.0,21066.0,123.73,1.75,,,2.31,2.31,75977128.0,5259896571.44,,5221.6,2.31,15.33,0.3561,56.48,0.0334,69.23
2021-09-17,2367943.0,161043803.43,1.04,5.73,0.84,164.25,0.0,147408274.5,1850352.0,2167450.0,125842439.52,,,54598.0,4.36,,,,1.6,69603.0,22596.0,,,4.36,54598.0,,20031.0,282833.0,128.24,18.66,,,2.38,2.38,75744552.0,5151386981.52,,5239.23,2.39,19.03,0.4125,60.85,0.0305,68.01
2021-09-20,2480171.0,165477009.12,1.09,5.62,0.88,170.41,0.0,153854118.24,1983754.0,2305967.0,132356066.88,,,28500.0,,,176800.0,,7.83,,110990.0,,,,28500.0,12.61,215892.0,38283.0,134.83,2.79,,,2.56,2.56,75508824.0,5037948737.28,,5126.45,2.56,17.8,0.4603,65.09,0.032,66.72
2021-09-21,2208086.0,147411821.36,0.97,4.8,0.79,147.8,0.0,137523931.0,1729613.0,2059975.0,115468963.88,,,1108.0,0.16,,527.0,,17.76,2339.0,258115.0,,,0.16,1108.0,0.04,2866.0,248858.0,115.45,19.8,,,2.26,2.26,74936560.0,5002764745.6,,4997.41,2.26,12.64,0.5341,71.62,0.0288,66.76
2021-09-22,2059630.0,139436951.0,0.91,4.35,0.73,138.37,0.0,113124939.8,1781131.0,1670974.0,120582568.7,,,64021.0,,,,,3.16,,47771.0,,,,64021.0,,35268.0,389001.0,119.16,25.59,,,2.79,2.79,62102060.0,4204309462.0,,4154.13,2.79,20.86,0.4597,64.13,0.0322,67.7
2021-09-23,1441682.0,98135293.74,0.63,2.98,0.51,97.96,0.0,86145716.22,1318551.0,1265546.0,89753766.57,,,3549.0,,,2205.0,,31.26,,468234.0,,,,3549.0,0.16,2105.0,407633.0,89.33,26.59,,,1.67,1.67,77814880.0,5296858881.6,,5267.99,1.67,8.31,0.5662,74.43,0.0182,68.07
2021-09-24,1570328.0,105478931.76,0.69,3.21,0.56,107.64,0.0,88450665.06,1384466.0,1316818.0,92994581.22,,,54657.0,5.98,,,,2.03,82568.0,32352.0,,,5.98,54657.0,,43610.0,31296.0,94.33,1.59,,,1.75,1.75,77775496.0,5224180066.32,,5292.28,1.75,8.27,0.5511,73.3,0.0198,67.17
2021-09-27,1485859.0,99047360.94,0.65,3.02,0.53,100.54,0.0,86339298.54,1398828.0,1295219.0,93245874.48,,,20705.0,,,20501.0,,0.77,,8864.0,,,,20705.0,1.38,2521.0,42100.0,94.08,3.72,,,1.78,1.78,77061984.0,5136951853.44,,5173.88,1.79,7.07,0.5672,74.65,0.0189,66.66
2021-09-28,1505309.0,99621349.62,0.66,2.99,0.54,101.0,0.0,82924135.62,1354992.0,1253009.0,89673370.56,,,7370.0,,,390.0,,3.61,,51206.0,,,,7370.0,0.03,,42600.0,90.37,3.39,,,1.73,1.73,77137296.0,5104946249.28,,5138.76,1.73,8.66,0.5158,70.74,0.0192,66.18
2021-09-29,1403773.0,93533394.99,0.62,2.74,0.5,94.29,0.0,77381283.54,1326126.0,1161358.0,88359775.38,,,35461.0,1.41,,,,4.46,20735.0,65431.0,,,1.41,35461.0,,1104.0,112386.0,88.24,7.47,,,1.74,1.74,74762640.0,4981434703.2,,4964.12,1.75,6.2,0.6098,77.5,0.0184,66.63
2021-09-30,1247216.0,82328728.16,0.55,2.41,0.44,83.88,0.0,69031475.73,1169304.0,1045773.0,77185757.04,,,49684.0,0.25,,,,14.11,3645.0,215087.0,,,0.25,49684.0,,8581.0,119230.0,78.14,7.93,,,1.49,1.49,77115184.0,5090373295.84,,5137.86,1.5,6.98,0.6135,77.72,0.0159,66.01
2021-10-01,1241087.0,81316020.24,0.55,2.33,0.44,82.49,0.0,63729534.96,1171303.0,972673.0,76743772.56,,35603.0,45263.0,,2.35,,,5.37,,78867.0,,35603.0,,45263.0,,,73100.0,77.53,5.61,,,1.4,1.4,82215776.0,5386777643.52,,5420.1,1.41,7.02,0.5326,72.03,0.0149,65.52
2021-10-04,1492033.0,96564375.76,0.66,2.76,0.53,98.8,0.0,81082575.12,1452839.0,1252821.0,94027740.08,,,64200.0,25.16,,,,5.17,376822.0,76665.0,,,25.16,64200.0,,294001.0,96674.0,95.36,6.71,,,1.74,1.74,82128744.0,5315372311.68,,5365.18,1.75,12.1,0.4716,66.92,0.0179,64.72
2021-10-05,1380264.0,90931792.32,0.61,2.54,0.49,90.95,0.0,75457041.48,1341145.0,1145371.0,88354632.6,,,900.0,0.04,,446.0,,7.76,454.0,114241.0,,,0.04,900.0,0.03,1647.0,108350.0,87.27,7.71,,,1.6,1.6,82256128.0,5419033712.64,,5333.73,1.61,13.4,0.4394,64.12,0.0165,65.88
2021-10-06,1531795.0,100776793.05,0.67,2.8,0.55,102.51,0.0,88110704.88,1426629.0,1339272.0,93857921.91,,,79652.0,13.37,,,,2.87,193901.0,44717.0,,,13.37,79652.0,,50549.0,,94.38,,,,1.71,1.71,82208664.0,5408508004.56,,5419.82,1.71,17.04,0.4219,62.07,0.0183,65.79
2021-10-07,1634528.0,111393083.2,0.72,2.94,0.58,109.9,0.0,93000624.9,1510094.0,1364646.0,102912906.1,,,64400.0,10.52,,,,8.29,145121.0,126056.0,,,10.52,64400.0,,145121.0,119747.0,99.71,8.2,,,1.8,1.8,82273864.0,5606963831.6,,5424.48,1.81,30.81,0.3525,50.13,0.0195,68.15
2021-10-08,1549379.0,103823886.79,0.68,2.72,0.55,106.01,0.0,87403287.32,1425855.0,1304332.0,95546543.55,,,10734.0,5.65,,,,12.8,91786.0,194495.0,,,5.65,10734.0,,99522.0,152100.0,97.15,8.59,,,1.69,1.69,82925424.0,5556832662.24,,5634.49,1.69,37.65,0.3687,47.06,0.0184,67.01
2021-10-11,1680584.0,111708418.48,0.74,2.91,0.6,113.91,0.0,95334398.09,1582477.0,1434247.0,105187246.19,,,30764.0,8.45,,,,0.18,129915.0,1647.0,,,8.45,30764.0,,127505.0,,106.27,,,,1.87,1.87,82821208.0,5505125695.76,,5547.6,1.88,41.54,0.3654,43.37,0.0199,66.47
2021-10-12,1921433.0,126487934.39,0.85,3.31,0.69,128.66,0.0,106330525.07,1804752.0,1615229.0,118806824.16,,,47939.0,11.42,,,,0.14,184407.0,2133.0,,,11.42,47939.0,,176469.0,3425.0,120.21,0.25,,,2.14,2.14,82671896.0,5442290913.68,,5506.94,2.14,41.17,0.3709,44.42,0.0227,65.83
2021-10-13,2190629.0,147078831.06,0.96,3.8,0.78,146.2,0.0,120815744.4,1992460.0,1799460.0,133773764.4,,,156409.0,11.22,,18500.0,,0.94,169919.0,14019.0,,,11.22,156409.0,1.27,45318.0,4188.0,131.03,0.0,,,2.36,2.36,82487104.0,5538184162.56,,5432.81,2.35,35.3,0.2855,35.38,0.0259,67.14
2021-10-14,2283782.0,156119337.52,1.01,3.95,0.81,155.21,0.0,124111613.24,1952553.0,1815559.0,133476523.08,,,102704.0,9.62,,,,11.98,143374.0,186643.0,,,9.62,102704.0,,44032.0,127275.0,131.15,6.98,,,2.31,2.31,82464808.0,5637294274.88,,5542.69,2.31,29.64,0.2701,31.39,0.0271,68.36
2021-10-15,1953190.0,133871642.6,0.86,3.34,0.7,135.04,0.0,105746664.84,1676712.0,1542846.0,114921840.48,,,31800.0,2.94,,,,21.43,34303.0,327897.0,,,2.94,31800.0,,20256.0,307016.0,114.79,20.18,,,1.98,1.98,82816080.0,5676214123.2,,5659.52,1.99,30.95,0.2749,36.57,0.0231,68.54
2021-10-18,1945673.0,132928379.36,0.86,3.39,0.69,134.73,0.0,104866690.88,1667548.0,1534934.0,113926879.36,,,22752.0,7.21,,,,9.04,101593.0,131928.0,,,7.21,22752.0,,100012.0,109505.0,114.29,7.6,,,1.97,1.97,82818896.0,5658186974.72,,5668.6,1.98,26.93,0.28,37.89,0.023,68.32
2021-10-19,2066659.0,141814140.58,0.91,3.6,0.74,143.08,0.0,111879008.68,1815616.0,1630414.0,124587569.92,,,18183.0,7.16,,,,1.55,103302.0,21712.0,,,7.16,18183.0,,151597.0,7822.0,124.04,0.39,,,2.14,2.14,82958712.0,5692626817.44,,5660.03,2.14,25.04,0.2811,40.75,0.0244,68.62
2021-10-20,1812490.0,123358069.4,0.8,3.17,0.65,125.7,0.0,98877636.06,1554083.0,1452801.0,105770888.98,,,53646.0,4.64,,36192.0,,30.97,65643.0,452814.0,,,4.64,53646.0,2.49,137635.0,279448.0,106.57,19.33,,,1.84,1.84,83086664.0,5654878351.84,,5689.32,1.84,26.26,0.3153,47.72,0.0214,68.06
2021-10-21,1726336.0,118737390.08,0.76,3.0,0.62,119.81,0.0,106146110.6,1608148.0,1543270.0,110608419.44,,,60150.0,6.23,,,,5.48,90469.0,80061.0,,,6.23,60150.0,,73976.0,,109.77,,,,1.9,1.9,82927888.0,5703780136.64,,5653.95,1.9,28.0,0.3686,53.05,0.0204,68.78
2021-10-22,1637268.0,111514323.48,0.72,2.85,0.58,114.28,0.0,99286943.84,1460626.0,1457744.0,99483236.86,,,3850.0,6.61,,15400.0,,15.24,92546.0,223672.0,,,6.61,3850.0,1.06,72300.0,193472.0,100.38,13.05,,,1.73,1.73,82988456.0,5652343738.16,,5696.36,1.73,28.7,0.3779,53.69,0.0194,68.11
2021-10-25,1639945.0,109056342.5,0.72,2.85,0.58,112.72,0.0,90842724.0,1376938.0,1366056.0,91566377.0,,,60903.0,3.32,,,,16.58,59871.0,239416.0,,,3.32,60903.0,,94825.0,151559.0,93.9,11.05,,,1.63,1.63,82925240.0,5514528460.0,,5633.32,1.64,28.89,0.3527,50.63,0.0195,66.5
2021-10-26,1530947.0,100154552.74,0.67,2.61,0.55,102.49,0.0,79210208.9,1298704.0,1210795.0,84961215.68,,,21460.0,3.99,,,,15.21,62481.0,221388.0,,,3.99,21460.0,,121694.0,217742.0,86.44,16.95,,,1.54,1.54,83062104.0,5433922843.68,,5511.39,1.54,30.5,0.3141,44.54,0.0181,65.42
2021-10-27,1843282.0,101380510.0,0.81,2.99,0.66,118.5,0.0,77746680.0,1434239.0,1413576.0,78883145.0,0.07,,390739.0,24.99,,4500.0,1000.0,17.18,389339.0,258304.0,0.07,,24.99,390739.0,0.26,3100.0,191058.0,90.52,15.85,,0.07,1.71,1.71,82559120.0,4540751600.0,,5269.98,1.69,23.06,0.341,50.67,0.0219,55.0
2021-10-28,1438395.0,75156138.75,0.63,2.01,0.51,79.66,0.0,57668168.25,1105761.0,1103697.0,57776012.25,,,,,,,,23.89,,328478.0,,,,,,,309879.0,61.55,26.69,,,1.33,1.33,82073000.0,4288314250.0,,4462.46,1.36,21.2,0.3663,55.09,0.0173,52.25
2021-10-29,1192328.0,60069484.64,0.52,1.52,0.43,63.36,0.0,52804789.4,967970.0,1048130.0,48766328.6,,,24248.0,3.75,,4534.0,,15.28,110979.0,277995.0,,,3.75,24248.0,0.25,115956.0,171080.0,52.89,9.52,,,1.19,1.19,80223096.0,4041639576.48,,4187.17,1.25,6.82,0.5773,75.32,0.0147,50.38
2021-11-01,1160404.0,56389832.38,0.51,1.38,0.41,59.1,0.0,40086501.45,1143308.0,824910.0,55559052.26,,,36306.0,0.04,,,,5.54,2291.0,103268.0,,,0.04,36306.0,,242300.0,225511.0,57.79,13.45,,,1.44,1.44,78451296.0,3812340729.12,,3924.32,1.45,19.7,0.4937,67.13,0.0146,48.595
2021-11-02,1202137.0,59764240.96,0.53,1.33,0.43,59.2,0.0,43326523.07,1020519.0,871498.0,50735102.09,,,49620.0,0.19,,160000.0,,10.57,4522.0,207523.0,,,0.19,49620.0,7.78,35114.0,117934.0,50.63,7.11,,,1.3,1.3,77699432.0,3862827261.88,,3790.5,1.32,19.09,0.3598,54.91,0.0153,49.715
2021-11-03,1126751.0,58591052.0,0.5,1.19,0.4,56.55,0.0,41217852.0,617792.0,792651.0,32125184.0,,,1393.0,0.12,,,,20.56,2270.0,406390.0,,,0.12,1393.0,,2270.0,81117.0,30.89,3.53,,,0.79,0.79,77645432.0,4037562464.0,,3883.26,0.79,20.44,0.3296,51.27,0.0144,52.0
2021-11-04,1460331.0,75031806.78,0.64,1.5,0.52,76.25,0.0,55233756.9,1032063.0,1075005.0,53027396.94,,,435996.0,17.96,,4967.0,,4.01,326249.0,80909.0,,,17.96,435996.0,0.27,59184.0,48862.0,54.92,2.4,,,1.32,1.32,77427928.0,3978246940.64,,4022.59,1.35,15.73,0.3839,58.5,0.0186,51.38
2021-11-05,1713675.0,91407424.5,0.75,1.7,0.61,88.22,0.0,56758453.92,1149046.0,1064088.0,61290113.64,,,2327.0,0.07,,167715.0,,9.83,1680.0,189440.0,,,0.07,2327.0,8.65,304096.0,180312.0,60.52,9.94,,,1.47,1.47,77157064.0,4115557793.76,,3984.25,1.5,16.47,0.2244,40.06,0.0219,53.34
2021-11-08,1815161.0,94279462.34,0.8,1.76,0.65,97.58,0.0,67538932.44,1237213.0,1300326.0,64260843.22,,,12552.0,5.35,,138928.0,,0.0,101999.0,4689.0,,,5.35,12552.0,8.17,80304.0,4689.0,66.66,0.0,,,1.58,1.58,77285864.0,4014227776.16,,4102.58,1.6,14.99,0.2014,37.59,0.0231,51.94
2021-11-09,2088714.0,104540135.7,0.92,2.01,0.74,107.91,0.0,76343116.85,1586042.0,1525337.0,79381402.1,,,1330.0,24.41,,,,5.73,484708.0,105441.0,,,24.41,1330.0,,452940.0,259697.0,83.67,14.88,,,2.02,2.02,76977160.0,3852706858.0,,3972.56,2.06,18.6,0.1785,33.09,0.0266,50.05
2021-11-10,2561571.0,126669685.95,1.13,2.41,0.91,128.56,0.0,92570152.75,2106880.0,1871995.0,104185216.0,,,260903.0,16.97,,,,0.3,349715.0,4537.0,,,16.97,260903.0,,264472.0,3057.0,107.16,0.16,,,2.67,2.67,76732712.0,3794432608.4,,3851.93,2.71,16.18,0.1531,26.78,0.0325,49.45
2021-11-11,1904273.0,92947565.13,0.84,1.76,0.68,94.42,0.0,62334079.56,1155394.0,1277076.0,56394781.14,,,86534.0,0.28,,38000.0,,53.61,5520.0,1043540.0,,,0.28,86534.0,1.86,5520.0,638439.0,57.43,32.76,,,1.48,1.48,76878672.0,3752447980.32,,3805.73,1.49,20.46,0.1429,21.69,0.0244,48.81
2021-11-12,2140469.0,105022111.49,0.94,1.97,0.76,105.06,0.0,56974278.0,1244312.0,1161200.0,61052168.28,,,138294.0,0.41,,,,4.65,8919.0,94095.0,,,0.41,138294.0,,44719.0,124795.0,61.34,6.51,,,1.6,1.6,76550344.0,3755942628.36,,3745.19,1.61,14.96,0.1729,33.85,0.0275,49.065
2021-11-15,1013017.0,51056056.8,0.45,0.92,0.36,50.28,0.0,27202694.4,675728.0,539736.0,34056691.2,,,7379.0,0.57,,,,28.64,10370.0,586333.0,,,0.57,7379.0,,10370.0,631834.0,33.95,31.0,,,0.87,0.87,76681224.0,3864733689.6,,3790.72,0.89,13.34,0.1387,27.06,0.0131,50.4
2021-11-16,966735.0,49593505.5,0.43,0.86,0.34,49.22,0.0,25930046.7,661863.0,505459.0,33953571.9,,,4251.0,0.54,,,,2.15,8994.0,43271.0,,,0.54,4251.0,,25155.0,43271.0,34.03,2.13,,,0.86,0.86,76705152.0,3934974297.6,,3893.37,0.87,16.21,0.1537,28.46,0.0125,51.3
2021-11-17,804125.0,39973053.75,0.35,0.7,0.29,41.61,0.0,29667425.1,436676.0,596810.0,21707163.96,,,41323.0,1.36,,86022.0,,17.99,27341.0,349565.0,,,1.36,41323.0,4.59,83055.0,22012.0,22.57,0.92,,,0.56,0.56,77054176.0,3830363088.96,,3936.88,0.57,13.6,0.1698,33.97,0.0104,49.71
2021-11-18,975130.0,49400085.8,0.43,0.82,0.35,49.6,0.0,35345937.94,681980.0,697709.0,34549106.8,,,57606.0,12.01,,,,0.24,233358.0,4663.0,,,12.01,57606.0,,192361.0,132459.0,34.08,7.17,,,0.89,0.89,76357424.0,3868267099.84,,3798.54,0.89,17.32,0.12,18.71,0.0127,50.66
2021-11-19,1213346.0,60825034.98,0.53,1.01,0.43,62.57,0.0,46098144.36,799622.0,919572.0,40085050.86,,,45240.0,12.77,,,,2.14,242234.0,46197.0,,,12.77,45240.0,,118599.0,20371.0,40.81,1.09,,,1.04,1.04,76205328.0,3820173092.64,,3861.9,1.05,13.95,0.159,31.46,0.0158,50.13
2021-11-22,1014284.0,49294202.4,0.45,0.81,0.36,51.8,0.0,37915387.2,794645.0,780152.0,38619747.0,,,5016.0,1.03,,117729.0,,7.45,23148.0,142051.0,,,1.03,5016.0,6.02,132058.0,280297.0,39.82,14.46,,,1.03,1.03,76018712.0,3694509403.2,,3804.12,1.04,11.82,0.2034,39.9,0.0132,48.6
2021-11-23,1730411.0,84236407.48,0.76,1.35,0.62,85.64,0.0,54472968.68,1244945.0,1119001.0,60603922.6,,,101464.0,18.24,,,,1.7,385070.0,29962.0,,,18.24,101464.0,,378798.0,46221.0,60.88,2.59,,,1.62,1.62,75595944.0,3680010553.92,,3673.85,1.63,26.42,0.3038,47.44,0.0225,48.68
2021-11-24,1697027.0,82628244.63,0.75,1.31,0.61,83.89,0.0,54546920.1,1116848.0,1120290.0,54379329.12,,,47624.0,3.07,,,,8.68,56207.0,177579.0,,,3.07,47624.0,,1858.0,54918.0,54.71,3.15,,,1.45,1.45,76062152.0,3703466180.88,,3711.83,1.45,29.24,0.2927,44.18,0.022,48.69
