,C40 FP Equity_DX_DSS,C40 FP Equity_PX_LAST
2013-12-30,,52.36
2014-01-02,,51.745
2014-01-03,,51.99
2014-01-06,,51.76
2014-01-07,,52.175
2014-01-08,,52.17
2014-01-09,,51.775
2014-01-10,,52.04
2014-01-13,,52.205
2014-01-14,,52.35
2014-01-15,,53.02
2014-01-16,,52.88
2014-01-17,,52.99
2014-01-20,,52.915
2014-01-21,,52.96
2014-01-22,,53.04
2014-01-23,,52.43
2014-01-24,,50.99
2014-01-27,,50.75
2014-01-28,,51.27
2014-01-29,,50.93
2014-01-30,,51.22
2014-01-31,,51.05
2014-02-03,,50.3
2014-02-04,,50.445
2014-02-05,,50.445
2014-02-06,,51.31
2014-02-07,,51.79
2014-02-10,,51.875
2014-02-11,,52.5
2014-02-12,,52.735
2014-02-13,,52.84
2014-02-14,,53.175
2014-02-17,,53.155
2014-02-18,,53.095
2014-02-19,,53.18
2014-02-20,,53.37
2014-02-21,,53.655
2014-02-24,,54.075
2014-02-25,,54.06
2014-02-26,,53.895
2014-02-27,,53.855
2014-02-28,,53.97
2014-03-03,,52.59
2014-03-04,,53.845
2014-03-05,,53.765
2014-03-06,,54.115
2014-03-07,,53.49
2014-03-10,,53.565
2014-03-11,,53.285
2014-03-12,,52.77
2014-03-13,,52.12
2014-03-14,,51.665
2014-03-17,,52.36
2014-03-18,,52.82
2014-03-19,,52.79
2014-03-20,,53.015
2014-03-21,,53.125
2014-03-24,,52.435
2014-03-25,,53.265
2014-03-26,,53.785
2014-03-27,,53.765
2014-03-28,,54.075
2014-03-31,,53.9
2014-04-01,,54.275
2014-04-02,,54.34
2014-04-03,,54.565
2014-04-04,,55.0
2014-04-07,,54.515
2014-04-08,,54.29
2014-04-09,,54.53
2014-04-10,,54.17
2014-04-11,,53.575
2014-04-14,,53.765
2014-04-15,,53.355
2014-04-16,,54.045
2014-04-17,,54.435
2014-04-22,,55.07
2014-04-23,,54.695
2014-04-24,,55.005
2014-04-25,,54.655
2014-04-28,,54.83
2014-04-29,,55.325
2014-04-30,,55.255
2014-05-02,,54.945
2014-05-05,,55.075
2014-05-06,,54.625
2014-05-07,,54.91
2014-05-08,,55.65
2014-05-09,,55.34
2014-05-12,,55.75
2014-05-13,,55.94
2014-05-14,,55.99
2014-05-15,,55.295
2014-05-16,,55.54
2014-05-19,,55.61
2014-05-20,,55.52
2014-05-21,,55.7
2014-05-22,,55.855
2014-05-23,,56.055
2014-05-26,,56.465
2014-05-27,,56.595
2014-05-28,,56.6
2014-05-29,,56.655
2014-05-30,,56.53
2014-06-02,,56.59
2014-06-03,,56.52
2014-06-04,,56.435
2014-06-05,,57.01
2014-06-06,,57.38
2014-06-09,,57.55
2014-06-10,,57.59
2014-06-11,,57.15
2014-06-12,,57.135
2014-06-13,,56.97
2014-06-16,,56.565
2014-06-17,,56.88
2014-06-18,,56.79
2014-06-19,,57.22
2014-06-20,,56.945
2014-06-23,,56.62
2014-06-24,,56.705
2014-06-25,,56.03
2014-06-26,,55.805
2014-06-27,,55.855
2014-06-30,,55.575
2014-07-01,,56.035
2014-07-02,,55.84
2014-07-03,,56.39
2014-07-04,,56.085
2014-07-07,,55.415
2014-07-08,,54.64
2014-07-09,,54.815
2014-07-10,,54.045
2014-07-11,,54.235
2014-07-14,,54.675
2014-07-15,,54.015
2014-07-16,,54.885
2014-07-17,,54.24
2014-07-18,,54.525
2014-07-21,,54.095
2014-07-22,,54.92
2014-07-23,,54.975
2014-07-24,,55.435
2014-07-25,,54.395
2014-07-28,,54.62
2014-07-29,,54.85
2014-07-30,,54.185
2014-07-31,,53.35
2014-08-01,,52.85
2014-08-04,,52.975
2014-08-05,,53.235
2014-08-06,,52.825
2014-08-07,,52.19
2014-08-08,,52.08
2014-08-11,,52.755
2014-08-12,,52.26
2014-08-13,,52.665
2014-08-14,,52.81
2014-08-15,,52.515
2014-08-18,,53.15
2014-08-19,,53.505
2014-08-20,,53.315
2014-08-21,,53.945
2014-08-22,,53.485
2014-08-25,,54.555
2014-08-26,,55.215
2014-08-27,,55.2
2014-08-28,,54.87
2014-08-29,,55.035
2014-09-01,,55.03
2014-09-02,,55.035
2014-09-03,,55.545
2014-09-04,,56.48
2014-09-05,,56.345
2014-09-08,,56.21
2014-09-09,,55.94
2014-09-10,,55.935
2014-09-11,,55.78
2014-09-12,,55.755
2014-09-15,,55.6
2014-09-16,,55.435
2014-09-17,,55.61
2014-09-18,,56.045
2014-09-19,,56.07
2014-09-22,,55.775
2014-09-23,,54.825
2014-09-24,,55.52
2014-09-25,,54.75
2014-09-26,,55.285
2014-09-29,,54.81
2014-09-30,,55.545
2014-10-01,,54.925
2014-10-02,,53.375
2014-10-03,,53.86
2014-10-06,,53.925
2014-10-07,,52.875
2014-10-08,,52.51
2014-10-09,,52.075
2014-10-10,,51.295
2014-10-13,,51.4
2014-10-14,,51.485
2014-10-15,,49.685
2014-10-16,,49.365
2014-10-17,,50.835
2014-10-20,,50.265
2014-10-21,,51.385
2014-10-22,,51.68
2014-10-23,,52.325
2014-10-24,,52.005
2014-10-27,,51.61
2014-10-28,,51.815
2014-10-29,,51.75
2014-10-30,,52.19
2014-10-31,,53.325
2014-11-03,,52.84
2014-11-04,,52.03
2014-11-05,,52.985
2014-11-06,,53.285
2014-11-07,,52.83
2014-11-10,,53.19
2014-11-11,,53.495
2014-11-12,,52.695
2014-11-13,,52.85
2014-11-14,,53.01
2014-11-17,,53.325
2014-11-18,,53.715
2014-11-19,,53.815
2014-11-20,,53.41
2014-11-21,,54.81
2014-11-24,,55.055
2014-11-25,,55.18
2014-11-26,,55.045
2014-11-27,,55.2
2014-11-28,,55.495
2014-12-01,,55.135
2014-12-02,,55.285
2014-12-03,,55.325
2014-12-04,,54.52
2014-12-05,,55.665
2014-12-08,,55.15
2014-12-09,,53.82
2014-12-10,,53.225
2014-12-11,,53.28
2014-12-12,,51.87
2014-12-15,,50.55
2014-12-16,,51.805
2014-12-17,,51.97
2014-12-18,,53.655
2014-12-19,,53.68
2014-12-22,,53.805
2014-12-23,,54.575
2014-12-29,,54.545
2014-12-30,,53.73
2015-01-02,,53.65
2015-01-05,,51.97
2015-01-06,,51.595
2015-01-07,,51.92
2015-01-08,,53.885
2015-01-09,,52.75
2015-01-12,,53.39
2015-01-13,,54.165
2015-01-14,,53.325
2015-01-15,,54.66
2015-01-16,,55.25
2015-01-19,,55.485
2015-01-20,,56.115
2015-01-21,,56.505
2015-01-22,,57.365
2015-01-23,,58.63
2015-01-26,,59.055
2015-01-27,,58.43
2015-01-28,,58.235
2015-01-29,,58.57
2015-01-30,,58.23
2015-02-02,,58.445
2015-02-03,,59.135
2015-02-04,,59.31
2015-02-05,,59.415
2015-02-06,,59.19
2015-02-09,,58.695
2015-02-10,,59.32
2015-02-11,,59.145
2015-02-12,,59.655
2015-02-13,,60.205
2015-02-16,,60.01
2015-02-17,,59.98
2015-02-18,,60.605
2015-02-19,,61.055
2015-02-20,,61.005
2015-02-23,,61.395
2015-02-24,,61.67
2015-02-25,,61.67
2015-02-26,,61.98
2015-02-27,,62.54
2015-03-02,,62.12
2015-03-03,,61.555
2015-03-04,,62.025
2015-03-05,,62.63
2015-03-06,,62.755
2015-03-09,,62.47
2015-03-10,,61.8
2015-03-11,,63.175
2015-03-12,,63.085
2015-03-13,,63.305
2015-03-16,,63.905
2015-03-17,,63.535
2015-03-18,,63.565
2015-03-19,,63.605
2015-03-20,,64.25
2015-03-23,,63.98
2015-03-24,,64.39
2015-03-25,,63.585
2015-03-26,,63.405
2015-03-27,,63.675
2015-03-30,,64.23
2015-03-31,,63.73
2015-04-01,,64.015
2015-04-02,,64.15
2015-04-07,,65.09
2015-04-08,,64.975
2015-04-09,,65.87
2015-04-10,,66.355
2015-04-13,,66.435
2015-04-14,,66.04
2015-04-15,,66.525
2015-04-16,,66.115
2015-04-17,,65.1
2015-04-20,,65.56
2015-04-21,,65.745
2015-04-22,,65.965
2015-04-23,,65.58
2015-04-24,,65.855
2015-04-27,,66.74
2015-04-28,,65.565
2015-04-29,,63.87
2015-04-30,,64.14
2015-05-04,,64.52
2015-05-05,,63.32
2015-05-06,,63.38
2015-05-07,,63.3
2015-05-08,,64.81
2015-05-11,,64.42
2015-05-12,,63.69
2015-05-13,,63.515
2015-05-14,,64.38
2015-05-15,,63.96
2015-05-18,,64.25
2015-05-19,,65.615
2015-05-20,,65.9
2015-05-21,,66.075
2015-05-22,,66.04
2015-05-26,,65.38
2015-05-27,,66.63
2015-05-28,,66.095
2015-05-29,,64.415
2015-06-01,,64.72
2015-06-02,,64.45
2015-06-03,,64.875
2015-06-04,,64.27
2015-06-05,,63.34
2015-06-08,,62.745
2015-06-09,,62.65
2015-06-10,,63.845
2015-06-11,,64.275
2015-06-12,,63.39
2015-06-15,,62.315
2015-06-16,,62.6
2015-06-17,,61.955
2015-06-18,,62.175
2015-06-19,,62.265
2015-06-22,,64.705
2015-06-23,,65.45
2015-06-24,,65.36
2015-06-25,,65.29
2015-06-26,,65.525
2015-06-29,,62.98
2015-06-30,,61.95
2015-07-01,,63.04
2015-07-02,,62.67
2015-07-03,,62.285
2015-07-06,,61.105
2015-07-07,,59.705
2015-07-08,,60.135
2015-07-09,,61.625
2015-07-10,,63.485
2015-07-13,,64.795
2015-07-14,,65.245
2015-07-15,,65.42
2015-07-16,,66.345
2015-07-17,,66.44
2015-07-20,,66.58
2015-07-21,,66.13
2015-07-22,,65.835
2015-07-23,,65.89
2015-07-24,,65.545
2015-07-27,,63.765
2015-07-28,,64.505
2015-07-29,,65.015
2015-07-30,,65.44
2015-07-31,,65.93
2015-08-03,,66.315
2015-08-04,,66.215
2015-08-05,,67.305
2015-08-06,,67.19
2015-08-07,,66.765
2015-08-10,,67.255
2015-08-11,,66.07
2015-08-12,,63.87
2015-08-13,,64.585
2015-08-14,,64.155
2015-08-17,,64.54
2015-08-18,,64.365
2015-08-19,,63.23
2015-08-20,,61.915
2015-08-21,,59.975
2015-08-24,,56.74
2015-08-25,,59.1
2015-08-26,,58.295
2015-08-27,,60.37
2015-08-28,,60.56
2015-08-31,,60.285
2015-09-01,,58.73
2015-09-02,,59.04
2015-09-03,,60.295
2015-09-04,,58.62
2015-09-07,,58.96
2015-09-08,,59.57
2015-09-09,,60.42
2015-09-10,,59.59
2015-09-11,,58.89
2015-09-14,,58.5
2015-09-15,,59.145
2015-09-16,,60.145
2015-09-17,,60.265
2015-09-18,,58.705
2015-09-21,,59.355
2015-09-22,,57.34
2015-09-23,,57.395
2015-09-24,,56.35
2015-09-25,,57.975
2015-09-28,,56.475
2015-09-29,,56.3
2015-09-30,,57.77
2015-10-01,,57.39
2015-10-02,,57.84
2015-10-05,,59.83
2015-10-06,,60.44
2015-10-07,,60.49
2015-10-08,,60.625
2015-10-09,,60.96
2015-10-12,,60.885
2015-10-13,,60.265
2015-10-14,,59.83
2015-10-15,,60.67
2015-10-16,,61.045
2015-10-19,,61.07
2015-10-20,,60.675
2015-10-21,,60.98
2015-10-22,,62.37
2015-10-23,,63.925
2015-10-26,,63.61
2015-10-27,,62.94
2015-10-28,,63.475
2015-10-29,,63.4
2015-10-30,,63.54
2015-11-02,,63.76
2015-11-03,,64.035
2015-11-04,,64.2
2015-11-05,,64.62
2015-11-06,,64.645
2015-11-09,,63.74
2015-11-10,,63.77
2015-11-11,,64.285
2015-11-12,,63.035
2015-11-13,,62.41
2015-11-16,,62.425
2015-11-17,,64.17
2015-11-18,,63.755
2015-11-19,,63.89
2015-11-20,,63.84
2015-11-23,,63.53
2015-11-24,,62.66
2015-11-25,,63.59
2015-11-26,,64.265
2015-11-27,,64.07
2015-11-30,,64.42
2015-12-01,,63.875
2015-12-02,,63.775
2015-12-03,,61.51
2015-12-04,,61.31
2015-12-07,,61.865
2015-12-08,,60.925
2015-12-09,,60.35
2015-12-10,,60.285
2015-12-11,,59.21
2015-12-14,,58.205
2015-12-15,,59.99
2015-12-16,,60.145
2015-12-17,,60.855
2015-12-18,,60.16
2015-12-21,,59.46
2015-12-22,,59.495
2015-12-23,,60.86
2015-12-28,,60.155
2015-12-29,,61.22
2015-12-30,,60.915
2016-01-04,,58.915
2016-01-05,,59.085
2016-01-06,,58.41
2016-01-07,,57.335
2016-01-08,,56.425
2016-01-11,,56.15
2016-01-12,,57.035
2016-01-13,,57.16
2016-01-14,,56.17
2016-01-15,,54.81
2016-01-18,,54.55
2016-01-19,,55.64
2016-01-20,,53.76
2016-01-21,,54.795
2016-01-22,,56.41
2016-01-25,,56.15
2016-01-26,,56.765
2016-01-27,,57.005
2016-01-28,,56.29
2016-01-29,,57.495
2016-02-01,,57.29
2016-02-02,,55.895
2016-02-03,,55.155
2016-02-04,,55.185
2016-02-05,,54.8
2016-02-08,,53.07
2016-02-09,,52.13
2016-02-10,,52.91
2016-02-11,,50.83
2016-02-12,,52.03
2016-02-15,,53.59
2016-02-16,,53.595
2016-02-17,,55.155
2016-02-18,,55.265
2016-02-19,,54.99
2016-02-22,,55.94
2016-02-23,,55.175
2016-02-24,,54.1
2016-02-25,,55.35
2016-02-26,,56.195
2016-02-29,,56.685
2016-03-01,,57.395
2016-03-02,,57.59
2016-03-03,,57.425
2016-03-04,,58.03
2016-03-07,,57.795
2016-03-08,,57.285
2016-03-09,,57.54
2016-03-10,,56.595
2016-03-11,,58.395
2016-03-14,,58.6
2016-03-15,,58.185
2016-03-16,,58.055
2016-03-17,,57.765
2016-03-18,,58.03
2016-03-21,,57.69
2016-03-22,,57.73
2016-03-23,,57.65
2016-03-24,,56.46
2016-03-29,,56.915
2016-03-30,,57.91
2016-03-31,,57.155
2016-04-01,,56.325
2016-04-04,,56.63
2016-04-05,,55.39
2016-04-06,,55.835
2016-04-07,,55.325
2016-04-08,,56.06
2016-04-11,,56.205
2016-04-12,,56.64
2016-04-13,,58.52
2016-04-14,,58.79
2016-04-15,,58.57
2016-04-18,,58.775
2016-04-19,,59.55
2016-04-20,,59.86
2016-04-21,,59.775
2016-04-22,,59.605
2016-04-25,,59.305
2016-04-26,,59.28
2016-04-27,,59.625
2016-04-28,,59.56
2016-04-29,,57.92
2016-05-02,,58.21
2016-05-03,,57.3
2016-05-04,,56.67
2016-05-05,,56.755
2016-05-06,,56.65
2016-05-09,,56.95
2016-05-10,,57.36
2016-05-11,,57.07
2016-05-12,,56.805
2016-05-13,,57.18
2016-05-16,,57.08
2016-05-17,,56.93
2016-05-18,,57.26
2016-05-19,,56.765
2016-05-20,,57.715
2016-05-23,,57.425
2016-05-24,,58.83
2016-05-25,,59.575
2016-05-26,,59.95
2016-05-27,,60.045
2016-05-30,,60.29
2016-05-31,,59.95
2016-06-01,,59.575
2016-06-02,,59.59
2016-06-03,,59.0
2016-06-06,,59.205
2016-06-07,,59.895
2016-06-08,,59.53
2016-06-09,,58.965
2016-06-10,,57.665
2016-06-13,,56.63
2016-06-14,,55.28
2016-06-15,,55.865
2016-06-16,,55.61
2016-06-17,,56.21
2016-06-20,,58.16
2016-06-21,,58.56
2016-06-22,,58.785
2016-06-23,,59.91
2016-06-24,,55.13
2016-06-27,,53.505
2016-06-28,,54.855
2016-06-29,,56.125
2016-06-30,,56.79
2016-07-01,,57.275
2016-07-04,,56.79
2016-07-05,,55.82
2016-07-06,,54.79
2016-07-07,,55.205
2016-07-08,,56.2
2016-07-11,,57.165
2016-07-12,,58.07
2016-07-13,,58.16
2016-07-14,,58.805
2016-07-15,,58.605
2016-07-18,,58.405
2016-07-19,,58.04
2016-07-20,,58.735
2016-07-21,,58.665
2016-07-22,,58.685
2016-07-25,,58.81
2016-07-26,,58.91
2016-07-27,,59.605
2016-07-28,,59.275
2016-07-29,,59.49
2016-08-01,,59.08
2016-08-02,,57.995
2016-08-03,,57.92
2016-08-04,,58.235
2016-08-05,,59.13
2016-08-08,,59.165
2016-08-09,,59.88
2016-08-10,,59.68
2016-08-11,,60.355
2016-08-12,,60.34
2016-08-15,,60.285
2016-08-16,,59.82
2016-08-17,,59.21
2016-08-18,,59.47
2016-08-19,,58.97
2016-08-22,,58.81
2016-08-23,,59.235
2016-08-24,,59.45
2016-08-25,,59.065
2016-08-26,,59.55
2016-08-29,,59.285
2016-08-30,,59.745
2016-08-31,,59.49
2016-09-01,,59.535
2016-09-02,,60.86
2016-09-05,,60.86
2016-09-06,,60.69
2016-09-07,,61.07
2016-09-08,,60.875
2016-09-09,,60.155
2016-09-12,,59.48
2016-09-13,,58.8
2016-09-14,,58.55
2016-09-15,,58.615
2016-09-16,,58.025
2016-09-19,,58.885
2016-09-20,,58.815
2016-09-21,,59.095
2016-09-22,,60.425
2016-09-23,,60.14
2016-09-26,,59.065
2016-09-27,,59.0
2016-09-28,,59.475
2016-09-29,,59.64
2016-09-30,,59.68
2016-10-03,,59.745
2016-10-04,,60.435
2016-10-05,,60.245
2016-10-06,,60.14
2016-10-07,,59.71
2016-10-10,,60.35
2016-10-11,,60.02
2016-10-12,,59.79
2016-10-13,,59.165
2016-10-14,,60.025
2016-10-17,,59.76
2016-10-18,,60.56
2016-10-19,,60.71
2016-10-20,,60.965
2016-10-21,,60.9
2016-10-24,,61.16
2016-10-25,,60.985
2016-10-26,,60.91
2016-10-27,,60.885
2016-10-28,,61.075
2016-10-31,,60.57
2016-11-01,,60.04
2016-11-02,,59.305
2016-11-03,,59.27
2016-11-04,,58.815
2016-11-07,,59.935
2016-11-08,,60.15
2016-11-09,,61.01
2016-11-10,,60.86
2016-11-11,,60.285
2016-11-14,,60.585
2016-11-15,,60.955
2016-11-16,,60.565
2016-11-17,,60.87
2016-11-18,,60.55
2016-11-21,,60.905
2016-11-22,,61.16
2016-11-23,,60.91
2016-11-24,,61.1
2016-11-25,,61.155
2016-11-28,,60.63
2016-11-29,,61.26
2016-11-30,,61.6
2016-12-01,,61.335
2016-12-02,,60.88
2016-12-05,,61.52
2016-12-06,,62.335
2016-12-07,,63.145
2016-12-08,,63.695
2016-12-09,,64.05
2016-12-12,,64.02
2016-12-13,,64.595
2016-12-14,,64.11
2016-12-15,,64.78
2016-12-16,,64.97
2016-12-19,,64.875
2016-12-20,,65.215
2016-12-21,,65.055
2016-12-22,,65.135
2016-12-23,,65.175
2016-12-27,,65.28
2016-12-28,,65.27
2016-12-29,,65.15
2016-12-30,,65.31
2017-01-02,,65.77
2017-01-03,,65.99
2017-01-04,,65.915
2017-01-05,,65.98
2017-01-06,,66.08
2017-01-09,,65.785
2017-01-10,,65.795
2017-01-11,,65.835
2017-01-12,,65.5
2017-01-13,,66.255
2017-01-16,,65.74
2017-01-17,,65.47
2017-01-18,,65.335
2017-01-19,,65.18
2017-01-20,,65.3
2017-01-23,,64.9
2017-01-24,,65.025
2017-01-25,,65.66
2017-01-26,,65.495
2017-01-27,,65.25
2017-01-30,,64.515
2017-01-31,,64.09
2017-02-01,,64.67
2017-02-02,,64.66
2017-02-03,,65.11
2017-02-06,,64.455
2017-02-07,,64.205
2017-02-08,,64.39
2017-02-09,,65.225
2017-02-10,,65.235
2017-02-13,,65.995
2017-02-14,,66.11
2017-02-15,,66.48
2017-02-16,,66.1
2017-02-17,,65.66
2017-02-20,,65.655
2017-02-21,,65.91
2017-02-22,,66.02
2017-02-23,,65.91
2017-02-24,,65.305
2017-02-27,,65.275
2017-02-28,,65.475
2017-03-01,,66.925
2017-03-02,,66.89
2017-03-03,,67.35
2017-03-06,,66.975
2017-03-07,,66.72
2017-03-08,,66.81
2017-03-09,,67.165
2017-03-10,,67.285
2017-03-13,,67.355
2017-03-14,,67.01
2017-03-15,,67.195
2017-03-16,,67.545
2017-03-17,,67.77
2017-03-20,,67.65
2017-03-21,,67.48
2017-03-22,,67.39
2017-03-23,,67.88
2017-03-24,,67.75
2017-03-27,,67.705
2017-03-28,,68.09
2017-03-29,,68.385
2017-03-30,,68.65
2017-03-31,,69.195
2017-04-03,,68.77
2017-04-04,,68.985
2017-04-05,,68.855
2017-04-06,,69.255
2017-04-07,,69.45
2017-04-10,,69.1
2017-04-11,,69.025
2017-04-12,,69.015
2017-04-13,,68.6
2017-04-18,,67.575
2017-04-19,,67.78
2017-04-20,,68.825
2017-04-21,,68.52
2017-04-24,,71.345
2017-04-25,,71.49
2017-04-26,,71.675
2017-04-27,,71.465
2017-04-28,,71.485
2017-05-02,,72.02
2017-05-03,,71.99
2017-05-04,,72.97
2017-05-05,,74.01
2017-05-08,,73.335
2017-05-09,,73.56
2017-05-10,,73.545
2017-05-11,,73.325
2017-05-12,,73.63
2017-05-15,,73.845
2017-05-16,,74.035
2017-05-17,,72.88
2017-05-18,,72.305
2017-05-19,,72.87
2017-05-22,,72.885
2017-05-23,,73.23
2017-05-24,,73.26
2017-05-25,,73.19
2017-05-26,,73.2
2017-05-29,,73.21
2017-05-30,,73.105
2017-05-31,,72.87
2017-06-01,,73.39
2017-06-02,,73.73
2017-06-05,,73.32
2017-06-06,,72.83
2017-06-07,,72.775
2017-06-08,,72.76
2017-06-09,,73.265
2017-06-12,,72.53
2017-06-13,,72.835
2017-06-14,,72.58
2017-06-15,,72.21
2017-06-16,,72.815
2017-06-19,,73.575
2017-06-20,,73.27
2017-06-21,,73.04
2017-06-22,,73.17
2017-06-23,,72.955
2017-06-26,,73.365
2017-06-27,,72.83
2017-06-28,,72.755
2017-06-29,,71.435
2017-06-30,,70.93
2017-07-03,,71.995
2017-07-04,,71.75
2017-07-05,,71.785
2017-07-06,,71.39
2017-07-07,,71.315
2017-07-10,,71.595
2017-07-11,,71.23
2017-07-12,,72.395
2017-07-13,,72.57
2017-07-14,,72.53
2017-07-17,,72.495
2017-07-18,,71.72
2017-07-19,,72.285
2017-07-20,,72.03
2017-07-21,,70.91
2017-07-24,,71.075
2017-07-25,,71.5
2017-07-26,,71.92
2017-07-27,,71.87
2017-07-28,,71.055
2017-07-31,,70.52
2017-08-01,,71.06
2017-08-02,,70.73
2017-08-03,,71.085
2017-08-04,,72.04
2017-08-07,,72.155
2017-08-08,,72.315
2017-08-09,,71.3
2017-08-10,,70.88
2017-08-11,,70.1
2017-08-14,,71.005
2017-08-15,,71.225
2017-08-16,,71.73
2017-08-17,,71.285
2017-08-18,,70.805
2017-08-21,,70.46
2017-08-22,,71.1
2017-08-23,,70.86
2017-08-24,,70.83
2017-08-25,,70.705
2017-08-28,,70.34
2017-08-29,,69.755
2017-08-30,,70.07
2017-08-31,,70.48
2017-09-01,,70.955
2017-09-04,,70.69
2017-09-05,,70.45
2017-09-06,,70.69
2017-09-07,,70.86
2017-09-08,,70.805
2017-09-11,,71.695
2017-09-12,,72.14
2017-09-13,,72.295
2017-09-14,,72.37
2017-09-15,,72.185
2017-09-18,,72.475
2017-09-19,,72.555
2017-09-20,,72.62
2017-09-21,,72.995
2017-09-22,,73.1
2017-09-25,,73.035
2017-09-26,,73.015
2017-09-27,,73.185
2017-09-28,,73.36
2017-09-29,,73.705
2017-10-02,,74.035
2017-10-03,,74.29
2017-10-04,,74.22
2017-10-05,,74.455
2017-10-06,,74.16
2017-10-09,,74.265
2017-10-10,,74.23
2017-10-11,,74.265
2017-10-12,,74.23
2017-10-13,,74.125
2017-10-16,,74.275
2017-10-17,,74.25
2017-10-18,,74.535
2017-10-19,,74.335
2017-10-20,,74.41
2017-10-23,,74.565
2017-10-24,,74.715
2017-10-25,,74.355
2017-10-26,,75.55
2017-10-27,,76.065
2017-10-30,,76.05
2017-10-31,,76.175
2017-11-01,,76.34
2017-11-02,,76.255
2017-11-03,,76.37
2017-11-06,,76.24
2017-11-07,,75.91
2017-11-08,,75.76
2017-11-09,,74.895
2017-11-10,,74.455
2017-11-13,,73.93
2017-11-14,,73.61
2017-11-15,,73.415
2017-11-16,,73.935
2017-11-17,,73.725
2017-11-20,,74.01
2017-11-21,,74.345
2017-11-22,,74.16
2017-11-23,,74.505
2017-11-24,,74.69
2017-11-27,,74.265
2017-11-28,,74.695
2017-11-29,,74.815
2017-11-30,,74.47
2017-12-01,,73.655
2017-12-04,,74.665
2017-12-05,,74.57
2017-12-06,,74.535
2017-12-07,,74.7
2017-12-08,,74.91
2017-12-11,,74.75
2017-12-12,,75.29
2017-12-13,,74.89
2017-12-14,,74.305
2017-12-15,,74.205
2017-12-18,,75.23
2017-12-19,,74.755
2017-12-20,,74.355
2017-12-21,,74.865
2017-12-22,,74.525
2017-12-27,,74.605
2017-12-28,,74.225
2017-12-29,,73.9
2018-01-02,,73.53
2018-01-03,,74.15
2018-01-04,,75.28
2018-01-05,,76.03
2018-01-08,,76.3
2018-01-09,,76.74
2018-01-10,,76.42
2018-01-11,,76.19
2018-01-12,,76.67
2018-01-15,,76.63
2018-01-16,,76.63
2018-01-17,,76.36
2018-01-18,,76.38
2018-01-19,,76.78
2018-01-22,,76.97
2018-01-23,,76.94
2018-01-24,,76.41
2018-01-25,,76.23
2018-01-26,,76.88
2018-01-29,,76.75
2018-01-30,,75.97
2018-01-31,,76.1
2018-02-01,,75.75
2018-02-02,,74.52
2018-02-05,,73.42
2018-02-06,,71.61
2018-02-07,,73.05
2018-02-08,,71.55
2018-02-09,,70.57
2018-02-12,,71.5
2018-02-13,,71.06
2018-02-14,,71.775
2018-02-15,0.0,72.58
2018-02-16,0.0,73.44
2018-02-19,0.0,73.07
2018-02-20,,73.57
2018-02-21,,73.74
2018-02-22,,73.89
2018-02-23,,73.98
2018-02-26,,74.34
2018-02-27,,74.34
2018-02-28,,73.98
2018-03-01,,73.19
2018-03-02,,71.46
2018-03-05,,71.88
2018-03-06,,71.93
2018-03-07,,72.1
2018-03-08,,73.04
2018-03-09,,73.26
2018-03-12,,73.36
2018-03-13,,72.88
2018-03-14,,72.75
2018-03-15,,73.26
2018-03-16,,73.47
2018-03-19,,72.7
2018-03-20,,73.12
2018-03-21,,72.94
2018-03-22,,71.86
2018-03-23,,70.89
2018-03-26,,70.47
2018-03-27,,71.21
2018-03-28,,71.4
2018-03-29,,71.94
2018-04-03,,71.75
2018-04-04,,71.61
2018-04-05,,73.5
2018-04-06,,73.24
2018-04-09,,73.31
2018-04-10,,73.9
2018-04-11,,73.47
2018-04-12,,73.87
2018-04-13,,74.01
2018-04-16,,74.03
2018-04-17,,74.66
2018-04-18,,75.01
2018-04-19,,75.18
2018-04-20,,75.47
2018-04-23,,75.78
2018-04-24,,75.95
2018-04-25,,75.51
2018-04-26,,76.14
2018-04-27,,76.53
2018-04-30,,77.08
2018-05-02,,77.35
2018-05-03,,77.09
2018-05-04,,77.38
2018-05-07,,77.59
2018-05-08,,77.4
2018-05-09,,77.62
2018-05-10,,77.8
2018-05-11,,77.97
2018-05-14,,78.01
2018-05-15,,78.17
2018-05-16,,78.39
2018-05-17,,79.11
2018-05-18,,79.05
2018-05-21,,79.36
2018-05-22,,79.53
2018-05-23,,78.45
2018-05-24,,78.24
2018-05-25,,78.16
2018-05-28,,77.93
2018-05-29,,77.01
2018-05-30,,77.12
2018-05-31,,76.64
2018-06-01,,77.71
2018-06-04,,77.85
2018-06-05,,77.73
2018-06-06,,77.79
2018-06-07,,77.63
2018-06-08,,77.62
2018-06-11,,78.15
2018-06-12,,77.83
2018-06-13,,77.8
2018-06-14,,78.9
2018-06-15,,78.51
2018-06-18,,77.77
2018-06-19,,76.91
2018-06-20,,76.69
2018-06-21,,75.91
2018-06-22,,76.93
2018-06-25,,75.59
2018-06-26,,75.41
2018-06-27,,76.01
2018-06-28,,75.22
2018-06-29,,76.02
2018-07-02,,75.25
2018-07-03,,75.92
2018-07-04,,75.92
2018-07-05,,76.58
2018-07-06,,76.74
2018-07-09,,77.08
2018-07-10,,77.58
2018-07-11,,76.44
2018-07-12,,77.15
2018-07-13,,77.48
2018-07-16,,77.2
2018-07-17,,77.42
2018-07-18,,77.8
2018-07-19,,77.34
2018-07-20,,77.08
2018-07-23,,76.75
2018-07-24,,77.6
2018-07-25,,77.45
