,CG1 FP Equity_DX_SI_QTY,CG1 FP Equity_DX_SHORT_INTEREST_VALUE,CG1 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CG1 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CG1 FP Equity_DX_SI_MV,CG1 FP Equity_DX_DSS,CG1 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CG1 FP Equity_DX_SUPPLY_SI_QTY,CG1 FP Equity_DX_BROKER_SI_QTY,CG1 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CG1 FP Equity_DX_BROKER_SI_MV_NEW_x,CG1 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CG1 FP Equity_DX_BROKER_SI_MV_INC_x,CG1 FP Equity_DX_BROKER_SI_QTY_ADD,CG1 FP Equity_DX_BROKER_SI_QTY_NEW,CG1 FP Equity_DX_SUPPLY_SI_MV_DEC,CG1 FP Equity_DX_BROKER_SI_QTY_INC,CG1 FP Equity_DX_SUPPLY_SI_QTY_DEC,CG1 FP Equity_DX_BROKER_SI_MV_NEW_y,CG1 FP Equity_DX_BROKER_SI_MV_INC_y,CG1 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CG1 FP Equity_DX_BROKER_SI_MV_ADD,CG1 FP Equity_DX_SUPPLY_SI_QTY_ADD,CG1 FP Equity_DX_BROKER_SI_QTY_DEC,CG1 FP Equity_DX_SUPPLY_SI_MV,CG1 FP Equity_DX_BROKER_SI_MV_DEC,CG1 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CG1 FP Equity_DX_UTILIZATION_QUANTITY,CG1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CG1 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CG1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CG1 FP Equity_DX_ACTIVE_UTILIZATION_MV,CG1 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CG1 FP Equity_DX_BROKER_SI_CON_RATIO,CG1 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CG1 FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1800.0,244008.0,0.24,0.0,,0.0,,0.0
2011-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1800.0,239706.0,0.24,0.0,,0.0,,0.0
2011-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,200.0,26570.0,0.03,0.0,,0.0,,0.0
2011-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,200.0,26484.0,0.03,0.0,,0.0,,0.0
2011-07-25,2000.0,274300.0,0.23,0.17,0.27,,274300.0,0.0,2000.0,0.0,,,,2000.0,,,,,,,,0.27,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-26,2000.0,274080.0,0.22,0.17,0.27,,274080.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-27,2000.0,270260.0,0.22,0.17,0.27,,270260.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-28,2000.0,267880.0,0.21,0.17,0.27,,267880.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-07-29,2000.0,266880.0,0.21,0.17,0.27,,266880.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-01,2000.0,259240.0,0.21,0.17,0.26,,259240.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-02,2000.0,253280.0,0.21,0.17,0.25,,253280.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-03,2000.0,247340.0,0.2,0.17,0.25,,247340.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-04,2000.0,238900.0,0.19,0.17,0.24,,238900.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-05,2000.0,232440.0,0.18,0.17,0.23,,232440.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-08,2000.0,220320.0,0.16,0.17,0.22,,220320.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-09,2000.0,220340.0,0.13,0.17,0.22,,220340.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-10,2000.0,210140.0,0.13,0.17,0.21,,210140.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-11,11000.0,1190200.0,0.66,0.92,1.19,,1190200.0,0.0,11000.0,0.0,,,0.98,,,,9000.0,,,0.98,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-12,11000.0,1233760.0,0.67,0.92,1.24,,1233760.0,0.0,11000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-15,22500.0,2532600.0,1.35,1.89,2.54,,2532600.0,0.0,22500.0,0.0,,,1.32,,,,11500.0,,,1.32,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-16,22500.0,2515050.0,1.36,1.89,2.52,,2515050.0,0.0,22500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-17,22500.0,2497725.0,1.36,1.89,2.5,,2497725.0,0.0,22500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-18,22500.0,2351700.0,1.38,1.89,2.35,,2351700.0,0.0,22500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-19,22500.0,2301525.0,1.37,1.89,2.3,,2301525.0,0.0,22500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-22,22500.0,2293650.0,1.36,1.89,2.29,,2293650.0,0.0,22500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-23,22500.0,2319975.0,1.37,1.89,2.32,,2319975.0,0.0,22500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-24,22500.0,2385675.0,1.62,1.89,2.39,,2385675.0,0.0,22500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-25,20500.0,2141225.0,1.5,1.72,2.14,,2141225.0,0.0,20500.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-26,20500.0,2121340.0,1.5,1.72,2.13,,2121340.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-29,20500.0,2173820.0,1.51,1.72,2.17,,2173820.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-30,20500.0,2165620.0,1.6,1.72,2.18,,2165620.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-08-31,20500.0,2215435.0,1.63,1.72,2.21,,2215435.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-01,20500.0,2193090.0,1.64,1.72,2.19,,2193090.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-02,20500.0,2124415.0,1.74,1.72,2.13,,2124415.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-05,20500.0,2013510.0,1.77,1.72,2.01,,2013510.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-06,20500.0,1996290.0,1.79,1.72,2.0,,1996290.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-07,20500.0,2075830.0,1.8,1.72,2.08,,2075830.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-08,20500.0,2080750.0,1.84,1.72,2.07,,2080750.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-09,20500.0,1993830.0,1.82,1.72,1.99,,1993830.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-12,20500.0,1948730.0,1.84,1.72,1.96,,1948730.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-13,20500.0,1978045.0,1.87,1.72,1.97,,1978045.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-14,20500.0,2047335.0,1.97,1.72,2.05,,2047335.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-15,20500.0,2109040.0,2.06,1.72,2.11,,2109040.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-16,20500.0,2136510.0,2.19,1.72,2.14,,2136510.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-19,20500.0,2076855.0,2.61,1.72,2.08,,2076855.0,0.0,20500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-20,13500.0,1405215.0,2.43,1.13,1.41,,1405215.0,0.0,13500.0,0.0,,,,,,,,,,,,,,7000.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-21,13500.0,1371060.0,3.2,1.13,1.35,,1371060.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-22,13500.0,1302075.0,3.94,1.13,1.3,,1302075.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-23,13500.0,1308960.0,4.05,1.13,1.31,,1308960.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-26,13500.0,1342845.0,4.11,1.13,1.35,,1342845.0,0.0,13500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-27,23600.0,2473044.0,6.8,1.98,2.47,,2473044.0,0.0,23600.0,0.0,,,1.14,,,,10100.0,,,1.14,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-28,23600.0,2456524.0,6.69,1.98,2.44,,2456524.0,0.0,23600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-29,23600.0,2478944.0,6.71,1.98,2.48,,2478944.0,0.0,23600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-09-30,23600.0,2415696.0,7.01,1.98,2.41,,2415696.0,0.0,23600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-03,23600.0,2364012.0,7.37,1.98,2.35,,2364012.0,0.0,23600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-04,23600.0,2289908.0,7.94,1.98,2.3,,2289908.0,0.0,23600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-05,12100.0,1229723.0,4.28,1.02,1.23,,1229723.0,0.0,12100.0,0.0,,,,,,,,,,,,,,11500.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-06,9300.0,976407.0,3.3,0.78,0.98,,976407.0,0.0,9300.0,0.0,,,,,,,,,,,,,,2800.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-10-07,9300.0,982173.0,3.93,0.78,0.98,,982173.0,0.0,9300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-01,8800.0,957704.0,1.82,0.89,0.96,,957704.0,0.0,8800.0,0.0,,,,8800.0,,,,,,,,0.96,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-02,8800.0,979088.0,1.8,0.89,0.98,,979088.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-03,8800.0,1006984.0,1.78,0.89,1.01,,1006984.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-04,8800.0,980848.0,1.74,0.89,1.01,,980848.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-07,8800.0,975040.0,1.62,0.89,0.98,,975040.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-08,8800.0,981376.0,1.65,0.89,0.98,,981376.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-09,8800.0,959816.0,1.67,0.89,0.96,,959816.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-10,8800.0,964920.0,1.58,0.89,0.96,,964920.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-11,8800.0,994048.0,1.59,0.89,0.99,,994048.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-14,8800.0,981376.0,1.58,0.89,0.98,,981376.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-15,8800.0,973720.0,1.57,0.89,0.97,,973720.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-16,8800.0,971080.0,1.47,0.89,0.97,,971080.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-17,8800.0,960696.0,1.44,0.89,0.96,,960696.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-18,8800.0,951544.0,1.4,0.89,0.95,,951544.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-21,8800.0,919600.0,1.35,0.89,0.92,,919600.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-22,8800.0,909216.0,1.34,0.89,0.91,,909216.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-23,8800.0,896368.0,1.33,0.89,0.89,,896368.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-24,8800.0,891968.0,1.32,0.89,0.89,,891968.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-25,8800.0,902264.0,1.3,0.89,0.9,,902264.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-28,8800.0,942832.0,1.31,0.89,0.94,,942832.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-29,8800.0,952160.0,1.32,0.89,0.95,,952160.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-11-30,8800.0,999152.0,1.33,0.89,1.0,,999152.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-12-01,8800.0,990616.0,1.31,0.89,0.99,,990616.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-12-02,8800.0,997392.0,1.29,0.89,1.0,,997392.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-12-05,8800.0,1001792.0,1.29,0.89,1.0,,1001792.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-12-06,8800.0,990088.0,2.53,0.89,0.99,,990088.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-12-07,8800.0,984632.0,2.54,0.89,0.98,,984632.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-12-08,8800.0,964040.0,2.54,0.89,0.97,,964040.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-12-09,8800.0,981992.0,2.4,0.89,0.98,,981992.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-12-12,8800.0,949960.0,2.41,0.89,0.95,,949960.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-12-13,8800.0,948552.0,2.38,0.89,0.94,,948552.0,0.0,8800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
