,SRIE FP Equity_DX_SI_QTY,SRIE FP Equity_DX_SHORT_INTEREST_VALUE,SRIE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRIE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRIE FP Equity_DX_SI_MV,SRIE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRIE FP Equity_DX_SUPPLY_SI_QTY,SRIE FP Equity_DX_BROKER_SI_QTY,SRIE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRIE FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRIE FP Equity_DX_BROKER_SI_MV_INC_x,SRIE FP Equity_DX_BROKER_SI_QTY_ADD,SRIE FP Equity_DX_SUPPLY_SI_MV_DEC,SRIE FP Equity_DX_BROKER_SI_QTY_INC,SRIE FP Equity_DX_SUPPLY_SI_QTY_DEC,SRIE FP Equity_DX_BROKER_SI_MV_INC_y,SRIE FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRIE FP Equity_DX_BROKER_SI_MV_ADD,SRIE FP Equity_DX_SUPPLY_SI_QTY_ADD,SRIE FP Equity_DX_BROKER_SI_QTY_DEC,SRIE FP Equity_DX_SUPPLY_SI_MV,SRIE FP Equity_DX_BROKER_SI_MV_DEC,SRIE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRIE FP Equity_DX_UTILIZATION_QUANTITY,SRIE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRIE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRIE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRIE FP Equity_DX_ACTIVE_UTILIZATION_MV,SRIE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SRIE FP Equity_DX_BROKER_SI_CON_RATIO,SRIE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRIE FP Equity_DX_DEMAND_SUPPLY_RATIO,SRIE FP Equity_PX_LAST
2020-10-06,5000.0,112797.5,0.23,0.02,0.11,112797.5,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0454,22.5595
2020-10-07,5000.0,112553.5,0.09,0.02,0.11,112553.5,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0454,22.5107
2020-10-08,5000.0,113373.5,0.09,0.02,0.11,113373.5,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0454,22.6747
2020-10-09,5000.0,114297.0,0.1,0.02,0.11,114297.0,0.0,5000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0454,22.8594
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5000.0,0.0,0.11,0.0,0.0,110250.0,2544625.13,2.54,0.0,,0.0,,0.0,23.0805
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110250.0,2534581.35,2.54,0.0,,0.0,,0.0,22.9894
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110250.0,2531141.55,2.53,0.0,,0.0,,0.0,22.9582
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110250.0,2477538.0,2.48,0.0,,0.0,,0.0,22.472
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110250.0,2508198.53,2.51,0.0,,0.0,,0.0,22.7501
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110250.0,2519598.38,2.52,0.0,,0.0,,0.0,22.8535
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110250.0,2488772.48,2.49,0.0,,0.0,,0.0,22.5739
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110250.0,2455333.65,2.49,0.0,,0.0,,0.0,22.2706
2020-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110250.0,2448090.23,2.44,0.0,,0.0,,0.0,22.2049
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96000.0,2144601.6,2.14,0.0,,0.0,,0.0,22.3396
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96000.0,2087040.0,2.1,0.0,,0.0,,0.0,21.74
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96000.0,2071977.6,2.07,0.0,,0.0,,0.0,21.5831
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96000.0,2017017.6,2.04,0.0,,0.0,,0.0,21.0106
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96000.0,2015731.2,2.02,0.0,,0.0,,0.0,20.9972
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96000.0,2015712.0,2.01,0.0,,0.0,,0.0,20.997
2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,96000.0,2039443.2,2.04,0.0,,0.0,,0.0,21.2442
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102100.0,2219235.39,2.2,0.0,,0.0,,0.0,21.7359
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102100.0,2264475.9,2.27,0.0,,0.0,,0.0,22.179
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102100.0,2297985.12,2.3,0.0,,0.0,,0.0,22.5072
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102100.0,2289398.51,2.29,0.0,,0.0,,0.0,22.4231
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102100.0,2371619.64,2.38,0.0,,0.0,,0.0,23.2284
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102100.0,2384627.18,2.38,0.0,,0.0,,0.0,23.3558
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102100.0,2410611.63,2.41,0.0,,0.0,,0.0,23.6103
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102100.0,2395776.5,2.4,0.0,,0.0,,0.0,23.465
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102100.0,2393346.52,2.4,0.0,,0.0,,0.0,23.4412
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2335400.1,2.35,0.0,,0.0,,0.0,23.5899
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2327787.0,2.33,0.0,,0.0,,0.0,23.513
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2331420.3,2.32,0.0,,0.0,,0.0,23.5497
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2318184.0,2.32,0.0,,0.0,,0.0,23.416
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2327985.0,2.33,0.0,,0.0,,0.0,23.515
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2317679.1,2.32,0.0,,0.0,,0.0,23.4109
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2318253.3,2.33,0.0,,0.0,,0.0,23.4167
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2325717.9,2.32,0.0,,0.0,,0.0,23.4921
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2326500.0,2.33,0.0,,0.0,,0.0,23.5
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2340409.5,2.34,0.0,,0.0,,0.0,23.6405
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2335122.9,2.34,0.0,,0.0,,0.0,23.5871
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2347517.7,2.36,0.0,,0.0,,0.0,23.7123
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2340617.4,2.34,0.0,,0.0,,0.0,23.6426
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2334380.4,2.33,0.0,,0.0,,0.0,23.5796
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2347240.5,2.34,0.0,,0.0,,0.0,23.7095
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2337182.1,2.33,0.0,,0.0,,0.0,23.6079
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2347794.9,2.35,0.0,,0.0,,0.0,23.7151
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2351764.8,2.35,0.0,,0.0,,0.0,23.7552
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2341270.8,2.34,0.0,,0.0,,0.0,23.6492
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2319817.5,2.32,0.0,,0.0,,0.0,23.4325
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2336251.5,2.22,0.0,,0.0,,0.0,23.5985
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2344775.4,2.35,0.0,,0.0,,0.0,23.6846
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2370267.9,2.37,0.0,,0.0,,0.0,23.9421
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2378475.0,2.38,0.0,,0.0,,0.0,24.025
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2379851.1,2.39,0.0,,0.0,,0.0,24.0389
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2327153.4,2.32,0.0,,0.0,,0.0,23.5066
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2355041.7,2.34,0.0,,0.0,,0.0,23.7883
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2370970.8,2.37,0.0,,0.0,,0.0,23.9492
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2378376.0,2.36,0.0,,0.0,,0.0,24.024
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2378376.0,2.36,0.0,,0.0,,0.0,
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2401462.8,2.41,0.0,,0.0,,0.0,24.2572
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2412630.0,2.41,0.0,,0.0,,0.0,24.37
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2401542.0,2.4,0.0,,0.0,,0.0,24.258
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2389899.6,2.39,0.0,,0.0,,0.0,24.1404
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2389899.6,2.4,0.0,,0.0,,0.0,
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2413214.1,2.43,0.0,,0.0,,0.0,24.3759
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2402908.2,2.4,0.0,,0.0,,0.0,24.2718
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2436894.9,2.44,0.0,,0.0,,0.0,24.6151
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2442518.1,2.44,0.0,,0.0,,0.0,24.6719
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2460437.1,2.46,0.0,,0.0,,0.0,24.8529
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2445527.7,2.44,0.0,,0.0,,0.0,24.7023
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,99000.0,2433113.1,2.44,0.0,,0.0,,0.0,24.5769
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2405803.88,2.4,0.0,,0.0,,0.0,24.6244
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2419716.36,2.41,0.0,,0.0,,0.0,24.7668
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2398359.14,2.4,0.0,,0.0,,0.0,24.5482
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2395789.63,2.39,0.0,,0.0,,0.0,24.5219
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2399091.89,2.41,0.0,,0.0,,0.0,24.5557
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2416023.3,2.42,0.0,,0.0,,0.0,24.729
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2423937.0,2.43,0.0,,0.0,,0.0,24.81
2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2418827.29,2.42,0.0,,0.0,,0.0,24.7577
2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2409604.41,2.42,0.0,,0.0,,0.0,24.6633
2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2420605.43,2.43,0.0,,0.0,,0.0,24.7759
2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2391881.63,2.39,0.0,,0.0,,0.0,24.4819
2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2393347.13,2.39,0.0,,0.0,,0.0,24.4969
2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97700.0,2353104.5,2.35,0.0,,0.0,,0.0,24.085
2021-02-01,61900.0,1516574.76,0.48,0.22,1.52,1516574.76,0.0,61900.0,0.0,,,61900.0,,,,,,1.52,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6336,24.5004
2021-02-02,61900.0,1531783.59,0.48,0.22,1.53,1531783.59,0.0,61900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6336,24.7461
2021-02-03,123800.0,3070859.0,0.94,0.44,3.07,3070859.0,0.0,123800.0,0.0,,,61900.0,,,,,,1.53,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,1.2671,24.805
2021-02-04,123800.0,3098218.8,0.88,0.43,3.09,3098218.8,0.0,123800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.77,0.5,50.23,1.2233,25.026
2021-02-05,123800.0,3094938.1,0.9,0.43,3.1,3094938.1,0.0,123800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,1.2233,24.9995
2021-02-08,123800.0,3098033.1,0.9,0.43,3.1,3098033.1,0.0,123800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.5,50.09,1.2233,25.0245
2021-02-09,61900.0,1548273.75,0.48,0.22,1.55,1548273.75,0.0,61900.0,0.0,,,,,,,,,,,61900.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6117,25.0125
2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,61900.0,0.0,1.55,0.0,0.0,101200.0,2519880.0,2.52,0.0,,0.0,,0.0,24.9
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2538693.08,2.53,0.0,,0.0,,0.0,25.0859
2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2567950.0,2.57,0.0,,0.0,,0.0,25.375
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2586823.8,2.57,0.0,,0.0,,0.0,25.5615
2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2582826.4,2.59,0.0,,0.0,,0.0,25.522
2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2557020.4,2.55,0.0,,0.0,,0.0,25.267
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2541385.0,2.54,0.0,,0.0,,0.0,25.1125
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2548135.04,2.54,0.0,,0.0,,0.0,25.1792
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2527156.28,2.53,0.0,,0.0,,0.0,24.9719
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2515680.2,2.51,0.0,,0.0,,0.0,24.8585
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2514597.36,2.53,0.0,,0.0,,0.0,24.8478
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2517856.0,2.51,0.0,,0.0,,0.0,24.88
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,101200.0,2478367.76,2.49,0.0,,0.0,,0.0,24.4898
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,103250.0,2577305.85,2.58,0.0,,0.0,,0.0,24.9618
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,103250.0,2579360.53,2.58,0.0,,0.0,,0.0,24.9817
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,103250.0,2576510.83,2.58,0.0,,0.0,,0.0,24.9541
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,105450.0,2619188.19,2.61,0.0,,0.0,,0.0,24.8382
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,105450.0,2583314.1,2.59,0.0,,0.0,,0.0,24.498
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,105450.0,2638654.26,2.64,0.0,,0.0,,0.0,25.0228
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,105450.0,2663097.57,2.67,0.0,,0.0,,0.0,25.2546
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,105450.0,2668412.25,2.67,0.0,,0.0,,0.0,25.305
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,105450.0,2689786.97,2.69,0.0,,0.0,,0.0,25.5077
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,105450.0,2678430.0,2.68,0.0,,0.0,,0.0,25.4
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,98150.0,2491567.19,2.49,0.0,,0.0,,0.0,25.3853
2021-03-16,170600.0,4367701.2,2.32,0.57,4.35,4367701.2,0.0,170600.0,0.0,,,170600.0,,,,,,4.35,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.78,0.5,50.22,1.7382,25.602
2021-03-17,170600.0,4334093.0,2.29,0.57,4.39,4334093.0,0.0,170600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,1.7382,25.405
2021-03-18,170600.0,4365517.52,2.43,0.57,4.35,4365517.52,0.0,170600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.82,0.5,50.18,1.7382,25.5892
2021-03-19,85300.0,2169955.23,1.1,0.28,2.17,2169955.23,0.0,85300.0,0.0,,,,,,,,,,,85300.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,49.98,1.0,100.0,0.8171,25.4391
2021-03-22,85300.0,2171712.41,1.1,0.28,2.17,2171712.41,0.0,85300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8171,25.4597
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,85300.0,0.0,2.18,0.0,0.0,104400.0,2656990.44,2.66,0.0,,0.0,,0.0,25.4501
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,104400.0,2653921.08,2.65,0.0,,0.0,,0.0,25.4207
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,104400.0,2665332.0,2.66,0.0,,0.0,,0.0,25.53
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,104400.0,2684228.4,2.69,0.0,,0.0,,0.0,25.711
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,104400.0,2699784.0,2.7,0.0,,0.0,,0.0,25.86
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,104400.0,2712834.0,2.71,0.0,,0.0,,0.0,25.985
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,104400.0,2706048.0,2.7,0.0,,0.0,,0.0,25.92
