,PE500 FP Equity_DX_SI_QTY,PE500 FP Equity_DX_SHORT_INTEREST_VALUE,PE500 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PE500 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PE500 FP Equity_DX_SI_MV,PE500 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PE500 FP Equity_DX_SUPPLY_SI_QTY,PE500 FP Equity_DX_BROKER_SI_QTY,PE500 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PE500 FP Equity_DX_SUPPLY_SI_QTY_INC_x,PE500 FP Equity_DX_BROKER_SI_MV_INC_x,PE500 FP Equity_DX_BROKER_SI_QTY_ADD,PE500 FP Equity_DX_SUPPLY_SI_MV_DEC,PE500 FP Equity_DX_BROKER_SI_QTY_INC,PE500 FP Equity_DX_SUPPLY_SI_QTY_DEC,PE500 FP Equity_DX_BROKER_SI_MV_INC_y,PE500 FP Equity_DX_SUPPLY_SI_QTY_INC_y,PE500 FP Equity_DX_BROKER_SI_MV_ADD,PE500 FP Equity_DX_SUPPLY_SI_QTY_ADD,PE500 FP Equity_DX_BROKER_SI_QTY_DEC,PE500 FP Equity_DX_SUPPLY_SI_MV,PE500 FP Equity_DX_BROKER_SI_MV_DEC,PE500 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PE500 FP Equity_DX_UTILIZATION_QUANTITY,PE500 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PE500 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PE500 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PE500 FP Equity_DX_ACTIVE_UTILIZATION_MV,PE500 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PE500 FP Equity_DX_BROKER_SI_CON_RATIO,PE500 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PE500 FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-02-03,13000.0,325858.0,0.25,0.05,0.33,325858.0,0.0,13000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-04,13000.0,329420.0,0.25,0.05,0.33,329420.0,0.0,13000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-10,11100.0,281229.6,0.19,0.04,0.28,281229.6,0.0,11100.0,0.0,,,11100.0,,,,,,0.28,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-11,11100.0,282184.2,0.19,0.04,0.28,282184.2,0.0,11100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-12,11100.0,282916.8,0.19,0.04,0.28,282916.8,0.0,11100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-15,11100.0,284870.4,0.19,0.04,0.28,284870.4,0.0,11100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-16,17100.0,437332.5,0.29,0.06,0.44,437332.5,0.0,17100.0,0.0,,0.16,,,6000.0,,0.16,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-17,17100.0,437298.3,0.29,0.06,0.44,437298.3,0.0,17100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-18,17100.0,434613.6,0.29,0.06,0.44,434613.6,0.0,17100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-19,6000.0,152940.0,0.1,0.02,0.15,152940.0,0.0,6000.0,0.0,,,,,,,,,,,11100.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-22,6000.0,151080.0,0.1,0.02,0.15,151080.0,0.0,6000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-23,20000.0,499960.0,0.32,0.07,0.5,499960.0,0.0,20000.0,0.0,,0.35,,,14000.0,,0.35,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-24,20000.0,506660.0,0.32,0.07,0.5,506660.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-25,20000.0,501120.0,0.32,0.07,0.5,501120.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-26,20000.0,499940.0,0.32,0.07,0.5,499940.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-01,20000.0,509180.0,0.32,0.07,0.5,509180.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-02,14000.0,353892.0,0.18,0.05,0.36,353892.0,0.0,14000.0,0.0,,,,,,,,,,,6000.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-03,14000.0,352996.0,0.16,0.05,0.35,352996.0,0.0,14000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-09,20000.0,515920.0,0.23,0.07,0.51,515920.0,0.0,20000.0,0.0,,,20000.0,,,,,,0.51,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-10,20000.0,516960.0,0.23,0.06,0.52,516960.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-11,20000.0,520720.0,0.23,0.06,0.52,520720.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-12,20000.0,518020.0,0.12,0.06,0.52,518020.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-15,20000.0,520820.0,0.1,0.06,0.52,520820.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-18,7900.0,206845.7,0.04,0.02,0.21,206845.7,0.0,7900.0,0.0,,,7900.0,,,,,,0.21,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-19,7900.0,205210.4,0.04,0.02,0.21,205210.4,0.0,7900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-22,19600.0,510756.4,0.1,0.06,0.51,510756.4,0.0,19600.0,0.0,,0.3,,,11700.0,,0.3,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-23,19600.0,513186.8,0.1,0.06,0.51,513186.8,0.0,19600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-24,19600.0,513892.4,0.1,0.06,0.51,513892.4,0.0,19600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-25,19600.0,511168.0,0.1,0.06,0.51,511168.0,0.0,19600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-26,19600.0,516322.8,0.1,0.06,0.51,516322.8,0.0,19600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-29,19600.0,519478.4,0.1,0.06,0.52,519478.4,0.0,19600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-30,19600.0,522222.4,0.1,0.06,0.52,522222.4,0.0,19600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-03-31,19600.0,524260.8,0.1,0.06,0.52,524260.8,0.0,19600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-01,19600.0,526122.8,0.1,0.06,0.52,526122.8,0.0,19600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-02,19600.0,526122.8,0.1,0.06,0.53,526122.8,0.0,19600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-05,19600.0,526122.8,0.1,0.06,0.53,526122.8,0.0,19600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-06,19600.0,532747.6,0.1,0.06,0.53,532747.6,0.0,19600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-08,15200.0,412452.0,0.08,0.05,0.41,412452.0,0.0,15200.0,0.0,,,15200.0,,,,,,0.41,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-09,15200.0,413987.2,0.07,0.05,0.41,413987.2,0.0,15200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-12,15200.0,415172.8,0.08,0.05,0.41,415172.8,0.0,15200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-13,15200.0,415872.0,0.08,0.05,0.42,415872.0,0.0,15200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-14,15200.0,414868.8,0.07,0.05,0.42,414868.8,0.0,15200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-15,15200.0,417148.8,0.08,0.05,0.41,417148.8,0.0,15200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-23,17100.0,467069.4,0.09,0.05,0.47,467069.4,0.0,17100.0,0.0,,,17100.0,,,,,,0.47,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-26,17100.0,468386.1,0.09,0.05,0.47,468386.1,0.0,17100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-27,17100.0,468044.1,0.14,0.05,0.47,468044.1,0.0,17100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-28,17100.0,467514.0,0.2,0.05,0.47,467514.0,0.0,17100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-29,17100.0,467274.6,0.2,0.05,0.47,467274.6,0.0,17100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-04-30,17100.0,468950.4,0.3,0.05,0.47,468950.4,0.0,17100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-05-03,17100.0,469771.2,0.33,0.05,0.47,469771.2,0.0,17100.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-05-18,18000.0,484776.0,0.35,0.05,0.49,484776.0,0.0,18000.0,0.0,,,18000.0,,,,,,0.49,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-05-19,18000.0,475362.0,0.35,0.05,0.48,475362.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-05-20,18000.0,484488.0,0.37,0.05,0.48,484488.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-05-21,18000.0,487062.0,0.37,0.05,0.49,487062.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-05-24,18000.0,489474.0,0.37,0.06,0.49,489474.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-05-25,18000.0,486990.0,0.33,0.06,0.49,486990.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-05-26,18000.0,488826.0,0.22,0.06,0.49,488826.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-05-27,18000.0,490716.0,0.24,0.06,0.49,490716.0,0.0,18000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-08-19,110.0,3281.19,0.0,0.0,0.0,0.0,110.0,0.0,3281.19,,,,,,,,,,110.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2021-08-20,110.0,3309.68,0.0,0.0,0.0,0.0,110.0,0.0,3309.68,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2021-08-23,110.0,3330.14,0.0,0.0,0.0,0.0,110.0,0.0,3330.14,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2021-08-24,110.0,3328.05,0.0,0.0,0.0,0.0,110.0,0.0,3328.05,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2021-08-25,110.0,3333.77,0.0,0.0,0.0,0.0,110.0,0.0,3333.77,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2021-08-26,110.0,3320.02,0.0,0.0,0.0,0.0,110.0,0.0,3320.02,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2021-08-27,110.0,3330.36,0.0,0.0,0.0,0.0,110.0,0.0,3330.36,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2021-08-30,110.0,3349.83,0.0,0.0,0.0,0.0,110.0,0.0,3349.83,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.5
2022-12-21,157.0,4630.4,0.01,0.0,0.0,0.0,157.0,0.0,4630.4,,,,,,,,,,157.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-12-22,157.0,4554.88,0.01,0.0,0.0,0.0,157.0,0.0,4554.88,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,157.0,,,,,,0.0,,0.0,0.0,100.0,2908.6,0.0,0.0,,0.0,,0.0
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,2908.6,0.0,0.0,,0.0,,0.0
2022-12-29,153.0,4449.55,0.0,0.0,0.0,0.0,153.0,0.0,4449.55,,,,,,,,,,153.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2022-12-30,153.0,4407.17,0.0,0.0,0.0,0.0,153.0,0.0,4407.17,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-01-02,153.0,4537.98,0.0,0.0,0.0,0.0,153.0,0.0,4537.98,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-01-03,553.0,16105.02,0.01,0.0,0.02,5824.6,353.0,200.0,10280.42,200.0,,200.0,,,,,200.0,0.01,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,27.67,0.5998,72.33,1.5666
2023-01-04,553.0,16235.53,0.01,0.0,0.02,5871.8,353.0,200.0,10363.73,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,27.67,0.5998,72.33,1.5666
2023-01-05,553.0,16145.39,0.01,0.0,0.02,5839.2,353.0,200.0,10306.19,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,27.67,0.5998,72.33,1.5666
2023-01-06,553.0,16281.98,0.01,0.0,0.02,5888.6,353.0,200.0,10393.38,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,27.67,0.5998,72.33,1.5666
2023-01-09,553.0,16375.99,0.01,0.0,0.02,5922.6,353.0,200.0,10453.39,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,27.67,0.5998,72.33,1.5666
2023-01-10,553.0,16168.06,0.01,0.0,0.02,5847.4,353.0,200.0,10320.66,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,27.67,0.5998,72.33,1.5666
2023-01-17,200.0,5957.8,0.01,0.0,0.01,2978.9,100.0,100.0,2978.9,,,100.0,,,,,,0.0,100.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-18,200.0,5913.6,0.01,0.0,0.01,2956.8,100.0,100.0,2956.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-19,200.0,5822.2,0.01,0.0,0.01,2911.1,100.0,100.0,2911.1,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-20,200.0,5862.4,0.01,0.0,0.01,2931.2,100.0,100.0,2931.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-23,200.0,5977.0,0.01,0.0,0.01,2988.5,100.0,100.0,2988.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-24,200.0,5959.0,0.01,0.0,0.01,2979.5,100.0,100.0,2979.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-27,270.0,8163.99,0.01,0.0,0.01,4082.0,135.0,135.0,4082.0,,,135.0,,,,,,0.0,135.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-30,270.0,8114.85,0.01,0.0,0.01,4057.43,135.0,135.0,4057.43,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-01-31,270.0,8109.72,0.01,0.0,0.01,4054.86,135.0,135.0,4054.86,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-01,270.0,8118.09,0.01,0.0,0.01,4059.05,135.0,135.0,4059.05,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-02,270.0,8344.35,0.01,0.0,0.01,4172.18,135.0,135.0,4172.18,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-03,270.0,8407.8,0.01,0.0,0.01,4203.9,135.0,135.0,4203.9,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-06,270.0,8368.65,0.01,0.0,0.01,4184.33,135.0,135.0,4184.33,,,,,,,,,,,,0.0,,100.0,67.5,0.0,0.0,0.0,100.0,,1.0,100.0,1.35
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,135.0,,,,,135.0,0.0,0.0,0.0,0.0,200.0,6207.6,0.01,0.0,,0.0,,0.0
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,6203.4,0.01,0.0,,0.0,,0.0
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,6198.0,0.01,0.0,,0.0,,0.0
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,6168.8,0.01,0.0,,0.0,,0.0
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,6215.4,0.01,0.0,,0.0,,0.0
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,200.0,6179.0,0.01,0.0,,0.0,,0.0
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,3122.7,0.0,0.0,,0.0,,0.0
2023-02-21,129.0,3919.15,0.0,0.0,0.0,0.0,129.0,0.0,3919.15,,,,,,,,,,129.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2023-02-22,258.0,7847.07,0.01,0.0,0.01,3923.54,129.0,129.0,3923.54,,,129.0,,,,,,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-23,258.0,7843.2,0.01,0.0,0.01,3921.6,129.0,129.0,3921.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-24,258.0,7819.72,0.01,0.0,0.01,3909.86,129.0,129.0,3909.86,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-27,258.0,7853.0,0.01,0.0,0.01,3926.5,129.0,129.0,3926.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-02-28,258.0,7826.69,0.01,0.0,0.01,3913.34,129.0,129.0,3913.34,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-01,258.0,7720.91,0.01,0.0,0.01,3860.45,129.0,129.0,3860.45,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-02,258.0,7758.06,0.01,0.0,0.01,3879.03,129.0,129.0,3879.03,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,129.0,,,,,129.0,0.0,0.0,0.0,0.0,100.0,3062.7,0.0,0.0,,0.0,,0.0
2023-03-13,16.0,466.4,0.0,0.0,0.0,233.2,8.0,8.0,233.2,,,8.0,,,,,,0.0,8.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
