,MLEFA FP Equity_DX_SI_QTY,MLEFA FP Equity_DX_SHORT_INTEREST_VALUE,MLEFA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLEFA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLEFA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLEFA FP Equity_DX_SI_MV,MLEFA FP Equity_DX_DSS,MLEFA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLEFA FP Equity_DX_SUPPLY_SI_QTY,MLEFA FP Equity_DX_BROKER_SI_QTY,MLEFA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLEFA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MLEFA FP Equity_DX_SUPPLY_SI_QTY_INC_x,MLEFA FP Equity_DX_BROKER_SI_MV_INC_x,MLEFA FP Equity_DX_SUPPLY_SI_MV_NEW,MLEFA FP Equity_DX_BROKER_SI_QTY_ADD,MLEFA FP Equity_DX_SUPPLY_SI_MV_DEC,MLEFA FP Equity_DX_BROKER_SI_QTY_INC,MLEFA FP Equity_DX_SUPPLY_SI_QTY_DEC,MLEFA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MLEFA FP Equity_DX_BROKER_SI_MV_INC_y,MLEFA FP Equity_DX_SUPPLY_SI_QTY_INC_y,MLEFA FP Equity_DX_BROKER_SI_MV_ADD,MLEFA FP Equity_DX_SUPPLY_SI_QTY_ADD,MLEFA FP Equity_DX_BROKER_SI_QTY_DEC,MLEFA FP Equity_DX_SUPPLY_SI_MV,MLEFA FP Equity_DX_BROKER_SI_MV_DEC,MLEFA FP Equity_DX_SUPPLY_SI_MV_RMV,MLEFA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLEFA FP Equity_DX_UTILIZATION_QUANTITY,MLEFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLEFA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLEFA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MLEFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLEFA FP Equity_DX_ACTIVE_UTILIZATION_MV,MLEFA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MLEFA FP Equity_DX_BROKER_SI_CON_RATIO,MLEFA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MLEFA FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-02-16,4000.0,4800.0,0.03,0.37,0.03,0.01,0.0,2400.0,2000.0,2000.0,2400.0,,,,,,,,,,,,,,,0.0,,,0.29,0.29,696351.0,835621.2,,0.87,0.29,,1.0,100.0,0.0057
2022-02-17,4000.0,4800.0,0.03,0.37,0.03,0.0,0.0,2400.0,2000.0,2000.0,2400.0,,,,,,,,,,,,,,,0.0,,,0.29,0.29,696351.0,835621.2,,0.84,0.29,,1.0,100.0,0.0057
2022-02-18,4000.0,4800.0,0.03,0.35,0.03,0.0,0.0,2400.0,2000.0,2000.0,2400.0,,,,,,,,,,,,,,,0.0,,,0.29,0.29,696351.0,835621.2,,0.84,0.29,,1.0,100.0,0.0057
2022-02-21,4000.0,4000.0,0.03,0.38,0.03,0.0,0.0,2000.0,2000.0,2000.0,2000.0,,,,,,,,,,,,,,,0.0,,,0.29,0.29,696351.0,696351.0,,0.84,0.29,,1.0,100.0,0.0057
2022-02-22,4000.0,4000.0,0.03,0.4,0.03,0.0,0.0,2000.0,2000.0,2000.0,2000.0,,,,,,,,,,,,,,,0.0,,,0.29,0.29,696351.0,696351.0,,0.7,0.29,,1.0,100.0,0.0057
2022-02-23,11000.0,7260.0,0.09,1.09,0.09,0.01,0.0,3960.0,5000.0,6000.0,3300.0,,3000.0,0.0,,3000.0,,1000.0,,,0.0,3000.0,0.0,,,0.01,,,0.72,0.72,693351.0,457611.66,,0.69,0.72,29.58,0.5834,70.42,0.0158
2022-02-24,11000.0,9570.0,0.09,1.04,0.09,0.01,0.0,5220.0,5000.0,6000.0,4350.0,,,,,,,,,,,,,,,0.0,,,100.0,0.72,0.0,0.0,,0.0,100.0,38.89,0.5247,61.11,0.0158
2022-02-25,11000.0,10945.0,0.09,1.04,0.09,0.01,0.0,5970.0,5000.0,6000.0,4975.0,,,,,,,,,,,,,,,0.0,,,0.72,0.72,693351.0,689884.25,,0.6,0.71,32.56,0.5608,67.44,0.0158
2022-02-28,11000.0,11550.0,0.09,1.08,0.09,0.01,0.0,6300.0,5000.0,6000.0,5250.0,,,,,,,,,,,,,,,0.01,,,0.72,0.72,693351.0,728018.55,,0.69,0.72,29.68,0.5826,70.32,0.0158
2022-03-01,14000.0,13860.0,0.12,1.31,0.12,0.01,0.0,5940.0,8000.0,6000.0,7920.0,,3000.0,,,,,,,,,3000.0,,,,0.01,,,1.15,1.15,690351.0,683447.49,,0.73,1.15,28.57,0.5918,71.43,0.02
2022-03-02,15000.0,12150.0,0.13,1.47,0.13,0.01,0.0,5670.0,8000.0,7000.0,6480.0,,,0.0,,,,1000.0,,,0.0,,,,,0.01,,,1.15,1.15,690351.0,559184.31,,0.68,1.15,24.14,0.6338,75.86,0.0215
2022-03-03,12000.0,9720.0,0.1,1.18,0.1,0.01,0.0,5670.0,5000.0,7000.0,4050.0,,,,,,0.0,,3000.0,,,,,,,0.0,,,100.0,0.72,0.0,0.0,,0.0,100.0,28.0,0.5968,72.0,0.0172
2022-03-04,12000.0,9600.0,0.1,1.19,0.1,0.01,0.0,5600.0,5000.0,7000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.72,0.0,0.0,,0.0,100.0,28.0,0.5968,72.0,0.0172
2022-03-07,12000.0,9360.0,0.1,1.14,0.1,0.01,0.0,5460.0,5000.0,7000.0,3900.0,,,,,,,,,,,,,,,0.0,,,100.0,0.72,0.0,0.0,,0.0,100.0,28.25,0.5946,71.75,0.0172
2022-03-08,12000.0,9480.0,0.1,1.11,0.1,0.01,0.0,5530.0,5000.0,7000.0,3950.0,,,,,,,,,,,,,,,0.0,,,100.0,0.72,0.0,0.0,,0.0,100.0,28.77,0.5902,71.23,0.0172
2022-03-09,12000.0,10620.0,0.1,1.11,0.1,0.01,0.0,6195.0,5000.0,7000.0,4425.0,,,,,,,,,,,,,,,0.0,,,100.0,0.72,0.0,0.0,,0.0,100.0,28.51,0.5924,71.49,0.0172
2022-03-10,12000.0,9720.0,0.1,1.07,0.1,0.01,0.0,5670.0,5000.0,7000.0,4050.0,,,,,,,,,,,,,,,0.0,,,0.72,0.72,693351.0,561614.31,,0.61,0.72,26.25,0.6128,73.75,0.0172
2022-03-11,12000.0,10800.0,0.1,1.11,0.1,0.01,0.0,6300.0,5000.0,7000.0,4500.0,,,,,,,,,,,,,,,0.0,,,100.0,0.72,0.0,0.0,,0.0,100.0,28.0,0.5968,72.0,0.0172
2022-03-14,12000.0,10800.0,0.1,1.19,0.1,0.01,0.0,6300.0,5000.0,7000.0,4500.0,,,,,,,,,,,,,,,0.0,,,0.72,0.72,693351.0,624015.9,,0.62,0.71,25.93,0.6159,74.07,0.0172
2022-03-15,12000.0,10800.0,0.1,1.31,0.1,0.01,0.0,6300.0,5000.0,7000.0,4500.0,,,,,,,,,,,,,,,0.0,,,0.72,0.72,693351.0,624015.9,,0.62,0.72,25.93,0.6159,74.07,0.0172
2022-03-16,12000.0,10200.0,0.1,1.48,0.1,0.01,0.0,5950.0,5000.0,7000.0,4250.0,,,,,,,,,,,,,,,0.0,,,0.72,0.72,693351.0,589348.35,,0.62,0.71,25.93,0.6159,74.07,0.0172
2022-03-17,12000.0,9720.0,0.1,1.44,0.1,0.01,0.0,5670.0,5000.0,7000.0,4050.0,,,,,,,,,,,,,,,0.0,,,100.0,0.72,0.0,0.0,,0.0,100.0,27.04,0.6054,72.96,0.0172
2022-03-18,12000.0,10740.0,0.1,1.36,0.1,0.01,0.0,6265.0,5000.0,7000.0,4475.0,,,,,,,,,,,,,,,0.0,,,100.0,0.72,0.0,0.0,,0.0,100.0,28.0,0.5968,72.0,0.0172
2022-03-21,12000.0,10800.0,0.1,1.49,0.1,0.01,0.0,6300.0,5000.0,7000.0,4500.0,,,,,,,,,,,,,,,0.0,,,0.72,0.72,693351.0,624015.9,,0.62,0.72,26.03,0.6149,73.97,0.0172
2022-03-22,12000.0,11880.0,0.1,1.52,0.1,0.01,0.0,6930.0,5000.0,7000.0,4950.0,,,,,,,,,,,,,,,0.0,,,0.72,0.72,693351.0,686417.49,,0.62,0.72,25.93,0.6159,74.07,0.0172
2022-03-23,11000.0,8910.0,0.09,1.48,0.09,0.01,0.0,4860.0,5000.0,6000.0,4050.0,,,,,,,,,,,,,,1000.0,0.01,0.0,,0.72,0.72,693351.0,561614.31,,0.69,0.72,17.5,0.7113,82.5,0.0158
2022-03-24,10000.0,8100.0,0.08,1.33,0.08,0.01,0.0,4860.0,4000.0,6000.0,3240.0,,,,,,0.0,,1000.0,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,20.59,0.673,79.41,0.0143
2022-03-25,10000.0,9750.0,0.08,1.33,0.08,0.01,0.0,5850.0,4000.0,6000.0,3900.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,20.59,0.673,79.41,0.0143
2022-03-28,10000.0,8200.0,0.08,1.33,0.08,0.01,0.0,4920.0,4000.0,6000.0,3280.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.72,0.7084,82.28,0.0143
2022-03-29,10000.0,9000.0,0.08,1.27,0.08,0.01,0.0,5400.0,4000.0,6000.0,3600.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,20.39,0.6754,79.61,0.0143
2022-03-30,10000.0,9000.0,0.08,1.27,0.08,0.01,0.0,5400.0,4000.0,6000.0,3600.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.92,0.6932,81.08,0.0143
2022-03-31,10000.0,9400.0,0.08,1.33,0.08,0.01,0.0,5640.0,4000.0,6000.0,3760.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.92,0.6932,81.08,0.0143
2022-04-01,10000.0,9850.0,0.08,1.47,0.08,0.01,0.0,5910.0,4000.0,6000.0,3940.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.26,0.7015,81.74,0.0143
2022-04-04,10000.0,9850.0,0.08,0.22,0.08,0.01,0.0,5910.0,4000.0,6000.0,3940.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.57,0.7103,82.43,0.0143
2022-04-05,10000.0,10000.0,0.08,0.22,0.08,0.01,0.0,6000.0,4000.0,6000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.57,0.7103,82.43,0.0143
2022-04-06,10000.0,10000.0,0.08,0.21,0.08,0.01,0.0,6000.0,4000.0,6000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.36,0.7131,82.64,0.0143
2022-04-07,10000.0,10000.0,0.08,0.21,0.08,0.01,0.0,6000.0,4000.0,6000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.36,0.7131,82.64,0.0143
2022-04-08,10000.0,9800.0,0.08,0.21,0.08,0.01,0.0,5880.0,4000.0,6000.0,3920.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.3,0.7139,82.7,0.0143
2022-04-11,10000.0,9800.0,0.08,0.21,0.08,0.01,0.0,5880.0,4000.0,6000.0,3920.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.65,0.7093,82.35,0.0143
2022-04-12,10000.0,8800.0,0.08,0.21,0.08,0.01,0.0,5280.0,4000.0,6000.0,3520.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.72,0.7084,82.28,0.0143
2022-04-13,10000.0,9500.0,0.08,0.21,0.08,0.01,0.0,5700.0,4000.0,6000.0,3800.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.17,0.69,80.83,0.0143
2022-04-14,10000.0,10000.0,0.08,0.21,0.08,0.01,0.0,6000.0,4000.0,6000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.18,0.7025,81.82,0.0143
2022-04-15,10000.0,10000.0,0.08,0.21,0.08,0.01,0.0,6000.0,4000.0,6000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.37,0.713,82.63,0.0143
2022-04-18,10000.0,10000.0,0.08,0.21,0.08,0.01,0.0,6000.0,4000.0,6000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.39,0.7126,82.61,0.0143
2022-04-19,10000.0,10300.0,0.08,0.21,0.08,0.01,0.0,6180.0,4000.0,6000.0,4120.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.35,0.7132,82.65,0.0143
2022-04-20,10000.0,9500.0,0.08,0.21,0.08,0.01,0.0,5700.0,4000.0,6000.0,3800.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,16.85,0.7198,83.15,0.0143
2022-04-21,10000.0,9500.0,0.08,0.21,0.08,0.01,0.0,5700.0,4000.0,6000.0,3800.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.12,0.7033,81.88,0.0143
2022-04-22,10000.0,10000.0,0.08,0.21,0.08,0.01,0.0,6000.0,4000.0,6000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.16,0.7028,81.84,0.0143
2022-04-25,10000.0,10000.0,0.08,0.22,0.08,0.01,0.0,6000.0,4000.0,6000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.46,0.7118,82.54,0.0143
2022-04-26,10000.0,10000.0,0.08,0.22,0.08,0.01,0.0,6000.0,4000.0,6000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.46,0.7118,82.54,0.0143
2022-04-27,10000.0,10000.0,0.08,0.22,0.08,0.01,0.0,6000.0,4000.0,6000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.46,0.7118,82.54,0.0143
2022-04-28,10000.0,9900.0,0.08,0.22,0.08,0.01,0.0,5940.0,4000.0,6000.0,3960.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.43,0.7121,82.57,0.0143
2022-04-29,10000.0,8300.0,0.08,0.22,0.08,0.01,0.0,4980.0,4000.0,6000.0,3320.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.45,0.7119,82.55,0.0143
2022-05-02,10000.0,9000.0,0.08,0.22,0.08,0.01,0.0,5400.0,4000.0,6000.0,3600.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,20.25,0.677,79.75,0.0143
2022-05-03,10000.0,8300.0,0.08,0.22,0.08,0.01,0.0,4980.0,4000.0,6000.0,3320.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,20.16,0.6781,79.84,0.0143
2022-05-04,10000.0,8200.0,0.08,0.22,0.08,0.01,0.0,4920.0,4000.0,6000.0,3280.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,20.06,0.6792,79.94,0.0143
2022-05-05,10000.0,9000.0,0.08,0.22,0.08,0.01,0.0,5400.0,4000.0,6000.0,3600.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,20.48,0.6742,79.52,0.0143
2022-05-06,10000.0,10000.0,0.08,0.22,0.08,0.01,0.0,6000.0,4000.0,6000.0,4000.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.91,0.6933,81.09,0.0143
2022-05-09,10000.0,9000.0,0.08,0.22,0.08,0.01,0.0,5400.0,4000.0,6000.0,3600.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.33,0.7134,82.67,0.0143
2022-05-10,10000.0,9900.0,0.08,0.22,0.08,0.01,0.0,5940.0,4000.0,6000.0,3960.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.95,0.6929,81.05,0.0143
2022-05-11,10000.0,9900.0,0.08,0.22,0.08,0.01,0.0,5940.0,4000.0,6000.0,3960.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.53,0.7109,82.47,0.0143
2022-05-12,10000.0,9900.0,0.08,0.22,0.08,0.01,0.0,5940.0,4000.0,6000.0,3960.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.69,0.7088,82.31,0.0143
2022-05-13,10000.0,9550.0,0.08,0.22,0.08,0.01,0.0,5730.0,4000.0,6000.0,3820.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.44,0.712,82.56,0.0143
2022-05-16,10000.0,8700.0,0.08,0.22,0.08,0.01,0.0,5220.0,4000.0,6000.0,3480.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.98,0.705,82.02,0.0143
2022-05-17,10000.0,9200.0,0.08,0.22,0.08,0.01,0.0,5520.0,4000.0,6000.0,3680.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.27,0.6889,80.73,0.0143
2022-05-18,10000.0,9250.0,0.08,1.49,0.08,0.01,0.0,5550.0,4000.0,6000.0,3700.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.7,0.6959,81.3,0.0143
2022-05-19,10000.0,9250.0,0.08,1.49,0.08,0.01,0.0,5550.0,4000.0,6000.0,3700.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.34,0.7005,81.66,0.0143
2022-05-20,10000.0,9250.0,0.08,2.14,0.08,0.01,0.0,5550.0,4000.0,6000.0,3700.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.54,0.698,81.46,0.0143
2022-05-23,10000.0,8500.0,0.08,2.14,0.08,0.01,0.0,5100.0,4000.0,6000.0,3400.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.31,0.7009,81.69,0.0143
2022-05-24,10000.0,9000.0,0.08,2.1,0.08,0.01,0.0,5400.0,4000.0,6000.0,3600.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.74,0.6831,80.26,0.0143
2022-05-25,10000.0,9000.0,0.08,2.13,0.08,0.01,0.0,5400.0,4000.0,6000.0,3600.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.01,0.6921,80.99,0.0143
2022-05-26,10000.0,8750.0,0.08,2.13,0.08,0.01,0.0,5250.0,4000.0,6000.0,3500.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.85,0.6941,81.15,0.0143
2022-05-27,10000.0,8500.0,0.08,2.16,0.08,0.01,0.0,5100.0,4000.0,6000.0,3400.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.36,0.6878,80.64,0.0143
2022-05-30,10000.0,8500.0,0.08,2.24,0.08,0.01,0.0,5100.0,4000.0,6000.0,3400.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.74,0.6832,80.26,0.0143
2022-05-31,10000.0,8500.0,0.08,2.42,0.08,0.01,0.0,5100.0,4000.0,6000.0,3400.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.87,0.6815,80.13,0.0143
2022-06-01,10000.0,8500.0,0.08,2.97,0.08,0.01,0.0,5100.0,4000.0,6000.0,3400.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.93,0.6808,80.07,0.0143
2022-06-02,10000.0,8500.0,0.08,3.02,0.08,0.01,0.0,5100.0,4000.0,6000.0,3400.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.68,0.6839,80.32,0.0143
2022-06-03,10000.0,8500.0,0.08,3.02,0.08,0.01,0.0,5100.0,4000.0,6000.0,3400.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.86,0.6817,80.14,0.0143
2022-06-06,10000.0,8900.0,0.08,2.96,0.08,0.01,0.0,5340.0,4000.0,6000.0,3560.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.84,0.6819,80.16,0.0143
2022-06-07,10000.0,9400.0,0.08,2.64,0.08,0.01,0.0,5640.0,4000.0,6000.0,3760.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.07,0.6913,80.93,0.0143
2022-06-08,10000.0,9600.0,0.08,2.34,0.08,0.01,0.0,5760.0,4000.0,6000.0,3840.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.24,0.7017,81.76,0.0143
2022-06-09,10000.0,9600.0,0.08,2.17,0.08,0.01,0.0,5760.0,4000.0,6000.0,3840.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.08,0.7037,81.92,0.0143
2022-06-10,10000.0,9600.0,0.08,1.98,0.08,0.01,0.0,5760.0,4000.0,6000.0,3840.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.07,0.7039,81.93,0.0143
2022-06-13,10000.0,9000.0,0.08,2.14,0.08,0.01,0.0,5400.0,4000.0,6000.0,3600.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.1,0.7035,81.9,0.0143
2022-06-14,10000.0,9500.0,0.08,2.0,0.08,0.01,0.0,5700.0,4000.0,6000.0,3800.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.91,0.6933,81.09,0.0143
2022-06-15,10000.0,9500.0,0.08,1.75,0.08,0.01,0.0,5700.0,4000.0,6000.0,3800.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.05,0.7041,81.95,0.0143
2022-06-16,10000.0,9500.0,0.08,1.79,0.08,0.01,0.0,5700.0,4000.0,6000.0,3800.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,17.97,0.7052,82.03,0.0143
2022-06-17,10000.0,9500.0,0.08,1.8,0.08,0.01,0.0,5700.0,4000.0,6000.0,3800.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.18,0.7024,81.82,0.0143
2022-06-20,10000.0,9500.0,0.08,2.58,0.08,0.01,0.0,5700.0,4000.0,6000.0,3800.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.07,0.7038,81.93,0.0143
2022-06-21,10000.0,9500.0,0.08,2.6,0.08,0.01,0.0,5700.0,4000.0,6000.0,3800.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.07,0.7039,81.93,0.0143
2022-06-22,10000.0,9500.0,0.08,2.62,0.08,0.01,0.0,5700.0,4000.0,6000.0,3800.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.04,0.7042,81.96,0.0143
2022-06-23,10000.0,9500.0,0.08,2.79,0.08,0.01,0.0,5700.0,4000.0,6000.0,3800.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.16,0.7028,81.84,0.0143
2022-06-24,10000.0,8100.0,0.08,2.79,0.08,0.01,0.0,4860.0,4000.0,6000.0,3240.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.07,0.7039,81.93,0.0143
2022-06-27,10000.0,9400.0,0.08,2.8,0.08,0.01,0.0,5640.0,4000.0,6000.0,3760.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,20.54,0.6736,79.46,0.0143
2022-06-28,10000.0,9400.0,0.08,2.62,0.08,0.01,0.0,5640.0,4000.0,6000.0,3760.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.34,0.7004,81.66,0.0143
2022-06-29,10000.0,8250.0,0.08,2.57,0.08,0.01,0.0,4950.0,4000.0,6000.0,3300.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.37,0.7001,81.63,0.0143
2022-06-30,10000.0,9200.0,0.08,2.58,0.08,0.01,0.0,5520.0,4000.0,6000.0,3680.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,20.22,0.6774,79.78,0.0143
2022-07-01,10000.0,9400.0,0.08,2.58,0.08,0.01,0.0,5640.0,4000.0,6000.0,3760.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.66,0.6965,81.34,0.0143
2022-07-04,10000.0,9400.0,0.08,2.32,0.08,0.01,0.0,5640.0,4000.0,6000.0,3760.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.27,0.7014,81.73,0.0143
2022-07-05,10000.0,8500.0,0.08,2.38,0.08,0.01,0.0,5100.0,4000.0,6000.0,3400.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,18.48,0.6987,81.52,0.0143
2022-07-06,10000.0,8000.0,0.08,2.37,0.08,0.01,0.0,4800.0,4000.0,6000.0,3200.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.93,0.6808,80.07,0.0143
2022-07-07,10000.0,8000.0,0.08,2.24,0.08,0.01,0.0,4800.0,4000.0,6000.0,3200.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,20.83,0.6702,79.17,0.0143
2022-07-08,10000.0,8000.0,0.08,2.2,0.08,0.01,0.0,4800.0,4000.0,6000.0,3200.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,20.76,0.671,79.24,0.0143
2022-07-11,10000.0,8500.0,0.08,2.07,0.08,0.01,0.0,5100.0,4000.0,6000.0,3400.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,21.02,0.668,78.98,0.0143
2022-07-12,10000.0,9000.0,0.08,2.04,0.08,0.01,0.0,5400.0,4000.0,6000.0,3600.0,,,,,,,,,,,,,,,0.0,,,100.0,0.57,0.0,0.0,,0.0,100.0,19.83,0.682,80.17,0.0143
