,MLEFA FP Equity_DX_SI_QTY,MLEFA FP Equity_DX_SHORT_INTEREST_VALUE,MLEFA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLEFA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLEFA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLEFA FP Equity_DX_SI_MV,MLEFA FP Equity_DX_DSS,MLEFA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLEFA FP Equity_DX_SUPPLY_SI_QTY,MLEFA FP Equity_DX_BROKER_SI_QTY,MLEFA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLEFA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MLEFA FP Equity_DX_SUPPLY_SI_QTY_INC_x,MLEFA FP Equity_DX_BROKER_SI_MV_INC_x,MLEFA FP Equity_DX_SUPPLY_SI_MV_NEW,MLEFA FP Equity_DX_BROKER_SI_QTY_ADD,MLEFA FP Equity_DX_SUPPLY_SI_MV_DEC,MLEFA FP Equity_DX_BROKER_SI_QTY_INC,MLEFA FP Equity_DX_SUPPLY_SI_QTY_DEC,MLEFA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MLEFA FP Equity_DX_BROKER_SI_MV_INC_y,MLEFA FP Equity_DX_SUPPLY_SI_QTY_INC_y,MLEFA FP Equity_DX_BROKER_SI_MV_ADD,MLEFA FP Equity_DX_SUPPLY_SI_QTY_ADD,MLEFA FP Equity_DX_BROKER_SI_QTY_DEC,MLEFA FP Equity_DX_SUPPLY_SI_MV,MLEFA FP Equity_DX_BROKER_SI_MV_DEC,MLEFA FP Equity_DX_SUPPLY_SI_MV_RMV,MLEFA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLEFA FP Equity_DX_UTILIZATION_QUANTITY,MLEFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLEFA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLEFA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MLEFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLEFA FP Equity_DX_ACTIVE_UTILIZATION_MV,MLEFA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MLEFA FP Equity_DX_BROKER_SI_CON_RATIO,MLEFA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MLEFA FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,22812.48,,0.02,0.0,,0.0,,0.0
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,20911.44,,0.02,0.0,,0.0,,0.0
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,20911.44,,0.02,0.0,,0.0,,0.0
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,23763.0,,0.02,0.0,,0.0,,0.0
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,24079.84,,0.02,0.0,,0.0,,0.0
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,24079.84,,0.02,0.0,,0.0,,0.0
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,24079.84,,0.02,0.0,,0.0,,0.0
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,31684.0,,0.02,0.0,,0.0,,0.0
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,31684.0,,0.03,0.0,,0.0,,0.0
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,34852.4,,0.03,0.0,,0.0,,0.0
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,31684.0,,0.03,0.0,,0.0,,0.0
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,31684.0,,0.03,0.0,,0.0,,0.0
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,28515.6,,0.03,0.0,,0.0,,0.0
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,28515.6,,0.03,0.0,,0.0,,0.0
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,34852.4,,0.03,0.0,,0.0,,0.0
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,37387.12,,0.03,0.0,,0.0,,0.0
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,37070.28,,0.04,0.0,,0.0,,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,44040.76,,0.04,0.0,,0.0,,0.0
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,44040.76,,0.04,0.0,,0.0,,0.0
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31684.0,44991.28,,0.04,0.0,,0.0,,0.0
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,698351.0,1047526.5,,0.99,0.0,,0.0,,0.0
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,698351.0,1047526.5,,1.05,0.0,,0.0,,0.0
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,698351.0,977691.4,,0.98,0.0,,0.0,,0.0
2022-02-09,4000.0,5000.0,0.03,0.33,0.03,0.01,0.0,2500.0,2000.0,2000.0,2500.0,,,,,2000.0,,,,,,,0.0,2000.0,,0.0,,,0.29,0.29,696351.0,870438.75,,0.97,0.29,,1.0,100.0,0.0057
2022-02-10,4000.0,5000.0,0.03,0.33,0.03,0.01,0.0,2500.0,2000.0,2000.0,2500.0,,,,,,,,,,,,,,,0.0,,,0.29,0.29,696351.0,870438.75,,0.98,0.29,,1.0,100.0,0.0057
2022-02-11,4000.0,5000.0,0.03,0.33,0.03,0.01,0.0,2500.0,2000.0,2000.0,2500.0,,,,,,,,,,,,,,,0.0,,,0.29,0.29,696351.0,870438.75,,0.87,0.29,,1.0,100.0,0.0057
2022-02-14,4000.0,5000.0,0.03,0.33,0.03,0.01,0.0,2500.0,2000.0,2000.0,2500.0,,,,,,,,,,,,,,,0.0,,,0.29,0.29,696351.0,870438.75,,0.87,0.29,,1.0,100.0,0.0057
2022-02-15,4000.0,5000.0,0.03,0.37,0.03,0.01,0.0,2500.0,2000.0,2000.0,2500.0,,,,,,,,,,,,,,,0.0,,,0.29,0.29,696351.0,870438.75,,0.87,0.29,,1.0,100.0,0.0057
