,ADOC FP Equity_DX_SI_QTY,ADOC FP Equity_DX_SHORT_INTEREST_VALUE,ADOC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ADOC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ADOC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ADOC FP Equity_DX_SI_MV,ADOC FP Equity_DX_DSS,ADOC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ADOC FP Equity_DX_SUPPLY_SI_QTY,ADOC FP Equity_DX_BROKER_SI_QTY,ADOC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ADOC FP Equity_DX_BROKER_SI_MV_NEW_x,ADOC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ADOC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ADOC FP Equity_DX_BROKER_SI_MV_INC_x,ADOC FP Equity_DX_SUPPLY_SI_MV_NEW,ADOC FP Equity_DX_BROKER_SI_QTY_ADD,ADOC FP Equity_DX_BROKER_SI_QTY_NEW,ADOC FP Equity_DX_SUPPLY_SI_MV_DEC,ADOC FP Equity_DX_BROKER_SI_QTY_INC,ADOC FP Equity_DX_SUPPLY_SI_QTY_DEC,ADOC FP Equity_DX_BROKER_SI_MV_NEW_y,ADOC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ADOC FP Equity_DX_BROKER_SI_MV_INC_y,ADOC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ADOC FP Equity_DX_BROKER_SI_MV_ADD,ADOC FP Equity_DX_SUPPLY_SI_QTY_ADD,ADOC FP Equity_DX_BROKER_SI_QTY_DEC,ADOC FP Equity_DX_SUPPLY_SI_MV,ADOC FP Equity_DX_BROKER_SI_MV_DEC,ADOC FP Equity_DX_SUPPLY_SI_MV_RMV,ADOC FP Equity_DX_BROKER_SI_MV_RMV,ADOC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ADOC FP Equity_DX_UTILIZATION_QUANTITY,ADOC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ADOC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ADOC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ADOC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ADOC FP Equity_DX_ACTIVE_UTILIZATION_MV,ADOC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ADOC FP Equity_DX_BROKER_SI_CON_RATIO,ADOC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ADOC FP Equity_DX_DEMAND_SUPPLY_RATIO,ADOC FP Equity_PX_LAST
2023-07-17,36901.0,143360.39,0.51,0.58,0.38,0.15,0.0,134801.73,16298.0,34698.0,63317.73,,,8400.0,,,8400.0,,,,,,,,8400.0,0.03,,,0.06,,,,100.0,49.57,0.0,0.0,,0.0,100.0,22.79,0.3988,56.23,1.1223,3.885
2023-07-18,36901.0,136902.71,0.51,0.57,0.38,0.14,0.0,128729.58,16298.0,34698.0,60465.58,,,,,,,,,,,,,,,,,,0.06,,,,100.0,49.57,0.0,0.0,,0.0,100.0,22.89,0.4003,56.42,1.1223,3.71
2023-07-19,35095.0,138800.73,0.49,0.52,0.36,0.14,0.0,133659.23,15395.0,33795.0,60887.23,,,,,,,,0.01,,903.0,,,,,,,903.0,0.06,0.0,,,100.0,47.56,0.0,0.0,,0.0,100.0,23.98,0.4001,55.52,1.0841,3.955
2023-07-20,33895.0,131173.65,0.47,0.49,0.35,0.13,0.0,128464.65,14795.0,33195.0,57256.65,,,,,,,,0.0,,600.0,,,,,,,600.0,0.06,0.0,,,100.0,45.7,0.0,0.0,,0.0,100.0,24.83,0.3909,54.16,1.0471,3.87
2023-07-21,42995.0,175849.55,0.6,0.61,0.44,0.17,0.0,172986.55,14795.0,42295.0,60511.55,,,,,,9100.0,,,,,,,,,0.04,,,0.06,,,,100.0,45.63,0.0,0.0,,0.0,100.0,20.78,0.2873,42.75,1.3261,4.09
2023-07-24,42995.0,191542.73,0.6,0.58,0.44,0.18,0.0,188424.23,14795.0,42295.0,65911.73,,,,,,,,,,,,,,,,,,0.06,,,,100.0,45.63,0.0,0.0,,0.0,100.0,21.19,0.2803,41.25,1.3261,4.455
2023-07-25,46095.0,230935.95,0.64,0.55,0.47,0.2,0.0,227428.95,6395.0,45395.0,32038.95,,,,0.01,,9500.0,,0.03,2000.0,8400.0,,,0.01,,0.04,,8400.0,0.03,0.03,,,100.0,26.9,0.0,0.0,,0.0,100.0,22.01,0.2454,35.88,1.9391,5.01
2023-07-26,40195.0,235944.65,0.56,0.43,0.41,0.19,0.0,231835.65,6395.0,39495.0,37538.65,,,,,,,,,,,,,,,,,5900.0,0.03,0.03,,,100.0,26.9,0.0,0.0,,0.0,100.0,24.26,0.2611,38.55,1.6909,5.87
2023-07-27,44715.0,241908.15,0.62,0.4,0.46,0.23,0.0,238121.15,6395.0,44015.0,34596.95,,,,0.03,,,,,4520.0,,,,0.03,,,,,0.04,,,,100.0,26.27,0.0,0.0,,0.0,100.0,23.49,0.2237,31.87,1.8371,5.41
2023-07-28,38415.0,200526.3,0.44,0.32,0.34,0.18,0.0,196872.3,6395.0,37715.0,33381.9,,,,,,2800.0,,,,,,,,,0.02,,9100.0,0.03,0.05,,,100.0,22.43,0.0,0.0,,0.0,100.0,20.61,0.2557,39.82,1.3473,5.22
2023-07-31,38415.0,233179.05,0.44,0.31,0.34,0.18,0.0,228930.05,6395.0,37715.0,38817.65,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.79,0.0,0.0,,0.0,100.0,21.07,0.2553,39.26,1.2487,6.07
2023-08-01,38415.0,235483.95,0.44,0.29,0.34,0.2,0.0,231192.95,6395.0,37715.0,39201.35,,,,,,,,,,,,,,,,,,0.04,,,,100.0,20.79,0.0,0.0,,0.0,100.0,21.46,0.2432,36.75,1.2487,6.13
2023-08-02,59033.0,347114.04,0.68,0.42,0.52,0.32,0.0,300021.12,13704.0,51024.0,80579.52,,,7309.0,0.08,,,,,13309.0,,,,0.08,7309.0,,,,0.08,,,,100.0,35.82,0.0,0.0,,0.0,100.0,25.08,0.3337,49.89,1.5431,5.88
2023-08-03,68005.0,384908.3,0.78,0.47,0.6,0.37,0.0,302866.6,20190.0,53510.0,114275.4,,,6486.0,0.0,,2427.0,,,59.0,,,,0.0,6486.0,0.01,,,0.12,,,,100.0,53.07,0.0,0.0,,0.0,100.0,21.18,0.2588,43.35,1.7876,5.66
2023-08-04,67345.0,386560.3,0.91,0.45,0.6,0.35,0.0,304966.2,21410.0,53130.0,122893.4,,,1600.0,0.0,,,,0.01,1220.0,380.0,,,0.0,1600.0,,,1600.0,0.12,0.01,,,100.0,53.51,0.0,0.0,,0.0,100.0,21.43,0.2751,45.24,1.6831,5.74
2023-08-07,59227.0,364246.05,0.8,0.39,0.53,0.31,0.0,282414.15,19001.0,45921.0,116856.15,,,,0.01,,,,0.01,1000.0,2409.0,,,0.01,,,,8209.0,0.11,0.05,,,100.0,47.98,0.0,0.0,,0.0,100.0,28.63,0.2877,42.15,1.4954,6.15
2023-08-08,55871.0,336902.13,0.76,0.36,0.5,0.31,0.0,266785.29,17323.0,44243.0,104457.69,,,,,,,,0.01,,1678.0,,,,,,,1678.0,0.11,0.01,,,100.0,44.3,0.0,0.0,,0.0,100.0,31.15,0.2694,37.39,1.4287,6.03
2023-08-09,58323.0,359269.68,0.79,0.37,0.52,0.32,0.0,287789.04,17299.0,46719.0,106561.84,,,,0.02,,,,0.0,2576.0,24.0,,,0.02,,,,100.0,0.1,0.0,,,100.0,44.24,0.0,0.0,,0.0,100.0,29.14,0.2803,40.63,1.4914,6.16
2023-08-10,65381.0,398170.29,0.88,0.41,0.58,0.4,0.0,307532.82,20978.0,50498.0,127756.02,,,3679.0,0.06,,,,,3779.0,,,,0.06,3679.0,,,,0.13,,,,100.0,50.57,0.0,0.0,,0.0,100.0,23.21,0.3525,52.9,1.576,6.09
2023-08-11,61632.0,381502.08,0.83,0.38,0.55,0.38,0.0,323278.94,15501.0,52226.0,95951.19,,,,0.03,,,,0.03,4155.0,5477.0,,,0.03,,,,2427.0,0.09,0.02,,,100.0,40.76,0.0,0.0,,0.0,100.0,24.52,0.4664,62.85,1.6205,6.19
2023-08-14,58906.0,403506.1,0.8,0.36,0.52,0.37,0.0,348089.6,13785.0,50816.0,94427.25,,,,,,306.0,,0.01,,1716.0,,,,,0.0,,1716.0,0.09,0.01,,,100.0,42.87,0.0,0.0,,0.0,100.0,25.54,0.4372,59.8,1.8319,6.85
2023-08-15,67974.0,490092.54,0.92,0.39,0.6,0.46,0.0,449925.63,18422.0,62403.0,132822.62,,,5650.0,,,13756.0,,0.0,,1013.0,,,,5650.0,0.1,,2169.0,0.13,0.0,,,100.0,48.73,0.0,0.0,,0.0,100.0,21.9,0.2882,45.74,1.798,7.21
2023-08-16,57076.0,461174.08,0.77,0.31,0.51,0.4,0.0,447438.08,13995.0,55376.0,113079.6,,,,,,,,0.03,,4427.0,,,,,,,7027.0,0.1,0.05,,,100.0,37.02,0.0,0.0,,0.0,100.0,26.57,0.2381,34.71,1.5097,8.08
2023-08-17,57576.0,472698.96,0.78,0.29,0.51,0.43,0.0,458741.96,13995.0,55876.0,114898.95,,,,0.02,,,,,500.0,,,,0.02,,,,,0.11,,,,100.0,37.02,0.0,0.0,,0.0,100.0,28.62,0.2341,32.26,1.5229,8.21
2023-08-18,57576.0,541214.4,0.78,0.33,0.51,0.44,0.0,525234.4,13995.0,55876.0,131553.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,36.73,0.0,0.0,,0.0,100.0,28.33,0.2303,31.49,1.5109,9.4
2023-08-21,66576.0,785596.8,0.9,0.37,0.59,0.57,0.0,605056.8,22995.0,51276.0,271341.0,,,9000.0,0.02,,,,,2000.0,,,,0.02,9000.0,,,6600.0,0.22,0.06,,,100.0,53.14,0.0,0.0,,0.0,100.0,24.96,0.1928,27.59,1.5385,11.8
2023-08-22,53376.0,576460.8,0.72,0.26,0.47,0.5,0.0,482500.8,16395.0,44676.0,177066.0,,,,,,,,0.05,,6600.0,,,,,,,6600.0,0.19,0.06,,,100.0,44.32,0.0,0.0,,0.0,100.0,32.3,0.2797,35.76,1.4429,10.8
2023-08-23,43876.0,488778.64,0.59,0.19,0.39,0.41,0.0,391860.64,14395.0,35176.0,160360.3,,,,,,,,0.03,,2000.0,,,,,,,9500.0,0.16,0.09,,,100.0,40.99,0.0,0.0,,0.0,100.0,23.41,0.2739,39.37,1.2495,11.14
2023-08-24,49536.0,630097.92,0.67,0.2,0.44,0.49,0.0,489160.32,17175.0,38456.0,218466.0,,,2880.0,0.04,,,,0.0,3280.0,100.0,,,0.04,2880.0,,,,0.19,,,,100.0,44.94,0.0,0.0,,0.0,100.0,33.41,0.2746,33.48,1.296,12.72
2023-08-25,51982.0,656012.84,0.7,0.2,0.46,0.56,0.0,511135.24,17975.0,40502.0,226844.5,,,800.0,0.05,,,,,3446.0,,,,0.05,800.0,,,1400.0,0.23,0.0,,,100.0,50.07,0.0,0.0,,0.0,100.0,29.68,0.2885,39.53,1.448,12.62
2023-08-28,48996.0,728080.56,0.66,0.18,0.44,0.53,0.0,606228.56,18269.0,40796.0,271477.34,,,294.0,0.0,,,,,294.0,,,,0.0,294.0,,,,0.23,,,,100.0,51.32,0.0,0.0,,0.0,100.0,30.89,0.2704,34.54,1.3763,14.86
2023-08-29,45754.0,658857.6,0.62,0.16,0.41,0.54,0.0,641577.6,13022.0,44554.0,187516.8,,,,0.07,,,,0.04,3758.0,5247.0,,,0.07,,,,,0.19,,,,100.0,34.57,0.0,0.0,,0.0,100.0,35.76,0.3714,46.55,1.2146,14.4
2023-08-30,44536.0,573623.68,0.6,0.14,0.4,0.5,0.0,558167.68,11804.0,43336.0,152035.52,,,,,,,,0.02,,1218.0,,,,,,,1218.0,0.17,0.02,,,100.0,31.52,0.0,0.0,,0.0,100.0,37.21,0.3714,45.6,1.1894,12.88
2023-08-31,44536.0,504147.52,0.58,0.13,0.39,0.57,0.0,490563.52,11804.0,43336.0,133621.28,,,,,,,,,,,,,,,,,,0.15,,,,100.0,32.25,0.0,0.0,,0.0,100.0,29.83,0.4257,56.7,1.2168,11.32
2023-09-01,44536.0,521071.2,0.58,0.12,0.39,0.56,0.0,507031.2,11804.0,43336.0,138106.8,,,,,,,,,,,,,,,,,,0.13,,,,100.0,32.23,0.0,0.0,,0.0,100.0,30.24,0.4198,55.84,1.2161,11.7
2023-09-04,44536.0,537104.16,0.58,0.11,0.39,0.56,0.0,522632.16,11804.0,43336.0,142356.24,,,,,,,,,,,,,,,,,,0.14,,,,100.0,32.37,0.0,0.0,,0.0,100.0,30.16,0.4205,55.96,1.2211,12.06
2023-09-05,46536.0,523064.64,0.61,0.12,0.41,0.57,0.0,509576.64,11804.0,45336.0,132676.96,,,,0.01,,,,,2000.0,,,,0.01,,,,,0.14,,,,100.0,32.1,0.0,0.0,,0.0,100.0,31.87,0.4186,55.01,1.2653,11.24
2023-09-06,46536.0,470944.32,0.61,0.12,0.41,0.55,0.0,458800.32,11804.0,45336.0,119456.48,,,,,,,,,,,,,,,,,,0.13,,,,100.0,32.1,0.0,0.0,,0.0,100.0,31.03,0.428,56.45,1.2653,10.12
2023-09-07,74936.0,786828.0,0.99,0.19,0.65,0.83,0.0,693378.0,19504.0,66036.0,204792.0,,,7700.0,0.21,,,,,20700.0,,,,0.21,7700.0,,,,0.2,,,,100.0,43.72,0.0,0.0,,0.0,100.0,20.11,0.4507,63.02,1.6797,10.5
2023-09-08,67656.0,726625.44,0.89,0.17,0.59,0.77,0.0,706219.44,7595.0,65756.0,81570.3,,,,,,,,0.12,,11909.0,,,,,,,280.0,0.08,0.0,,,100.0,20.21,0.0,0.0,,0.0,100.0,22.6,0.5227,68.14,1.8006,10.74
2023-09-11,61669.0,611139.79,0.81,0.16,0.54,0.69,0.0,592310.79,7908.0,59769.0,78368.28,,,313.0,,,313.0,,,,,,,,313.0,0.0,,6300.0,0.08,0.08,,,100.0,20.78,0.0,0.0,,0.0,100.0,25.67,0.4853,64.16,1.6203,9.91
2023-09-12,71626.0,727720.16,0.94,0.18,0.62,0.78,0.0,708416.16,17865.0,69726.0,181508.4,,,9957.0,0.1,,,,,9957.0,,,,0.1,9957.0,,,,0.18,,,,100.0,47.18,0.0,0.0,,0.0,100.0,21.03,0.3893,56.56,1.8917,10.16
2023-09-13,72348.0,735055.68,0.95,0.18,0.63,0.79,0.0,711738.48,18587.0,70053.0,188843.92,,,327.0,0.0,,,,,327.0,,,,0.0,327.0,,395.0,,0.19,,,,100.0,45.37,0.0,0.0,,0.0,100.0,21.3,0.3835,55.97,1.7661,10.16
2023-09-14,71198.0,760394.64,0.94,0.18,0.62,0.78,0.0,735884.04,20837.0,68903.0,222539.16,,,2250.0,0.01,,,,,1250.0,,,,0.01,2250.0,,,2400.0,0.21,0.02,,,100.0,50.97,0.0,0.0,,0.0,100.0,18.47,0.3931,57.56,1.7415,10.68
2023-09-15,67623.0,666086.55,0.89,0.16,0.59,0.75,0.0,642495.8,20937.0,65228.0,206229.45,,,100.0,,,100.0,,,,,,,,100.0,0.0,,3775.0,0.22,0.04,,,100.0,55.0,0.0,0.0,,0.0,100.0,20.13,0.3674,54.34,1.7764,9.85
2023-09-18,63273.0,573253.38,0.81,0.15,0.54,0.67,0.0,551554.68,20937.0,60878.0,189689.22,,,,,,,,,,,,,,,,,4350.0,0.22,0.05,,,100.0,55.0,0.0,0.0,,0.0,100.0,20.72,0.3569,52.96,1.6621,9.06
2023-09-19,74453.0,536061.6,0.95,0.18,0.64,0.74,0.0,518817.6,20937.0,72058.0,150746.4,,,,0.1,,,,,11180.0,,,,0.1,,,,,0.22,,,,100.0,55.0,0.0,0.0,,0.0,100.0,17.25,0.4324,61.69,1.9558,7.2
2023-09-20,74553.0,611334.6,0.95,0.17,0.64,0.67,0.0,591695.6,21037.0,72158.0,172503.4,,,100.0,0.0,,,,,413.0,,,,0.0,100.0,,,313.0,0.21,0.02,,,100.0,55.12,0.0,0.0,,0.0,100.0,15.06,0.4612,64.81,1.9533,8.2
2023-09-21,76978.0,584263.02,0.99,0.17,0.66,0.72,0.0,566084.97,20937.0,74583.0,158911.83,,,,0.12,,,,0.0,12000.0,100.0,,,0.12,,,,9575.0,0.21,0.07,,,100.0,55.0,0.0,0.0,,0.0,100.0,21.98,0.5278,68.93,2.0222,7.59
2023-09-22,83513.0,658917.57,1.07,0.18,0.72,0.78,0.0,557988.69,20437.0,70721.0,161247.93,,,,,,,,0.01,,500.0,,,,,,,3862.0,0.21,0.04,,,100.0,53.69,0.0,0.0,,0.0,100.0,18.81,0.4168,59.77,2.1938,7.89
2023-09-25,79476.0,548384.4,1.02,0.17,0.68,0.62,0.0,532548.9,18790.0,77181.0,129651.0,,,,0.0,,,,0.06,6460.0,1647.0,,,0.0,,,,,0.15,,,,100.0,49.09,0.0,0.0,,0.0,100.0,24.89,0.5138,66.86,2.0762,6.9
2023-09-26,80376.0,523247.76,0.83,0.17,0.59,0.58,0.0,508307.31,19690.0,78081.0,128181.9,,,900.0,0.0,,,,,900.0,,,,0.0,900.0,,,,0.14,,,,100.0,51.71,0.0,0.0,,0.0,100.0,22.98,0.5194,67.85,2.1107,6.51
2023-09-27,82976.0,581661.76,0.85,0.18,0.61,0.59,0.0,556460.81,20990.0,79381.0,147139.9,,,1300.0,0.01,,,,,1300.0,,,,0.01,1300.0,,,,0.14,,,,100.0,51.05,0.0,0.0,,0.0,100.0,21.59,0.4932,65.85,2.018,7.01
2023-09-28,84022.0,584793.12,0.86,0.18,0.62,0.61,0.0,562521.12,22036.0,80822.0,153370.56,,,1441.0,0.02,,,,0.0,1441.0,395.0,,,0.02,1441.0,,,,0.15,,,,100.0,53.91,0.0,0.0,,0.0,100.0,22.04,0.4995,66.25,2.0557,6.96
2023-09-29,84494.0,616806.2,0.87,0.18,0.62,0.62,0.0,593446.2,22508.0,81294.0,164308.4,,,472.0,0.0,,,,,472.0,,,,0.0,472.0,,,,0.16,,,,100.0,55.57,0.0,0.0,,0.0,100.0,21.78,0.4983,66.19,2.0862,7.3
2023-10-02,84494.0,749461.78,0.87,0.19,0.62,0.63,0.0,721077.78,22508.0,81294.0,199645.96,,,,,,,,,,,,,,,,,,0.17,,,,100.0,55.91,0.0,0.0,,0.0,100.0,22.43,0.4948,65.74,2.0987,8.87
2023-10-03,83694.0,620172.54,0.86,0.19,0.62,0.7,0.0,596460.54,22508.0,80494.0,166784.28,,,,,,,,,,,,,,,,,800.0,0.2,0.0,,,100.0,55.38,0.0,0.0,,0.0,100.0,24.71,0.4808,63.91,2.0594,7.41
2023-10-04,88828.0,691081.84,0.91,0.21,0.65,0.69,0.0,666185.84,22708.0,85628.0,176668.24,,,200.0,0.03,,,,,6022.0,,,,0.03,200.0,,,888.0,0.17,0.0,,,100.0,55.82,0.0,0.0,,0.0,100.0,20.76,0.5255,68.77,2.1836,7.78
2023-10-05,91890.0,682742.7,0.94,0.22,0.68,0.71,0.0,658966.7,22220.0,88690.0,165094.6,,,400.0,0.02,,,,0.0,3062.0,888.0,,,0.02,400.0,,,,0.17,,,,100.0,55.99,0.0,0.0,,0.0,100.0,21.03,0.5299,69.08,2.3155,7.43
2023-10-06,110781.0,830857.5,1.14,0.27,0.81,0.84,1.0,806857.5,32739.0,107581.0,245542.5,,,10519.0,0.13,,,,,18891.0,,,,0.13,10519.0,,,,0.25,,,,100.0,65.21,0.0,0.0,,0.0,100.0,17.06,0.5919,74.62,2.2066,7.5
2023-10-09,110612.0,767647.28,1.12,0.27,0.81,0.83,1.0,745439.28,33020.0,107412.0,229158.8,,,281.0,0.01,,,,,1750.0,,,,0.01,281.0,,,1919.0,0.25,0.02,,,100.0,64.61,0.0,0.0,,0.0,100.0,16.16,0.6129,76.28,2.1644,6.94
2023-10-10,111137.0,820191.06,1.13,0.28,0.81,0.79,1.0,803217.06,33545.0,108837.0,247562.1,,,1225.0,0.0,,500.0,,0.01,1425.0,700.0,,,0.0,1225.0,0.0,,500.0,0.23,0.01,,,100.0,64.97,0.0,0.0,,0.0,100.0,13.93,0.619,77.07,2.1526,7.38
2023-10-11,112402.0,837394.9,1.03,0.31,0.82,0.84,1.0,820259.9,33710.0,110102.0,251139.5,,,165.0,0.03,,,,,1265.0,,,,0.03,165.0,,,,0.25,,,,100.0,65.4,0.0,0.0,,0.0,100.0,14.1,0.6184,77.0,2.1806,7.45
2023-10-12,105209.0,800640.49,0.96,0.31,0.77,0.79,1.0,783137.49,33710.0,102909.0,256533.1,,,,,,,,,,,,,,,,,7193.0,0.25,0.05,,,100.0,66.54,0.0,0.0,,0.0,100.0,15.19,0.5957,75.24,2.0768,7.61
2023-10-13,103983.0,832903.83,0.94,0.33,0.75,0.79,1.0,818485.83,34710.0,102183.0,278027.1,,,1000.0,0.01,,500.0,,,1000.0,,,,0.01,1000.0,0.0,,2226.0,0.26,0.01,,,100.0,67.19,0.0,0.0,,0.0,100.0,15.38,0.5743,73.72,2.0129,8.01
2023-10-16,97836.0,746488.68,0.88,0.32,0.71,0.77,1.0,732754.68,34710.0,96036.0,264837.3,,,,,,,,,,,,,,,,,6147.0,0.28,0.03,,,100.0,67.19,0.0,0.0,,0.0,100.0,16.57,0.5572,72.28,1.8939,7.63
2023-10-17,97530.0,750981.0,0.88,0.33,0.7,0.74,1.0,737121.0,34710.0,95730.0,267267.0,,,,0.0,,,,,500.0,,,,0.0,,,,806.0,0.26,0.01,,,100.0,67.19,0.0,0.0,,0.0,100.0,16.37,0.5686,73.09,1.888,7.7
2023-10-18,95430.0,727176.6,0.86,0.33,0.69,0.73,0.0,713460.6,34710.0,93630.0,264490.2,,,,,,,,,,,,,,,,,2100.0,0.27,0.01,,,100.0,67.19,0.0,0.0,,0.0,100.0,16.88,0.5612,72.45,1.8473,7.62
2023-10-19,95330.0,692095.8,0.86,0.35,0.69,0.72,0.0,679027.8,34710.0,93530.0,251994.6,,,,,,,,,,,,,,,,,100.0,0.26,0.0,,,100.0,67.18,0.0,0.0,,0.0,100.0,16.78,0.5664,72.88,1.845,7.26
2023-10-20,94530.0,669272.4,0.85,0.35,0.68,0.69,0.0,657236.4,34610.0,92830.0,245038.8,,,,0.0,,,,0.01,300.0,100.0,,,0.0,,,,1000.0,0.25,0.01,,,100.0,66.99,0.0,0.0,,0.0,100.0,16.7,0.5829,74.02,1.8296,7.08
2023-10-23,94030.0,692060.8,0.84,0.36,0.68,0.68,0.0,679548.8,34610.0,92330.0,254729.6,,,,,,,,,,,,,,,,,500.0,0.24,0.01,,,100.0,67.12,0.0,0.0,,0.0,100.0,16.42,0.5816,73.96,1.8234,7.36
2023-10-24,94280.0,702386.0,0.84,0.37,0.68,0.71,0.0,689721.0,34610.0,92580.0,257844.5,,,,0.02,,,,,250.0,,,,0.02,,,,,0.26,,,,100.0,67.04,0.0,0.0,,0.0,100.0,16.72,0.58,73.8,1.8262,7.45
2023-10-25,94166.0,664811.96,0.84,0.38,0.68,0.71,0.0,645749.96,33996.0,91466.0,240011.76,,,,0.0,,,,0.0,260.0,874.0,,,0.0,,,260.0,1374.0,0.25,0.01,,,100.0,66.31,0.0,0.0,,0.0,100.0,16.87,0.5716,73.23,1.8368,7.06
2023-10-26,114166.0,833411.8,1.02,0.46,0.82,0.82,1.0,813701.8,33996.0,111466.0,248170.8,,,,0.12,,,,,20000.0,,,,0.12,,,,,0.24,,,,100.0,65.85,0.0,0.0,,0.0,100.0,13.8,0.6262,77.57,2.2114,7.3
2023-10-27,112466.0,838996.36,1.01,0.47,0.81,0.83,1.0,818854.36,33996.0,109766.0,253610.16,,,,,,,,,,,,,,,,,1700.0,0.25,0.0,,,100.0,65.85,0.0,0.0,,0.0,100.0,14.07,0.621,77.18,2.1785,7.46
2023-10-30,113566.0,834710.1,1.02,0.48,0.82,0.85,1.0,811925.1,34396.0,110466.0,252810.6,,,400.0,0.0,,,,,700.0,,,,0.0,400.0,,,,0.26,,,,100.0,66.86,0.0,0.0,,0.0,100.0,14.04,0.611,76.49,2.2076,7.35
2023-10-31,113566.0,964175.34,1.02,0.5,0.82,0.85,1.0,937856.34,34396.0,110466.0,292022.04,,,,,,,,,,,,,,,,,,0.25,,,,100.0,66.29,0.0,0.0,,0.0,100.0,13.91,0.6007,75.74,2.1886,8.49
2023-11-01,110738.0,916910.64,0.99,0.51,0.8,0.91,1.0,899522.64,32568.0,108638.0,269663.04,,,,,,,,0.0,,1828.0,,,,,,,1828.0,0.28,0.0,,,100.0,64.76,0.0,0.0,,0.0,100.0,14.83,0.6106,76.28,2.202,8.28
2023-11-02,112390.0,938456.5,1.01,0.55,0.81,0.91,1.0,920921.5,34220.0,110290.0,285737.0,,,1652.0,0.0,,1600.0,,,52.0,,,,0.0,1652.0,0.01,,,0.28,,,,100.0,66.07,0.0,0.0,,0.0,100.0,14.43,0.5923,75.13,2.1699,8.35
2023-11-03,112431.0,917436.96,1.01,0.55,0.81,0.91,1.0,900300.96,34220.0,110331.0,279235.2,,,,0.0,,,,,41.0,,,,0.0,,,,,0.28,,,,100.0,66.17,0.0,0.0,,0.0,100.0,14.44,0.5938,75.24,2.174,8.16
2023-11-06,112173.0,910844.76,0.99,0.55,0.8,0.9,1.0,893792.76,34055.0,110073.0,276526.6,,,,,,,,0.0,,165.0,,,,,,,258.0,0.28,0.0,,,100.0,65.4,0.0,0.0,,0.0,100.0,14.52,0.5952,75.34,2.1541,8.12
2023-11-07,113789.0,896657.32,1.0,0.59,0.81,0.91,1.0,880109.32,34171.0,111689.0,269267.48,,,116.0,0.01,,,,,1616.0,,,,0.01,116.0,,,,0.28,,,,100.0,66.72,0.0,0.0,,0.0,100.0,14.35,0.5998,75.7,2.2218,7.88
2023-11-08,115289.0,926923.56,1.02,0.61,0.82,0.9,1.0,910039.56,34119.0,113189.0,274316.76,,,,0.0,,,,0.01,1500.0,52.0,,,0.0,,,,,0.27,,,,100.0,66.67,0.0,0.0,,0.0,100.0,13.96,0.6033,75.99,2.2529,8.04
2023-11-09,114515.0,885200.95,1.01,0.63,0.82,0.91,1.0,865875.95,32945.0,112015.0,254664.85,,,26.0,0.01,,,,0.01,426.0,1200.0,,,0.01,26.0,,,1600.0,0.27,0.01,,,100.0,65.89,0.0,0.0,,0.0,100.0,14.94,0.6153,76.63,2.2903,7.73
2023-11-10,119474.0,961765.7,1.05,0.64,0.85,0.92,1.0,921515.7,35404.0,114474.0,285002.2,,,2500.0,0.01,,,,0.01,2500.0,41.0,,,0.01,2500.0,,,41.0,0.27,0.0,,,100.0,67.38,0.0,0.0,,0.0,100.0,18.29,0.5764,73.29,2.2737,8.05
2023-11-13,130574.0,1048509.22,1.15,0.72,0.93,1.04,1.0,1008359.22,36304.0,125574.0,291521.12,,,900.0,,,11100.0,,,,,,,,900.0,0.09,,,0.29,,,,100.0,67.93,0.0,0.0,,0.0,100.0,16.84,0.4836,66.83,2.4431,8.03
2023-11-14,118683.0,1012365.99,1.05,0.71,0.85,0.94,1.0,969715.99,24843.0,113683.0,211910.79,,,,0.02,,,,0.09,2000.0,11461.0,,,0.02,,,,13891.0,0.2,0.11,,,100.0,58.75,0.0,0.0,,0.0,100.0,18.33,0.4266,61.66,2.8068,8.53
2023-11-15,122083.0,1151242.69,1.08,0.8,0.87,1.03,1.0,1101263.69,25143.0,116783.0,237098.49,,,300.0,0.04,,,,,3100.0,,,,0.04,300.0,,,,0.21,,,,100.0,59.04,0.0,0.0,,0.0,100.0,19.11,0.4008,59.13,2.8669,9.43
