,PSP5 FP Equity_DX_SI_QTY,PSP5 FP Equity_DX_SHORT_INTEREST_VALUE,PSP5 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PSP5 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PSP5 FP Equity_DX_SI_MV,PSP5 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PSP5 FP Equity_DX_SUPPLY_SI_QTY,PSP5 FP Equity_DX_BROKER_SI_QTY,PSP5 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PSP5 FP Equity_DX_BROKER_SI_MV_NEW_x,PSP5 FP Equity_DX_SUPPLY_SI_QTY_INC_x,PSP5 FP Equity_DX_BROKER_SI_MV_INC_x,PSP5 FP Equity_DX_BROKER_SI_QTY_ADD,PSP5 FP Equity_DX_BROKER_SI_QTY_NEW,PSP5 FP Equity_DX_SUPPLY_SI_MV_DEC,PSP5 FP Equity_DX_BROKER_SI_QTY_INC,PSP5 FP Equity_DX_SUPPLY_SI_QTY_DEC,PSP5 FP Equity_DX_BROKER_SI_MV_NEW_y,PSP5 FP Equity_DX_BROKER_SI_MV_INC_y,PSP5 FP Equity_DX_SUPPLY_SI_QTY_INC_y,PSP5 FP Equity_DX_BROKER_SI_MV_ADD,PSP5 FP Equity_DX_SUPPLY_SI_QTY_ADD,PSP5 FP Equity_DX_BROKER_SI_QTY_DEC,PSP5 FP Equity_DX_SUPPLY_SI_MV,PSP5 FP Equity_DX_BROKER_SI_MV_DEC,PSP5 FP Equity_DX_BROKER_SI_MV_RMV,PSP5 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PSP5 FP Equity_DX_UTILIZATION_QUANTITY,PSP5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PSP5 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PSP5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PSP5 FP Equity_DX_ACTIVE_UTILIZATION_MV,PSP5 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PSP5 FP Equity_DX_BROKER_SI_CON_RATIO,PSP5 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PSP5 FP Equity_DX_DEMAND_SUPPLY_RATIO,PSP5 FP Equity_PX_LAST
2024-02-28,112.0,4512.82,0.0,0.0,0.0,4512.82,112.0,112.0,4512.82,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,40.293
2024-02-29,112.0,4525.47,0.0,0.0,0.0,4525.47,112.0,112.0,4525.47,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,40.406
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,112.0,,,,,,112.0,0.0,0.0,,0.0,0.0,112.0,4551.46,0.0,0.0,,0.0,,0.0,40.638
2024-03-04,14600.0,593752.8,0.41,0.23,0.59,296876.4,7300.0,7300.0,296876.4,,,,7300.0,,,,,,,,0.3,7300.0,,0.3,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.668
2024-03-05,14600.0,588701.2,0.42,0.23,0.59,294350.6,7300.0,7300.0,294350.6,,,,,,,,,,,,,,,0.3,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.322
2024-03-06,39600.0,1598216.4,1.16,0.56,1.6,799108.2,19800.0,19800.0,799108.2,,12500.0,0.5,,,,12500.0,,,0.5,12500.0,,,,0.8,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.359
2024-03-07,39600.0,1604631.6,1.19,0.56,1.6,802315.8,19800.0,19800.0,802315.8,,,,,,,,,,,,,,,0.8,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.521
2024-03-08,39600.0,1606334.4,1.17,0.56,1.61,803167.2,19800.0,19800.0,803167.2,,,,,,,,,,,,,,,0.8,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.564
2024-03-11,39600.0,1596038.4,1.16,0.56,1.61,798019.2,19800.0,19800.0,798019.2,,,,,,,,,,,,,,,0.8,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.304
2024-03-12,39600.0,1610373.6,1.16,0.56,1.6,805186.8,19800.0,19800.0,805186.8,,,,,,,,,,,,,,,0.8,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.666
2024-03-13,39600.0,1610056.8,1.16,0.55,1.61,805028.4,19800.0,19800.0,805028.4,,,,,,,,,,,,,,,0.8,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.658
2024-03-14,39600.0,1612947.6,1.17,0.55,1.61,806473.8,19800.0,19800.0,806473.8,,,,,,,,,,,,,,,0.8,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.731
2024-03-15,39600.0,1600671.6,1.19,0.55,1.62,800335.8,19800.0,19800.0,800335.8,,,,,,,,,,,,,,,0.81,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.421
2024-03-18,39600.0,1619164.8,1.19,0.55,1.6,809582.4,19800.0,19800.0,809582.4,,,,,,,,,,,,,,,0.8,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.888
2024-03-19,39600.0,1621580.4,1.18,0.55,1.62,810790.2,19800.0,19800.0,810790.2,,,,,,,,,,,,,,,0.81,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.949
2024-03-20,39600.0,1625936.4,1.18,0.55,1.63,812968.2,19800.0,19800.0,812968.2,,,,,,,,,,,,,,,0.81,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,41.059
2024-03-21,39600.0,1649934.0,1.24,0.55,1.63,824967.0,19800.0,19800.0,824967.0,,,,,,,,,,,,,,,0.81,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,41.665
2024-03-22,39600.0,1650805.2,1.28,0.54,1.65,825402.6,19800.0,19800.0,825402.6,,,,,,,,,,,,,,,0.83,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,41.687
2024-03-25,39600.0,1644429.6,1.3,0.54,1.65,822214.8,19800.0,19800.0,822214.8,,,,,,,,,,,,,,,0.83,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,41.526
2024-03-26,39600.0,1646924.4,1.32,0.54,1.64,823462.2,19800.0,19800.0,823462.2,,,,,,,,,,,,,,,0.82,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,41.589
2024-03-27,39600.0,1646330.4,1.33,0.54,1.61,823165.2,19800.0,19800.0,823165.2,,,,,,,,,,,,,,,0.78,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,41.574
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.78,,19800.0,,,,,,19800.0,0.0,0.83,,0.0,0.0,19800.0,829164.6,0.86,0.0,,0.0,,0.0,41.877
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19800.0,829164.6,0.87,0.0,,0.0,,0.0,
2024-04-02,30800.0,1280325.2,1.01,0.42,1.29,640162.6,15400.0,15400.0,640162.6,,,,15400.0,,,,,,,,0.65,15400.0,,0.65,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,41.569
2024-04-03,30800.0,1280386.8,1.0,0.42,1.28,640193.4,15400.0,15400.0,640193.4,,,,,,,,,,,,,,,0.64,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,41.571
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.57
2024-04-05,18600.0,768607.8,0.6,0.25,0.77,384303.9,9300.0,9300.0,384303.9,,,,9300.0,,,,,,,,0.39,9300.0,,0.39,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,41.323
2024-04-08,2200.0,90989.8,0.07,0.03,0.09,45494.9,1100.0,1100.0,45494.9,,,,,,0.34,,8200.0,,,,,,8200.0,0.05,0.34,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,41.359
2024-04-09,9.0,369.41,0.0,0.0,0.0,369.41,9.0,9.0,369.41,,,,9.0,,0.05,,1091.0,,,,0.0,,1100.0,0.0,0.05,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,41.045
2024-04-10,35609.0,1472645.8,1.09,0.48,1.46,736509.0,17809.0,17809.0,736509.0,,17800.0,,17800.0,,,,,,,17800.0,0.73,,,0.73,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9995,99.97,1.9995,41.356
2024-04-11,35609.0,1477346.19,1.05,0.48,1.47,738859.79,17809.0,17809.0,738859.79,,,,,,,,,,,,,,,0.74,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9995,99.97,1.9995,41.488
2024-04-12,35600.0,1485303.2,1.06,0.48,1.48,742651.6,17800.0,17800.0,742651.6,,,,,,0.0,,9.0,,,,,,9.0,0.74,0.0,,100.0,99.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.999,41.722
2024-04-15,35600.0,1479358.0,1.0,0.48,1.48,739679.0,17800.0,17800.0,739679.0,,,,,,,,,,,,,,,0.74,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,41.555
2024-04-16,24205.0,992671.26,0.66,0.33,1.01,496438.16,12105.0,12105.0,496438.16,,,,5.0,,0.24,,5695.0,,,,0.0,,5700.0,0.5,0.24,,100.0,100.0,0.0,0.0,0.0,100.0,0.02,0.9996,99.98,1.9996,41.011
2024-04-17,24209.0,985693.64,0.67,0.33,1.0,493030.04,12109.0,12109.0,493030.04,,4.0,0.0,,,,4.0,,,0.0,4.0,,,,0.5,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,40.716
2024-04-18,24209.0,987775.62,0.69,0.33,0.98,494071.42,12109.0,12109.0,494071.42,,,,,,,,,,,,,,,0.49,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,40.802
2024-04-19,24209.0,977293.12,0.69,0.3,0.99,488828.22,12109.0,12109.0,488828.22,,,,,,,,,,,,,,,0.49,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,40.369
2024-04-22,24209.0,976324.76,0.67,0.26,0.97,488343.86,12109.0,12109.0,488343.86,,,,,,,,,,,,,,,0.49,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,40.329
2024-04-23,24209.0,986613.59,0.66,0.26,0.98,493490.19,12109.0,12109.0,493490.19,,,,,,,,,,,,,,,0.49,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,40.754
2024-04-24,24209.0,988574.52,0.67,0.26,0.98,494471.02,12109.0,12109.0,494471.02,,,,,,,,,,,,,,,0.49,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,40.835
2024-04-25,24209.0,975065.89,0.68,0.26,0.99,487714.19,12109.0,12109.0,487714.19,,,,,,,,,,,,,,,0.5,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,40.277
2024-04-26,24209.0,995207.78,0.67,0.26,0.97,497788.88,12109.0,12109.0,497788.88,,,,,,,,,,,,,,,0.49,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,41.109
2024-04-29,24209.0,994312.05,0.68,0.26,1.0,497340.85,12109.0,12109.0,497340.85,,,,,,,,,,,,,,,0.5,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,41.072
2024-04-30,26200.0,1073597.4,0.76,0.28,1.07,536798.7,13100.0,13100.0,536798.7,,991.0,0.04,,,,1000.0,,,0.04,991.0,,,9.0,0.54,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,40.977
2024-05-01,26200.0,1073597.4,0.76,0.28,1.07,536798.7,13100.0,13100.0,536798.7,,,,,,,,,,,,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2024-05-02,26209.0,1061438.29,0.76,0.28,1.07,530901.39,13109.0,13109.0,530901.39,,9.0,,9.0,,,,,,,9.0,0.0,,,0.53,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,40.499
2024-05-03,26209.0,1072813.0,0.77,0.28,1.06,536590.7,13109.0,13109.0,536590.7,,,,,,,,,,,,,,,0.53,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,40.933
2024-05-06,26209.0,1080649.49,0.76,0.28,1.08,540510.29,13109.0,13109.0,540510.29,,,,,,,,,,,,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,41.232
2024-05-07,26209.0,1088800.49,0.75,0.28,1.08,544587.19,13109.0,13109.0,544587.19,,,,,,,,,,,,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,41.543
2024-05-08,26209.0,1089717.8,0.75,0.28,1.09,545046.0,13109.0,13109.0,545046.0,,,,,,,,,,,,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,41.578
2024-05-09,26209.0,1090739.95,0.75,0.28,1.09,545557.25,13109.0,13109.0,545557.25,,,,,,,,,,,,,,,0.55,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,41.617
2024-05-10,26209.0,1094802.35,0.76,0.28,1.09,547589.15,13109.0,13109.0,547589.15,,,,,,,,,,,,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,41.772
2024-05-13,26209.0,1093439.48,0.76,0.28,1.09,546907.48,13109.0,13109.0,546907.48,,,,,,,,,,,,,,,0.55,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,41.72
2024-05-14,26209.0,1091919.36,0.78,0.28,1.09,546147.16,13109.0,13109.0,546147.16,,,,,,,,,,,,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,41.662
2024-05-15,26209.0,1099441.34,0.78,0.28,1.1,549909.44,13109.0,13109.0,549909.44,,,,,,,,,,,,,,,0.55,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,41.949
2024-05-16,26209.0,1107120.58,0.81,0.28,1.1,553750.38,13109.0,13109.0,553750.38,,,,,,,,,,,,,,,0.55,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,42.242
2024-05-17,26209.0,1101695.32,0.81,0.28,1.11,551036.81,13109.0,13109.0,551036.81,,,,,,,,,,,,,,,0.55,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,42.035
2024-05-20,26209.0,1108352.4,0.83,0.28,1.1,554366.5,13109.0,13109.0,554366.5,,,,,,,,,,,,,,,0.55,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,42.289
2024-05-21,26209.0,1106412.94,0.88,0.28,1.11,553396.44,13109.0,13109.0,553396.44,,,,,,,,,,,,,,,0.56,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,42.215
2024-05-22,9.0,380.88,0.0,0.0,0.0,380.88,9.0,9.0,380.88,,,,,,0.56,,13100.0,,,,,,13100.0,0.0,0.56,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,42.32
2024-05-23,19809.0,839564.85,0.71,0.21,0.84,419973.15,9909.0,9909.0,419973.15,,9900.0,,9900.0,,,,,,,9900.0,0.42,,,0.42,,,100.0,100.0,0.0,0.0,0.0,100.0,0.05,0.9991,99.95,1.9991,42.383
2024-05-24,25809.0,1089191.42,0.96,0.27,1.09,544785.62,12909.0,12909.0,544785.62,,3000.0,0.13,,,,3000.0,,,0.13,3000.0,,,,0.55,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,42.202
2024-05-27,25809.0,1089372.08,0.96,0.27,1.09,544875.98,12909.0,12909.0,544875.98,,,,,,,,,,,,,,,0.55,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,42.209
2024-05-28,25809.0,1086120.15,1.02,0.27,1.1,543249.45,12909.0,12909.0,543249.45,,,,,,,,,,,,,,,0.55,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,42.083
2024-05-29,25809.0,1085061.98,1.04,0.27,1.09,542720.18,12909.0,12909.0,542720.18,,,,,,,,,,,,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,42.042
2024-05-30,25809.0,1078687.16,1.09,0.27,1.08,539531.66,12909.0,12909.0,539531.66,,,,,,,,,,,,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,0.03,0.9993,99.97,1.9993,41.795
2024-05-31,9.0,372.93,0.0,0.0,0.0,372.93,9.0,9.0,372.93,,,,,,0.54,,12900.0,,,,,,12900.0,0.0,0.54,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,41.437
2024-06-03,4800.0,200361.6,0.2,0.05,0.2,100180.8,2400.0,2400.0,100180.8,,2391.0,,2400.0,,,,,,,2391.0,0.1,,9.0,0.1,0.0,,100.0,18.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.3718,41.742
2024-06-04,19200.0,801484.8,0.84,0.2,0.8,400742.4,9600.0,9600.0,400742.4,,7200.0,0.3,,,,7200.0,,,0.3,7200.0,,,,0.4,,,100.0,74.37,0.0,0.0,0.0,100.0,,1.0,100.0,1.4873,41.744
2024-06-05,25000.0,1057925.0,1.13,0.26,1.04,528962.5,12500.0,12500.0,528962.5,,2900.0,0.12,,,,2900.0,,,0.12,2900.0,,,,0.52,,,100.0,96.83,0.0,0.0,0.0,100.0,,1.0,100.0,1.9366,42.317
2024-06-06,25000.0,1061125.0,1.13,0.26,1.07,530562.5,12500.0,12500.0,530562.5,,,,,,,,,,,,,,,0.53,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,42.445
2024-06-07,25000.0,1069900.0,1.12,0.26,1.07,534950.0,12500.0,12500.0,534950.0,,,,,,,,,,,,,,,0.53,,,100.0,96.83,0.0,0.0,0.0,100.0,,1.0,100.0,1.9366,42.796
2024-06-10,25000.0,1074650.0,1.17,0.26,1.07,537325.0,12500.0,12500.0,537325.0,,,,,,,,,,,,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,42.986
2024-06-11,4809.0,207128.44,0.22,0.05,0.21,103758.04,2409.0,2409.0,103758.04,,,,9.0,,0.43,,10091.0,,,,0.0,,10100.0,0.1,0.43,,100.0,100.0,0.0,0.0,0.0,100.0,0.19,0.9963,99.81,1.9963,43.071
2024-06-12,24609.0,1064929.87,1.11,0.25,1.07,532659.67,12309.0,12309.0,532659.67,,9900.0,0.43,,,,9900.0,,,0.43,9900.0,,,,0.53,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,43.274
2024-06-13,24609.0,1070097.76,1.08,0.25,1.07,535244.56,12309.0,12309.0,535244.56,,,,,,,,,,,,,,,0.53,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,43.484
2024-06-14,24600.0,1075807.2,1.09,0.25,1.07,537903.6,12300.0,12300.0,537903.6,,,,,,0.0,,9.0,,,,,,9.0,0.53,0.0,,100.0,99.93,0.0,0.0,0.0,100.0,,1.0,100.0,1.9985,43.732
2024-06-17,24600.0,1077922.8,1.04,0.25,1.07,538961.4,12300.0,12300.0,538961.4,,,,,,,,,,,,,,,0.53,,,100.0,99.93,0.0,0.0,0.0,100.0,,1.0,100.0,1.9985,43.818
2024-06-18,24600.0,1083211.8,0.96,0.25,1.08,541605.9,12300.0,12300.0,541605.9,,,,,,,,,,,,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.033
2024-06-19,24609.0,1086290.48,0.92,0.25,1.09,543343.88,12309.0,12309.0,543343.88,,9.0,,9.0,,,,,,,9.0,0.0,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,44.142
2024-06-20,24609.0,1089908.0,0.9,0.25,1.09,545153.3,12309.0,12309.0,545153.3,,,,,,,,,,,,,,,0.54,,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9993,99.96,1.9993,44.289
2024-06-21,22209.0,981126.99,0.78,0.22,0.98,437749.89,12309.0,9909.0,543774.69,,,,,,,,,,,,,,2400.0,0.54,0.1,,100.0,100.0,0.0,0.0,0.0,100.0,0.04,0.9992,99.96,1.8043,44.177
2024-06-24,18.0,794.39,0.0,0.0,0.0,397.2,9.0,9.0,397.2,,,,,,0.54,,12300.0,,,,,,9900.0,0.0,0.44,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.133
2024-06-25,9.0,396.58,0.0,0.0,0.0,396.58,9.0,9.0,396.58,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,44.064
2024-06-26,26600.0,1174656.0,0.89,0.27,1.17,587328.0,13300.0,13300.0,587328.0,,13291.0,,13300.0,,,,,,,13291.0,0.59,,9.0,0.59,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.16
2024-06-27,26600.0,1174283.6,0.87,0.26,1.17,587141.8,13300.0,13300.0,587141.8,,,,,,,,,,,,,,,0.58,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.146
2024-06-28,26600.0,1179231.2,0.87,0.26,1.17,589615.6,13300.0,13300.0,589615.6,,,,,,,,,,,,,,,0.59,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.332
2024-07-01,14600.0,642254.0,0.46,0.14,0.65,321127.0,7300.0,7300.0,321127.0,,,,,,0.26,,6000.0,,,,,,6000.0,0.32,0.26,,100.0,54.89,0.0,0.0,0.0,100.0,,1.0,100.0,1.0977,43.99
2024-07-02,22800.0,1005343.2,0.7,0.22,1.0,502671.6,11400.0,11400.0,502671.6,,4100.0,0.18,,,,4100.0,,,0.18,4100.0,,,,0.5,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.094
2024-07-03,8800.0,388484.8,0.27,0.09,0.39,194242.4,4400.0,4400.0,194242.4,,,,,,0.3,,7000.0,,,,,,7000.0,0.19,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.146
2024-07-04,9915.0,438084.36,0.3,0.1,0.44,243674.76,5515.0,5515.0,243674.76,,1115.0,,1115.0,,,,,,,1115.0,0.05,,,0.24,,,100.0,100.0,0.0,0.0,0.0,100.0,11.25,0.8004,88.75,1.7978,44.184
2024-07-05,24115.0,1067257.56,0.72,0.24,1.07,558302.06,12615.0,12615.0,558302.06,,7100.0,0.31,,,,7100.0,,,0.31,7100.0,,,,0.56,,,100.0,100.0,0.0,0.0,0.0,100.0,4.63,0.9117,95.37,1.9116,44.257
2024-07-08,24115.0,1071043.61,0.7,0.24,1.07,560282.61,12615.0,12615.0,560282.61,,,,,,,,,,,,,,,0.56,,,100.0,100.0,0.0,0.0,0.0,100.0,4.62,0.9118,95.38,1.9116,44.414
2024-07-09,26000.0,1159340.0,0.74,0.25,1.15,579670.0,13000.0,13000.0,579670.0,,385.0,0.07,,,,1500.0,,,0.07,385.0,,,1115.0,0.58,0.05,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.59
2024-07-10,26000.0,1161160.0,0.75,0.25,1.16,580580.0,13000.0,13000.0,580580.0,,,,,,,,,,,,,,,0.58,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.66
2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.472
2024-07-12,26000.0,1160328.0,0.74,0.25,1.16,580164.0,13000.0,13000.0,580164.0,,,,13000.0,,,,,,,,0.58,13000.0,,0.58,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.628
2024-07-15,26000.0,1163162.0,0.74,0.25,1.16,581581.0,13000.0,13000.0,581581.0,,,,,,,,,,,,,,,0.58,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.737
2024-07-16,26000.0,1165554.0,0.73,0.25,1.16,582777.0,13000.0,13000.0,582777.0,,,,,,,,,,,,,,,0.58,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.829
2024-07-17,6444.0,285391.87,0.18,0.06,0.29,152527.87,3444.0,3444.0,152527.87,,,,444.0,,0.43,,9556.0,,,,0.02,,10000.0,0.16,0.45,,100.0,100.0,0.0,0.0,0.0,100.0,6.89,0.8717,93.11,1.8711,44.288
2024-07-18,25644.0,1128336.0,0.72,0.25,1.14,573936.0,13044.0,13044.0,573936.0,,9600.0,0.42,,,,9600.0,,,0.42,9600.0,,,,0.58,,,100.0,100.0,0.0,0.0,0.0,100.0,1.73,0.966,98.27,1.966,44.0
2024-07-19,25644.0,1122360.95,0.72,0.25,1.13,570896.75,13044.0,13044.0,570896.75,,,,,,,,,,,,,,,0.57,,,100.0,100.0,0.0,0.0,0.0,100.0,1.73,0.966,98.27,1.966,43.767
2024-07-22,25644.0,1126489.63,0.71,0.25,1.13,572996.83,12600.0,13044.0,553492.8,,,,,,0.02,,444.0,,,,,,,0.55,,,100.0,96.6,0.0,0.0,0.0,100.0,1.73,0.966,98.27,1.966,43.928
2024-07-23,25200.0,1119963.6,0.68,0.24,1.11,559981.8,12600.0,12600.0,559981.8,,,,,,,,,,,,,,444.0,0.55,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.443
2024-07-24,25200.0,1096905.6,0.68,0.24,1.12,548452.8,12600.0,12600.0,548452.8,,,,,,,,,,,,,,,0.56,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,43.528
2024-07-25,25200.0,1093201.2,0.68,0.24,1.1,546600.6,12600.0,12600.0,546600.6,,,,,,,,,,,,,,,0.55,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,43.381
2024-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.55,,12600.0,,,,,,12600.0,0.0,0.55,,0.0,0.0,12600.0,546386.4,0.58,0.0,,0.0,,0.0,43.364
2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,12600.0,548037.0,0.58,0.0,,0.0,,0.0,43.495
2024-07-30,21800.0,947515.2,0.63,0.21,0.95,473757.6,10900.0,10900.0,473757.6,,,,10900.0,,,,,,,,0.47,10900.0,,0.47,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,43.464
2024-07-31,21800.0,962448.2,0.66,0.21,0.95,481224.1,10900.0,10900.0,481224.1,,,,,,,,,,,,,,,0.48,,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,44.149
