,TNO FP Equity_DX_DSS,TNO FP Equity_PX_LAST
2020-11-02,,56.953
2020-11-03,,58.106
2020-11-04,,59.802
2020-11-05,,61.522
2020-11-06,,61.513
2020-11-09,,62.766
2020-11-10,,61.15
2020-11-11,,62.417
2020-11-12,,62.114
2020-11-13,,62.323
2020-11-16,,62.624
2020-11-17,,62.175
2020-11-18,,62.837
2020-11-19,,62.701
2020-11-20,,63.13
2020-11-23,,62.71
2020-11-24,,62.875
2020-11-25,,63.268
2020-11-26,,63.734
2020-11-27,,64.434
2020-11-30,,64.22
2020-12-01,,64.857
2020-12-02,,64.362
2020-12-03,,64.583
2020-12-04,,65.288
2020-12-07,,65.598
2020-12-08,,65.309
2020-12-09,,65.144
2020-12-10,,64.289
2020-12-11,,63.899
2020-12-14,,64.11
2020-12-15,,64.753
2020-12-16,,65.481
2020-12-17,,66.5
2020-12-18,,66.099
2020-12-21,,64.825
2020-12-22,,66.258
2020-12-23,,66.532
2020-12-24,,66.772
2020-12-28,,67.296
2020-12-29,,67.565
2020-12-30,,67.754
2020-12-31,,67.58
2021-01-04,,68.271
2021-01-05,,68.243
2021-01-06,,68.037
2021-01-07,,67.409
2021-01-08,,69.195
2021-01-11,,68.679
2021-01-12,,69.081
2021-01-13,,69.382
2021-01-14,,70.697
2021-01-15,,69.641
2021-01-18,,69.992
2021-01-19,,70.193
2021-01-20,,71.472
2021-01-21,,72.552
2021-01-22,,71.795
2021-01-25,,71.717
2021-01-26,,71.951
2021-01-27,,70.315
2021-01-28,,71.068
2021-01-29,,69.75
2021-02-01,,71.352
2021-02-02,,72.326
2021-02-03,,72.128
2021-02-04,,72.689
2021-02-05,,72.796
2021-02-08,,73.853
2021-02-09,,73.849
2021-02-10,,73.146
2021-02-11,,74.846
2021-02-12,,75.694
2021-02-15,,76.284
2021-02-16,,76.331
2021-02-17,,74.68
2021-02-18,,74.465
2021-02-19,,75.846
2021-02-22,,74.369
2021-02-23,,73.032
2021-02-24,,73.013
2021-02-25,,72.801
2021-02-26,,71.974
2021-03-01,,73.374
2021-03-02,,72.809
2021-03-03,,71.945
2021-03-04,,69.574
2021-03-05,,68.486
2021-03-08,,69.661
2021-03-09,,71.344
2021-03-10,,70.738
2021-03-11,,72.396
2021-03-12,,71.082
2021-03-15,,71.349
2021-03-16,,72.33
2021-03-17,,71.719
2021-03-18,,71.725
2021-03-19,,71.889
2021-03-22,,73.176
2021-03-23,,72.604
2021-03-24,,73.352
2021-03-25,,73.157
2021-03-26,,75.051
2021-03-29,,74.97
2021-03-30,,75.15
2021-03-31,,75.577
2021-04-01,,77.276
2021-04-06,,77.831
2021-04-07,,77.153
2021-04-08,,78.15
2021-04-09,,78.255
2021-04-12,,77.237
2021-04-13,,77.906
2021-04-14,,78.39
2021-04-15,,78.672
2021-04-16,,79.19
2021-04-19,,78.128
2021-04-20,,76.389
2021-04-21,,77.817
2021-04-22,,79.194
2021-04-23,,79.757
2021-04-26,,79.811
2021-04-27,,79.466
2021-04-28,,79.08
2021-04-29,,78.517
2021-04-30,,77.821
2021-05-03,,77.908
2021-05-04,,74.981
2021-05-05,,77.049
2021-05-06,,76.132
2021-05-07,,77.83
2021-05-10,,76.004
2021-05-11,,74.513
2021-05-12,,73.404
2021-05-13,,73.881
2021-05-14,,75.58
2021-05-17,,74.796
2021-05-18,,75.332
2021-05-19,,73.752
2021-05-20,,75.858
2021-05-21,,75.809
2021-05-24,,76.999
2021-05-25,,77.565
2021-05-26,,77.481
2021-05-27,,77.48
2021-05-28,,78.403
2021-05-31,,78.078
2021-06-01,,78.475
2021-06-02,,78.72
2021-06-03,,78.19
2021-06-04,,79.143
2021-06-07,,78.946
2021-06-08,,79.144
2021-06-09,,79.538
2021-06-10,,80.151
2021-06-11,,80.925
2021-06-14,,81.442
2021-06-15,,81.408
2021-06-16,,81.551
2021-06-17,,81.929
2021-06-18,,79.952
2021-06-21,,80.167
2021-06-22,,80.597
2021-06-23,,79.985
2021-06-24,,81.33
2021-06-25,,81.137
2021-06-28,,81.505
2021-06-29,,81.991
2021-06-30,,81.152
2021-07-01,,80.824
2021-07-02,,81.41
2021-07-05,,81.213
2021-07-06,,81.581
2021-07-07,,82.595
2021-07-08,,80.97
2021-07-09,,82.001
2021-07-12,,82.682
2021-07-13,,83.397
2021-07-14,,83.956
2021-07-15,,82.838
2021-07-16,,82.381
2021-07-19,,80.79
2021-07-20,,80.803
2021-07-21,,82.058
2021-07-22,,83.586
2021-07-23,,84.625
2021-07-26,,84.235
2021-07-27,,82.974
2021-07-28,,84.857
2021-07-29,,85.587
2021-07-30,,85.147
2021-08-02,,86.399
2021-08-03,,86.025
2021-08-04,,87.482
2021-08-05,,88.325
2021-08-06,,87.774
2021-08-09,,88.173
2021-08-10,,88.486
2021-08-11,,87.934
2021-08-12,,88.215
2021-08-13,,87.793
2021-08-16,,87.32
2021-08-17,,87.615
2021-08-18,,87.702
2021-08-19,,86.792
2021-08-20,,87.579
2021-08-23,,88.573
2021-08-24,,88.995
2021-08-25,,89.055
2021-08-26,,88.957
2021-08-27,,89.98
2021-08-30,,90.457
2021-08-31,,90.473
2021-09-01,,91.678
2021-09-02,,92.063
2021-09-03,,91.645
2021-09-06,,93.25
2021-09-07,,92.675
2021-09-08,,91.393
2021-09-09,,91.047
2021-09-10,,91.592
2021-09-13,,91.08
2021-09-14,,92.284
2021-09-15,,91.132
2021-09-16,,91.661
2021-09-17,,90.424
2021-09-20,,88.819
2021-09-21,,90.282
2021-09-22,,90.586
2021-09-23,,92.262
2021-09-24,,90.867
2021-09-27,,89.537
2021-09-28,,85.3
2021-09-29,,84.615
2021-09-30,,84.495
2021-10-01,,83.294
2021-10-04,,81.46
2021-10-05,,83.338
2021-10-06,,82.538
2021-10-07,,84.656
2021-10-08,,83.345
2021-10-11,,82.977
2021-10-12,,82.689
2021-10-13,,84.771
2021-10-14,,86.881
2021-10-15,,87.754
2021-10-18,,87.659
2021-10-19,,88.452
2021-10-20,,87.412
2021-10-21,,87.529
2021-10-22,,88.847
2021-10-25,,88.689
2021-10-26,,89.126
2021-10-27,,89.482
2021-10-28,,90.683
2021-10-29,,90.591
2021-11-01,,90.723
2021-11-02,,90.953
2021-11-03,,91.827
2021-11-04,,93.212
2021-11-05,,93.636
2021-11-08,,93.626
2021-11-09,,93.428
2021-11-10,,92.16
2021-11-11,,92.964
2021-11-12,,93.586
2021-11-15,,94.377
2021-11-16,,94.865
2021-11-17,,95.498
2021-11-18,,95.476
2021-11-19,,95.52
2021-11-22,,93.597
2021-11-23,,90.382
2021-11-24,,90.1
2021-11-25,,90.592
2021-11-26,,87.683
2021-11-29,,89.006
2021-11-30,,88.332
2021-12-01,,91.325
2021-12-02,,87.586
2021-12-03,,86.481
2021-12-06,,86.043
2021-12-07,,90.875
2021-12-08,,89.647
2021-12-09,,88.913
2021-12-10,,88.172
2021-12-13,,88.016
2021-12-14,,85.939
2021-12-15,,87.011
2021-12-16,,87.32
2021-12-17,,86.631
2021-12-20,,85.701
2021-12-21,,87.287
2021-12-22,,88.86
2021-12-23,,89.991
2021-12-24,,89.919
2021-12-27,,91.061
2021-12-28,,91.243
2021-12-29,,90.042
2021-12-30,,90.837
2021-12-31,,90.52
2022-01-03,,90.718
2022-01-04,,89.393
2022-01-05,,88.847
2022-01-06,,86.592
2022-01-07,,86.72
2022-01-10,,83.786
2022-01-11,,85.222
2022-01-12,,86.505
2022-01-13,,87.077
2022-01-14,,85.535
2022-01-17,,86.692
2022-01-18,,84.879
2022-01-19,,84.127
2022-01-20,,85.337
2022-01-21,,83.599
2022-01-24,,78.986
2022-01-25,,77.99
2022-01-26,,79.54
2022-01-27,,78.45
2022-01-28,,77.125
2022-01-31,,79.689
2022-02-01,,80.788
2022-02-02,,80.812
2022-02-03,,77.976
2022-02-04,,77.157
2022-02-07,,77.707
2022-02-08,,77.116
2022-02-09,,79.404
2022-02-10,,78.505
2022-02-11,,76.876
2022-02-14,,75.436
2022-02-15,,76.382
2022-02-16,,76.398
2022-02-17,,75.941
2022-02-18,,74.429
2022-02-21,,72.44
2022-02-22,,73.089
2022-02-23,,72.414
2022-02-24,,71.189
2022-02-25,,74.012
2022-02-28,,74.854
2022-03-01,,72.893
2022-03-02,,73.82
2022-03-03,,72.339
2022-03-04,,68.423
2022-03-07,,68.506
2022-03-08,,66.813
2022-03-09,,71.202
2022-03-10,,69.434
2022-03-11,,69.84
2022-03-14,,69.457
2022-03-15,,69.301
2022-03-16,,73.77
2022-03-17,,74.125
2022-03-18,,76.115
2022-03-21,,75.688
2022-03-22,,76.804
2022-03-23,,75.437
2022-03-24,,75.524
2022-03-25,,75.736
2022-03-28,,75.841
2022-03-29,,77.979
2022-03-30,,76.631
2022-03-31,,75.404
2022-04-01,,75.154
2022-04-04,,76.77
2022-04-05,,75.438
2022-04-06,,72.649
2022-04-07,,71.772
2022-04-08,,71.819
2022-04-11,,70.363
2022-04-12,,70.757
2022-04-13,,70.767
2022-04-14,,70.412
2022-04-19,,70.319
2022-04-20,,72.022
2022-04-21,,72.086
2022-04-22,,70.692
2022-04-25,,68.966
2022-04-26,,67.45
2022-04-27,,67.694
2022-04-28,,69.51
2022-04-29,,70.172
2022-05-02,,68.695
2022-05-03,,69.522
2022-05-04,,68.29
2022-05-05,,68.056
2022-05-06,,66.53
2022-05-09,,63.199
2022-05-10,,63.432
2022-05-11,,65.54
2022-05-12,,65.344
2022-05-13,,67.354
2022-05-16,,66.348
2022-05-17,,67.829
2022-05-18,,65.999
2022-05-19,,65.653
2022-05-20,,65.939
2022-05-23,,67.17
2022-05-24,,65.374
2022-05-25,,65.41
2022-05-26,,66.679
2022-05-27,,68.705
2022-05-30,,70.08
2022-05-31,,68.425
2022-06-01,,67.761
2022-06-02,,68.561
2022-06-03,,67.697
2022-06-06,,69.086
2022-06-07,,68.136
2022-06-08,,68.586
2022-06-09,,67.047
2022-06-10,,64.592
2022-06-13,,61.839
2022-06-14,,61.023
2022-06-15,,62.623
2022-06-16,,59.662
2022-06-17,,60.429
2022-06-20,,60.968
2022-06-21,,61.873
2022-06-22,,61.618
2022-06-23,,61.333
2022-06-24,,63.721
2022-06-27,,64.711
2022-06-28,,63.714
2022-06-29,,62.873
2022-06-30,,61.669
2022-07-01,,60.436
2022-07-04,,59.803
2022-07-05,,58.817
2022-07-06,,60.66
2022-07-07,,62.706
2022-07-08,,63.059
2022-07-11,,62.061
2022-07-12,,61.9
2022-07-13,,61.472
2022-07-14,,61.208
2022-07-15,,62.864
2022-07-18,,63.999
2022-07-19,,65.004
2022-07-20,,66.249
2022-07-21,,67.627
2022-07-22,,67.94
2022-07-25,,67.402
2022-07-26,,66.521
2022-07-27,,67.594
2022-07-28,,68.79
2022-07-29,,69.812
2022-08-01,,70.381
2022-08-02,,69.197
2022-08-03,,71.528
2022-08-04,,72.358
2022-08-05,,70.753
2022-08-08,,71.041
2022-08-09,,68.74
2022-08-10,,70.326
2022-08-11,,70.63
2022-08-12,,70.654
2022-08-15,,71.189
2022-08-16,,70.969
2022-08-17,,69.539
2022-08-18,,70.433
2022-08-19,,69.507
2022-08-22,,67.474
2022-08-23,,67.253
2022-08-24,,67.814
2022-08-25,,68.549
2022-08-26,,66.882
2022-08-29,,65.32
2022-08-30,,64.673
2022-08-31,,64.249
2022-09-01,,62.303
2022-09-02,,64.244
2022-09-05,,63.469
2022-09-06,,63.614
2022-09-07,,63.517
2022-09-08,,64.027
2022-09-09,,65.642
2022-09-12,,66.37
2022-09-13,,64.238
2022-09-14,,64.148
2022-09-15,,62.962
2022-09-16,,61.867
2022-09-19,,62.071
2022-09-20,,61.577
2022-09-21,,62.423
2022-09-22,,59.807
2022-09-23,,58.724
2022-09-26,,59.526
2022-09-27,,59.511
2022-09-28,,59.622
2022-09-29,,57.833
2022-09-30,,58.991
2022-10-03,,59.559
2022-10-04,,62.625
2022-10-05,,62.293
2022-10-06,,62.996
2022-10-07,,60.253
2022-10-10,,59.126
2022-10-11,,58.004
2022-10-12,,57.484
2022-10-13,,57.65
2022-10-14,,57.111
2022-10-17,,58.27
2022-10-18,,58.769
2022-10-19,,59.437
2022-10-20,,60.71
2022-10-21,,60.715
2022-10-24,,61.181
2022-10-25,,63.776
2022-10-26,,63.66
2022-10-27,,62.657
2022-10-28,,62.068
2022-10-31,,61.885
2022-11-01,,62.54
2022-11-02,,61.671
2022-11-03,,60.397
2022-11-04,,61.945
2022-11-07,,62.86
2022-11-08,,64.934
2022-11-09,,64.233
2022-11-10,,69.175
2022-11-11,,70.279
2022-11-14,,71.046
2022-11-15,,72.311
2022-11-16,,70.879
2022-11-17,,71.117
2022-11-18,,71.102
2022-11-21,,70.642
2022-11-22,,70.868
2022-11-23,,71.673
2022-11-24,,71.713
2022-11-25,,71.424
2022-11-28,,70.752
2022-11-29,,69.945
2022-11-30,,70.54
2022-12-01,,72.491
2022-12-02,,72.057
2022-12-05,,71.87
2022-12-06,,70.697
2022-12-07,,70.187
2022-12-08,,70.756
2022-12-09,,71.197
2022-12-12,,70.798
2022-12-13,,73.19
2022-12-14,,72.614
2022-12-15,,69.103
2022-12-16,,68.015
2022-12-19,,67.687
2022-12-20,,66.841
2022-12-21,,68.178
2022-12-22,,66.45
2022-12-23,,65.949
2022-12-27,,65.825
2022-12-28,,65.332
2022-12-29,,66.631
2022-12-30,,65.301
2023-01-02,,66.427
2023-01-03,,67.535
2023-01-04,,68.61
2023-01-05,,69.281
2023-01-06,,70.669
2023-01-09,,72.894
2023-01-10,,72.484
2023-01-11,,73.38
2023-01-12,,73.749
2023-01-13,,74.527
2023-01-16,,74.601
2023-01-17,,74.702
2023-01-18,,75.6
2023-01-19,,73.521
2023-01-20,,73.667
2023-01-23,,75.278
2023-01-24,,75.241
2023-01-25,,74.847
2023-01-26,,75.689
2023-01-27,,76.269
2023-01-30,,75.006
2023-01-31,,75.006
2023-02-01,,75.558
2023-02-02,,79.093
2023-02-03,,79.556
2023-02-06,,78.155
2023-02-07,,77.885
2023-02-08,,77.636
2023-02-09,,78.4
2023-02-10,,76.773
2023-02-13,,77.588
2023-02-14,,77.533
2023-02-15,,78.197
2023-02-16,,78.125
2023-02-17,,76.851
2023-02-20,,76.397
2023-02-21,,75.301
2023-02-22,,75.054
2023-02-23,,75.377
2023-02-24,,73.861
2023-02-27,,75.159
2023-02-28,,74.6
2023-03-01,,74.375
2023-03-02,,74.381
2023-03-03,,75.641
2023-03-06,,76.213
2023-03-07,,74.866
2023-03-08,,75.48
2023-03-09,,75.635
2023-03-10,,74.595
2023-03-13,,72.761
2023-03-14,,74.331
2023-03-15,,72.52
2023-03-16,,74.641
2023-03-17,,74.662
2023-03-20,,74.91
2023-03-21,,75.275
2023-03-22,,75.532
2023-03-23,,77.205
2023-03-24,,75.521
2023-03-27,,75.688
2023-03-28,,74.581
2023-03-29,,76.599
2023-03-30,,78.556
2023-03-31,,78.984
2023-04-03,,78.054
2023-04-04,,78.208
2023-04-05,,76.902
2023-04-06,,77.111
2023-04-11,,77.163
2023-04-12,,76.323
2023-04-13,,76.867
2023-04-14,,77.062
2023-04-17,,76.219
2023-04-18,,76.814
2023-04-19,,75.368
2023-04-20,,75.136
2023-04-21,,75.852
2023-04-24,,75.173
2023-04-25,,74.821
2023-04-26,,74.279
2023-04-27,,74.597
2023-04-28,,75.35
2023-05-02,,75.464
2023-05-03,,75.504
2023-05-04,,75.142
2023-05-05,,76.047
2023-05-08,,76.229
2023-05-09,,75.415
2023-05-10,,76.434
2023-05-11,,76.023
2023-05-12,,76.53
2023-05-15,,76.608
2023-05-16,,77.3
2023-05-17,,77.739
2023-05-18,,79.802
2023-05-19,,80.234
2023-05-22,,80.481
2023-05-23,,79.498
2023-05-24,,77.62
2023-05-25,,78.957
2023-05-26,,81.262
2023-05-29,,80.771
2023-05-30,,81.174
2023-05-31,,80.721
2023-06-01,,81.655
2023-06-02,,82.196
2023-06-05,,81.809
2023-06-06,,81.713
2023-06-07,,81.799
2023-06-08,,81.565
2023-06-09,,81.626
2023-06-12,,82.549
2023-06-13,,83.934
2023-06-14,,83.928
2023-06-15,,83.408
2023-06-16,,83.244
2023-06-19,,82.799
2023-06-20,,81.876
2023-06-21,,80.52
2023-06-22,,80.599
2023-06-23,,79.417
2023-06-26,,79.7
2023-06-27,,79.973
2023-06-28,,81.506
2023-06-29,,81.688
2023-06-30,,82.457
2023-07-03,,81.927
2023-07-04,,82.263
2023-07-05,,81.27
2023-07-06,,78.747
2023-07-07,,79.412
2023-07-10,,79.824
2023-07-11,,79.701
2023-07-12,,81.8
2023-07-13,,83.244
2023-07-14,,84.127
2023-07-17,,82.994
2023-07-18,,82.894
2023-07-19,,82.608
2023-07-20,,80.651
2023-07-21,,80.262
2023-07-24,,79.697
2023-07-25,,80.645
2023-07-26,,79.677
2023-07-27,,83.119
2023-07-28,,82.764
2023-07-31,,82.758
2023-08-01,,82.269
2023-08-02,,80.753
2023-08-03,,79.297
2023-08-04,,79.351
2023-08-07,,79.46
2023-08-08,,78.52
2023-08-09,,78.662
2023-08-10,,79.837
2023-08-11,,78.199
2023-08-14,,78.471
2023-08-15,,77.898
2023-08-16,,77.911
2023-08-17,,76.513
2023-08-18,,76.608
2023-08-21,,76.794
2023-08-22,,78.298
2023-08-23,,78.898
2023-08-24,,77.042
2023-08-25,,76.557
2023-08-28,,77.818
2023-08-29,,78.847
2023-08-30,,78.6
2023-08-31,,78.589
2023-09-01,,78.67
2023-09-04,,79.003
2023-09-05,,79.164
2023-09-06,,79.044
2023-09-07,,77.546
2023-09-08,,77.45
2023-09-11,,76.935
2023-09-12,,76.406
2023-09-13,,76.047
2023-09-14,,76.955
2023-09-15,,75.858
2023-09-18,,74.886
2023-09-19,,74.373
2023-09-20,,74.927
2023-09-21,,73.948
2023-09-22,,74.513
2023-09-25,,74.057
2023-09-26,,72.696
2023-09-27,,73.026
2023-09-28,,73.408
2023-09-29,,74.144
2023-10-02,,74.096
2023-10-03,,73.03
2023-10-04,,73.843
2023-10-05,,73.339
2023-10-06,,74.739
2023-10-09,,73.801
2023-10-10,,75.768
2023-10-11,,75.651
2023-10-12,,76.583
2023-10-13,,74.599
2023-10-16,,74.562
2023-10-17,,74.488
2023-10-18,,72.788
2023-10-19,,73.178
2023-10-20,,71.448
2023-10-23,,71.734
2023-10-24,,72.584
2023-10-25,,72.725
2023-10-26,,72.878
2023-10-27,,72.61
2023-10-30,,71.868
2023-10-31,,72.932
2023-11-01,,73.556
2023-11-02,,75.689
2023-11-03,,76.479
2023-11-06,,76.131
2023-11-07,,77.245
2023-11-08,,77.456
2023-11-09,,78.356
2023-11-10,,78.142
2023-11-13,,78.767
2023-11-14,,80.183
2023-11-15,,81.889
2023-11-16,,81.357
2023-11-17,,81.819
2023-11-20,,82.491
2023-11-21,,81.894
2023-11-22,,82.968
2023-11-23,,82.896
2023-11-24,,82.709
2023-11-27,,82.675
2023-11-28,,82.581
2023-11-29,,83.932
2023-11-30,,83.711
2023-12-01,,84.723
2023-12-04,,84.096
2023-12-05,,84.834
2023-12-06,,85.62
2023-12-07,,85.415
2023-12-08,,86.251
2023-12-11,,86.7
2023-12-12,,87.047
2023-12-13,,87.019
2023-12-14,,87.798
2023-12-15,,88.8
2023-12-18,,87.077
2023-12-19,,87.514
2023-12-20,,87.242
2023-12-21,,87.11
2023-12-22,,86.41
2023-12-27,,87.092
2023-12-28,,86.9
2023-12-29,,86.728
2024-01-02,,85.218
2024-01-03,,83.516
2024-01-04,,83.217
2024-01-05,,83.052
2024-01-08,,83.997
2024-01-09,,83.864
2024-01-10,,83.82
2024-01-11,,83.583
2024-01-12,,84.474
2024-01-15,,84.024
2024-01-16,,84.185
2024-01-17,,83.543
2024-01-18,,86.145
2024-01-19,,86.661
2024-01-22,,88.411
2024-01-23,,88.37
2024-01-24,,92.716
2024-01-25,,94.346
2024-01-26,,93.583
2024-01-29,,93.752
2024-01-30,,93.944
2024-01-31,,93.337
2024-02-01,,93.562
2024-02-02,,93.789
2024-02-05,,94.381
2024-02-06,,95.16
2024-02-07,,95.878
2024-02-08,,96.717
2024-02-09,,97.906
2024-02-12,,98.086
2024-02-13,,95.43
2024-02-14,,96.383
2024-02-15,,96.545
2024-02-16,,97.396
2024-02-19,,96.534
2024-02-20,,94.777
2024-02-21,,94.634
2024-02-22,,97.585
2024-02-23,,97.343
2024-02-26,,97.76
2024-02-27,,98.747
2024-02-28,,97.419
2024-02-29,,97.156
2024-03-01,,98.682
2024-03-04,,99.413
2024-03-05,,97.776
2024-03-06,,98.998
2024-03-07,,101.179
2024-03-08,,99.597
2024-03-11,,97.488
2024-03-12,,99.109
2024-03-13,,98.477
2024-03-14,,97.884
2024-03-15,,96.123
2024-03-18,,96.398
2024-03-19,,96.02
2024-03-20,,96.014
2024-03-21,,99.064
2024-03-22,,98.326
2024-03-25,,98.364
2024-03-26,,98.413
2024-03-27,,98.052
2024-03-28,,97.639
2024-04-02,,96.865
2024-04-03,,97.661
2024-04-04,,97.604
2024-04-05,,97.405
2024-04-08,,97.988
2024-04-09,,96.985
2024-04-10,,97.451
2024-04-11,,97.127
2024-04-12,,96.618
2024-04-15,,96.807
2024-04-16,,96.004
2024-04-17,,93.488
2024-04-18,,92.693
2024-04-19,,91.125
2024-04-22,,91.088
2024-04-23,,93.466
2024-04-24,,94.61
2024-04-25,,93.624
2024-04-26,,95.396
2024-04-29,,94.568
2024-04-30,,93.38
2024-05-02,,92.365
2024-05-03,,93.864
2024-05-06,,94.938
2024-05-07,,96.555
2024-05-08,,96.474
2024-05-09,,97.051
2024-05-10,,97.938
2024-05-13,,97.676
2024-05-14,,97.861
2024-05-15,,98.9
2024-05-16,,99.119
2024-05-17,,98.677
2024-05-20,,99.545
2024-05-21,,98.958
2024-05-22,,99.581
2024-05-23,,100.695
2024-05-24,,100.409
2024-05-27,,100.547
2024-05-28,,100.382
2024-05-29,,99.201
2024-05-30,,98.288
2024-05-31,,97.02
2024-06-03,,97.756
2024-06-04,,97.624
2024-06-05,,101.236
2024-06-06,,102.569
2024-06-07,,102.919
2024-06-10,,102.881
2024-06-11,,102.241
2024-06-12,,104.695
2024-06-13,,102.869
2024-06-14,,100.963
2024-06-17,,101.52
2024-06-18,,102.308
2024-06-19,,101.233
2024-06-20,,103.01
2024-06-21,,101.68
2024-06-24,,101.009
2024-06-25,,101.113
2024-06-26,,101.32
2024-06-27,,101.494
2024-06-28,,101.97
2024-07-01,,101.073
2024-07-02,,101.441
2024-07-03,,103.101
2024-07-04,,103.153
2024-07-05,,103.88
2024-07-08,,103.729
2024-07-09,,102.183
2024-07-10,,103.226
2024-07-11,,103.114
2024-07-12,,104.587
2024-07-15,,103.651
2024-07-16,,102.741
2024-07-17,,98.229
2024-07-18,,96.454
2024-07-19,,95.454
2024-07-22,,97.124
2024-07-23,,98.585
2024-07-24,,96.161
2024-07-25,,93.535
2024-07-26,,94.194
2024-07-29,,93.364
2024-07-30,,93.508
2024-07-31,,95.814
2024-08-01,,94.198
2024-08-02,,88.51
2024-08-05,,87.525
2024-08-06,,89.052
2024-08-07,,90.582
2024-08-08,,90.583
2024-08-09,,90.446
2024-08-12,,90.636
2024-08-13,,91.2
2024-08-14,,91.396
2024-08-15,,93.859
2024-08-16,,94.004
2024-08-19,,94.411
2024-08-20,,94.222
2024-08-21,,94.883
2024-08-22,,94.579
2024-08-23,,94.009
2024-08-26,,92.985
2024-08-27,,93.299
2024-08-28,,93.174
2024-08-29,,95.192
2024-08-30,,94.818
2024-09-02,,95.156
2024-09-03,,92.927
2024-09-04,,89.951
2024-09-05,,88.965
2024-09-06,,86.957
2024-09-09,,87.372
2024-09-10,,87.216
2024-09-11,,88.378
2024-09-12,,90.124
2024-09-13,,91.16
2024-09-16,,90.132
2024-09-17,,90.957
2024-09-18,,90.357
2024-09-19,,93.456
2024-09-20,,90.853
2024-09-23,,91.277
2024-09-24,,92.06
2024-09-25,,92.232
2024-09-26,,95.156
2024-09-27,,96.16
2024-09-30,,94.644
2024-10-01,,94.177
2024-10-02,,95.022
2024-10-03,,94.131
2024-10-04,,94.491
2024-10-07,,93.899
2024-10-08,,93.748
2024-10-09,,94.948
2024-10-10,,94.088
2024-10-11,,94.627
2024-10-14,,96.3
2024-10-15,,90.628
2024-10-16,,88.765
2024-10-17,,89.056
2024-10-18,,90.754
2024-10-21,,89.733
2024-10-22,,90.416
2024-10-23,,90.235
2024-10-24,,90.547
2024-10-25,,90.792
2024-10-28,,90.983
2024-10-29,,91.147
2024-10-30,,88.813
2024-10-31,,87.011
2024-11-01,,88.019
2024-11-04,,87.08
2024-11-05,,87.132
2024-11-06,,86.599
2024-11-07,,88.499
2024-11-08,,88.0
2024-11-11,,88.663
2024-11-12,,88.505
2024-11-13,,87.67
2024-11-14,,90.354
2024-11-15,,87.742
2024-11-18,,87.588
2024-11-19,,87.117
2024-11-20,,87.09
2024-11-21,,87.916
2024-11-22,,89.075
2024-11-25,,89.967
2024-11-26,,89.113
2024-11-27,,87.863
2024-11-28,,88.647
2024-11-29,,90.45
2024-12-02,,91.235
2024-12-03,,92.086
2024-12-04,,93.581
2024-12-05,,94.0
2024-12-06,,94.515
2024-12-09,,94.88
2024-12-10,,94.312
2024-12-11,,94.552
2024-12-12,,94.707
2024-12-13,,94.648
2024-12-16,,94.268
2024-12-17,,94.809
2024-12-18,,95.834
2024-12-19,,93.635
2024-12-20,,93.388
2024-12-23,,93.295
2024-12-24,,94.034
2024-12-27,,93.924
2024-12-30,,93.039
2024-12-31,,93.686
2025-01-02,,93.76
2025-01-03,,92.747
2025-01-06,,96.626
2025-01-07,,96.762
2025-01-08,,95.464
2025-01-09,,97.429
2025-01-10,,95.075
2025-01-13,,93.921
2025-01-14,,94.259
2025-01-15,,95.581
2025-01-16,,97.506
2025-01-17,,97.784
2025-01-20,,98.34
2025-01-21,,97.76
2025-01-22,,99.15
2025-01-23,,97.619
2025-01-24,,97.332
2025-01-27,,94.197
2025-01-28,,94.411
2025-01-29,,96.726
2025-01-30,,97.666
2025-01-31,,99.264
2025-02-03,,97.87
2025-02-04,,99.624
2025-02-05,,99.71
2025-02-06,,100.688
2025-02-07,,99.758
2025-02-10,,100.986
2025-02-11,,101.685
2025-02-12,,101.917
2025-02-13,,103.419
2025-02-14,,103.523
2025-02-17,,104.01
2025-02-18,,102.91
2025-02-19,,102.429
2025-02-20,,102.343
2025-02-21,,102.684
2025-02-24,,101.758
2025-02-25,,100.256
2025-02-26,,101.402
2025-02-27,,99.195
2025-02-28,,97.803
2025-03-03,,99.146
2025-03-04,,95.437
2025-03-05,,97.738
2025-03-06,,98.284
2025-03-07,,97.048
2025-03-10,,93.866
2025-03-11,,92.265
2025-03-12,,93.409
2025-03-13,,92.499
2025-03-14,,94.406
2025-03-17,,95.091
2025-03-18,,95.705
2025-03-19,,96.62
2025-03-20,,95.817
2025-03-21,,94.95
2025-03-24,,96.167
2025-03-25,,96.673
2025-03-26,,94.805
2025-03-27,,93.301
2025-03-28,,91.949
2025-03-31,,90.089
2025-04-01,,91.66
2025-04-02,,91.289
2025-04-03,,87.234
2025-04-04,,83.922
2025-04-07,,80.324
2025-04-08,,82.697
2025-04-09,,79.693
2025-04-10,,83.154
2025-04-11,,82.529
2025-04-14,,84.563
2025-04-15,,86.783
2025-04-16,,84.967
2025-04-17,,84.062
2025-04-22,,83.588
2025-04-23,,86.733
2025-04-24,,87.705
2025-04-25,,88.425
2025-04-28,,88.314
2025-04-29,,88.909
2025-04-30,,89.067
2025-05-02,,92.252
2025-05-05,,92.205
2025-05-06,,91.73
2025-05-07,,91.564
2025-05-08,,93.193
2025-05-09,,93.416
2025-05-12,,96.621
2025-05-13,,98.542
2025-05-14,,97.945
2025-05-15,,98.084
2025-05-16,,97.545
