,SELER FP Equity_DX_SI_QTY,SELER FP Equity_DX_SHORT_INTEREST_VALUE,SELER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SELER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SELER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SELER FP Equity_DX_SI_MV,SELER FP Equity_DX_DSS,SELER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SELER FP Equity_DX_SUPPLY_SI_QTY,SELER FP Equity_DX_BROKER_SI_QTY,SELER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SELER FP Equity_DX_BROKER_SI_MV_NEW_x,SELER FP Equity_DX_BROKER_SI_QTY_ADD,SELER FP Equity_DX_BROKER_SI_QTY_NEW,SELER FP Equity_DX_BROKER_SI_MV_NEW_y,SELER FP Equity_DX_BROKER_SI_MV_ADD,SELER FP Equity_DX_SUPPLY_SI_MV,SELER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SELER FP Equity_DX_UTILIZATION_QUANTITY,SELER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SELER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SELER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SELER FP Equity_DX_ACTIVE_UTILIZATION_MV,SELER FP Equity_DX_BROKER_SI_CON_RATIO,SELER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SELER FP Equity_DX_DEMAND_SUPPLY_RATIO,SELER FP Equity_PX_LAST
2011-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2
2011-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7
2011-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,49.69
2011-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2
2011-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
2011-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,49.01
2011-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,49.01
2011-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,49.01
2011-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,49.01
2011-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,49.98
2011-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,49.97
2011-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2011-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2011-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1
2011-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,50.16
2011-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,50.16
2011-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,50.16
2011-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6
2011-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9
2011-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9
2011-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,49.89
2011-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,48.97
2011-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8
2011-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,47.39
2011-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
2011-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,47.29
2011-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,47.29
2011-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,50.19
2011-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2
2011-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,50.19
2011-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,50.19
2011-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,50.19
2011-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,50.19
2011-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,50.19
2011-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,50.19
2011-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,50.18
2011-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,50.18
2011-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,49.94
2011-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,49.94
2011-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,49.49
2011-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,49.49
2011-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,49.49
2011-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,48.99
2011-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8
2011-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7
2011-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3
2011-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3
2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6
2011-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,46.61
2011-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,46.61
2011-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
2011-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
2011-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6
2011-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5
2011-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2011-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2
2011-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99
2011-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99
2011-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9
2011-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,43.95
2011-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,43.95
2011-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,43.65
2011-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,43.65
2011-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,43.65
2011-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,43.65
2011-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,43.65
2011-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6
2011-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,44.59
2011-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,44.59
2011-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2011-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5
2011-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99
2011-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3
2011-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
2011-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,44.39
2011-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,43.39
2011-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6
2011-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6
2011-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4
2011-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4
2011-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,42.61
2011-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,43.15
2011-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,43.14
2011-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,43.14
2011-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6
2011-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6
2011-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4
2011-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4
2011-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6
2011-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5
2011-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5
2011-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5
2011-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5
2011-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5
2011-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,45.51
2011-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5
2011-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,45.51
2011-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2
2011-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2011-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,45.01
2011-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2011-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2
2011-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2
2011-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2011-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2011-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2011-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,44.05
2011-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,44.03
2011-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4
2011-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,43.95
2011-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,43.95
2011-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5
2011-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2011-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1
2011-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3
2011-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3
2011-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,42.24
2011-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2011-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2011-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,42.25
2011-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75
2011-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75
2011-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8
2011-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,42.81
2011-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1
2011-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,44.05
2012-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,44.05
2012-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,44.05
2012-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5
2012-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,44.51
2012-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,44.51
2012-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,44.51
2012-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,44.51
2012-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,44.51
2012-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5
2012-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4
2012-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,44.34
2012-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44
2012-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44
2012-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99
2012-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4
2012-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,44.15
2012-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,44.15
2012-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,44.15
2012-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,44.15
2012-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,44.15
2012-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99
2012-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99
2012-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99
2012-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99
2012-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99
2012-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99
2012-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2
2012-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,45.19
2012-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2
2012-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4
2012-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,45.51
2012-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8
2012-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8
2012-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,45.85
2012-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,45.85
2012-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,45.85
2012-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,45.85
2012-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,45.85
2012-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2012-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2012-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,45.49
2012-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,45.49
2012-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,45.49
2012-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,45.49
2012-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,45.51
2012-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,45.61
2012-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,45.63
2012-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,45.63
2012-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,45.66
2012-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2
2012-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,46.19
2012-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,46.19
2012-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,45.62
2012-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,46.21
2012-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,46.21
2012-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2012-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2012-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2012-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2012-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2012-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,45.94
2012-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8
2012-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,45.95
2012-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5
2012-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,43.51
2012-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,43.81
2012-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8
2012-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,43.79
2012-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2
2012-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2
2012-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,44.19
2012-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
2012-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7
2012-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,43.99
2012-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,44.09
2012-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3
2012-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5
2012-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5
2012-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8
2012-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2012-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,44.89
2012-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,44.84
2012-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,44.83
2012-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4
2012-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,43.34
2012-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3
2012-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3
2012-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3
2012-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4
2012-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1
2012-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,43.11
2012-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,43.12
2012-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,43.11
2012-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,43.06
2012-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,43.21
2012-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9
2012-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,43.89
2012-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2
2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1
2012-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,42.21
2012-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
2012-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
2012-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2012-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,41.45
2012-07-02,30294.0,1028500.44,4.58,278.1,2.07,1.27,1.0,1028500.44,0.0,30294.0,0.0,1.27,,30294.0,1.27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,41.7
2012-07-03,30294.0,1028747.09,4.58,283.47,2.07,1.27,1.0,1028747.09,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,41.71
2012-07-04,30294.0,1028747.09,4.58,314.8,2.07,1.27,1.0,1028747.09,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,41.71
2012-07-05,30294.0,1048231.87,4.58,326.09,2.07,1.27,1.0,1048231.87,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,42.5
2012-07-06,30294.0,1085228.29,4.58,334.49,2.07,1.27,1.0,1085228.29,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,44.0
2012-07-09,30294.0,1085228.29,4.58,366.02,2.07,1.27,1.0,1085228.29,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,44.0
2012-07-10,30294.0,1085228.29,4.58,366.02,2.07,1.27,1.0,1085228.29,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,44.0
2012-07-11,30294.0,1085228.29,4.58,366.02,2.07,1.27,1.0,1085228.29,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,44.0
2012-07-12,30294.0,1109892.57,4.58,368.99,2.07,1.27,1.0,1109892.57,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,45.0
2012-07-13,30294.0,1072896.15,4.58,355.29,2.07,1.27,1.0,1072896.15,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,43.5
2012-07-16,30294.0,1073142.79,4.58,350.35,2.07,1.27,1.0,1073142.79,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,43.51
2012-07-17,30294.0,1109892.57,4.58,350.35,2.07,1.27,1.0,1109892.57,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,45.0
2012-07-18,30294.0,1110139.21,4.58,743.11,2.07,1.27,1.0,1110139.21,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,45.01
2012-07-19,30294.0,1110139.21,4.58,743.11,2.07,1.27,1.0,1110139.21,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,45.01
2012-07-20,30294.0,1110139.21,4.58,747.38,2.07,1.27,1.0,1110139.21,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,45.01
2012-07-23,30294.0,1110139.21,4.58,864.72,2.07,1.27,1.0,1110139.21,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,45.01
2012-07-24,30294.0,1110139.21,4.58,864.72,2.07,1.27,1.0,1110139.21,0.0,30294.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,45.01
