,SELER FP Equity_DX_SI_QTY,SELER FP Equity_DX_SHORT_INTEREST_VALUE,SELER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SELER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SELER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SELER FP Equity_DX_SI_MV,SELER FP Equity_DX_DSS,SELER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SELER FP Equity_DX_SUPPLY_SI_QTY,SELER FP Equity_DX_BROKER_SI_QTY,SELER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SELER FP Equity_DX_BROKER_SI_MV_NEW_x,SELER FP Equity_DX_BROKER_SI_QTY_ADD,SELER FP Equity_DX_BROKER_SI_QTY_NEW,SELER FP Equity_DX_BROKER_SI_MV_NEW_y,SELER FP Equity_DX_BROKER_SI_MV_ADD,SELER FP Equity_DX_SUPPLY_SI_MV,SELER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SELER FP Equity_DX_UTILIZATION_QUANTITY,SELER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SELER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SELER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SELER FP Equity_DX_ACTIVE_UTILIZATION_MV,SELER FP Equity_DX_BROKER_SI_CON_RATIO,SELER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SELER FP Equity_DX_DEMAND_SUPPLY_RATIO,SELER FP Equity_PX_LAST
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2021-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5
2021-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5
2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5
2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0
2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5
2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2021-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0
2021-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
2021-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5
2021-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5
2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
