,ASI FP Equity_DX_SI_QTY,ASI FP Equity_DX_SHORT_INTEREST_VALUE,ASI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ASI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ASI FP Equity_DX_SI_MV,ASI FP Equity_DX_DSS,ASI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ASI FP Equity_DX_SUPPLY_SI_QTY,ASI FP Equity_DX_BROKER_SI_QTY,ASI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ASI FP Equity_DX_BROKER_SI_MV_NEW_x,ASI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ASI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ASI FP Equity_DX_BROKER_SI_MV_INC_x,ASI FP Equity_DX_SUPPLY_SI_MV_NEW,ASI FP Equity_DX_BROKER_SI_QTY_ADD,ASI FP Equity_DX_BROKER_SI_QTY_NEW,ASI FP Equity_DX_SUPPLY_SI_MV_DEC,ASI FP Equity_DX_BROKER_SI_QTY_INC,ASI FP Equity_DX_SUPPLY_SI_QTY_DEC,ASI FP Equity_DX_BROKER_SI_MV_NEW_y,ASI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ASI FP Equity_DX_BROKER_SI_MV_INC_y,ASI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ASI FP Equity_DX_BROKER_SI_MV_ADD,ASI FP Equity_DX_SUPPLY_SI_QTY_ADD,ASI FP Equity_DX_BROKER_SI_QTY_DEC,ASI FP Equity_DX_SUPPLY_SI_MV,ASI FP Equity_DX_BROKER_SI_MV_DEC,ASI FP Equity_DX_SUPPLY_SI_MV_RMV,ASI FP Equity_DX_BROKER_SI_MV_RMV,ASI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ASI FP Equity_DX_UTILIZATION_QUANTITY,ASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ASI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ASI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ASI FP Equity_DX_ACTIVE_UTILIZATION_MV,ASI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ASI FP Equity_DX_BROKER_SI_CON_RATIO,ASI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ASI FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-05-07,24104.0,2686712.43,1.59,0.55,2.92,0.0,1655676.5,9250.0,14854.0,1031035.93,,,,,,,,,,,,,,,,,,1.12,,,,43.87,29.14,11835.0,1319168.67,,1.43,43.87,29.5,0.2721,38.8,0.7594
2008-05-08,24580.0,2664537.15,1.68,0.56,2.95,0.0,1748534.75,8450.0,16130.0,916002.4,,,,0.15,,,,0.11,1276.0,800.0,,,0.15,,,,,1.01,,,,40.08,26.62,12635.0,1369667.49,,1.51,40.08,27.05,0.253,35.99,0.7744
2008-05-09,28780.0,3072293.67,1.96,0.66,3.38,0.0,2170247.75,8450.0,20330.0,902045.92,,,,0.58,,,,,5000.0,,,,0.58,,,,800.0,0.98,0.11,,,40.08,26.62,12635.0,1348798.83,,1.47,40.08,26.59,0.2164,28.94,0.9067
2008-05-12,28400.0,2985616.34,1.97,0.65,3.27,0.0,2191904.95,7550.0,20850.0,793711.38,,,,0.37,,,,0.12,3300.0,900.0,,,0.37,,,,2780.0,0.86,0.34,,,35.81,23.79,13535.0,1422898.49,,1.55,35.81,27.8,0.267,32.83,0.8947
2008-05-13,23227.0,2490125.64,1.57,0.53,2.63,0.0,1680703.48,7550.0,15677.0,809422.16,,,,,,600.0,,,,,,,,,0.07,,5773.0,0.85,0.68,,,35.81,24.56,13535.0,1451063.44,,1.52,35.81,32.33,0.2718,36.82,0.7555
2008-05-14,47437.0,5221531.36,3.13,1.08,5.44,1.0,4390480.46,7550.0,39887.0,831050.91,,,,2.88,,,,,25000.0,,,,2.88,,,,790.0,0.87,0.09,,,35.81,24.56,13535.0,1489837.62,,1.56,35.81,14.25,0.5042,68.32,1.5431
2008-05-15,47437.0,5241008.08,3.15,1.08,5.58,1.0,4406857.29,7550.0,39887.0,834150.79,,,,,,,,,,,,,,,,,,0.89,,,,47.83,30.89,8235.0,909832.02,,0.97,47.83,14.26,0.5048,68.36,1.9408
2008-05-16,44137.0,4839345.05,2.88,1.01,5.21,1.0,4011534.93,7550.0,36587.0,827810.12,,,,,,,,,,,,,,,,,3300.0,0.89,0.39,,,47.83,30.89,8235.0,902916.07,,0.98,47.83,15.52,0.5838,74.59,1.8058
2008-05-19,43873.0,4925029.89,2.65,1.0,5.15,1.0,4077493.24,7550.0,36323.0,847536.66,,,,,,,,,,,,,,,,,264.0,0.89,0.03,,,47.83,30.62,8235.0,924432.37,,0.97,47.83,15.72,0.5905,75.01,1.7795
2008-05-20,43537.0,4622429.97,2.65,0.99,5.22,1.0,3820827.97,7550.0,35987.0,801602.0,,,,,,,,,,,,,,,,,336.0,0.91,0.04,,,48.84,26.43,7910.0,839824.08,,0.95,48.84,15.64,0.6039,75.92,1.5239
2008-05-21,43537.0,4613492.25,2.63,0.99,4.99,1.0,3813440.19,7550.0,35987.0,800052.06,,,,,,,,,,,,,,,,,,0.86,,,,48.84,26.9,7910.0,838200.24,,0.9,48.84,16.64,0.5931,74.99,1.5511
2008-05-22,52065.0,5457422.07,3.1,1.19,53.94,1.0,4666035.6,7550.0,44515.0,791386.47,,,,,,8528.0,,,,,,,,,48.99,,,0.86,,,,48.84,26.9,7910.0,829121.46,,0.9,48.84,5.82,0.8552,92.28,1.8549
2008-05-23,51328.0,5220676.12,3.06,1.17,5.83,1.0,4452750.14,7550.0,43778.0,767925.98,,,,,,,,,,,,,,,,,737.0,0.85,0.08,,,48.84,26.9,7910.0,804542.32,,0.89,48.84,19.53,0.4417,61.99,1.8286
2008-05-26,42800.0,4353275.76,2.4,0.97,4.7,0.0,3585349.78,7550.0,35250.0,767925.98,,,,,,,,,,,,,,,,,8528.0,0.82,0.97,,,48.84,26.9,7910.0,804542.32,,0.86,48.84,17.01,0.6163,76.46,1.5248
2008-05-27,42800.0,4320925.73,2.42,0.97,4.68,0.0,3558706.35,7550.0,35250.0,762219.37,,,,,,,,,,,,,,,,,,0.82,,,,48.84,26.9,7910.0,798563.61,,0.86,48.84,16.64,0.6214,76.87,1.5248
2008-05-28,42800.0,4429158.55,2.39,0.97,4.63,0.0,3647846.7,7550.0,35250.0,781311.85,,,,,,,,,,,,,,,,,,0.82,,,,48.84,26.9,7910.0,818566.45,,0.86,48.84,16.31,0.6248,77.16,1.5248
2008-05-29,47800.0,5042036.17,2.61,1.09,5.29,1.0,4245647.61,7550.0,40250.0,796388.56,,,,0.63,,,,,5000.0,,,,0.63,,,,,0.84,,,,100.0,26.9,0.0,0.0,,0.0,100.0,13.98,0.6659,80.26,1.7029
2008-05-30,60800.0,6550032.09,3.28,1.38,6.86,1.0,5736664.62,7550.0,53250.0,813367.47,,,,1.54,,,,0.84,13000.0,7550.0,,,1.54,,,7550.0,,0.85,,,,100.0,26.9,0.0,0.0,,0.0,100.0,10.56,0.7364,85.09,2.1661
2008-06-02,60800.0,6533011.65,3.26,1.38,7.01,1.0,5721757.74,7550.0,53250.0,811253.91,,,,,,,,,,,,,,,,,,0.87,,,,100.0,26.71,0.0,0.0,,0.0,100.0,10.72,0.7345,84.96,2.1508
2008-06-03,60800.0,6490460.56,3.13,1.38,7.0,1.0,5684490.54,7550.0,53250.0,805970.02,,,,,,,,,,,,,,,,,,0.87,,,,100.0,26.71,0.0,0.0,,0.0,100.0,10.75,0.7342,84.94,2.1508
2008-06-04,75435.0,7872559.73,4.17,1.72,8.64,1.0,5557285.15,22185.0,53250.0,2315274.58,,,,,,,,,,,,,,,,14635.0,,2.55,,,,100.0,80.84,0.0,0.0,,0.0,100.0,10.77,0.7338,84.91,2.7487
2008-06-05,74000.0,7712442.19,3.97,1.69,8.29,1.0,5549831.71,20750.0,53250.0,2162610.48,,,,,,,,0.23,,1435.0,,,,,,,,2.32,,,,76.87,76.09,6244.0,650763.37,,0.7,76.87,10.96,0.7312,84.73,2.7137
2008-06-06,72200.0,7329461.8,3.91,1.64,8.06,1.0,5223002.9,20750.0,51450.0,2106458.9,,,5000.0,,,,,0.56,,5000.0,,,,5000.0,,,1800.0,2.32,0.2,,,100.0,92.93,0.0,0.0,,0.0,100.0,11.19,0.7843,87.84,3.2335
2008-06-09,74930.0,7475987.87,4.13,1.71,8.17,1.0,5405698.96,20750.0,54180.0,2070288.91,,,,,,2730.0,,,,,,,,,0.31,,,2.26,,,,100.0,92.93,0.0,0.0,,0.0,100.0,10.76,0.7063,83.18,3.3557
2008-06-10,74930.0,7332666.92,4.09,1.71,7.98,1.0,5302067.18,20750.0,54180.0,2030599.74,,,925.0,,,,,0.13,,925.0,,,,925.0,,,,2.2,,,,100.0,92.93,0.0,0.0,,0.0,100.0,11.01,0.7007,82.81,3.3557
2008-06-11,74930.0,7163929.45,3.96,1.71,7.85,1.0,5180057.35,20750.0,54180.0,1983872.09,,,,,,,,,,,,,,,,,,2.16,,,,100.0,92.93,0.0,0.0,,0.0,100.0,11.27,0.6956,82.46,3.3557
2008-06-12,74992.0,7430592.09,3.95,1.71,7.7,1.0,5374575.63,20750.0,54242.0,2056016.45,,,,0.01,,,,,62.0,,,,0.01,,,,,2.11,,,,100.0,92.93,0.0,0.0,,0.0,100.0,11.46,0.6892,82.03,3.3585
2008-06-13,74992.0,7314003.3,3.76,1.71,7.94,1.0,5290246.52,20750.0,54242.0,2023756.78,,,,,,,,,,,,,,,,,,2.18,,,,100.0,92.93,0.0,0.0,,0.0,100.0,11.17,0.6964,82.52,3.3585
2008-06-16,87200.0,8501368.49,4.49,1.99,9.05,1.0,6478393.76,20750.0,66450.0,2022974.73,,,,1.53,,,,,15000.0,,,,1.53,,,,2792.0,2.15,0.31,,,100.0,92.93,0.0,0.0,,0.0,100.0,31.48,0.5584,67.77,3.9052
2008-06-17,87200.0,8585996.01,4.53,1.99,8.99,1.0,6542883.43,20750.0,66450.0,2043112.58,,,,,,,,,,,,,,,,,,2.15,,,,100.0,93.26,0.0,0.0,,0.0,100.0,30.89,0.5626,68.35,3.9193
2008-06-18,87200.0,8469325.06,4.76,1.99,9.06,1.0,6453975.35,20750.0,66450.0,2015349.71,,,,,,,,,,,,,,,,,,2.17,,,,100.0,92.67,0.0,0.0,,0.0,100.0,31.37,0.5593,67.89,3.8944
2008-06-19,87200.0,8600785.29,4.87,1.99,9.01,1.0,6554153.47,20750.0,66450.0,2046631.82,,,,,,,,,,,,,,,,,,2.14,,,,100.0,93.26,0.0,0.0,,0.0,100.0,31.44,0.5586,67.8,3.9193
2008-06-20,87200.0,8340329.71,4.83,2.13,9.16,1.0,6355675.57,20750.0,66450.0,1984654.15,,,,,,,,,,,,,,,,,,2.17,,,,100.0,91.97,0.0,0.0,,0.0,100.0,31.55,0.5583,67.73,3.8649
2008-06-23,83200.0,7861321.52,4.56,2.03,8.48,1.0,6278663.64,16750.0,66450.0,1582657.88,,,,,,,,0.44,,4000.0,,,,,,,,1.7,,,,100.0,75.28,0.0,0.0,,0.0,100.0,31.59,0.5577,67.67,3.7395
2008-06-24,61200.0,5713985.81,3.32,1.59,6.2,1.0,4150108.98,16750.0,44450.0,1563876.84,,,,,,,,,,,,,,,,,22000.0,1.68,2.26,,,100.0,75.28,0.0,0.0,,0.0,100.0,47.41,0.49,51.5,2.7507
2008-06-25,62400.0,5923036.97,3.35,1.62,6.22,1.0,4333119.19,16750.0,45650.0,1589917.78,,,,0.49,,,,,5200.0,,,,0.49,,,,4000.0,1.66,0.44,,,100.0,75.28,0.0,0.0,,0.0,100.0,37.26,0.5191,61.66,2.8046
2008-06-26,66800.0,6095846.11,3.49,1.74,6.71,1.0,4567321.82,16750.0,50050.0,1528524.29,,,,0.49,,,,,4400.0,,,,0.49,,,,,1.69,,,,100.0,82.64,0.0,0.0,,0.0,100.0,33.19,0.5438,65.85,3.2958
2008-06-27,72800.0,6592617.27,3.75,1.89,7.11,1.0,5075771.95,16750.0,56050.0,1516845.32,,,,0.45,,,,,6000.0,,,,0.45,,,,,1.62,,,,100.0,82.64,0.0,0.0,,0.0,100.0,30.6,0.5632,68.52,3.5919
2008-06-30,93000.0,8521782.89,5.28,2.42,9.0,1.0,6986945.65,16750.0,76250.0,1534837.24,,,,1.91,,,,,20200.0,,,,1.91,,,,,1.62,,,,100.0,82.64,0.0,0.0,,0.0,100.0,22.45,0.6417,76.89,4.5885
2008-07-01,91000.0,8139594.7,5.06,2.36,8.85,1.0,6820264.79,14750.0,76250.0,1319329.91,,,,,,,,0.19,,2000.0,,,,,,,,1.43,,,,100.0,85.18,0.0,0.0,,0.0,100.0,21.99,0.6468,77.36,5.2553
2008-07-02,91000.0,7984399.65,4.99,2.36,8.78,1.0,6690224.98,14750.0,76250.0,1294174.67,,,,,,,,,,,,,,,,,,1.4,,,,100.0,86.18,0.0,0.0,,0.0,100.0,22.1,0.6459,77.27,5.3167
2008-07-03,89000.0,7746862.93,4.79,2.31,8.35,1.0,6462972.72,14750.0,74250.0,1283890.2,,,,,,,,,,,,,,,,,2000.0,1.37,0.2,,,100.0,86.18,0.0,0.0,,0.0,100.0,20.56,0.663,78.78,5.1998
2008-07-04,89100.0,7669095.8,4.58,2.31,8.3,1.0,6399520.46,14750.0,74350.0,1269575.34,,,,,,100.0,,,,,,,,,0.01,,,1.36,,,,100.0,88.77,0.0,0.0,,0.0,100.0,20.65,0.6599,78.56,5.3623
2008-07-07,95100.0,8604890.59,5.14,2.47,8.74,1.0,7270272.97,14750.0,80350.0,1334617.63,,,,0.49,,,,,6000.0,,,,0.49,,,,,1.36,,,,100.0,88.77,0.0,0.0,,0.0,100.0,18.83,0.6824,80.43,5.7234
2008-07-08,95000.0,8471420.59,4.95,2.47,9.1,1.0,7156121.07,14750.0,80250.0,1315299.51,,,,,,,,,,,,,,,,,100.0,1.42,0.01,,,100.0,88.77,0.0,0.0,,0.0,100.0,18.1,0.6935,81.28,5.7174
2008-07-09,95000.0,8822307.83,4.92,2.47,8.96,1.0,7452528.46,14750.0,80250.0,1369779.37,,,,,,,,,,,,,,,,,,1.4,,,,100.0,88.77,0.0,0.0,,0.0,100.0,17.98,0.6945,81.37,5.7174
2008-07-10,95000.0,8776656.68,4.91,2.47,9.27,1.0,7413965.25,14750.0,80250.0,1362691.43,,,,,,,,,,,,,,,,,,1.45,,,,100.0,88.77,0.0,0.0,,0.0,100.0,17.39,0.7024,81.98,5.7174
2008-07-11,95000.0,8700571.44,4.42,2.47,9.24,1.0,7349693.24,14750.0,80250.0,1350878.2,,,,,,,,,,,,,,,,,,1.45,,,,100.0,88.77,0.0,0.0,,0.0,100.0,17.58,0.6999,81.79,5.7174
2008-07-14,95000.0,8816937.11,4.27,2.47,9.31,1.0,7447991.61,14750.0,80250.0,1368945.5,,,,,,,,,,,,,,,,,,1.43,,,,100.0,88.77,0.0,0.0,,0.0,100.0,18.13,0.693,81.25,5.7174
2008-07-15,95000.0,8412342.63,4.44,2.47,9.36,1.0,7106215.75,14750.0,80250.0,1306126.88,,,,,,,,,,,,,,,,,,1.45,,,,100.0,88.77,0.0,0.0,,0.0,100.0,18.35,0.6902,81.02,5.7174
2008-07-16,69800.0,6380792.18,3.19,1.81,6.64,1.0,5855153.85,6550.0,64050.0,598770.61,,,,,,800.0,,0.84,,8200.0,,,,,0.08,,17000.0,0.62,1.89,,,47.88,39.42,7129.0,651700.11,,0.67,47.88,24.04,0.6044,73.92,4.2008
2008-07-17,69800.0,6549157.75,3.18,1.81,6.81,1.0,6009649.77,6550.0,64050.0,614569.96,,,,,,,,,,,,,,,,,,0.64,,,,47.88,39.42,7129.0,668896.07,,0.69,47.88,23.45,0.6105,74.52,4.2008
2008-07-18,60855.0,5795306.9,2.69,1.14,5.91,1.0,5247726.34,6550.0,55105.0,623765.68,,,,,,55.0,,,,,,,,,0.01,,9000.0,0.65,0.92,,,47.88,39.42,7129.0,678904.66,,0.71,47.88,10.21,0.7723,87.27,3.6624
2008-07-21,60855.0,5911706.16,2.7,1.14,6.13,1.0,5353127.4,6550.0,55105.0,636294.06,,,,,,,,,,,,,,,,,,0.66,,,,46.2,38.27,7629.0,741112.58,,0.77,46.2,10.15,0.7739,87.37,3.5554
2008-07-22,60855.0,5857233.6,2.72,1.14,6.16,1.0,5303801.78,6550.0,55105.0,630431.03,,,,,,,,,,,,,,,,,,0.68,,,,46.2,38.27,7629.0,734283.71,,0.79,46.2,10.12,0.7739,87.37,3.5554
2008-07-23,60855.0,6153679.0,2.78,1.14,6.2,1.0,5572236.98,6550.0,55105.0,662338.3,,,,,,,,,,,,,,,,,,0.67,,,,46.2,38.27,7629.0,771447.16,,0.78,46.2,10.05,0.7749,87.44,3.5554
2008-07-24,40455.0,3969989.76,1.86,0.76,4.3,0.0,3405722.28,7550.0,34705.0,740907.74,,,1000.0,0.11,,,,,1000.0,,,,0.11,1000.0,,,21400.0,0.81,2.05,,,53.25,44.11,6629.0,650526.81,,0.71,53.25,15.73,0.6276,77.45,2.3636
2008-07-25,40650.0,3975720.18,1.9,0.76,4.22,0.0,3413348.94,7550.0,34900.0,738417.89,,,,0.02,,,,,195.0,,,,0.02,,,,,0.79,,,,53.25,44.11,6629.0,648340.69,,0.69,53.25,16.14,0.6146,76.53,2.375
2008-07-28,40650.0,3906394.04,1.8,0.76,4.22,0.0,3353829.08,7550.0,34900.0,725541.82,,,,,,,,,,,,,,,,,,0.78,,,,45.44,45.44,9066.0,871226.77,,0.94,45.45,16.61,0.6098,76.12,2.4464
2008-07-29,35177.0,3393043.36,1.53,0.66,3.6,0.0,2838419.62,7550.0,29427.0,728245.08,,,,0.2,,,,,1927.0,,,,0.2,,,,7400.0,0.77,0.8,,,45.44,45.44,9066.0,874472.84,,0.92,45.44,19.96,0.4692,64.89,2.1171
2008-07-30,34967.0,3490737.9,1.48,0.65,3.6,0.0,2916718.31,7550.0,29217.0,753712.68,,,,,,,,,,,,,,,,,210.0,0.77,0.02,,,46.85,46.85,8566.0,855139.44,,0.88,46.86,20.01,0.4745,65.28,2.1697
2008-07-31,34340.0,3356313.93,1.38,0.64,3.59,0.0,2794321.94,7550.0,28590.0,737919.92,,,,,,,,,,,,,,,,,627.0,0.77,0.06,,,53.25,46.85,6629.0,647903.47,,0.68,53.25,19.45,0.5058,67.83,2.1308
2008-08-01,34340.0,3329458.24,1.38,0.64,3.56,0.0,2771963.05,7550.0,28590.0,732015.43,,,,,,,,,,,,,,,,,,0.78,,,,53.25,49.95,6629.0,642719.24,,0.69,53.25,20.02,0.5001,67.24,2.2718
2008-08-04,36205.0,3394294.65,1.34,0.68,3.72,0.0,2855220.1,7550.0,30455.0,707828.33,,,,0.19,,,,,1865.0,,,,0.19,,,,,0.78,,,,53.25,49.95,6629.0,621482.65,,0.68,53.25,18.94,0.445,63.12,2.3951
2008-08-05,36205.0,3467297.57,1.35,0.68,3.63,0.0,2916628.85,7550.0,30455.0,723051.97,,,,,,,,,,,,,,,,,,0.75,,,,51.97,48.82,6979.0,668368.17,,0.69,51.97,19.47,0.439,62.47,2.3409
2008-08-06,36205.0,3513691.95,1.35,0.68,3.69,0.0,2955654.97,7550.0,30455.0,732726.81,,,,,,,,,,,,,,,,,,0.77,,,,51.97,48.82,6979.0,677311.31,,0.71,51.97,19.19,0.4415,62.76,2.3409
2008-08-07,36205.0,3390883.3,1.39,0.68,3.72,0.0,2852350.53,7550.0,30455.0,707116.94,,,,,,,,,,,,,,,,,,0.78,,,,51.97,48.82,6979.0,653638.3,,0.72,51.97,18.68,0.4459,63.26,2.3409
2008-08-08,37193.0,3530026.38,1.41,0.7,3.71,0.0,2984287.89,7550.0,31443.0,716578.37,,,,,,1228.0,,,,,,,,,0.13,,240.0,0.75,0.02,,,51.97,48.35,6979.0,662384.16,,0.69,51.97,18.21,0.4132,60.72,2.3817
2008-08-11,35393.0,3361187.41,1.37,0.66,3.56,0.0,2815123.85,7550.0,29643.0,717005.2,,,,,,,,,,,,,,,,,1800.0,0.76,0.19,,,51.97,48.35,6979.0,662778.71,,0.7,51.97,19.22,0.4657,64.81,2.2665
2008-08-12,57641.0,5384412.56,2.25,1.08,5.81,1.0,4847288.42,7550.0,51891.0,705267.34,,,,2.24,,,,,22248.0,,,,2.24,,,,,0.76,,,,51.97,48.35,6979.0,651928.58,,0.7,51.97,18.48,0.4653,64.59,3.6912
2008-08-13,61680.0,5542025.43,2.36,1.15,6.11,1.0,5025380.71,7550.0,55930.0,678376.98,,,,0.38,,,,,4039.0,,,,0.38,,,,,0.75,,,,51.97,48.35,6979.0,627071.91,,0.69,51.97,24.35,0.4303,59.91,3.9498
2008-08-14,69515.0,6394038.36,2.71,1.3,6.7,1.0,5865149.34,7550.0,63765.0,694454.29,,,,0.94,,,,,9500.0,,,,0.94,,,,1665.0,0.72,0.2,,,51.97,48.35,6979.0,641933.31,,0.67,51.97,18.67,0.344,51.92,4.4515
2008-08-15,68287.0,6273365.0,2.76,1.28,6.68,1.0,5745126.11,7550.0,62537.0,693600.62,,,,,,,,,,,,,,,,,1228.0,0.74,0.13,,,51.97,48.35,6979.0,641144.2,,0.68,51.97,19.0,0.3549,53.45,4.3729
2008-08-18,93188.0,8391497.78,3.75,1.74,9.09,1.0,7873715.32,7550.0,87438.0,679870.89,,,,1.45,,10000.0,,,14901.0,,,,1.45,,0.98,,,0.74,,,,51.97,48.35,6979.0,628452.84,,0.68,51.97,15.11,0.3426,53.83,5.9675
2008-08-19,93188.0,8157059.16,3.74,1.74,8.96,1.0,7653742.31,7550.0,87438.0,660876.9,,,,,,,,,,,,,,,,,,0.72,,,,51.97,48.35,6979.0,610895.35,,0.67,51.97,15.2,0.3401,53.55,5.9675
2008-08-20,93188.0,8640863.21,3.69,1.74,8.76,1.0,8107694.09,7550.0,87438.0,700074.23,,,,,,,,,,,,,,,,,,0.7,,,,51.97,48.35,6979.0,647128.22,,0.65,51.97,14.91,0.3369,53.21,5.9675
2008-08-21,81201.0,7298307.1,3.24,1.52,7.98,1.0,6781499.84,7550.0,75451.0,678590.39,,,,,,,,,,,,,,,,,11987.0,0.74,1.11,,,51.97,48.35,6979.0,627269.19,,0.69,51.97,13.12,0.4313,62.56,5.1999
2008-08-22,81201.0,7480401.35,3.52,1.52,7.89,1.0,6950699.65,7550.0,75451.0,695521.36,,,,,,,,,,,,,,,,,,0.72,,,,51.97,48.35,6979.0,642919.68,,0.67,51.97,13.08,0.4333,62.73,5.1999
2008-08-25,78701.0,7229332.97,3.41,1.47,7.69,1.0,6701148.27,7550.0,72951.0,693529.48,,,,,,,,,,,,,,,,,2500.0,0.74,0.25,,,100.0,48.35,0.0,0.0,,0.0,100.0,13.51,0.4528,64.65,5.0398
2008-08-26,81348.0,7673301.24,3.53,1.52,7.94,1.0,7130921.81,7550.0,75598.0,712167.78,,,,0.26,,,,,2647.0,,,,0.26,,,,,0.74,,,,100.0,48.35,0.0,0.0,,0.0,100.0,13.32,0.4242,62.36,5.2093
2008-08-27,83126.0,8098700.32,3.57,1.55,8.27,1.0,7538496.21,7550.0,77376.0,735572.35,,,,0.18,,,,,1778.0,,,,0.18,,,,,0.76,,,,100.0,49.25,0.0,0.0,,0.0,100.0,12.95,0.4112,61.27,5.4221
2008-08-28,81126.0,7821292.03,3.53,1.52,8.31,1.0,7266939.18,7550.0,75376.0,727889.39,,,,,,,,,,,,,,,,,2000.0,0.78,0.2,,,100.0,49.25,0.0,0.0,,0.0,100.0,13.4,0.4316,63.11,5.2916
2008-08-29,75242.0,7234878.58,3.32,1.41,7.67,1.0,6681988.55,14550.0,69492.0,1399052.17,,,7000.0,0.14,,,,,1116.0,,,,0.14,7000.0,,,7000.0,1.5,0.77,,,100.0,94.91,0.0,0.0,,0.0,100.0,14.49,0.3784,57.92,4.9078
2008-09-01,82817.0,7930477.31,3.7,1.78,8.48,1.0,7379862.77,14550.0,77067.0,1393294.19,,,,0.76,,,,,7575.0,,,,0.76,,,,,1.5,,,,100.0,94.96,0.0,0.0,,0.0,100.0,13.67,0.4084,60.89,5.4051
2008-09-02,96931.0,9320379.79,4.35,2.08,9.89,1.0,8767489.75,14550.0,91181.0,1399052.17,,,,1.43,,,,,14114.0,,,,1.43,,,,,1.49,,,,100.0,94.96,0.0,0.0,,0.0,100.0,23.56,0.3408,51.48,6.3263
2008-09-03,100685.0,9407174.49,4.49,2.17,10.28,1.0,8869942.0,14550.0,94935.0,1359431.78,,,180.0,0.39,,,,0.02,3754.0,180.0,,,0.39,180.0,,,,1.48,,,,100.0,96.09,0.0,0.0,,0.0,100.0,26.59,0.3325,49.28,6.6494
2008-09-04,76932.0,6945781.17,3.41,1.65,7.73,1.0,6471786.59,14050.0,71682.0,1268499.78,,,,,,,,0.07,,500.0,,,,,,,23253.0,1.39,2.46,,,100.0,92.64,0.0,0.0,,0.0,100.0,31.9,0.265,36.04,5.0723
2008-09-05,50171.0,4456400.06,2.25,1.08,4.88,1.0,3990072.89,14050.0,44921.0,1247980.32,,,,,,,,,,,,,,,,,26761.0,1.35,2.74,,,100.0,87.04,0.0,0.0,,0.0,100.0,14.06,0.3807,57.34,3.1081
2008-09-08,44857.0,4158945.51,2.08,0.96,4.3,1.0,3672188.4,7050.0,39607.0,653645.27,,,,0.2,,,,0.68,2186.0,7000.0,,,0.2,,,,7500.0,0.66,0.78,,,100.0,43.67,0.0,0.0,,0.0,100.0,21.49,0.3099,47.63,2.7789
2008-09-09,44857.0,4087093.81,2.06,0.96,4.43,1.0,3608746.12,7050.0,39607.0,642352.62,,,,,,,,,,,,,,,,,,0.69,,,,100.0,46.56,0.0,0.0,,0.0,100.0,21.5,0.3146,48.31,2.9624
2008-09-10,50323.0,4484600.29,2.33,1.08,4.88,1.0,4016739.64,7050.0,45073.0,628270.02,,,,0.5,,,,,5466.0,,,,0.5,,,,,0.68,,,,100.0,46.56,0.0,0.0,,0.0,100.0,30.65,0.3019,42.43,3.3234
2008-09-11,61631.0,5381412.52,2.98,1.33,5.93,1.0,4923000.1,5250.0,56381.0,458412.42,,,,1.07,,,,0.19,11308.0,1800.0,,,1.07,,,,,0.5,,,,100.0,34.67,0.0,0.0,,0.0,100.0,33.44,0.3281,44.42,4.0702
2008-09-12,61631.0,5381412.52,2.98,1.33,5.83,1.0,4923000.1,6250.0,56381.0,545729.07,,,,,,,,,,,,,,,,1000.0,,0.58,,,,100.0,41.28,0.0,0.0,,0.0,100.0,33.28,0.3282,44.54,4.0702
2008-09-15,43459.0,3678400.69,2.3,0.93,4.11,1.0,3149396.24,6250.0,37209.0,529004.45,,,,,,,,,,,,,,,,,17372.0,0.58,1.63,,0.17,100.0,41.28,0.0,0.0,,0.0,100.0,20.72,0.3226,49.07,2.8701
2008-09-16,43693.0,3499360.6,2.29,0.94,3.99,1.0,2998799.78,6250.0,37443.0,500560.82,,,,0.0,,,,,234.0,,,,0.0,,,,,0.56,,,,100.0,41.28,0.0,0.0,,0.0,100.0,20.39,0.3222,49.07,2.8856
2008-09-17,43586.0,3242739.5,2.11,0.94,3.83,1.0,2777747.94,6250.0,37336.0,464991.55,,,,,,,,,,,,,,,,,107.0,0.53,0.02,,,100.0,41.41,0.0,0.0,,0.0,100.0,20.57,0.3167,48.22,2.888
2008-09-18,44386.0,3303513.07,2.04,0.95,3.67,1.0,2778803.32,7050.0,37336.0,524709.75,,,800.0,,,,,,,,,,,800.0,,,,0.56,,,,100.0,46.71,0.0,0.0,,0.0,100.0,19.18,0.3004,46.6,2.941
