,STK FP Equity_DX_SI_QTY,STK FP Equity_DX_SHORT_INTEREST_VALUE,STK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STK FP Equity_DX_SI_MV,STK FP Equity_DX_DSS,STK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STK FP Equity_DX_SUPPLY_SI_QTY,STK FP Equity_DX_BROKER_SI_QTY,STK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STK FP Equity_DX_SUPPLY_SI_QTY_INC_x,STK FP Equity_DX_BROKER_SI_MV_INC_x,STK FP Equity_DX_BROKER_SI_QTY_ADD,STK FP Equity_DX_SUPPLY_SI_MV_DEC,STK FP Equity_DX_BROKER_SI_QTY_INC,STK FP Equity_DX_SUPPLY_SI_QTY_DEC,STK FP Equity_DX_BROKER_SI_MV_INC_y,STK FP Equity_DX_SUPPLY_SI_QTY_INC_y,STK FP Equity_DX_BROKER_SI_MV_ADD,STK FP Equity_DX_SUPPLY_SI_QTY_ADD,STK FP Equity_DX_BROKER_SI_QTY_DEC,STK FP Equity_DX_SUPPLY_SI_MV,STK FP Equity_DX_BROKER_SI_MV_DEC,STK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STK FP Equity_DX_UTILIZATION_QUANTITY,STK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STK FP Equity_DX_ACTIVE_UTILIZATION_MV,STK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STK FP Equity_DX_BROKER_SI_CON_RATIO,STK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STK FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52820.0,0.05,0.0,,0.0,,0.0
2010-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,53240.0,0.05,0.0,,0.0,,0.0
2010-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,53700.0,0.05,0.0,,0.0,,0.0
2010-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,51940.0,0.05,0.0,,0.0,,0.0
2010-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,50320.0,0.05,0.0,,0.0,,0.0
2010-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,51020.0,0.05,0.0,,0.0,,0.0
2010-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,51400.0,0.05,0.0,,0.0,,0.0
2010-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,49940.0,0.05,0.0,,0.0,,0.0
2010-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,51320.0,0.05,0.0,,0.0,,0.0
2010-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52340.0,0.05,0.0,,0.0,,0.0
2010-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52220.0,0.05,0.0,,0.0,,0.0
2010-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52320.0,0.05,0.0,,0.0,,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52980.0,0.05,0.0,,0.0,,0.0
2010-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,53000.0,0.05,0.0,,0.0,,0.0
2010-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,54120.0,0.05,0.0,,0.0,,0.0
2010-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,53220.0,0.05,0.0,,0.0,,0.0
2010-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52480.0,0.05,0.0,,0.0,,0.0
2010-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52220.0,0.05,0.0,,0.0,,0.0
2010-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52920.0,0.05,0.0,,0.0,,0.0
2010-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,53540.0,0.05,0.0,,0.0,,0.0
2010-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,53960.0,0.05,0.0,,0.0,,0.0
2010-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,54240.0,0.05,0.0,,0.0,,0.0
2010-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,54680.0,0.05,0.0,,0.0,,0.0
2010-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,54000.0,0.05,0.0,,0.0,,0.0
2010-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,54220.0,0.05,0.0,,0.0,,0.0
2010-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,54360.0,0.05,0.0,,0.0,,0.0
2010-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,54660.0,0.05,0.0,,0.0,,0.0
2010-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,54360.0,0.05,0.0,,0.0,,0.0
2010-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,53640.0,0.05,0.0,,0.0,,0.0
2010-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52900.0,0.05,0.0,,0.0,,0.0
2010-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52420.0,0.05,0.0,,0.0,,0.0
2010-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52840.0,0.05,0.0,,0.0,,0.0
2010-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,51920.0,0.05,0.0,,0.0,,0.0
2010-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52200.0,0.05,0.0,,0.0,,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,50840.0,0.05,0.0,,0.0,,0.0
2010-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,51020.0,0.05,0.0,,0.0,,0.0
2010-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,50340.0,0.05,0.0,,0.0,,0.0
2010-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,51420.0,0.05,0.0,,0.0,,0.0
2010-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52000.0,0.05,0.0,,0.0,,0.0
2010-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52020.0,0.05,0.0,,0.0,,0.0
2010-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52140.0,0.05,0.0,,0.0,,0.0
2010-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,52240.0,0.05,0.0,,0.0,,0.0
2010-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,53380.0,0.05,0.0,,0.0,,0.0
2010-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2000.0,53540.0,0.05,0.0,,0.0,,0.0
2010-07-15,1800.0,48438.0,1.52,0.42,0.05,0.0,0.0,1800.0,0.0,48438.0,,,,,,,,,,1800.0,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,0.0,,0.9
2010-07-16,1800.0,47358.0,1.32,0.42,0.05,0.0,0.0,1800.0,0.0,47358.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,0.0,,0.9
2010-07-19,3600.0,94464.0,2.62,0.85,0.1,0.0,47232.0,1800.0,1800.0,47232.0,,,1800.0,,,,,,0.05,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.8
2010-07-20,3600.0,94140.0,2.62,0.85,0.09,0.0,47070.0,1800.0,1800.0,47070.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.8
2010-07-21,3600.0,95256.0,2.68,0.85,0.1,0.0,47628.0,1800.0,1800.0,47628.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.8
2010-07-22,3600.0,96660.0,3.53,0.85,0.09,0.0,48330.0,1800.0,1800.0,48330.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.8
2010-07-23,3600.0,96192.0,3.65,0.85,0.1,0.0,48096.0,1800.0,1800.0,48096.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.8
2010-07-26,3600.0,95616.0,3.62,0.85,0.1,0.0,47808.0,1800.0,1800.0,47808.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.8
2010-07-27,8466.0,222571.1,8.51,1.99,0.22,1.0,175249.1,1800.0,6666.0,47322.0,,0.13,,,4866.0,,0.13,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,4.233
2010-07-28,8466.0,220031.3,8.54,1.99,0.22,1.0,173249.3,1800.0,6666.0,46782.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,4.233
2010-07-29,8466.0,219608.0,9.01,1.99,0.22,1.0,172916.0,1800.0,6666.0,46692.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,4.233
2010-07-30,8466.0,221131.9,10.4,1.99,0.22,1.0,174115.9,1800.0,6666.0,47016.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,4.233
2010-08-02,8466.0,224264.3,11.02,1.99,0.22,1.0,176582.3,1800.0,6666.0,47682.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,4.233
2010-08-03,8466.0,222655.8,11.02,1.99,0.22,1.0,175315.8,1800.0,6666.0,47340.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,4.233
2010-08-04,8466.0,222571.1,11.01,1.99,0.22,1.0,175249.1,1800.0,6666.0,47322.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,4.233
2010-08-05,8466.0,222825.1,11.03,1.99,0.22,1.0,175449.1,1800.0,6666.0,47376.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,4.233
2010-08-06,8466.0,219269.4,11.0,1.99,0.22,1.0,172649.4,1800.0,6666.0,46620.0,,,,,,,,,,,,0.05,,100.0,90.0,0.0,0.0,0.0,100.0,,1.0,100.0,4.233
2010-08-09,8466.0,222825.1,10.9,1.99,0.22,1.0,175449.1,1800.0,6666.0,47376.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-10,8466.0,219946.7,10.86,1.99,0.22,1.0,173182.7,1800.0,6666.0,46764.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-11,8466.0,213766.5,10.96,2.12,0.23,1.0,168316.5,1800.0,6666.0,45450.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-12,8466.0,213004.6,11.54,2.12,0.22,1.0,167716.6,1800.0,6666.0,45288.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-13,8466.0,214020.5,11.76,2.12,0.22,1.0,168516.5,1800.0,6666.0,45504.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-16,8466.0,214020.5,9.86,2.12,0.21,1.0,168516.5,1800.0,6666.0,45504.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-17,8466.0,216983.6,9.85,2.12,0.21,1.0,170849.6,1800.0,6666.0,46134.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-18,8466.0,216391.0,10.11,2.12,0.21,1.0,170383.0,1800.0,6666.0,46008.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-19,8466.0,216052.3,10.36,2.12,0.22,1.0,170116.3,1800.0,6666.0,45936.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-20,8466.0,214782.4,10.4,2.12,0.22,1.0,169116.4,1800.0,6666.0,45666.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-23,8466.0,214528.4,10.62,2.12,0.22,1.0,168916.4,1800.0,6666.0,45612.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-24,8466.0,210380.1,10.8,2.12,0.22,1.0,165650.1,1800.0,6666.0,44730.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-25,8466.0,208517.6,11.13,2.12,0.21,1.0,164183.6,1800.0,6666.0,44334.0,,,,,,,,,,,,0.04,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-26,8466.0,210126.1,11.17,2.12,0.21,1.0,165450.1,1800.0,6666.0,44676.0,,,,,,,,,,,,0.04,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-27,8466.0,209110.2,15.65,2.12,0.21,1.0,164650.2,1800.0,6666.0,44460.0,,,,,,,,,,,,0.04,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-30,8466.0,208517.6,15.83,2.12,0.21,1.0,164183.6,1800.0,6666.0,44334.0,,,,,,,,,,,,0.04,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-08-31,8466.0,207078.4,15.65,2.12,0.21,1.0,163050.4,1800.0,6666.0,44028.0,,,,,,,,,,,,0.04,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-01,8466.0,214189.8,15.71,2.12,0.21,1.0,168649.8,1800.0,6666.0,45540.0,,,,,,,,,,,,0.04,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-02,8466.0,215375.0,15.51,2.12,0.21,1.0,169583.0,1800.0,6666.0,45792.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-03,8466.0,217406.9,15.51,2.12,0.21,1.0,171182.9,1800.0,6666.0,46224.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-06,8466.0,218507.5,15.73,2.12,0.22,1.0,172049.5,1800.0,6666.0,46458.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-07,8466.0,217914.8,15.73,2.12,0.22,1.0,171582.8,1800.0,6666.0,46332.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-08,8466.0,222147.8,15.73,2.12,0.22,1.0,174915.8,1800.0,6666.0,47232.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-09,8466.0,226211.5,15.65,2.12,0.22,1.0,178115.5,1800.0,6666.0,48096.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-10,8466.0,225449.6,15.27,2.12,0.22,1.0,177515.6,1800.0,6666.0,47934.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-13,8466.0,227566.1,15.27,2.12,0.22,1.0,179182.1,1800.0,6666.0,48384.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-14,8466.0,226888.8,15.27,2.12,0.22,1.0,178648.8,1800.0,6666.0,48240.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-15,8466.0,225449.6,15.28,2.12,0.23,1.0,177515.6,1800.0,6666.0,47934.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-16,8466.0,224518.3,15.27,2.12,0.23,1.0,176782.3,1800.0,6666.0,47736.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-17,8466.0,224687.6,14.88,2.12,0.22,1.0,176915.6,1800.0,6666.0,47772.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-20,8466.0,228412.7,14.97,2.12,0.22,1.0,179848.7,1800.0,6666.0,48564.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-21,8466.0,225788.2,15.06,2.12,0.22,1.0,177782.2,1800.0,6666.0,48006.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-22,8466.0,222232.5,15.89,2.12,0.22,1.0,174982.5,1800.0,6666.0,47250.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-23,8466.0,222571.1,25.44,2.12,0.22,1.0,175249.1,1800.0,6666.0,47322.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-24,8466.0,225026.3,26.59,2.12,0.22,1.0,177182.3,1800.0,6666.0,47844.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-27,8466.0,223756.4,88.03,2.12,0.22,1.0,176182.4,1800.0,6666.0,47574.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-28,8466.0,223925.7,88.43,2.12,0.22,1.0,176315.7,1800.0,6666.0,47610.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-29,8466.0,223079.1,26.51,2.12,0.22,1.0,175649.1,1800.0,6666.0,47430.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-09-30,8466.0,224095.0,26.51,2.12,0.22,1.0,176449.0,1800.0,6666.0,47646.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-10-01,8466.0,225449.6,26.37,2.12,0.22,1.0,177515.6,1800.0,6666.0,47934.0,,,,,,,,,,,,0.05,,100.0,1.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0724
2010-10-04,6666.0,175315.8,20.76,1.67,0.18,0.0,175315.8,0.0,6666.0,0.0,,,,0.05,,1800.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.057
2010-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,6666.0,0.0,0.18,0.0,0.0,117000.0,3121560.0,3.12,0.0,,0.0,,0.0
2010-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,1997782.0,2.0,0.0,,0.0,,0.0
2010-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2004635.0,2.0,0.0,,0.0,,0.0
2010-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2004635.0,2.0,0.0,,0.0,,0.0
2010-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2022907.0,2.02,0.0,,0.0,,0.0
2010-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2035850.0,2.04,0.0,,0.0,,0.0
2010-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2080770.0,2.05,0.0,,0.0,,0.0
2010-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2061736.0,2.06,0.0,,0.0,,0.0
2010-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2056406.0,2.06,0.0,,0.0,,0.0
2010-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2064020.0,2.06,0.0,,0.0,,0.0
2010-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2036611.0,2.04,0.0,,0.0,,0.0
2010-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2043463.0,2.04,0.0,,0.0,,0.0
2010-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2073917.0,2.07,0.0,,0.0,,0.0
2010-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2086860.0,2.09,0.0,,0.0,,0.0
2010-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2087622.0,2.09,0.0,,0.0,,0.0
2010-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2078486.0,2.08,0.0,,0.0,,0.0
2010-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2057168.0,2.06,0.0,,0.0,,0.0
2010-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2060974.0,2.06,0.0,,0.0,,0.0
2010-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2055645.0,2.06,0.0,,0.0,,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2044225.0,2.06,0.0,,0.0,,0.0
2010-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2051838.0,2.05,0.0,,0.0,,0.0
2010-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2025952.0,2.03,0.0,,0.0,,0.0
2010-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2027475.0,2.03,0.0,,0.0,,0.0
2010-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2033566.0,2.03,0.0,,0.0,,0.0
2010-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2035089.0,2.04,0.0,,0.0,,0.0
2010-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2061736.0,2.06,0.0,,0.0,,0.0
2010-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,76135.0,2045748.0,2.05,0.0,,0.0,,0.0
